,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,WEC,WEC_6m,WEC_12m,WEC_6m_ret,WEC_12m_ret
245,245,245,245,2020-01-27,87.18834686279297,85.12593078613281,80.62046813964844,0.0242278240908953,0.08146664085065636
246,246,246,246,2020-01-28,87.18834686279297,85.34723663330078,81.42596435546875,0.021571995791763277,0.07076836673580278
247,247,247,247,2020-01-29,87.35653686523438,86.45368194580078,81.91279602050781,0.010443221145857162,0.06645775885081084
248,248,248,248,2020-01-30,89.05604553222656,86.94937133789062,82.89533233642578,0.02422874555526433,0.07431918085324618
249,249,249,249,2020-01-31,88.41873168945312,87.36540222167969,83.16087341308594,0.012056597245448941,0.06322514495789111
250,250,250,250,2020-02-03,89.30389404296875,87.59552764892578,84.23192596435547,0.019502895180789848,0.060214319220951884
251,251,251,251,2020-02-04,88.19743347167969,87.18834686279297,85.12593078613281,0.011573640804025231,0.036081869028411706
252,252,252,252,2020-02-05,88.52495574951172,87.18834686279297,85.34723663330078,0.015330132234553595,0.0372328295743678
253,253,253,253,2020-02-06,88.42758178710938,87.35653686523438,86.45368194580078,0.012260615636896288,0.022831877103233866
254,254,254,254,2020-02-07,88.2948226928711,89.05604553222656,86.94937133789062,-0.008547682920414523,0.01547396300028403
255,255,255,255,2020-02-10,88.6400146484375,88.41873168945312,87.36540222167969,0.002502670585250666,0.014589441521984048
256,256,256,256,2020-02-11,88.68428039550781,89.30389404296875,87.59552764892578,-0.006938260129651375,0.012429318891092667
257,257,257,257,2020-02-12,89.1799545288086,88.19743347167969,87.18834686279297,0.011140018688235331,0.022842590067108315
258,258,258,258,2020-02-13,90.153564453125,88.52495574951172,87.18834686279297,0.018397170490788595,0.034009333781707785
259,259,259,259,2020-02-14,90.7414779663086,88.42758178710938,87.35653686523438,0.02616713170750229,0.03874857248858432
260,260,260,260,2020-02-18,91.64112854003906,88.2948226928711,89.05604553222656,0.03789923061296485,0.02902759708634317
261,261,261,261,2020-02-19,91.22248077392578,88.6400146484375,88.41873168945312,0.029134315193096727,0.03170989937200264
262,262,262,262,2020-02-20,91.20465087890624,88.68428039550781,89.30389404296875,0.02841958543451284,0.021284142828339903
263,263,263,263,2020-02-21,91.30264282226562,89.1799545288086,88.19743347167969,0.02380230293536778,0.03520747972312632
264,264,264,264,2020-02-24,90.69692993164062,90.153564453125,88.52495574951172,0.006027110317952555,0.02453516258482713
265,265,265,265,2020-02-25,89.44095611572266,90.7414779663086,88.42758178710938,-0.01433216517664404,0.011459934877027234
266,266,266,266,2020-02-26,89.33407592773438,91.64112854003906,88.2948226928711,-0.025174860339009397,0.01177026243631829
267,267,267,267,2020-02-27,85.12078857421875,91.22248077392578,88.6400146484375,-0.06688803185290138,-0.03970245366245306
268,268,268,268,2020-02-28,82.24363708496094,91.20465087890624,88.68428039550781,-0.09825171970498492,-0.0726244074127157
269,269,269,269,2020-03-02,87.01810455322266,91.30264282226562,89.1799545288086,-0.04692677163117254,-0.024241433929948597
270,270,270,270,2020-03-03,86.92012023925781,90.69692993164062,90.153564453125,-0.04164208970721983,-0.0358659608578028
271,271,271,271,2020-03-04,92.82583618164062,89.44095611572266,90.7414779663086,0.037844855566374624,0.02297029166866693
272,272,272,272,2020-03-05,92.73677825927734,89.33407592773438,91.64112854003906,0.038089634847687126,0.011955873271023432
273,273,273,273,2020-03-06,93.28012084960938,85.12078857421875,91.22248077392578,0.09585592911038776,0.022556282817861373
274,274,274,274,2020-03-09,91.18684387207033,82.24363708496094,91.20465087890624,0.10874040964251974,-0.00019524231126710756
275,275,275,275,2020-03-10,90.90181732177734,87.01810455322266,91.30264282226562,0.04463108899573087,-0.004390075556394923
276,276,276,276,2020-03-11,86.80430603027344,86.92012023925781,90.69692993164062,-0.00133242117780763,-0.042919026082813394
277,277,277,277,2020-03-12,81.6290054321289,92.82583618164062,89.44095611572266,-0.12062192176326725,-0.08734198540416205
278,278,278,278,2020-03-13,88.5591049194336,92.73677825927734,89.33407592773438,-0.045048721966204575,-0.008674976488565078
279,279,279,279,2020-03-16,82.55540466308594,93.28012084960938,85.12078857421875,-0.11497322354260597,-0.030138159597710934
280,280,280,280,2020-03-17,91.26700592041016,91.18684387207033,82.24363708496094,0.0008790966430671787,0.10971509961466963
281,281,281,281,2020-03-18,93.1108856201172,90.90181732177734,87.01810455322266,0.02430169564729523,0.07001739578420763
282,282,282,282,2020-03-19,80.53340148925781,86.80430603027344,86.92012023925781,-0.07224186020021417,-0.07347802479356691
283,283,283,283,2020-03-20,65.99622344970703,81.6290054321289,92.82583618164062,-0.19151013661951177,-0.28903173766658763
284,284,284,284,2020-03-23,63.14580535888672,88.5591049194336,92.73677825927734,-0.28696427751462206,-0.3190856255288377
285,285,285,285,2020-03-24,71.44766998291016,82.55540466308594,93.28012084960938,-0.1345488490487955,-0.23405255769231403
286,286,286,286,2020-03-25,71.91976165771484,91.26700592041016,91.18684387207033,-0.21198508779357983,-0.21129234652957218
287,287,287,287,2020-03-26,77.29102325439453,93.1108856201172,90.90181732177734,-0.16990346789596733,-0.14973071461489995
288,288,288,288,2020-03-27,79.33978271484375,80.53340148925781,86.80430603027344,-0.014821412635517173,-0.08599254641614662
289,289,289,289,2020-03-30,81.8517074584961,65.99622344970703,81.6290054321289,0.24024835331482053,0.0027282217293747024
290,290,290,290,2020-03-31,78.50244903564453,63.14580535888672,88.5591049194336,0.2431934091184509,-0.11355868934016533
291,291,291,291,2020-04-01,74.39606475830078,71.44766998291016,82.55540466308594,0.041266493030435614,-0.09883471515988518
292,292,292,292,2020-04-02,78.39557647705078,71.91976165771484,91.26700592041016,0.09004221746668262,-0.14103047770170052
293,293,293,293,2020-04-03,75.93706512451172,77.29102325439453,93.1108856201172,-0.01751766340867833,-0.18444481954207692
294,294,294,294,2020-04-06,81.308349609375,79.33978271484375,80.53340148925781,0.024811851345831082,0.009622692023266266
295,295,295,295,2020-04-07,78.17286682128906,81.8517074584961,65.99622344970703,-0.044945191144270646,0.18450515400871903
296,296,296,296,2020-04-08,82.12783813476562,78.50244903564453,63.14580535888672,0.046181859848410056,0.3006063929028264
297,297,297,297,2020-04-09,87.49021911621094,74.39606475830078,71.44766998291016,0.1760060078506931,0.22453565157741417
298,298,298,298,2020-04-13,84.63976287841797,78.39557647705078,71.91976165771484,0.07964972874706877,0.17686378441075723
299,299,299,299,2020-04-14,88.47895050048828,75.93706512451172,77.29102325439453,0.16516157630548411,0.14475066799503966
300,300,300,300,2020-04-15,86.30549621582031,81.308349609375,79.33978271484375,0.06145920597887944,0.08779597400729133
301,301,301,301,2020-04-16,88.14934539794922,78.17286682128906,81.8517074584961,0.12762073315626732,0.07693960376631637
302,302,302,302,2020-04-17,89.37860870361328,82.12783813476562,78.50244903564453,0.08828639269609995,0.13854548235852304
303,303,303,303,2020-04-20,85.40583038330078,87.49021911621094,74.39606475830078,-0.023824248629912725,0.14798854832938702
304,304,304,304,2020-04-21,84.74667358398438,84.63976287841797,78.39557647705078,0.0012631262415039313,0.08101346265108189
305,305,305,305,2020-04-22,85.86902618408203,88.47895050048828,75.93706512451172,-0.029497686191382266,0.13079200576536865
306,306,306,306,2020-04-23,84.07861328125,86.30549621582031,81.308349609375,-0.02580233046805791,0.034071084767850035
307,307,307,307,2020-04-24,83.52632141113281,88.14934539794922,78.17286682128906,-0.052445358112936824,0.06848225999031454
308,308,308,308,2020-04-27,81.52214050292969,89.37860870361328,82.12783813476562,-0.08790099012098385,-0.007375058757080999
309,309,309,309,2020-04-28,84.38145446777344,85.40583038330078,87.49021911621094,-0.011994215276989295,-0.0355327107400224
310,310,310,310,2020-04-29,83.11658477783203,84.74667358398438,84.63976287841797,-0.01923484117092711,-0.017996010962057274
311,311,311,311,2020-04-30,80.65808868408203,85.86902618408203,88.47895050048828,-0.06068471638223816,-0.08839234385316419
312,312,312,312,2020-05-01,78.7964096069336,84.07861328125,86.30549621582031,-0.06282458128379198,-0.08700589114404811
313,313,313,313,2020-05-04,79.24179077148438,83.52632141113281,88.14934539794922,-0.05129557446399613,-0.10105071780455988
314,314,314,314,2020-05-05,79.7940673828125,81.52214050292969,89.37860870361328,-0.021197592573701907,-0.10723529331927617
315,315,315,315,2020-05-06,75.66093444824219,84.38145446777344,85.40583038330078,-0.10334640561169461,-0.11410106185167412
316,316,316,316,2020-05-07,75.8302001953125,83.11658477783203,84.74667358398438,-0.08766462917113116,-0.10521325512364332
317,317,317,317,2020-05-08,76.32009887695312,80.65808868408203,85.86902618408203,-0.05378245229836465,-0.11120339581653527
318,318,318,318,2020-05-11,75.99943542480469,78.7964096069336,84.07861328125,-0.03549621354680088,-0.09609076007735506
319,319,319,319,2020-05-12,75.72329711914062,79.24179077148438,83.52632141113281,-0.044401995690510065,-0.09341994427821365
320,320,320,320,2020-05-13,76.0670166015625,79.7940673828125,81.52214050292969,-0.04670836947525747,-0.06691585706304104
321,321,321,321,2020-05-14,76.02213287353516,75.66093444824219,84.38145446777344,0.004773909124001774,-0.0990658628363752
322,322,322,322,2020-05-15,76.10292053222656,75.8302001953125,83.11658477783203,0.0035964607268823556,-0.0843834508401996
323,323,323,323,2020-05-18,78.63369750976562,76.32009887695312,80.65808868408203,0.030314408220861955,-0.025098427291594394
324,324,324,324,2020-05-19,77.799072265625,75.99943542480469,78.7964096069336,0.023679608022890042,-0.012657141946995965
325,325,325,325,2020-05-20,78.3465347290039,75.72329711914062,79.24179077148438,0.03464241138015911,-0.011297776511161706
326,326,326,326,2020-05-21,77.79009246826172,76.0670166015625,79.7940673828125,0.02265207633585331,-0.025114334690280904
327,327,327,327,2020-05-22,77.30546569824219,76.02213287353516,75.66093444824219,0.016881042088649156,0.021735539773500845
328,328,328,328,2020-05-26,76.9016342163086,76.10292053222656,75.8302001953125,0.01049517782624143,0.01412938404799724
329,329,329,329,2020-05-27,77.09009552001953,78.63369750976562,76.32009887695312,-0.0196302862338934,0.01008904147658174
330,330,330,330,2020-05-28,79.84524536132812,77.799072265625,75.99943542480469,0.026300739020601593,0.05060313823421181
331,331,331,331,2020-05-29,82.32217407226562,78.3465347290039,75.72329711914062,0.050744290822985594,0.08714460680102887
332,332,332,332,2020-06-01,83.57858276367188,77.79009246826172,76.0670166015625,0.07441166492727658,0.0987493199773406
333,333,333,333,2020-06-02,84.33244323730469,77.30546569824219,76.02213287353516,0.09089884493409484,0.109314354249886
334,334,334,334,2020-06-03,84.32345581054688,76.9016342163086,76.10292053222656,0.09651058355095832,0.1080186571136812
335,335,335,335,2020-06-04,83.07601165771484,77.09009552001953,78.63369750976562,0.07764831652259185,0.056493771609779975
336,336,336,336,2020-06-05,83.32730102539062,79.84524536132812,77.799072265625,0.04361005653254568,0.07105777226868337
337,337,337,337,2020-06-08,85.5080795288086,82.32217407226562,78.3465347290039,0.03870045334014449,0.09140857122240376
338,338,338,338,2020-06-09,83.8567886352539,83.57858276367188,77.79009246826172,0.0033286741935871778,0.07798803130960907
339,339,339,339,2020-06-10,84.09910583496094,84.33244323730469,77.30546569824219,-0.0027668758710945873,0.08788046324224164
340,340,340,340,2020-06-11,81.96319580078125,84.32345581054688,76.9016342163086,-0.027990551230117067,0.06581864788770964
341,341,341,341,2020-06-12,81.04780578613281,83.07601165771484,77.09009552001953,-0.024413857034188524,0.051338764589875296
342,342,342,342,2020-06-15,81.19139099121094,83.32730102539062,79.84524536132812,-0.025632775907728722,0.016859433818394942
343,343,343,343,2020-06-16,81.50550842285156,85.5080795288086,82.32217407226562,-0.046809273790420214,-0.009920360566487929
344,344,344,344,2020-06-17,81.14653015136719,83.8567886352539,83.57858276367188,-0.03232008437236178,-0.029098993209559443
345,345,345,345,2020-06-18,80.64395904541016,84.09910583496094,84.33244323730469,-0.0410842274153459,-0.043737428328922356
346,346,346,346,2020-06-19,79.03754425048828,81.96319580078125,84.32345581054688,-0.03569469835466177,-0.06268613530183909
347,347,347,347,2020-06-22,78.84010314941406,81.04780578613281,83.07601165771484,-0.027239511487138657,-0.05098834698219912
348,348,348,348,2020-06-23,78.15805053710938,81.19139099121094,83.32730102539062,-0.03736037056477981,-0.06203549646599171
349,349,349,349,2020-06-24,77.88882446289062,81.50550842285156,85.5080795288086,-0.044373491190283,-0.08910567408254044
350,350,350,350,2020-06-25,76.47087860107422,81.14653015136719,83.8567886352539,-0.057619858071210395,-0.08807766376918713
351,351,351,351,2020-06-26,76.76699829101562,80.64395904541016,84.09910583496094,-0.048075030049199774,-0.08718413199700481
352,352,352,352,2020-06-29,78.05036163330078,79.03754425048828,81.96319580078125,-0.012490046680333156,-0.047738916586304914
353,353,353,353,2020-06-30,78.66061401367188,78.84010314941406,81.04780578613281,-0.00227662228449943,-0.029454119692767566
354,354,354,354,2020-07-01,80.1683120727539,78.15805053710938,81.19139099121094,0.025720466693191835,-0.012600830038344557
355,355,355,355,2020-07-02,80.92216491699219,77.88882446289062,81.50550842285156,0.03894448882774926,-0.007157105294441912
356,356,356,356,2020-07-06,80.71574401855469,76.47087860107422,81.14653015136719,0.05550956776140459,-0.005308743725812137
357,357,357,357,2020-07-07,79.6029281616211,76.76699829101562,80.64395904541016,0.03694204454699079,-0.01290897540388447
358,358,358,358,2020-07-08,79.6388168334961,78.05036163330078,79.03754425048828,0.020351669959689067,0.007607429971536517
359,359,359,359,2020-07-09,78.49907684326172,78.66061401367188,78.84010314941406,-0.0020535966116674853,-0.004325543632357376
360,360,360,360,2020-07-10,79.01959228515625,80.1683120727539,78.15805053710938,-0.014328850862609821,0.011023071099218518
361,361,361,361,2020-07-13,78.72343444824219,80.92216491699219,77.88882446289062,-0.027170929880650174,0.010715400971922584
362,362,362,362,2020-07-14,79.064453125,80.71574401855469,76.47087860107422,-0.02045810162110495,0.033915845762093166
363,363,363,363,2020-07-15,78.49010467529297,79.6029281616211,76.76699829101562,-0.013979680296040242,0.022445926278701567
364,364,364,364,2020-07-16,78.75932312011719,79.6388168334961,78.05036163330078,-0.01104353063428476,0.009083385034745595
365,365,365,365,2020-07-17,81.24524688720703,78.49907684326172,78.66061401367188,0.03498346928879892,0.03285803074313565
366,366,366,366,2020-07-20,80.89524841308594,79.01959228515625,80.1683120727539,0.023736595870566424,0.009067626865741252
367,367,367,367,2020-07-21,81.79266357421875,78.72343444824219,80.92216491699219,0.03898749016081693,0.010757233918784692
368,368,368,368,2020-07-22,83.8747329711914,79.064453125,80.71574401855469,0.06083998125663892,0.03913720911635954
369,369,369,369,2020-07-23,84.17090606689453,78.49010467529297,79.6029281616211,0.07237602007415544,0.05738454615637867
370,370,370,370,2020-07-24,83.99140930175781,78.75932312011719,79.6388168334961,0.06643132488151382,0.05465415787582395
371,371,371,371,2020-07-27,83.76705169677734,81.24524688720703,78.49907684326172,0.03103941345727379,0.06710874911349762
372,372,372,372,2020-07-28,84.8798828125,80.89524841308594,79.01959228515625,0.049256717515308246,0.07416250018344628
373,373,373,373,2020-07-29,85.22987365722656,81.79266357421875,78.72343444824219,0.04202345213869796,0.08264933122629614
374,374,374,374,2020-07-30,85.42730712890625,83.8747329711914,79.064453125,0.01851063011131271,0.08047679775697247
375,375,375,375,2020-07-31,85.49012756347656,84.17090606689453,78.49010467529297,0.01567312932967102,0.08918350812681552
376,376,376,376,2020-08-03,84.03627014160156,83.99140930175781,78.75932312011719,0.0005341122409623367,0.0670009189062788
377,377,377,377,2020-08-04,85.35552215576172,83.76705169677734,81.24524688720703,0.018962950549272994,0.05059096286901554
378,378,378,378,2020-08-05,83.74012756347656,84.8798828125,80.89524841308594,-0.013427860775222289,0.03516744439504582
379,379,379,379,2020-08-06,83.45294952392578,85.22987365722656,81.79266357421875,-0.020848606915072176,0.020298714788771877
380,380,380,380,2020-08-07,84.69140625,85.42730712890625,83.8747329711914,-0.008614351823074684,0.009736821207992463
381,381,381,381,2020-08-10,84.11705780029297,85.49012756347656,84.17090606689453,-0.016061150010146963,-0.0006397491617681217
382,382,382,382,2020-08-11,81.5772933959961,84.03627014160156,83.99140930175781,-0.029260898198623986,-0.028742414561571006
383,383,383,383,2020-08-12,82.8067855834961,85.35552215576172,83.76705169677734,-0.029860242288888394,-0.01146353003752898
384,384,384,384,2020-08-13,82.6287841796875,83.74012756347656,84.8798828125,-0.013271336169707215,-0.02652099129054153
385,385,385,385,2020-08-14,82.42092895507812,83.45294952392578,85.22987365722656,-0.012366496028421103,-0.03295727872887999
386,386,386,386,2020-08-17,83.24324798583984,84.69140625,85.42730712890625,-0.017099235073336105,-0.02556628806958361
387,387,387,387,2020-08-18,83.06250762939453,84.11705780029297,85.49012756347656,-0.012536698244987377,-0.02839649446398962
388,388,388,388,2020-08-19,82.88179016113281,81.5772933959961,84.03627014160156,0.015990929716243052,-0.013737877448909197
389,389,389,389,2020-08-20,82.49322509765625,82.8067855834961,85.35552215576172,-0.0037866520675853277,-0.03353382400827187
390,390,390,390,2020-08-21,83.12578582763672,82.6287841796875,83.74012756347656,0.006014873060075754,-0.0073362885120298316
391,391,391,391,2020-08-24,83.35169219970703,82.42092895507812,83.45294952392578,0.011292802161162241,-0.0012133462603346468
392,392,392,392,2020-08-25,83.38783264160156,83.24324798583984,84.69140625,0.0017368934929871127,-0.01539204113048287
393,393,393,393,2020-08-26,83.17095184326172,83.06250762939453,84.11705780029297,0.0013055735609504016,-0.011247492265807124
394,394,394,394,2020-08-27,83.45108795166016,82.88179016113281,81.5772933959961,0.0068687921607455404,0.022969560249666676
395,395,395,395,2020-08-28,84.59870910644531,82.49322509765625,82.8067855834961,0.025523114247219425,0.021639815026298415
396,396,396,396,2020-08-31,85.01438903808594,83.12578582763672,82.6287841796875,0.022719823838601494,0.028871353755013596
397,397,397,397,2020-09-01,84.57159423828125,83.35169219970703,82.42092895507812,0.014635600146561956,0.026093679244689305
398,398,398,398,2020-09-02,88.02351379394531,83.38783264160156,83.24324798583984,0.055591817241104735,0.05742526779972135
399,399,399,399,2020-09-03,87.07466888427734,83.17095184326172,83.06250762939453,0.04693606306649345,0.04830291511043883
400,400,400,400,2020-09-04,87.192138671875,83.45108795166016,82.88179016113281,0.04482926241035812,0.05200597745731983
401,401,401,401,2020-09-08,86.3788833618164,84.59870910644531,82.49322509765625,0.021042569965591396,0.04710275613009762
402,402,402,402,2020-09-09,88.34880828857422,85.01438903808594,83.12578582763672,0.039221822190529165,0.06283275891992846
403,403,403,403,2020-09-10,86.72225189208984,84.57159423828125,83.35169219970703,0.025430023794385415,0.04043780760091953
404,404,404,404,2020-09-11,86.71321868896484,88.02351379394531,83.38783264160156,-0.014885739599622694,0.03987855232616111
405,405,405,405,2020-09-14,87.815673828125,87.07466888427734,83.17095184326172,0.008509994391508569,0.055845483091457204
406,406,406,406,2020-09-15,89.59581756591797,87.192138671875,83.45108795166016,0.027567610230190498,0.07363270827358415
407,407,407,407,2020-09-16,89.261474609375,86.3788833618164,84.59870910644531,0.033371480799123665,0.055116272484285966
408,408,408,408,2020-09-17,86.8487777709961,88.34880828857422,85.01438903808594,-0.0169785031245534,0.021577391235363175
409,409,409,409,2020-09-18,85.72825622558594,86.72225189208984,84.57159423828125,-0.011461829516843713,0.013676719680201233
410,410,410,410,2020-09-21,85.71922302246094,86.71321868896484,88.02351379394531,-0.011463023533578087,-0.0261781275498556
411,411,411,411,2020-09-22,86.20719146728516,87.815673828125,87.07466888427734,-0.018316574829090326,-0.009962454386649111
412,412,412,412,2020-09-23,84.09265899658203,89.59581756591797,87.192138671875,-0.061422047578137406,-0.03554769641512123
413,413,413,413,2020-09-24,84.94208526611328,89.261474609375,86.3788833618164,-0.04839029785430027,-0.01663367295088536
414,414,414,414,2020-09-25,87.02949523925781,86.8487777709961,88.34880828857422,0.002080829148088048,-0.014933003340657725
415,415,415,415,2020-09-28,87.1831283569336,85.72825622558594,86.72225189208984,0.01697074214969785,0.005314396879560146
416,416,416,416,2020-09-29,87.34577178955078,85.71922302246094,86.71321868896484,0.018975309268303153,0.0072947713180255835
417,417,417,417,2020-09-30,87.5626449584961,86.20719146728516,87.815673828125,0.015723206708634363,-0.002881363412688076
418,418,418,418,2020-10-01,88.78254699707031,84.09265899658203,89.59581756591797,0.05577048052052791,-0.009077104165596928
419,419,419,419,2020-10-02,88.29460144042969,84.94208526611328,89.261474609375,0.03946825844707469,-0.01083192018927015
420,420,420,420,2020-10-05,88.68315124511719,87.02949523925781,86.8487777709961,0.019001098435802888,0.021121465623362035
421,421,421,421,2020-10-06,89.01750946044922,87.1831283569336,85.72825622558594,0.021040551515948636,0.038368367440111184
422,422,422,422,2020-10-07,88.60182189941406,87.34577178955078,85.71922302246094,0.014380205064643325,0.03362838317138972
423,423,423,423,2020-10-08,89.4874038696289,87.5626449584961,86.20719146728516,0.021981507206013884,0.03805033369621569
424,424,424,424,2020-10-09,89.85789489746094,88.78254699707031,84.09265899658203,0.012112154210062398,0.06855813539102429
425,425,425,425,2020-10-12,90.21031951904295,88.29460144042969,84.94208526611328,0.021696888001762504,0.062021484831987994
426,426,426,426,2020-10-13,89.55065155029297,88.68315124511719,87.02949523925781,0.00978201939146306,0.028968986940623997
427,427,427,427,2020-10-14,89.9934310913086,89.01750946044922,87.1831283569336,0.010963254721173543,0.03223447916286548
428,428,428,428,2020-10-15,90.32777404785156,88.60182189941406,87.34577178955078,0.019479871987247543,0.03414020160570064
429,429,429,429,2020-10-16,91.77359771728516,89.4874038696289,87.5626449584961,0.025547660886295454,0.04809074418417825
430,430,430,430,2020-10-19,90.72537994384766,89.85789489746094,88.78254699707031,0.00965396582433442,0.02188305035719984
431,431,431,431,2020-10-20,90.93321990966795,90.21031951904295,88.29460144042969,0.008013499946338154,0.02988425595893851
432,432,432,432,2020-10-21,91.34888458251952,89.55065155029297,88.68315124511719,0.0200806247759866,0.030059073228400957
433,433,433,433,2020-10-22,91.990478515625,89.9934310913086,89.01750946044922,0.022191035502248768,0.03339757619815997
434,434,434,434,2020-10-23,92.31578826904295,90.32777404785156,88.60182189941406,0.02200889197311806,0.041917494358583385
435,435,435,435,2020-10-26,92.36096954345705,91.77359771728516,89.4874038696289,0.006400226653218155,0.03211139835964549
436,436,436,436,2020-10-27,92.59591674804688,90.72537994384766,89.85789489746094,0.02061756925522884,0.03047057638853401
437,437,437,437,2020-10-28,90.14705657958984,90.93321990966795,90.21031951904295,-0.00864550195032221,-0.000701282733398978
438,438,438,438,2020-10-29,90.74344635009766,91.34888458251952,89.55065155029297,-0.006627757253838573,0.013319778015627337
439,439,439,439,2020-10-30,90.86092376708984,91.990478515625,89.9934310913086,-0.012279039817618687,0.009639511076103835
440,440,440,440,2020-11-02,93.20135498046876,92.31578826904295,90.32777404785156,0.009592798025457316,0.031812816854037695
441,441,441,441,2020-11-03,94.20438385009766,92.36096954345705,91.77359771728516,0.019958802032424172,0.026486769542376498
442,442,442,442,2020-11-04,91.99952697753906,92.59591674804688,90.72537994384766,-0.006440778291882832,0.014043997770855299
443,443,443,443,2020-11-05,91.80974578857422,90.14705657958984,90.93321990966795,0.018444187442952176,0.009639226234119835
444,444,444,444,2020-11-06,92.49650573730467,90.74344635009766,91.34888458251952,0.019318853952753123,0.012563056024493147
445,445,445,445,2020-11-09,93.82489013671876,90.86092376708984,91.990478515625,0.032620913884021885,0.01994132056593423
446,446,446,446,2020-11-10,94.74656677246094,93.20135498046876,92.31578826904295,0.0165792846285977,0.02633112438290386
447,447,447,447,2020-11-11,94.36705780029295,94.20438385009766,92.36096954345705,0.0017268193214250438,0.0217200865988314
448,448,448,448,2020-11-12,93.14241027832033,91.99952697753906,92.59591674804688,0.012422708445667174,0.005901918242901205
449,449,449,449,2020-11-13,92.86058044433594,91.80974578857422,90.14705657958984,0.011445785485362903,0.030101081141238994
450,450,450,450,2020-11-16,94.57887268066406,92.49650573730467,90.74344635009766,0.022512925507407022,0.04226670338008698
451,451,451,451,2020-11-17,91.07864379882812,93.82489013671876,90.86092376708984,-0.02926991264139922,0.002396189942954763
452,452,452,452,2020-11-18,87.96026611328125,94.74656677246094,93.20135498046876,-0.07162582128677397,-0.05623404153604672
453,453,453,453,2020-11-19,86.8692855834961,94.36705780029295,94.20438385009766,-0.07945327947666059,-0.07786366161338631
454,454,454,454,2020-11-20,87.36933135986328,93.14241027832033,91.99952697753906,-0.061981205996349154,-0.050328472001885505
455,455,455,455,2020-11-23,87.09657287597656,92.86058044433594,91.80974578857422,-0.062071629756983215,-0.05133630283054558
456,456,456,456,2020-11-24,87.49659729003906,94.57887268066406,92.49650573730467,-0.07488221407055229,-0.05405510627034538
457,457,457,457,2020-11-25,87.27840423583984,91.07864379882812,93.82489013671876,-0.04172481500034342,-0.0697734459517041
458,458,458,458,2020-11-27,87.04202270507812,87.96026611328125,94.74656677246094,-0.010439297750879373,-0.08131739576258945
459,459,459,459,2020-11-30,86.32378387451172,86.8692855834961,94.36705780029295,-0.0062795694165120874,-0.08523391650932943
460,460,460,460,2020-12-01,86.91474914550781,87.36933135986328,93.14241027832033,-0.005202995230478513,-0.06686171330764945
461,461,461,461,2020-12-02,87.06021118164062,87.09657287597656,92.86058044433594,-0.0004174870851429979,-0.06246320273834893
462,462,462,462,2020-12-03,85.80557250976562,87.49659729003906,94.57887268066406,-0.019326749069657256,-0.09276173337908766
463,463,463,463,2020-12-04,84.81462097167969,87.27840423583984,91.07864379882812,-0.02822901364583419,-0.06877597827416304
464,464,464,464,2020-12-07,85.14190673828125,87.04202270507812,87.96026611328125,-0.021829869156820725,-0.032041278403709295
465,465,465,465,2020-12-08,84.94187927246094,86.32378387451172,86.8692855834961,-0.01600838772382418,-0.022187431358377974
466,466,466,466,2020-12-09,84.31458282470703,86.91474914550781,87.36933135986328,-0.029916284018121297,-0.03496362496553995
467,467,467,467,2020-12-10,83.62364196777344,87.06021118164062,87.09657287597656,-0.039473476657404416,-0.03987448407583727
468,468,468,468,2020-12-11,83.86000061035156,85.80557250976562,87.49659729003906,-0.0226741905275748,-0.041562721206548026
469,469,469,469,2020-12-14,83.25997161865234,84.81462097167969,87.27840423583984,-0.018329968762655358,-0.046041545470160816
470,470,470,470,2020-12-15,84.47821807861328,85.14190673828125,87.04202270507812,-0.007795088048804133,-0.029454791453453533
471,471,471,471,2020-12-16,83.88728332519531,84.94187927246094,86.32378387451172,-0.012415500531638646,-0.028225136109166993
472,472,472,472,2020-12-17,83.8418197631836,84.31458282470703,86.91474914550781,-0.005607132783973179,-0.03535567222520186
473,473,473,473,2020-12-18,83.0235824584961,83.62364196777344,87.06021118164062,-0.007175716043419822,-0.046365942241084035
474,474,474,474,2020-12-21,81.87805938720703,83.86000061035156,85.80557250976562,-0.02363392807917397,-0.04577223841856659
475,475,475,475,2020-12-22,81.34166717529297,83.25997161865234,84.81462097167969,-0.023039936311119558,-0.040947583760898576
476,476,476,476,2020-12-23,80.62342834472656,84.47821807861328,85.14190673828125,-0.04563057580475416,-0.05306996949744258
477,477,477,477,2020-12-24,81.30529022216797,83.88728332519531,84.94187927246094,-0.03077931482198626,-0.04281267475408901
478,478,478,478,2020-12-28,82.25990295410156,83.8418197631836,84.31458282470703,-0.018867873020292913,-0.0243692111348901
479,479,479,479,2020-12-29,82.10533905029297,83.0235824584961,83.62364196777344,-0.01106003115033205,-0.018156383550785637
480,480,480,480,2020-12-30,82.32352447509766,81.87805938720703,83.86000061035156,0.005440591670400785,-0.018321918961019534
481,481,481,481,2020-12-31,83.6690673828125,81.34166717529297,83.25997161865234,0.028612644519615538,0.004913474701071285
482,482,482,482,2021-01-04,82.16898345947266,80.62342834472656,84.47821807861328,0.01917004953123147,-0.0273352666718385
483,483,483,483,2021-01-05,81.90533447265625,81.30529022216797,83.88728332519531,0.007380137858786995,-0.023626332549784523
484,484,484,484,2021-01-06,82.9417724609375,82.25990295410156,83.8418197631836,0.008289208743856635,-0.01073506401445401
