,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CINF,CINF_6m,CINF_12m,CINF_6m_ret,CINF_12m_ret
73,73,73,73,2019-05-21,87.68669891357422,84.1431884765625,84.8943099975586,0.042112861434989934,0.03289253326984953
74,74,74,74,2019-05-22,88.04900360107422,84.60269927978516,84.96499633789062,0.04073515798700433,0.03629738593666332
75,75,75,75,2019-05-23,87.6778564453125,85.2035903930664,83.95759582519531,0.029039457619469466,0.04431118570692516
76,76,76,76,2019-05-24,88.09320068359375,85.84866333007812,84.09017944335938,0.02614528015288542,0.0476039088836846
77,77,77,77,2019-05-28,87.35090637207031,86.36119079589844,84.02831268310547,0.011460189085522376,0.039541359130883524
78,78,78,78,2019-05-29,87.03277587890625,86.67930603027344,85.19474792480469,0.004077903536853,0.021574427988493516
79,79,79,79,2019-05-30,86.94441223144531,87.68669891357422,84.1431884765625,-0.008465214123986153,0.03329115292158291
80,80,80,80,2019-05-31,86.81187438964844,88.04900360107422,84.60269927978516,-0.014050462365603478,0.02611234781714744
81,81,81,81,2019-06-03,87.98714447021484,87.6778564453125,85.2035903930664,0.0035275500273579397,0.03266944578634745
82,82,82,82,2019-06-04,88.14623260498047,88.09320068359375,85.84866333007812,0.0006019978951292693,0.02676301745163423
83,83,83,83,2019-06-05,89.78101348876953,87.35090637207031,86.36119079589844,0.027820056111933278,0.039599068300868234
84,84,84,84,2019-06-06,89.87820434570312,87.03277587890625,86.67930603027344,0.032693757473114315,0.036904982999199865
85,85,85,85,2019-06-07,90.70004272460938,86.94441223144531,87.68669891357422,0.04319576608519249,0.034364890552045724
86,86,86,86,2019-06-10,90.64698791503906,86.81187438964844,88.04900360107422,0.04417729201626286,0.02950611827177041
87,87,87,87,2019-06-11,90.13446807861328,87.98714447021484,87.6778564453125,0.024404969854719516,0.028018609634155922
88,88,88,88,2019-06-12,91.00047302246094,88.14623260498047,88.09320068359375,0.0323807420139155,0.033002233047579876
89,89,89,89,2019-06-13,90.70886993408205,89.78101348876953,87.35090637207031,0.0103346621881093,0.038442229182013454
90,90,90,90,2019-06-14,91.49533081054688,89.87820434570312,87.03277587890625,0.01799242070551066,0.0512744180175253
91,91,91,91,2019-06-17,91.7780990600586,90.70004272460938,86.94441223144531,0.011885951793016325,0.055595140671559795
92,92,92,92,2019-06-18,92.31120300292967,90.64698791503906,86.81187438964844,0.018359298264277957,0.06334765436117551
93,93,93,93,2019-06-19,93.14632415771484,90.13446807861328,87.98714447021484,0.033415142323519165,0.05863560771933529
94,94,94,94,2019-06-20,94.12364196777344,91.00047302246094,88.14623260498047,0.03432035946166612,0.06781242018113476
95,95,95,95,2019-06-21,92.9242172241211,90.70886993408205,89.78101348876953,0.024422609295529085,0.0350096709004597
96,96,96,96,2019-06-24,93.30625915527344,91.49533081054688,89.87820434570312,0.01979257661220246,0.03814111368296591
97,97,97,97,2019-06-25,93.32403564453124,91.7780990600586,90.70004272460938,0.01684428638537172,0.02893044855435223
98,98,98,98,2019-06-26,90.84521484375,92.31120300292967,90.64698791503906,-0.015880934398971536,0.0021868010539602967
99,99,99,99,2019-06-27,91.3694076538086,93.14632415771484,90.13446807861328,-0.019076614348168874,0.013701080191855342
100,100,100,100,2019-06-28,92.10681915283205,94.12364196777344,91.00047302246094,-0.02142737757249047,0.012157586588566804
101,101,101,101,2019-07-01,93.40399169921876,92.9242172241211,90.70886993408205,0.005163072549112968,0.029711777548273588
102,102,102,102,2019-07-02,93.65275573730467,93.30625915527344,91.49533081054688,0.0037135406045443187,0.023579617753664683
103,103,103,103,2019-07-03,95.6073760986328,93.32403564453124,91.7780990600586,0.02446679934415541,0.041723211504613555
104,104,104,104,2019-07-05,95.8028335571289,90.84521484375,92.31120300292967,0.054572150243750395,0.03782455910674698
105,105,105,105,2019-07-08,95.40302276611328,91.3694076538086,93.14632415771484,0.04414623248503191,0.02422745748482158
106,106,106,106,2019-07-09,95.5096435546875,92.10681915283205,94.12364196777344,0.03694432652385027,0.014725328917771785
107,107,107,107,2019-07-10,95.12761688232422,93.40399169921876,92.9242172241211,0.01845344242520075,0.02371179143633584
108,108,108,108,2019-07-11,94.89662170410156,93.65275573730467,93.30625915527344,0.01328168036278532,0.01704454302665326
109,109,109,109,2019-07-12,95.66957092285156,95.6073760986328,93.32403564453124,0.0006505232834190799,0.025133238850218786
110,110,110,110,2019-07-15,95.7939453125,95.8028335571289,90.84521484375,-9.277642736538194e-05,0.05447431080725185
111,111,111,111,2019-07-16,96.54914093017578,95.40302276611328,91.3694076538086,0.012013436585466275,0.05669001703494447
112,112,112,112,2019-07-17,95.10984802246094,95.5096435546875,92.10681915283205,-0.0041859179591393625,0.03260376264482656
113,113,113,113,2019-07-18,95.46522521972656,95.12761688232422,93.40399169921876,0.0035490044685968503,0.022067938243425678
114,114,114,114,2019-07-19,94.83440399169922,94.89662170410156,93.65275573730467,-0.0006556367474950253,0.012617335657576056
115,115,115,115,2019-07-22,94.55899047851562,95.66957092285156,95.6073760986328,-0.011608502407014165,-0.010965530724696526
116,116,116,116,2019-07-23,94.62118530273438,95.7939453125,95.8028335571289,-0.012242527499413791,-0.012334168108815824
117,117,117,117,2019-07-24,95.29642486572266,96.54914093017578,95.40302276611328,-0.012974906378080409,-0.0011173430075895885
118,118,118,118,2019-07-25,95.23420715332033,95.10984802246094,95.5096435546875,0.0013075315905248797,-0.0028838595885813945
119,119,119,119,2019-07-26,95.8028335571289,95.46522521972656,95.12761688232422,0.003536453579041865,0.0070980089371939226
120,120,120,120,2019-07-29,94.40794372558594,94.83440399169922,94.89662170410156,-0.004496894040169286,-0.005149582458682023
121,121,121,121,2019-07-30,94.06144714355467,94.55899047851562,95.66957092285156,-0.005261724268027179,-0.016809145936210856
122,122,122,122,2019-07-31,95.35861206054688,94.62118530273438,95.7939453125,0.007793463540465506,-0.004544475650658075
123,123,123,123,2019-08-01,94.4346160888672,95.29642486572266,96.54914093017578,-0.00904345339365864,-0.021901021810621812
124,124,124,124,2019-08-02,94.39907836914062,95.23420715332033,95.10984802246094,-0.008769210235931357,-0.007473144664813858
125,125,125,125,2019-08-05,92.22232055664062,95.8028335571289,95.46522521972656,-0.037373769308745586,-0.03396948632993779
126,126,126,126,2019-08-06,95.05653381347656,94.40794372558594,94.83440399169922,0.0068700795960123795,0.0023422915358521923
127,127,127,127,2019-08-07,95.38525390625,94.06144714355467,94.55899047851562,0.014073850689060308,0.008738073699317894
128,128,128,128,2019-08-08,97.4998016357422,95.35861206054688,94.62118530273438,0.02245407655299969,0.030422535120415928
129,129,129,129,2019-08-09,97.70415496826172,94.4346160888672,95.29642486572266,0.034622249920704284,0.025265691823504133
130,130,130,130,2019-08-12,96.54025268554688,94.39907836914062,95.23420715332033,0.022682152764599506,0.013714037962471837
131,131,131,131,2019-08-13,98.36161041259766,92.22232055664062,95.8028335571289,0.06657054191329337,0.026708780528322373
132,132,132,132,2019-08-14,95.0121078491211,95.05653381347656,94.40794372558594,-0.000467363605353488,0.006399505165489705
133,133,133,133,2019-08-15,96.46918487548828,95.38525390625,94.06144714355467,0.011363716348688824,0.025597498284913422
134,134,134,134,2019-08-16,97.46424865722656,97.4998016357422,95.35861206054688,-0.0003646466753692845,0.022081242073267004
135,135,135,135,2019-08-19,98.21944427490234,97.70415496826172,94.4346160888672,0.0052739753678645585,0.040078822181830454
136,136,136,136,2019-08-20,97.22437286376952,96.54025268554688,94.39907836914062,0.0070863723596308326,0.0299292593046383
137,137,137,137,2019-08-21,98.15725708007812,98.36161041259766,92.22232055664062,-0.0020775720493222405,0.06435466476678409
138,138,138,138,2019-08-22,98.64591979980467,95.0121078491211,95.05653381347656,0.03824577764819259,0.03776053935830803
139,139,139,139,2019-08-23,96.1582260131836,96.46918487548828,95.38525390625,-0.0032234009513611994,0.008103685583238152
140,140,140,140,2019-08-26,98.02397918701172,97.46424865722656,97.4998016357422,0.005742931767254378,0.005376190950909132
141,141,141,141,2019-08-27,98.07728576660156,98.21944427490234,97.70415496826172,-0.00144735606427282,0.003818985983360168
142,142,142,142,2019-08-28,98.70811462402344,97.22437286376952,96.54025268554688,0.01526100623279869,0.022455523765177787
143,143,143,143,2019-08-29,100.11186981201172,98.15725708007812,98.36161041259766,0.01991307408212295,0.017794131186671835
144,144,144,144,2019-08-30,99.9430694580078,98.64591979980467,95.0121078491211,0.01314955206292967,0.05189824455549452
145,145,145,145,2019-09-03,100.11186981201172,96.1582260131836,96.46918487548828,0.041116022650896866,0.0377600882730067
146,146,146,146,2019-09-04,100.98255920410156,98.02397918701172,97.46424865722656,0.030182206860276617,0.03609847298211477
147,147,147,147,2019-09-05,101.22246551513672,98.07728576660156,98.21944427490234,0.032068380807558805,0.030574610377852807
148,148,148,148,2019-09-06,102.11980438232422,98.70811462402344,97.22437286376952,0.034563417316760825,0.050351896076657354
149,149,149,149,2019-09-09,100.75157165527344,100.11186981201172,98.15725708007812,0.006389870096952022,0.026430186135690814
150,150,150,150,2019-09-10,99.31226348876952,99.9430694580078,98.64591979980467,-0.006311652950616309,0.00675490370323617
151,151,151,151,2019-09-11,99.04573059082033,100.11186981201172,96.1582260131836,-0.01064947866015653,0.03002867978492918
152,152,152,152,2019-09-12,100.60940551757812,100.98255920410156,98.02397918701172,-0.0036952290520706477,0.026375447640560434
153,153,153,153,2019-09-13,100.35175323486328,101.22246551513672,98.07728576660156,-0.008601966725886867,0.023190562937012382
154,154,154,154,2019-09-16,100.20071411132812,102.11980438232422,98.70811462402344,-0.018792537672822518,0.015121345321911672
155,155,155,155,2019-09-17,101.834716796875,100.75157165527344,100.11186981201172,0.01075065255862806,0.017209217928887188
156,156,156,156,2019-09-18,102.28118896484376,99.31226348876952,99.9430694580078,0.029894852576892283,0.02339451369180079
157,157,157,157,2019-09-19,102.05794525146484,99.04573059082033,100.11186981201172,0.030412362478183352,0.0194390080128104
158,158,158,158,2019-09-20,101.62041473388672,100.60940551757812,100.98255920410156,0.01004885389300858,0.006316492024092568
159,159,159,159,2019-09-23,102.0400848388672,100.35175323486328,101.22246551513672,0.01682413659532722,0.008077449206255638
160,160,160,160,2019-09-24,102.10260009765624,100.20071411132812,102.11980438232422,0.01898076279391603,-0.00016847157877009078
161,161,161,161,2019-09-25,102.77225494384766,101.834716796875,100.75157165527344,0.009206468839528581,0.020056096945942237
162,162,162,162,2019-09-26,104.10266876220705,102.28118896484376,99.31226348876952,0.017808551267324058,0.04823578785896099
163,163,163,163,2019-09-27,103.361572265625,102.05794525146484,99.04573059082033,0.012773400551501446,0.04357423231733604
164,164,164,164,2019-09-30,104.17411041259766,101.62041473388672,100.60940551757812,0.025129750605705548,0.03543112969091866
165,165,165,165,2019-10-01,101.96866607666016,102.0400848388672,100.35175323486328,-0.0006999088869812375,0.016112452345627304
166,166,166,166,2019-10-02,100.9150390625,102.10260009765624,100.20071411132812,-0.011631055761757159,0.007128940721702115
167,167,167,167,2019-10-03,101.959716796875,102.77225494384766,101.834716796875,-0.007906201410260105,0.001227479232345896
168,168,168,168,2019-10-04,104.83484649658205,104.10266876220705,102.28118896484376,0.0070332273233786324,0.024967030180065963
169,169,169,169,2019-10-07,103.5580062866211,103.361572265625,102.05794525146484,0.0019004550404020382,0.014698130865364645
170,170,170,170,2019-10-08,101.62934112548828,104.17411041259766,101.62041473388672,-0.024428039529499457,8.784053504351519e-05
171,171,171,171,2019-10-09,102.53119659423828,101.96866607666016,102.0400848388672,0.005516699778687073,0.0048129297045038655
172,172,172,172,2019-10-10,103.78123474121094,100.9150390625,102.10260009765624,0.028402066781501256,0.01644066499725927
173,173,173,173,2019-10-11,103.69193267822266,101.959716796875,102.77225494384766,0.01698921824977795,0.00894869665823217
174,174,174,174,2019-10-14,103.71874237060548,104.83484649658205,104.10266876220705,-0.0106463085822609,-0.003687959167296029
175,175,175,175,2019-10-15,103.64729309082033,103.5580062866211,103.361572265625,0.0008621912240383001,0.0027642848200979397
176,176,176,176,2019-10-16,102.9062042236328,101.62934112548828,104.17411041259766,0.012563921835996972,-0.012171029672757627
177,177,177,177,2019-10-17,102.79013061523438,102.53119659423828,101.96866607666016,0.0025254169423265527,0.008056048688100281
178,178,178,178,2019-10-18,103.32585144042967,103.78123474121094,100.9150390625,-0.004387915618047966,0.023889525291037828
179,179,179,179,2019-10-21,103.6115951538086,103.69193267822266,101.959716796875,-0.0007747712125625306,0.016201284279991457
180,180,180,180,2019-10-22,101.23648071289062,103.71874237060548,104.83484649658205,-0.023932623949925014,-0.03432413843243176
181,181,181,181,2019-10-23,101.75436401367188,103.64729309082033,103.5580062866211,-0.018263179101935534,-0.017416734230641828
182,182,182,182,2019-10-24,102.9240493774414,102.9062042236328,101.62934112548828,0.00017341183598440502,0.012739512404734255
183,183,183,183,2019-10-25,99.69178009033205,102.79013061523438,102.53119659423828,-0.030142490396282584,-0.027693195809886717
184,184,184,184,2019-10-28,98.8703155517578,103.32585144042967,103.78123474121094,-0.04312121145443082,-0.04731991483526876
185,185,185,185,2019-10-29,99.45069122314452,103.6115951538086,103.69193267822266,-0.04015867070174273,-0.04090232813231076
186,186,186,186,2019-10-30,100.70073699951172,101.23648071289062,103.71874237060548,-0.005292002543018981,-0.029097974986139863
187,187,187,187,2019-10-31,101.08467864990234,101.75436401367188,103.64729309082033,-0.00658139206373054,-0.024724374023666118
188,188,188,188,2019-11-01,100.09355926513672,102.9240493774414,102.9062042236328,-0.027500765170293318,-0.027332122292488048
189,189,189,189,2019-11-04,98.37921142578124,99.69178009033205,102.79013061523438,-0.013166267703931811,-0.0429118940023937
190,190,190,190,2019-11-05,98.24528503417967,98.8703155517578,103.32585144042967,-0.006321720671063513,-0.04917033187168163
191,191,191,191,2019-11-06,99.01316833496094,99.45069122314452,103.6115951538086,-0.004399395145498586,-0.04438139198630631
192,192,192,192,2019-11-07,97.35237884521484,100.70073699951172,101.23648071289062,-0.03325058240947243,-0.03836662278582359
193,193,193,193,2019-11-08,97.05772399902344,101.08467864990234,101.75436401367188,-0.03983743832065689,-0.046156644583984496
194,194,194,194,2019-11-11,97.45060729980467,100.09355926513672,102.9240493774414,-0.026404815501976153,-0.05317942804178466
195,195,195,195,2019-11-12,96.94166564941406,98.37921142578124,99.69178009033205,-0.014612292124863036,-0.027586170478910765
196,196,196,196,2019-11-13,96.76309204101562,98.24528503417967,98.8703155517578,-0.015086657773432988,-0.02131300480819298
197,197,197,197,2019-11-14,96.43270111083984,99.01316833496094,99.45069122314452,-0.026061858917506675,-0.030346597647400886
198,198,198,198,2019-11-15,95.62909698486328,97.35237884521484,100.70073699951172,-0.017701486915810194,-0.050363484575818185
199,199,199,199,2019-11-18,96.30769348144533,97.05772399902344,101.08467864990234,-0.007727674693728259,-0.0472572622504116
200,200,200,200,2019-11-19,96.34342193603516,97.45060729980467,100.09355926513672,-0.011361502964915227,-0.03746632007727757
201,201,201,201,2019-11-20,96.37019348144533,96.94166564941406,98.37921142578124,-0.005895010820584079,-0.020421163325257452
202,202,202,202,2019-11-21,94.72727966308594,96.76309204101562,98.24528503417967,-0.02103914142250385,-0.035808388869448704
203,203,203,203,2019-11-22,94.42367553710938,96.43270111083984,99.01316833496094,-0.020833447062955313,-0.04635234762234186
204,204,204,204,2019-11-25,94.59333801269533,95.62909698486328,97.35237884521484,-0.010831002329049544,-0.028340764398846807
205,205,205,205,2019-11-26,95.7898178100586,96.30769348144533,97.05772399902344,-0.005377303231610564,-0.013063423875235292
206,206,206,206,2019-11-27,95.89698028564452,96.34342193603516,97.45060729980467,-0.00463385710637354,-0.01594271249003565
207,207,207,207,2019-11-29,95.58446502685548,96.37019348144533,96.94166564941406,-0.008153231058326438,-0.014000178493598914
208,208,208,208,2019-12-02,94.31654357910156,94.72727966308594,96.76309204101562,-0.0043359852140294475,-0.025283901230409467
209,209,209,209,2019-12-03,93.2093505859375,94.42367553710938,96.43270111083984,-0.012860386383652611,-0.033425907267674915
210,210,210,210,2019-12-04,93.35223388671876,94.59333801269533,95.62909698486328,-0.01312041790733709,-0.023809312959474194
211,211,211,211,2019-12-05,93.48613739013672,95.7898178100586,96.30769348144533,-0.024049324579464515,-0.029297307300295894
212,212,212,212,2019-12-06,94.08438873291016,95.89698028564452,96.34342193603516,-0.01890144556518114,-0.023447716073701774
213,213,213,213,2019-12-09,94.87905883789062,95.58446502685548,96.37019348144533,-0.007379925061741677,-0.015472985885846557
214,214,214,214,2019-12-10,94.38797760009766,94.31654357910156,94.72727966308594,0.0007573859079790246,-0.00358188332014886
215,215,215,215,2019-12-11,94.03975677490234,93.2093505859375,94.42367553710938,0.008909043821727192,-0.004065916307781858
216,216,216,216,2019-12-12,94.80763244628906,93.35223388671876,94.59333801269533,0.015590398847191933,0.0022654283916376805
217,217,217,217,2019-12-13,94.15583038330078,93.48613739013672,95.7898178100586,0.00716355399698787,-0.017058049217692828
218,218,218,218,2019-12-16,94.37904357910156,94.08438873291016,95.89698028564452,0.0031318144291492267,-0.015828826955984865
219,219,219,219,2019-12-17,94.27191925048828,94.87905883789062,95.58446502685548,-0.006399089481269993,-0.013731789742176481
220,220,220,220,2019-12-18,93.18572998046876,94.38797760009766,94.31654357910156,-0.012737296106953067,-0.011989557247551241
221,221,221,221,2019-12-19,92.7189483642578,94.03975677490234,93.2093505859375,-0.014045212960366205,-0.005261298556388461
222,222,222,222,2019-12-20,93.47298431396484,94.80763244628906,93.35223388671876,-0.01407743340790979,0.0012934926377081712
223,223,223,223,2019-12-23,92.44965362548828,94.15583038330078,93.48613739013672,-0.01812077649219168,-0.011087031656073054
224,224,224,224,2019-12-24,92.70098876953124,94.37904357910156,94.08438873291016,-0.01777995141648059,-0.014703820495727049
225,225,225,225,2019-12-26,92.95233917236328,94.27191925048828,94.87905883789062,-0.013997594284876791,-0.020307111907795328
226,226,226,226,2019-12-27,93.26652526855467,93.18572998046876,94.38797760009766,0.0008670349859667414,-0.011881304802337733
227,227,227,227,2019-12-30,93.75128173828124,92.7189483642578,94.03975677490234,0.011134006502832472,-0.0030675859499681435
228,228,228,228,2019-12-31,94.38860321044922,93.47298431396484,94.80763244628906,0.00979554577404862,-0.004419783777189434
229,229,229,229,2020-01-02,95.11568450927734,92.44965362548828,94.15583038330078,0.028837651405262177,0.010194314277396144
230,230,230,230,2020-01-03,95.60043334960938,92.70098876953124,94.37904357910156,0.031277385695276605,0.012941323880699462
231,231,231,231,2020-01-06,94.86434936523438,92.95233917236328,94.27191925048828,0.020569791033721252,0.006284269159429812
232,232,232,232,2020-01-07,93.07801818847656,93.26652526855467,93.18572998046876,-0.0020211654667665613,-0.001155882901971994
233,233,233,233,2020-01-08,92.54839324951172,93.75128173828124,92.7189483642578,-0.012830635128035173,-0.00183948500015374
234,234,234,234,2020-01-09,94.20008087158205,94.38860321044922,93.47298431396484,-0.0019972998058551683,0.00777868132652082
235,235,235,235,2020-01-10,93.9846649169922,95.11568450927734,92.44965362548828,-0.01189098935806765,0.016603753841222924
236,236,236,236,2020-01-13,94.334716796875,95.60043334960938,92.70098876953124,-0.01323965288008333,0.017623631085591285
237,237,237,237,2020-01-14,94.1282730102539,94.86434936523438,92.95233917236328,-0.007759251604061768,0.012650933245585971
238,238,238,238,2020-01-15,94.61299896240234,93.07801818847656,93.26652526855467,0.016491334944600533,0.014436837761143018
239,239,239,239,2020-01-16,94.72970581054688,92.54839324951172,93.75128173828124,0.023569426593439635,0.01043638075260711
240,240,240,240,2020-01-17,96.32752990722656,94.20008087158205,94.38860321044922,0.02258436527825025,0.020541957724009352
241,241,241,241,2020-01-21,95.44782257080078,93.9846649169922,95.11568450927734,0.015568046713799966,0.0034919378779325605
242,242,242,242,2020-01-22,96.17491912841795,94.334716796875,95.60043334960938,0.019507159124729778,0.006009238229158331
243,243,243,243,2020-01-23,95.13365936279295,94.1282730102539,94.86434936523438,0.010681024100267056,0.002838895742822478
