,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,HPQ,HPQ_6m,HPQ_12m,HPQ_6m_ret,HPQ_12m_ret
244,244,244,244,2020-01-24,19.30247688293457,18.810697555541992,18.14327621459961,0.026143598659247536,0.0638914744296386
245,245,245,245,2020-01-27,18.951202392578125,19.03024101257324,18.380386352539062,-0.004153316815214914,0.031055714993728056
246,246,246,246,2020-01-28,19.003890991210938,19.29369163513184,18.652618408203125,-0.015020486975815706,0.01883234703677461
247,247,247,247,2020-01-29,18.819475173950195,19.28491401672364,18.77556610107422,-0.024134867408266425,0.0023386284407937996
248,248,248,248,2020-01-30,18.90729331970215,19.258569717407227,18.8458194732666,-0.018240004468637716,0.003261935439992314
249,249,249,249,2020-01-31,18.72287368774414,19.407859802246094,18.79313087463379,-0.035294263328441766,-0.003738450360311063
250,250,250,250,2020-02-03,18.70531272888184,19.30247688293457,18.810697555541992,-0.030937177527754822,-0.005602388021442861
251,251,251,251,2020-02-04,18.92486000061035,18.951202392578125,19.03024101257324,-0.0013900116426432962,-0.005537555299129582
252,252,252,252,2020-02-05,19.126842498779297,19.003890991210938,19.29369163513184,0.006469807031898034,-0.008647859596176422
253,253,253,253,2020-02-06,19.179533004760746,18.819475173950195,19.28491401672364,0.019132192980011453,-0.005464427369056946
254,254,254,254,2020-02-07,19.08292961120605,18.90729331970215,19.258569717407227,0.009289340813308344,-0.009120101273274672
255,255,255,255,2020-02-10,19.23221778869629,18.72287368774414,19.407859802246094,0.027204376285760112,-0.009050045462997258
256,256,256,256,2020-02-11,19.52202415466309,18.70531272888184,19.30247688293457,0.04366200328317471,0.01137404660863095
257,257,257,257,2020-02-12,19.741567611694336,18.92486000061035,18.951202392578125,0.04315527887961368,0.04170528089688608
258,258,258,258,2020-02-13,19.51323699951172,19.126842498779297,19.003890991210938,0.020201687798552248,0.02680219585222554
259,259,259,259,2020-02-14,19.64497184753418,19.179533004760746,18.819475173950195,0.02426747526427797,0.04386395826418332
260,260,260,260,2020-02-18,19.53080368041992,19.08292961120605,18.90729331970215,0.023469880062381154,0.032977240590436496
261,261,261,261,2020-02-19,19.697660446166992,19.23221778869629,18.72287368774414,0.02420119523315023,0.05206394994059815
262,262,262,262,2020-02-20,19.88207626342773,19.52202415466309,18.70531272888184,0.01844337994421741,0.0629106581430694
263,263,263,263,2020-02-21,19.93476676940918,19.741567611694336,18.92486000061035,0.0097864142055466,0.053364028519431894
264,264,264,264,2020-02-24,19.407859802246094,19.51323699951172,19.126842498779297,-0.005400293004603096,0.014692299760649563
265,265,265,265,2020-02-25,20.50558853149414,19.64497184753418,19.179533004760746,0.043808496679927034,0.06913909355375036
266,266,266,266,2020-02-26,19.94355201721192,19.53080368041992,19.08292961120605,0.021133197770340173,0.045099071449725914
267,267,267,267,2020-02-27,19.214658737182617,19.697660446166992,19.23221778869629,-0.02452076531141356,-0.0009130019068311901
268,268,268,268,2020-02-28,18.257436752319336,19.88207626342773,19.52202415466309,-0.08171377524071033,-0.06477747349993368
269,269,269,269,2020-03-02,19.19709587097168,19.93476676940918,19.741567611694336,-0.03700424022865867,-0.0275799648453513
270,270,270,270,2020-03-03,18.222309112548828,19.407859802246094,19.51323699951172,-0.061086111594853,-0.06615652169833197
271,271,271,271,2020-03-04,18.968765258789062,20.50558853149414,19.64497184753418,-0.07494655763450542,-0.034421356975881556
272,272,272,272,2020-03-05,18.91607666015625,19.94355201721192,19.53080368041992,-0.051519175529460726,-0.03147474268454942
273,273,273,273,2020-03-06,18.80190658569336,19.214658737182617,19.697660446166992,-0.021481107582230097,-0.045475139695990596
274,274,274,274,2020-03-09,16.650358200073242,18.257436752319336,19.88207626342773,-0.08802322987874722,-0.16254429469718423
275,275,275,275,2020-03-10,17.542091369628906,19.19709587097168,19.93476676940918,-0.0862111911336203,-0.12002525173517176
276,276,276,276,2020-03-11,17.160934448242188,18.222309112548828,19.407859802246094,-0.0582458928641334,-0.11577398934754601
277,277,277,277,2020-03-12,15.521072387695312,18.968765258789062,20.50558853149414,-0.1817563148711686,-0.24308086237774673
278,278,278,278,2020-03-13,15.228557586669922,18.91607666015625,19.94355201721192,-0.19494100916039891,-0.2364169846210349
279,279,279,279,2020-03-16,12.817516326904297,18.80190658569336,19.214658737182617,-0.31828635205233236,-0.3329303162641707
280,280,280,280,2020-03-17,12.764333724975586,16.650358200073242,18.257436752319336,-0.233389842332675,-0.30086934446840863
281,281,281,281,2020-03-18,11.620859146118164,17.542091369628906,19.19709587097168,-0.3375442584777737,-0.3946553570277105
282,282,282,282,2020-03-19,12.764333724975586,17.160934448242188,18.222309112548828,-0.2561982120802839,-0.2995216113316065
283,283,283,283,2020-03-20,12.36544418334961,15.521072387695312,18.968765258789062,-0.203312511244223,-0.3481154933044387
284,284,284,284,2020-03-23,12.143842697143556,15.228557586669922,18.91607666015625,-0.20256119937626416,-0.3580147239135133
285,285,285,285,2020-03-24,13.712794303894045,12.817516326904297,18.80190658569336,0.06984800753563603,-0.27067001203333774
286,286,286,286,2020-03-25,13.633014678955078,12.764333724975586,16.650358200073242,0.0680553307909657,-0.18121793446491086
287,287,287,287,2020-03-26,15.902229309082031,11.620859146118164,17.542091369628906,0.3684211390165604,-0.0934815596380949
288,288,288,288,2020-03-27,14.944906234741213,12.764333724975586,17.160934448242188,0.1708332418086944,-0.1291321413868558
289,289,289,289,2020-03-30,15.813586235046388,12.36544418334961,15.521072387695312,0.27885306832242973,0.01884623948941644
290,290,290,290,2020-03-31,15.388110160827637,12.143842697143556,15.228557586669922,0.267153284556888,0.010477195443472365
291,291,291,291,2020-04-01,13.154354095458984,13.712794303894045,12.817516326904297,-0.04072402721569879,0.026279488160093623
292,292,292,292,2020-04-02,13.730521202087402,13.633014678955078,12.764333724975586,0.00715223488190353,0.07569431338365162
293,293,293,293,2020-04-03,12.835243225097656,15.902229309082031,11.620859146118164,-0.1928651652779757,0.1045003698702558
294,294,294,294,2020-04-06,13.29617977142334,14.944906234741213,12.764333724975586,-0.11032029491661932,0.04166657327417789
295,295,295,295,2020-04-07,13.402548789978027,15.813586235046388,12.36544418334961,-0.15246620274691214,0.08387119712407154
296,296,296,296,2020-04-08,13.93439483642578,15.388110160827637,12.143842697143556,-0.09447003622982064,0.1474452678560627
297,297,297,297,2020-04-09,14.155999183654783,13.154354095458984,13.712794303894045,0.07614551660439006,0.03232053729814077
298,298,298,298,2020-04-13,13.774840354919434,13.730521202087402,13.633014678955078,0.0032277837220988648,0.01040310447133086
299,299,299,299,2020-04-14,14.111676216125488,12.835243225097656,15.902229309082031,0.09944751093862658,-0.11259761497301057
300,300,300,300,2020-04-15,13.29617977142334,13.29617977142334,14.944906234741213,0.0,-0.11032029491661932
301,301,301,301,2020-04-16,13.508917808532717,13.402548789978027,15.813586235046388,0.007936476876266196,-0.145739770363159
302,302,302,302,2020-04-17,13.75711154937744,13.93439483642578,15.388110160827637,-0.012722711616072857,-0.10599083281858146
303,303,303,303,2020-04-20,13.61528778076172,14.155999183654783,13.154354095458984,-0.03819662574701155,0.03504038905732787
304,304,304,304,2020-04-21,12.782058715820312,13.774840354919434,13.730521202087402,-0.07207209764464295,-0.06907694706613898
305,305,305,305,2020-04-22,13.110033988952637,14.111676216125488,12.835243225097656,-0.0709796775260666,0.021409081155366216
306,306,306,306,2020-04-23,12.959341049194336,13.29617977142334,13.29617977142334,-0.025333496389162158,-0.025333496389162158
307,307,307,307,2020-04-24,13.29617977142334,13.508917808532717,13.402548789978027,-0.015747970350001195,-0.007936476876265974
308,308,308,308,2020-04-27,13.322771072387695,13.75711154937744,13.93439483642578,-0.03157206913899013,-0.043893098424284904
309,309,309,309,2020-04-28,13.75711154937744,13.61528778076172,14.155999183654783,0.010416509066823787,-0.028177992178603617
310,310,310,310,2020-04-29,14.430787086486816,12.782058715820312,13.774840354919434,0.1289877012242071,0.04761918938197529
311,311,311,311,2020-04-30,13.748249053955078,13.110033988952637,14.111676216125488,0.04868141955545213,-0.02575364943217162
312,312,312,312,2020-05-01,13.039119720458984,12.959341049194336,13.29617977142334,0.0061560746770845665,-0.019333376607680863
313,313,313,313,2020-05-04,13.207536697387695,13.29617977142334,13.508917808532717,-0.006666807726694479,-0.022309789386286583
314,314,314,314,2020-05-05,13.127758979797363,13.322771072387695,13.75711154937744,-0.014637502328213592,-0.04574743523167524
315,315,315,315,2020-05-06,12.994799613952637,13.75711154937744,13.61528778076172,-0.05541220863759733,-0.045572901344459904
316,316,316,316,2020-05-07,13.251856803894045,14.430787086486816,12.782058715820312,-0.08169549419080113,0.036754493037359115
317,317,317,317,2020-05-08,13.881210327148438,13.748249053955078,13.110033988952637,0.009671142315763381,0.058823366807869704
318,318,318,318,2020-05-11,13.668471336364746,13.039119720458984,12.959341049194336,0.04826641900666662,0.05471962536355157
319,319,319,319,2020-05-12,13.180944442749023,13.207536697387695,13.29617977142334,-0.00201341516196063,-0.008666799836896333
320,320,320,320,2020-05-13,12.46295166015625,13.127758979797363,13.322771072387695,-0.0506413410441342,-0.06453758062491044
321,321,321,321,2020-05-14,12.861836433410645,12.994799613952637,13.75711154937744,-0.010232030080650767,-0.06507725933263286
322,322,322,322,2020-05-15,13.17208194732666,13.251856803894045,14.430787086486816,-0.006019900286271085,-0.08722359574820593
323,323,323,323,2020-05-18,14.28896141052246,13.881210327148438,13.748249053955078,0.02937431778384303,0.03932954330732241
324,324,324,324,2020-05-19,14.829670906066896,13.668471336364746,13.039119720458984,0.08495460400262878,0.13732147752263169
325,325,325,325,2020-05-20,15.334925651550291,13.180944442749023,13.207536697387695,0.1634163028421074,0.16107386281829306
326,326,326,326,2020-05-21,15.228557586669922,12.46295166015625,13.127758979797363,0.22190617455054773,0.16002720724120012
327,327,327,327,2020-05-22,15.06900119781494,12.861836433410645,12.994799613952637,0.17160572487695758,0.1596178198573539
328,328,328,328,2020-05-26,15.122187614440918,13.17208194732666,13.251856803894045,0.14804840077008796,0.141137263873639
329,329,329,329,2020-05-27,15.175374031066896,14.28896141052246,13.881210327148438,0.062034783010308736,0.09323133022394847
330,330,330,330,2020-05-28,13.305044174194336,14.829670906066896,13.668471336364746,-0.10280920874979282,-0.026588720364326246
331,331,331,331,2020-05-29,13.420278549194336,15.334925651550291,13.180944442749023,-0.12485532345325667,0.018157584039964147
332,332,332,332,2020-06-01,13.411413192749023,15.228557586669922,12.46295166015625,-0.11932478723470874,0.07610248025152666
333,333,333,333,2020-06-02,13.99644374847412,15.06900119781494,12.861836433410645,-0.07117641277355169,0.08821503219525906
334,334,334,334,2020-06-03,14.944906234741213,15.122187614440918,13.17208194732666,-0.011723262812214474,0.13458952764671772
335,335,335,335,2020-06-04,14.599203109741213,15.175374031066896,14.28896141052246,-0.037967493924443096,0.021711983838817783
336,336,336,336,2020-06-05,15.43243408203125,13.305044174194336,14.829670906066896,0.15989348701021755,0.04064575537665904
337,337,337,337,2020-06-08,16.10610580444336,13.420278549194336,15.334925651550291,0.20013200511477192,0.05028913542956137
338,338,338,338,2020-06-09,15.663932800292969,13.411413192749023,15.228557586669922,0.16795542536574648,0.028589392734355012
339,339,339,339,2020-06-10,15.117934226989746,13.99644374847412,15.06900119781494,0.08012681640205144,0.0032472642700367427
340,340,340,340,2020-06-11,14.016983032226562,14.944906234741213,15.122187614440918,-0.06208959681242976,-0.07308496696330768
341,341,341,341,2020-06-12,14.571934700012209,14.599203109741213,15.175374031066896,-0.0018678012439465874,-0.03976437943600808
342,342,342,342,2020-06-15,15.100035667419434,15.43243408203125,13.305044174194336,-0.021538949257450257,0.13491060004945754
343,343,343,343,2020-06-16,15.440162658691406,16.10610580444336,13.420278549194336,-0.041347247673502285,0.15050984985839433
344,344,344,344,2020-06-17,15.055278778076172,15.663932800292969,13.411413192749023,-0.03885703737221169,0.12257213775323206
345,345,345,345,2020-06-18,15.14478588104248,15.117934226989746,13.99644374847412,0.0017761457120772928,0.08204527901550374
346,346,346,346,2020-06-19,15.019474029541016,14.016983032226562,14.944906234741213,0.07151974108905024,0.004989512388271944
347,347,347,347,2020-06-22,15.153738021850586,14.571934700012209,14.599203109741213,0.03992629213730203,0.03798391651523536
348,348,348,348,2020-06-23,15.225342750549316,15.100035667419434,15.43243408203125,0.008298462724843247,-0.013419226700152276
349,349,349,349,2020-06-24,14.500328063964844,15.440162658691406,16.10610580444336,-0.060869474985583816,-0.09969993740110117
350,350,350,350,2020-06-25,14.65248966217041,15.055278778076172,15.663932800292969,-0.026754012452583242,-0.06457146816306825
351,351,351,351,2020-06-26,14.86731243133545,15.14478588104248,15.117934226989746,-0.018321384791207818,-0.01657778052816683
352,352,352,352,2020-06-29,15.332752227783203,15.019474029541016,14.016983032226562,0.020858133755284447,0.09386964317011337
353,353,353,353,2020-06-30,15.601280212402344,15.153738021850586,14.571934700012209,0.029533451740186845,0.07063890509949045
354,354,354,354,2020-07-01,15.216392517089844,15.225342750549316,15.100035667419434,-0.0005878510327230746,0.007705733432237238
355,355,355,355,2020-07-02,15.279047966003418,14.500328063964844,15.440162658691406,0.05370360578074029,-0.010434779493549873
356,356,356,356,2020-07-06,15.628124237060549,14.65248966217041,15.055278778076172,0.0665849010908377,0.03804947536531622
357,357,357,357,2020-07-07,14.885210990905762,14.86731243133545,15.14478588104248,0.0012038866912211788,-0.017139554971301485
358,358,358,358,2020-07-08,14.992623329162598,15.332752227783203,15.019474029541016,-0.02218316017683286,-0.0017877257436317295
359,359,359,359,2020-07-09,14.688295364379885,15.601280212402344,15.153738021850586,-0.05851986731811121,-0.03071470925520603
360,360,360,360,2020-07-10,15.207443237304688,15.216392517089844,15.225342750549316,-0.0005881341306821497,-0.0011756394281490223
361,361,361,361,2020-07-13,15.288000106811523,15.279047966003418,14.500328063964844,0.0005859095951543658,0.05432098083381609
362,362,362,362,2020-07-14,15.92350959777832,15.628124237060549,14.65248966217041,0.018900883832065674,0.08674429840339082
363,363,363,363,2020-07-15,15.92350959777832,14.885210990905762,14.86731243133545,0.06975370436515238,0.0710415666127222
364,364,364,364,2020-07-16,15.959305763244627,14.992623329162598,15.332752227783203,0.06447720407953605,0.040863735756852426
365,365,365,365,2020-07-17,15.70868968963623,14.688295364379885,15.601280212402344,0.06946989422141336,0.00688465791086168
366,366,366,366,2020-07-20,15.798197746276855,15.207443237304688,15.216392517089844,0.03884640565502928,0.0382354246273271
367,367,367,367,2020-07-21,15.646032333374023,15.288000106811523,15.279047966003418,0.02341916693230406,0.02401879804207452
368,368,368,368,2020-07-22,15.869802474975586,15.92350959777832,15.628124237060549,-0.003372819444918629,0.015464315118632221
369,369,369,369,2020-07-23,15.807146072387695,15.92350959777832,14.885210990905762,-0.007307655682065262,0.061936312629038204
370,370,370,370,2020-07-24,15.663932800292969,15.959305763244627,14.992623329162598,-0.018507882945129284,0.04477598458867349
371,371,371,371,2020-07-27,15.941410064697266,15.70868968963623,14.688295364379885,0.014814754104829797,0.08531382772682172
372,372,372,372,2020-07-28,14.947867393493652,15.798197746276855,15.207443237304688,-0.053824516342922735,-0.017068999683936492
373,373,373,373,2020-07-29,15.288000106811523,15.646032333374023,15.288000106811523,-0.022883260045346687,0.0
374,374,374,374,2020-07-30,15.4312105178833,15.869802474975586,15.92350959777832,-0.02763688822112831,-0.0309164934320576
375,375,375,375,2020-07-31,15.735538482666016,15.807146072387695,15.92350959777832,-0.004530077054628157,-0.011804628493364944
376,376,376,376,2020-08-03,15.905606269836426,15.663932800292969,15.959305763244627,0.015428658474514023,-0.003364776275662007
377,377,377,377,2020-08-04,16.013015747070312,15.941410064697266,15.70868968963623,0.004491803553289264,0.019373102623248206
378,378,378,378,2020-08-05,16.084623336791992,14.947867393493652,15.798197746276855,0.07604803503897384,0.01813026999124867
379,379,379,379,2020-08-06,16.353147506713867,15.288000106811523,15.646032333374023,0.06967212143253265,0.04519453611453428
380,380,380,380,2020-08-07,16.532161712646484,15.4312105178833,15.869802474975586,0.07134574397046078,0.041737081398167675
381,381,381,381,2020-08-10,16.98865509033203,15.735538482666016,15.807146072387695,0.07963608039511483,0.07474524575996822
382,382,382,382,2020-08-11,16.62166976928711,15.905606269836426,15.663932800292969,0.04501956651653294,0.061142816507500974
383,383,383,383,2020-08-12,16.82754135131836,16.013015747070312,15.941410064697266,0.0508664711952882,0.05558675694463555
384,384,384,384,2020-08-13,16.451602935791016,16.084623336791992,14.947867393493652,0.022815554415849704,0.10059866753647362
385,385,385,385,2020-08-14,16.2725887298584,16.353147506713867,15.288000106811523,-0.004926193983292526,0.06440270906383594
386,386,386,386,2020-08-17,16.066720962524414,16.532161712646484,15.4312105178833,-0.028153653358352182,0.04118344726777057
387,387,387,387,2020-08-18,16.326292037963867,16.98865509033203,15.735538482666016,-0.03898855140952884,0.03754263357104781
388,388,388,388,2020-08-19,16.236785888671875,16.62166976928711,15.905606269836426,-0.023155548507311163,0.020821565252970187
389,389,389,389,2020-08-20,16.245738983154297,16.82754135131836,16.013015747070312,-0.03457441322041266,0.014533379580705219
390,390,390,390,2020-08-21,16.31734275817871,16.451602935791016,16.084623336791992,-0.008160917701230064,0.01446844085272403
391,391,391,391,2020-08-24,16.693281173706055,16.2725887298584,16.353147506713867,0.02585282838714731,0.020799278356202988
392,392,392,392,2020-08-25,16.505311965942383,16.066720962524414,16.532161712646484,0.027298102981994976,-0.0016240917050528436
393,393,393,393,2020-08-26,16.406850814819336,16.326292037963867,16.98865509033203,0.004934297185677172,-0.034246635323345376
394,394,394,394,2020-08-27,16.738035202026367,16.236785888671875,16.62166976928711,0.030871215324961954,0.007000826893714063
395,395,395,395,2020-08-28,17.767375946044922,16.245738983154297,16.82754135131836,0.09366375789174364,0.055850975202205166
396,396,396,396,2020-08-31,17.498851776123047,16.31734275817871,16.451602935791016,0.07240817548875289,0.06365634062646297
397,397,397,397,2020-09-01,17.23928451538086,16.693281173706055,16.2725887298584,0.03270797011044335,0.059406392035747935
398,398,398,398,2020-09-02,17.758426666259766,16.505311965942383,16.066720962524414,0.07592190337893046,0.1052925302979526
399,399,399,399,2020-09-03,17.275075912475586,16.406850814819336,16.326292037963867,0.05291844897328102,0.058113861512797405
400,400,400,400,2020-09-04,17.212427139282227,16.738035202026367,16.236785888671875,0.028342151962879703,0.060088323963860324
401,401,401,401,2020-09-08,17.57015037536621,17.767375946044922,16.245738983154297,-0.011100433247860364,0.08152361635166216
402,402,402,402,2020-09-09,17.795988082885742,17.498851776123047,16.31734275817871,0.016980331656282432,0.09061802197946056
403,403,403,403,2020-09-10,17.172677993774414,17.23928451538086,16.693281173706055,-0.003863647679056448,0.028717950358583044
404,404,404,404,2020-09-11,17.425617218017578,17.758426666259766,16.505311965942383,-0.01874093096741003,0.055758125261381464
405,405,405,405,2020-09-14,17.461750030517578,17.275075912475586,16.406850814819336,0.010805979608296878,0.0642962642620859
406,406,406,406,2020-09-15,17.398521423339844,17.212427139282227,16.738035202026367,0.01081162363400301,0.039460200276882906
407,407,407,407,2020-09-16,17.534015655517578,17.57015037536621,17.767375946044922,-0.00205659707382444,-0.01313420120314901
408,408,408,408,2020-09-17,17.290115356445312,17.795988082885742,17.498851776123047,-0.02842622303882769,-0.011928578077480045
409,409,409,409,2020-09-18,17.118478775024414,17.172677993774414,17.23928451538086,-0.003156130847480454,-0.007007584348913243
410,410,410,410,2020-09-21,16.567434310913086,17.425617218017578,17.758426666259766,-0.04924835065337918,-0.0670663216809354
411,411,411,411,2020-09-22,16.65777015686035,17.461750030517578,17.275075912475586,-0.0460423423913483,-0.03573389539605054
412,412,412,412,2020-09-23,16.549365997314453,17.398521423339844,17.212427139282227,-0.048806183316604246,-0.03852223376763264
413,413,413,413,2020-09-24,16.39579963684082,17.534015655517578,17.57015037536621,-0.06491473721928531,-0.06683783083449646
414,414,414,414,2020-09-25,16.53129768371582,17.290115356445312,17.795988082885742,-0.043887369001654686,-0.07106603990065408
415,415,415,415,2020-09-28,17.03717613220215,17.118478775024414,17.172677993774414,-0.004749408162417201,-0.007890549256288959
416,416,416,416,2020-09-29,17.091373443603516,16.567434310913086,17.425617218017578,0.03162463920833569,-0.019181172766062127
417,417,417,417,2020-09-30,17.15460968017578,16.65777015686035,17.461750030517578,0.029826292393091425,-0.017589322364883975
418,418,418,418,2020-10-01,17.163646697998047,16.549365997314453,17.398521423339844,0.03711808058286192,-0.013499694579029886
419,419,419,419,2020-10-02,17.244945526123047,16.39579963684082,17.534015655517578,0.051790452926383956,-0.016486247935085352
420,420,420,420,2020-10-05,17.443681716918945,16.53129768371582,17.290115356445312,0.055191313510848605,0.008881742967457251
421,421,421,421,2020-10-06,17.127506256103516,17.03717613220215,17.118478775024414,0.00530194224679259,0.000527352996591679
422,422,422,422,2020-10-07,17.371416091918945,17.091373443603516,16.567434310913086,0.016385028929330137,0.04852783876597422
423,423,423,423,2020-10-08,17.52498435974121,17.15460968017578,16.65777015686035,0.02159038803391966,0.05206064165339108
424,424,424,424,2020-10-09,17.497882843017578,17.163646697998047,16.549365997314453,0.01947349248679875,0.057314391733015446
425,425,425,425,2020-10-12,17.913427352905273,17.244945526123047,16.39579963684082,0.03876392800253248,0.09256198231737311
426,426,426,426,2020-10-13,17.777921676635742,17.443681716918945,16.53129768371582,0.01916109025267354,0.07540992950286718
427,427,427,427,2020-10-14,17.61531639099121,17.127506256103516,17.03717613220215,0.02848109512228958,0.03393404249054588
428,428,428,428,2020-10-15,17.669519424438477,17.371416091918945,17.091373443603516,0.017160566009250422,0.033826771309085846
429,429,429,429,2020-10-16,17.705652236938477,17.52498435974121,17.15460968017578,0.010309160538385376,0.032122127348632734
430,430,430,430,2020-10-19,17.48885154724121,17.497882843017578,17.163646697998047,-0.0005161364867619644,0.018947305020039495
431,431,431,431,2020-10-20,17.497882843017578,17.913427352905273,17.244945526123047,-0.023197376007461856,0.01466733058166958
432,432,432,432,2020-10-21,17.362380981445312,17.777921676635742,17.443681716918945,-0.02337397490824511,-0.004660755498351987
433,433,433,433,2020-10-22,17.479814529418945,17.61531639099121,17.127506256103516,-0.007692275208951882,0.020569735491404728
434,434,434,434,2020-10-23,17.272048950195312,17.669519424438477,17.371416091918945,-0.022494696357922894,-0.005720152070380569
435,435,435,435,2020-10-26,16.486135482788086,17.705652236938477,17.52498435974121,-0.06887725669920086,-0.05927816285757104
436,436,436,436,2020-10-27,16.242225646972656,17.48885154724121,17.497882843017578,-0.07128117571935155,-0.07176052139050548
437,437,437,437,2020-10-28,15.67311954498291,17.497882843017578,17.913427352905273,-0.104284804876427,-0.12506304705330562
438,438,438,438,2020-10-29,16.06155776977539,17.362380981445312,17.777921676635742,-0.07492193686223536,-0.09654468829818541
439,439,439,439,2020-10-30,16.224163055419922,17.479814529418945,17.61531639099121,-0.07183437054699482,-0.07897407600823736
440,440,440,440,2020-11-02,16.63067054748535,17.272048950195312,17.669519424438477,-0.037133892137487745,-0.05879327286718994
441,441,441,441,2020-11-03,16.820371627807617,16.486135482788086,17.705652236938477,0.0202737715802761,-0.049999886888320355
442,442,442,442,2020-11-04,16.513233184814453,16.242225646972656,17.48885154724121,0.01668536958740674,-0.05578515889344704
443,443,443,443,2020-11-05,17.281078338623047,15.67311954498291,17.497882843017578,0.10259341090490537,-0.01239032780934668
444,444,444,444,2020-11-06,17.389480590820312,16.06155776977539,17.362380981445312,0.08267708774449045,0.0015608233343089584
445,445,445,445,2020-11-09,17.823091506958008,16.224163055419922,17.479814529418945,0.09855229179319291,0.019638479399270548
446,446,446,446,2020-11-10,17.949560165405273,16.63067054748535,17.272048950195312,0.07930465666757769,0.03922587396339572
447,447,447,447,2020-11-11,17.48885154724121,16.820371627807617,16.486135482788086,0.03974228002955993,0.06082177751723461
448,448,448,448,2020-11-12,17.100412368774414,16.513233184814453,16.242225646972656,0.03555809921584174,0.05283676883049049
449,449,449,449,2020-11-13,17.71468734741211,17.281078338623047,15.67311954498291,0.02509154812520875,0.13025918653716406
450,450,450,450,2020-11-16,18.33799743652344,17.389480590820312,16.06155776977539,0.054545438591411255,0.14173218434838564
451,451,451,451,2020-11-17,18.518667221069336,17.823091506958008,16.224163055419922,0.039026658974386175,0.14142511745053632
452,452,452,452,2020-11-18,18.47350311279297,17.949560165405273,16.63067054748535,0.02918973738406727,0.11080927615310521
453,453,453,453,2020-11-19,18.518667221069336,17.48885154724121,16.820371627807617,0.058884122324806,0.1009665916330933
454,454,454,454,2020-11-20,18.47350311279297,17.100412368774414,16.513233184814453,0.08029576798544569,0.11870903208592587
455,455,455,455,2020-11-23,19.141977310180664,17.71468734741211,17.281078338623047,0.0805709937057999,0.10768419279707353
456,456,456,456,2020-11-24,19.647857666015625,18.33799743652344,17.389480590820312,0.0714287497326922,0.12987030080630935
457,457,457,457,2020-11-25,20.09953117370605,18.518667221069336,17.823091506958008,0.08536596795897444,0.12772417545291392
458,458,458,458,2020-11-27,20.117599487304688,18.47350311279297,17.949560165405273,0.08899754228926815,0.12078509456058661
459,459,459,459,2020-11-30,19.810461044311523,18.518667221069336,17.48885154724121,0.06975630631628116,0.13274796751514173
460,460,460,460,2020-12-01,20.21696662902832,18.47350311279297,17.100412368774414,0.09437644314618354,0.18225024011378688
461,461,461,461,2020-12-02,20.61444091796875,19.141977310180664,17.71468734741211,0.07692327620746653,0.1636920547164078
462,462,462,462,2020-12-03,20.993846893310547,19.647857666015625,18.33799743652344,0.06850564830907979,0.14482767085011705
463,463,463,463,2020-12-04,21.48165702819824,20.09953117370605,18.518667221069336,0.06876408422402736,0.16000016479359846
464,464,464,464,2020-12-07,21.39132308959961,20.117599487304688,18.47350311279297,0.06331389602913173,0.15794621945775078
465,465,465,465,2020-12-08,21.422286987304688,19.810461044311523,18.518667221069336,0.08136236402514174,0.1567942083289775
466,466,466,466,2020-12-09,21.12171936035156,20.21696662902832,18.47350311279297,0.04475215040540048,0.14335214232998883
467,467,467,467,2020-12-10,21.103504180908203,20.61444091796875,19.141977310180664,0.02372430399085701,0.10247253138704226
468,468,468,468,2020-12-11,21.04886054992676,20.993846893310547,19.647857666015625,0.002620465743881528,0.07130563075761764
469,469,469,469,2020-12-14,21.13994026184082,21.48165702819824,20.09953117370605,-0.01590737464567371,0.05176285352843557
470,470,470,470,2020-12-15,21.59534454345703,21.39132308959961,20.117599487304688,0.009537579933829088,0.07345533730726084
471,471,471,471,2020-12-16,21.84126091003418,21.422286987304688,19.810461044311523,0.019557852202138237,0.10251148931770016
472,472,472,472,2020-12-17,22.059852600097656,21.12171936035156,20.21696662902832,0.04441557165592802,0.09115541440441643
473,473,473,473,2020-12-18,22.278451919555664,21.103504180908203,20.61444091796875,0.05567548064886796,0.08072064666747591
474,474,474,474,2020-12-21,21.85947799682617,21.04886054992676,20.993846893310547,0.03851122700806853,0.04123261010307955
475,475,475,475,2020-12-22,22.00520896911621,21.13994026184082,21.48165702819824,0.040930518088419854,0.02437204635707224
476,476,476,476,2020-12-23,22.05074882507324,21.59534454345703,21.39132308959961,0.02108807667781276,0.030826785828607317
477,477,477,477,2020-12-24,22.09628868103028,21.84126091003418,21.422286987304688,0.01167642161533533,0.031462639545676074
478,478,478,478,2020-12-28,22.105398178100582,22.059852600097656,21.12171936035156,0.002064636551684096,0.04657191022031704
479,479,479,479,2020-12-29,21.905017852783203,22.278451919555664,21.103504180908203,-0.01676211920473103,0.03798012240071991
480,480,480,480,2020-12-30,22.15093421936035,21.85947799682617,21.04886054992676,0.01333317394754352,0.05235787784424395
481,481,481,481,2020-12-31,22.3968563079834,22.00520896911621,21.13994026184082,0.017797937725420265,0.05945693462584689
482,482,482,482,2021-01-04,21.95966529846192,22.05074882507324,21.59534454345703,-0.004130631904334603,0.01687033769115165
483,483,483,483,2021-01-05,22.278451919555664,22.09628868103028,21.84126091003418,0.008244064926693717,0.020016747719937333
