,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CE,CE_6m,CE_12m,CE_6m_ret,CE_12m_ret
0,0,0,0,2019-02-05,88.22703552246094,,,,
1,1,1,1,2019-02-06,88.0214614868164,,,,
2,2,2,2,2019-02-07,85.81401062011719,,,,
3,3,3,3,2019-02-08,85.82293701171875,,,,
4,4,4,4,2019-02-11,85.77826690673828,,,,
5,5,5,5,2019-02-12,88.72749328613281,,,,
6,6,6,6,2019-02-13,88.31639099121094,88.22703552246094,,0.0010127901070329237,
7,7,7,7,2019-02-14,88.95987701416016,88.0214614868164,,0.010661212748487525,
8,8,8,8,2019-02-15,90.09209442138672,85.81401062011719,,0.04985297587602355,
9,9,9,9,2019-02-19,90.71212768554688,85.82293701171875,,0.056968344874523735,
10,10,10,10,2019-02-20,92.3025894165039,85.77826690673828,,0.07606032093023218,
11,11,11,11,2019-02-21,92.10490417480467,88.72749328613281,,0.038064987114875715,
12,12,12,12,2019-02-22,93.21916961669922,88.31639099121094,88.22703552246094,0.05551380180352017,0.0565828157398236
13,13,13,13,2019-02-25,93.56062316894533,88.95987701416016,88.0214614868164,0.051717092122922415,0.06292967179326547
14,14,14,14,2019-02-26,92.26667022705078,90.09209442138672,85.81401062011719,0.024137254435366406,0.07519354427446978
15,15,15,15,2019-02-27,92.90465545654295,90.71212768554688,85.82293701171875,0.02417017246686637,0.08251545206215938
16,16,16,16,2019-02-28,91.91622161865234,92.3025894165039,85.77826690673828,-0.004185882544509356,0.07155605881601113
17,17,17,17,2019-03-01,92.3744888305664,92.10490417480467,88.72749328613281,0.002926930527500371,0.041103331215191385
18,18,18,18,2019-03-04,92.3295669555664,93.21916961669922,88.31639099121094,-0.009543130074969541,0.045440896296983446
19,19,19,19,2019-03-05,92.3025894165039,93.56062316894533,88.95987701416016,-0.013446188255605618,0.037575506110599344
20,20,20,20,2019-03-06,92.60812377929688,92.26667022705078,90.09209442138672,0.0037007247731584147,0.027927304543969855
21,21,21,21,2019-03-07,91.2782211303711,92.90465545654295,90.71212768554688,-0.0175064889717248,0.006240548637405752
22,22,22,22,2019-03-08,89.66075897216797,91.91622161865234,92.3025894165039,-0.02453824370459845,-0.02862141204311186
23,23,23,23,2019-03-11,91.19734191894533,92.3744888305664,92.10490417480467,-0.012743203524299918,-0.009853571468212974
24,24,24,24,2019-03-12,90.91876220703124,92.3295669555664,93.21916961669922,-0.015280097102741919,-0.024677407223501868
25,25,25,25,2019-03-13,91.49388885498048,92.3025894165039,93.56062316894533,-0.008761407091996798,-0.022089787818459494
26,26,26,26,2019-03-14,90.1909408569336,92.60812377929688,92.26667022705078,-0.026101197429762135,-0.022497066004541044
27,27,27,27,2019-03-15,90.96372985839844,91.2782211303711,92.90465545654295,-0.0034454141204556255,-0.02089158598787766
28,28,28,28,2019-03-18,91.07154846191406,89.66075897216797,91.91622161865234,0.01573474846653955,-0.009189598330561433
29,29,29,29,2019-03-19,90.71212768554688,91.19734191894533,92.3744888305664,-0.0053204865754716835,-0.01799589005649216
30,30,30,30,2019-03-20,90.75704956054688,90.91876220703124,92.3295669555664,-0.0017786498909446724,-0.017031569050641182
31,31,31,31,2019-03-21,92.26667022705078,91.49388885498048,92.3025894165039,0.008446262168341878,-0.00038914606491746717
32,32,32,32,2019-03-22,88.18708801269531,90.1909408569336,92.60812377929688,-0.022217894892757717,-0.04773917866145039
33,33,33,33,2019-03-25,86.92008209228516,90.96372985839844,91.2782211303711,-0.04445340766487871,-0.047745661386863425
34,34,34,34,2019-03-26,87.24356842041016,91.07154846191406,89.66075897216797,-0.04203266669068173,-0.026959291661898033
35,35,35,35,2019-03-27,87.15372467041016,90.71212768554688,91.19734191894533,-0.03922742312331051,-0.04433920072066433
36,36,36,36,2019-03-28,88.31289672851562,90.75704956054688,90.91876220703124,-0.02693072156781251,-0.028661471133777594
37,37,37,37,2019-03-29,88.60941314697266,92.26667022705078,91.49388885498048,-0.03963790034991299,-0.03152643027972912
38,38,38,38,2019-04-01,90.96372985839844,88.18708801269531,90.1909408569336,0.03148580941127577,0.008568366114404924
39,39,39,39,2019-04-02,91.4848861694336,86.92008209228516,90.96372985839844,0.052517254554613535,0.005729275963578306
40,40,40,40,2019-04-03,92.73394012451172,87.24356842041016,91.07154846191406,0.0629315352811397,0.01825368834365282
41,41,41,41,2019-04-04,94.26152801513672,87.15372467041016,90.71212768554688,0.08155478577199293,0.03912817855947348
42,42,42,42,2019-04-05,95.0343017578125,88.31289672851562,90.75704956054688,0.07610898609700545,0.047128594615805985
43,43,43,43,2019-04-08,92.20376586914062,88.60941314697266,92.26667022705078,0.04056400549912431,-0.0006817668585563652
44,44,44,44,2019-04-09,91.3141632080078,90.96372985839844,88.18708801269531,0.0038524514128308596,0.03545955837505721
45,45,45,45,2019-04-10,91.4848861694336,91.4848861694336,86.92008209228516,0.0,0.052517254554613535
46,46,46,46,2019-04-11,91.74549865722656,92.73394012451172,87.24356842041016,-0.010658896472618307,0.051601858089096675
47,47,47,47,2019-04-12,94.6209487915039,94.26152801513672,87.15372467041016,0.0038130166562702072,0.08567877218481024
48,48,48,48,2019-04-15,93.44380950927734,95.0343017578125,88.31289672851562,-0.016735980789214455,0.05809924677858502
49,49,49,49,2019-04-16,94.68384552001952,92.20376586914062,88.60941314697266,0.026897812985195557,0.06855290151816562
50,50,50,50,2019-04-17,94.74675750732422,91.3141632080078,90.96372985839844,0.037591039316619446,0.04158830838197547
51,51,51,51,2019-04-18,94.52210998535156,91.4848861694336,91.4848861694336,0.03319918669727495,0.03319918669727495
52,52,52,52,2019-04-22,93.8751220703125,91.74549865722656,92.73394012451172,0.023212293183369148,0.012305979280817114
53,53,53,53,2019-04-23,100.79421997070312,94.6209487915039,94.26152801513672,0.06524211877014618,0.06930390471197723
54,54,54,54,2019-04-24,99.64402770996094,93.44380950927734,95.0343017578125,0.06635236976364944,0.04850591698875184
55,55,55,55,2019-04-25,97.67613983154295,94.68384552001952,92.20376586914062,0.03160300783189851,0.05935087261152594
56,56,56,56,2019-04-26,98.10992431640624,94.74675750732422,91.3141632080078,0.03549637895335933,0.07442176404681189
57,57,57,57,2019-04-29,97.45018005371094,94.52210998535156,91.4848861694336,0.03097762067322818,0.06520523918267096
58,58,58,58,2019-04-30,97.50442504882812,93.8751220703125,91.74549865722656,0.0386609668086213,0.06277066968830458
59,59,59,59,2019-05-01,95.64273071289062,100.79421997070312,94.6209487915039,-0.051108974892705494,0.010798686067270413
60,60,60,60,2019-05-02,95.98615264892578,99.64402770996094,93.44380950927734,-0.03670942599472515,0.02720718636151087
61,61,61,61,2019-05-03,98.29972076416016,97.67613983154295,94.68384552001952,0.006384168474436569,0.03818893523263278
62,62,62,62,2019-05-06,97.44117736816406,98.10992431640624,94.74675750732422,-0.006816302763474336,0.02843812212393182
63,63,63,63,2019-05-07,95.70599365234376,97.45018005371094,94.52210998535156,-0.01789823682630287,0.012524939055800433
64,64,64,64,2019-05-08,95.5704116821289,97.50442504882812,93.8751220703125,-0.019835134310373204,0.018058987029030193
65,65,65,65,2019-05-09,93.62738037109376,95.64273071289062,100.79421997070312,-0.021071652040621114,-0.07110367639823467
66,66,66,66,2019-05-10,93.4104995727539,95.98615264892578,99.64402770996094,-0.02683359010744457,-0.06255797041194766
67,67,67,67,2019-05-13,89.6057357788086,98.29972076416016,97.67613983154295,-0.08844363867736815,-0.08262410929274
68,68,68,68,2019-05-14,90.7715835571289,97.44117736816406,98.10992431640624,-0.06844738529621097,-0.07479712995813814
69,69,69,69,2019-05-15,91.4583969116211,95.70599365234376,97.45018005371094,-0.04438172133870999,-0.06148560360573363
70,70,70,70,2019-05-16,92.00968170166016,95.5704116821289,97.50442504882812,-0.03725766079476445,-0.05635378439918315
