,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,BIIB,BIIB_6m,BIIB_12m,BIIB_6m_ret,BIIB_12m_ret
245,245,245,245,2020-01-27,281.1400146484375,286.1400146484375,292.6600036621094,-0.017473962899397955,-0.039363045409417374
246,246,246,246,2020-01-28,281.95001220703125,285.5,294.29998779296875,-0.012434282987631384,-0.041963901115161906
247,247,247,247,2020-01-29,282.5199890136719,287.19000244140625,296.510009765625,-0.01626105849101478,-0.04718228825735593
248,248,248,248,2020-01-30,277.5299987792969,288.1000061035156,293.8999938964844,-0.036688674419607215,-0.05569920196375788
249,249,249,249,2020-01-31,268.8500061035156,284.2099914550781,298.9700012207031,-0.054044494610916205,-0.10074587749341635
250,250,250,250,2020-02-03,272.7300109863281,278.1400146484375,293.0899963378906,-0.019450648512216007,-0.06946666759683728
251,251,251,251,2020-02-04,283.2900085449219,281.1400146484375,286.1400146484375,0.007647413333078612,-0.009960180183178013
252,252,252,252,2020-02-05,332.8699951171875,281.95001220703125,285.5,0.18059932862413408,0.16591942247701397
253,253,253,253,2020-02-06,337.239990234375,282.5199890136719,287.19000244140625,0.19368541465593458,0.17427482630834334
254,254,254,254,2020-02-07,338.70001220703125,277.5299987792969,288.1000061035156,0.22040865382765062,0.17563347806849694
255,255,255,255,2020-02-10,338.92999267578125,268.8500061035156,284.2099914550781,0.26066574290975697,0.1925336999609042
256,256,256,256,2020-02-11,332.2900085449219,272.7300109863281,278.1400146484375,0.21838446507296716,0.19468609709008855
257,257,257,257,2020-02-12,331.760009765625,283.2900085449219,281.1400146484375,0.17109675512264721,0.18005261606209721
258,258,258,258,2020-02-13,334.25,332.8699951171875,281.95001220703125,0.004145777339668699,0.1854938305679723
259,259,259,259,2020-02-14,333.0,337.239990234375,282.5199890136719,-0.012572619965468212,0.17867766157914322
260,260,260,260,2020-02-18,337.1000061035156,338.70001220703125,277.5299987792969,-0.00472396234381478,0.21464348930290322
261,261,261,261,2020-02-19,341.0400085449219,338.92999267578125,268.8500061035156,0.006225521242550602,0.26851404427199776
262,262,262,262,2020-02-20,336.6400146484375,332.2900085449219,272.7300109863281,0.013090992782371247,0.2343343273113907
263,263,263,263,2020-02-21,336.7099914550781,331.760009765625,283.2900085449219,0.014920368771842218,0.188569950576585
264,264,264,264,2020-02-24,325.9800109863281,334.25,332.8699951171875,-0.024741926742473774,-0.020698723922033757
265,265,265,265,2020-02-25,324.1099853515625,333.0,337.239990234375,-0.026696740685998477,-0.03893371267650503
266,266,266,266,2020-02-26,327.45001220703125,337.1000061035156,338.70001220703125,-0.02862650169612002,-0.03321523352388722
267,267,267,267,2020-02-27,310.0799865722656,341.0400085449219,338.92999267578125,-0.09078120219604147,-0.08512084125618646
268,268,268,268,2020-02-28,308.3900146484375,336.6400146484375,332.2900085449219,-0.08391753437125493,-0.07192510542565222
269,269,269,269,2020-03-02,327.8900146484375,336.7099914550781,331.760009765625,-0.02619457999605379,-0.011665044017576176
270,270,270,270,2020-03-03,315.7799987792969,325.9800109863281,334.25,-0.03129029959895013,-0.05525804404099666
271,271,271,271,2020-03-04,328.45001220703125,324.1099853515625,333.0,0.013390599030020933,-0.013663627005912171
272,272,272,272,2020-03-05,317.70001220703125,327.45001220703125,337.1000061035156,-0.029775537140110164,-0.05754966937178607
273,273,273,273,2020-03-06,317.95001220703125,310.0799865722656,341.0400085449219,0.025380630726167475,-0.0677046556396893
274,274,274,274,2020-03-09,297.19000244140625,308.3900146484375,336.6400146484375,-0.036317687587255953,-0.11718753116212277
275,275,275,275,2020-03-10,305.6300048828125,327.8900146484375,336.7099914550781,-0.06788864793425353,-0.09230491331116952
276,276,276,276,2020-03-11,294.25,315.7799987792969,325.9800109863281,-0.06818037514258302,-0.09733729037655292
277,277,277,277,2020-03-12,268.8800048828125,328.45001220703125,324.1099853515625,-0.1813670425034727,-0.17040505681687645
278,278,278,278,2020-03-13,305.2099914550781,317.70001220703125,327.45001220703125,-0.039313881876132606,-0.06791882706631813
279,279,279,279,2020-03-16,281.7200012207031,317.95001220703125,310.0799865722656,-0.11394876425649314,-0.09146022503762286
280,280,280,280,2020-03-17,305.32000732421875,297.19000244140625,308.3900146484375,0.027356252956104665,-0.009954950479568958
281,281,281,281,2020-03-18,298.67999267578125,305.6300048828125,327.8900146484375,-0.02273995385268568,-0.08908481706579308
282,282,282,282,2020-03-19,288.0199890136719,294.25,315.7799987792969,-0.021172509724139754,-0.08790933521102096
283,283,283,283,2020-03-20,278.7699890136719,268.8800048828125,328.45001220703125,0.03678214798891344,-0.1512559639122335
284,284,284,284,2020-03-23,269.19000244140625,305.2099914550781,317.70001220703125,-0.11801707028642094,-0.15269124300194592
285,285,285,285,2020-03-24,276.19000244140625,281.7200012207031,317.95001220703125,-0.019629414863464367,-0.13134143155318778
286,286,286,286,2020-03-25,284.9800109863281,305.32000732421875,297.19000244140625,-0.06661861604205854,-0.04108479879798599
287,287,287,287,2020-03-26,304.94000244140625,298.67999267578125,305.6300048828125,0.020958918973927654,-0.002257639729027261
288,288,288,288,2020-03-27,296.75,288.0199890136719,294.25,0.030310434411945364,0.008496176720475868
289,289,289,289,2020-03-30,316.1300048828125,278.7699890136719,268.8800048828125,0.13401735244645852,0.17572894652614002
290,290,290,290,2020-03-31,316.3800048828125,269.19000244140625,305.2099914550781,0.17530369632385567,0.036597797386912934
291,291,291,291,2020-04-01,293.2699890136719,276.19000244140625,281.7200012207031,0.06184143676920084,0.04099811068764092
292,292,292,292,2020-04-02,304.4700012207031,284.9800109863281,305.32000732421875,0.06839072735985696,-0.0027839842890250432
293,293,293,293,2020-04-03,300.510009765625,304.94000244140625,298.67999267578125,-0.014527423887695678,0.006127015986069795
294,294,294,294,2020-04-06,311.3900146484375,296.75,288.0199890136719,0.04933450597620048,0.08114029069578321
295,295,295,295,2020-04-07,301.2099914550781,316.1300048828125,278.7699890136719,-0.04719581563687736,0.08049647855137554
296,296,296,296,2020-04-08,316.95001220703125,316.3800048828125,269.19000244140625,0.001801654072386416,0.17742118701462828
297,297,297,297,2020-04-09,321.04998779296875,293.2699890136719,276.19000244140625,0.09472499682878155,0.16242436349983214
298,298,298,298,2020-04-13,322.94000244140625,304.4700012207031,284.9800109863281,0.06066279484563952,0.13320229486867152
299,299,299,299,2020-04-14,333.760009765625,300.510009765625,304.94000244140625,0.11064523283577965,0.09451041874952582
300,300,300,300,2020-04-15,326.94000244140625,311.3900146484375,296.75,0.04993733601420991,0.10173547579243891
301,301,301,301,2020-04-16,338.3399963378906,301.2099914550781,316.1300048828125,0.12326949947259624,0.07025587926496013
302,302,302,302,2020-04-17,342.54998779296875,316.95001220703125,316.3800048828125,0.08076975737491265,0.08271693060959917
303,303,303,303,2020-04-20,339.4100036621094,321.04998779296875,293.2699890136719,0.05718740559797242,0.1573294792406683
304,304,304,304,2020-04-21,329.010009765625,322.94000244140625,304.4700012207031,0.018796083725552304,0.08059910154213656
305,305,305,305,2020-04-22,298.010009765625,333.760009765625,300.510009765625,-0.10711289235970656,-0.008319190438780377
306,306,306,306,2020-04-23,292.25,326.94000244140625,311.3900146484375,-0.10610510241133109,-0.06146637254905807
307,307,307,307,2020-04-24,297.79998779296875,338.3399963378906,301.2099914550781,-0.11982032565974177,-0.011321017757865204
308,308,308,308,2020-04-27,303.239990234375,342.54998779296875,316.95001220703125,-0.11475696674773206,-0.04325610173411476
309,309,309,309,2020-04-28,305.2200012207031,339.4100036621094,321.04998779296875,-0.10073363210426522,-0.04930692158279637
310,310,310,310,2020-04-29,304.7099914550781,329.010009765625,322.94000244140625,-0.07385799090993417,-0.05645014816532601
311,311,311,311,2020-04-30,296.8299865722656,298.010009765625,333.760009765625,-0.003959676368882503,-0.11064843633990962
312,312,312,312,2020-05-01,293.0899963378906,292.25,326.94000244140625,0.002874238966263931,-0.10353583486493723
313,313,313,313,2020-05-04,296.5199890136719,297.79998779296875,338.3399963378906,-0.004298182779600146,-0.12360349877894505
314,314,314,314,2020-05-05,304.44000244140625,303.239990234375,342.54998779296875,0.003957301957778547,-0.11125379275913305
315,315,315,315,2020-05-06,306.7799987792969,305.2200012207031,339.4100036621094,0.0051110594074919025,-0.09613742827479077
316,316,316,316,2020-05-07,314.010009765625,304.7099914550781,329.010009765625,0.030520884025287742,-0.04559131805954919
317,317,317,317,2020-05-08,314.0199890136719,296.8299865722656,298.010009765625,0.057911946969755324,0.05372295803298077
318,318,318,318,2020-05-11,328.010009765625,293.0899963378906,292.25,0.11914433745284381,0.12236102571642427
319,319,319,319,2020-05-12,319.7699890136719,296.5199890136719,297.79998779296875,0.07840955369429747,0.0737743523212524
320,320,320,320,2020-05-13,314.9599914550781,304.44000244140625,303.239990234375,0.03455521261762118,0.03864925998594293
321,321,321,321,2020-05-14,315.82000732421875,306.7799987792969,305.2200012207031,0.02946739872512172,0.03472906775808182
322,322,322,322,2020-05-15,316.6000061035156,314.010009765625,304.7099914550781,0.00824813304462424,0.039020757381992066
323,323,323,323,2020-05-18,315.8999938964844,314.0199890136719,296.8299865722656,0.00598689557539811,0.06424555532422938
324,324,324,324,2020-05-19,310.0799865722656,328.010009765625,293.0899963378906,-0.05466303667431072,0.05796850949081178
325,325,325,325,2020-05-20,309.5299987792969,319.7699890136719,296.5199890136719,-0.032022987103824785,0.04387565846370367
326,326,326,326,2020-05-21,304.4599914550781,314.9599914550781,304.44000244140625,-0.03333756757958761,6.565830216653801e-05
327,327,327,327,2020-05-22,304.5299987792969,315.82000732421875,306.7799987792969,-0.0357482372335316,-0.0073342460686907085
328,328,328,328,2020-05-26,295.8699951171875,316.6000061035156,314.010009765625,-0.0654769759529008,-0.05776890571729576
329,329,329,329,2020-05-27,301.4599914550781,315.8999938964844,314.0199890136719,-0.04571067654448269,-0.039997446016237226
330,330,330,330,2020-05-28,300.5,310.0799865722656,328.010009765625,-0.030895210871769607,-0.08386942150113619
331,331,331,331,2020-05-29,307.0899963378906,309.5299987792969,319.7699890136719,-0.007882927183242239,-0.03965347941153763
332,332,332,332,2020-06-01,301.45001220703125,304.4599914550781,314.9599914550781,-0.009886288289182255,-0.042894271064818024
333,333,333,333,2020-06-02,302.8599853515625,304.5299987792969,315.82000732421875,-0.005483904490291902,-0.041036101805138614
334,334,334,334,2020-06-03,302.6000061035156,295.8699951171875,316.6000061035156,0.022746514000727025,-0.04421983490241166
335,335,335,335,2020-06-04,299.6499938964844,301.4599914550781,315.8999938964844,-0.0060041053867788685,-0.05144033021198757
336,336,336,336,2020-06-05,306.7200012207031,300.5,310.0799865722656,0.020698839336782404,-0.010835866541097916
337,337,337,337,2020-06-08,301.260009765625,307.0899963378906,309.5299987792969,-0.01898461897746384,-0.02671789179170514
338,338,338,338,2020-06-09,293.739990234375,301.45001220703125,304.4599914550781,-0.025576452680191375,-0.03520988478476261
339,339,339,339,2020-06-10,295.25,302.8599853515625,304.5299987792969,-0.025127074290546392,-0.03047318430530843
340,340,340,340,2020-06-11,283.2200012207031,302.6000061035156,295.8699951171875,-0.06404495866461701,-0.04275524421283072
341,341,341,341,2020-06-12,279.2699890136719,299.6499938964844,301.4599914550781,-0.06801269914209607,-0.0736084491155865
342,342,342,342,2020-06-15,278.489990234375,306.7200012207031,300.5,-0.09203837661051317,-0.07324462484400995
343,343,343,343,2020-06-16,282.1199951171875,301.260009765625,307.0899963378906,-0.0635332072893714,-0.08131167253403027
344,344,344,344,2020-06-17,281.4599914550781,293.739990234375,301.45001220703125,-0.04180567572531979,-0.06631288751855913
345,345,345,345,2020-06-18,260.29998779296875,295.25,302.8599853515625,-0.11837430044718456,-0.14052697489630306
346,346,346,346,2020-06-19,271.0,283.2200012207031,302.6000061035156,-0.04314667455700105,-0.10442830623309918
347,347,347,347,2020-06-22,264.2900085449219,279.2699890136719,299.6499938964844,-0.053639778916654945,-0.11800429191324391
348,348,348,348,2020-06-23,268.19000244140625,278.489990234375,306.7200012207031,-0.03698512748806648,-0.1256194530058451
349,349,349,349,2020-06-24,263.0400085449219,282.1199951171875,301.260009765625,-0.06763074898090848,-0.12686715787614034
350,350,350,350,2020-06-25,262.6300048828125,281.4599914550781,293.739990234375,-0.0669011125699226,-0.10590994207748106
351,351,351,351,2020-06-26,258.6600036621094,260.29998779296875,295.25,-0.006300361919969633,-0.12392886143231374
352,352,352,352,2020-06-29,260.3500061035156,271.0,283.2200012207031,-0.03929887046673197,-0.0807499294492473
353,353,353,353,2020-06-30,267.54998779296875,264.2900085449219,279.2699890136719,0.012334856190724164,-0.04196656168496993
354,354,354,354,2020-07-01,264.7699890136719,268.19000244140625,278.489990234375,-0.012752203276039653,-0.04926568890018801
355,355,355,355,2020-07-02,265.1199951171875,263.0400085449219,282.1199951171875,0.007907491273938305,-0.06025804726438655
356,356,356,356,2020-07-06,269.79998779296875,262.6300048828125,281.4599914550781,0.027300699755747893,-0.04142686000177165
357,357,357,357,2020-07-07,268.3500061035156,258.6600036621094,260.29998779296875,0.037462314637807026,0.030925926577259455
358,358,358,358,2020-07-08,280.19000244140625,260.3500061035156,271.0,0.07620509265516295,0.033911448123270294
359,359,359,359,2020-07-09,278.70001220703125,267.54998779296875,264.2900085449219,0.0416745465250794,0.05452345225400412
360,360,360,360,2020-07-10,278.8800048828125,264.7699890136719,268.19000244140625,0.05329159819699969,0.039859809627846854
361,361,361,361,2020-07-13,276.5199890136719,265.1199951171875,263.0400085449219,0.04299937426992395,0.05124688272068645
362,362,362,362,2020-07-14,281.2699890136719,269.79998779296875,262.6300048828125,0.04251297902023876,0.07097431285194045
363,363,363,363,2020-07-15,282.9599914550781,268.3500061035156,258.6600036621094,0.054443767539646304,0.09394567172709123
364,364,364,364,2020-07-16,279.5400085449219,280.19000244140625,260.3500061035156,-0.0023198325808226894,0.07370847701757399
365,365,365,365,2020-07-17,281.8800048828125,278.70001220703125,267.54998779296875,0.0114100916271902,0.05356014854664237
366,366,366,366,2020-07-20,283.3999938964844,278.8800048828125,264.7699890136719,0.0162076482161968,0.0703629778896524
367,367,367,367,2020-07-21,280.19000244140625,276.5199890136719,265.1199951171875,0.013272145137952052,0.056842213344027614
368,368,368,368,2020-07-22,280.8099975585937,281.2699890136719,269.79998779296875,-0.0016354089417475182,0.04080804397246118
369,369,369,369,2020-07-23,278.510009765625,282.9599914550781,268.3500061035156,-0.015726540231252417,0.03786101520784069
370,370,370,370,2020-07-24,272.3299865722656,279.5400085449219,280.19000244140625,-0.025792450999004735,-0.02805244941166063
371,371,371,371,2020-07-27,286.19000244140625,281.8800048828125,278.70001220703125,0.015290185482952356,0.02687473952749997
372,372,372,372,2020-07-28,280.3500061035156,283.3999938964844,278.8800048828125,-0.010762130764486844,0.005271088622222475
373,373,373,373,2020-07-29,277.3599853515625,280.19000244140625,276.5199890136719,-0.010100349995305624,0.0030377418315645777
374,374,374,374,2020-07-30,274.8599853515625,280.8099975585937,281.2699890136719,-0.021188747760982674,-0.022789504435177355
375,375,375,375,2020-07-31,274.69000244140625,278.510009765625,282.9599914550781,-0.013715870849429823,-0.029226707885962044
376,376,376,376,2020-08-03,278.1600036621094,272.3299865722656,279.5400085449219,0.021407914579016474,-0.004936699007758394
377,377,377,377,2020-08-04,276.0799865722656,286.19000244140625,281.8800048828125,-0.03532623705543492,-0.020576196289474824
378,378,378,378,2020-08-05,276.1700134277344,280.3500061035156,283.3999938964844,-0.014909907561185598,-0.02551157595081266
379,379,379,379,2020-08-06,277.6600036621094,277.3599853515625,280.19000244140625,0.0010816928410439797,-0.009029582630543542
380,380,380,380,2020-08-07,305.7099914550781,274.8599853515625,280.8099975585937,0.11223898620258099,0.08867203487400332
381,381,381,381,2020-08-10,300.260009765625,274.69000244140625,278.510009765625,0.09308677817523803,0.07809414109856694
382,382,382,382,2020-08-11,289.94000244140625,278.1600036621094,272.3299865722656,0.04234972182990937,0.06466425563630551
383,383,383,383,2020-08-12,293.2200012207031,276.0799865722656,286.19000244140625,0.062083510149516075,0.024564096297305715
384,384,384,384,2020-08-13,288.5400085449219,276.1700134277344,280.3500061035156,0.04479123190695122,0.02921349121848138
385,385,385,385,2020-08-14,289.45001220703125,277.6600036621094,277.3599853515625,0.04246203410437688,0.04358965782372781
386,386,386,386,2020-08-17,289.1600036621094,305.7099914550781,274.8599853515625,-0.054136234521470206,0.05202655560159575
387,387,387,387,2020-08-18,288.8800048828125,300.260009765625,274.69000244140625,-0.03790050127453015,0.0516582413458353
388,388,388,388,2020-08-19,279.9800109863281,289.94000244140625,278.1600036621094,-0.034351905122477655,0.006543023081167165
389,389,389,389,2020-08-20,277.5199890136719,293.2200012207031,276.0799865722656,-0.05354345590911458,0.005215888552027703
390,390,390,390,2020-08-21,277.07000732421875,288.5400085449219,276.1700134277344,-0.0397518572157296,0.003258840035939903
391,391,391,391,2020-08-24,276.5599975585937,289.45001220703125,277.6600036621094,-0.04453278322620302,-0.0039617016819401
392,392,392,392,2020-08-25,279.0299987792969,289.1600036621094,305.7099914550781,-0.035032524396595544,-0.08727222996145245
393,393,393,393,2020-08-26,279.1700134277344,288.8800048828125,300.260009765625,-0.033612542546920476,-0.07023911160981078
394,394,394,394,2020-08-27,279.260009765625,279.9800109863281,289.94000244140625,-0.002571616517074493,-0.0368351817129462
395,395,395,395,2020-08-28,281.4599914550781,277.5199890136719,293.2200012207031,0.014197184337637614,-0.04010643788509294
396,396,396,396,2020-08-31,287.6400146484375,277.07000732421875,288.5400085449219,0.038149229598316126,-0.003119130345295762
397,397,397,397,2020-09-01,279.75,276.5599975585937,289.45001220703125,0.011534576473701597,-0.03351187354621099
398,398,398,398,2020-09-02,285.6000061035156,279.0299987792969,289.1600036621094,0.02354588163624438,-0.012311514433212212
399,399,399,399,2020-09-03,276.1499938964844,279.1700134277344,288.8800048828125,-0.010817850721749345,-0.04406677780101875
400,400,400,400,2020-09-04,276.0,279.260009765625,279.9800109863281,-0.01167374364972995,-0.014215339774818703
401,401,401,401,2020-09-08,268.8999938964844,281.4599914550781,277.5199890136719,-0.044624450863022136,-0.03106080808025269
402,402,402,402,2020-09-09,272.510009765625,287.6400146484375,277.07000732421875,-0.0526004871099206,-0.016457925571344068
403,403,403,403,2020-09-10,266.510009765625,279.75,276.5599975585937,-0.04732793649463807,-0.03633926772377638
404,404,404,404,2020-09-11,269.9100036621094,285.6000061035156,279.0299987792969,-0.05493698216420706,-0.03268464020745343
405,405,405,405,2020-09-14,278.2900085449219,276.1499938964844,279.1700134277344,0.007749464768192826,-0.003152218506592197
406,406,406,406,2020-09-15,278.45001220703125,276.0,279.260009765625,0.008876855822576912,-0.0029005139664414203
407,407,407,407,2020-09-16,276.3900146484375,268.8999938964844,281.4599914550781,0.02785429870569822,-0.018013134941240128
408,408,408,408,2020-09-17,275.3699951171875,272.510009765625,287.6400146484375,0.010494973575547739,-0.0426575542566523
409,409,409,409,2020-09-18,274.4800109863281,266.510009765625,279.75,0.029905072712699043,-0.01883820916415324
410,410,410,410,2020-09-21,268.29998779296875,269.9100036621094,285.6000061035156,-0.005965009993316728,-0.06057429250991153
411,411,411,411,2020-09-22,272.760009765625,278.2900085449219,276.1499938964844,-0.019871352220696803,-0.012275879796434519
412,412,412,412,2020-09-23,272.20001220703125,278.45001220703125,276.0,-0.022445680466887663,-0.013768071713654906
413,413,413,413,2020-09-24,270.0400085449219,276.3900146484375,268.8999938964844,-0.02297480287626419,0.004239548807414062
414,414,414,414,2020-09-25,273.2799987792969,275.3699951171875,272.510009765625,-0.007589775120565356,0.0028255439656477144
415,415,415,415,2020-09-28,282.0400085449219,274.4800109863281,266.510009765625,0.027542980384718474,0.05827172792854696
416,416,416,416,2020-09-29,282.3500061035156,268.29998779296875,269.9100036621094,0.05236682426310235,0.046089445639737825
417,417,417,417,2020-09-30,283.67999267578125,272.760009765625,278.2900085449219,0.040035131687887304,0.019368227264218607
418,418,418,418,2020-10-01,285.57000732421875,272.20001220703125,278.45001220703125,0.04911827522997503,0.025570101652190536
419,419,419,419,2020-10-02,277.6400146484375,270.0400085449219,276.3900146484375,0.028144000381526313,0.004522594644347011
420,420,420,420,2020-10-05,284.17999267578125,273.2799987792969,275.3699951171875,0.03988580922560425,0.03199330978251469
421,421,421,421,2020-10-06,281.1499938964844,282.0400085449219,274.4800109863281,-0.0031556326105264265,0.02430043224709899
422,422,422,422,2020-10-07,285.75,282.3500061035156,268.29998779296875,0.012041770224852977,0.06503918375313678
423,423,423,423,2020-10-08,286.9200134277344,283.67999267578125,272.760009765625,0.011421393244521738,0.05191378191501261
424,424,424,424,2020-10-09,286.5400085449219,285.57000732421875,272.20001220703125,0.0033967195287487595,0.05268183576341601
425,425,425,425,2020-10-12,291.4800109863281,277.6400146484375,270.0400085449219,0.049848709147402914,0.07939565161819218
426,426,426,426,2020-10-13,291.4599914550781,284.17999267578125,273.2799987792969,0.025617562695916307,0.06652514914003471
427,427,427,427,2020-10-14,289.0199890136719,281.1499938964844,282.0400085449219,0.02799215823595258,0.02474819265805772
428,428,428,428,2020-10-15,280.6300048828125,285.75,282.3500061035156,-0.01791774319225725,-0.0060917343138733315
429,429,429,429,2020-10-16,280.010009765625,286.9200134277344,283.67999267578125,-0.024083379822682827,-0.012937052329773158
430,430,430,430,2020-10-19,268.7699890136719,286.5400085449219,285.57000732421875,-0.06201584072495803,-0.058829771613491455
431,431,431,431,2020-10-20,267.1199951171875,291.4800109863281,277.6400146484375,-0.08357353832501135,-0.037890862181991336
432,432,432,432,2020-10-21,268.9100036621094,291.4599914550781,284.17999267578125,-0.07736906763906326,-0.05373351188411524
433,433,433,433,2020-10-22,266.79998779296875,289.0199890136719,281.1499938964844,-0.0768804998454693,-0.05104039272645011
434,434,434,434,2020-10-23,265.0,280.6300048828125,285.75,-0.0556961287490958,-0.07261592300962383
435,435,435,435,2020-10-26,256.760009765625,280.010009765625,286.9200134277344,-0.08303274593455001,-0.1051164165991707
436,436,436,436,2020-10-27,255.3000030517578,268.7699890136719,286.5400085449219,-0.0501171503981751,-0.10902493390645118
437,437,437,437,2020-10-28,244.259994506836,267.1199951171875,291.4800109863281,-0.08557951867407998,-0.1620008738153471
438,438,438,438,2020-10-29,245.47999572753903,268.9100036621094,291.4599914550781,-0.08712955120855448,-0.1577574867068019
439,439,439,439,2020-10-30,252.07000732421875,266.79998779296875,289.0199890136719,-0.055209824372931204,-0.12784576532422898
440,440,440,440,2020-11-02,248.9900054931641,265.0,280.6300048828125,-0.06041507361070153,-0.11274631664158963
441,441,441,441,2020-11-03,247.009994506836,256.760009765625,280.010009765625,-0.03797326253293487,-0.11785298420728174
442,442,442,442,2020-11-04,355.6300048828125,255.3000030517578,268.7699890136719,0.39298864328926175,0.3231760219505839
443,443,443,443,2020-11-05,328.8999938964844,244.259994506836,267.1199951171875,0.3465160128269782,0.23128182056230395
444,444,444,444,2020-11-06,328.8999938964844,245.47999572753903,268.9100036621094,0.33982401670535345,0.22308575143137332
445,445,445,445,2020-11-09,236.259994506836,252.07000732421875,266.79998779296875,-0.06272072185505007,-0.11446774618982047
446,446,446,446,2020-11-10,236.33999633789065,248.9900054931641,265.0,-0.050805288871808685,-0.10815095721550694
447,447,447,447,2020-11-11,244.02999877929688,247.009994506836,256.760009765625,-0.012064271866767062,-0.04957941463683657
448,448,448,448,2020-11-12,241.5500030517578,355.6300048828125,255.3000030517578,-0.3207828368380965,-0.05385820538831887
449,449,449,449,2020-11-13,248.58999633789065,328.8999938964844,244.259994506836,-0.2441775586772127,0.017727020095112067
450,450,450,450,2020-11-16,250.9600067138672,328.8999938964844,245.47999572753903,-0.23697168935535906,0.022323656027803063
451,451,451,451,2020-11-17,248.8099975585937,236.259994506836,252.07000732421875,0.05311945883159064,-0.012932953825926408
452,452,452,452,2020-11-18,240.97999572753903,236.33999633789065,248.9900054931641,0.019632730225715322,-0.032170005176552996
453,453,453,453,2020-11-19,244.009994506836,244.02999877929688,247.009994506836,-8.197464476067395e-05,-0.012145257547127253
454,454,454,454,2020-11-20,244.1499938964844,241.5500030517578,355.6300048828125,0.010763778976932814,-0.3134718934164823
455,455,455,455,2020-11-23,243.3800048828125,248.58999633789065,328.8999938964844,-0.020958170207286186,-0.2600182140489422
456,456,456,456,2020-11-24,242.509994506836,250.9600067138672,328.8999938964844,-0.03367075223529736,-0.26266342655159225
457,457,457,457,2020-11-25,241.75,248.8099975585937,236.259994506836,-0.0283750557769733,0.023237135447428336
458,458,458,458,2020-11-27,243.77999877929688,240.97999572753903,236.33999633789065,0.011619234382108656,0.031480081901877455
459,459,459,459,2020-11-30,240.1699981689453,244.009994506836,244.02999877929688,-0.01573704530280251,-0.015817729908864986
460,460,460,460,2020-12-01,243.1600036621093,244.1499938964844,241.5500030517578,-0.004054844395346757,0.006665289132728791
461,461,461,461,2020-12-02,246.9199981689453,243.3800048828125,248.58999633789065,0.01454512784580353,-0.006717881626561617
462,462,462,462,2020-12-03,244.08999633789065,242.509994506836,250.9600067138672,0.006515202947687593,-0.027374921071824043
463,463,463,463,2020-12-04,245.8699951171875,241.75,248.8099975585937,0.017042378974922334,-0.011816255256036579
464,464,464,464,2020-12-07,243.67999267578125,243.77999877929688,240.97999572753903,-0.0004102309624103295,0.011204236849995386
465,465,465,465,2020-12-08,246.42999267578125,240.1699981689453,244.009994506836,0.02606484804331144,0.009917619046040604
466,466,466,466,2020-12-09,244.75,243.1600036621093,244.1499938964844,0.006538889266098691,0.002457530692259624
467,467,467,467,2020-12-10,242.97999572753903,246.9199981689453,243.3800048828125,-0.015956595134552387,-0.0016435580049646292
468,468,468,468,2020-12-11,241.42999267578125,244.08999633789065,242.509994506836,-0.010897634897036879,-0.004453432252353173
469,469,469,469,2020-12-14,245.25,245.8699951171875,241.75,-0.0025216379773871367,0.014477766287487093
470,470,470,470,2020-12-15,248.72999572753903,243.67999267578125,243.77999877929688,0.020723913343500655,0.020305180790174626
471,471,471,471,2020-12-16,248.19000244140625,246.42999267578125,240.1699981689453,0.007142027423344466,0.033393031326166556
472,472,472,472,2020-12-17,250.2400054931641,244.75,243.1600036621093,0.022431074537953455,0.0291166381165755
473,473,473,473,2020-12-18,249.6199951171875,242.97999572753903,246.9199981689453,0.027327350014007434,0.010934703419181124
474,474,474,474,2020-12-21,248.32000732421875,241.42999267578125,244.08999633789065,0.028538354212229944,0.01732971875042577
475,475,475,475,2020-12-22,247.8699951171875,245.25,245.8699951171875,0.01068295664500507,0.00813438011843104
476,476,476,476,2020-12-23,251.1999969482422,248.72999572753903,243.67999267578125,0.00993045174739926,0.030860162912375033
477,477,477,477,2020-12-24,248.88999938964844,248.19000244140625,246.42999267578125,0.0028204075158404507,0.009982578367008
478,478,478,478,2020-12-28,244.1499938964844,250.2400054931641,244.75,-0.024336682636646012,-0.0024515060409217027
479,479,479,479,2020-12-29,243.4600067138672,249.6199951171875,242.97999572753903,-0.02467746384030023,0.00197551648188532
480,480,480,480,2020-12-30,243.5800018310547,248.32000732421875,241.42999267578125,-0.01908829475417695,0.008905310941050848
481,481,481,481,2020-12-31,244.8600006103516,247.8699951171875,245.25,-0.012143440376528258,-0.0015902115785867421
482,482,482,482,2021-01-04,242.9499969482422,251.1999969482422,248.72999572753903,-0.03284235708689065,-0.02323804478181357
483,483,483,483,2021-01-05,246.38999938964844,248.88999938964844,248.19000244140625,-0.010044598039819719,-0.007252520383784433
484,484,484,484,2021-01-06,247.75,244.1499938964844,250.2400054931641,0.014745059158354668,-0.009950469303486753
485,485,485,485,2021-01-07,250.44000244140625,243.4600067138672,249.6199951171875,0.028669989053859313,0.00328502259538066
486,486,486,486,2021-01-08,252.5399932861328,243.5800018310547,248.32000732421875,0.0367845939228324,0.0169941439974437
487,487,487,487,2021-01-11,267.5199890136719,244.8600006103516,247.8699951171875,0.09254262985721118,0.07927540357272478
