,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,BIIB,BIIB_6m,BIIB_12m,BIIB_6m_ret,BIIB_12m_ret
59,59,59,59,2019-05-01,229.5,230.2100067138672,234.5,-0.003084169641459855,-0.021321961620469065
60,60,60,60,2019-05-02,230.5200042724609,224.3999938964844,232.3699951171875,0.02727277425328123,-0.007961401573355564
61,61,61,61,2019-05-03,231.17999267578125,229.88999938964844,228.72000122070312,0.0056113501655474796,0.01075547150205014
62,62,62,62,2019-05-06,236.07000732421875,230.52999877929688,227.17999267578125,0.024031616597654626,0.039132031583101856
63,63,63,63,2019-05-07,229.0200042724609,229.3800048828125,226.38999938964844,-0.001569450704892561,0.011617142497031718
64,64,64,64,2019-05-08,230.97999572753903,229.2400054931641,228.8099975585937,0.007590255595360418,0.009483843328959685
65,65,65,65,2019-05-09,228.47000122070312,229.5,230.2100067138672,-0.004488012110225981,-0.007558339960985094
66,66,66,66,2019-05-10,226.22999572753903,230.5200042724609,224.3999938964844,-0.018610135629927083,0.008155088595496185
67,67,67,67,2019-05-13,225.6600036621093,231.17999267578125,229.88999938964844,-0.023877451287116713,-0.018400085861802085
68,68,68,68,2019-05-14,229.17999267578125,236.07000732421875,230.52999877929688,-0.029186319458933796,-0.005856097300412921
69,69,69,69,2019-05-15,230.58999633789065,229.0200042724609,229.3800048828125,0.006855261707016558,0.0052750520068056694
70,70,70,70,2019-05-16,230.8699951171875,230.97999572753903,229.2400054931641,-0.0004762343596251828,0.007110406495222321
71,71,71,71,2019-05-17,229.27999877929688,228.47000122070312,229.5,0.003545312532349909,-0.0009586109834558432
72,72,72,72,2019-05-20,230.759994506836,226.22999572753903,230.5200042724609,0.020023864495637866,0.0010410820316115732
73,73,73,73,2019-05-21,232.9199981689453,225.6600036621093,231.17999267578125,0.03217226973773668,0.007526626647161194
74,74,74,74,2019-05-22,235.0399932861328,229.17999267578125,236.07000732421875,0.0255694248958358,-0.0043631719664892765
75,75,75,75,2019-05-23,229.1100006103516,230.58999633789065,229.0200042724609,-0.006418299800700744,0.0003929627814678316
76,76,76,76,2019-05-24,227.0599975585937,230.8699951171875,230.97999572753903,-0.01650278355426782,-0.016971158721335033
77,77,77,77,2019-05-28,225.5399932861328,229.27999877929688,228.47000122070312,-0.01631195705284416,-0.01282447550626098
78,78,78,78,2019-05-29,223.3999938964844,230.759994506836,226.22999572753903,-0.03189461252190118,-0.01250940142554291
79,79,79,79,2019-05-30,223.77999877929688,232.9199981689453,225.6600036621093,-0.039240938783705714,-0.008331139113280428
80,80,80,80,2019-05-31,219.2899932861328,235.0399932861328,229.17999267578125,-0.0670098725744358,-0.0431538515826716
81,81,81,81,2019-06-03,223.3699951171875,229.1100006103516,230.58999633789065,-0.025053491675931405,-0.031310990656001625
82,82,82,82,2019-06-04,227.0,227.0599975585937,230.8699951171875,-0.0002642365860953122,-0.016762659501175614
83,83,83,83,2019-06-05,226.08999633789065,225.5399932861328,229.27999877929688,0.002438605427553142,-0.01391313005229422
84,84,84,84,2019-06-06,224.3500061035156,223.3999938964844,230.759994506836,0.004252516709876808,-0.02777772818472879
85,85,85,85,2019-06-07,227.22999572753903,223.77999877929688,232.9199981689453,0.015416913786136632,-0.024428999167684706
86,86,86,86,2019-06-10,228.3999938964844,219.2899932861328,235.0399932861328,0.0415431660781016,-0.02825050876156643
87,87,87,87,2019-06-11,229.0800018310547,223.3699951171875,229.1100006103516,0.025562997889987615,-0.00013093614079262572
88,88,88,88,2019-06-12,230.42999267578125,227.0,227.0599975585937,0.015110099893309581,0.014841870666002732
89,89,89,89,2019-06-13,231.259994506836,226.08999633789065,225.5399932861328,0.022866992138912634,0.025361361137607563
90,90,90,90,2019-06-14,227.6699981689453,224.3500061035156,223.3999938964844,0.014798270448443285,0.019113717050679435
91,91,91,91,2019-06-17,231.77999877929688,227.22999572753903,223.77999877929688,0.020023778274473658,0.03574939692394041
92,92,92,92,2019-06-18,233.009994506836,228.3999938964844,219.2899932861328,0.020183891127601994,0.0625655599469197
93,93,93,93,2019-06-19,233.88999938964844,229.0800018310547,223.3699951171875,0.020997020779409237,0.0470967654672767
94,94,94,94,2019-06-20,234.97000122070312,230.42999267578125,227.0,0.01970233341676897,0.03511013753613712
95,95,95,95,2019-06-21,239.08999633789065,231.259994506836,226.08999633789065,0.033858004051899204,0.05749922690330611
96,96,96,96,2019-06-24,235.9100036621093,227.6699981689453,224.3500061035156,0.03619275951787637,0.05152662020994048
97,97,97,97,2019-06-25,240.2899932861328,231.77999877929688,227.22999572753903,0.03671582773170701,0.05747479559984425
98,98,98,98,2019-06-26,238.07000732421875,233.009994506836,228.3999938964844,0.02171586170838835,0.04233806342445434
99,99,99,99,2019-06-27,239.7700042724609,233.88999938964844,229.0800018310547,0.025140044029914543,0.04666493083621526
100,100,100,100,2019-06-28,233.8699951171875,234.97000122070312,230.42999267578125,-0.00468147464698021,0.014928622795411739
101,101,101,101,2019-07-01,235.4900054931641,239.08999633789065,231.259994506836,-0.01505705341029373,0.018291148866230067
102,102,102,102,2019-07-02,236.3699951171875,235.9100036621093,227.6699981689453,0.0019498598954583723,0.03821319022362468
103,103,103,103,2019-07-03,238.2700042724609,240.2899932861328,231.77999877929688,-0.008406463315626,0.028000714157151663
104,104,104,104,2019-07-05,234.25,238.07000732421875,233.009994506836,-0.016045731115622686,0.005321683714848646
105,105,105,105,2019-07-08,230.83999633789065,239.7700042724609,233.88999938964844,-0.03724405795323216,-0.013040331180114495
106,106,106,106,2019-07-09,234.22000122070312,233.8699951171875,234.97000122070312,0.0014965840459364443,-0.0031918968213118237
107,107,107,107,2019-07-10,232.42999267578125,235.4900054931641,239.08999633789065,-0.012994236468654163,-0.027855634966413412
108,108,108,108,2019-07-11,231.6000061035156,236.3699951171875,235.9100036621093,-0.020180179854499047,-0.018269668482421952
109,109,109,109,2019-07-12,231.4199981689453,238.2700042724609,240.2899932861328,-0.028748923409102844,-0.03691370995472654
110,110,110,110,2019-07-15,233.6199951171875,234.25,238.07000732421875,-0.0026894552094450797,-0.01869203204992953
111,111,111,111,2019-07-16,231.5500030517578,230.83999633789065,239.7700042724609,0.0030757525781099915,-0.03428285888239113
112,112,112,112,2019-07-17,229.44000244140625,234.22000122070312,233.8699951171875,-0.02040815794716322,-0.018942116424817468
113,113,113,113,2019-07-18,232.22999572753903,232.42999267578125,235.4900054931641,-0.0008604610185621864,-0.013843516453269089
114,114,114,114,2019-07-19,231.2700042724609,231.6000061035156,236.3699951171875,-0.0014248783348788097,-0.021576303888309112
115,115,115,115,2019-07-22,232.47999572753903,231.4199981689453,238.2700042724609,0.004580406045202157,-0.02430019910647674
116,116,116,116,2019-07-23,243.8800048828125,233.6199951171875,234.25,0.04391751553833578,0.04110994613794028
117,117,117,117,2019-07-24,241.2400054931641,231.5500030517578,230.83999633789065,0.041848422861995305,0.045052890834612835
118,118,118,118,2019-07-25,238.2100067138672,229.44000244140625,234.22000122070312,0.03822351891188025,0.017035289353466876
119,119,119,119,2019-07-26,238.2100067138672,232.22999572753903,232.42999267578125,0.02575038150258635,0.02486776328452822
120,120,120,120,2019-07-29,237.1100006103516,231.2700042724609,231.6000061035156,0.0252518538072517,0.023790994652967523
121,121,121,121,2019-07-30,241.509994506836,232.47999572753903,231.4199981689453,0.038842046392154606,0.043600364781459344
122,122,122,122,2019-07-31,237.82000732421875,243.8800048828125,233.6199951171875,-0.024848275534132713,0.017977965477331992
123,123,123,123,2019-08-01,243.0599975585937,241.2400054931641,231.5500030517578,0.007544321107558538,0.04970846190946965
124,124,124,124,2019-08-02,242.2700042724609,238.2100067138672,229.44000244140625,0.017043774166340953,0.0559187661023981
125,125,125,125,2019-08-05,235.2100067138672,238.2100067138672,232.22999572753903,-0.012593929370916523,0.012832153645752076
126,126,126,126,2019-08-06,240.1699981689453,237.1100006103516,231.2700042724609,0.012905392226042256,0.038483131111111346
127,127,127,127,2019-08-07,237.5800018310547,241.509994506836,232.47999572753903,-0.01627258815440069,0.02193739761374025
128,128,128,128,2019-08-08,238.22999572753903,237.82000732421875,243.8800048828125,0.0017239441203167338,-0.023167168452322917
129,129,129,129,2019-08-09,235.8000030517578,243.0599975585937,241.2400054931641,-0.029869145806626363,-0.022550167126241583
130,130,130,130,2019-08-12,230.9600067138672,242.2700042724609,238.2100067138672,-0.046683441446074836,-0.030435329313048376
131,131,131,131,2019-08-13,233.22999572753903,235.2100067138672,238.2100067138672,-0.008418055906680988,-0.020905968876068437
132,132,132,132,2019-08-14,226.72000122070312,240.1699981689453,237.1100006103516,-0.05600198630463793,-0.04381932167729441
133,133,133,133,2019-08-15,227.6300048828125,237.5800018310547,241.509994506836,-0.041880616514675006,-0.05747169864488
134,134,134,134,2019-08-16,231.67999267578125,238.22999572753903,237.82000732421875,-0.027494451451230972,-0.02581790622883484
135,135,135,135,2019-08-19,235.72000122070312,235.8000030517578,243.0599975585937,-0.00033927832917424183,-0.030198290181917442
136,136,136,136,2019-08-20,231.27999877929688,230.9600067138672,242.2700042724609,0.0013854869073766096,-0.04536263383561301
137,137,137,137,2019-08-21,233.17999267578125,233.22999572753903,235.2100067138672,-0.0002143937429737175,-0.008630644871140403
138,138,138,138,2019-08-22,232.0599975585937,226.72000122070312,240.1699981689453,0.023553265301424764,-0.03376775064405302
139,139,139,139,2019-08-23,225.8500061035156,227.6300048828125,237.5800018310547,-0.007819701889534625,-0.04937282446811497
140,140,140,140,2019-08-26,223.759994506836,231.67999267578125,238.22999572753903,-0.03418507605026,-0.060739627587670486
141,141,141,141,2019-08-27,220.7899932861328,235.72000122070312,235.8000030517578,-0.06333789180915306,-0.0636556809642208
142,142,142,142,2019-08-28,221.07000732421875,231.27999877929688,230.9600067138672,-0.044145587638216854,-0.042821263864531334
143,143,143,143,2019-08-29,220.1600036621093,233.17999267578125,233.22999572753903,-0.05583664732237659,-0.05603907003753583
144,144,144,144,2019-08-30,219.75,232.0599975585937,226.72000122070312,-0.05304661591011828,-0.030742771626567245
145,145,145,145,2019-09-03,217.44000244140625,225.8500061035156,227.6300048828125,-0.03723711948121322,-0.044765638197179825
146,146,146,146,2019-09-04,219.2899932861328,223.759994506836,231.67999267578125,-0.019976766760988696,-0.05347893552028604
147,147,147,147,2019-09-05,223.9600067138672,220.7899932861328,235.72000122070312,0.01435759556197902,-0.049889676081518175
148,148,148,148,2019-09-06,224.57000732421875,221.07000732421875,231.27999877929688,0.015832088858923843,-0.029012415645510492
149,149,149,149,2019-09-09,230.0,220.1600036621093,233.17999267578125,0.04469475006456047,-0.01363750225433269
150,150,150,150,2019-09-10,233.0,219.75,232.0599975585937,0.060295790671217375,0.004050687112366003
151,151,151,151,2019-09-11,235.9600067138672,217.44000244140625,225.8500061035156,0.08517293995823771,0.044764225535233404
152,152,152,152,2019-09-12,232.3099975585937,219.2899932861328,223.759994506836,0.059373453742014526,0.038210597343827146
153,153,153,153,2019-09-13,236.6300048828125,223.9600067138672,220.7899932861328,0.05657259237865886,0.07174243434190353
154,154,154,154,2019-09-16,236.1199951171875,224.57000732421875,221.07000732421875,0.05143156884834443,0.06807792687542924
155,155,155,155,2019-09-17,238.6999969482422,230.0,220.1600036621093,0.03782607368800961,0.08421145066197933
156,156,156,156,2019-09-18,235.1699981689453,233.0,219.75,0.009313296862426323,0.07017064013171925
157,157,157,157,2019-09-19,235.6199951171875,235.9600067138672,217.44000244140625,-0.0014409712960044008,0.083609236900557
158,158,158,158,2019-09-20,238.7899932861328,232.3099975585937,219.2899932861328,0.027893744546679367,0.08892334624022769
159,159,159,159,2019-09-23,239.9600067138672,236.6300048828125,223.9600067138672,0.014072610245280615,0.0714413266670495
160,160,160,160,2019-09-24,236.1999969482422,236.1199951171875,224.57000732421875,0.00033881853595230105,0.05178781335315574
161,161,161,161,2019-09-25,235.8999938964844,238.6999969482422,230.0,-0.0117302182134712,0.025652147376019174
162,162,162,162,2019-09-26,230.22000122070312,235.1699981689453,233.0,-0.021048590325225658,-0.011931325233033752
163,163,163,163,2019-09-27,230.22000122070312,235.6199951171875,235.9600067138672,-0.02291823278325189,-0.024326179563660455
164,164,164,164,2019-09-30,232.82000732421875,238.7899932861328,232.3099975585937,-0.025000988859530837,0.002195384490486285
165,165,165,165,2019-10-01,227.1999969482422,239.9600067138672,236.6300048828125,-0.05317556846395777,-0.03985127726824156
166,166,166,166,2019-10-02,221.259994506836,236.1999969482422,236.1199951171875,-0.06325149294849464,-0.06293410519077991
167,167,167,167,2019-10-03,222.5,235.8999938964844,238.6999969482422,-0.05680370599061768,-0.06786760433748507
168,168,168,168,2019-10-04,224.0,230.22000122070312,235.1699981689453,-0.027017640464436665,-0.04749754754397206
169,169,169,169,2019-10-07,226.9900054931641,230.22000122070312,235.6199951171875,-0.014030039572637154,-0.03662672864300509
170,170,170,170,2019-10-08,221.94000244140625,232.82000732421875,238.7899932861328,-0.04673139996796449,-0.07056405761750606
171,171,171,171,2019-10-09,222.1300048828125,227.1999969482422,239.9600067138672,-0.022315106221522885,-0.07430405622681746
172,172,172,172,2019-10-10,223.0,221.259994506836,236.1999969482422,0.00786407636428943,-0.0558848311549075
173,173,173,173,2019-10-11,223.2100067138672,222.5,235.8999938964844,0.003191041410639084,-0.05379392755807244
174,174,174,174,2019-10-14,225.759994506836,224.0,230.22000122070312,0.007857118334089197,-0.019372802928584343
175,175,175,175,2019-10-15,226.0599975585937,226.9900054931641,230.22000122070312,-0.004097131644848595,-0.018069688298374187
176,176,176,176,2019-10-16,227.72000122070312,221.94000244140625,232.82000732421875,0.026043068918244483,-0.021905360119731876
177,177,177,177,2019-10-17,225.6000061035156,222.1300048828125,227.1999969482422,0.015621488067466327,-0.007042213319620294
178,178,178,178,2019-10-18,220.0599975585937,223.0,221.259994506836,-0.013183867450252462,-0.00542347002636856
179,179,179,179,2019-10-21,223.509994506836,223.2100067138672,222.5,0.0013439710763207824,0.004539301154319109
180,180,180,180,2019-10-22,281.8699951171875,225.759994506836,224.0,0.24853827948092233,0.25834819248744423
181,181,181,181,2019-10-23,278.82000732421875,226.0599975585937,226.9900054931641,0.23338941137495994,0.22833605258719447
182,182,182,182,2019-10-24,285.67999267578125,227.72000122070312,221.94000244140625,0.25452305965387767,0.28719469015597054
183,183,183,183,2019-10-25,288.0400085449219,225.6000061035156,222.1300048828125,0.2767730529792449,0.29671814799122265
184,184,184,184,2019-10-28,295.5400085449219,220.0599975585937,223.0,0.3429974180847235,0.3252915181386631
185,185,185,185,2019-10-29,297.5,223.509994506836,223.2100067138672,0.33103667536845216,0.3328255501616697
186,186,186,186,2019-10-30,299.8900146484375,281.8699951171875,225.759994506836,0.06393025097885352,0.32835764504484355
187,187,187,187,2019-10-31,298.7099914550781,278.82000732421875,226.0599975585937,0.0713362872404304,0.3213748327041095
188,188,188,188,2019-11-01,299.20001220703125,285.67999267578125,227.72000122070312,0.047325748662399025,0.31389430266624085
189,189,189,189,2019-11-04,293.42999267578125,288.0400085449219,225.6000061035156,0.01871262314595712,0.3006648259625586
190,190,190,190,2019-11-05,292.17999267578125,295.5400085449219,220.0599975585937,-0.011369072788768975,0.32772878268338945
191,191,191,191,2019-11-06,289.0,297.5,223.509994506836,-0.02857142857142858,0.29300705607221067
192,192,192,192,2019-11-07,286.8699951171875,299.8900146484375,281.8699951171875,-0.04341598217771081,0.01773867416402819
193,193,193,193,2019-11-08,293.25,298.7099914550781,278.82000732421875,-0.018278569888075635,0.0517537920404747
194,194,194,194,2019-11-11,294.1400146484375,299.20001220703125,285.67999267578125,-0.016911755856121036,0.029613631299191256
195,195,195,195,2019-11-12,291.3999938964844,293.42999267578125,288.0400085449219,-0.00691817070499634,0.011664995319698779
196,196,196,196,2019-11-13,281.8900146484375,292.17999267578125,295.5400085449219,-0.03521794197168748,-0.046186619414709806
197,197,197,197,2019-11-14,275.1499938964844,289.0,297.5,-0.04792389655195717,-0.07512607093618695
198,198,198,198,2019-11-15,282.2699890136719,286.8699951171875,299.8900146484375,-0.016035159416503353,-0.05875495939877051
199,199,199,199,2019-11-18,282.6199951171875,293.25,298.7099914550781,-0.03624895100703329,-0.05386494191075741
200,200,200,200,2019-11-19,285.42999267578125,294.1400146484375,299.20001220703125,-0.02961182273369589,-0.04602279067328996
201,201,201,201,2019-11-20,285.3999938964844,291.3999938964844,293.42999267578125,-0.020590254377738315,-0.027365978188090168
202,202,202,202,2019-11-21,288.4599914550781,281.8900146484375,292.17999267578125,0.023306880220054893,-0.012731882106763681
203,203,203,203,2019-11-22,299.0799865722656,275.1499938964844,289.0,0.08697071854118987,0.03487884627081539
204,204,204,204,2019-11-25,302.6099853515625,282.2699890136719,286.8699951171875,0.072058657064338,0.054868025594468905
205,205,205,205,2019-11-26,302.989990234375,282.6199951171875,293.25,0.0720755624836138,0.03321394794330779
206,206,206,206,2019-11-27,303.3500061035156,285.42999267578125,294.1400146484375,0.0627825172111105,0.031311589706984
207,207,207,207,2019-11-29,299.8099975585937,285.3999938964844,291.3999938964844,0.05049055350483256,0.028860685786756823
208,208,208,208,2019-12-02,292.3900146484375,288.4599914550781,281.8900146484375,0.013624153469377731,0.03724857020244299
209,209,209,209,2019-12-03,290.70001220703125,299.0799865722656,275.1499938964844,-0.028019174607022856,0.05651469618566307
210,210,210,210,2019-12-04,289.5199890136719,302.6099853515625,282.2699890136719,-0.04325698744766504,0.025684629192545216
211,211,211,211,2019-12-05,299.3900146484375,302.989990234375,282.6199951171875,-0.011881500056001082,0.05933769662792732
212,212,212,212,2019-12-06,300.260009765625,303.3500061035156,285.42999267578125,-0.010186241225379034,0.05195675812068257
213,213,213,213,2019-12-09,295.54998779296875,299.8099975585937,285.3999938964844,-0.014209031721139964,0.035564099907324564
214,214,214,214,2019-12-10,297.20001220703125,292.3900146484375,288.4599914550781,0.016450621832545087,0.030298901098436026
215,215,215,215,2019-12-11,292.2300109863281,290.70001220703125,299.0799865722656,0.005263153474542204,-0.022903490348667566
216,216,216,216,2019-12-12,293.8500061035156,289.5199890136719,302.6099853515625,0.014955848487681722,-0.02894808391028414
217,217,217,217,2019-12-13,296.8299865722656,299.3900146484375,302.989990234375,-0.008550813156470882,-0.020330716725474485
218,218,218,218,2019-12-16,301.3999938964844,300.260009765625,303.3500061035156,0.003796656543604282,-0.006428258341177773
219,219,219,219,2019-12-17,297.1099853515625,295.54998779296875,299.8099975585937,0.00527828666224317,-0.009005744401513915
220,220,220,220,2019-12-18,296.6099853515625,297.20001220703125,292.3900146484375,-0.0019852854348395566,0.014432677217787404
221,221,221,221,2019-12-19,297.5799865722656,292.2300109863281,290.70001220703125,0.018307413286815954,0.023666921487208503
222,222,222,222,2019-12-20,301.04998779296875,293.8500061035156,289.5199890136719,0.024502234268856116,0.03982453445987244
223,223,223,223,2019-12-23,301.5599975585937,296.8299865722656,299.3900146484375,0.015935084729643778,0.007248013641017126
224,224,224,224,2019-12-24,304.07000732421875,301.3999938964844,300.260009765625,0.008858704319189226,0.012688994320514846
225,225,225,225,2019-12-26,301.7900085449219,297.1099853515625,295.54998779296875,0.015751820618959078,0.02111324990588126
226,226,226,226,2019-12-27,300.0899963378906,296.6099853515625,297.20001220703125,0.011732615751972597,0.009724037725968193
227,227,227,227,2019-12-30,296.010009765625,297.5799865722656,292.2300109863281,-0.005275814495204201,0.012935012275223645
228,228,228,228,2019-12-31,296.7300109863281,301.04998779296875,293.8500061035156,-0.014349699325055143,0.009800935249250742
229,229,229,229,2020-01-02,294.239990234375,301.5599975585937,296.8299865722656,-0.024273800847197546,-0.008725521190764418
230,230,230,230,2020-01-03,290.8500061035156,304.07000732421875,301.3999938964844,-0.043476833960171324,-0.035003278057769704
231,231,231,231,2020-01-06,290.82000732421875,301.7900085449219,297.1099853515625,-0.0363497826637631,-0.021170537300861825
232,232,232,232,2020-01-07,290.0899963378906,300.0899963378906,296.6099853515625,-0.0333233367390906,-0.02198169089265134
233,233,233,233,2020-01-08,292.6600036621094,296.010009765625,297.5799865722656,-0.011317205476153003,-0.016533312494660835
234,234,234,234,2020-01-09,294.29998779296875,296.7300109863281,301.04998779296875,-0.00818934082630196,-0.02242152557282928
235,235,235,235,2020-01-10,296.510009765625,294.239990234375,301.5599975585937,0.007714857281778231,-0.01674621247464192
236,236,236,236,2020-01-13,293.8999938964844,290.8500061035156,304.07000732421875,0.010486462881088121,-0.03344628928459381
237,237,237,237,2020-01-14,298.9700012207031,290.82000732421875,301.7900085449219,0.028024185720477046,-0.009344270003554422
238,238,238,238,2020-01-15,293.0899963378906,290.0899963378906,300.0899963378906,0.010341618249068096,-0.023326335717363422
239,239,239,239,2020-01-16,286.1400146484375,292.6600036621094,296.010009765625,-0.02227837399058985,-0.033343450530616714
240,240,240,240,2020-01-17,285.5,294.29998779296875,296.7300109863281,-0.029901420856188632,-0.03784588875590866
241,241,241,241,2020-01-21,287.19000244140625,296.510009765625,294.239990234375,-0.031432353098587495,-0.023959991934995428
242,242,242,242,2020-01-22,288.1000061035156,293.8999938964844,290.8500061035156,-0.019734562481861007,-0.009455045357713576
243,243,243,243,2020-01-23,284.2099914550781,298.9700012207031,290.82000732421875,-0.04936953441937131,-0.022728889700396326
244,244,244,244,2020-01-24,278.1400146484375,293.0899963378906,290.0899963378906,-0.051008160893413645,-0.04119404957189232
