,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,WMT,WMT_6m,WMT_12m,WMT_6m_ret,WMT_12m_ret
0,0,0,0,2019-02-05,87.97520446777344,,,,
1,1,1,1,2019-02-06,88.01202392578125,,,,
2,2,2,2,2019-02-07,89.01506805419922,,,,
3,3,3,3,2019-02-08,87.95681762695312,,,,
4,4,4,4,2019-02-11,88.52735900878906,,,,
5,5,5,5,2019-02-12,89.23594665527344,,,,
6,6,6,6,2019-02-13,90.12857818603516,87.97520446777344,,0.024477052725129234,
7,7,7,7,2019-02-14,90.6623077392578,88.01202392578125,,0.030112747045920374,
8,8,8,8,2019-02-15,92.01505279541016,89.01506805419922,,0.033701987840803804,
9,9,9,9,2019-02-19,94.04879760742188,87.95681762695312,,0.0692610322295466,
10,10,10,10,2019-02-20,91.91383361816406,88.52735900878906,,0.03825342410857169,
11,11,11,11,2019-02-21,91.46292877197266,89.23594665527344,,0.024956110179480184,
12,12,12,12,2019-02-22,91.6101531982422,90.12857818603516,87.97520446777344,0.016438459831785046,0.04131787760493699
13,13,13,13,2019-02-25,91.21446990966795,90.6623077392578,88.01202392578125,0.006090316738882828,0.03638645995219081
14,14,14,14,2019-02-26,90.81876373291016,92.01505279541016,89.01506805419922,-0.0130010147922196,0.020262813006138636
15,15,15,15,2019-02-27,90.28501892089844,94.04879760742188,87.95681762695312,-0.040019423770138896,0.026469821859856246
16,16,16,16,2019-02-28,91.09483337402344,91.91383361816406,88.52735900878906,-0.008910522082486327,0.029002044045835396
17,17,17,17,2019-03-01,90.119384765625,91.46292877197266,89.23594665527344,-0.014689492501352763,0.009900025084782937
18,18,18,18,2019-03-04,90.04574584960938,91.6101531982422,90.12857818603516,-0.017076790006534392,-0.0009190463013274419
19,19,19,19,2019-03-05,90.49666595458984,91.21446990966795,90.6623077392578,-0.0078694088316138,-0.001827019285063125
20,20,20,20,2019-03-06,90.42306518554688,90.81876373291016,92.01505279541016,-0.00435701314462944,-0.017301382344505845
21,21,21,21,2019-03-07,89.67766571044922,90.28501892089844,94.04879760742188,-0.006727065217556616,-0.04647727571402471
22,22,22,22,2019-03-08,89.80647277832031,91.09483337402344,91.91383361816406,-0.014143069897425309,-0.022927569843276485
23,23,23,23,2019-03-11,90.6255111694336,90.119384765625,91.46292877197266,0.00561617686499849,-0.009155814424299025
24,24,24,24,2019-03-12,90.52429962158205,90.04574584960938,91.6101531982422,0.005314562808685475,-0.011852982870909412
25,25,25,25,2019-03-13,91.1316375732422,90.49666595458984,91.21446990966795,0.007016519470131488,-0.0009081052217677632
26,26,26,26,2019-03-14,90.87258911132812,90.42306518554688,90.81876373291016,0.004971341381303951,0.0005926680369296999
27,27,27,27,2019-03-15,91.0576171875,89.67766571044922,90.28501892089844,0.015387905852794592,0.008557325189004539
28,28,28,28,2019-03-18,92.2048797607422,89.80647277832031,91.09483337402344,0.026706393294636532,0.012185613010136986
29,29,29,29,2019-03-19,92.38063049316406,90.6255111694336,90.119384765625,0.019366724679203084,0.02509166849529576
30,30,30,30,2019-03-20,91.26116943359376,90.52429962158205,90.04574584960938,0.00814002223813981,0.013497845706273992
31,31,31,31,2019-03-21,91.64974975585938,91.1316375732422,90.49666595458984,0.005685316278891239,0.012741726881387416
32,32,32,32,2019-03-22,90.92809295654295,90.87258911132812,90.42306518554688,0.0006107875406391461,0.005585165355319166
33,33,33,33,2019-03-25,90.82632446289062,91.0576171875,89.67766571044922,-0.002540070032066799,0.012808749462214886
34,34,34,34,2019-03-26,90.9651107788086,92.2048797607422,89.80647277832031,-0.013445806611869338,0.012901497683226903
35,35,35,35,2019-03-27,89.93814849853516,92.38063049316406,90.6255111694336,-0.02643933021013145,-0.007584648759810464
36,36,36,36,2019-03-28,89.8641128540039,91.26116943359376,90.52429962158205,-0.015308335278416796,-0.0072929232298720725
37,37,37,37,2019-03-29,90.23419952392578,91.64974975585938,91.1316375732422,-0.015445216552193552,-0.009847711214397425
38,38,38,38,2019-04-01,90.50251007080078,90.92809295654295,90.87258911132812,-0.004680433427165065,-0.00407250463694786
39,39,39,39,2019-04-02,89.6883316040039,90.82632446289062,91.0576171875,-0.01252932853571187,-0.01503757319584309
40,40,40,40,2019-04-03,89.91962432861328,90.9651107788086,92.2048797607422,-0.011493268586651006,-0.02478453893176602
41,41,41,41,2019-04-04,90.77080535888672,89.93814849853516,92.38063049316406,0.009258105423030072,-0.01742600289350127
42,42,42,42,2019-04-05,91.43694305419922,89.8641128540039,91.26116943359376,0.017502317112400467,0.0019260504954776714
43,43,43,43,2019-04-08,91.80703735351562,90.23419952392578,91.64974975585938,0.017430617635975088,0.0017161814197554914
44,44,44,44,2019-04-09,91.30743408203124,90.50251007080078,90.92809295654295,0.008893941290697427,0.004171880363416092
45,45,45,45,2019-04-10,92.14935302734376,89.6883316040039,90.82632446289062,0.027439705693332206,0.014566576070065507
46,46,46,46,2019-04-11,93.25957489013672,89.91962432861328,90.9651107788086,0.037143733489338304,0.025223561997383293
