,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,AIZ,AIZ_6m,AIZ_12m,AIZ_6m_ret,AIZ_12m_ret
64,64,64,64,2019-05-08,87.37483978271484,86.27597045898438,83.54236602783203,0.012736678798100254,0.045874613529691466
65,65,65,65,2019-05-09,86.83903503417969,85.48587036132812,84.51409912109375,0.015829103302476222,0.027509444427192165
66,66,66,66,2019-05-10,88.27392578125,85.74922180175781,84.32341003417969,0.029442879205702877,0.04684957291775804
67,67,67,67,2019-05-13,85.97627258300781,85.8945541381836,83.83299255371094,0.0009513809768748605,0.025566068489368377
68,68,68,68,2019-05-14,86.97525024414062,85.33145904541016,84.92278289794922,0.019263601221862547,0.024168630326891538
69,69,69,69,2019-05-15,86.86627960205078,87.34760284423828,85.68565368652344,-0.005510434476900472,0.013778571613010104
70,70,70,70,2019-05-16,87.37483978271484,87.37483978271484,86.27597045898438,0.0,0.012736678798100254
71,71,71,71,2019-05-17,86.03983306884766,86.83903503417969,85.48587036132812,-0.0092032570953543,0.006480166899840434
72,72,72,72,2019-05-20,87.25679016113281,88.27392578125,85.74922180175781,-0.011522492186851752,0.017581131673245043
73,73,73,73,2019-05-21,90.49895477294922,85.97627258300781,85.8945541381836,0.05260384120019723,0.053605268470900524
74,74,74,74,2019-05-22,91.05292510986328,86.97525024414062,85.33145904541016,0.04688316336287124,0.06704990314777559
75,75,75,75,2019-05-23,91.00753784179688,86.86627960205078,87.34760284423828,0.047673945041941446,0.04190080641463201
76,76,76,76,2019-05-24,92.1404266357422,87.37483978271484,87.37483978271484,0.054541866570267716,0.054541866570267716
77,77,77,77,2019-05-28,91.9759750366211,86.03983306884766,86.83903503417969,0.06899295077692025,0.0591547338177989
78,78,78,78,2019-05-29,92.17697143554688,87.25679016113281,88.27392578125,0.05638737415538908,0.044215158890394735
79,79,79,79,2019-05-30,92.09474182128906,90.49895477294922,85.97627258300781,0.017633209713233455,0.07116462547703528
80,80,80,80,2019-05-31,91.32727813720705,91.05292510986328,86.97525024414062,0.0030131160203006324,0.050037543793783
81,81,81,81,2019-06-03,92.79822540283205,91.00753784179688,86.86627960205078,0.019676255434445622,0.06828824519660004
82,82,82,82,2019-06-04,94.7534408569336,92.1404266357422,87.37483978271484,0.02835904191676253,0.08444766356731503
83,83,83,83,2019-06-05,95.03665924072266,91.9759750366211,86.03983306884766,0.03327699655135952,0.10456582551335125
84,84,84,84,2019-06-06,95.36557006835938,92.17697143554688,87.25679016113281,0.03459213926378646,0.09293007331867797
85,85,85,85,2019-06-07,95.32903289794922,92.09474182128906,90.49895477294922,0.03511917198200454,0.0533716454197517
86,86,86,86,2019-06-10,94.5341567993164,91.32727813720705,91.05292510986328,0.03511413815805886,0.03823305715058267
87,87,87,87,2019-06-11,95.01837921142578,92.79822540283205,91.00753784179688,0.023924528717614635,0.044071529290256706
88,88,88,88,2019-06-12,95.00924682617188,94.7534408569336,92.1404266357422,0.002699701107683472,0.03113530396132136
89,89,89,89,2019-06-13,95.97771453857422,95.03665924072266,91.9759750366211,0.009902024180668212,0.04350853035653923
90,90,90,90,2019-06-14,96.95531463623048,95.36557006835938,92.17697143554688,0.016670005398505605,0.05183879581056505
91,91,91,91,2019-06-17,97.54916381835938,95.32903289794922,92.09474182128906,0.023289137138177374,0.05922620433264991
92,92,92,92,2019-06-18,98.11561584472656,94.5341567993164,91.32727813720705,0.03788534395047405,0.07432979331017564
93,93,93,93,2019-06-19,98.31663513183594,95.01837921142578,92.79822540283205,0.034711767847262376,0.05946675925157807
94,94,94,94,2019-06-20,98.4079818725586,95.00924682617188,94.7534408569336,0.03577267644911464,0.038568953091032476
95,95,95,95,2019-06-21,97.65880584716795,95.97771453857422,95.03665924072266,0.01751543383457088,0.027590896264604092
96,96,96,96,2019-06-24,96.7451629638672,96.95531463623048,95.36557006835938,-0.0021675106016803003,0.014466362383393827
97,97,97,97,2019-06-25,96.85481262207033,97.54916381835938,95.32903289794922,-0.007117961539700679,0.016005404416034263
98,98,98,98,2019-06-26,93.87635803222656,98.11561584472656,94.5341567993164,-0.0432067594541613,-0.006958318446593448
99,99,99,99,2019-06-27,95.34730529785156,98.31663513183594,95.01837921142578,-0.03020170320111859,0.0034617101360348013
100,100,100,100,2019-06-28,97.19286346435548,98.4079818725586,95.00924682617188,-0.012347762702589749,0.022983201226494776
101,101,101,101,2019-07-01,99.5774383544922,97.65880584716795,95.97771453857422,0.019646282694945283,0.037505829694154835
102,102,102,102,2019-07-02,99.42211151123048,96.7451629638672,96.95531463623048,0.027670102208242398,0.02544261636667633
103,103,103,103,2019-07-03,100.4454116821289,96.85481262207033,97.54916381835938,0.03707197363613912,0.029690135213895408
104,104,104,104,2019-07-05,100.60986328125,93.87635803222656,98.11561584472656,0.07172738046262839,0.025421513334541235
105,105,105,105,2019-07-08,100.93877410888672,95.34730529785156,98.31663513183594,0.05864317605587477,0.0266703490567457
106,106,106,106,2019-07-09,101.12152099609376,97.19286346435548,98.4079818725586,0.040421255138543,0.02757438036936155
107,107,107,107,2019-07-10,100.50936126708984,99.5774383544922,97.65880584716795,0.00935877572266941,0.029188923571141112
108,108,108,108,2019-07-11,100.59159088134766,99.42211151123048,96.7451629638672,0.011762769391445493,0.03975834863100114
109,109,109,109,2019-07-12,101.9529037475586,100.4454116821289,96.85481262207033,0.015008072944141304,0.052636425464794856
110,110,110,110,2019-07-15,102.52848815917967,100.60986328125,93.87635803222656,0.019069948167668604,0.09216516605792213
111,111,111,111,2019-07-16,102.38231658935548,100.93877410888672,95.34730529785156,0.014301169131611946,0.07378301116667685
112,112,112,112,2019-07-17,102.05341339111328,101.12152099609376,97.19286346435548,0.009215569404415147,0.050009329425100724
113,113,113,113,2019-07-18,102.30921936035156,100.50936126708984,99.5774383544922,0.01790736773740753,0.027433734498514717
114,114,114,114,2019-07-19,101.56005096435548,100.59159088134766,99.42211151123048,0.009627644562756332,0.021503661716976374
115,115,115,115,2019-07-22,101.90723419189452,101.9529037475586,100.4454116821289,-0.00044794757172539335,0.014553402542584193
116,116,116,116,2019-07-23,102.78433227539062,102.52848815917967,100.60986328125,0.002495346618334393,0.021612880916675126
117,117,117,117,2019-07-24,103.9720458984375,102.38231658935548,100.93877410888672,0.015527381700672471,0.03005061054415692
118,118,118,118,2019-07-25,103.5700454711914,102.05341339111328,101.12152099609376,0.014861159756271336,0.02421368320985029
119,119,119,119,2019-07-26,104.53849792480467,102.30921936035156,100.50936126708984,0.021789615622040737,0.04008717801924888
120,120,120,120,2019-07-29,103.6248779296875,101.56005096435548,100.59159088134766,0.0203310942218482,0.030154479333344586
121,121,121,121,2019-07-30,104.71208953857422,101.90723419189452,101.9529037475586,0.027523613695550564,0.027063336987904973
122,122,122,122,2019-07-31,103.5700454711914,102.78433227539062,102.52848815917967,0.007644289537199311,0.010158711307579837
123,123,123,123,2019-08-01,102.09909057617188,103.9720458984375,102.38231658935548,-0.01801402777141825,-0.002766356755919075
124,124,124,124,2019-08-02,101.4869613647461,103.5700454711914,102.05341339111328,-0.020112804787989935,-0.005550544636819699
125,125,125,125,2019-08-05,98.80084991455078,104.53849792480467,102.30921936035156,-0.054885502701416566,-0.034291821086462115
126,126,126,126,2019-08-06,100.16216278076172,103.6248779296875,101.56005096435548,-0.03341586709781541,-0.013764154018437669
127,127,127,127,2019-08-07,107.70883178710938,104.71208953857422,101.90723419189452,0.028618875449249792,0.05693018401706662
128,128,128,128,2019-08-08,109.14323425292967,103.5700454711914,102.78433227539062,0.053810817175787395,0.06186645217971165
129,129,129,129,2019-08-09,109.49040985107422,102.09909057617188,103.9720458984375,0.07239358581150124,0.053075457974802065
130,130,130,130,2019-08-12,110.3309555053711,101.4869613647461,103.5700454711914,0.08714414168771412,0.06527862378954219
131,131,131,131,2019-08-13,111.9480972290039,98.80084991455078,104.53849792480467,0.13306816010007694,0.07087914453801525
132,132,132,132,2019-08-14,110.0203094482422,100.16216278076172,103.6248779296875,0.09842186304481393,0.06171714405197348
133,133,133,133,2019-08-15,110.5685043334961,107.70883178710938,104.71208953857422,0.026550028432570594,0.05592873583870617
134,134,134,134,2019-08-16,113.775390625,109.14323425292967,103.5700454711914,0.042441076662028454,0.09853568285481984
135,135,135,135,2019-08-19,113.09929656982422,109.49040985107422,102.09909057617188,0.03296075632248252,0.10774048947522741
136,136,136,136,2019-08-20,112.12171173095705,110.3309555053711,101.4869613647461,0.016230768757357295,0.10478932685736297
137,137,137,137,2019-08-21,112.98966979980467,111.9480972290039,98.80084991455078,0.009304066764708852,0.14361030191061386
138,138,138,138,2019-08-22,113.07188415527344,110.0203094482422,100.16216278076172,0.027736467224415584,0.128888205047738
139,139,139,139,2019-08-23,109.64740753173828,110.5685043334961,107.70883178710938,-0.008330553147210984,0.017998298862442086
140,140,140,140,2019-08-26,111.88755798339844,113.775390625,109.14323425292967,-0.01659262720374921,0.025144240495100556
141,141,141,141,2019-08-27,110.96025848388672,113.09929656982422,109.49040985107422,-0.018912921218894763,0.013424450915945574
142,142,142,142,2019-08-28,111.13472747802734,112.12171173095705,110.3309555053711,-0.008802793301069367,0.007285099353799396
143,143,143,143,2019-08-29,111.9518051147461,112.98966979980467,111.9480972290039,-0.00918548294633903,3.312147177103597e-05
144,144,144,144,2019-08-30,112.92501068115234,113.07188415527344,110.0203094482422,-0.0012989389468331947,0.026401500300057057
145,145,145,145,2019-09-03,113.11780548095705,109.64740753173828,110.5685043334961,0.031650524415857584,0.023056304892863144
146,146,146,146,2019-09-04,113.65947723388672,111.88755798339844,113.775390625,0.015836606700730727,-0.0010187914141760457
147,147,147,147,2019-09-05,113.70537567138672,110.96025848388672,113.09929656982422,0.024739643048854676,0.005358822909993233
148,148,148,148,2019-09-06,114.21949768066406,111.13472747802734,112.12171173095705,0.027757032141430438,0.018709899423768883
149,149,149,149,2019-09-09,114.43064880371094,111.9518051147461,112.98966979980467,0.022142060920090856,0.012753192450773554
150,150,150,150,2019-09-10,113.61355590820312,112.92501068115234,113.07188415527344,0.006097366941987037,0.0047905078877596985
151,151,151,151,2019-09-11,114.24703216552734,113.11780548095705,109.64740753173828,0.009982749221212561,0.041949232885033494
152,152,152,152,2019-09-12,115.31202697753906,113.65947723388672,111.88755798339844,0.01453948041879305,0.030606343152549176
153,153,153,153,2019-09-13,114.76116943359376,113.70537567138672,110.96025848388672,0.009285346061898903,0.03425470525791008
154,154,154,154,2019-09-16,115.31202697753906,114.21949768066406,111.13472747802734,0.009565173364091573,0.03758770633002739
155,155,155,155,2019-09-17,116.6249008178711,114.43064880371094,111.9518051147461,0.019175387338090433,0.041742030852787604
156,156,156,156,2019-09-18,117.05640411376952,113.61355590820312,112.92501068115234,0.030303146293107153,0.036585282637539907
157,157,157,157,2019-09-19,115.89044189453124,114.24703216552734,113.11780548095705,0.014384703898678408,0.024511052011532808
158,158,158,158,2019-09-20,116.26683807373048,115.31202697753906,113.65947723388672,0.008280238594517098,0.022940109380217955
159,159,159,159,2019-09-23,115.5323486328125,114.76116943359376,113.70537567138672,0.006719861805390304,0.016067604109640365
160,160,160,160,2019-09-24,116.23929595947266,115.31202697753906,114.21949768066406,0.008041390011418459,0.017683480665057427
161,161,161,161,2019-09-25,116.32193756103516,116.6249008178711,114.43064880371094,-0.0025977578948518376,0.01652781642939427
162,162,162,162,2019-09-26,116.41371154785156,117.05640411376952,113.61355590820312,-0.005490451981536304,0.02464631634195924
163,163,163,163,2019-09-27,115.1926727294922,115.89044189453124,114.24703216552734,-0.006020937996543796,0.008277156491862003
164,164,164,164,2019-09-30,115.51399993896484,116.26683807373048,115.31202697753906,-0.006475089090220432,0.001751534221708928
165,165,165,165,2019-10-01,113.66864776611328,115.5323486328125,114.76116943359376,-0.01613142023644365,-0.009519959345766882
166,166,166,166,2019-10-02,112.03445434570312,116.23929595947266,115.31202697753906,-0.03617401137078091,-0.028423510693072473
167,167,167,167,2019-10-03,113.56765747070312,116.32193756103516,116.6249008178711,-0.02367807954442669,-0.026214327521207115
168,168,168,168,2019-10-04,116.40453338623048,116.41371154785156,117.05640411376952,-7.884089854237608e-05,-0.005568860007910903
169,169,169,169,2019-10-07,115.09169006347656,115.1926727294922,115.89044189453124,-0.0008766414010792367,-0.006892301194101891
170,170,170,170,2019-10-08,113.21876525878906,115.51399993896484,116.26683807373048,-0.01986975328867957,-0.026216183956155104
171,171,171,171,2019-10-09,114.57755279541016,113.66864776611328,115.5323486328125,0.007996092565181634,-0.00826431600068045
172,172,172,172,2019-10-10,115.2569351196289,112.03445434570312,116.23929595947266,0.028763301367829452,-0.00845119399369254
173,173,173,173,2019-10-11,115.47727966308594,113.56765747070312,116.32193756103516,0.016814841786055412,-0.0072613809197084045
174,174,174,174,2019-10-14,115.41302490234376,116.40453338623048,116.41371154785156,-0.008517782383929084,-0.008595951732854656
175,175,175,175,2019-10-15,115.1834945678711,115.09169006347656,115.1926727294922,0.0007976640567524118,-7.967660966301526e-05
176,176,176,176,2019-10-16,115.17431640625,113.21876525878906,115.51399993896484,0.017272323567484982,-0.0029406265292027944
177,177,177,177,2019-10-17,115.62417602539062,114.57755279541016,113.66864776611328,0.009134627197434853,0.017203761087235536
178,178,178,178,2019-10-18,115.37628936767578,115.2569351196289,112.03445434570312,0.0010355493829763418,0.029828636569789513
179,179,179,179,2019-10-21,117.11149597167967,115.47727966308594,113.56765747070312,0.014151842798528769,0.03120464558222258
180,180,180,180,2019-10-22,115.89959716796876,115.41302490234376,116.40453338623048,0.00421592160881934,-0.004337771077921326
181,181,181,181,2019-10-23,116.16584777832033,115.1834945678711,115.09169006347656,0.008528593563988274,0.009333060573281537
182,182,182,182,2019-10-24,116.009765625,115.17431640625,113.21876525878906,0.007253780572077817,0.024651393784691278
183,183,183,183,2019-10-25,115.28449249267578,115.62417602539062,114.57755279541016,-0.0029378244619036042,0.006169966804300042
184,184,184,184,2019-10-28,115.0457763671875,115.37628936767578,115.2569351196289,-0.0028646527141726885,-0.0018320698205469554
185,185,185,185,2019-10-29,116.0281219482422,117.11149597167967,115.47727966308594,-0.009250791431265282,0.004770135621166238
186,186,186,186,2019-10-30,115.5599136352539,115.89959716796876,115.41302490234376,-0.002930843083281509,0.0012727223208510718
187,187,187,187,2019-10-31,115.74353790283205,116.16584777832033,115.1834945678711,-0.0036354047559156166,0.004862183918468821
188,188,188,188,2019-11-01,117.23999786376952,116.009765625,115.17431640625,0.010604557574456441,0.017935261280243475
189,189,189,189,2019-11-04,116.25764465332033,115.28449249267578,115.62417602539062,0.008441310184944095,0.005478686635488783
190,190,190,190,2019-11-05,115.8445281982422,115.0457763671875,115.37628936767578,0.006942904435755626,0.0040583627115469145
191,191,191,191,2019-11-06,117.1023178100586,116.0281219482422,117.11149597167967,0.009258064715514047,-7.837114149156221e-05
192,192,192,192,2019-11-07,117.03803253173828,115.5599136352539,115.89959716796876,0.012790931128157546,0.009822599832850276
193,193,193,193,2019-11-08,119.41590881347656,115.74353790283205,116.16584777832033,0.03172851786963271,0.02797776710895561
194,194,194,194,2019-11-11,118.50698852539062,117.23999786376952,116.009765625,0.010806812390881548,0.021525971429533497
195,195,195,195,2019-11-12,119.9116668701172,116.25764465332033,115.28449249267578,0.03143038230039119,0.04013700609156423
196,196,196,196,2019-11-13,120.54510498046876,115.8445281982422,115.0457763671875,0.04057659740460573,0.04780122127846975
197,197,197,197,2019-11-14,121.20616912841795,117.1023178100586,116.0281219482422,0.0350450050443567,0.04462751868452708
198,198,198,198,2019-11-15,121.27043914794922,117.03803253173828,115.5599136352539,0.03616266033063398,0.04941614555649165
199,199,199,199,2019-11-18,121.80290985107422,119.41590881347656,115.74353790283205,0.01998897015745249,0.05235170842392156
200,200,200,200,2019-11-19,121.44485473632812,118.50698852539062,117.23999786376952,0.024790657897006962,0.03586537827682812
201,201,201,201,2019-11-20,121.61012268066406,119.9116668701172,116.25764465332033,0.014164224840494954,0.04603979414261139
202,202,202,202,2019-11-21,121.45401000976562,120.54510498046876,115.8445281982422,0.007539958005297054,0.04842250125033121
203,203,203,203,2019-11-22,121.60163116455078,121.20616912841795,117.1023178100586,0.0032627220130505563,0.0384220691668129
204,204,204,204,2019-11-25,121.99832153320312,121.27043914794922,117.03803253173828,0.006002141909999148,0.04238185565978059
205,205,205,205,2019-11-26,123.1975326538086,121.80290985107422,119.41590881347656,0.011449831571672231,0.031667672070718744
206,206,206,206,2019-11-27,122.96692657470705,121.44485473632812,118.50698852539062,0.012533028605316687,0.037634388526891493
207,207,207,207,2019-11-29,122.57025146484376,121.61012268066406,119.9116668701172,0.007895138685953818,0.022171192045943533
208,208,208,208,2019-12-02,121.50017547607422,121.45401000976562,120.54510498046876,0.00038010656301001866,0.00792293055582971
209,209,209,209,2019-12-03,118.53900146484376,121.60163116455078,121.20616912841795,-0.025185761657774752,-0.02200521378370046
210,210,210,210,2019-12-04,119.0924835205078,121.99832153320312,121.27043914794922,-0.023818672061848623,-0.01795949320167245
211,211,211,211,2019-12-05,120.30094909667967,123.1975326538086,121.80290985107422,-0.02351170104411482,-0.012331074489361216
212,212,212,212,2019-12-06,121.3802490234375,122.96692657470705,121.44485473632812,-0.012903287050161194,-0.0005319757105468614
213,213,213,213,2019-12-09,120.78062438964844,122.57025146484376,121.61012268066406,-0.014600827311744835,-0.0068209641823469
214,214,214,214,2019-12-10,119.95962524414062,121.50017547607422,121.45401000976562,-0.01267940746502838,-0.012304120428010878
215,215,215,215,2019-12-11,120.17180633544922,118.53900146484376,121.60163116455078,0.013774410535166481,-0.011758270143323424
216,216,216,216,2019-12-12,120.32862091064452,119.0924835205078,121.99832153320312,0.010379642388798294,-0.013686258971228438
217,217,217,217,2019-12-13,120.0610809326172,120.30094909667967,123.1975326538086,-0.001993900845035701,-0.025458721888570457
218,218,218,218,2019-12-16,120.3101577758789,121.3802490234375,122.96692657470705,-0.008816024486421714,-0.021605555841993418
219,219,219,219,2019-12-17,121.4725112915039,120.78062438964844,122.57025146484376,0.005728459389507501,-0.008956008168545804
220,220,220,220,2019-12-18,121.46327209472656,119.95962524414062,121.50017547607422,0.01253460776928672,-0.0003037310950626537
221,221,221,221,2019-12-19,121.3987045288086,120.17180633544922,118.53900146484376,0.010209534422197075,0.024124575275867866
222,222,222,222,2019-12-20,121.08503723144533,120.32862091064452,119.0924835205078,0.006286254384669787,0.016731145845946038
223,223,223,223,2019-12-23,118.0224151611328,120.0610809326172,120.30094909667967,-0.01698023835574647,-0.01894028228917577
224,224,224,224,2019-12-24,119.02792358398438,120.3101577758789,121.3802490234375,-0.010657738428729857,-0.01937980403219397
225,225,225,225,2019-12-26,119.06482696533205,121.4725112915039,120.78062438964844,-0.019820816253596774,-0.014205899605064798
226,226,226,226,2019-12-27,119.60910034179688,121.46327209472656,119.95962524414062,-0.015265287365909708,-0.0029220239862400854
227,227,227,227,2019-12-30,120.66071319580078,121.3987045288086,120.17180633544922,-0.006079070908311723,0.00406839903019196
228,228,228,228,2019-12-31,120.91902160644533,121.08503723144533,120.32862091064452,-0.0013710663909916043,0.004906569121566173
229,229,229,229,2020-01-02,122.09980010986328,118.0224151611328,120.0610809326172,0.034547547117754984,0.016980683177342693
230,230,230,230,2020-01-03,122.68096160888672,119.02792358398438,120.3101577758789,0.03069059691967846,0.019705766136757008
231,231,231,231,2020-01-06,122.79164123535156,119.06482696533205,121.4725112915039,0.03130071545902169,0.010859493475705584
232,232,232,232,2020-01-07,121.96141815185548,119.60910034179688,121.46327209472656,0.019666712677685716,0.004101207291208331
233,233,233,233,2020-01-08,122.42264556884766,120.66071319580078,121.3987045288086,0.01460236995440023,0.008434530203706325
234,234,234,234,2020-01-09,124.2030258178711,120.91902160644533,121.08503723144533,0.027158706444997627,0.02575040366437653
235,235,235,235,2020-01-10,122.17356872558594,122.09980010986328,118.0224151611328,0.0006041665560163612,0.03517258614633234
236,236,236,236,2020-01-13,122.20125579833984,122.68096160888672,119.02792358398438,-0.003910189521306506,0.026660401347893936
237,237,237,237,2020-01-14,119.9227294921875,122.79164123535156,119.06482696533205,-0.023364063826342152,0.007205339718884707
238,238,238,238,2020-01-15,120.59613800048828,121.96141815185548,119.60910034179688,-0.011194361069721825,0.0082521953251955
239,239,239,239,2020-01-16,121.37102508544922,122.42264556884766,120.66071319580078,-0.008590081340849931,0.005886853067872844
240,240,240,240,2020-01-17,123.40049743652344,124.2030258178711,120.91902160644533,-0.006461423754075546,0.020521798779968403
241,241,241,241,2020-01-21,121.3341293334961,122.17356872558594,122.09980010986328,-0.00687087559810351,-0.0062708601953340715
242,242,242,242,2020-01-22,121.1127471923828,122.20125579833984,122.68096160888672,-0.00890750752801861,-0.012782867006728149
243,243,243,243,2020-01-23,120.22714233398438,119.9227294921875,122.79164123535156,0.002538408215739585,-0.020884963142172475
