,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,VLO,VLO_6m,VLO_12m,VLO_6m_ret,VLO_12m_ret
53,53,53,53,2019-04-23,72.17467498779297,70.67971801757812,67.43394470214844,0.021151145082993095,0.07030183843736326
54,54,54,54,2019-04-24,70.1360855102539,70.0721206665039,69.30464935302734,0.0009128429843650032,0.011996830876257025
55,55,55,55,2019-04-25,72.6144027709961,70.6077651977539,68.91291809082031,0.028419502693820098,0.053712493719937804
56,56,56,56,2019-04-26,72.01480102539062,71.48715209960938,68.04150390625,0.007381031559993145,0.05839519838678431
57,57,57,57,2019-04-29,71.63105010986328,70.3839111328125,70.6957015991211,0.01771909172108188,0.013230627740934864
58,58,58,58,2019-04-30,72.4784927368164,72.8702392578125,71.1833724975586,-0.005375946682569688,0.018194139920839403
59,59,59,59,2019-05-01,71.76697540283203,72.17467498779297,70.67971801757812,-0.005648790036531404,0.015382876668855738
60,60,60,60,2019-05-02,70.55181121826172,70.1360855102539,70.0721206665039,0.005927415323842666,0.0068456691077014575
61,61,61,61,2019-05-03,70.70370483398438,72.6144027709961,70.6077651977539,-0.026312933303844432,0.0013587689110647894
62,62,62,62,2019-05-06,69.0648193359375,72.01480102539062,71.48715209960938,-0.04096354704101779,-0.03388486871454366
63,63,63,63,2019-05-07,67.44193267822266,71.63105010986328,70.3839111328125,-0.05848186540914335,-0.041799019225265965
64,64,64,64,2019-05-08,65.8749771118164,72.4784927368164,72.8702392578125,-0.09111000209370601,-0.09599614626277109
65,65,65,65,2019-05-09,65.34735107421875,71.76697540283203,72.17467498779297,-0.08945095278963022,-0.09459445317528536
66,66,66,66,2019-05-10,66.93827819824219,70.55181121826172,70.1360855102539,-0.05121814674382452,-0.045594322647850016
67,67,67,67,2019-05-13,65.08353424072266,70.70370483398438,72.6144027709961,-0.07948905374135828,-0.1037103968757207
68,68,68,68,2019-05-14,67.0640869140625,69.0648193359375,72.01480102539062,-0.028968908354675582,-0.06874578615557969
69,69,69,69,2019-05-15,67.39553833007812,67.44193267822266,71.63105010986328,-0.0006879154600429871,-0.05912955028983924
70,70,70,70,2019-05-16,69.09314727783203,65.8749771118164,72.4784927368164,0.048852695015788594,-0.04670827622308904
71,71,71,71,2019-05-17,67.67036437988281,65.34735107421875,71.76697540283203,0.035548698875730755,-0.057082118898765244
72,72,72,72,2019-05-20,66.35269927978516,66.93827819824219,70.55181121826172,-0.008748042737561912,-0.05951813094473268
73,73,73,73,2019-05-21,66.66798400878906,65.08353424072266,70.70370483398438,0.024344863667145722,-0.05707934025057637
74,74,74,74,2019-05-22,64.95419311523438,67.0640869140625,69.0648193359375,-0.03146085924545272,-0.05951838085188743
75,75,75,75,2019-05-23,60.96074295043945,67.39553833007812,67.44193267822266,-0.09547806188776853,-0.09610029651294394
76,76,76,76,2019-05-24,61.61553192138672,69.09314727783203,65.8749771118164,-0.1082251373841302,-0.06465953199801022
77,77,77,77,2019-05-28,60.70206069946289,67.67036437988281,65.34735107421875,-0.10297423021548668,-0.07108613124164642
78,78,78,78,2019-05-29,60.51612854003906,66.35269927978516,66.93827819824219,-0.08796282296120916,-0.09594136316418989
79,79,79,79,2019-05-30,58.90742874145508,66.66798400878906,65.08353424072266,-0.11640602881153395,-0.09489505404583887
80,80,80,80,2019-05-31,56.91072082519531,64.95419311523438,67.0640869140625,-0.1238329952889915,-0.15139796209971446
81,81,81,81,2019-06-03,58.20412063598633,60.96074295043945,67.39553833007812,-0.045219631209124755,-0.13638021034976633
82,82,82,82,2019-06-04,59.69965362548828,61.61553192138672,69.09314727783203,-0.031094080277402236,-0.13595405655167736
83,83,83,83,2019-06-05,59.12568283081055,60.70206069946289,67.67036437988281,-0.025969099738755497,-0.12626918189925462
84,84,84,84,2019-06-06,60.20085525512695,60.51612854003906,66.35269927978516,-0.005209739825037141,-0.09271429936434261
85,85,85,85,2019-06-07,60.41103363037109,58.90742874145508,66.66798400878906,0.025524877269984758,-0.09385240114045001
86,86,86,86,2019-06-10,61.32450866699219,56.91072082519531,64.95419311523438,0.0775563510318924,-0.055880679509062836
87,87,87,87,2019-06-11,61.72871780395508,58.20412063598633,60.96074295043945,0.06055580136691496,0.01259785915240541
88,88,88,88,2019-06-12,61.84188461303711,59.69965362548828,61.61553192138672,0.03588347431607586,0.0036736304076574466
89,89,89,89,2019-06-13,62.456275939941406,59.12568283081055,60.70206069946289,0.05633073394960064,0.028898775762550732
90,90,90,90,2019-06-14,62.05207061767578,60.20085525512695,60.51612854003906,0.03075064888536061,0.025380706180179624
91,91,91,91,2019-06-17,62.18947982788086,60.41103363037109,58.90742874145508,0.029439095652481484,0.055715402225935184
92,92,92,92,2019-06-18,62.89278411865234,61.32450866699219,56.91072082519531,0.025573387961023597,0.10511311764669595
93,93,93,93,2019-06-19,63.18381118774414,61.72871780395508,58.20412063598633,0.02357238957093366,0.08555563587844972
94,94,94,94,2019-06-20,64.46915435791016,61.84188461303711,59.69965362548828,0.04248366234814238,0.07989159807094048
95,95,95,95,2019-06-21,66.21529388427734,62.456275939941406,59.12568283081055,0.0601863926044941,0.11990747022328474
96,96,96,96,2019-06-24,65.28564453125,62.05207061767578,60.20085525512695,0.052110652898230914,0.08446373817405206
97,97,97,97,2019-06-25,65.9889144897461,62.18947982788086,60.41103363037109,0.061094491743310275,0.09233215398206296
98,98,98,98,2019-06-26,68.6566162109375,62.89278411865234,61.32450866699219,0.0916453639802497,0.11956243438916947
99,99,99,99,2019-06-27,67.84823608398438,63.18381118774414,61.72871780395508,0.07382310133810033,0.09913567781311028
100,100,100,100,2019-06-28,69.2063217163086,64.46915435791016,61.84188461303711,0.07347959509596391,0.11908493975164136
101,101,101,101,2019-07-01,68.10691833496094,66.21529388427734,62.456275939941406,0.02856778758680023,0.09047357227083541
102,102,102,102,2019-07-02,65.23712921142578,65.28564453125,62.05207061767578,-0.0007431238547548347,0.051328804374220605
103,103,103,103,2019-07-03,66.2718734741211,65.9889144897461,62.18947982788086,0.0042879775574875545,0.06564444111027945
104,104,104,104,2019-07-05,66.15870666503906,68.6566162109375,62.89278411865234,-0.03638264866162311,0.0519284142394667
105,105,105,105,2019-07-08,65.77068328857422,67.84823608398438,63.18381118774414,-0.030620586699387498,0.0409420079637719
106,106,106,106,2019-07-09,66.48204803466797,69.2063217163086,64.46915435791016,-0.03936452066919549,0.0312225853868493
107,107,107,107,2019-07-10,67.41979217529297,68.10691833496094,66.21529388427734,-0.010088933348717521,0.018190635733199345
108,108,108,108,2019-07-11,68.2524185180664,65.23712921142578,65.28564453125,0.046220447513385166,0.04544297614150561
109,109,109,109,2019-07-12,68.5111083984375,66.2718734741211,65.9889144897461,0.03378861660204646,0.038221478989222124
110,110,110,110,2019-07-15,68.16350555419922,66.15870666503906,68.6566162109375,0.030302873049052215,-0.007182274396152488
111,111,111,111,2019-07-16,68.0745849609375,65.77068328857422,67.84823608398438,0.03502931028182754,0.003336105549935686
112,112,112,112,2019-07-17,67.2904281616211,66.48204803466797,69.2063217163086,0.012159374610896334,-0.027683794011494456
113,113,113,113,2019-07-18,67.3793716430664,67.41979217529297,68.10691833496094,-0.0005995351056774512,-0.010682419784673547
114,114,114,114,2019-07-19,67.62186431884766,68.2524185180664,65.23712921142578,-0.009238561986661953,0.03655487505731947
115,115,115,115,2019-07-22,68.187744140625,68.5111083984375,66.2718734741211,-0.004719880693389467,0.028909257669500477
116,116,116,116,2019-07-23,68.52728271484375,68.16350555419922,66.15870666503906,0.005336831750169857,0.03580142613423143
117,117,117,117,2019-07-24,69.65901947021484,68.0745849609375,65.77068328857422,0.023274978616270925,0.059119595345850984
118,118,118,118,2019-07-25,67.46019744873047,67.2904281616211,66.48204803466797,0.0025229336734433616,0.014712985579993454
119,119,119,119,2019-07-26,68.15540313720703,67.3793716430664,67.41979217529297,0.011517345371689691,0.010910905213137756
120,120,120,120,2019-07-29,67.9290771484375,67.62186431884766,68.2524185180664,0.0045430990802217686,-0.004737434608904301
121,121,121,121,2019-07-30,68.54345703125,68.187744140625,68.5111083984375,0.005216668993938356,0.0004721662452804587
122,122,122,122,2019-07-31,68.91532135009766,68.52728271484375,68.16350555419922,0.005662542273398019,0.011029594058959313
123,123,123,123,2019-08-01,68.1796646118164,69.65901947021484,68.0745849609375,-0.02123708989373574,0.0015435959093867968
124,124,124,124,2019-08-02,66.34463500976562,67.46019744873047,67.2904281616211,-0.016536602043192516,-0.01405538911988824
125,125,125,125,2019-08-05,61.939090728759766,68.15540313720703,67.3793716430664,-0.09120791782175941,-0.08074104554025574
126,126,126,126,2019-08-06,62.80547332763672,67.9290771484375,67.62186431884766,-0.07542578282941736,-0.07122535055379275
127,127,127,127,2019-08-07,61.96360397338867,68.54345703125,68.187744140625,-0.09599534868603832,-0.0912794556511527
128,128,128,128,2019-08-08,64.37480163574219,68.91532135009766,68.52728271484375,-0.06588548998109012,-0.06059602707991352
129,129,129,129,2019-08-09,64.44835662841797,68.1796646118164,69.65901947021484,-0.054727579031706663,-0.07480241440987945
130,130,130,130,2019-08-12,63.05885696411133,66.34463500976562,67.46019744873047,-0.04952590432023096,-0.06524351619285051
131,131,131,131,2019-08-13,64.35844421386719,61.939090728759766,68.15540313720703,0.039060203445706376,-0.05571031420203032
132,132,132,132,2019-08-14,62.1189079284668,62.80547332763672,67.9290771484375,-0.010931617306477737,-0.08553287434296242
133,133,133,133,2019-08-15,62.70740509033203,61.96360397338867,68.54345703125,0.012003838854544258,-0.08514382252790698
134,134,134,134,2019-08-16,63.85169219970703,64.37480163574219,68.91532135009766,-0.008125996861242601,-0.07347610155754503
135,135,135,135,2019-08-19,65.14310455322266,64.44835662841797,68.1796646118164,0.010779916838070891,-0.044537620944346434
136,136,136,136,2019-08-20,63.76179122924805,63.05885696411133,66.34463500976562,0.011147272547879838,-0.038930710525988954
137,137,137,137,2019-08-21,64.0805435180664,64.35844421386719,61.939090728759766,-0.004318014507580403,0.034573526412978284
138,138,138,138,2019-08-22,63.279544830322266,62.1189079284668,62.80547332763672,0.018684116327222,0.007548251411345408
139,139,139,139,2019-08-23,60.63131713867188,62.70740509033203,61.96360397338867,-0.03310754046781994,-0.021501119193921725
140,140,140,140,2019-08-26,60.247161865234375,63.85169219970703,64.37480163574219,-0.056451602303645654,-0.06411887362175672
141,141,141,141,2019-08-27,58.61246109008789,65.14310455322266,64.44835662841797,-0.10025072504487653,-0.09055150268574552
142,142,142,142,2019-08-28,59.47066879272461,63.76179122924805,63.05885696411133,-0.06729927678937386,-0.05690220762214038
143,143,143,143,2019-08-29,61.49771118164063,64.0805435180664,64.35844421386719,-0.04030603042088099,-0.044450002904361074
144,144,144,144,2019-08-30,61.53040313720703,63.279544830322266,62.1189079284668,-0.027641502444516353,-0.009473843164426898
145,145,145,145,2019-09-03,60.9500846862793,60.63131713867188,62.70740509033203,0.005257473573901494,-0.02802412891302486
146,146,146,146,2019-09-04,61.121726989746094,60.247161865234375,63.85169219970703,0.0145162875301581,-0.04275478246406539
147,147,147,147,2019-09-05,62.76461410522461,58.61246109008789,65.14310455322266,0.07084078944842154,-0.03651177610141054
148,148,148,148,2019-09-06,63.8598747253418,59.47066879272461,63.76179122924805,0.07380454973383688,0.0015382801236103472
149,149,149,149,2019-09-09,64.8815689086914,61.49771118164063,64.0805435180664,0.05502412467117934,0.012500290207419384
150,150,150,150,2019-09-10,66.7614517211914,61.53040313720703,63.279544830322266,0.08501567220873918,0.05502420885304282
151,151,151,151,2019-09-11,67.5706558227539,60.9500846862793,60.63131713867188,0.10862283736850964,0.11445139263939841
152,152,152,152,2019-09-12,68.41252899169922,61.121726989746094,60.247161865234375,0.11928331153300431,0.13553114991092508
153,153,153,153,2019-09-13,69.90827941894531,62.76461410522461,58.61246109008789,0.11381676467801394,0.19272042358869124
154,154,154,154,2019-09-16,67.34180450439453,63.8598747253418,59.47066879272461,0.05452453193853479,0.1323532402015435
155,155,155,155,2019-09-17,68.91110229492188,64.8815689086914,61.49771118164063,0.0621059794639256,0.12054743129195389
156,156,156,156,2019-09-18,68.33079528808594,66.7614517211914,61.53040313720703,0.023506732200018865,0.11052084504817339
157,157,157,157,2019-09-19,68.28990936279297,67.5706558227539,60.9500846862793,0.010644465874739328,0.12042353532883543
158,158,158,158,2019-09-20,67.7177734375,68.41252899169922,61.121726989746094,-0.010155384758302355,0.10791655885083995
159,159,159,159,2019-09-23,68.77217864990234,69.90827941894531,62.76461410522461,-0.016251304973972536,0.09571578875010811
160,160,160,160,2019-09-24,67.92212677001953,67.34180450439453,63.8598747253418,0.008617563338195522,0.0636119638841961
161,161,161,161,2019-09-25,68.37985229492188,68.91110229492188,64.8815689086914,-0.007709207693796349,0.053917983875415354
162,162,162,162,2019-09-26,67.93846893310547,68.33079528808594,66.7614517211914,-0.005741574546679895,0.017630191998063705
163,163,163,163,2019-09-27,69.01737213134766,68.28990936279297,67.5706558227539,0.010652566028313437,0.021410422778619598
164,164,164,164,2019-09-30,69.67125701904297,67.7177734375,68.41252899169922,0.02884742782256322,0.0183990863354353
165,165,165,165,2019-10-01,69.6549072265625,68.77217864990234,69.90827941894531,0.012835547658797575,-0.0036243517146861137
166,166,166,166,2019-10-02,67.67692565917969,67.92212677001953,67.34180450439453,-0.003610032878830216,0.004976420772379031
167,167,167,167,2019-10-03,68.28174591064453,68.37985229492188,68.91110229492188,-0.0014347264725611542,-0.009132873561996768
168,168,168,168,2019-10-04,69.08275604248047,67.93846893310547,68.33079528808594,0.016842992303840454,0.011004712461258892
169,169,169,169,2019-10-07,68.18366241455078,69.01737213134766,68.28990936279297,-0.012079708210423257,-0.0015558220714241289
170,170,170,170,2019-10-08,68.1019287109375,69.67125701904297,67.7177734375,-0.022524759495533897,0.005672886953261402
171,171,171,171,2019-10-09,69.53230285644531,69.6549072265625,68.77217864990234,-0.0017601684504208182,0.011052786482343757
172,172,172,172,2019-10-10,70.12896728515625,67.67692565917969,67.92212677001953,0.036231575268726335,0.03249074521192408
173,173,173,173,2019-10-11,71.92713928222656,68.28174591064453,68.37985229492188,0.05338752433706806,0.05187620137003601
174,174,174,174,2019-10-14,72.36033630371094,69.08275604248047,67.93846893310547,0.04744426031895732,0.06508635593421142
175,175,175,175,2019-10-15,73.1123275756836,68.18366241455078,69.01737213134766,0.07228513380767021,0.059332242272898794
176,176,176,176,2019-10-16,72.81806945800781,68.1019287109375,69.67125701904297,0.06925120677695107,0.045166580503990916
177,177,177,177,2019-10-17,73.64358520507812,69.53230285644531,69.6549072265625,0.059127659803255295,0.05726341671150159
178,178,178,178,2019-10-18,74.42823791503906,70.12896728515625,67.67692565917969,0.061305203774087325,0.09975796314771923
179,179,179,179,2019-10-21,76.18556213378906,71.92713928222656,68.28174591064453,0.05920467425867404,0.11575298958359515
180,180,180,180,2019-10-22,76.97022247314453,72.36033630371094,69.08275604248047,0.06370736241585395,0.11417417142150343
181,181,181,181,2019-10-23,76.70867919921875,73.1123275756836,68.18366241455078,0.04918940133334315,0.12503019759831324
182,182,182,182,2019-10-24,79.20978546142578,72.81806945800781,68.1019287109375,0.0877765100200012,0.1631063460425064
183,183,183,183,2019-10-25,81.13872528076172,73.64358520507812,69.53230285644531,0.10177587165007762,0.16692130056843846
184,184,184,184,2019-10-28,81.79261016845703,74.42823791503906,70.12896728515625,0.09894594390135247,0.16631704892893162
185,185,185,185,2019-10-29,82.40563201904297,76.18556213378906,71.92713928222656,0.0816436830160927,0.14568204493301296
186,186,186,186,2019-10-30,80.76274871826172,76.97022247314453,72.36033630371094,0.04927264237076123,0.11611903487131614
187,187,187,187,2019-10-31,79.26699829101562,76.70867919921875,73.1123275756836,0.03335110340190717,0.08418102554539675
188,188,188,188,2019-11-01,81.62096405029297,79.20978546142578,72.81806945800781,0.03044041307297074,0.12088887631608447
189,189,189,189,2019-11-04,82.7489013671875,81.13872528076172,73.64358520507812,0.019844729885195367,0.123640316216999
190,190,190,190,2019-11-05,82.62630462646484,81.79261016845703,74.42823791503906,0.010192784608423322,0.11014726320383939
191,191,191,191,2019-11-06,82.02147674560547,82.40563201904297,76.18556213378906,-0.004661759931029019,0.07660131983495755
192,192,192,192,2019-11-07,82.87969970703125,80.76274871826172,76.97022247314453,0.026211972999512945,0.07677614854171133
193,193,193,193,2019-11-08,82.43833923339844,79.26699829101562,76.70867919921875,0.04000833904091783,0.07469376469511735
194,194,194,194,2019-11-11,82.29120635986328,81.62096405029297,79.20978546142578,0.008211644120710515,0.03890202303272394
195,195,195,195,2019-11-12,82.12772369384766,82.7489013671875,81.13872528076172,-0.007506778495867228,0.012188981397769583
196,196,196,196,2019-11-13,81.93974304199219,82.62630462646484,81.79261016845703,-0.008309237446554651,0.0017988528943155835
197,197,197,197,2019-11-14,82.40563201904297,82.02147674560547,82.40563201904297,0.004683593720568924,0.0
198,198,198,198,2019-11-15,82.23399353027344,82.87969970703125,80.76274871826172,-0.007790884607935311,0.01821687393459226
199,199,199,199,2019-11-18,82.60179138183594,82.43833923339844,79.26699829101562,0.001982720054254594,0.04207038443132638
200,200,200,200,2019-11-19,80.5070571899414,82.29120635986328,81.62096405029297,-0.02168092131399446,-0.013647313203323574
201,201,201,201,2019-11-20,80.15243530273438,82.12772369384766,82.7489013671875,-0.024051420181529393,-0.031377649993582946
202,202,202,202,2019-11-21,81.1585693359375,81.93974304199219,82.62630462646484,-0.009533514227087037,-0.017763535440228684
203,203,203,203,2019-11-22,80.41633605957031,82.40563201904297,82.02147674560547,-0.02414029127296724,-0.019569760869017183
204,204,204,204,2019-11-25,80.28438568115234,82.23399353027344,82.87969970703125,-0.023708052660769363,-0.031314230566145795
205,205,205,205,2019-11-26,80.35860443115234,82.60179138183594,82.43833923339844,-0.027156638048129178,-0.025227762004738752
206,206,206,206,2019-11-27,80.07820892333984,80.5070571899414,82.29120635986328,-0.005326840671741051,-0.026892271172279325
207,207,207,207,2019-11-29,78.75045776367188,80.15243530273438,82.12772369384766,-0.01749139042085568,-0.041122117821813964
208,208,208,208,2019-12-02,78.8411636352539,81.1585693359375,81.93974304199219,-0.028554048200273408,-0.03781534200260228
209,209,209,209,2019-12-03,77.43093872070312,80.41633605957031,82.40563201904297,-0.03712426461031104,-0.06036836532229073
210,210,210,210,2019-12-04,76.8701400756836,80.28438568115234,82.23399353027344,-0.042526894569865026,-0.06522671737467312
211,211,211,211,2019-12-05,76.6886978149414,80.35860443115234,82.60179138183594,-0.04566911835004739,-0.07158553668116718
212,212,212,212,2019-12-06,77.20000457763672,80.07820892333984,80.5070571899414,-0.03594241659998265,-0.0410777977451382
213,213,213,213,2019-12-09,76.30109405517578,78.75045776367188,80.15243530273438,-0.03110285042210892,-0.04805020874303001
214,214,214,214,2019-12-10,77.9917221069336,78.8411636352539,81.1585693359375,-0.01077408664654056,-0.0390204910573948
215,215,215,215,2019-12-11,76.60625457763672,77.43093872070312,80.41633605957031,-0.010650576587235783,-0.04737944637406988
216,216,216,216,2019-12-12,77.95875549316406,76.8701400756836,80.28438568115234,0.014161746243842588,-0.02896740341545956
217,217,217,217,2019-12-13,77.36495971679688,76.6886978149414,80.35860443115234,0.008818273371747232,-0.03725356774855748
218,218,218,218,2019-12-16,78.46179962158203,77.20000457763672,80.07820892333984,0.016344494418732536,-0.02018538280876425
219,219,219,219,2019-12-17,78.90715026855469,76.30109405517578,78.75045776367188,0.034154899685899354,0.001989734527677811
220,220,220,220,2019-12-18,77.9422378540039,77.9917221069336,78.8411636352539,-0.0006344808345408737,-0.011401731529594561
221,221,221,221,2019-12-19,78.00821685791016,76.60625457763672,77.43093872070312,0.018300885325918337,0.007455393757904716
222,222,222,222,2019-12-20,78.56901550292969,77.95875549316406,76.8701400756836,0.007827985527797843,0.02210058971628559
223,223,223,223,2019-12-23,78.54426574707031,77.36495971679688,76.6886978149414,0.015243412968744652,0.02419610692316887
224,224,224,224,2019-12-24,78.42881774902344,78.46179962158203,77.20000457763672,-0.0004203558001175667,0.015917268115586136
225,225,225,225,2019-12-26,77.86801147460938,78.90715026855469,76.30109405517578,-0.01316913347407278,0.020535975779069515
226,226,226,226,2019-12-27,76.86188507080078,77.9422378540039,77.9917221069336,-0.013860941293817763,-0.014486627626759008
227,227,227,227,2019-12-30,76.59797668457031,78.00821685791016,76.60625457763672,-0.01807809779716618,-0.00010805766594446098
228,228,228,228,2019-12-31,77.23300170898438,78.56901550292969,77.95875549316406,-0.017004334156325185,-0.009309458310212793
229,229,229,229,2020-01-02,78.45355987548828,78.54426574707031,77.36495971679688,-0.0011548376029655305,0.014070971699285506
230,230,230,230,2020-01-03,75.4764175415039,78.42881774902344,78.46179962158203,-0.03764432886094715,-0.038048860649086524
231,231,231,231,2020-01-06,75.4846420288086,77.86801147460938,78.90715026855469,-0.03060781186865069,-0.04337386698287593
232,232,232,232,2020-01-07,76.47430419921875,76.86188507080078,77.9422378540039,-0.005042562659307803,-0.01883360928813449
233,233,233,233,2020-01-08,76.77117919921875,76.59797668457031,78.00821685791016,0.002261189161192556,-0.015857786634767446
234,234,234,234,2020-01-09,78.49480438232422,77.23300170898438,78.56901550292969,0.0163376101591175,-0.0009445341796691098
235,235,235,235,2020-01-10,79.90503692626953,78.45355987548828,78.54426574707031,0.018501098651034553,0.017324895283650665
236,236,236,236,2020-01-13,79.37722778320312,75.4764175415039,78.42881774902344,0.05168250387022133,0.01209262183722637
237,237,237,237,2020-01-14,78.67623138427734,75.4846420288086,77.86801147460938,0.042281307424769654,0.010379357252900956
238,238,238,238,2020-01-15,76.08668518066406,76.47430419921875,76.86188507080078,-0.005068617787550189,-0.01008562162406823
239,239,239,239,2020-01-16,75.85576629638672,76.77117919921875,76.59797668457031,-0.011923913536049269,-0.009689686598903346
240,240,240,240,2020-01-17,75.22898864746094,78.49480438232422,77.23300170898438,-0.04160550192540757,-0.0259476262372218
241,241,241,241,2020-01-21,74.42903137207031,79.90503692626953,78.45355987548828,-0.06853141885475966,-0.05129822674465245
242,242,242,242,2020-01-22,73.90946197509766,79.37722778320312,75.4764175415039,-0.06888330520989161,-0.020760863027774135
