,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CHRW,CHRW_6m,CHRW_12m,CHRW_6m_ret,CHRW_12m_ret
0,0,0,0,2019-02-05,79.28551483154297,,,,
1,1,1,1,2019-02-06,80.23107147216797,,,,
2,2,2,2,2019-02-07,79.85107421875,,,,
3,3,3,3,2019-02-08,79.85107421875,,,,
4,4,4,4,2019-02-11,79.61248779296875,,,,
5,5,5,5,2019-02-12,80.42549896240234,,,,
6,6,6,6,2019-02-13,80.32827758789062,79.28551483154297,,0.013151995778336145,
7,7,7,7,2019-02-14,80.15153503417969,80.23107147216797,,-0.000991342088904723,
8,8,8,8,2019-02-15,80.81432342529297,79.85107421875,,0.012063071360870703,
9,9,9,9,2019-02-19,81.25615692138672,79.85107421875,,0.017596290549423577,
10,10,10,10,2019-02-20,81.31803894042969,79.61248779296875,,0.02142316104850539,
11,11,11,11,2019-02-21,81.45941925048828,80.42549896240234,,0.012855627896934507,
12,12,12,12,2019-02-22,81.24732971191406,80.32827758789062,79.28551483154297,0.01144120291908246,0.024743673349909345
13,13,13,13,2019-02-25,80.44316101074219,80.15153503417969,80.23107147216797,0.0036384328314877923,0.0026434838109794523
14,14,14,14,2019-02-26,80.51386260986328,80.81432342529297,79.85107421875,-0.003717915373101399,0.008300306509309907
15,15,15,15,2019-02-27,79.59480285644531,81.25615692138672,79.85107421875,-0.020445885307481704,-0.0032093664964686353
16,16,16,16,2019-02-28,80.31460571289062,81.31803894042969,79.61248779296875,-0.0123396141940183,0.008819193312332052
17,17,17,17,2019-03-01,80.1546401977539,81.45941925048828,80.42549896240234,-0.01601753443296927,-0.0033678219985313618
18,18,18,18,2019-03-04,78.85723114013672,81.24732971191406,80.32827758789062,-0.029417564617226555,-0.018312934024314997
19,19,19,19,2019-03-05,78.9372329711914,80.44316101074219,80.15153503417969,-0.018720398609767264,-0.015150078691199775
20,20,20,20,2019-03-06,78.1907730102539,80.51386260986328,80.81432342529297,-0.028853287176968556,-0.03246392847011026
21,21,21,21,2019-03-07,77.7286605834961,79.59480285644531,81.25615692138672,-0.02344552918002618,-0.043412049886919823
22,22,22,22,2019-03-08,77.70203399658203,80.31460571289062,81.31803894042969,-0.0325292229616122,-0.0444674390942531
23,23,23,23,2019-03-11,78.9727783203125,80.1546401977539,81.45941925048828,-0.014744771787703947,-0.030526131330857464
24,24,24,24,2019-03-12,78.86614227294922,78.85723114013672,81.24732971191406,0.0001130033692999799,-0.029307885531844935
25,25,25,25,2019-03-13,79.15939331054688,78.9372329711914,80.44316101074219,0.0028143922835064394,-0.015958692871652302
26,26,26,26,2019-03-14,79.39043426513672,78.1907730102539,80.51386260986328,0.015342747087632613,-0.013953228777139004
27,27,27,27,2019-03-15,79.08829498291016,77.7286605834961,79.59480285644531,0.01749206006134041,-0.0063635797232726166
28,28,28,28,2019-03-18,80.0569076538086,77.70203399658203,80.31460571289062,0.030306460926494472,-0.003208607659773044
29,29,29,29,2019-03-19,78.47513580322266,78.9727783203125,80.1546401977539,-0.0063014437085069375,-0.020953302146795916
30,30,30,30,2019-03-20,76.99112701416016,78.86614227294922,78.85723114013672,-0.02377465417669078,-0.02366433742341678
31,31,31,31,2019-03-21,77.55984497070312,79.15939331054688,78.9372329711914,-0.02020667760260153,-0.017449154836615133
32,32,32,32,2019-03-22,75.2494125366211,79.39043426513672,78.1907730102539,-0.05216021006619054,-0.03761774388964134
33,33,33,33,2019-03-25,74.13859558105469,79.08829498291016,77.7286605834961,-0.06258447476867501,-0.046187146098895626
34,34,34,34,2019-03-26,76.01364135742188,80.0569076538086,77.70203399658203,-0.050504902261165,-0.02172906618164494
35,35,35,35,2019-03-27,76.26244354248047,78.47513580322266,78.9727783203125,-0.0281960934262101,-0.034319861039191935
36,36,36,36,2019-03-28,76.67120361328125,76.99112701416016,78.86614227294922,-0.004155328195417418,-0.027831190881271506
37,37,37,37,2019-03-29,77.30213165283203,77.55984497070312,79.15939331054688,-0.0033227673155927784,-0.023462302830299597
38,38,38,38,2019-04-01,78.46623229980469,75.2494125366211,79.39043426513672,0.0427487691231887,-0.011641225720538495
39,39,39,39,2019-04-02,78.63510131835938,74.13859558105469,79.08829498291016,0.06064999885773026,-0.005730224234176573
40,40,40,40,2019-04-03,78.82169342041016,76.01364135742188,80.0569076538086,0.0369414227873206,-0.015429202421106458
41,41,41,41,2019-04-04,79.29267883300781,76.26244354248047,78.47513580322266,0.039734306295069244,0.010417860656337652
42,42,42,42,2019-04-05,79.49706268310547,76.67120361328125,76.99112701416016,0.03685685024689911,0.03254836974245645
43,43,43,43,2019-04-08,79.6392593383789,77.30213165283203,77.55984497070312,0.03023367707430169,0.026810450284696197
44,44,44,44,2019-04-09,79.29267883300781,78.46623229980469,75.2494125366211,0.010532511998861294,0.05373153304577638
45,45,45,45,2019-04-10,78.492919921875,78.63510131835938,74.13859558105469,-0.0018081161478860075,0.05873222046754023
46,46,46,46,2019-04-11,79.68367767333984,78.82169342041016,76.01364135742188,0.010935875842353893,0.04828128544271659
47,47,47,47,2019-04-12,80.67893981933594,79.29267883300781,76.26244354248047,0.017482837088246495,0.05791181178708693
48,48,48,48,2019-04-15,80.75892639160156,79.49706268310547,76.67120361328125,0.01587308594691339,0.05331496814551406
49,49,49,49,2019-04-16,79.55038452148438,79.6392593383789,77.30213165283203,-0.0011159673963931915,0.029083969880020488
