,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,FIS,FIS_6m,FIS_12m,FIS_6m_ret,FIS_12m_ret
0,0,0,0,2019-02-05,100.30607604980467,,,,
1,1,1,1,2019-02-06,100.1235122680664,,,,
2,2,2,2,2019-02-07,99.18344116210938,,,,
3,3,3,3,2019-02-08,99.484619140625,,,,
4,4,4,4,2019-02-11,99.57589721679688,,,,
5,5,5,5,2019-02-12,97.2485122680664,,,,
6,6,6,6,2019-02-13,97.4675750732422,100.30607604980467,,-0.02829839515557442,
7,7,7,7,2019-02-14,97.02033233642578,100.1235122680664,,-0.030993518518730223,
8,8,8,8,2019-02-15,99.42074584960938,99.18344116210938,,0.0023925837288922835,
9,9,9,9,2019-02-19,99.2199478149414,99.484619140625,,-0.0026604245758781175,
10,10,10,10,2019-02-20,97.71399688720705,99.57589721679688,,-0.01869830332069311,
11,11,11,11,2019-02-21,97.7687530517578,97.2485122680664,,0.005349601464928799,
12,12,12,12,2019-02-22,97.74137115478516,97.4675750732422,100.30607604980467,0.002809099142327076,-0.025568789010807946
13,13,13,13,2019-02-25,97.4675750732422,97.02033233642578,100.1235122680664,0.0046097835994374226,-0.026526608332649304
14,14,14,14,2019-02-26,97.48580932617188,99.42074584960938,99.18344116210938,-0.019462100257871873,-0.017116081233386704
15,15,15,15,2019-02-27,97.85089111328124,99.2199478149414,99.484619140625,-0.013798200178593567,-0.01642191568361373
16,16,16,16,2019-02-28,98.7088394165039,97.71399688720705,99.57589721679688,0.01018116708955441,-0.008707506781537755
17,17,17,17,2019-03-01,98.92789459228516,97.7687530517578,97.2485122680664,0.011855950949008376,0.017268977026502208
18,18,18,18,2019-03-04,97.95128631591795,97.74137115478516,97.4675750732422,0.0021476592629376956,0.00496279139305833
19,19,19,19,2019-03-05,97.55884552001952,97.4675750732422,97.02033233642578,0.0009364185649303192,0.005550518851310526
20,20,20,20,2019-03-06,97.29415130615234,97.48580932617188,99.42074584960938,-0.001966009425826032,-0.021389847011144547
21,21,21,21,2019-03-07,96.42707061767578,97.85089111328124,99.2199478149414,-0.014550920072430529,-0.02814834374308195
22,22,22,22,2019-03-08,96.4818344116211,98.7088394165039,97.71399688720705,-0.022561353350391666,-0.012609887169063971
23,23,23,23,2019-03-11,97.69573211669922,98.92789459228516,97.7687530517578,-0.012455157169412034,-0.0007468739528663226
24,24,24,24,2019-03-12,97.99693298339844,97.95128631591795,97.74137115478516,0.0004660139667105323,0.002614674068860401
25,25,25,25,2019-03-13,98.20685577392578,97.55884552001952,97.4675750732422,0.0066422501255745114,0.007584888616835261
26,26,26,26,2019-03-14,98.69217681884766,97.29415130615234,97.48580932617188,0.014369060153432978,0.012374801019904957
27,27,27,27,2019-03-15,99.69940948486328,96.42707061767578,97.85089111328124,0.033935894207157036,0.018891175650531666
28,28,28,28,2019-03-18,99.00350189208984,96.4818344116211,98.7088394165039,0.02613618921993699,0.0029851680693215865
29,29,29,29,2019-03-19,97.61166381835938,97.69573211669922,98.92789459228516,-0.0008605114729005603,-0.013304950836671603
30,30,30,30,2019-03-20,97.74901580810548,97.99693298339844,97.95128631591795,-0.0025298462691168977,-0.002065011246101478
31,31,31,31,2019-03-21,100.87150573730467,98.20685577392578,97.55884552001952,0.027133034067529538,0.033955508592046435
32,32,32,32,2019-03-22,101.10040283203124,98.69217681884766,97.29415130615234,0.024401387129234564,0.03912107228215489
33,33,33,33,2019-03-25,99.27820587158205,99.69940948486328,96.42707061767578,-0.004224735286372794,0.029567788751052593
34,34,34,34,2019-03-26,100.64254760742188,99.00350189208984,96.4818344116211,0.016555431717137914,0.043124316833051735
35,35,35,35,2019-03-27,100.697509765625,97.61166381835938,97.69573211669922,0.031613496036784206,0.030725780787845602
36,36,36,36,2019-03-28,101.80548095703124,97.74901580810548,97.99693298339844,0.041498782523694544,0.03886395071443727
37,37,37,37,2019-03-29,103.56358337402344,100.87150573730467,98.20685577392578,0.026688187283826492,0.054545352846128825
38,38,38,38,2019-04-01,104.1862564086914,101.10040283203124,98.69217681884766,0.030522663512894344,0.055668845970722636
39,39,39,39,2019-04-02,104.49758911132812,99.27820587158205,99.69940948486328,0.05257330341462296,0.04812645983819319
40,40,40,40,2019-04-03,105.23928833007812,100.64254760742188,99.00350189208984,0.04567393047905388,0.06298551383349094
41,41,41,41,2019-04-04,104.4151611328125,100.697509765625,97.61166381835938,0.03691900004121651,0.06969963473948582
42,42,42,42,2019-04-05,103.82913208007812,101.80548095703124,97.74901580810548,0.01987762450531516,0.06220130424544368
43,43,43,43,2019-04-08,104.06722259521484,103.56358337402344,100.87150573730467,0.004863091878276382,0.03168106626892864
44,44,44,44,2019-04-09,104.16793823242188,104.1862564086914,101.10040283203124,-0.0001758214269420577,0.030341475547699392
45,45,45,45,2019-04-10,102.904296875,104.49758911132812,99.27820587158205,-0.015247167421543972,0.036524542034012564
46,46,46,46,2019-04-11,103.38046264648438,105.23928833007812,100.64254760742188,-0.017662849237098932,0.027204349493837654
47,47,47,47,2019-04-12,103.6185302734375,104.4151611328125,100.697509765625,-0.007629455825497566,0.029007872335782947
48,48,48,48,2019-04-15,103.60023498535156,103.82913208007812,101.80548095703124,-0.0022045556015052314,0.017629247575362106
49,49,49,49,2019-04-16,102.17176055908205,104.06722259521484,103.56358337402344,-0.018213823611930913,-0.01343930723133413
50,50,50,50,2019-04-17,101.73223114013672,104.16793823242188,104.1862564086914,-0.023382502654996862,-0.023554212936956698
51,51,51,51,2019-04-18,101.53993225097656,102.904296875,104.49758911132812,-0.013258577780097536,-0.028303589446456723
52,52,52,52,2019-04-22,102.74862670898438,103.38046264648438,105.23928833007812,-0.006111753820067567,-0.023666652070868266
53,53,53,53,2019-04-23,103.28890228271484,103.6185302734375,104.4151611328125,-0.0031811683668240276,-0.01078635360879343
54,54,54,54,2019-04-24,102.5929718017578,103.60023498535156,103.82913208007812,-0.009722595549480961,-0.011905717148506412
55,55,55,55,2019-04-25,102.144287109375,102.17176055908205,104.06722259521484,-0.0002688947470094183,-0.018477820757448193
56,56,56,56,2019-04-26,101.54908752441406,101.73223114013672,104.16793823242188,-0.0018002516377565447,-0.025140659904053897
57,57,57,57,2019-04-29,102.1351318359375,101.53993225097656,102.904296875,0.005861729191327214,-0.007474566781179415
58,58,58,58,2019-04-30,106.1549835205078,102.74862670898438,103.38046264648438,0.03315233420268737,0.026837961477412353
59,59,59,59,2019-05-01,105.50482940673828,103.28890228271484,103.6185302734375,0.02145368064768638,0.01820426451063395
60,60,60,60,2019-05-02,107.8672866821289,102.5929718017578,103.60023498535156,0.0514100994224318,0.041187664269107804
61,61,61,61,2019-05-03,107.8306655883789,102.144287109375,102.17176055908205,0.05567005889340626,0.055386194759994734
62,62,62,62,2019-05-06,107.42777252197266,101.54908752441406,101.73223114013672,0.05789008193840495,0.055985613585828986
63,63,63,63,2019-05-07,106.11833953857422,102.1351318359375,101.53993225097656,0.0389993886631983,0.045089721709496544
64,64,64,64,2019-05-08,106.3472671508789,106.1549835205078,102.74862670898438,0.0018113481251114116,0.035023732746199965
65,65,65,65,2019-05-09,106.10002899169922,105.50482940673828,103.28890228271484,0.005641443982306704,0.02721615436758107
66,66,66,66,2019-05-10,106.87834930419922,107.8672866821289,102.5929718017578,-0.009168093574504765,0.04177067324574768
67,67,67,67,2019-05-13,105.71544647216795,107.8306655883789,102.144287109375,-0.01961611851943268,0.034961909900736776
68,68,68,68,2019-05-14,107.06148529052734,107.42777252197266,101.54908752441406,-0.0034096139466206488,0.05428308516103608
69,69,69,69,2019-05-15,107.3636703491211,106.11833953857422,102.1351318359375,0.011735302455370578,0.05119236074010591
70,70,70,70,2019-05-16,109.05767822265624,106.3472671508789,106.1549835205078,0.025486419579846542,0.02734393248327982
71,71,71,71,2019-05-17,108.7188720703125,106.10002899169922,105.50482940673828,0.02468277439224975,0.030463464863618395
72,72,72,72,2019-05-20,108.3434600830078,106.87834930419922,107.8672866821289,0.01370820927107097,0.004414437551230055
73,73,73,73,2019-05-21,110.2572250366211,105.71544647216795,107.8306655883789,0.042962298472142946,0.022503426414013594
74,74,74,74,2019-05-22,110.79747009277344,107.06148529052734,107.42777252197266,0.03489569374185253,0.031367098951172734
75,75,75,75,2019-05-23,110.2572250366211,107.3636703491211,106.11833953857422,0.026950966542880428,0.039002546742096245
76,76,76,76,2019-05-24,108.72804260253906,109.05767822265624,106.3472671508789,-0.003022580578363132,0.02238680424464934
77,77,77,77,2019-05-28,109.28659057617188,108.7188720703125,106.10002899169922,0.005221894736842092,0.030033559978781543
78,78,78,78,2019-05-29,109.03020477294922,108.3434600830078,106.87834930419922,0.00633858923663011,0.02013368921544023
79,79,79,79,2019-05-30,109.4697265625,110.2572250366211,105.71544647216795,-0.007142375239895027,0.03551307037539164
80,80,80,80,2019-05-31,110.156494140625,110.79747009277344,107.06148529052734,-0.005785113609649506,0.028908704579418965
81,81,81,81,2019-06-03,106.74099731445312,110.2572250366211,107.3636703491211,-0.0318911320414611,-0.005799662331244626
82,82,82,82,2019-06-04,110.10154724121094,108.72804260253906,109.05767822265624,0.012632478299023475,0.009571715037097084
83,83,83,83,2019-06-05,111.52085876464844,109.28659057617188,108.7188720703125,0.020444120149573974,0.025772771929824634
84,84,84,84,2019-06-06,111.31941223144533,109.03020477294922,108.3434600830078,0.020996085105620788,0.027467759901312894
85,85,85,85,2019-06-07,112.20762634277344,109.4697265625,110.2572250366211,0.025010565626198744,0.017689555541639423
86,86,86,86,2019-06-10,111.97870635986328,110.156494140625,110.79747009277344,0.01654203171092261,0.010661220568491059
87,87,87,87,2019-06-11,111.4292984008789,106.74099731445312,110.2572250366211,0.04392221549714681,0.010630354281712773
88,88,88,88,2019-06-12,110.75167083740234,110.10154724121094,108.72804260253906,0.005904763488628451,0.018611833584282866
89,89,89,89,2019-06-13,110.97209930419922,111.52085876464844,109.28659057617188,-0.00492068897718323,0.015422832015722587
90,90,90,90,2019-06-14,111.4863510131836,111.31941223144533,109.03020477294922,0.001499637649821528,0.022527209275165605
91,91,91,91,2019-06-17,111.60575103759766,112.20762634277344,109.4697265625,-0.005363942940359134,0.019512467438914438
92,92,92,92,2019-06-18,112.6067352294922,111.97870635986328,110.156494140625,0.005608466913438415,0.022243274061892748
93,93,93,93,2019-06-19,113.22203063964844,111.4292984008789,106.74099731445312,0.01608851769235753,0.060717376530617706
94,94,94,94,2019-06-20,113.76382446289062,110.75167083740234,110.10154724121094,0.027197365084545844,0.03326272258151253
95,95,95,95,2019-06-21,112.68019104003906,110.97209930419922,111.52085876464844,0.015392082753680203,0.010395654124554898
96,96,96,96,2019-06-24,111.3210678100586,111.4863510131836,111.31941223144533,-0.0014825420477296847,1.4872326219439458e-05
97,97,97,97,2019-06-25,111.35780334472656,111.60575103759766,112.20762634277344,-0.0022216390335257907,-0.007573665228875148
98,98,98,98,2019-06-26,111.36697387695312,112.6067352294922,111.97870635986328,-0.011009655417257624,-0.005462935791955337
99,99,99,99,2019-06-27,111.43125915527344,113.22203063964844,111.4292984008789,-0.015816457930122096,1.759639899612253e-05
100,100,100,100,2019-06-28,112.66184997558594,113.76382446289062,110.75167083740234,-0.009686510562627482,0.017247406957751288
101,101,101,101,2019-07-01,114.39749145507812,112.68019104003906,110.97209930419922,0.015240481926666716,0.030867147439368026
102,102,102,102,2019-07-02,114.70975494384766,111.3210678100586,111.4863510131836,0.030440663213642694,0.028912991602737748
103,103,103,103,2019-07-03,116.28008270263672,111.35780334472656,111.60575103759766,0.04420237477810529,0.04188253402339792
104,104,104,104,2019-07-05,116.44539642333984,111.36697387695312,112.6067352294922,0.04560079500766312,0.03408909055061815
105,105,105,105,2019-07-08,116.47293853759766,111.43125915527344,113.22203063964844,0.04524474927900535,0.02871267967535296
106,106,106,106,2019-07-09,116.62905883789062,112.66184997558594,113.76382446289062,0.035213418412394226,0.025185812700368793
107,107,107,107,2019-07-10,116.55558013916016,114.39749145507812,112.68019104003906,0.018864825239017335,0.03439281619378898
108,108,108,108,2019-07-11,117.3821029663086,114.70975494384766,111.3210678100586,0.02329660649845433,0.05444643386453696
109,109,109,109,2019-07-12,118.79634857177734,116.28008270263672,111.35780334472656,0.021639697965949,0.06679859878363015
110,110,110,110,2019-07-15,119.71467590332033,116.44539642333984,111.36697387695312,0.02807564386740502,0.0749567105557738
111,111,111,111,2019-07-16,119.11775207519533,116.47293853759766,111.43125915527344,0.022707536796145344,0.06897968288423617
112,112,112,112,2019-07-17,119.9350814819336,116.62905883789062,112.66184997558594,0.02834647451488226,0.06455806919488527
113,113,113,113,2019-07-18,120.60546112060548,116.55558013916016,114.39749145507812,0.03474634999551296,0.05426665905488948
114,114,114,114,2019-07-19,119.1453094482422,117.3821029663086,114.70975494384766,0.015021084453050726,0.038667631245187684
115,115,115,115,2019-07-22,120.38507080078124,118.79634857177734,116.28008270263672,0.013373493782462331,0.03530259011461334
116,116,116,116,2019-07-23,120.3575210571289,119.71467590332033,116.44539642333984,0.005369810751755466,0.033596215513462147
117,117,117,117,2019-07-24,119.4942855834961,119.11775207519533,116.47293853759766,0.003161019258179687,0.02594033501544346
