,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,HOLX,HOLX_6m,HOLX_12m,HOLX_6m_ret,HOLX_12m_ret
247,247,247,247,2020-01-29,54.650001525878906,54.209999084472656,53.16999816894531,0.008116628829316408,0.027835309533601027
248,248,248,248,2020-01-30,54.22999954223633,54.2400016784668,52.90999984741211,-0.00018440516078443991,0.02494801925214496
249,249,249,249,2020-01-31,53.52000045776367,53.81999969482422,53.52999877929688,-0.005574121864764692,-0.00018677978257453098
250,250,250,250,2020-02-03,53.619998931884766,53.720001220703125,53.75,-0.001861546659455815,-0.0024186245230741754
251,251,251,251,2020-02-04,54.09000015258789,53.720001220703125,54.220001220703125,0.006887545113125837,-0.002397658893183441
252,252,252,252,2020-02-05,54.31999969482422,54.619998931884766,54.31999969482422,-0.005492479731364797,0.0
253,253,253,253,2020-02-06,53.95000076293945,54.650001525878906,54.209999084472656,-0.012808796768431496,-0.004796132188234492
254,254,254,254,2020-02-07,53.16999816894531,54.22999954223633,54.2400016784668,-0.019546402032798227,-0.01972720273617312
255,255,255,255,2020-02-10,53.2599983215332,53.52000045776367,53.81999969482422,-0.004858036883532035,-0.010405079458684408
256,256,256,256,2020-02-11,53.43000030517578,53.619998931884766,53.720001220703125,-0.0035434283941397915,-0.0053983787963054475
257,257,257,257,2020-02-12,52.59999847412109,54.09000015258789,53.720001220703125,-0.027546712410122187,-0.020848896521439397
258,258,258,258,2020-02-13,52.43999862670898,54.31999969482422,54.619998931884766,-0.034609740034559966,-0.0399121264702772
259,259,259,259,2020-02-14,53.02000045776367,53.95000076293945,54.650001525878906,-0.017238188916109065,-0.029826185226058288
260,260,260,260,2020-02-18,52.61000061035156,53.16999816894531,54.22999954223633,-0.010532209476750043,-0.029872744708822063
261,261,261,261,2020-02-19,52.959999084472656,53.2599983215332,53.52000045776367,-0.005632730877110359,-0.010463403746286404
262,262,262,262,2020-02-20,52.70000076293945,53.43000030517578,53.619998931884766,-0.013662727644896067,-0.017157743141957504
263,263,263,263,2020-02-21,52.59000015258789,52.59999847412109,54.09000015258789,-0.00019008216393989752,-0.027731558435357684
264,264,264,264,2020-02-24,51.400001525878906,52.43999862670898,54.31999969482422,-0.019832134402466894,-0.053755489421027036
265,265,265,265,2020-02-25,49.369998931884766,53.02000045776367,53.95000076293945,-0.06884197462024799,-0.08489345257249536
266,266,266,266,2020-02-26,48.540000915527344,52.61000061035156,53.16999816894531,-0.07736171160627969,-0.0870791313309125
267,267,267,267,2020-02-27,47.68999862670898,52.959999084472656,53.2599983215332,-0.09950907380791085,-0.10458129685243067
268,268,268,268,2020-02-28,47.119998931884766,52.70000076293945,53.43000030517578,-0.1058823861531848,-0.11809847159367814
269,269,269,269,2020-03-02,48.81999969482422,52.59000015258789,52.59999847412109,-0.07168664093601751,-0.07186309674812263
270,270,270,270,2020-03-03,47.25,51.400001525878906,52.43999862670898,-0.08073932690039831,-0.09897022812021172
271,271,271,271,2020-03-04,49.380001068115234,49.369998931884766,53.02000045776367,0.00020259543137246538,-0.06865332625842024
272,272,272,272,2020-03-05,47.36000061035156,48.540000915527344,52.61000061035156,-0.024309853376997204,-0.09979091311713473
273,273,273,273,2020-03-06,46.75,47.68999862670898,52.959999084472656,-0.01971060293095772,-0.1172582928970134
274,274,274,274,2020-03-09,44.04999923706055,47.119998931884766,52.70000076293945,-0.06515279635855076,-0.1641366489687397
275,275,275,275,2020-03-10,45.81999969482422,48.81999969482422,52.59000015258789,-0.06145022570162062,-0.12873170637232878
276,276,276,276,2020-03-11,43.77999877929688,47.25,51.400001525878906,-0.07343917927414001,-0.1482490762718266
277,277,277,277,2020-03-12,39.43999862670898,49.380001068115234,49.369998931884766,-0.20129611637097633,-0.20113430261313348
278,278,278,278,2020-03-13,40.58000183105469,47.36000061035156,48.540000915527344,-0.1431587561638451,-0.16398844116886602
279,279,279,279,2020-03-16,32.25,46.75,47.68999862670898,-0.31016042780748665,-0.32375758170103497
280,280,280,280,2020-03-17,31.46999931335449,44.04999923706055,47.119998931884766,-0.285584566210892,-0.3321307294839595
281,281,281,281,2020-03-18,29.6200008392334,45.81999969482422,48.81999969482422,-0.35355737589454317,-0.39328142104897146
282,282,282,282,2020-03-19,31.950000762939453,43.77999877929688,47.25,-0.2702146721381755,-0.32380950766265704
283,283,283,283,2020-03-20,31.049999237060547,39.43999862670898,49.380001068115234,-0.21272818665786353,-0.37120294521197184
284,284,284,284,2020-03-23,29.3799991607666,40.58000183105469,47.36000061035156,-0.2759980819349558,-0.37964529598538554
285,285,285,285,2020-03-24,31.440000534057617,32.25,46.75,-0.025116262509841336,-0.3274866195923505
286,286,286,286,2020-03-25,32.2599983215332,31.46999931335449,44.04999923706055,0.02510324198969638,-0.26765042269531014
287,287,287,287,2020-03-26,34.02000045776367,29.6200008392334,45.81999969482422,0.14854826110275532,-0.25752944818097545
288,288,288,288,2020-03-27,33.2599983215332,31.950000762939453,43.77999877929688,0.041001487552804194,-0.24029238810162967
289,289,289,289,2020-03-30,35.0,31.049999237060547,39.43999862670898,0.12721419838957115,-0.11257603400883964
290,290,290,290,2020-03-31,35.099998474121094,29.3799991607666,40.58000183105469,0.19469024767682264,-0.13504196918837763
291,291,291,291,2020-04-01,32.70000076293945,31.440000534057617,32.25,0.04007634247705982,0.01395351202913031
292,292,292,292,2020-04-02,34.060001373291016,32.2599983215332,31.46999931335449,0.055796749702752724,0.08230067100247584
293,293,293,293,2020-04-03,32.81999969482422,34.02000045776367,29.6200008392334,-0.03527339055827683,0.10803506971384813
294,294,294,294,2020-04-06,35.86000061035156,33.2599983215332,31.950000762939453,0.07817205111327574,0.12237870904677828
295,295,295,295,2020-04-07,37.77000045776367,35.0,31.049999237060547,0.0791428702218191,0.21642516540490897
296,296,296,296,2020-04-08,39.380001068115234,35.099998474121094,29.3799991607666,0.12193740114119223,0.34036767164726167
297,297,297,297,2020-04-09,41.11000061035156,32.70000076293945,31.440000534057617,0.25718653367566846,0.3075699717568021
298,298,298,298,2020-04-13,40.959999084472656,34.060001373291016,32.2599983215332,0.20258360049839697,0.2696838566520412
299,299,299,299,2020-04-14,42.0099983215332,32.81999969482422,34.02000045776367,0.28001214845100275,0.23486178001935154
300,300,300,300,2020-04-15,41.33000183105469,35.86000061035156,33.2599983215332,0.15253767784722583,0.24263391210987528
301,301,301,301,2020-04-16,41.459999084472656,37.77000045776367,35.0,0.0976965470475788,0.18457140241350456
302,302,302,302,2020-04-17,43.790000915527344,39.380001068115234,35.099998474121094,0.11198577267136622,0.2475784278968931
303,303,303,303,2020-04-20,43.2400016784668,41.11000061035156,32.70000076293945,0.05181223635347987,0.32232417949888403
304,304,304,304,2020-04-21,42.34999847412109,40.959999084472656,34.060001373291016,0.03393553273235694,0.24339391563650592
305,305,305,305,2020-04-22,42.880001068115234,42.0099983215332,32.81999969482422,0.020709421122163896,0.30652045907476033
306,306,306,306,2020-04-23,45.380001068115234,41.33000183105469,35.86000061035156,0.09799175072906596,0.2654768626806876
307,307,307,307,2020-04-24,47.11000061035156,41.459999084472656,37.77000045776367,0.13627596841879597,0.2472862070264561
308,308,308,308,2020-04-27,49.5099983215332,43.790000915527344,39.380001068115234,0.13062336803874386,0.2572370995088651
309,309,309,309,2020-04-28,48.68999862670898,43.2400016784668,41.11000061035156,0.12604062758295953,0.1843833107229087
310,310,310,310,2020-04-29,48.95000076293945,42.34999847412109,40.959999084472656,0.15584421550455185,0.195068404713312
311,311,311,311,2020-04-30,50.09999847412109,42.880001068115234,42.0099983215332,0.16837680098320962,0.1925732081841376
312,312,312,312,2020-05-01,49.400001525878906,45.380001068115234,41.33000183105469,0.08858528786126874,0.1952576660366987
313,313,313,313,2020-05-04,49.93000030517578,47.11000061035156,41.459999084472656,0.05985989510270939,0.20429332869607464
314,314,314,314,2020-05-05,50.27999877929688,49.5099983215332,43.790000915527344,0.015552423426942186,0.14820730139487792
315,315,315,315,2020-05-06,52.0099983215332,48.68999862670898,43.2400016784668,0.0681864815868578,0.2028213761016988
316,316,316,316,2020-05-07,52.93999862670898,48.95000076293945,42.34999847412109,0.08151170176876477,0.2500590444899107
317,317,317,317,2020-05-08,51.9900016784668,50.09999847412109,42.880001068115234,0.03772461600616572,0.21245336715081353
318,318,318,318,2020-05-11,52.810001373291016,49.400001525878906,45.380001068115234,0.0690283348599845,0.16372851763540885
319,319,319,319,2020-05-12,51.88999938964844,49.93000030517578,47.11000061035156,0.03925493836356897,0.10146462995898498
320,320,320,320,2020-05-13,51.34999847412109,50.27999877929688,49.5099983215332,0.021280821813877582,0.03716421359254252
321,321,321,321,2020-05-14,51.40999984741211,52.0099983215332,48.68999862670898,-0.011536214064300054,0.05586365367468038
322,322,322,322,2020-05-15,51.93000030517578,52.93999862670898,48.95000076293945,-0.019078170527636495,0.06087843709478591
323,323,323,323,2020-05-18,52.47999954223633,51.9900016784668,50.09999847412109,0.009424848008275477,0.04750501278646979
324,324,324,324,2020-05-19,52.88999938964844,52.810001373291016,49.400001525878906,0.0015148270077092185,0.07064772785363682
325,325,325,325,2020-05-20,53.97999954223633,51.88999938964844,49.93000030517578,0.040277513531919995,0.08111354320662234
326,326,326,326,2020-05-21,52.560001373291016,51.34999847412109,50.27999877929688,0.023563835153368906,0.04534611474439698
327,327,327,327,2020-05-22,52.33000183105469,51.40999984741211,52.0099983215332,0.01789538973688387,0.006152730625814895
328,328,328,328,2020-05-26,51.09999847412109,51.93000030517578,52.93999862670898,-0.015983089277431972,-0.03475633170227521
329,329,329,329,2020-05-27,51.38999938964844,52.47999954223633,51.9900016784668,-0.02076982016188189,-0.011540724551791448
330,330,330,330,2020-05-28,52.31999969482422,52.88999938964844,52.810001373291016,-0.010777078869389833,-0.009278577271816135
331,331,331,331,2020-05-29,53.0,53.97999954223633,51.88999938964844,-0.01815486384859144,0.02139141690899682
332,332,332,332,2020-06-01,53.25,52.560001373291016,51.34999847412109,0.013127827410210458,0.037001004524595205
333,333,333,333,2020-06-02,52.66999816894531,52.33000183105469,51.40999984741211,0.00649715891446534,0.024508817842306074
334,334,334,334,2020-06-03,53.68999862670898,51.09999847412109,51.93000030517578,0.05068493600639856,0.03389174487175528
335,335,335,335,2020-06-04,52.31999969482422,51.38999938964844,52.47999954223633,0.01809691216620468,-0.0030487776068546246
336,336,336,336,2020-06-05,52.40999984741211,52.31999969482422,52.88999938964844,0.0017201864127074362,-0.009075431041322246
337,337,337,337,2020-06-08,53.11000061035156,53.0,53.97999954223633,0.0020754832141804958,-0.016117060749584522
338,338,338,338,2020-06-09,52.75,53.25,52.560001373291016,-0.009389671361502372,0.0036148900636356895
339,339,339,339,2020-06-10,52.0099983215332,52.66999816894531,52.33000183105469,-0.01253085001626697,-0.006115106025690653
340,340,340,340,2020-06-11,50.459999084472656,53.68999862670898,51.09999847412109,-0.060160171816981634,-0.012524450269260745
341,341,341,341,2020-06-12,50.150001525878906,52.31999969482422,51.38999938964844,-0.04147550041289427,-0.024129166734711105
342,342,342,342,2020-06-15,52.400001525878906,52.40999984741211,52.31999969482422,-0.00019077125667454897,0.001529086993909079
343,343,343,343,2020-06-16,52.83000183105469,53.11000061035156,53.0,-0.005272053776672392,-0.003207512621609676
344,344,344,344,2020-06-17,52.63999938964844,52.75,53.25,-0.00208531962751779,-0.011455410523034004
345,345,345,345,2020-06-18,53.06999969482422,52.0099983215332,52.66999816894531,0.020380723082087826,0.0075944852816560715
346,346,346,346,2020-06-19,55.15999984741211,50.459999084472656,53.68999862670898,0.09314310044023988,0.02737942369720714
347,347,347,347,2020-06-22,55.209999084472656,50.150001525878906,52.31999969482422,0.10089725632376378,0.05523699171455321
348,348,348,348,2020-06-23,55.5,52.400001525878906,52.40999984741211,0.059160274500948073,0.05895821716436167
349,349,349,349,2020-06-24,53.66999816894531,52.83000183105469,53.11000061035156,0.01589998691608696,0.010544107553344784
350,350,350,350,2020-06-25,54.56999969482422,52.63999938964844,52.75,0.03666413996112827,0.0345023638829236
351,351,351,351,2020-06-26,53.52000045776367,53.06999969482422,52.0099983215332,0.008479381298796884,0.02903292030304283
352,352,352,352,2020-06-29,53.33000183105469,55.15999984741211,50.459999084472656,-0.033176178778457355,0.0568767895095974
353,353,353,353,2020-06-30,57.0,55.209999084472656,50.150001525878906,0.03242167986252986,0.13659019472983047
354,354,354,354,2020-07-01,56.970001220703125,55.5,52.400001525878906,0.026486508481137427,0.08721373209440131
355,355,355,355,2020-07-02,57.86000061035156,53.66999816894531,52.83000183105469,0.07806973326544075,0.09521102791899061
356,356,356,356,2020-07-06,57.86000061035156,54.56999969482422,52.63999938964844,0.06028955348957776,0.0991641580780418
357,357,357,357,2020-07-07,56.84999847412109,53.52000045776367,53.06999969482422,0.062219693345954674,0.07122665914892634
358,358,358,358,2020-07-08,57.619998931884766,53.33000183105469,55.15999984741211,0.0804424705331992,0.04459751797095168
359,359,359,359,2020-07-09,57.470001220703125,57.0,55.209999084472656,0.008245635450931932,0.04093465266631524
360,360,360,360,2020-07-10,57.70000076293945,56.970001220703125,55.5,0.012813753319194987,0.03963965338629638
361,361,361,361,2020-07-13,57.5,57.86000061035156,53.66999816894531,-0.006221925450293875,0.07136206375484488
362,362,362,362,2020-07-14,59.43000030517578,57.86000061035156,54.56999969482422,0.027134456935061557,0.08905993471743634
363,363,363,363,2020-07-15,60.2599983215332,56.84999847412109,53.52000045776367,0.05998240877639427,0.12593418920256783
364,364,364,364,2020-07-16,59.959999084472656,57.619998931884766,53.33000183105469,0.04061090239439458,0.12432021424678141
365,365,365,365,2020-07-17,61.880001068115234,57.470001220703125,57.0,0.07673568390013252,0.08561405382658305
366,366,366,366,2020-07-20,61.43000030517578,57.70000076293945,56.970001220703125,0.06464470524984978,0.07828679987550835
367,367,367,367,2020-07-21,61.84000015258789,57.5,57.86000061035156,0.07547826352326759,0.06878671794421454
368,368,368,368,2020-07-22,62.16999816894531,59.43000030517578,57.86000061035156,0.04610462476357924,0.07449010565379544
369,369,369,369,2020-07-23,61.93999862670898,60.2599983215332,56.84999847412109,0.02787919601676192,0.08953386612499092
370,370,370,370,2020-07-24,61.75,59.959999084472656,57.619998931884766,0.0298532512151235,0.07167652108077083
371,371,371,371,2020-07-27,62.68999862670898,61.880001068115234,57.470001220703125,0.013089811645318639,0.09082995119417858
372,372,372,372,2020-07-28,62.09999847412109,61.43000030517578,57.70000076293945,0.010906693238105891,0.07625645845758355
373,373,373,373,2020-07-29,64.0,61.84000015258789,57.5,0.034928846088007504,0.11304347826086958
374,374,374,374,2020-07-30,69.70999908447266,62.16999816894531,59.43000030517578,0.12128037860058472,0.1729765897107287
375,375,375,375,2020-07-31,69.77999877929688,61.93999862670898,60.2599983215332,0.12657410924137857,0.1579820896603279
376,376,376,376,2020-08-03,71.31999969482422,61.75,59.959999084472656,0.15497975214290238,0.1894596528320056
377,377,377,377,2020-08-04,72.05999755859375,62.68999862670898,61.880001068115234,0.1494656107376704,0.16451189907499764
378,378,378,378,2020-08-05,73.31999969482422,62.09999847412109,61.43000030517578,0.180676352598927,0.1935536273902092
379,379,379,379,2020-08-06,70.25,64.0,61.84000015258789,0.09765625,0.1359961162137897
380,380,380,380,2020-08-07,68.55000305175781,69.70999908447266,62.16999816894531,-0.01664031054295656,0.10262192489494693
381,381,381,381,2020-08-10,65.9000015258789,69.77999877929688,61.93999862670898,-0.05560328634699163,0.0639328864541231
382,382,382,382,2020-08-11,65.79000091552734,71.31999969482422,61.75,-0.07753784075938797,0.06542511604092871
383,383,383,383,2020-08-12,67.98999786376953,72.05999755859375,62.68999862670898,-0.056480708197565566,0.08454297899445962
384,384,384,384,2020-08-13,68.12000274658203,73.31999969482422,62.09999847412109,-0.07092194448835032,0.09694048986119808
385,385,385,385,2020-08-14,66.80999755859375,70.25,64.0,-0.04896800628336295,0.043906211853027344
386,386,386,386,2020-08-17,68.08000183105469,68.55000305175781,69.70999908447266,-0.006856326765562026,-0.023382545901955654
387,387,387,387,2020-08-18,67.80000305175781,65.9000015258789,69.77999877929688,0.028831585461083442,-0.0283748317881386
388,388,388,388,2020-08-19,67.04000091552734,65.79000091552734,71.31999969482422,0.018999847736815845,-0.06001120019084183
389,389,389,389,2020-08-20,67.08000183105469,67.98999786376953,72.05999755859375,-0.013384263293230059,-0.06910901882129128
390,390,390,390,2020-08-21,66.75,68.12000274658203,73.31999969482422,-0.020111607330355996,-0.08960719752005131
391,391,391,391,2020-08-24,65.33000183105469,66.80999755859375,70.25,-0.022152309259420022,-0.07003556112377674
392,392,392,392,2020-08-25,66.11000061035156,68.08000183105469,68.55000305175781,-0.02893656239304787,-0.03559449063137099
393,393,393,393,2020-08-26,65.91000366210938,67.80000305175781,65.9000015258789,-0.027876095937718892,0.00015177748101469213
394,394,394,394,2020-08-27,61.540000915527344,67.04000091552734,65.79000091552734,-0.08204057167198109,-0.0645994823051742
395,395,395,395,2020-08-28,60.369998931884766,67.08000183105469,67.98999786376953,-0.1000298556352085,-0.11207529300343322
396,396,396,396,2020-08-31,59.720001220703125,66.75,68.12000274658203,-0.10531833377223787,-0.12331182012907926
397,397,397,397,2020-09-01,59.220001220703125,65.33000183105469,66.80999755859375,-0.09352518657740438,-0.11360569698021683
398,398,398,398,2020-09-02,61.7400016784668,66.11000061035156,68.08000183105469,-0.06610193452638546,-0.09312573416670944
399,399,399,399,2020-09-03,59.209999084472656,65.91000366210938,67.80000305175781,-0.10165383409754603,-0.12669621800352482
400,400,400,400,2020-09-04,58.2400016784668,61.540000915527344,67.04000091552734,-0.0536236462133024,-0.1312649032948081
401,401,401,401,2020-09-08,57.59999847412109,60.369998931884766,67.08000183105469,-0.04588372547246622,-0.1413238386726584
402,402,402,402,2020-09-09,59.22999954223633,59.720001220703125,66.75,-0.008204984401388948,-0.11265918288784527
403,403,403,403,2020-09-10,59.91999816894531,59.220001220703125,65.33000183105469,0.011820279193062166,-0.08281040120127048
404,404,404,404,2020-09-11,62.040000915527344,61.7400016784668,66.11000061035156,0.004859074002344643,-0.06156405471560278
405,405,405,405,2020-09-14,60.650001525878906,59.209999084472656,65.91000366210938,0.024320257788753796,-0.07980582375925982
406,406,406,406,2020-09-15,60.88999938964844,58.2400016784668,61.540000915527344,0.045501333015267154,-0.01056226058187959
407,407,407,407,2020-09-16,60.77000045776367,57.59999847412109,60.369998931884766,0.05503475811838476,0.006625832912970919
408,408,408,408,2020-09-17,63.22999954223633,59.22999954223633,59.720001220703125,0.06753334511082754,0.05877425066623054
409,409,409,409,2020-09-18,63.56999969482422,59.91999816894531,59.220001220703125,0.060914580063698764,0.07345488660004196
410,410,410,410,2020-09-21,65.12000274658203,62.040000915527344,61.7400016784668,0.049645418852400924,0.05474572361882668
411,411,411,411,2020-09-22,65.37999725341797,60.650001525878906,59.209999084472656,0.07798838596105906,0.10420534140091453
412,412,412,412,2020-09-23,63.75,60.88999938964844,58.2400016784668,0.04696995629856704,0.09460848493708784
413,413,413,413,2020-09-24,63.0099983215332,60.77000045776367,57.59999847412109,0.03686025747731181,0.09392361095014201
414,414,414,414,2020-09-25,64.3499984741211,63.22999954223633,59.22999954223633,0.01771309410079347,0.0864426637085105
415,415,415,415,2020-09-28,65.7699966430664,63.56999969482422,59.91999816894531,0.034607471429975556,0.09763015108289785
416,416,416,416,2020-09-29,66.12000274658203,65.12000274658203,62.040000915527344,0.015356264708580536,0.0657640517544471
417,417,417,417,2020-09-30,66.47000122070312,65.37999725341797,60.650001525878906,0.01667182644655396,0.09596042124320259
418,418,418,418,2020-10-01,66.3499984741211,63.75,60.88999938964844,0.04078428979013471,0.0896698823978126
419,419,419,419,2020-10-02,66.87999725341797,63.0099983215332,60.77000045776367,0.06141880709370251,0.10054297761443753
420,420,420,420,2020-10-05,67.9000015258789,64.3499984741211,63.22999954223633,0.05516710389955137,0.07385737810298587
421,421,421,421,2020-10-06,67.29000091552734,65.7699966430664,63.56999969482422,0.023110906949106225,0.05851818843104395
422,422,422,422,2020-10-07,68.93000030517578,66.12000274658203,65.12000274658203,0.0424984489090785,0.058507331048810896
423,423,423,423,2020-10-08,68.29000091552734,66.47000122070312,65.37999725341797,0.02738076818715851,0.04450908204890203
424,424,424,424,2020-10-09,69.38999938964844,66.3499984741211,63.75,0.04581764861250237,0.08847057866115193
425,425,425,425,2020-10-12,68.33999633789062,66.87999725341797,63.0099983215332,0.02183013074806972,0.08458971843101826
426,426,426,426,2020-10-13,67.66999816894531,67.9000015258789,64.3499984741211,-0.0033873836784220623,0.05159284807379416
427,427,427,427,2020-10-14,66.5,67.29000091552734,65.7699966430664,-0.011740242306120252,0.011099336995489262
428,428,428,428,2020-10-15,65.93000030517578,68.93000030517578,66.12000274658203,-0.04352241385054423,-0.0028736000228928305
429,429,429,429,2020-10-16,66.9000015258789,68.29000091552734,66.47000122070312,-0.020354361854055703,0.006469088269579482
430,430,430,430,2020-10-19,67.01000213623047,69.38999938964844,66.3499984741211,-0.034298851049896606,0.009947304857389039
431,431,431,431,2020-10-20,66.37999725341797,68.33999633789062,66.87999725341797,-0.028680116908141318,-0.007476076862046321
432,432,432,432,2020-10-21,65.8499984741211,67.66999816894531,67.9000015258789,-0.026895223054098416,-0.03019150229291956
433,433,433,433,2020-10-22,67.97000122070312,66.5,67.29000091552734,0.022105281514332775,0.010105517846989098
434,434,434,434,2020-10-23,67.91000366210938,65.93000030517578,68.93000030517578,0.030031902741825878,-0.01479757200856735
435,435,435,435,2020-10-26,68.66000366210938,66.9000015258789,68.29000091552734,0.02630795360370275,0.005418110142357602
436,436,436,436,2020-10-27,70.91999816894531,67.01000213623047,69.38999938964844,0.05834943901010292,0.022049269242753633
437,437,437,437,2020-10-28,69.69000244140625,66.37999725341797,68.33999633789062,0.04986449721219066,0.019754260694437864
438,438,438,438,2020-10-29,70.5,65.8499984741211,67.66999816894531,0.07061505897690101,0.04182062816064058
439,439,439,439,2020-10-30,68.81999969482422,67.97000122070312,66.5,0.012505494466023226,0.03488721345600321
440,440,440,440,2020-11-02,70.55999755859375,67.91000366210938,65.93000030517578,0.0390221433305995,0.07022595528570763
441,441,441,441,2020-11-03,71.91999816894531,68.66000366210938,66.9000015258789,0.047480255359132695,0.07503731731791552
442,442,442,442,2020-11-04,73.75,70.91999816894531,67.01000213623047,0.03990414416414767,0.10058196760040694
443,443,443,443,2020-11-05,76.66999816894531,69.69000244140625,66.37999725341797,0.1001577770557216,0.15501659146268643
444,444,444,444,2020-11-06,75.05000305175781,70.5,65.8499984741211,0.06453905037954355,0.13971153820530913
445,445,445,445,2020-11-09,68.3499984741211,68.81999969482422,67.97000122070312,-0.00682942782312268,0.005590661271052344
446,446,446,446,2020-11-10,66.69000244140625,70.55999755859375,67.91000366210938,-0.05484687147237799,-0.01796497062160851
447,447,447,447,2020-11-11,69.83999633789062,71.91999816894531,68.66000366210938,-0.028921049555210132,0.017186026985787084
448,448,448,448,2020-11-12,70.19999694824219,73.75,70.91999816894531,-0.04813563460010595,-0.01015230173847359
449,449,449,449,2020-11-13,69.73999786376953,76.66999816894531,69.69000244140625,-0.09038738060101759,0.0007173973398166833
450,450,450,450,2020-11-16,71.06999969482422,75.05000305175781,70.5,-0.053031355031242344,0.008085102054244286
451,451,451,451,2020-11-17,72.0,68.3499984741211,68.81999969482422,0.05340163288022426,0.04620750245970928
452,452,452,452,2020-11-18,70.01000213623047,66.69000244140625,70.55999755859375,0.049782569699876156,-0.007794719974395736
453,453,453,453,2020-11-19,70.01000213623047,69.83999633789062,71.91999816894531,0.0024342183169274723,-0.02655723138685462
454,454,454,454,2020-11-20,68.98999786376953,70.19999694824219,73.75,-0.017236454944076107,-0.06454240184719284
455,455,455,455,2020-11-23,68.06999969482422,69.73999786376953,76.66999816894531,-0.023946059938336872,-0.11216901890581321
456,456,456,456,2020-11-24,67.68000030517578,71.06999969482422,75.05000305175781,-0.04769944286203953,-0.0982012318040727
457,457,457,457,2020-11-25,68.2300033569336,72.0,68.3499984741211,-0.05236106448703337,-0.0017555979497634322
458,458,458,458,2020-11-27,69.51000213623047,70.01000213623047,66.69000244140625,-0.007141836662525214,0.04228519405591369
459,459,459,459,2020-11-30,69.12999725341797,70.01000213623047,69.83999633789062,-0.012569702270543104,-0.010166081353120804
460,460,460,460,2020-12-01,69.62999725341797,68.98999786376953,70.19999694824219,0.009276698209386813,-0.008119654125405051
461,461,461,461,2020-12-02,70.86000061035156,68.06999969482422,69.73999786376953,0.04098723267277293,0.016059690004147198
462,462,462,462,2020-12-03,72.48999786376953,67.68000030517578,71.06999969482422,0.07106970355947095,0.019980275433274297
463,463,463,463,2020-12-04,73.16000366210938,68.2300033569336,72.0,0.07225560695615574,0.016111161973741295
464,464,464,464,2020-12-07,73.18000030517578,69.51000213623047,70.01000213623047,0.05279813057339,0.045279218286222944
465,465,465,465,2020-12-08,72.7699966430664,69.12999725341797,70.01000213623047,0.052654412473138956,0.03942285991457828
466,466,466,466,2020-12-09,71.83000183105469,69.62999725341797,68.98999786376953,0.03159564360788081,0.04116544506774944
467,467,467,467,2020-12-10,76.25,70.86000061035156,68.06999969482422,0.0760654719619216,0.12017041783236193
468,468,468,468,2020-12-11,74.31999969482422,72.48999786376953,67.68000030517578,0.025244887363547797,0.09810873758433836
469,469,469,469,2020-12-14,74.16999816894531,73.16000366210938,68.2300033569336,0.013805282343896774,0.08705839835501172
470,470,470,470,2020-12-15,75.5,73.18000030517578,69.51000213623047,0.031702646695126235,0.08617461774824764
471,471,471,471,2020-12-16,73.62999725341797,72.7699966430664,69.12999725341797,0.011818065824158674,0.06509475160983769
472,472,472,472,2020-12-17,75.0999984741211,71.83000183105469,69.62999725341797,0.045524106358196814,0.07855811340613861
473,473,473,473,2020-12-18,74.7699966430664,76.25,70.86000061035156,-0.019409880090932363,0.05517917018114815
474,474,474,474,2020-12-21,75.2300033569336,74.31999969482422,72.48999786376953,0.01224439808727218,0.037798393901367744
475,475,475,475,2020-12-22,74.66999816894531,74.16999816894531,73.16000366210938,0.0067412702217020115,0.02063961770436573
476,476,476,476,2020-12-23,75.05999755859375,75.5,73.18000030517578,-0.005827846906043099,0.025690041617627557
477,477,477,477,2020-12-24,74.7699966430664,73.62999725341797,72.7699966430664,0.015482811791026174,0.02748385450407409
478,478,478,478,2020-12-28,72.58000183105469,75.0999984741211,71.83000183105469,-0.03355521563605324,0.010441319516655723
479,479,479,479,2020-12-29,71.73999786376953,74.7699966430664,76.25,-0.040524259934922036,-0.05914756899974383
480,480,480,480,2020-12-30,71.75,75.2300033569336,74.31999969482422,-0.04625818425691797,-0.0345801897924819
481,481,481,481,2020-12-31,72.83000183105469,74.66999816894531,74.16999816894531,-0.02464170862476145,-0.018066554819623493
482,482,482,482,2021-01-04,73.12000274658203,75.05999755859375,75.5,-0.02584592159755017,-0.03152314242937704
483,483,483,483,2021-01-05,76.0199966430664,74.7699966430664,73.62999725341797,0.01671793575125058,0.03245958819504757
484,484,484,484,2021-01-06,78.02999877929688,72.58000183105469,75.0999984741211,0.07508951241043249,0.039014651993440896
485,485,485,485,2021-01-07,77.97000122070312,71.73999786376953,74.7699966430664,0.08684142099870207,0.04279797674611063
486,486,486,486,2021-01-08,80.48999786376953,71.75,75.2300033569336,0.12181181691664844,0.06991883918813024
487,487,487,487,2021-01-11,78.5199966430664,72.83000183105469,74.66999816894531,0.07812707220866089,0.0515601790348279
488,488,488,488,2021-01-12,77.6500015258789,73.12000274658203,75.05999755859375,0.06195293502650512,0.034505782727521916
489,489,489,489,2021-01-13,77.8499984741211,76.0199966430664,74.7699966430664,0.02407263761990186,0.0411930181802449
490,490,490,490,2021-01-14,76.4800033569336,78.02999877929688,72.58000183105469,-0.01986409645791931,0.053733830635014135
491,491,491,491,2021-01-15,76.0999984741211,77.97000122070312,71.73999786376953,-0.023983618280173813,0.0607750312263875
