,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,KR,KR_6m,KR_12m,KR_6m_ret,KR_12m_ret
23,23,23,23,2019-03-11,22.25881004333496,25.281391143798828,25.786657333374023,-0.11955754662675133,-0.13680901888253638
24,24,24,24,2019-03-12,22.087379455566406,25.840791702270508,25.73251914978028,-0.14525144159473669,-0.14165498811044308
25,25,25,25,2019-03-13,22.31294059753418,26.09342384338379,26.03026580810547,-0.1448826059983762,-0.14280780834031148
26,26,26,26,2019-03-14,22.33099365234375,25.66033744812012,26.09342384338379,-0.12974668795792776,-0.14419074375301022
27,27,27,27,2019-03-15,21.97911262512207,23.106937408447266,26.88741111755371,-0.048808925362514466,-0.18255005924416468
28,28,28,28,2019-03-18,22.150541305541992,22.07835578918457,26.463350296020508,0.003269515042093163,-0.16297290185238056
29,29,29,29,2019-03-19,21.95204162597656,22.25881004333496,25.281391143798828,-0.013781887565470274,-0.13169170552700826
30,30,30,30,2019-03-20,21.645273208618164,22.087379455566406,25.840791702270508,-0.02001623813443487,-0.1623602922848414
31,31,31,31,2019-03-21,21.943021774291992,22.31294059753418,26.09342384338379,-0.016578667505755318,-0.1590593129519171
32,32,32,32,2019-03-22,21.9610652923584,22.33099365234375,25.66033744812012,-0.016565691869538712,-0.14416303617366233
33,33,33,33,2019-03-25,21.78963088989257,21.97911262512207,23.106937408447266,-0.008620991141058298,-0.05700913519041784
34,34,34,34,2019-03-26,22.07835578918457,22.150541305541992,22.07835578918457,-0.0032588601498132475,0.0
35,35,35,35,2019-03-27,21.89790725708008,21.95204162597656,22.25881004333496,-0.00246602889238412,-0.016213929924926318
36,36,36,36,2019-03-28,22.05129051208496,21.645273208618164,22.087379455566406,0.018757781412763075,-0.001633916941303326
37,37,37,37,2019-03-29,22.195650100708008,21.943021774291992,22.31294059753418,0.011512923288987897,-0.005256613143994726
38,38,38,38,2019-04-01,22.087379455566406,21.9610652923584,22.33099365234375,0.0057517320551823126,-0.010909241235298794
39,39,39,39,2019-04-02,21.4377498626709,21.78963088989257,21.97911262512207,-0.01614901275748082,-0.024630783402619927
40,40,40,40,2019-04-03,21.47384452819824,22.07835578918457,22.150541305541992,-0.027380266300557676,-0.030549897991632657
41,41,41,41,2019-04-04,21.36557388305664,21.89790725708008,21.95204162597656,-0.024309783020536213,-0.02671586328562403
42,42,42,42,2019-04-05,21.564069747924805,22.05129051208496,21.645273208618164,-0.022094886641357392,-0.003751556282552637
43,43,43,43,2019-04-08,21.527976989746094,22.195650100708008,21.943021774291992,-0.030081259523036752,-0.018914659467373696
44,44,44,44,2019-04-09,21.60016250610352,22.087379455566406,21.9610652923584,-0.0220586127223934,-0.01643375589709939
45,45,45,45,2019-04-10,22.53851318359375,21.4377498626709,21.78963088989257,0.05134696169020936,0.03436874619333552
46,46,46,46,2019-04-11,23.224231719970703,21.47384452819824,22.07835578918457,0.0815125204745688,0.05190041965658776
47,47,47,47,2019-04-12,23.16107177734375,21.36557388305664,21.89790725708008,0.08403696077225331,0.057684257469638345
48,48,48,48,2019-04-15,22.98062324523925,21.564069747924805,22.05129051208496,0.0656904523994486,0.04214414265890598
49,49,49,49,2019-04-16,23.07084274291992,21.527976989746094,22.195650100708008,0.07166793953322692,0.03943081812160987
50,50,50,50,2019-04-17,23.043779373168945,21.60016250610352,22.087379455566406,0.06683361139794686,0.04330074192488742
51,51,51,51,2019-04-18,23.26032066345215,22.53851318359375,21.4377498626709,0.03202551445957025,0.0850168890138443
52,52,52,52,2019-04-22,23.007688522338867,23.224231719970703,21.47384452819824,-0.009324019853178989,0.07142847626220217
53,53,53,53,2019-04-23,22.75505447387696,23.16107177734375,21.36557388305664,-0.017530160407514317,0.06503361896224136
54,54,54,54,2019-04-24,23.07084274291992,22.98062324523925,21.564069747924805,0.003925894294418475,0.0698742404661401
55,55,55,55,2019-04-25,23.25129508972168,23.07084274291992,21.527976989746094,0.007821662555310915,0.08005016452760105
56,56,56,56,2019-04-26,22.55655670166016,23.043779373168945,21.60016250610352,-0.021143349084312257,0.04427717593728264
57,57,57,57,2019-04-29,23.07084274291992,23.26032066345215,22.53851318359375,-0.008145971986961764,0.02361866352895281
58,58,58,58,2019-04-30,23.26032066345215,23.007688522338867,23.224231719970703,0.010980335589470203,0.001553934869260365
59,59,59,59,2019-05-01,23.079870223999023,22.75505447387696,23.16107177734375,0.01427444397001798,-0.0035059497300189424
60,60,60,60,2019-05-02,23.26032066345215,23.07084274291992,22.98062324523925,0.008212873827089684,0.012171010996006926
61,61,61,61,2019-05-03,23.224231719970703,23.25129508972168,23.07084274291992,-0.001163951067953195,0.006648607454873279
62,62,62,62,2019-05-06,23.19715881347656,22.55655670166016,23.043779373168945,0.028399818300691715,0.006656001944116863
63,63,63,63,2019-05-07,23.25129508972168,23.07084274291992,23.26032066345215,0.007821662555310915,-0.00038802447571795184
64,64,64,64,2019-05-08,22.809186935424805,23.26032066345215,23.007688522338867,-0.019394991778259874,-0.008627619707270107
65,65,65,65,2019-05-09,22.88137435913086,23.079870223999023,22.75505447387696,-0.008600389124448493,0.0055512890728921516
66,66,66,66,2019-05-10,23.305435180664062,23.26032066345215,23.07084274291992,0.0019395483778863465,0.01016835147108508
67,67,67,67,2019-05-13,22.90843772888184,23.224231719970703,23.25129508972168,-0.0135976076580957,-0.014745731776093729
68,68,68,68,2019-05-14,22.90843963623047,23.19715881347656,22.55655670166016,-0.01244631636001714,0.015600028817537082
69,69,69,69,2019-05-15,22.872148513793945,23.25129508972168,23.07084274291992,-0.01630647129395113,-0.008612352454569483
70,70,70,70,2019-05-16,22.373151779174805,22.809186935424805,23.26032066345215,-0.01911664617789588,-0.0381408707607076
71,71,71,71,2019-05-17,21.97395896911621,22.88137435913086,23.079870223999023,-0.039657381404301084,-0.047916701617016
72,72,72,72,2019-05-20,21.837871551513672,23.305435180664062,23.26032066345215,-0.06297087429493664,-0.0611534609741432
73,73,73,73,2019-05-21,22.046537399291992,22.90843772888184,23.224231719970703,-0.03762370615536148,-0.050709721418513154
74,74,74,74,2019-05-22,21.77435874938965,22.90843963623047,23.19715881347656,-0.049504938129755205,-0.061335100368426376
75,75,75,75,2019-05-23,21.347946166992188,22.872148513793945,23.25129508972168,-0.06664010361258921,-0.08185990996995585
76,76,76,76,2019-05-24,21.52032470703125,22.373151779174805,22.809186935424805,-0.03811832506036883,-0.056506276705191594
77,77,77,77,2019-05-28,21.429595947265625,21.97395896911621,22.88137435913086,-0.024773097220017304,-0.06344804245929836
78,78,78,78,2019-05-29,20.894311904907227,21.837871551513672,23.305435180664062,-0.04320749137024038,-0.10345755215750208
79,79,79,79,2019-05-30,20.667495727539062,22.046537399291992,22.90843772888184,-0.06255139511373864,-0.09782168595973295
80,80,80,80,2019-05-31,20.69471740722656,21.77435874938965,22.90843963623047,-0.04958315211892761,-0.09663347937075706
81,81,81,81,2019-06-03,20.830799102783203,21.347946166992188,22.872148513793945,-0.02422467529961214,-0.08925044404025384
82,82,82,82,2019-06-04,21.43866920471192,21.52032470703125,22.373151779174805,-0.0037943434140029764,-0.04176803445872612
83,83,83,83,2019-06-05,21.202783584594727,21.429595947265625,21.97395896911621,-0.010584070890979125,-0.0350949678938306
84,84,84,84,2019-06-06,21.502178192138672,20.894311904907227,21.837871551513672,0.02909242907820686,-0.015372073170369593
85,85,85,85,2019-06-07,21.71085357666016,20.667495727539062,22.046537399291992,0.05048303204586335,-0.015226147151915725
86,86,86,86,2019-06-10,22.12819099426269,20.69471740722656,21.77435874938965,0.06926760867657777,0.01624995017972508
87,87,87,87,2019-06-11,22.373151779174805,20.830799102783203,21.347946166992188,0.07404193515483182,0.04802361801753885
88,88,88,88,2019-06-12,22.345930099487305,21.43866920471192,21.52032470703125,0.04231889983992021,0.03836398398702179
89,89,89,89,2019-06-13,22.33686256408692,21.202783584594727,21.429595947265625,0.05348726854506869,0.042337084612043885
90,90,90,90,2019-06-14,22.01024627685547,21.502178192138672,20.894311904907227,0.023628679856376067,0.05340852462751622
91,91,91,91,2019-06-17,22.100975036621094,21.71085357666016,20.667495727539062,0.017968960021927716,0.06935911965240882
92,92,92,92,2019-06-18,21.71992301940918,22.12819099426269,20.69471740722656,-0.018450128840598268,0.049539483531416684
93,93,93,93,2019-06-19,21.44774055480957,22.373151779174805,20.830799102783203,-0.04136257749909955,0.029616792374707268
94,94,94,94,2019-06-20,20.98503303527832,22.345930099487305,21.43866920471192,-0.06090133899775374,-0.021159716822996555
95,95,95,95,2019-06-21,20.17757225036621,22.33686256408692,21.202783584594727,-0.09666936471160481,-0.04835267643694674
96,96,96,96,2019-06-24,20.03240966796875,22.01024627685547,21.502178192138672,-0.08985981274396193,-0.06835440163486683
97,97,97,97,2019-06-25,19.823740005493164,22.100975036621094,21.71085357666016,-0.103037763146403,-0.08692028457120182
98,98,98,98,2019-06-26,19.442689895629883,21.71992301940918,22.12819099426269,-0.10484535887831348,-0.12136107733926804
99,99,99,99,2019-06-27,19.40639305114746,21.44774055480957,22.373151779174805,-0.09517774137772028,-0.13260352217289462
100,100,100,100,2019-06-28,19.69672584533692,20.98503303527832,22.345930099487305,-0.06139171607571947,-0.11855421736109184
101,101,101,101,2019-07-01,19.59692573547364,20.17757225036621,22.33686256408692,-0.028776827444244812,-0.12266435452839897
102,102,102,102,2019-07-02,19.451759338378903,20.03240966796875,22.01024627685547,-0.028985545883593367,-0.11624072290217413
103,103,103,103,2019-07-03,19.55155372619629,19.823740005493164,22.100975036621094,-0.013730319264752877,-0.11535334102682981
104,104,104,104,2019-07-05,19.73301315307617,19.442689895629883,21.71992301940918,0.014932257779390001,-0.09147867902466711
105,105,105,105,2019-07-08,19.778379440307617,19.40639305114746,21.44774055480957,0.01916823946519841,-0.07783389165100685
106,106,106,106,2019-07-09,19.69672584533692,19.69672584533692,20.98503303527832,0.0,-0.06139171607571947
107,107,107,107,2019-07-10,19.64228248596192,19.59692573547364,20.17757225036621,0.002314482950056762,-0.026528947970664518
108,108,108,108,2019-07-11,19.742084503173828,19.451759338378903,20.03240966796875,0.014925393623501426,-0.014492772941796628
109,109,109,109,2019-07-12,19.86002922058105,19.55155372619629,19.823740005493164,0.015777543754563528,0.0018305937768470226
110,110,110,110,2019-07-15,20.03240966796875,19.73301315307617,19.442689895629883,0.015172366864099951,0.030331182336628126
111,111,111,111,2019-07-16,19.923540115356445,19.778379440307617,19.40639305114746,0.007339361421744961,0.026648283524197014
112,112,112,112,2019-07-17,19.633209228515625,19.69672584533692,19.69672584533692,-0.003224729699750295,-0.003224729699750295
113,113,113,113,2019-07-18,19.65135955810547,19.64228248596192,19.59692573547364,0.00046211901035619896,0.002777671526983161
114,114,114,114,2019-07-19,19.678577423095703,19.742084503173828,19.451759338378903,-0.003216837617522894,0.01166054343831413
115,115,115,115,2019-07-22,18.9255485534668,19.86002922058105,19.55155372619629,-0.04705333797524547,-0.03201818031938464
116,116,116,116,2019-07-23,18.88925552368164,20.03240966796875,19.73301315307617,-0.057065233950111316,-0.0427586817506882
117,117,117,117,2019-07-24,19.270307540893555,19.923540115356445,19.778379440307617,-0.03278697313231993,-0.025688247156318122
118,118,118,118,2019-07-25,19.179582595825195,19.633209228515625,19.69672584533692,-0.023105067918879674,-0.026255290019897237
119,119,119,119,2019-07-26,19.4880485534668,19.65135955810547,19.64228248596192,-0.008310417615421839,-0.007852139007029857
120,120,120,120,2019-07-29,19.442689895629883,19.678577423095703,19.742084503173828,-0.011987021337679149,-0.015165298654040926
121,121,121,121,2019-07-30,19.442689895629883,18.9255485534668,19.86002922058105,0.02732503846332901,-0.021014033781918018
122,122,122,122,2019-07-31,19.197723388671875,18.88925552368164,20.03240966796875,0.016330334702895355,-0.04166679361752046
123,123,123,123,2019-08-01,19.52434158325196,19.270307540893555,19.923540115356445,0.013182666743606353,-0.020036526129048493
124,124,124,124,2019-08-02,20.17757225036621,19.179582595825195,19.633209228515625,0.05203396109142888,0.02772664496744337
125,125,125,125,2019-08-05,19.887245178222656,19.4880485534668,19.65135955810547,0.020484176425393796,0.012003526749368998
126,126,126,126,2019-08-06,20.21386337280273,19.442689895629883,19.678577423095703,0.039663929287180766,0.02720145558279996
127,127,127,127,2019-08-07,21.68363380432129,19.442689895629883,18.9255485534668,0.11525894414409721,0.1457334376894064
128,128,128,128,2019-08-08,21.18463897705078,19.197723388671875,18.88925552368164,0.10349745895137441,0.12151794179984465
129,129,129,129,2019-08-09,21.157413482666016,19.52434158325196,19.270307540893555,0.08364286664677634,0.09792816942686722
130,130,130,130,2019-08-12,20.93060302734375,20.17757225036621,19.179582595825195,0.03732018736614218,0.09129606563490578
131,131,131,131,2019-08-13,20.91245460510254,19.887245178222656,19.4880485534668,0.05155110311620881,0.07309126143275879
132,132,132,132,2019-08-14,20.199846267700195,20.21386337280273,19.442689895629883,-0.0006934401823154301,0.03894298454250911
133,133,133,133,2019-08-15,20.309473037719727,21.68363380432129,19.442689895629883,-0.06337317716220192,0.04458144149512311
134,134,134,134,2019-08-16,20.70232963562012,21.18463897705078,19.197723388671875,-0.02276693702229926,0.0783742017991611
135,135,135,135,2019-08-19,21.00381851196289,21.157413482666016,19.52434158325196,-0.007259628915839089,0.07577602155762486
136,136,136,136,2019-08-20,20.93072891235352,20.93060302734375,20.17757225036621,6.01439956615657e-06,0.037326426224227216
137,137,137,137,2019-08-21,21.323579788208008,20.91245460510254,19.887245178222656,0.019659346110673992,0.0722239102054314
138,138,138,138,2019-08-22,21.62506675720215,20.199846267700195,20.21386337280273,0.07055600674451168,0.06981364019201575
139,139,139,139,2019-08-23,21.27790260314941,20.309473037719727,21.68363380432129,0.047683638252507654,-0.01871140256440884
140,140,140,140,2019-08-26,21.85346794128418,20.70232963562012,21.18463897705078,0.05560428830596087,0.03157141195363011
141,141,141,141,2019-08-27,21.12258720397949,21.00381851196289,21.157413482666016,0.005654623798475145,-0.0016460555877995109
142,142,142,142,2019-08-28,21.47889518737793,20.93072891235352,20.93060302734375,0.026189545396141378,0.026195717310098177
143,143,143,143,2019-08-29,21.62506675720215,21.323579788208008,20.91245460510254,0.014138665833251185,0.03407596886908415
144,144,144,144,2019-08-30,21.63420486450196,21.62506675720215,20.199846267700195,0.0004225701313393948,0.07100839173688778
145,145,145,145,2019-09-03,21.935697555541992,21.27790260314941,20.309473037719727,0.030914463923489288,0.08007221629049477
146,146,146,146,2019-09-04,22.529541015625,21.85346794128418,20.70232963562012,0.030936649329858845,0.08826114800437757
147,147,147,147,2019-09-05,22.68485450744629,21.12258720397949,21.00381851196289,0.07396192939719382,0.08003478008181952
148,148,148,148,2019-09-06,22.56608390808105,21.47889518737793,20.93072891235352,0.050616603471393073,0.07813177470194699
149,149,149,149,2019-09-09,23.013755798339844,21.62506675720215,21.323579788208008,0.06421663603305161,0.07926323942410951
150,150,150,150,2019-09-10,23.589326858520508,21.63420486450196,21.62506675720215,0.09037179809767681,0.0908325566516075
151,151,151,151,2019-09-11,23.360918045043945,21.935697555541992,21.27790260314941,0.06497265409013053,0.0978957127845026
152,152,152,152,2019-09-12,23.379196166992188,22.529541015625,21.85346794128418,0.037712936574159306,0.06981629779801213
153,153,153,153,2019-09-13,23.963903427124023,22.68485450744629,21.12258720397949,0.05638338651270103,0.13451553996232213
154,154,154,154,2019-09-16,23.735502243041992,22.56608390808105,21.47889518737793,0.051821943928080705,0.10506159818639826
155,155,155,155,2019-09-17,23.434011459350582,23.013755798339844,21.62506675720215,0.018261063717424753,0.08365036383279478
156,156,156,156,2019-09-18,23.04115867614746,23.589326858520508,21.63420486450196,-0.02323797476972289,0.06503376576386555
157,157,157,157,2019-09-19,23.589326858520508,23.360918045043945,21.935697555541992,0.009777390299308797,0.07538530738726057
158,158,158,158,2019-09-20,23.4614200592041,23.379196166992188,22.529541015625,0.0035169683176705657,0.04136254009492735
159,159,159,159,2019-09-23,23.49795913696289,23.963903427124023,22.68485450744629,-0.019443589045420095,0.035843502070939115
160,160,160,160,2019-09-24,23.58018493652344,23.735502243041992,22.56608390808105,-0.006543670528989187,0.04493916767185446
161,161,161,161,2019-09-25,23.54364013671875,23.434011459350582,23.013755798339844,0.004678186556251074,0.02302467893646165
162,162,162,162,2019-09-26,23.552778244018555,23.04115867614746,23.589326858520508,0.02220459374730699,-0.0015493708116877114
163,163,163,163,2019-09-27,23.516237258911133,23.589326858520508,23.360918045043945,-0.0030984181976763114,0.006648677657603352
164,164,164,164,2019-09-30,23.552778244018555,23.4614200592041,23.379196166992188,0.003893975069876987,0.007424638374498027
165,165,165,165,2019-10-01,23.379196166992188,23.49795913696289,23.963903427124023,-0.00505418233466437,-0.02439949993580859
166,166,166,166,2019-10-02,22.88584899902344,23.58018493652344,23.735502243041992,-0.029445737570299557,-0.03579672489414565
167,167,167,167,2019-10-03,22.465585708618164,23.54364013671875,23.434011459350582,-0.0457896239426141,-0.041325649789507146
168,168,168,168,2019-10-04,22.6483097076416,23.552778244018555,23.04115867614746,-0.038401776937149745,-0.017049879045906713
169,169,169,169,2019-10-07,22.693988800048828,23.516237258911133,23.589326858520508,-0.03496513705868165,-0.0379552186394112
170,170,170,170,2019-10-08,22.346820831298828,23.552778244018555,23.4614200592041,-0.051202342255567634,-0.04750774782995315
171,171,171,171,2019-10-09,22.4107723236084,23.379196166992188,23.49795913696289,-0.041422461083202466,-0.046267286746801695
172,172,172,172,2019-10-10,21.780384063720703,22.88584899902344,23.58018493652344,-0.04830342694954903,-0.07632683448614597
173,173,173,173,2019-10-11,22.15496063232422,22.465585708618164,23.54364013671875,-0.013826707227792667,-0.05898321144608143
174,174,174,174,2019-10-14,22.017921447753903,22.6483097076416,23.552778244018555,-0.027833788394151293,-0.06516669839807299
175,175,175,175,2019-10-15,22.209775924682617,22.693988800048828,23.516237258911133,-0.021336613833402795,-0.05555571326503139
176,176,176,176,2019-10-16,22.392501831054688,22.346820831298828,23.552778244018555,0.0020441833807465226,-0.049262825851915326
177,177,177,177,2019-10-17,22.31941032409668,22.4107723236084,23.379196166992188,-0.004076700177596093,-0.045330294306344054
178,178,178,178,2019-10-18,21.871746063232425,21.780384063720703,22.88584899902344,0.004194691849529919,-0.04431135309134859
179,179,179,179,2019-10-21,22.027055740356445,22.15496063232422,22.465585708618164,-0.005773194278718807,-0.019520077239450373
180,180,180,180,2019-10-22,22.703128814697266,22.017921447753903,22.6483097076416,0.031120438346974977,0.0024204502571407716
181,181,181,181,2019-10-23,22.821897506713867,22.209775924682617,22.693988800048828,0.027560907597945494,0.005636237322227178
182,182,182,182,2019-10-24,22.776212692260746,22.392501831054688,22.346820831298828,0.017135685154836766,0.019214897018394295
183,183,183,183,2019-10-25,23.09597396850586,22.31941032409668,22.4107723236084,0.03479319718275797,0.030574655572027876
184,184,184,184,2019-10-28,23.141658782958984,21.871746063232425,21.780384063720703,0.058061789674000996,0.06250003283944561
185,185,185,185,2019-10-29,22.50212860107422,22.027055740356445,22.15496063232422,0.021567696850531837,0.01566998806775044
186,186,186,186,2019-10-30,22.602632522583008,22.703128814697266,22.017921447753903,-0.0044265393080622495,0.026556143195285653
187,187,187,187,2019-10-31,22.511268615722656,22.821897506713867,22.209775924682617,-0.013611001929170419,0.0135747741022898
188,188,188,188,2019-11-01,22.83103370666504,22.776212692260746,22.392501831054688,0.002406941625677783,0.01958387137439832
189,189,189,189,2019-11-04,22.83103370666504,23.09597396850586,22.31941032409668,-0.011471274699308975,0.022922800160898316
190,190,190,190,2019-11-05,25.42567443847656,23.141658782958984,21.871746063232425,0.0986971451328924,0.16248946768902361
191,191,191,191,2019-11-06,24.66738510131836,22.50212860107422,22.027055740356445,0.09622451896132067,0.11986755706639829
192,192,192,192,2019-11-07,24.539474487304688,22.602632522583008,22.703128814697266,0.08569099032099547,0.08088513647593065
193,193,193,193,2019-11-08,24.68564987182617,22.511268615722656,22.821897506713867,0.09659079162623674,0.08166509224590168
194,194,194,194,2019-11-11,24.31107521057129,22.83103370666504,22.776212692260746,0.06482586478220576,0.06738883848024835
195,195,195,195,2019-11-12,24.66738510131836,22.83103370666504,23.09597396850586,0.08043224929045745,0.0680383141648544
196,196,196,196,2019-11-13,24.72219657897949,25.42567443847656,23.141658782958984,-0.027668011765009437,0.06829837959517304
197,197,197,197,2019-11-14,24.731386184692383,24.66738510131836,22.50212860107422,0.0025945629466255227,0.09906874247940012
198,198,198,198,2019-11-15,24.58433723449707,24.539474487304688,22.602632522583008,0.0018281869571246112,0.08767583642896803
199,199,199,199,2019-11-18,24.82329368591309,24.68564987182617,22.511268615722656,0.005575863499709399,0.10270523219538297
200,200,200,200,2019-11-19,24.694625854492188,24.31107521057129,22.83103370666504,0.015776786530367737,0.08162539514288891
201,201,201,201,2019-11-20,24.43729591369629,24.66738510131836,22.83103370666504,-0.009327668363590447,0.07035433557974802
202,202,202,202,2019-11-21,24.53838539123535,24.72219657897949,25.42567443847656,-0.007435066991596795,-0.03489736523560916
203,203,203,203,2019-11-22,24.86005401611328,24.731386184692383,24.66738510131836,0.005202613006000334,0.0078106744595569655
204,204,204,204,2019-11-25,24.814105987548828,24.58433723449707,24.539474487304688,0.009346143882591251,0.011191417338061616
205,205,205,205,2019-11-26,24.85086441040039,24.82329368591309,24.68564987182617,0.001110679543019133,0.006692736040252445
206,206,206,206,2019-11-27,25.02547645568848,24.694625854492188,24.31107521057129,0.013397676204764508,0.029385835012617934
207,207,207,207,2019-11-29,25.126577377319336,24.43729591369629,24.66738510131836,0.028206126654002128,0.018615360895161803
208,208,208,208,2019-12-02,25.49419212341309,24.53838539123535,24.72219657897949,0.038951492404187826,0.031226818457143368
209,209,209,209,2019-12-03,25.17252349853516,24.86005401611328,24.731386184692383,0.012569139319623002,0.01783714469332187
210,210,210,210,2019-12-04,25.402284622192383,24.814105987548828,24.58433723449707,0.023703398177580493,0.03327107743004598
211,211,211,211,2019-12-05,24.630290985107425,24.85086441040039,24.82329368591309,-0.008875885427979457,-0.007775064149331268
212,212,212,212,2019-12-06,25.264429092407227,25.02547645568848,24.694625854492188,0.009548375118525687,0.023073977361409925
213,213,213,213,2019-12-09,25.58609771728516,25.126577377319336,24.43729591369629,0.018288218608739415,0.047010185073095734
214,214,214,214,2019-12-10,25.613664627075195,25.49419212341309,24.53838539123535,0.004686263564805726,0.04382029292864198
215,215,215,215,2019-12-11,25.751522064208984,25.17252349853516,24.86005401611328,0.023001212639945257,0.0358594574057598
216,216,216,216,2019-12-12,25.91694641113281,25.402284622192383,24.814105987548828,0.02026045281339761,0.04444409257127213
217,217,217,217,2019-12-13,25.81585502624512,24.630290985107425,24.85086441040039,0.04813439036731393,0.0388312696052886
218,218,218,218,2019-12-16,26.01804542541504,25.264429092407227,25.02547645568848,0.02982914556475369,0.03966234055459683
219,219,219,219,2019-12-17,26.376468658447266,25.58609771728516,25.126577377319336,0.030890640295966554,0.04974379368740256
220,220,220,220,2019-12-18,26.036422729492188,25.613664627075195,25.49419212341309,0.01650517833243237,0.02126878951308786
221,221,221,221,2019-12-19,26.43161392211914,25.751522064208984,25.17252349853516,0.026409773224837396,0.05001844267449984
222,222,222,222,2019-12-20,26.652183532714844,25.91694641113281,25.402284622192383,0.028368971788520936,0.049204192816204584
223,223,223,223,2019-12-23,26.55108070373535,25.81585502624512,24.630290985107425,0.02847961753514583,0.07798485693040824
224,224,224,224,2019-12-24,26.74408721923828,26.01804542541504,25.264429092407227,0.027905316558254123,0.05856685387265448
225,225,225,225,2019-12-26,26.55108070373535,26.376468658447266,25.58609771728516,0.006619993280721603,0.03771512940788457
226,226,226,226,2019-12-27,26.43161392211914,26.036422729492188,25.613664627075195,0.015178398228236967,0.03193409873022701
227,227,227,227,2019-12-30,26.707324981689453,26.43161392211914,25.751522064208984,0.01043110951842352,0.03711636598012591
228,228,228,228,2019-12-31,26.64298820495605,26.652183532714844,25.91694641113281,-0.00034501217311166954,0.028014171974803492
229,229,229,229,2020-01-02,26.339704513549805,26.55108070373535,25.81585502624512,-0.007961114372109557,0.020291773670565005
230,230,230,230,2020-01-03,26.376468658447266,26.74408721923828,26.01804542541504,-0.013745788284992178,0.013775947699826485
231,231,231,231,2020-01-06,26.46837615966797,26.55108070373535,26.376468658447266,-0.0031149219495140157,0.003484450568831843
232,232,232,232,2020-01-07,26.27537727355957,26.43161392211914,26.036422729492188,-0.005910976492768172,0.009177702580343894
233,233,233,233,2020-01-08,26.11914253234864,26.707324981689453,26.43161392211914,-0.02202326327118387,-0.011821880823895126
234,234,234,234,2020-01-09,26.13751983642578,26.64298820495605,26.652183532714844,-0.018971909781360208,-0.019310376414650054
235,235,235,235,2020-01-10,26.063995361328125,26.339704513549805,26.55108070373535,-0.010467435277409787,-0.018345217200093078
236,236,236,236,2020-01-13,26.11914253234864,26.376468658447266,26.74408721923828,-0.009755897555157156,-0.02336758333782618
237,237,237,237,2020-01-14,26.505136489868164,26.46837615966797,26.55108070373535,0.0013888396469221576,-0.0017304084296924094
238,238,238,238,2020-01-15,25.99966621398925,26.27537727355957,26.43161392211914,-0.010493134187944175,-0.016342086011191914
239,239,239,239,2020-01-16,25.806665420532227,26.11914253234864,26.707324981689453,-0.011963528719574512,-0.03372331604811485
240,240,240,240,2020-01-17,25.870996475219727,26.13751983642578,26.64298820495605,-0.010196964473829784,-0.02897541836514872
241,241,241,241,2020-01-21,26.10995101928711,26.063995361328125,26.339704513549805,0.0017631854718318518,-0.00872270583538648
242,242,242,242,2020-01-22,26.073184967041016,26.11914253234864,26.376468658447266,-0.001759535760054387,-0.011498267464591816
