,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,LKQ,LKQ_6m,LKQ_12m,LKQ_6m_ret,LKQ_12m_ret
0,0,0,0,2019-02-05,25.950345993041992,,,,
1,1,1,1,2019-02-06,25.816627502441406,,,,
2,2,2,2,2019-02-07,25.071645736694336,,,,
3,3,3,3,2019-02-08,25.05254364013672,,,,
4,4,4,4,2019-02-11,25.2340145111084,,,,
5,5,5,5,2019-02-12,25.501447677612305,,,,
6,6,6,6,2019-02-13,25.5492000579834,25.950345993041992,,-0.015458211430635749,
7,7,7,7,2019-02-14,25.27221870422364,25.816627502441406,,-0.021087525788032635,
8,8,8,8,2019-02-15,25.93124389648437,25.071645736694336,,0.03428566950959855,
9,9,9,9,2019-02-19,25.787973403930664,25.05254364013672,,0.029355492773823988,
10,10,10,10,2019-02-20,25.75932502746582,25.2340145111084,,0.020817556244416613,
11,11,11,11,2019-02-21,26.11271476745605,25.501447677612305,,0.023969897614102065,
12,12,12,12,2019-02-22,26.10316276550293,25.5492000579834,25.950345993041992,0.02168219381672709,0.00588881444979239
13,13,13,13,2019-02-25,26.28463363647461,25.27221870422364,25.816627502441406,0.04006038979402193,0.018128089503129052
14,14,14,14,2019-02-26,26.03630447387696,25.93124389648437,25.071645736694336,0.004051505504787389,0.038476083593139254
15,15,15,15,2019-02-27,26.03630447387696,25.787973403930664,25.05254364013672,0.0096297241375487,0.03926790220870657
16,16,16,16,2019-02-28,26.45655632019043,25.75932502746582,25.2340145111084,0.027067141393696703,0.048448169376452244
17,17,17,17,2019-03-01,26.5711669921875,26.11271476745605,25.501447677612305,0.017556666505728957,0.041947395618418204
18,18,18,18,2019-03-04,26.838598251342773,26.10316276550293,25.5492000579834,0.028174190708099678,0.05046726278838909
19,19,19,19,2019-03-05,26.532962799072266,26.28463363647461,25.27221870422364,0.009447693509148092,0.049886561587800804
20,20,20,20,2019-03-06,27.191987991333008,26.03630447387696,25.93124389648437,0.04438738679736898,0.04861872804410905
21,21,21,21,2019-03-07,26.552064895629883,26.03630447387696,25.787973403930664,0.0198092790883746,0.029629761118908027
22,22,22,22,2019-03-08,26.122264862060547,26.45655632019043,25.75932502746582,-0.01263548642098844,0.014089648475173355
23,23,23,23,2019-03-11,26.09361267089844,26.5711669921875,26.11271476745605,-0.017972651386725658,-0.0007315247276172832
24,24,24,24,2019-03-12,25.66381454467773,26.838598251342773,26.10316276550293,-0.04377217079905682,-0.01683122557875738
25,25,25,25,2019-03-13,26.11271476745605,26.532962799072266,26.28463363647461,-0.015838714839298218,-0.00654066065353065
26,26,26,26,2019-03-14,26.62847328186035,27.191987991333008,26.03630447387696,-0.02072355686727534,0.022743965395608745
27,27,27,27,2019-03-15,26.609375,26.552064895629883,26.03630447387696,0.002158404801863467,0.02201044033334365
28,28,28,28,2019-03-18,27.04872131347656,26.122264862060547,26.45655632019043,0.035466161005111685,0.02238254238833859
29,29,29,29,2019-03-19,27.354360580444336,26.09361267089844,26.5711669921875,0.04831634183609901,0.029475317681271207
30,30,30,30,2019-03-20,27.411664962768555,25.66381454467773,26.838598251342773,0.06810563624702093,0.021352333905781062
31,31,31,31,2019-03-21,27.70775032043457,26.11271476745605,26.532962799072266,0.061082716492058875,0.04427652992463327
32,32,32,32,2019-03-22,27.08692741394043,26.62847328186035,27.191987991333008,0.017216688588466145,-0.0038636593038384737
33,33,33,33,2019-03-25,27.067827224731445,26.609375,26.552064895629883,0.017228973800829328,0.019424565702475638
34,34,34,34,2019-03-26,27.04872131347656,27.04872131347656,26.122264862060547,0.0,0.035466161005111685
35,35,35,35,2019-03-27,26.943662643432617,27.354360580444336,26.09361267089844,-0.015013984180106466,0.03257693686402474
36,36,36,36,2019-03-28,26.943662643432617,27.411664962768555,25.66381454467773,-0.017073108108230373,0.04986975324836518
37,37,37,37,2019-03-29,27.106029510498047,27.70775032043457,26.11271476745605,-0.02171669669957843,0.0380395049648361
38,38,38,38,2019-04-01,27.898771286010746,27.08692741394043,26.62847328186035,0.029971796345291457,0.0477045000178713
39,39,39,39,2019-04-02,27.86056900024414,27.067827224731445,26.609375,0.029287233472082397,0.047020796251100894
40,40,40,40,2019-04-03,28.30946922302246,27.04872131347656,27.04872131347656,0.046610259129615805,0.046610259129615805
41,41,41,41,2019-04-04,28.4240837097168,26.943662643432617,27.354360580444336,0.05494505650088466,0.03910612811169889
42,42,42,42,2019-04-05,28.701061248779297,26.943662643432617,27.411664962768555,0.06522493354388237,0.0470382330939052
43,43,43,43,2019-04-08,28.825225830078125,27.106029510498047,27.70775032043457,0.06342486710988937,0.04033079180807442
44,44,44,44,2019-04-09,28.71061515808105,27.898771286010746,27.08692741394043,0.02909962821471601,0.05994359269058269
45,45,45,45,2019-04-10,28.968494415283203,27.86056900024414,27.067827224731445,0.03976679065776989,0.07021868341228177
46,46,46,46,2019-04-11,29.025802612304688,28.30946922302246,27.04872131347656,0.0253036672513689,0.0730933368685005
47,47,47,47,2019-04-12,29.436498641967773,28.4240837097168,26.943662643432617,0.03561820822758399,0.09252030919199372
48,48,48,48,2019-04-15,29.63707160949707,28.701061248779297,26.943662643432617,0.032612395500099645,0.09996447037318279
49,49,49,49,2019-04-16,29.71347999572754,28.825225830078125,27.106029510498047,0.030815167620388717,0.09619448264157016
50,50,50,50,2019-04-17,29.723033905029297,28.71061515808105,27.898771286010746,0.03526287198563516,0.06538863666491612
51,51,51,51,2019-04-18,29.398292541503903,28.968494415283203,27.86056900024414,0.014836743672600017,0.05519354401004106
52,52,52,52,2019-04-22,29.23592758178711,29.025802612304688,28.30946922302246,0.00723924751673688,0.03272609427841955
53,53,53,53,2019-04-23,29.93315696716309,29.436498641967773,28.4240837097168,0.01687219432025877,0.05309135987839819
54,54,54,54,2019-04-24,30.02866744995117,29.63707160949707,28.701061248779297,0.013213040937843923,0.046256345354767525
55,55,55,55,2019-04-25,28.32857322692871,29.71347999572754,28.825225830078125,-0.04660870315418997,-0.017229790534066702
56,56,56,56,2019-04-26,28.69151496887207,29.723033905029297,28.71061515808105,-0.03470436226171003,-0.0006652657598527068
57,57,57,57,2019-04-29,28.729719161987305,29.398292541503903,28.968494415283203,-0.022741911917936064,-0.00824258416308743
58,58,58,58,2019-04-30,28.748817443847656,29.23592758178711,29.025802612304688,-0.016661353965143344,-0.00954272211372409
59,59,59,59,2019-05-01,28.30946922302246,29.93315696716309,29.436498641967773,-0.05424378544240516,-0.038286802810796994
60,60,60,60,2019-05-02,27.745954513549805,30.02866744995117,29.63707160949707,-0.07601779000703124,-0.06380917524055463
61,61,61,61,2019-05-03,27.49762535095215,28.32857322692871,29.71347999572754,-0.029332500063458,-0.07457405342942014
62,62,62,62,2019-05-06,27.22064018249512,28.69151496887207,29.723033905029297,-0.05126514887668798,-0.08419038684038094
63,63,63,63,2019-05-07,26.723987579345703,28.729719161987305,29.398292541503903,-0.06981382488748489,-0.09096803694917555
64,64,64,64,2019-05-08,26.580718994140625,28.748817443847656,29.23592758178711,-0.07541522199797512,-0.09082005625505041
65,65,65,65,2019-05-09,26.18912506103516,28.30946922302246,29.93315696716309,-0.07489876073914337,-0.1250797538741123
66,66,66,66,2019-05-10,26.09361267089844,27.745954513549805,30.02866744995117,-0.05955253194999788,-0.1310432700888673
67,67,67,67,2019-05-13,25.577852249145508,27.49762535095215,28.32857322692871,-0.06981595964395393,-0.09710058306672531
68,68,68,68,2019-05-14,25.807079315185547,27.22064018249512,28.69151496887207,-0.051929743673648,-0.10053270650977819
69,69,69,69,2019-05-15,25.8643856048584,26.723987579345703,28.729719161987305,-0.03216593227096354,-0.09973413039554069
70,70,70,70,2019-05-16,26.20822525024414,26.580718994140625,28.748817443847656,-0.014013682021866924,-0.08837205907915391
71,71,71,71,2019-05-17,25.88348960876465,26.18912506103516,28.30946922302246,-0.011670319323696776,-0.08569498760806515
72,72,72,72,2019-05-20,25.66381454467773,26.09361267089844,27.745954513549805,-0.01647139212348525,-0.07504301096778832
73,73,73,73,2019-05-21,25.9407958984375,25.577852249145508,27.49762535095215,0.014189762524103866,-0.05661686900759022
74,74,74,74,2019-05-22,25.787973403930664,25.807079315185547,27.22064018249512,-0.0007403360535898074,-0.052631634265742466
75,75,75,75,2019-05-23,25.29132080078125,25.8643856048584,26.723987579345703,-0.02215652104914112,-0.053609768164677885
76,76,76,76,2019-05-24,25.3486270904541,26.20822525024414,26.580718994140625,-0.032798793187342246,-0.046352843350780826
77,77,77,77,2019-05-28,25.13850212097168,25.88348960876465,26.18912506103516,-0.028782343457301907,-0.0401167636419677
78,78,78,78,2019-05-29,24.8806209564209,25.66381454467773,26.09361267089844,-0.03051742705252891,-0.04648615466843198
79,79,79,79,2019-05-30,24.680049896240234,25.9407958984375,25.577852249145508,-0.0486008990292085,-0.03510077172078696
80,80,80,80,2019-05-31,24.498579025268555,25.787973403930664,25.807079315185547,-0.04999983358388205,-0.05070315295799621
81,81,81,81,2019-06-03,24.479475021362305,25.29132080078125,25.8643856048584,-0.032099777857148015,-0.05354507950252452
82,82,82,82,2019-06-04,25.205360412597656,25.3486270904541,26.20822525024414,-0.005651851571495836,-0.03826527084801912
83,83,83,83,2019-06-05,25.1958122253418,25.13850212097168,25.88348960876465,0.002279774033247195,-0.026568186663284643
84,84,84,84,2019-06-06,24.775564193725582,24.8806209564209,25.66381454467773,-0.004222433309816753,-0.03461100256182914
85,85,85,85,2019-06-07,25.36772918701172,24.680049896240234,25.9407958984375,0.027863772304457468,-0.022091331109092893
86,86,86,86,2019-06-10,25.5492000579834,24.498579025268555,25.787973403930664,0.04288497841573591,-0.0092590969521813
87,87,87,87,2019-06-11,25.53009605407715,24.479475021362305,25.29132080078125,0.0429184462411063,0.009440995793644769
88,88,88,88,2019-06-12,25.01434135437012,25.205360412597656,25.3486270904541,-0.0075785092972550094,-0.013187528259069659
89,89,89,89,2019-06-13,25.186256408691406,25.1958122253418,25.13850212097168,-0.0003792620997858931,0.0018996473015744364
90,90,90,90,2019-06-14,25.062095642089844,24.775564193725582,24.8806209564209,0.011565082680814465,0.00729381658065531
91,91,91,91,2019-06-17,24.995237350463867,25.36772918701172,24.680049896240234,-0.014683688626673241,0.012770940721300805
92,92,92,92,2019-06-18,25.14805030822754,25.5492000579834,24.498579025268555,-0.01570106887282019,0.026510569543200857
93,93,93,93,2019-06-19,25.32952308654785,25.53009605407715,24.479475021362305,-0.007856334230174844,0.034724930352621586
94,94,94,94,2019-06-20,25.47279167175293,25.01434135437012,25.205360412597656,0.018327499048969242,0.010610094629776023
95,95,95,95,2019-06-21,25.444137573242188,25.186256408691406,25.1958122253418,0.010238963677896562,0.00985581832724658
96,96,96,96,2019-06-24,25.0429916381836,25.062095642089844,24.775564193725582,-0.000762266818348567,0.010794000183686814
97,97,97,97,2019-06-25,25.09074783325196,24.995237350463867,25.36772918701172,0.0038211472629332555,-0.010918649900345523
98,98,98,98,2019-06-26,25.00478744506836,25.14805030822754,25.5492000579834,-0.00569677813600955,-0.021308401502963092
99,99,99,99,2019-06-27,25.081195831298828,25.32952308654785,25.53009605407715,-0.009803866199948552,-0.01758317798050868
100,100,100,100,2019-06-28,25.41548538208008,25.47279167175293,25.01434135437012,-0.0022497058984074503,0.01603656166784817
101,101,101,101,2019-07-01,25.83573341369629,25.444137573242188,25.186256408691406,0.015390415152680026,0.02578696073231268
102,102,102,102,2019-07-02,25.3581771850586,25.0429916381836,25.062095642089844,0.012585778545500581,0.011813918005783686
103,103,103,103,2019-07-03,25.49189567565918,25.09074783325196,24.995237350463867,0.015987879080893386,0.019870118384216706
104,104,104,104,2019-07-05,25.444137573242188,25.00478744506836,25.14805030822754,0.017570640387926106,0.011773766211919057
105,105,105,105,2019-07-08,24.95703125,25.081195831298828,25.32952308654785,-0.004950504837727188,-0.01470583695062444
106,106,106,106,2019-07-09,24.861522674560547,25.41548538208008,25.47279167175293,-0.021796267086448107,-0.023996937794227957
107,107,107,107,2019-07-10,24.985685348510746,25.83573341369629,25.444137573242188,-0.03290202958724242,-0.018017990329275868
108,108,108,108,2019-07-11,25.062095642089844,25.3581771850586,25.0429916381836,-0.011675978947856436,0.0007628483123045537
