,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ADP,ADP_6m,ADP_12m,ADP_6m_ret,ADP_12m_ret
0,0,0,0,2019-02-05,130.86892700195312,,,,
1,1,1,1,2019-02-06,131.0941162109375,,,,
2,2,2,2,2019-02-07,131.22019958496094,,,,
3,3,3,3,2019-02-08,132.238037109375,,,,
4,4,4,4,2019-02-11,132.86856079101562,,,,
5,5,5,5,2019-02-12,134.6610870361328,,,,
6,6,6,6,2019-02-13,135.52577209472656,130.86892700195312,,0.03558403969113266,
7,7,7,7,2019-02-14,133.44505310058594,131.0941162109375,,0.017933199121352272,
8,8,8,8,2019-02-15,134.81417846679688,131.22019958496094,,0.027388914917088947,
9,9,9,9,2019-02-19,135.39064025878906,132.238037109375,,0.02384036558865832,
10,10,10,10,2019-02-20,135.61582946777344,132.86856079101562,,0.020676589408377133,
11,11,11,11,2019-02-21,135.99417114257812,134.6610870361328,,0.009899549571344313,
12,12,12,12,2019-02-22,137.97576904296875,135.52577209472656,130.86892700195312,0.018077719907987344,0.05430503790185082
13,13,13,13,2019-02-25,137.354248046875,133.44505310058594,131.0941162109375,0.02929441635683916,0.04775295807986235
14,14,14,14,2019-02-26,137.70559692382812,134.81417846679688,131.22019958496094,0.021447435944160542,0.04942377285951394
15,15,15,15,2019-02-27,137.79563903808594,135.39064025878906,132.238037109375,0.017763405023419,0.042027256681934855
16,16,16,16,2019-02-28,137.84068298339844,135.61582946777344,132.86856079101562,0.016405559176657203,0.03742135959614479
17,17,17,17,2019-03-01,138.62428283691406,135.99417114257812,134.6610870361328,0.019339885468903528,0.02943089119515152
18,18,18,18,2019-03-04,138.04783630371094,137.97576904296875,135.52577209472656,0.0005223182392246617,0.018609480470043405
19,19,19,19,2019-03-05,137.5074005126953,137.354248046875,133.44505310058594,0.001115018050028116,0.030442098209870094
20,20,20,20,2019-03-06,137.3903045654297,137.70559692382812,134.81417846679688,-0.0022896117909633196,0.019108717850973456
21,21,21,21,2019-03-07,136.1951446533203,137.79563903808594,135.39064025878906,-0.01161498575672093,0.0059420975703601275
22,22,22,22,2019-03-08,135.12673950195312,137.84068298339844,135.61582946777344,-0.019688987479641096,-0.0036064371522096517
23,23,23,23,2019-03-11,136.80172729492188,138.62428283691406,135.99417114257812,-0.01314744794125533,0.005938167390256099
24,24,24,24,2019-03-12,137.61666870117188,138.04783630371094,137.97576904296875,-0.0031233202495870582,-0.0026026333774957777
25,25,25,25,2019-03-13,138.3862762451172,137.5074005126953,137.354248046875,0.006391479506884679,0.007513624171929356
26,26,26,26,2019-03-14,138.99290466308594,137.3903045654297,137.70559692382812,0.01166457926361919,0.009348260114437457
27,27,27,27,2019-03-15,140.6226806640625,136.1951446533203,137.79563903808594,0.0325087654336893,0.020516190829487524
28,28,28,28,2019-03-18,140.0613250732422,135.12673950195312,137.84068298339844,0.03651820201891076,0.016110208116940417
29,29,29,29,2019-03-19,140.00701904296875,136.80172729492188,138.62428283691406,0.023430199394608442,0.009974704126559208
30,30,30,30,2019-03-20,139.45469665527344,137.61666870117188,138.04783630371094,0.013356143346942684,0.010191107584383685
31,31,31,31,2019-03-21,140.6498565673828,138.3862762451172,137.5074005126953,0.016356971107859275,0.022852995860374703
32,32,32,32,2019-03-22,139.26454162597656,138.99290466308594,137.3903045654297,0.001954322514153173,0.013641698127645485
33,33,33,33,2019-03-25,139.2102508544922,140.6226806640625,136.1951446533203,-0.010044110970580222,0.022138132815576528
34,34,34,34,2019-03-26,141.4285125732422,140.0613250732422,135.12673950195312,0.009761349175334777,0.04663601811540774
35,35,35,35,2019-03-27,141.96275329589844,140.00701904296875,136.80172729492188,0.013968830036510171,0.03772632190418368
36,36,36,36,2019-03-28,143.39334106445312,139.45469665527344,137.61666870117188,0.0282431822207887,0.041976545558045864
37,37,37,37,2019-03-29,144.63375854492188,140.6498565673828,138.3862762451172,0.02832496295956366,0.045145244668183704
38,38,38,38,2019-04-01,146.74343872070312,139.26454162597656,138.99290466308594,0.05370280910996472,0.05576208423303486
39,39,39,39,2019-04-02,146.17300415039062,139.2102508544922,140.6226806640625,0.05001609617941272,0.039469617988491024
40,40,40,40,2019-04-03,145.8651580810547,141.4285125732422,140.0613250732422,0.03137023381699544,0.04143779879832987
41,41,41,41,2019-04-04,144.27157592773438,141.96275329589844,140.00701904296875,0.01626358025772845,0.030459593482643932
42,42,42,42,2019-04-05,145.17701721191406,143.39334106445312,139.45469665527344,0.012439044478775418,0.04103354489943056
43,43,43,43,2019-04-08,145.28565979003906,144.63375854492188,140.6498565673828,0.00450725509504557,0.032959885888225626
44,44,44,44,2019-04-09,144.57940673828125,146.74343872070312,139.26454162597656,-0.014747044237805262,0.03816380717052037
45,45,45,45,2019-04-10,145.24945068359375,146.17300415039062,139.2102508544922,-0.006318221836958848,0.04338186155137347
46,46,46,46,2019-04-11,146.38125610351562,145.8651580810547,141.4285125732422,0.003538185741204458,0.035019413272189714
47,47,47,47,2019-04-12,147.86614990234375,144.27157592773438,141.96275329589844,0.024915330351765963,0.041584123084317914
48,48,48,48,2019-04-15,148.20115661621094,145.17701721191406,143.39334106445312,0.0208307035257691,0.03352886205222583
49,49,49,49,2019-04-16,146.8068389892578,145.28565979003906,144.63375854492188,0.010470263902281118,0.015024711147646697
50,50,50,50,2019-04-17,147.4496612548828,144.57940673828125,146.74343872070312,0.019852443590374635,0.0048126344887136074
