,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MMM,MMM_6m,MMM_12m,MMM_6m_ret,MMM_12m_ret
39,39,39,39,2019-04-02,174.67352294921875,167.3285675048828,171.3386688232422,0.043895406228954936,0.019463523026532314
40,40,40,40,2019-04-03,175.4969482421875,170.64698791503906,171.67628479003906,0.028421013382100346,0.022255045050754152
41,41,41,41,2019-04-04,177.0614776611328,170.5811309814453,172.1126708984375,0.03798982127977801,0.028753297109749498
42,42,42,42,2019-04-05,177.37435913085938,171.7091522216797,171.519775390625,0.032993039892630804,0.03413357863197386
43,43,43,43,2019-04-08,177.0532684326172,171.0916290283203,172.59848022460938,0.034844717056905505,0.025810124180761118
44,44,44,44,2019-04-09,174.5335235595703,174.5170440673828,168.52249145507812,9.442912739876519e-05,0.035669019918890266
45,45,45,45,2019-04-10,174.65704345703125,174.67352294921875,167.3285675048828,-9.434453435908097e-05,0.0437969204029347
46,46,46,46,2019-04-11,175.82630920410156,175.4969482421875,170.64698791503906,0.0018767332720768248,0.030351085315617476
47,47,47,47,2019-04-12,179.02943420410156,177.0614776611328,170.5811309814453,0.011114538119551431,0.049526598716098436
48,48,48,48,2019-04-15,177.72021484375,177.37435913085938,171.7091522216797,0.0019498630725733879,0.03500723487534274
49,49,49,49,2019-04-16,178.60128784179688,177.0532684326172,171.0916290283203,0.008743241075884534,0.04389261389423971
50,50,50,50,2019-04-17,179.2106170654297,174.5335235595703,174.5170440673828,0.02679767995552451,0.026894639564457812
51,51,51,51,2019-04-18,180.23162841796875,174.65704345703125,174.67352294921875,0.031917321229068873,0.03181996546990051
52,52,52,52,2019-04-22,179.9517059326172,175.82630920410156,175.4969482421875,0.023462909203916693,0.025383676098356345
53,53,53,53,2019-04-23,180.7421722412109,179.02943420410156,177.0614776611328,0.009566795788209514,0.020787664424230856
54,54,54,54,2019-04-24,180.3963317871093,177.72021484375,177.37435913085938,0.015058033469699028,0.017037257645680537
55,55,55,55,2019-04-25,157.0439453125,178.60128784179688,177.0532684326172,-0.12070093552960348,-0.11301301183113899
56,56,56,56,2019-04-26,157.8262176513672,179.2106170654297,174.5335235595703,-0.11932551633509003,-0.09572548337684095
57,57,57,57,2019-04-29,156.62403869628906,180.23162841796875,174.65704345703125,-0.13098472187651866,-0.1032480820916829
58,58,58,58,2019-04-30,156.047607421875,179.9517059326172,175.82630920410156,-0.1328361872806756,-0.11249000147791977
59,59,59,59,2019-05-01,153.2150421142578,180.7421722412109,179.02943420410156,-0.15230053830611567,-0.14419077066631503
60,60,60,60,2019-05-02,152.1280975341797,180.3963317871093,177.72021484375,-0.15670071543522146,-0.14400228658327174
61,61,61,61,2019-05-03,152.51513671875,157.0439453125,178.60128784179688,-0.028837842711721073,-0.1460580236473642
62,62,62,62,2019-05-06,150.7200164794922,157.8262176513672,179.2106170654297,-0.04502547978164417,-0.15897830749355435
63,63,63,63,2019-05-07,147.4922332763672,156.62403869628906,180.23162841796875,-0.05830398383245261,-0.18165177460238446
64,64,64,64,2019-05-08,147.05580139160156,156.047607421875,179.9517059326172,-0.05762219734625007,-0.18280407162871504
65,65,65,65,2019-05-09,144.33026123046875,153.2150421142578,180.7421722412109,-0.057988959577241594,-0.2014577481239318
66,66,66,66,2019-05-10,144.8078155517578,152.1280975341797,180.3963317871093,-0.048119197578061934,-0.19727960032663228
67,67,67,67,2019-05-13,143.33389282226562,152.51513671875,157.0439453125,-0.06019890283687257,-0.08730073905716573
68,68,68,68,2019-05-14,144.27261352539062,150.7200164794922,157.8262176513672,-0.04277735037919683,-0.08587675943623019
69,69,69,69,2019-05-15,143.3750762939453,147.4922332763672,156.62403869628906,-0.027914398548073094,-0.08459086173888619
70,70,70,70,2019-05-16,141.47293090820312,147.05580139160156,156.047607421875,-0.03796429947385449,-0.09339891046371007
71,71,71,71,2019-05-17,139.23324584960938,144.33026123046875,153.2150421142578,-0.03531494599542351,-0.09125602859686399
72,72,72,72,2019-05-20,136.8946990966797,144.8078155517578,152.1280975341797,-0.05464564481500511,-0.1001353378134332
73,73,73,73,2019-05-21,137.75930786132812,143.33389282226562,152.51513671875,-0.03889230140319988,-0.09674993036679891
74,74,74,74,2019-05-22,139.76846313476562,144.27261352539062,150.7200164794922,-0.03121971856309591,-0.07266157210257929
75,75,75,75,2019-05-23,137.75039672851562,143.3750762939453,147.4922332763672,-0.03923052535224503,-0.06604982738038523
76,76,76,76,2019-05-24,137.93313598632812,141.47293090820312,147.05580139160156,-0.025021005072495828,-0.062035399616641285
77,77,77,77,2019-05-28,135.65765380859375,139.23324584960938,144.33026123046875,-0.025680591005382003,-0.06008862831632
78,78,78,78,2019-05-29,134.03819274902344,136.8946990966797,144.8078155517578,-0.02086644966171325,-0.07437183387995416
79,79,79,79,2019-05-30,133.3572235107422,137.75930786132812,143.33389282226562,-0.031954895962581276,-0.0696043979206965
80,80,80,80,2019-05-31,132.66793823242188,139.76846313476562,144.27261352539062,-0.05080205321780906,-0.08043574597701753
81,81,81,81,2019-06-03,132.9087371826172,137.75039672851562,143.3750762939453,-0.03514806244399127,-0.07299971084144496
82,82,82,82,2019-06-04,136.43824768066406,137.93313598632812,141.47293090820312,-0.010837775092797375,-0.03558760813972173
83,83,83,83,2019-06-05,136.07286071777344,135.65765380859375,139.23324584960938,0.003060696521889783,-0.02269849497906251
84,84,84,84,2019-06-06,136.79534912109375,134.03819274902344,136.8946990966797,0.02056993096909987,-0.0007257401217249937
85,85,85,85,2019-06-07,138.36497497558594,133.3572235107422,137.75930786132812,0.03755140766289555,0.004396560375197867
86,86,86,86,2019-06-10,139.7601318359375,132.66793823242188,139.76846313476562,0.053458233375804465,-5.9607858892252175e-05
87,87,87,87,2019-06-11,140.27505493164062,132.9087371826172,137.75039672851562,0.055423878859838016,0.018327774460793034
88,88,88,88,2019-06-12,140.3580780029297,136.43824768066406,137.93313598632812,0.0287297029161504,0.017580561764664937
89,89,89,89,2019-06-13,140.22520446777344,136.07286071777344,135.65765380859375,0.03051559089811673,0.033669686382931774
90,90,90,90,2019-06-14,138.43142700195312,136.79534912109375,134.03819274902344,0.011960040245309056,0.03277598841664253
91,91,91,91,2019-06-17,138.5061492919922,138.36497497558594,133.3572235107422,0.0010203038480740556,0.038610025356708544
92,92,92,92,2019-06-18,142.72494506835938,139.7601318359375,132.66793823242188,0.021213583541136227,0.07580585761661984
93,93,93,93,2019-06-19,141.80313110351562,140.27505493164062,132.9087371826172,0.010893427720414461,0.0669210625985972
94,94,94,94,2019-06-20,144.45233154296875,140.3580780029297,136.43824768066406,0.029170059880369692,0.058737809950929476
95,95,95,95,2019-06-21,143.9623565673828,140.22520446777344,136.07286071777344,0.02665107256426391,0.05797993668974777
96,96,96,96,2019-06-24,143.98728942871094,138.43142700195312,136.79534912109375,0.040134401176688206,0.052574450475291634
97,97,97,97,2019-06-25,142.86611938476562,138.5061492919922,138.36497497558594,0.03147853084545682,0.03253095235968417
98,98,98,98,2019-06-26,142.7415771484375,142.72494506835938,139.7601318359375,0.000116532397824054,0.021332588008716735
99,99,99,99,2019-06-27,142.4259796142578,141.80313110351562,140.27505493164062,0.004392346670310854,0.015333622101701527
100,100,100,100,2019-06-28,143.95401000976562,144.45233154296875,140.3580780029297,-0.0034497299412221683,0.025619701110191073
101,101,101,101,2019-07-01,144.9257049560547,143.9623565673828,140.22520446777344,0.006691668653124427,0.033521081364238814
102,102,102,102,2019-07-02,144.5187530517578,143.98728942871094,138.43142700195312,0.0036910454051570785,0.04397358447889732
103,103,103,103,2019-07-03,145.31602478027344,142.86611938476562,138.5061492919922,0.01714826024573224,0.04916659313028027
104,104,104,104,2019-07-05,142.84120178222656,142.7415771484375,142.72494506835938,0.0006979370396438256,0.0008145507697445709
105,105,105,105,2019-07-08,140.50758361816406,142.4259796142578,141.80313110351562,-0.01346942461824363,-0.00913624033030569
106,106,106,106,2019-07-09,137.60922241210938,143.95401000976562,144.45233154296875,-0.0440751014662657,-0.047372784210297225
107,107,107,107,2019-07-10,137.60922241210938,144.9257049560547,143.9623565673828,-0.05048436746375573,-0.04413052346986135
108,108,108,108,2019-07-11,140.3829803466797,144.5187530517578,143.98728942871094,-0.028617550440647288,-0.025032133713550953
109,109,109,109,2019-07-12,143.95401000976562,145.31602478027344,142.86611938476562,-0.009372777521042597,0.007614755896533376
110,110,110,110,2019-07-15,143.538818359375,142.84120178222656,142.7415771484375,0.004883861017999536,0.005585206685144284
111,111,111,111,2019-07-16,146.57003784179688,140.50758361816406,142.4259796142578,0.04314681149245159,0.029096224149292915
112,112,112,112,2019-07-17,145.05856323242188,137.60922241210938,143.95401000976562,0.0541340230671703,0.00767295904144194
113,113,113,113,2019-07-18,143.7215118408203,137.60922241210938,144.9257049560547,0.04441773103263369,-0.00830903748647982
114,114,114,114,2019-07-19,143.3478240966797,140.3829803466797,144.5187530517578,0.021119680909168936,-0.00810226306518691
115,115,115,115,2019-07-22,145.0336456298828,143.95401000976562,145.31602478027344,0.007499864852976046,-0.0019432072327714156
116,116,116,116,2019-07-23,147.42543029785156,143.538818359375,142.84120178222656,0.027077079098879908,0.032093180807971855
117,117,117,117,2019-07-24,149.00332641601562,146.57003784179688,140.50758361816406,0.01660154155684368,0.06046465663333267
118,118,118,118,2019-07-25,147.93199157714844,145.05856323242188,137.60922241210938,0.019808746761972085,0.07501509698328679
119,119,119,119,2019-07-26,144.4855499267578,143.7215118408203,137.60922241210938,0.005316101091280778,0.04996996127232922
120,120,120,120,2019-07-29,146.7942657470703,143.3478240966797,140.3829803466797,0.024042511088736118,0.04566996216035424
121,121,121,121,2019-07-30,147.51675415039062,145.0336456298828,143.95401000976562,0.017120913631617274,0.024749183022989785
122,122,122,122,2019-07-31,145.10011291503906,147.42543029785156,143.538818359375,-0.015772837685564367,0.010877159039689666
123,123,123,123,2019-08-01,143.97067260742188,149.00332641601562,146.57003784179688,-0.033775446022880296,-0.017734628936786345
124,124,124,124,2019-08-02,141.63702392578125,147.93199157714844,145.05856323242188,-0.042553119066772505,-0.023587296264326207
125,125,125,125,2019-08-05,136.7870635986328,144.4855499267578,143.7215118408203,-0.0532820502259741,-0.048249201900045335
126,126,126,126,2019-08-06,135.95660400390625,146.7942657470703,143.3478240966797,-0.07382891755347987,-0.05156143903369259
127,127,127,127,2019-08-07,135.89845275878906,147.51675415039062,145.0336456298828,-0.07875919897042283,-0.06298671478207352
128,128,128,128,2019-08-08,136.380126953125,145.10011291503906,147.42543029785156,-0.0600963416687339,-0.07492128951166122
129,129,129,129,2019-08-09,135.75730895996094,143.97067260742188,149.00332641601562,-0.057048866263597175,-0.08889746138332477
130,130,130,130,2019-08-12,134.6195526123047,141.63702392578125,147.93199157714844,-0.04954545865884452,-0.08999026392408938
131,131,131,131,2019-08-13,136.92823791503906,136.7870635986328,144.4855499267578,0.001032073594477323,-0.0523049676285946
132,132,132,132,2019-08-14,131.88729858398438,135.95660400390625,146.7942657470703,-0.029930913983442498,-0.10155006455613846
133,133,133,133,2019-08-15,131.443115234375,135.89845275878906,147.51675415039062,-0.03278431383116631,-0.10896144650545148
134,134,134,134,2019-08-16,135.34852600097656,136.380126953125,145.10011291503906,-0.007564158907866436,-0.0672059222984367
135,135,135,135,2019-08-19,136.5636749267578,135.75730895996094,143.97067260742188,0.005939760982111908,-0.05144796191139156
136,136,136,136,2019-08-20,134.9378662109375,134.6195526123047,141.63702392578125,0.002364542092555766,-0.04729806888878263
137,137,137,137,2019-08-21,135.05519104003906,136.92823791503906,136.7870635986328,-0.01367904022954114,-0.012661084411282442
138,138,138,138,2019-08-22,134.82896423339844,131.88729858398438,135.95660400390625,0.022304389285378035,-0.00829411545521841
139,139,139,139,2019-08-23,130.61341857910156,131.443115234375,135.89845275878906,-0.00631221082818989,-0.038889583158596364
140,140,140,140,2019-08-26,130.8396759033203,135.34852600097656,136.380126953125,-0.03331288659636911,-0.040625061536340934
141,141,141,141,2019-08-27,130.5295867919922,136.5636749267578,135.75730895996094,-0.044185162254910315,-0.03850785057554851
142,142,142,142,2019-08-28,132.0381317138672,134.9378662109375,134.6195526123047,-0.021489405298119935,-0.019175675808935533
143,143,143,143,2019-08-29,134.39312744140625,135.05519104003906,136.92823791503906,-0.004902170686919671,-0.018514153926422305
144,144,144,144,2019-08-30,135.53289794921875,134.82896423339844,131.88729858398438,0.005220938392745955,0.0276417775204707
145,145,145,145,2019-09-03,132.95159912109375,130.61341857910156,131.443115234375,0.01790153391151117,0.011476324827123685
146,146,146,146,2019-09-04,134.15008544921875,130.8396759033203,135.34852600097656,0.025301266783514187,-0.008854478043958669
147,147,147,147,2019-09-05,137.63641357421875,130.5295867919922,136.5636749267578,0.0544460988262514,0.007855226860556286
148,148,148,148,2019-09-06,137.39340209960938,132.0381317138672,134.9378662109375,0.040558513788632844,0.018197530149419494
149,149,149,149,2019-09-09,139.06954956054688,134.39312744140625,135.05519104003906,0.034796586761324466,0.02972383726677852
150,150,150,150,2019-09-10,141.51669311523438,135.53289794921875,134.82896423339844,0.044150130754657235,0.04960157426010481
151,151,151,151,2019-09-11,140.86305236816406,132.95159912109375,130.61341857910156,0.05950626618536936,0.07847305353894529
152,152,152,152,2019-09-12,142.9582061767578,134.15008544921875,130.8396759033203,0.06565870381702665,0.0926212189824751
153,153,153,153,2019-09-13,143.67893981933594,137.63641357421875,130.5295867919922,0.04390209021146019,0.10073848658004358
154,154,154,154,2019-09-16,142.19557189941406,137.39340209960938,132.0381317138672,0.03495196804518419,0.07692808171171728
155,155,155,155,2019-09-17,140.8546600341797,139.06954956054688,134.39312744140625,0.012836098766938475,0.0480793379526836
156,156,156,156,2019-09-18,140.32664489746094,141.51669311523438,135.53289794921875,-0.008409242694813468,0.03536961889532009
157,157,157,157,2019-09-19,140.01657104492188,140.86305236816406,132.95159912109375,-0.006009250183148129,0.053139427961248265
158,158,158,158,2019-09-20,139.7567596435547,142.9582061767578,134.15008544921875,-0.022394283048325025,0.04179404117083685
159,159,159,159,2019-09-23,139.7567596435547,143.67893981933594,137.63641357421875,-0.027298226035862072,0.015405414993558963
160,160,160,160,2019-09-24,138.06390380859375,142.19557189941406,137.39340209960938,-0.02905623596874707,0.0048801594453442565
161,161,161,161,2019-09-25,137.44369506835938,140.8546600341797,139.06954956054688,-0.024216202467086334,-0.01169094526677572
162,162,162,162,2019-09-26,137.30123901367188,140.32664489746094,141.51669311523438,-0.02155973932106603,-0.029787680935491778
163,163,163,163,2019-09-27,137.88787841796875,140.01657104492188,140.86305236816406,-0.015203147820768814,-0.021121038485090504
164,164,164,164,2019-09-30,137.7789306640625,139.7567596435547,142.9582061767578,-0.014151937870744757,-0.036229298416709965
165,165,165,165,2019-10-01,132.73374938964844,139.7567596435547,143.67893981933594,-0.05025166776775747,-0.07617811241821626
166,166,166,166,2019-10-02,130.44580078125,138.06390380859375,142.19557189941406,-0.05517809374639426,-0.08263106200294046
167,167,167,167,2019-10-03,130.0938262939453,137.44369506835938,140.8546600341797,-0.05347548878657915,-0.07639671799018333
168,168,168,168,2019-10-04,130.58827209472656,137.30123901367188,140.32664489746094,-0.04889225302822553,-0.06939788811918346
169,169,169,169,2019-10-07,128.6607208251953,137.88787841796875,140.01657104492188,-0.06691782989657635,-0.08110361605758243
170,170,170,170,2019-10-08,126.33087921142578,137.7789306640625,139.7567596435547,-0.08309000075308881,-0.09606605409549562
171,171,171,171,2019-10-09,126.54039001464844,132.73374938964844,139.7567596435547,-0.04666001980264267,-0.09456694375724073
172,172,172,172,2019-10-10,127.64663696289062,130.44580078125,138.06390380859375,-0.021458443289051554,-0.0754525010399909
173,173,173,173,2019-10-11,132.4990692138672,130.0938262939453,137.44369506835938,0.018488524693610398,-0.03597564698790234
174,174,174,174,2019-10-14,134.51881408691406,130.58827209472656,137.30123901367188,0.03009873650320105,-0.020265111565968774
175,175,175,175,2019-10-15,136.5888671875,128.6607208251953,137.88787841796875,0.061620565402211946,-0.009420779008080471
176,176,176,176,2019-10-16,135.9184112548828,126.33087921142578,137.7789306640625,0.07589222922616923,-0.013503656910475503
177,177,177,177,2019-10-17,137.05819702148438,126.54039001464844,132.73374938964844,0.08311818072963417,0.03257986496818721
178,178,178,178,2019-10-18,136.68942260742188,127.64663696289062,130.44580078125,0.07084233364612791,0.047863724158066834
179,179,179,179,2019-10-21,139.06954956054688,132.4990692138672,130.0938262939453,0.049588879270346053,0.06899422918287468
180,180,180,180,2019-10-22,140.4104461669922,134.51881408691406,130.58827209472656,0.0437978294714334,0.07521482530330736
181,181,181,181,2019-10-23,141.4329071044922,136.5888671875,128.6607208251953,0.035464383128257504,0.09927028387047354
182,182,182,182,2019-10-24,135.6753692626953,135.9184112548828,126.33087921142578,-0.001788146211713193,0.07396837661226674
183,183,183,183,2019-10-25,139.1952667236328,137.05819702148438,126.54039001464844,0.015592425324356451,0.10000662008011374
184,184,184,184,2019-10-28,141.68434143066406,136.68942260742188,127.64663696289062,0.03654210200000496,0.109973163428148
185,185,185,185,2019-10-29,141.47482299804688,139.06954956054688,132.4990692138672,0.017295471547154273,0.06774201386797585
186,186,186,186,2019-10-30,141.1060791015625,140.4104461669922,134.51881408691406,0.004954281918191361,0.04896909818423123
187,187,187,187,2019-10-31,138.2733917236328,141.4329071044922,136.5888671875,-0.022339322902590775,0.012332809919423537
188,188,188,188,2019-11-01,142.54757690429688,135.6753692626953,135.9184112548828,0.0506518440225916,0.04877312490787311
189,189,189,189,2019-11-04,146.57867431640625,139.1952667236328,137.05819702148438,0.05304352487382302,0.06946302739871513
190,190,190,190,2019-11-05,146.88877868652344,141.68434143066406,136.68942260742188,0.03673262128550925,0.07461701047925673
191,191,191,191,2019-11-06,145.82440185546875,141.47482299804688,139.06954956054688,0.03074454355374545,0.048571756479163675
192,192,192,192,2019-11-07,146.26019287109375,141.1060791015625,140.4104461669922,0.03652651822195074,0.041661762808903546
193,193,193,193,2019-11-08,145.112060546875,138.2733917236328,141.4329071044922,0.049457590777194804,0.02601341878424801
194,194,194,194,2019-11-11,142.56431579589844,142.54757690429688,135.6753692626953,0.00011742670036962721,0.050775218601872396
195,195,195,195,2019-11-12,143.1760711669922,146.57867431640625,139.1952667236328,-0.02321349381335769,0.028598705523968038
196,196,196,196,2019-11-13,142.93304443359375,146.88877868652344,141.68434143066406,-0.02693013236478503,0.008813274567399887
197,197,197,197,2019-11-14,143.25152587890625,145.82440185546875,141.47482299804688,-0.017643658700637443,0.012558438619738821
198,198,198,198,2019-11-15,144.04769897460938,146.26019287109375,141.1060791015625,-0.015127109113238668,0.02084686848204198
199,199,199,199,2019-11-18,142.9246368408203,145.112060546875,138.2733917236328,-0.015074031047530245,0.033638034470752975
200,200,200,200,2019-11-19,143.04197692871094,142.56431579589844,142.54757690429688,0.0033504957404371094,0.0034683158784662993
201,201,201,201,2019-11-20,140.60321044921875,143.1760711669922,146.57867431640625,-0.017969907239405947,-0.040766256722235106
202,202,202,202,2019-11-21,139.5972900390625,142.93304443359375,146.88877868652344,-0.023337881087959533,-0.04963952122593218
203,203,203,203,2019-11-22,141.67678833007812,143.25152587890625,145.82440185546875,-0.010992815184106886,-0.02844252040547679
204,204,204,204,2019-11-25,143.90846252441406,144.04769897460938,146.26019287109375,-0.0009665996137838695,-0.016079086869196013
205,205,205,205,2019-11-26,143.05470275878906,142.9246368408203,145.112060546875,0.0009100314742349624,-0.014177717415992164
206,206,206,206,2019-11-27,144.2212371826172,143.04197692871094,142.56431579589844,0.008244155171974299,0.011622272919198595
207,207,207,207,2019-11-29,143.51116943359375,140.60321044921875,143.1760711669922,0.02068202408098818,0.002340462787323805
208,208,208,208,2019-12-02,142.24314880371094,139.5972900390625,142.93304443359375,0.018953510945005192,-0.004826704927588188
209,209,209,209,2019-12-03,139.6226348876953,141.67678833007812,143.25152587890625,-0.014498870750775716,-0.025332302528341066
210,210,210,210,2019-12-04,141.28793334960938,143.90846252441406,144.04769897460938,-0.01820969475203804,-0.019158692881907524
211,211,211,211,2019-12-05,138.94639587402344,143.05470275878906,142.9246368408203,-0.028718432917880565,-0.02783453612149156
212,212,212,212,2019-12-06,144.94821166992188,144.2212371826172,143.04197692871094,0.00504068957877668,0.013326400977812014
213,213,213,213,2019-12-09,143.56187438964844,143.51116943359375,140.60321044921875,0.00035331714078279397,0.021042648535384956
214,214,214,214,2019-12-10,141.7275390625,142.24314880371094,139.5972900390625,-0.00362484763271409,0.01525995972301053
215,215,215,215,2019-12-11,142.6404571533203,139.6226348876953,141.67678833007812,0.02161413346806107,0.006801882189741981
216,216,216,216,2019-12-12,142.48831176757812,141.28793334960938,143.90846252441406,0.008495972653223438,-0.009868431167451397
217,217,217,217,2019-12-13,142.6827392578125,138.94639587402344,143.05470275878906,0.026890538328008473,-0.0026001487109706956
218,218,218,218,2019-12-16,144.33958435058594,144.94821166992188,144.2212371826172,-0.004198929481944336,0.0008205945967505457
219,219,219,219,2019-12-17,143.64639282226562,143.56187438964844,143.51116943359375,0.0005887247779154947,0.0009422499252536021
220,220,220,220,2019-12-18,142.88560485839844,141.7275390625,142.24314880371094,0.008171071081589432,0.004516604561208393
221,221,221,221,2019-12-19,145.52301025390625,142.6404571533203,139.6226348876953,0.020208523991812166,0.04225944719462471
222,222,222,222,2019-12-20,148.24496459960938,142.48831176757812,141.28793334960938,0.04040087752194932,0.04924009492576564
223,223,223,223,2019-12-23,150.86549377441406,142.6827392578125,138.94639587402344,0.05734929508057873,0.08578198682603566
224,224,224,224,2019-12-24,149.35235595703125,144.33958435058594,144.94821166992188,0.034729015113898365,0.030384260946513475
225,225,225,225,2019-12-26,149.27627563476562,143.64639282226562,143.56187438964844,0.039192650103409665,0.03980444856555332
226,226,226,226,2019-12-27,149.84266662597656,142.88560485839844,141.7275390625,0.04868973172260893,0.05725865006304742
227,227,227,227,2019-12-30,148.63381958007812,145.52301025390625,142.6404571533203,0.021376752176471392,0.04201726877750889
228,228,228,228,2019-12-31,149.1326141357422,148.24496459960938,142.48831176757812,0.005987721326860873,0.0466305080447722
229,229,229,229,2020-01-02,152.1588134765625,150.86549377441406,142.6827392578125,0.008572667412485302,0.0664135989261303
230,230,230,230,2020-01-03,150.84857177734375,149.35235595703125,144.33958435058594,0.010018026235508293,0.045094957533950986
231,231,231,231,2020-01-06,150.9922637939453,149.27627563476562,143.64639282226562,0.011495384326027702,0.051138569005131806
232,232,232,232,2020-01-07,150.3836669921875,149.84266662597656,142.88560485839844,0.0036104560763146054,0.05247597993667541
233,233,233,233,2020-01-08,152.69140625,148.63381958007812,145.52301025390625,0.027299215490696582,0.04925953623132484
234,234,234,234,2020-01-09,153.17324829101562,149.1326141357422,148.24496459960938,0.027094235413828383,0.033244189471911545
235,235,235,235,2020-01-10,152.55615234375,152.1588134765625,150.86549377441406,0.0026113430967882323,0.011206396685142117
236,236,236,236,2020-01-13,152.93655395507812,150.84857177734375,149.35235595703125,0.013841577372149638,0.02399826889291279
237,237,237,237,2020-01-14,153.3169403076172,150.9922637939453,149.27627563476562,0.015395997485303514,0.027068364719507576
238,238,238,238,2020-01-15,151.97283935546875,150.3836669921875,149.84266662597656,0.010567453201974386,0.014216062603913171
239,239,239,239,2020-01-16,153.01263427734375,152.69140625,148.63381958007812,0.0021037728005322,0.029460419638253965
240,240,240,240,2020-01-17,153.30006408691406,153.17324829101562,149.1326141357422,0.0008279239182646947,0.027944591297639487
241,241,241,241,2020-01-21,151.6431884765625,152.55615234375,152.1588134765625,-0.005984444764510988,-0.0033887291062467684
242,242,242,242,2020-01-22,150.49356079101562,152.93655395507812,150.84857177734375,-0.015973899639324163,-0.0023534262349671486
243,243,243,243,2020-01-23,150.24839782714844,153.3169403076172,150.9922637939453,-0.02001437332568723,-0.0049265170817758275
