,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,AXON,AXON_6m,AXON_12m,AXON_6m_ret,AXON_12m_ret
244,244,244,244,2020-01-24,80.55000305175781,72.69999694824219,69.7699966430664,0.10797808023436839,0.15450776734074423
245,245,245,245,2020-01-27,77.91000366210938,75.22000122070312,69.61000061035156,0.03576179736442042,0.11923578478641095
246,246,246,246,2020-01-28,78.97000122070312,73.5999984741211,70.19000244140625,0.07296199535208148,0.12508902228100527
247,247,247,247,2020-01-29,79.91000366210938,75.26000213623047,69.51000213623047,0.06178582771578722,0.14961877724440686
248,248,248,248,2020-01-30,78.33999633789062,79.08000183105469,70.7699966430664,-0.009357681790966521,0.10696622938961076
249,249,249,249,2020-01-31,76.80999755859375,78.63999938964844,71.36000061035156,-0.023270623668081747,0.07637327496675494
250,250,250,250,2020-02-03,77.58999633789062,80.55000305175781,72.69999694824219,-0.03674744384510109,0.06726271794935301
251,251,251,251,2020-02-04,81.79000091552734,77.91000366210938,75.22000122070312,0.04980101490233868,0.08734378607023907
252,252,252,252,2020-02-05,81.80999755859375,78.97000122070312,73.5999984741211,0.03596297700380524,0.11154890291688546
253,253,253,253,2020-02-06,83.52999877929688,79.91000366210938,75.26000213623047,0.04530090040408763,0.10988568174761171
254,254,254,254,2020-02-07,82.8499984741211,78.33999633789062,79.08000183105469,0.05756959850723309,0.04767319873260201
255,255,255,255,2020-02-10,85.44000244140625,76.80999755859375,78.63999938964844,0.11235522922949182,0.08647002930486947
256,256,256,256,2020-02-11,87.13999938964844,77.58999633789062,80.55000305175781,0.1230829166451981,0.08181249023238624
257,257,257,257,2020-02-12,87.9800033569336,81.79000091552734,77.91000366210938,0.07568165267291382,0.12925169068785003
258,258,258,258,2020-02-13,87.73999786376953,81.80999755859375,78.97000122070312,0.07248503217383195,0.11105478672282487
259,259,259,259,2020-02-14,87.11000061035156,83.52999877929688,79.91000366210938,0.04285887565392854,0.09010132171544605
260,260,260,260,2020-02-18,87.30999755859375,82.8499984741211,78.33999633789062,0.05383221685714057,0.11450091447559352
261,261,261,261,2020-02-19,88.9000015258789,85.44000244140625,76.80999755859375,0.040496242809045846,0.15740143668228113
262,262,262,262,2020-02-20,86.45999908447266,87.13999938964844,77.58999633789062,-0.007803538098906215,0.1143188963169266
263,263,263,263,2020-02-21,85.98999786376953,87.9800033569336,81.79000091552734,-0.022618838568244204,0.05135098302028318
264,264,264,264,2020-02-24,82.41000366210938,87.73999786376953,81.80999755859375,-0.06074759894496273,0.0073341415648606745
265,265,265,265,2020-02-25,79.51000213623047,87.11000061035156,83.52999877929688,-0.08724599266295907,-0.04812638215987586
266,266,266,266,2020-02-26,80.4000015258789,87.30999755859375,82.8499984741211,-0.07914323933038192,-0.029571478495651005
267,267,267,267,2020-02-27,77.12000274658203,88.9000015258789,85.44000244140625,-0.1325084204398771,-0.09737827079920758
268,268,268,268,2020-02-28,77.37000274658203,86.45999908447266,87.13999938964844,-0.10513528144974382,-0.11211839237431764
269,269,269,269,2020-03-02,82.33999633789062,85.98999786376953,87.9800033569336,-0.04244681493842406,-0.06410555585183986
270,270,270,270,2020-03-03,78.0999984741211,82.41000366210938,87.73999786376953,-0.052299538847975335,-0.10987006638199481
271,271,271,271,2020-03-04,80.66000366210938,79.51000213623047,87.11000061035156,0.014463608288030505,-0.07404427623750598
272,272,272,272,2020-03-05,75.16999816894531,80.4000015258789,87.30999755859375,-0.06504979176213299,-0.13904477985469288
273,273,273,273,2020-03-06,74.44000244140625,77.12000274658203,88.9000015258789,-0.03475104006391594,-0.16265465507628063
274,274,274,274,2020-03-09,66.11000061035156,77.37000274658203,86.45999908447266,-0.14553446731947928,-0.2353689415869511
275,275,275,275,2020-03-10,67.11000061035156,82.33999633789062,85.98999786376953,-0.18496473651809764,-0.21956038751540363
276,276,276,276,2020-03-11,60.470001220703125,78.0999984741211,82.41000366210938,-0.22573620483820844,-0.2662298442718535
277,277,277,277,2020-03-12,56.720001220703125,80.66000366210938,79.51000213623047,-0.29680140533705734,-0.28663061631515896
278,278,278,278,2020-03-13,62.43000030517578,75.16999816894531,80.4000015258789,-0.16948248202875116,-0.22350747362758439
