,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,OKE,OKE_6m,OKE_12m,OKE_6m_ret,OKE_12m_ret
0,0,0,0,2019-02-05,46.5275993347168,,,,
1,1,1,1,2019-02-06,46.21839141845703,,,,
2,2,2,2,2019-02-07,45.77568435668945,,,,
3,3,3,3,2019-02-08,45.691349029541016,,,,
4,4,4,4,2019-02-11,45.71242904663086,,,,
5,5,5,5,2019-02-12,45.82487487792969,,,,
6,6,6,6,2019-02-13,46.43624877929688,46.5275993347168,,-0.0019633627508426343,
7,7,7,7,2019-02-14,46.85787582397461,46.21839141845703,,0.013836145869460248,
8,8,8,8,2019-02-15,47.581687927246094,45.77568435668945,,0.039453338512299485,
9,9,9,9,2019-02-19,48.19306945800781,45.691349029541016,,0.054752605944056176,
10,10,10,10,2019-02-20,47.86980056762695,45.71242904663086,,0.047194418804465066,
11,11,11,11,2019-02-21,47.644927978515625,45.82487487792969,,0.039717579271831616,
12,12,12,12,2019-02-22,47.69412612915039,46.43624877929688,46.5275993347168,0.027088263650062894,0.02507171681138476
13,13,13,13,2019-02-25,47.53952407836914,46.85787582397461,46.21839141845703,0.014547143727880352,0.028584565999943523
14,14,14,14,2019-02-26,45.1783561706543,47.581687927246094,45.77568435668945,-0.05050959436887925,-0.013049027981334005
15,15,15,15,2019-02-27,45.7827033996582,48.19306945800781,45.691349029541016,-0.050014786056527094,0.0019993800151998364
16,16,16,16,2019-02-28,45.15727615356445,47.86980056762695,45.71242904663086,-0.05666462742476741,-0.012144462778385656
17,17,17,17,2019-03-01,46.28866195678711,47.644927978515625,45.82487487792969,-0.02846611547697364,0.010120858596840199
18,18,18,18,2019-03-04,46.30975341796875,47.69412612915039,46.43624877929688,-0.02902606302991928,-0.002724065027934097
19,19,19,19,2019-03-05,46.34489059448242,47.53952407836914,46.85787582397461,-0.02512926889880851,-0.010947684257375578
20,20,20,20,2019-03-06,45.97946166992188,45.1783561706543,47.581687927246094,0.017732063916658047,-0.03367316980797452
21,21,21,21,2019-03-07,46.30271530151367,45.7827033996582,48.19306945800781,0.01135826116068439,-0.03922460589776855
22,22,22,22,2019-03-08,46.084869384765625,45.15727615356445,47.86980056762695,0.020541390230153445,-0.03728720741879232
23,23,23,23,2019-03-11,46.58380889892578,46.28866195678711,47.644927978515625,0.006376225400816393,-0.02227139644472398
24,24,24,24,2019-03-12,46.90706634521485,46.30975341796875,47.69412612915039,0.012898210056422776,-0.016502237231567407
25,25,25,25,2019-03-13,47.30059051513672,46.34489059448242,47.53952407836914,0.02062147322812069,-0.005025998216526939
26,26,26,26,2019-03-14,47.16707229614258,45.97946166992188,45.1783561706543,0.025829154650533592,0.04401922278836823
27,27,27,27,2019-03-15,46.97733688354492,46.30271530151367,45.7827033996582,0.014569806060794832,0.02609355488377818
28,28,28,28,2019-03-18,48.04548645019531,46.084869384765625,45.15727615356445,0.0425436177123637,0.0639589129957494
29,29,29,29,2019-03-19,48.00332260131836,46.58380889892578,46.28866195678711,0.030472254973236357,0.03704277834023317
30,30,30,30,2019-03-20,48.34765625,46.90706634521485,46.30975341796875,0.030711575398534974,0.04400590980561159
31,31,31,31,2019-03-21,49.08552551269531,47.30059051513672,46.34489059448242,0.037735998179291075,0.059135643283602324
32,32,32,32,2019-03-22,48.49523162841797,47.16707229614258,45.97946166992188,0.028158612939476635,0.054715080758368506
33,33,33,33,2019-03-25,48.684967041015625,46.97733688354492,46.30271530151367,0.0363500843333,0.05144950407312443
34,34,34,34,2019-03-26,48.691986083984375,48.04548645019531,46.084869384765625,0.0134559910109191,0.05657207526079233
35,35,35,35,2019-03-27,48.375762939453125,48.00332260131836,46.58380889892578,0.007758636651633344,0.038467314779162765
36,36,36,36,2019-03-28,48.7552375793457,48.34765625,46.90706634521485,0.008430218979760928,0.03940069968411897
37,37,37,37,2019-03-29,49.07848739624024,49.08552551269531,47.30059051513672,-0.00014338476325881366,0.03758720264886706
38,38,38,38,2019-04-01,49.4368896484375,48.49523162841797,47.16707229614258,0.019417538351703012,0.04812292223786274
39,39,39,39,2019-04-02,49.338504791259766,48.684967041015625,46.97733688354492,0.013423810058114105,0.050261851019100856
40,40,40,40,2019-04-03,48.71307373046875,48.691986083984375,48.04548645019531,0.00043308248811224637,0.013894901053098208
41,41,41,41,2019-04-04,48.82551574707031,48.375762939453125,48.00332260131836,0.009297069033931127,0.017127838266123963
42,42,42,42,2019-04-05,49.57040023803711,48.7552375793457,48.34765625,0.016719489005971644,0.025290656939282563
43,43,43,43,2019-04-08,49.55635070800781,49.07848739624024,49.08552551269531,0.009736716372480858,0.009591935512450078
44,44,44,44,2019-04-09,49.09958267211914,49.4368896484375,48.49523162841797,-0.0068229813549570695,0.012462071494613092
45,45,45,45,2019-04-10,49.05740737915039,49.338504791259766,48.684967041015625,-0.0056973232832780996,0.0076500069892415645
46,46,46,46,2019-04-11,49.21903991699219,48.71307373046875,48.691986083984375,0.01038666107014663,0.010824241839278104
47,47,47,47,2019-04-12,49.61256790161133,48.82551574707031,48.375762939453125,0.01611968952090881,0.025566624421121453
48,48,48,48,2019-04-15,49.25416946411133,49.57040023803711,48.7552375793457,-0.006379427489131451,0.010233400749071198
49,49,49,49,2019-04-16,49.35958480834961,49.55635070800781,49.07848739624024,-0.003970548614799618,0.005727507651975827
50,50,50,50,2019-04-17,49.00120162963867,49.09958267211914,49.4368896484375,-0.0020037042501449553,-0.00881301436836246
51,51,51,51,2019-04-18,48.58658218383789,49.05740737915039,49.338504791259766,-0.009597433302449665,-0.0152400769055141
52,52,52,52,2019-04-22,49.1417350769043,49.21903991699219,48.71307373046875,-0.0015706287692377474,0.008799718712215743
53,53,53,53,2019-04-23,49.09958267211914,49.61256790161133,48.82551574707031,-0.01033982418546664,0.00561319057987153
54,54,54,54,2019-04-24,49.21201705932617,49.25416946411133,49.57040023803711,-0.0008558139390791863,-0.007229781825242143
55,55,55,55,2019-04-25,49.02227020263672,49.35958480834961,49.55635070800781,-0.006833821779956062,-0.010777236373153531
56,56,56,56,2019-04-26,48.90486526489258,49.00120162963867,49.09958267211914,-0.0019660000477993433,-0.003965765015292666
57,57,57,57,2019-04-29,48.82659912109375,48.58658218383789,49.05740737915039,0.004939983972276574,-0.00470486049686214
58,58,58,58,2019-04-30,48.33563995361328,49.1417350769043,49.21903991699219,-0.016403472975252464,-0.017948337977919948
59,59,59,59,2019-05-01,48.08658981323242,49.09958267211914,49.61256790161133,-0.02063139447948792,-0.0307578936733357
60,60,60,60,2019-05-02,47.56715393066406,49.21201705932617,49.25416946411133,-0.03342401362413561,-0.03425122282645521
61,61,61,61,2019-05-03,47.59561920166016,49.02227020263672,49.35958480834961,-0.029102099822782668,-0.03573704303912739
62,62,62,62,2019-05-06,47.11887741088867,48.90486526489258,49.00120162963867,-0.0365196355072267,-0.038413837949873186
63,63,63,63,2019-05-07,47.1971549987793,48.82659912109375,48.58658218383789,-0.03337205850182823,-0.028596931963672523
64,64,64,64,2019-05-08,46.9765625,48.33563995361328,49.1417350769043,-0.02811750201130181,-0.044059750302180234
65,65,65,65,2019-05-09,46.99079895019531,48.08658981323242,49.09958267211914,-0.02278786803749533,-0.0429491170221552
66,66,66,66,2019-05-10,47.8304328918457,47.56715393066406,49.21201705932617,0.005534889927730546,-0.0280741219327576
67,67,67,67,2019-05-13,47.310997009277344,47.59561920166016,49.02227020263672,-0.0059800081847215525,-0.034908077212371325
68,68,68,68,2019-05-14,47.65254974365234,47.11887741088867,48.90486526489258,0.01132608334680607,-0.025607176595970338
