,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,VRSK,VRSK_6m,VRSK_12m,VRSK_6m_ret,VRSK_12m_ret
0,0,0,0,2019-02-05,116.09249114990234,,,,
1,1,1,1,2019-02-06,115.81175231933594,,,,
2,2,2,2,2019-02-07,116.4022445678711,,,,
3,3,3,3,2019-02-08,118.07691192626952,,,,
4,4,4,4,2019-02-11,118.1833724975586,,,,
5,5,5,5,2019-02-12,119.74185943603516,,,,
6,6,6,6,2019-02-13,119.95482635498048,116.09249114990234,,0.03326946615428361,
7,7,7,7,2019-02-14,119.87738800048828,115.81175231933594,,0.03510555362241541,
8,8,8,8,2019-02-15,121.36808013916016,116.4022445678711,,0.04266099498101705,
9,9,9,9,2019-02-19,120.44851684570312,118.07691192626952,,0.020085255286101278,
10,10,10,10,2019-02-20,118.8997039794922,118.1833724975586,,0.006061186669456431,
11,11,11,11,2019-02-21,120.54529571533205,119.74185943603516,,0.0067097361196906125,
12,12,12,12,2019-02-22,121.0293197631836,119.95482635498048,116.09249114990234,0.008957483753287088,0.042524960610128115
13,13,13,13,2019-02-25,121.22290802001952,119.87738800048828,115.81175231933594,0.0112241352766691,0.04672371838190492
14,14,14,14,2019-02-26,121.33903503417967,121.36808013916016,116.4022445678711,-0.00023931419980594004,0.04241147139933421
15,15,15,15,2019-02-27,121.74563598632812,120.44851684570312,118.07691192626952,0.01076907524138826,0.031070630152908008
16,16,16,16,2019-02-28,122.38450622558594,118.8997039794922,118.1833724975586,0.02930875460122917,0.035547587103373024
17,17,17,17,2019-03-01,122.6555404663086,120.54529571533205,119.74185943603516,0.017505824167206807,0.024333019747617035
18,18,18,18,2019-03-04,121.88114166259766,121.0293197631836,119.95482635498048,0.00703814498074351,0.01605867280334894
19,19,19,19,2019-03-05,122.42323303222656,121.22290802001952,119.87738800048828,0.009901800177973152,0.021237074599322447
20,20,20,20,2019-03-06,122.59746551513672,121.33903503417967,121.36808013916016,0.010371192424618814,0.010129396251196798
21,21,21,21,2019-03-07,122.52970886230467,121.74563598632812,120.44851684570312,0.006440254466818063,0.017278685293133034
22,22,22,22,2019-03-08,121.97795867919922,122.38450622558594,118.8997039794922,-0.0033218873771272417,0.025889506842152965
23,23,23,23,2019-03-11,123.23633575439452,122.6555404663086,120.54529571533205,0.004735173689487393,0.022323890974703442
24,24,24,24,2019-03-12,124.15595245361328,121.88114166259766,121.0293197631836,0.01866417363658246,0.02583367977732598
25,25,25,25,2019-03-13,124.63993072509766,122.42323303222656,121.22290802001952,0.018106838366926503,0.028187928840263776
26,26,26,26,2019-03-14,124.27140045166016,122.59746551513672,121.33903503417967,0.01365391143682948,0.024166711204308466
27,27,27,27,2019-03-15,124.56237030029295,122.52970886230467,121.74563598632812,0.01658913137770135,0.023136224071975242
28,28,28,28,2019-03-18,124.81453704833984,121.97795867919922,122.38450622558594,0.023254843742719133,0.01985570639370593
29,29,29,29,2019-03-19,124.98910522460938,123.23633575439452,122.6555404663086,0.01422283013759884,0.019025351398143986
30,30,30,30,2019-03-20,124.4265594482422,124.15595245361328,121.88114166259766,0.0021795732647615917,0.0208844268352113
31,31,31,31,2019-03-21,125.8522720336914,124.63993072509766,122.42323303222656,0.009726748896127457,0.02800970793315183
32,32,32,32,2019-03-22,125.00850677490234,124.27140045166016,122.59746551513672,0.005931423646657219,0.019666322216652432
33,33,33,33,2019-03-25,125.88140106201172,124.56237030029295,122.52970886230467,0.010589319700153865,0.027354118693561746
34,34,34,34,2019-03-26,127.74362182617188,124.81453704833984,121.97795867919922,0.02346749703279838,0.04726807375204811
35,35,35,35,2019-03-27,127.84061431884766,124.98910522460938,123.23633575439452,0.022814061186485324,0.03736137184108834
36,36,36,36,2019-03-28,128.81048583984375,124.4265594482422,124.15595245361328,0.03523304358041934,0.03748940984500515
37,37,37,37,2019-03-29,128.99472045898438,125.8522720336914,124.63993072509766,0.024969342027068908,0.03493896144319519
38,38,38,38,2019-04-01,130.19740295410156,125.00850677490234,124.27140045166016,0.04150834461643993,0.04768597183988876
39,39,39,39,2019-04-02,130.84722900390625,125.88140106201172,124.56237030029295,0.0394484641893067,0.05045551628844147
40,40,40,40,2019-04-03,132.205078125,127.74362182617188,124.81453704833984,0.03492508068151601,0.05921218194157829
41,41,41,41,2019-04-04,131.6231231689453,127.84061431884766,124.98910522460938,0.029587693005477034,0.053076769630556075
42,42,42,42,2019-04-05,131.4388885498047,128.81048583984375,124.4265594482422,0.020405192114786086,0.05635717271825236
43,43,43,43,2019-04-08,131.30308532714844,128.99472045898438,125.8522720336914,0.017895033687816975,0.04331120293162294
44,44,44,44,2019-04-09,131.07998657226562,130.19740295410156,125.00850677490234,0.006778811236927584,0.04856853308627973
45,45,45,45,2019-04-10,130.70175170898438,130.84722900390625,125.88140106201172,-0.0011118102846299216,0.03829279469647817
46,46,46,46,2019-04-11,131.70074462890625,132.205078125,127.74362182617188,-0.0038147815745541713,0.030977067552688142
47,47,47,47,2019-04-12,132.85487365722656,131.6231231689453,127.84061431884766,0.009358161838328716,0.03922274126337366
48,48,48,48,2019-04-15,133.69871520996094,131.4388885498047,128.81048583984375,0.01719298363741073,0.03794900188634465
49,49,49,49,2019-04-16,132.42813110351562,131.30308532714844,128.99472045898438,0.008568311807480189,0.026616675723739824
50,50,50,50,2019-04-17,132.81613159179688,131.07998657226562,130.19740295410156,0.01324492826808532,0.020113524373589042
51,51,51,51,2019-04-18,133.83450317382812,130.70175170898438,130.84722900390625,0.02396870297361442,0.022830244038509084
52,52,52,52,2019-04-22,133.4949951171875,131.70074462890625,132.205078125,0.013623692814622501,0.009756939827741506
53,53,53,53,2019-04-23,135.26986694335938,132.85487365722656,131.6231231689453,0.018177679295105387,0.02770595079812277
54,54,54,54,2019-04-24,135.29898071289062,133.69871520996094,131.4388885498047,0.01196919133004859,0.029367961078149873
55,55,55,55,2019-04-25,134.61033630371094,132.42813110351562,131.30308532714844,0.01647841121075344,0.025187915183579435
56,56,56,56,2019-04-26,135.6578369140625,132.81613159179688,131.07998657226562,0.021395784444313115,0.034924098342602905
57,57,57,57,2019-04-29,136.1427764892578,133.83450317382812,130.70175170898438,0.017247221461506257,0.041629317963451706
58,58,58,58,2019-04-30,136.8896026611328,133.4949951171875,131.70074462890625,0.02542872518153505,0.039398851136698054
59,59,59,59,2019-05-01,135.66757202148438,135.26986694335938,132.85487365722656,0.0029400862668957917,0.021171209507260924
