,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,GEN,GEN_6m,GEN_12m,GEN_6m_ret,GEN_12m_ret
57,57,57,57,2019-04-29,12.681981086730955,12.718467712402344,12.374444007873535,-0.0028687909971897296,0.024852597713621805
58,58,58,58,2019-04-30,12.619430541992188,12.64549160003662,12.457843780517578,-0.0020608971852352775,0.012970684519845177
59,59,59,59,2019-05-01,12.431781768798828,12.661131858825684,12.489118576049805,-0.018114501340334987,-0.004590941058156828
60,60,60,60,2019-05-02,12.17115592956543,12.640278816223145,12.723677635192873,-0.03711333377042447,-0.043424685964944865
61,61,61,61,2019-05-03,12.275405883789062,12.577729225158691,12.666342735290527,-0.02403640084451053,-0.030864224952025787
62,62,62,62,2019-05-06,12.08775520324707,12.635068893432615,12.754955291748049,-0.04331703252287167,-0.052309088761183675
63,63,63,63,2019-05-07,11.660332679748535,12.681981086730955,12.718467712402344,-0.08055905461421653,-0.0831967385207869
64,64,64,64,2019-05-08,11.60299587249756,12.619430541992188,12.64549160003662,-0.08054520892304595,-0.08244011071392754
65,65,65,65,2019-05-09,11.556081771850586,12.431781768798828,12.661131858825684,-0.07044042545422302,-0.08727893361325367
66,66,66,66,2019-05-10,10.107012748718262,12.17115592956543,12.640278816223145,-0.16959302738313276,-0.20041219852315018
67,67,67,67,2019-05-13,9.976698875427246,12.275405883789062,12.577729225158691,-0.18726118143250126,-0.20679649745748352
68,68,68,68,2019-05-14,10.14870834350586,12.08775520324707,12.635068893432615,-0.16041414035422685,-0.19678250834224598
69,69,69,69,2019-05-15,10.159134864807127,11.660332679748535,12.681981086730955,-0.1287439952334004,-0.19893155530435702
70,70,70,70,2019-05-16,10.273811340332031,11.60299587249756,12.619430541992188,-0.1145552878559648,-0.1858736171854123
71,71,71,71,2019-05-17,10.341575622558594,11.556081771850586,12.431781768798828,-0.10509670780025138,-0.16813407644318645
72,72,72,72,2019-05-20,10.451035499572754,10.107012748718262,12.17115592956543,0.03403802482569551,-0.14132761423376916
73,73,73,73,2019-05-21,10.70123291015625,9.976698875427246,12.275405883789062,0.07262262234991801,-0.12823795714255526
74,74,74,74,2019-05-22,10.576138496398926,10.14870834350586,12.08775520324707,0.042116704749582956,-0.12505355059160095
75,75,75,75,2019-05-23,10.409337997436523,10.159134864807127,11.660332679748535,0.02462838971614989,-0.10728636280547277
76,76,76,76,2019-05-24,10.346786499023438,10.273811340332031,11.60299587249756,0.007103026936549517,-0.10826595021478036
77,77,77,77,2019-05-28,10.143497467041016,10.341575622558594,11.556081771850586,-0.019153576084238066,-0.12223730609543437
78,78,78,78,2019-05-29,9.908937454223633,10.451035499572754,10.107012748718262,-0.05187027116798926,-0.019597807920025412
79,79,79,79,2019-05-30,9.84117317199707,10.70123291015625,9.976698875427246,-0.0803701541102727,-0.013584223110509774
80,80,80,80,2019-05-31,9.762989044189451,10.576138496398926,10.14870834350586,-0.07688528780956716,-0.03800673802624632
81,81,81,81,2019-06-03,9.372053146362305,10.409337997436523,10.159134864807127,-0.09964945430052019,-0.07747527017988509
82,82,82,82,2019-06-04,9.835962295532228,10.346786499023438,10.273811340332031,-0.049370324161943646,-0.042617975967782606
83,83,83,83,2019-06-05,9.94542407989502,10.143497467041016,10.341575622558594,-0.01952712935450429,-0.03830669108094409
84,84,84,84,2019-06-06,9.87766170501709,9.908937454223633,10.451035499572754,-0.0031563171481329144,-0.054862869289756366
85,85,85,85,2019-06-07,10.021576881408691,9.84117317199707,10.70123291015625,0.0183315247337541,-0.06351193684444678
86,86,86,86,2019-06-10,10.052973747253418,9.762989044189451,10.576138496398926,0.02970245093499857,-0.04946651836335547
87,87,87,87,2019-06-11,9.864578247070312,9.372053146362305,10.409337997436523,0.05255252963425394,-0.052333755566431495
88,88,88,88,2019-06-12,10.042509078979492,9.835962295532228,10.346786499023438,0.020999143473850346,-0.029407915208520485
89,89,89,89,2019-06-13,10.24660301208496,9.94542407989502,10.143497467041016,0.030283166385914217,0.010164693724128426
90,90,90,90,2019-06-14,10.131474494934082,9.87766170501709,9.908937454223633,0.02569563500925276,0.02245821428770789
91,91,91,91,2019-06-17,10.34079933166504,10.021576881408691,9.84117317199707,0.031853515073914984,0.050768963307103565
92,92,92,92,2019-06-18,10.45069694519043,10.052973747253418,9.762989044189451,0.03956274112878022,0.07044030244101074
93,93,93,93,2019-06-19,10.54489803314209,9.864578247070312,9.372053146362305,0.06896592728369577,0.1251427908552798
94,94,94,94,2019-06-20,10.759456634521484,10.042509078979492,9.835962295532228,0.07139127780752252,0.09388957696683464
95,95,95,95,2019-06-21,10.905987739562988,10.24660301208496,9.94542407989502,0.06435154428256307,0.09658347919117682
96,96,96,96,2019-06-24,10.979249954223633,10.131474494934082,9.87766170501709,0.08367740151874781,0.11152318049594889
97,97,97,97,2019-06-25,10.885051727294922,10.34079933166504,10.021576881408691,0.052631559531698846,0.08616157478052044
98,98,98,98,2019-06-26,10.916452407836914,10.45069694519043,10.052973747253418,0.04456692841531806,0.08589285939589852
99,99,99,99,2019-06-27,11.036816596984863,10.54489803314209,9.864578247070312,0.04664991186227674,0.11883309357525706
100,100,100,100,2019-06-28,11.387439727783203,10.759456634521484,10.042509078979492,0.05836568839794842,0.13392376728031619
101,101,101,101,2019-07-01,11.54443645477295,10.905987739562988,10.24660301208496,0.058541118003819115,0.1266598736339557
102,102,102,102,2019-07-02,11.565369606018066,10.979249954223633,10.131474494934082,0.05338430714649656,0.141528768769142
103,103,103,103,2019-07-03,13.13532829284668,10.885051727294922,10.34079933166504,0.20673090233545266,0.2702430316604618
104,104,104,104,2019-07-05,13.082996368408203,10.916452407836914,10.45069694519043,0.19846593743366014,0.2518778830754631
105,105,105,105,2019-07-08,13.40222454071045,11.036816596984863,10.54489803314209,0.21431976539066433,0.2709676754187593
106,106,106,106,2019-07-09,13.376056671142578,11.387439727783203,10.759456634521484,0.17463248903153583,0.2431907228684569
107,107,107,107,2019-07-10,13.501651763916016,11.54443645477295,10.905987739562988,0.16953753583475017,0.23800357072994816
108,108,108,108,2019-07-11,13.313260078430176,11.565369606018066,10.979249954223633,0.151131397608131,0.21258374970401928
109,109,109,109,2019-07-12,13.381290435791016,13.13532829284668,10.885051727294922,0.018725237577676968,0.2293272251740086
110,110,110,110,2019-07-15,11.952628135681152,13.082996368408203,10.916452407836914,-0.08639979717922841,0.0949187235131781
111,111,111,111,2019-07-16,12.334649085998535,13.40222454071045,11.036816596984863,-0.07965658622335858,0.11759119829609421
112,112,112,112,2019-07-17,11.868894577026367,13.376056671142578,11.387439727783203,-0.11267611458074589,0.042279464107151776
113,113,113,113,2019-07-18,12.036357879638672,13.501651763916016,11.54443645477295,-0.10852700913183311,0.042611125003190864
114,114,114,114,2019-07-19,11.65433406829834,13.313260078430176,11.565369606018066,-0.12460704593457073,0.007692314669647926
115,115,115,115,2019-07-22,11.88459300994873,13.381290435791016,13.13532829284668,-0.11185000677057721,-0.09521918714274413
116,116,116,116,2019-07-23,11.936927795410156,11.952628135681152,13.082996368408203,-0.001313547120580738,-0.08759985409500559
117,117,117,117,2019-07-24,11.87412929534912,12.334649085998535,13.40222454071045,-0.03733545943939065,-0.11401803041872671
118,118,118,118,2019-07-25,11.764232635498049,11.868894577026367,13.376056671142578,-0.00881817096352877,-0.12050068830239546
119,119,119,119,2019-07-26,11.895058631896973,12.036357879638672,13.501651763916016,-0.011739369097750751,-0.11899233961231026
120,120,120,120,2019-07-29,11.565369606018066,11.65433406829834,13.313260078430176,-0.007633594657482035,-0.13128944091192207
121,121,121,121,2019-07-30,11.476404190063477,11.88459300994873,13.381290435791016,-0.034346049506580045,-0.14235445040730366
122,122,122,122,2019-07-31,11.282773971557615,11.936927795410156,11.952628135681152,-0.05480085287137848,-0.05604241648946473
