,Unnamed: 0.1,Unnamed: 0,Date,LOW,LOW_6m,LOW_12m
330,330,330,2020-05-28,119.9843521118164,109.44873809814452,106.1897201538086
331,331,331,2020-05-29,122.07275390625,109.56111907958984,104.17623138427734
332,332,332,2020-06-01,121.108154296875,112.97932434082033,103.41767120361328
333,333,333,2020-06-02,123.5992660522461,114.48709869384766,103.38021087646484
334,334,334,2020-06-03,124.40464782714844,115.7419891357422,106.55493927001952
335,335,335,2020-06-04,120.50880432128906,119.88133239746094,109.317626953125
336,336,336,2020-06-05,122.65337371826172,119.9843521118164,109.44873809814452
337,337,337,2020-06-08,122.50354766845705,122.07275390625,109.56111907958984
338,338,338,2020-06-09,121.34226989746094,121.108154296875,112.97932434082033
339,339,339,2020-06-10,121.83863830566406,123.5992660522461,114.48709869384766
340,340,340,2020-06-11,116.06979370117188,124.40464782714844,115.7419891357422
341,341,341,2020-06-12,118.04578399658205,120.50880432128906,119.88133239746094
342,342,342,2020-06-15,119.61911010742188,122.65337371826172,119.9843521118164
343,343,343,2020-06-16,123.3744888305664,122.50354766845705,122.07275390625
344,344,344,2020-06-17,127.03619384765624,121.34226989746094,121.108154296875
345,345,345,2020-06-18,126.0060577392578,121.83863830566406,123.5992660522461
346,346,346,2020-06-19,125.33177947998048,116.06979370117188,124.40464782714844
347,347,347,2020-06-22,126.16525268554688,118.04578399658205,120.50880432128906
348,348,348,2020-06-23,125.75318908691406,119.61911010742188,122.65337371826172
349,349,349,2020-06-24,123.5992660522461,123.3744888305664,122.50354766845705
350,350,350,2020-06-25,123.40258026123048,127.03619384765624,121.34226989746094
351,351,351,2020-06-26,121.19245147705078,126.0060577392578,121.83863830566406
352,352,352,2020-06-29,125.04144287109376,125.33177947998048,116.06979370117188
353,353,353,2020-06-30,126.53985595703124,126.16525268554688,118.04578399658205
354,354,354,2020-07-01,127.01749420166016,125.75318908691406,119.61911010742188
355,355,355,2020-07-02,127.09239196777344,123.5992660522461,123.3744888305664
356,356,356,2020-07-06,127.1392059326172,123.40258026123048,127.03619384765624
357,357,357,2020-07-07,126.44619750976562,121.19245147705078,126.0060577392578
358,358,358,2020-07-08,127.12982940673828,125.04144287109376,125.33177947998048
359,359,359,2020-07-09,126.99872589111328,126.53985595703124,126.16525268554688
360,360,360,2020-07-10,128.70315551757812,127.01749420166016,125.75318908691406
361,361,361,2020-07-13,127.87904357910156,127.09239196777344,123.5992660522461
362,362,362,2020-07-14,131.1661376953125,127.1392059326172,123.40258026123048
363,363,363,2020-07-15,132.2524871826172,126.44619750976562,121.19245147705078
364,364,364,2020-07-16,133.68536376953125,127.12982940673828,125.04144287109376
365,365,365,2020-07-17,135.22122192382812,126.99872589111328,126.53985595703124
366,366,366,2020-07-20,134.94960021972656,128.70315551757812,127.01749420166016
367,367,367,2020-07-21,136.31272888183594,127.87904357910156,127.09239196777344
368,368,368,2020-07-22,139.64064025878906,131.1661376953125,127.1392059326172
369,369,369,2020-07-23,137.72288513183594,132.2524871826172,126.44619750976562
370,370,370,2020-07-24,138.2211151123047,133.68536376953125,127.12982940673828
371,371,371,2020-07-27,140.1858673095703,135.22122192382812,126.99872589111328
372,372,372,2020-07-28,138.86036682128906,134.94960021972656,128.70315551757812
373,373,373,2020-07-29,139.80047607421875,136.31272888183594,127.87904357910156
374,374,374,2020-07-30,140.2611083984375,139.64064025878906,131.1661376953125
375,375,375,2020-07-31,139.98849487304688,137.72288513183594,132.2524871826172
376,376,376,2020-08-03,141.2670135498047,138.2211151123047,133.68536376953125
