,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MDT,MDT_6m,MDT_12m,MDT_6m_ret,MDT_12m_ret
0,0,0,0,2019-02-05,77.3686752319336,,,,
1,1,1,1,2019-02-06,78.09815216064453,,,,
2,2,2,2,2019-02-07,78.13330841064453,,,,
3,3,3,3,2019-02-08,78.22999572753906,,,,
4,4,4,4,2019-02-11,78.74852752685547,,,,
5,5,5,5,2019-02-12,79.31981658935547,,,,
6,6,6,6,2019-02-13,79.68893432617188,77.3686752319336,,0.029989644869615084,
7,7,7,7,2019-02-14,80.18113708496094,78.09815216064453,,0.02667137271099307,
8,8,8,8,2019-02-15,81.09515380859375,78.13330841064453,,0.03790758971043018,
9,9,9,9,2019-02-19,81.14790344238281,78.22999572753906,,0.037299090811742985,
10,10,10,10,2019-02-20,81.56097412109375,78.74852752685547,,0.035714275333962986,
11,11,11,11,2019-02-21,81.39398956298828,79.31981658935547,,0.02614949281049106,
12,12,12,12,2019-02-22,82.41351318359375,79.68893432617188,77.3686752319336,0.03419017810264591,0.06520517427158845
13,13,13,13,2019-02-25,81.05121612548828,80.18113708496094,78.09815216064453,0.01085141807861123,0.037812213005621764
14,14,14,14,2019-02-26,80.2338638305664,81.09515380859375,78.13330841064453,-0.01062073302259492,0.026884250297990686
15,15,15,15,2019-02-27,79.88230895996094,81.14790344238281,78.22999572753906,-0.015596145171150155,0.02112122360554114
16,16,16,16,2019-02-28,79.5395278930664,81.56097412109375,78.74852752685547,-0.02478447872662848,0.01004463691008306
17,17,17,17,2019-03-01,80.93695831298828,81.39398956298828,79.31981658935547,-0.005615049126524441,0.02038761299720182
18,18,18,18,2019-03-04,81.11274719238281,82.41351318359375,79.68893432617188,-0.015783406640039743,0.017867133978516803
19,19,19,19,2019-03-05,81.49068450927734,81.05121612548828,80.18113708496094,0.005422107215623306,0.016332362846498416
20,20,20,20,2019-03-06,80.92817687988281,80.2338638305664,81.09515380859375,0.008653616019074217,-0.0020590247489393754
21,21,21,21,2019-03-07,80.04930114746094,79.88230895996094,81.14790344238281,0.0020904777249703965,-0.013538270840255384
22,22,22,22,2019-03-08,79.5571060180664,79.5395278930664,81.56097412109375,0.00022099860868718402,-0.024568957453256934
23,23,23,23,2019-03-11,80.85785675048828,80.93695831298828,81.39398956298828,-0.000977323143206199,-0.006586884552269079
24,24,24,24,2019-03-12,81.24459838867188,81.11274719238281,82.41351318359375,0.001625529905630474,-0.014183533133915405
25,25,25,25,2019-03-13,81.75431823730469,81.49068450927734,81.05121612548828,0.0032351394471024086,0.008674787935665451
26,26,26,26,2019-03-14,82.02678680419922,80.92817687988281,80.2338638305664,0.013575122617021318,0.0223462125346352
27,27,27,27,2019-03-15,82.43108367919922,80.04930114746094,79.88230895996094,0.02975394535113729,0.03190662303609426
28,28,28,28,2019-03-18,80.76119232177734,79.5571060180664,79.5395278930664,0.015134868071212892,0.01535921146468655
29,29,29,29,2019-03-19,81.43791961669922,80.85785675048828,80.93695831298828,0.007173859035132457,0.006189524713465122
30,30,30,30,2019-03-20,80.61178588867188,81.24459838867188,81.11274719238281,-0.00778897936048184,-0.006176110673736135
31,31,31,31,2019-03-21,81.38941955566406,81.75431823730469,81.49068450927734,-0.0044633566704262995,-0.0012426568045548203
32,32,32,32,2019-03-22,79.8783187866211,82.02678680419922,80.92817687988281,-0.026192273296119617,-0.012972714000711538
33,33,33,33,2019-03-25,80.08155822753906,82.43108367919922,80.04930114746094,-0.028502906267784955,0.0004029651679120505
34,34,34,34,2019-03-26,80.47921752929688,80.76119232177734,79.5571060180664,-0.0034914639615150067,0.011590561263264965
35,35,35,35,2019-03-27,79.76341247558594,81.43791961669922,80.85785675048828,-0.020561762247790938,-0.01353541039653805
36,36,36,36,2019-03-28,79.49828338623047,80.61178588867188,81.24459838867188,-0.013813147670232673,-0.021494536708607792
37,37,37,37,2019-03-29,80.48807525634766,81.38941955566406,81.75431823730469,-0.011074465258963495,-0.015488392641004767
38,38,38,38,2019-04-01,80.14342498779297,79.8783187866211,82.02678680419922,0.003318875574735758,-0.02296032661747316
39,39,39,39,2019-04-02,79.88713073730469,80.08155822753906,82.43108367919922,-0.002427868469816019,-0.03086157343017526
40,40,40,40,2019-04-03,78.16390228271484,80.47921752929688,80.76119232177734,-0.028769107325617105,-0.03216012498569987
41,41,41,41,2019-04-04,78.85321807861328,79.76341247558594,81.43791961669922,-0.011411176737846418,-0.03173830508258624
42,42,42,42,2019-04-05,78.58807373046875,79.49828338623047,80.61178588867188,-0.01144942528305426,-0.02510442035111282
43,43,43,43,2019-04-08,78.64109802246094,80.48807525634766,81.38941955566406,-0.02294721582053305,-0.03376755293510214
44,44,44,44,2019-04-09,78.40251159667969,80.14342498779297,79.8783187866211,-0.021722473070978077,-0.018475691681540396
45,45,45,45,2019-04-10,78.32298278808594,79.88713073730469,80.08155822753906,-0.019579473374280898,-0.021959805458035775
46,46,46,46,2019-04-11,77.41275787353516,78.16390228271484,80.47921752929688,-0.009609863213620451,-0.038102503353060535
47,47,47,47,2019-04-12,76.66162109375,78.85321807861328,79.76341247558594,-0.02779337404693305,-0.03888739568138888
48,48,48,48,2019-04-15,76.76763916015625,78.58807373046875,79.49828338623047,-0.023164259968452616,-0.034348467787760795
49,49,49,49,2019-04-16,76.13139343261719,78.64109802246094,80.48807525634766,-0.03191339710347052,-0.05412828931310398
50,50,50,50,2019-04-17,74.87652587890625,78.40251159667969,80.14342498779297,-0.04497286688865154,-0.06571841806971623
51,51,51,51,2019-04-18,74.42582702636719,78.32298278808594,79.88713073730469,-0.049757499305958075,-0.06836274704740708
52,52,52,52,2019-04-22,74.3639907836914,77.41275787353516,78.16390228271484,-0.03938326412326443,-0.04861465955575439
53,53,53,53,2019-04-23,75.2034912109375,76.66162109375,78.85321807861328,-0.01902033719100904,-0.04628507189189357
54,54,54,54,2019-04-24,75.6806869506836,76.76763916015625,78.58807373046875,-0.014158989664968091,-0.03699526711593082
55,55,55,55,2019-04-25,76.75883483886719,76.13139343261719,78.64109802246094,0.008241559466599435,-0.02393485379688054
56,56,56,56,2019-04-26,77.19184112548828,74.87652587890625,78.40251159667969,0.030921777144501394,-0.015441730711630353
57,57,57,57,2019-04-29,77.27136993408203,74.42582702636719,78.32298278808594,0.038233272257851336,-0.013426619065941336
58,58,58,58,2019-04-30,78.48202514648438,74.3639907836914,77.41275787353516,0.055376726281022526,0.013812545920351083
59,59,59,59,2019-05-01,78.0401840209961,75.2034912109375,76.66162109375,0.03772022767004235,0.017982439029827546
60,60,60,60,2019-05-02,78.77366638183594,75.6806869506836,76.76763916015625,0.04086880756206468,0.026131156873205663
61,61,61,61,2019-05-03,79.16251373291016,76.75883483886719,76.13139343261719,0.031314687085711945,0.03981432840810628
62,62,62,62,2019-05-06,79.66621398925781,77.19184112548828,74.87652587890625,0.03205484967960559,0.06396781974230037
63,63,63,63,2019-05-07,78.88855743408203,77.27136993408203,74.42582702636719,0.020928676447429018,0.05996212048989147
64,64,64,64,2019-05-08,78.64996337890625,78.48202514648438,74.3639907836914,0.0021398305167128484,0.057635053606547304
65,65,65,65,2019-05-09,77.88996124267578,78.0401840209961,75.2034912109375,-0.0019249413645654467,0.035722677078954046
66,66,66,66,2019-05-10,78.057861328125,78.77366638183594,75.6806869506836,-0.009086857151490824,0.031410581394305526
67,67,67,67,2019-05-13,77.17415618896484,79.16251373291016,76.75883483886719,-0.025117412903965075,0.005410730256256491
68,68,68,68,2019-05-14,77.46576690673828,79.66621398925781,77.19184112548828,-0.0276208316214982,0.0035486364524546232
69,69,69,69,2019-05-15,78.00483703613281,78.88855743408203,77.27136993408203,-0.011202136617691871,0.009492093936945611
70,70,70,70,2019-05-16,77.86344146728516,78.64996337890625,78.48202514648438,-0.010000283252923126,-0.007881851647490667
71,71,71,71,2019-05-17,77.52763366699219,77.88996124267578,78.0401840209961,-0.004651787854338729,-0.006567774800044113
72,72,72,72,2019-05-20,77.3862533569336,78.057861328125,78.77366638183594,-0.008603976073187858,-0.017612650123166818
73,73,73,73,2019-05-21,77.56299591064453,77.17415618896484,79.16251373291016,0.005038470660146732,-0.020205495591793743
74,74,74,74,2019-05-22,78.4378662109375,77.46576690673828,79.66621398925781,0.012548759833095557,-0.015418678970811173
75,75,75,75,2019-05-23,80.98292541503906,78.00483703613281,78.88855743408203,0.038178252683571,0.02654843806349283
76,76,76,76,2019-05-24,82.2112808227539,77.86344146728516,78.64996337890625,0.055839290860211,0.0452805988820435
77,77,77,77,2019-05-28,80.69131469726562,77.52763366699219,77.88996124267578,0.04080714037864919,0.035965526364326816
78,78,78,78,2019-05-29,80.87688446044922,77.3862533569336,78.057861328125,0.045106604236485826,0.03611453201970449
79,79,79,79,2019-05-30,81.81362915039062,77.56299591064453,77.17415618896484,0.05480233441012228,0.060116925024302104
80,80,80,80,2019-05-31,81.81362915039062,78.4378662109375,77.46576690673828,0.04303741423019991,0.05612624023830781
81,81,81,81,2019-06-03,82.47638702392578,80.98292541503906,78.00483703613281,0.01844168509883648,0.057324009096021644
82,82,82,82,2019-06-04,83.43080139160156,82.2112808227539,77.86344146728516,0.014833980892195564,0.07150159072606077
83,83,83,83,2019-06-05,85.32192993164062,80.69131469726562,77.52763366699219,0.05738678631954319,0.1005357173434136
84,84,84,84,2019-06-06,85.27775573730469,80.87688446044922,77.3862533569336,0.0544144511279685,0.1019755064762291
85,85,85,85,2019-06-07,85.81681823730469,81.81362915039062,77.56299591064453,0.04893058929772409,0.10641443422542451
86,86,86,86,2019-06-10,86.38240051269531,81.81362915039062,78.4378662109375,0.055843646220684384,0.1012844265854087
87,87,87,87,2019-06-11,86.21448516845703,82.47638702392578,80.98292541503906,0.04532325286565775,0.06460077512149787
88,88,88,88,2019-06-12,86.1879653930664,83.43080139160156,82.2112808227539,0.033047315325708926,0.04837151946198426
89,89,89,89,2019-06-13,86.16146850585938,85.32192993164062,80.69131469726562,0.009839657575624328,0.0677911102219173
90,90,90,90,2019-06-14,86.16146850585938,85.27775573730469,80.87688446044922,0.0103627582704795,0.06534109320190806
91,91,91,91,2019-06-17,86.00240325927734,85.81681823730469,81.81362915039062,0.0021625716938078465,0.05119897689890851
92,92,92,92,2019-06-18,86.56795501708984,86.38240051269531,81.81362915039062,0.0021480591334952504,0.058111660808491505
93,93,93,93,2019-06-19,87.26610565185547,86.21448516845703,82.47638702392578,0.012197723866745225,0.05807381725560101
94,94,94,94,2019-06-20,87.71678924560547,86.1879653930664,83.43080139160156,0.01773825203515078,0.051371768969192155
95,95,95,95,2019-06-21,87.82282257080078,86.16146850585938,85.32192993164062,0.019281868029308535,0.02931125258375955
96,96,96,96,2019-06-24,87.6284408569336,86.16146850585938,85.27775573730469,0.01702585130584744,0.02756504435775864
97,97,97,97,2019-06-25,87.39863586425781,86.00240325927734,85.81681823730469,0.016234809168891973,0.018432489801462948
98,98,98,98,2019-06-26,85.91400146484375,86.56795501708984,86.38240051269531,-0.007554222022652546,-0.005422389804769612
99,99,99,99,2019-06-27,86.143798828125,87.26610565185547,86.21448516845703,-0.012860741468261105,-0.0008198893746673708
100,100,100,100,2019-06-28,86.06424713134766,87.71678924560547,86.1879653930664,-0.018839518961765944,-0.0014354470621800175
101,101,101,101,2019-07-01,86.6916732788086,87.82282257080078,86.16146850585938,-0.012879901361406154,0.006153618109621339
102,102,102,102,2019-07-02,86.64749145507812,87.6284408569336,86.16146850585938,-0.011194418070920809,0.005640838737395626
103,103,103,103,2019-07-03,87.31912231445312,87.39863586425781,86.00240325927734,-0.0009097802158855028,0.01531025884481596
104,104,104,104,2019-07-05,87.17695617675781,85.91400146484375,86.56795501708984,0.014700219875463105,0.0070349491280894405
105,105,105,105,2019-07-08,87.09696197509766,86.143798828125,87.26610565185547,0.011064791197267887,-0.0019382516899815183
106,106,106,106,2019-07-09,87.47017669677734,86.06424713134766,87.71678924560547,0.01633581437462661,-0.0028114634718060527
107,107,107,107,2019-07-10,87.83448028564453,86.6916732788086,87.82282257080078,0.013182431064175715,0.00013274129095952603
108,108,108,108,2019-07-11,88.85633087158203,86.64749145507812,87.6284408569336,0.025492248874268597,0.014012459911881159
109,109,109,109,2019-07-12,88.18990325927734,87.31912231445312,87.39863586425781,0.009972396901658742,0.009053543996367264
110,110,110,110,2019-07-15,88.69638061523438,87.17695617675781,85.91400146484375,0.017429198094457643,0.032385631014162364
111,111,111,111,2019-07-16,88.74081420898438,87.09696197509766,86.143798828125,0.018873818289514066,0.03014744434525074
112,112,112,112,2019-07-17,89.6738052368164,87.47017669677734,86.06424713134766,0.025192912867640915,0.04194027399042932
113,113,113,113,2019-07-18,90.0469970703125,87.83448028564453,86.6916732788086,0.025189615484405348,0.038704106918237224
114,114,114,114,2019-07-19,89.56718444824219,88.85633087158203,86.64749145507812,0.008000032971061,0.03369622067683009
115,115,115,115,2019-07-22,89.95813751220703,88.18990325927734,87.31912231445312,0.02005030267162322,0.030222649149521885
116,116,116,116,2019-07-23,90.28691864013672,88.69638061523438,87.17695617675781,0.017932389279807337,0.03567413453932966
117,117,117,117,2019-07-24,90.92668151855467,88.74081420898438,87.09696197509766,0.024632040274304767,0.04397075921605609
118,118,118,118,2019-07-25,90.71343231201172,89.6738052368164,87.47017669677734,0.011593431018677158,0.03707841618380847
119,119,119,119,2019-07-26,91.12216186523438,90.0469970703125,87.83448028564453,0.01194004053330433,0.03743042104761196
120,120,120,120,2019-07-29,91.7530517578125,89.56718444824219,88.85633087158203,0.024404778636683,0.032600050641488965
121,121,121,121,2019-07-30,92.1884536743164,89.95813751220703,88.18990325927734,0.024792822792787605,0.04534022906549029
122,122,122,122,2019-07-31,90.58015441894533,90.28691864013672,88.69638061523438,0.0032478213148172674,0.02123845179075312
123,123,123,123,2019-08-01,90.96221923828124,90.92668151855467,88.74081420898438,0.00039083929087757596,0.02503250673433599
124,124,124,124,2019-08-02,90.92668151855467,90.71343231201172,89.6738052368164,0.002350800770160255,0.013971485635404735
125,125,125,125,2019-08-05,88.42094421386719,91.12216186523438,90.0469970703125,-0.02964391533381494,-0.0180578243511621
126,126,126,126,2019-08-06,89.95813751220703,91.7530517578125,89.56718444824219,-0.019562447365164992,0.004364914073979431
127,127,127,127,2019-08-07,90.09142303466795,92.1884536743164,89.95813751220703,-0.02274721568773508,0.001481639417477254
128,128,128,128,2019-08-08,90.88224792480467,90.58015441894533,90.28691864013672,0.003335095946758182,0.006593749057278275
129,129,129,129,2019-08-09,90.3402328491211,90.96221923828124,90.92668151855467,-0.006837854159327472,-0.0064496873705206514
130,130,130,130,2019-08-12,89.7448959350586,90.92668151855467,90.71343231201172,-0.012997126517312996,-0.01067687940217954
131,131,131,131,2019-08-13,90.98887634277344,88.42094421386719,91.12216186523438,0.029042125163186272,-0.0014627124700801186
132,132,132,132,2019-08-14,89.68269348144531,89.95813751220703,91.7530517578125,-0.003061913445288278,-0.0225644622898431
133,133,133,133,2019-08-15,90.41132354736328,90.09142303466795,92.1884536743164,0.0035508431537620844,-0.01927714432906502
134,134,134,134,2019-08-16,91.30876159667967,90.88224792480467,90.58015441894533,0.004693036116667049,0.008043783789155823
135,135,135,135,2019-08-19,92.57052612304688,90.3402328491211,90.96221923828124,0.024687707830581163,0.017681042725580243
136,136,136,136,2019-08-20,94.99630737304688,89.7448959350586,90.92668151855467,0.05851487578511794,0.04475722402408078
137,137,137,137,2019-08-21,95.77822875976562,90.98887634277344,88.42094421386719,0.052636680542682335,0.08320748677036383
138,138,138,138,2019-08-22,95.81378173828124,89.68269348144531,89.95813751220703,0.06836422969504596,0.06509299089567766
139,139,139,139,2019-08-23,94.23213958740234,90.41132354736328,90.09142303466795,0.04226037060543053,0.04596127370683223
140,140,140,140,2019-08-26,94.9785385131836,91.30876159667967,90.88224792480467,0.04019085192189675,0.04507250515819283
141,141,141,141,2019-08-27,95.55609893798828,92.57052612304688,90.3402328491211,0.032251872598983766,0.05773580523727784
142,142,142,142,2019-08-28,95.96484375,94.99630737304688,89.7448959350586,0.010195516054636977,0.06930698119525713
143,143,143,143,2019-08-29,95.78713989257812,95.77822875976562,90.98887634277344,9.303923164893924e-05,0.05273461705064553
144,144,144,144,2019-08-30,95.8670883178711,95.81378173828124,89.68269348144531,0.0005563560755326158,0.06895862062511848
145,145,145,145,2019-09-03,95.49390411376952,94.23213958740234,90.41132354736328,0.01338995943307486,0.056216194686538934
146,146,146,146,2019-09-04,95.66272735595705,94.9785385131836,91.30876159667967,0.007203615190167323,0.047683986543474166
147,147,147,147,2019-09-05,95.71604919433594,95.55609893798828,92.57052612304688,0.0016738885128773084,0.03397974715092311
148,148,148,148,2019-09-06,96.57794952392578,95.96484375,94.99630737304688,0.006388858148125509,0.016649511908582548
149,149,149,149,2019-09-09,95.9026336669922,95.78713989257812,95.77822875976562,0.001205733614591642,0.0012988850267696694
150,150,150,150,2019-09-10,95.5027847290039,95.8670883178711,95.81378173828124,-0.0038000902630863642,-0.003245848390859174
151,151,151,151,2019-09-11,96.52462005615234,95.49390411376952,94.23213958740234,0.010793526057483849,0.024328010366608144
152,152,152,152,2019-09-12,98.0796127319336,95.66272735595705,94.9785385131836,0.025264650536079847,0.03265026254662318
153,153,153,153,2019-09-13,97.44872283935548,95.71604919433594,95.55609893798828,0.018102226947349642,0.019806416569971397
154,154,154,154,2019-09-16,96.8978271484375,96.57794952392578,95.96484375,0.0033121186159836835,0.009722137420116406
155,155,155,155,2019-09-17,97.155517578125,95.9026336669922,95.78713989257812,0.013064124135352184,0.014285609603559069
156,156,156,156,2019-09-18,97.74197387695312,95.5027847290039,95.8670883178711,0.023446323102547018,0.019557134695333378
157,157,157,157,2019-09-19,98.6394271850586,96.52462005615234,95.49390411376952,0.02190951000559216,0.03293951693022801
158,158,158,158,2019-09-20,98.79046630859376,98.0796127319336,95.66272735595705,0.007247720059856189,0.032695481710431906
159,159,159,159,2019-09-23,98.48835754394533,97.44872283935548,95.71604919433594,0.010668530836506651,0.028963881950253345
160,160,160,160,2019-09-24,97.52869415283205,96.8978271484375,96.57794952392578,0.006510641393724148,0.009844324026270002
161,161,161,161,2019-09-25,95.62718200683594,97.155517578125,95.9026336669922,-0.015730816009086546,-0.002872201206827407
162,162,162,162,2019-09-26,95.9129409790039,97.74197387695312,95.5027847290039,-0.018712870483378774,0.004294704611638833
163,163,163,163,2019-09-27,95.8415069580078,98.6394271850586,96.52462005615234,-0.028365130525358606,-0.007077086630821738
164,164,164,164,2019-09-30,97.0024871826172,98.79046630859376,98.0796127319336,-0.018098701147855834,-0.010982155407366245
165,165,165,165,2019-10-01,96.6452407836914,98.48835754394533,97.44872283935548,-0.018714057236983828,-0.008245177897186151
166,166,166,166,2019-10-02,94.6091079711914,97.52869415283205,96.8978271484375,-0.02993566362188249,-0.02361992259888357
167,167,167,167,2019-10-03,95.49322509765624,95.62718200683594,97.155517578125,-0.0014008246020480453,-0.017109604497058784
168,168,168,168,2019-10-04,96.9488754272461,95.9129409790039,97.74197387695312,0.010800778681877343,-0.008114205374095018
169,169,169,169,2019-10-07,95.7879409790039,95.8415069580078,98.6394271850586,-0.0005589016774053546,-0.028908178883733537
170,170,170,170,2019-10-08,93.778564453125,97.0024871826172,98.79046630859376,-0.03323546460641602,-0.050732647012850296
171,171,171,171,2019-10-09,95.3324737548828,96.6452407836914,98.48835754394533,-0.013583359285604168,-0.03204321675944666
172,172,172,172,2019-10-10,95.93081665039062,94.6091079711914,97.52869415283205,0.013970205485942078,-0.016383665508096223
173,173,173,173,2019-10-11,96.07369995117188,95.49322509765624,95.62718200683594,0.006078701948981413,0.004669362151694667
174,174,174,174,2019-10-14,96.06477355957033,96.9488754272461,95.9129409790039,-0.009119258617282577,0.0015830249705266475
175,175,175,175,2019-10-15,96.6184539794922,95.7879409790039,95.8415069580078,0.008670329396373022,0.008106581857324269
176,176,176,176,2019-10-16,96.89527130126952,93.778564453125,97.0024871826172,0.033234746834948536,-0.0011052900236036
177,177,177,177,2019-10-17,96.90424346923828,95.3324737548828,96.6452407836914,0.016487243564000886,0.0026799321254376007
178,178,178,178,2019-10-18,96.55596160888672,95.93081665039062,94.6091079711914,0.006516622919769066,0.0205778669669745
179,179,179,179,2019-10-21,95.21639251708984,96.07369995117188,95.49322509765624,-0.008923435180676398,-0.002898976134519393
180,180,180,180,2019-10-22,93.31419372558594,96.06477355957033,96.9488754272461,-0.02863255418260824,-0.03749070513342623
181,181,181,181,2019-10-23,93.96612548828124,96.6184539794922,95.7879409790039,-0.02745157246848451,-0.019019257247861687
182,182,182,182,2019-10-24,94.02864074707033,96.89527130126952,93.778564453125,-0.02958483438563464,0.0026666679683535754
183,183,183,183,2019-10-25,94.16259765625,96.90424346923828,95.3324737548828,-0.02829231945718247,-0.012271538255062664
184,184,184,184,2019-10-28,94.8591766357422,96.55596160888672,95.93081665039062,-0.01757307311606071,-0.01117096728733058
185,185,185,185,2019-10-29,96.04691314697266,95.21639251708984,96.07369995117188,0.00872245427418128,-0.0002788151618271506
186,186,186,186,2019-10-30,96.9399642944336,93.31419372558594,96.06477355957033,0.038855509800686416,0.009110423128417144
187,187,187,187,2019-10-31,97.25251770019533,93.96612548828124,96.6184539794922,0.03497422283654705,0.006562552955336143
188,188,188,188,2019-11-01,96.9578094482422,94.02864074707033,96.89527130126952,0.03115187753326265,0.0006454200100047824
189,189,189,189,2019-11-04,95.689697265625,94.16259765625,96.90424346923828,0.016217687780341716,-0.012533467680379107
190,190,190,190,2019-11-05,94.24295806884766,94.8591766357422,96.55596160888672,-0.006496140792585758,-0.023955056751526205
191,191,191,191,2019-11-06,95.43964385986328,96.04691314697266,95.21639251708984,-0.006322632005675399,0.0023446733999439306
192,192,192,192,2019-11-07,95.37713623046876,96.9399642944336,93.31419372558594,-0.016121607588157172,0.022107488930884767
193,193,193,193,2019-11-08,95.58252716064452,97.25251770019533,93.96612548828124,-0.017171694667062143,0.017201961493718
194,194,194,194,2019-11-11,96.41305541992188,96.9578094482422,94.02864074707033,-0.005618464685004265,0.02535838712446603
195,195,195,195,2019-11-12,97.01139068603516,95.689697265625,94.16259765625,0.013812285524754664,0.030253976639269986
196,196,196,196,2019-11-13,97.35075378417967,94.24295806884766,94.8591766357422,0.03297642369270348,0.026266063408973972
197,197,197,197,2019-11-14,97.52936553955078,95.43964385986328,96.04691314697266,0.021895740545259113,0.015434669829624381
198,198,198,198,2019-11-15,100.07453918457033,95.37713623046876,96.9399642944336,0.04925082823571869,0.032335218121353426
199,199,199,199,2019-11-18,99.35118103027344,95.58252716064452,97.25251770019533,0.03942827189842957,0.02157952698507759
200,200,200,200,2019-11-19,99.19042205810548,96.41305541992188,96.9578094482422,0.028806955926113265,0.02302664037655555
201,201,201,201,2019-11-20,99.83341979980467,97.01139068603516,95.689697265625,0.02908966765462262,0.043303747974843265
202,202,202,202,2019-11-21,98.6724624633789,97.35075378417967,94.24295806884766,0.013576768826355279,0.04700090580025451
203,203,203,203,2019-11-22,98.96717834472656,97.52936553955078,95.43964385986328,0.014742357824451435,0.03696089321166007
204,204,204,204,2019-11-25,99.82449340820312,100.07453918457033,95.37713623046876,-0.0024985953310865394,0.046629175015150404
205,205,205,205,2019-11-26,99.42262268066406,99.35118103027344,95.58252716064452,0.0007190820446196788,0.04017570610542176
206,206,206,206,2019-11-27,100.4406967163086,99.19042205810548,96.41305541992188,0.01260479219929822,0.041774853818754565
207,207,207,207,2019-11-29,99.47618865966795,99.83341979980467,97.01139068603516,-0.003578272094185264,0.02540730481443987
208,208,208,208,2019-12-02,99.04753875732422,98.6724624633789,97.35075378417967,0.0038012256366311004,0.01742960282471162
209,209,209,209,2019-12-03,99.11898803710938,98.96717834472656,97.52936553955078,0.0015339397861180437,0.01629891149977758
210,210,210,210,2019-12-04,99.96737670898438,99.82449340820312,100.07453918457033,0.0014313451128369348,-0.001070826570465755
211,211,211,211,2019-12-05,100.19956970214844,99.42262268066406,99.35118103027344,0.007814589884435508,0.008539291260327264
212,212,212,212,2019-12-06,100.99437713623048,100.4406967163086,99.19042205810548,0.005512510745377952,0.018186786997117954
213,213,213,213,2019-12-09,99.2440185546875,99.47618865966795,99.83341979980467,-0.002333926421073107,-0.0059038470914759555
