,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,TJX,TJX_6m,TJX_12m,TJX_6m_ret,TJX_12m_ret
245,245,245,245,2020-01-27,57.85748291015625,59.64268112182617,58.79756546020508,-0.029931555357537887,-0.01598846045224589
246,246,246,246,2020-01-28,58.20882034301758,59.51923751831055,59.48124694824219,-0.022016699640848625,-0.021392063389858218
247,247,247,247,2020-01-29,58.00941467285156,59.15839767456055,59.196380615234375,-0.01942214540748244,-0.02005132628121087
248,248,248,248,2020-01-30,57.44916534423828,59.28184127807617,59.3673095703125,-0.030914625698639675,-0.03230977182488681
249,249,249,249,2020-01-31,56.06279754638672,59.30083847045898,59.557228088378906,-0.05460362800241525,-0.05867349193630522
250,250,250,250,2020-02-03,57.20227813720703,58.10437774658203,58.68360900878906,-0.015525501594895963,-0.02524266821013299
251,251,251,251,2020-02-04,58.18983459472656,57.85748291015625,59.64268112182617,0.005744316341697919,-0.02435917533841281
252,252,252,252,2020-02-05,59.082427978515625,58.20882034301758,59.51923751831055,0.015008165950623598,-0.00733896397211975
253,253,253,253,2020-02-06,58.702598571777344,58.00941467285156,59.15839767456055,0.011949506865998272,-0.007704723601383301
254,254,254,254,2020-02-07,58.2847900390625,57.44916534423828,59.28184127807617,0.01454546275506563,-0.01681883048026045
255,255,255,255,2020-02-10,58.54117202758789,56.06279754638672,59.30083847045898,0.044207113980542,-0.01281038282872704
256,256,256,256,2020-02-11,59.31032943725586,57.20227813720703,58.10437774658203,0.036852575958467915,0.02075491963675269
257,257,257,257,2020-02-12,60.32059860229492,58.18983459472656,57.85748291015625,0.03661746114950226,0.042572119771672634
258,258,258,258,2020-02-13,60.38731384277344,59.082427978515625,58.20882034301758,0.02208585376234562,0.03742548787139577
259,259,259,259,2020-02-14,60.40637969970703,58.702598571777344,58.00941467285156,0.029023947310380604,0.041320276034042536
260,260,260,260,2020-02-18,60.48262405395508,58.2847900390625,57.44916534423828,0.037708534480772604,0.05280248531967624
261,261,261,261,2020-02-19,60.81620407104492,58.54117202758789,56.06279754638672,0.038862085685351655,0.0847871803173077
262,262,262,262,2020-02-20,60.87339019775391,59.31032943725586,57.20227813720703,0.026353938265536225,0.06417772473573957
263,263,263,263,2020-02-21,60.33966064453125,60.32059860229492,58.18983459472656,0.0003160121530292326,0.03694504486526795
264,264,264,264,2020-02-24,58.85285568237305,60.38731384277344,59.082427978515625,-0.02541027349544911,-0.0038856273175851275
265,265,265,265,2020-02-25,56.918094635009766,60.40637969970703,58.702598571777344,-0.0577469645100116,-0.030399062054903947
266,266,266,266,2020-02-26,60.987754821777344,60.48262405395508,58.2847900390625,0.008351667536310003,0.04637513116034753
267,267,267,267,2020-02-27,57.29932403564453,60.81620407104492,58.54117202758789,-0.05782800964183832,-0.021213241022201124
268,268,268,268,2020-02-28,56.99434280395508,60.87339019775391,59.31032943725586,-0.06372320288384337,-0.039048621973190256
269,269,269,269,2020-03-02,59.2722053527832,60.33966064453125,60.32059860229492,-0.017690773868228482,-0.017380352214737993
270,270,270,270,2020-03-03,57.76633834838867,58.85285568237305,60.38731384277344,-0.01846159071444675,-0.043402750140680735
271,271,271,271,2020-03-04,59.34844970703125,56.918094635009766,60.40637969970703,0.04269916425710063,-0.01751354737587285
272,272,272,272,2020-03-05,56.77512741088867,60.987754821777344,60.48262405395508,-0.06907333157613527,-0.06129854154077441
273,273,273,273,2020-03-06,55.81250762939453,57.29932403564453,60.81620407104492,-0.025948236410696324,-0.08227571118718824
274,274,274,274,2020-03-09,54.51632690429688,56.99434280395508,60.87339019775391,-0.043478278329866726,-0.10443090606265581
275,275,275,275,2020-03-10,55.25019836425781,59.2722053527832,60.33966064453125,-0.06785654362929039,-0.0843468827286935
276,276,276,276,2020-03-11,53.00092315673828,57.76633834838867,58.85285568237305,-0.08249467298602486,-0.09943328081168157
277,277,277,277,2020-03-12,47.04415512084961,59.34844970703125,56.918094635009766,-0.20732293171802774,-0.1734762833766187
278,278,278,278,2020-03-13,49.15046691894531,56.77512741088867,60.987754821777344,-0.13429578830819244,-0.1940928623692375
279,279,279,279,2020-03-16,39.1240463256836,55.81250762939453,57.29932403564453,-0.2990093441872461,-0.3171988154459645
280,280,280,280,2020-03-17,40.51554489135742,54.51632690429688,56.99434280395508,-0.25681814619531795,-0.28913041368474424
281,281,281,281,2020-03-18,38.93342208862305,55.25019836425781,59.2722053527832,-0.29532520712523513,-0.3431420029524027
282,282,282,282,2020-03-19,39.69589614868164,53.00092315673828,57.76633834838867,-0.25103387291406265,-0.31281958864562665
283,283,283,283,2020-03-20,35.61669921875,47.04415512084961,59.34844970703125,-0.24290915359717125,-0.3998714474502887
284,284,284,284,2020-03-23,35.03531646728516,49.15046691894531,56.77512741088867,-0.2871824284993596,-0.38291082618396943
285,285,285,285,2020-03-24,39.1145133972168,39.1240463256836,55.81250762939453,-0.00024365906295709117,-0.2991801469135831
286,286,286,286,2020-03-25,42.01188659667969,40.51554489135742,54.51632690429688,0.036932533163128056,-0.2293705577334414
287,287,287,287,2020-03-26,45.709842681884766,38.93342208862305,55.25019836425781,0.17405150201892727,-0.17267550099050588
288,288,288,288,2020-03-27,44.60426712036133,39.69589614868164,53.00092315673828,0.12364933023039204,-0.15842471293463578
289,289,289,289,2020-03-30,45.31907272338867,35.61669921875,47.04415512084961,0.27241079935703216,-0.0366694309426846
290,290,290,290,2020-03-31,45.56688690185547,35.03531646728516,49.15046691894531,0.3005986957304736,-0.07291039621250339
291,291,291,291,2020-04-01,42.52654266357422,39.1145133972168,39.1240463256836,0.08723179633369038,0.08696688245297857
292,292,292,292,2020-04-02,41.7354850769043,42.01188659667969,40.51554489135742,-0.006579126579791206,0.03011042277274445
293,293,293,293,2020-04-03,39.03826141357422,45.709842681884766,38.93342208862305,-0.14595502580792208,0.002692784741925136
294,294,294,294,2020-04-06,43.94664001464844,44.60426712036133,39.69589614868164,-0.014743591772023334,0.10708270321056768
295,295,295,295,2020-04-07,44.489891052246094,45.31907272338867,35.61669921875,-0.018296527737970414,0.24913009987250323
296,296,296,296,2020-04-08,46.805885314941406,45.56688690185547,35.03531646728516,0.027190762795680223,0.335962966358452
297,297,297,297,2020-04-09,46.51995849609375,42.52654266357422,39.1145133972168,0.09390407925025279,0.18932729710000396
298,298,298,298,2020-04-13,45.60499572753906,41.7354850769043,42.01188659667969,0.09271512343763533,0.08552601232488688
299,299,299,299,2020-04-14,47.86381530761719,39.03826141357422,45.709842681884766,0.22607446065654413,0.04712273110898413
300,300,300,300,2020-04-15,46.02436065673828,43.94664001464844,44.60426712036133,0.04727825930258356,0.031837616175711014
301,301,301,301,2020-04-16,44.27068710327149,44.489891052246094,45.31907272338867,-0.004927050702758118,-0.023133430520879128
302,302,302,302,2020-04-17,47.39680099487305,46.805885314941406,45.56688690185547,0.012624815788774502,0.040158856955906375
303,303,303,303,2020-04-20,45.54782104492188,46.51995849609375,42.52654266357422,-0.020897212349265004,0.07104453341643313
304,304,304,304,2020-04-21,43.88945388793945,45.60499572753906,41.7354850769043,-0.03761741037865418,0.05161001021231981
305,305,305,305,2020-04-22,44.2039680480957,47.86381530761719,39.03826141357422,-0.07646375943914874,0.13232419804241813
306,306,306,306,2020-04-23,43.59400177001953,46.02436065673828,43.94664001464844,-0.0528059239072326,-0.008024236767847692
307,307,307,307,2020-04-24,43.88945388793945,44.27068710327149,44.489891052246094,-0.008611414014034313,-0.013496035843322818
308,308,308,308,2020-04-27,45.5954704284668,47.39680099487305,46.805885314941406,-0.03800531952781161,-0.02586031389706922
309,309,309,309,2020-04-28,46.78682327270508,45.54782104492188,46.51995849609375,0.027202228325285294,0.005736565234333524
310,310,310,310,2020-04-29,49.12187194824219,43.88945388793945,45.60499572753906,0.11921811726485321,0.07711603004447642
311,311,311,311,2020-04-30,46.74870300292969,44.2039680480957,47.86381530761719,0.0575680208633127,-0.023297605874516236
312,312,312,312,2020-05-01,45.986236572265625,43.59400177001953,46.02436065673828,0.05487532011551366,-0.0008283457701236951
313,313,313,313,2020-05-04,45.46204376220703,43.88945388793945,44.27068710327149,0.03583070042937386,0.026910733419529542
314,314,314,314,2020-05-05,45.90998458862305,45.5954704284668,47.39680099487305,0.00689792554393498,-0.03136955184825296
315,315,315,315,2020-05-06,45.44297790527344,46.78682327270508,45.54782104492188,-0.028722731603272322,-0.0023018255811851907
316,316,316,316,2020-05-07,46.22450256347656,49.12187194824219,43.88945388793945,-0.05898328524243679,0.05320295580571721
317,317,317,317,2020-05-08,46.23403549194336,46.74870300292969,44.2039680480957,-0.011009236148307178,0.04592500477873074
318,318,318,318,2020-05-11,46.081539154052734,45.986236572265625,43.59400177001953,0.002072415333169264,0.057061459903502865
319,319,319,319,2020-05-12,43.803672790527344,45.46204376220703,43.88945388793945,-0.03647814384135328,-0.001954480856178553
320,320,320,320,2020-05-13,41.96422958374024,45.90998458862305,45.5954704284668,-0.08594546568113204,-0.0796403855603044
321,321,321,321,2020-05-14,42.64092254638672,45.44297790527344,46.78682327270508,-0.06166090973896221,-0.08861257158138869
322,322,322,322,2020-05-15,44.9569091796875,46.22450256347656,49.12187194824219,-0.027422542450259435,-0.08478835604927981
323,323,323,323,2020-05-18,47.425392150878906,46.23403549194336,46.74870300292969,0.02576795744215654,0.014475035765309174
324,324,324,324,2020-05-19,47.90192794799805,46.081539154052734,45.986236572265625,0.03950364565427522,0.04165792894841447
325,325,325,325,2020-05-20,48.46424102783203,43.803672790527344,45.46204376220703,0.10639674576129488,0.06603744612380913
326,326,326,326,2020-05-21,51.75238800048828,41.96422958374024,45.90998458862305,0.23325004447455955,0.12725779510091662
327,327,327,327,2020-05-22,50.90413284301758,42.64092254638672,45.44297790527344,0.1937859174515224,0.12017599174789995
328,328,328,328,2020-05-26,52.70545959472656,44.9569091796875,46.22450256347656,0.1723550519024566,0.14020609572488518
329,329,329,329,2020-05-27,52.69594192504883,47.425392150878906,46.23403549194336,0.11113349906316472,0.13976513977957872
330,330,330,330,2020-05-28,51.5427131652832,47.90192794799805,46.081539154052734,0.0760049829567937,0.11851110252575348
331,331,331,331,2020-05-29,50.284645080566406,48.46424102783203,43.803672790527344,0.03756179843379681,0.14795499731338935
332,332,332,332,2020-06-01,50.82789611816406,51.75238800048828,41.96422958374024,-0.017863753114455205,0.21121957015167503
333,333,333,333,2020-06-02,51.79051208496094,50.90413284301758,42.64092254638672,0.017412716658524507,0.2145729733830426
334,334,334,334,2020-06-03,52.648284912109375,52.70545959472656,44.9569091796875,-0.0010847962062531247,0.17108328558977104
335,335,335,335,2020-06-04,52.25752258300781,52.69594192504883,47.425392150878906,-0.008319793252098862,0.10188909807547808
336,336,336,336,2020-06-05,54.57350158691406,51.5427131652832,47.90192794799805,0.05880149172419302,0.13927568105731836
337,337,337,337,2020-06-08,54.72600555419922,50.284645080566406,48.46424102783203,0.08832438742516402,0.1292038086962135
338,338,338,338,2020-06-09,53.60137176513672,50.82789611816406,51.75238800048828,0.054566013130366686,0.03572750622891041
339,339,339,339,2020-06-10,52.23845672607422,51.79051208496094,50.90413284301758,0.008649164163089251,0.02621248626651873
340,340,340,340,2020-06-11,50.1893310546875,52.648284912109375,52.70545959472656,-0.04670529840671611,-0.047739428882445645
341,341,341,341,2020-06-12,49.99871063232422,52.25752258300781,52.69594192504883,-0.043224627556647244,-0.05118480084407584
342,342,342,342,2020-06-15,50.13214111328125,54.57350158691406,51.5427131652832,-0.0813830951741199,-0.02736705084729707
343,343,343,343,2020-06-16,52.9437370300293,54.72600555419922,50.284645080566406,-0.03256712245158855,0.05288079383283861
344,344,344,344,2020-06-17,51.98113632202149,53.60137176513672,50.82789611816406,-0.03022749959114024,0.022689119399638136
345,345,345,345,2020-06-18,50.94226837158203,52.23845672607422,51.79051208496094,-0.024812914387748575,-0.016378361194563706
346,346,346,346,2020-06-19,50.17026138305664,50.1893310546875,52.648284912109375,-0.0003799546881803062,-0.04706750719780384
347,347,347,347,2020-06-22,50.341827392578125,49.99871063232422,52.25752258300781,0.00686251217110545,-0.03665874491824073
348,348,348,348,2020-06-23,50.751651763916016,50.13214111328125,54.57350158691406,0.012357554193324516,-0.07003123698983005
349,349,349,349,2020-06-24,49.11235046386719,52.9437370300293,54.72600555419922,-0.07236713502088032,-0.1025774681247732
350,350,350,350,2020-06-25,48.48331832885742,51.98113632202149,53.60137176513672,-0.06729014101375541,-0.0954836278949146
351,351,351,351,2020-06-26,47.2157096862793,50.94226837158203,52.23845672607422,-0.07315258633794142,-0.09615037186364417
352,352,352,352,2020-06-29,48.38800048828125,50.17026138305664,50.1893310546875,-0.03552424973766011,-0.035890706820608465
353,353,353,353,2020-06-30,48.18785858154297,50.341827392578125,49.99871063232422,-0.042786861792639574,-0.03621797498134949
354,354,354,354,2020-07-01,48.778770446777344,50.751651763916016,50.13214111328125,-0.03887324350182775,-0.026996067521747324
355,355,355,355,2020-07-02,49.322021484375,49.11235046386719,52.9437370300293,0.004269211685603791,-0.06840687395376122
356,356,356,356,2020-07-06,50.17026138305664,48.48331832885742,51.98113632202149,0.034794298582387695,-0.03483715568945123
357,357,357,357,2020-07-07,48.416595458984375,47.2157096862793,50.94226837158203,0.02543402991682764,-0.049579121490526235
358,358,358,358,2020-07-08,48.48331832885742,48.38800048828125,50.17026138305664,0.001969865247878122,-0.033624362474797276
359,359,359,359,2020-07-09,47.64460372924805,48.18785858154297,50.341827392578125,-0.011273687362048479,-0.053578183451634676
360,360,360,360,2020-07-10,48.6739387512207,48.778770446777344,50.751651763916016,-0.002149125420679132,-0.04093882544671279
361,361,361,361,2020-07-13,48.00676727294922,49.322021484375,49.11235046386719,-0.026666672854080975,-0.022511306839841927
362,362,362,362,2020-07-14,47.52069854736328,50.17026138305664,48.48331832885742,-0.05281142179953169,-0.01985465959579724
363,363,363,363,2020-07-15,50.16073989868164,48.416595458984375,47.2157096862793,0.036023690289723076,0.06237394782309402
364,364,364,364,2020-07-16,50.99944686889648,48.48331832885742,48.38800048828125,0.05189678897332084,0.053968883902274056
365,365,365,365,2020-07-17,50.42760467529297,47.64460372924805,48.18785858154297,0.058411671589504666,0.046479469303661425
366,366,366,366,2020-07-20,49.31249237060547,48.6739387512207,48.778770446777344,0.013119004456337624,0.010941684649687256
367,367,367,367,2020-07-21,50.58009719848633,48.00676727294922,49.322021484375,0.05360348283620264,0.025507383441489395
368,368,368,368,2020-07-22,50.932735443115234,47.52069854736328,50.17026138305664,0.07180106774632566,0.015197729472386179
369,369,369,369,2020-07-23,50.88508224487305,50.16073989868164,48.416595458984375,0.014440423878405495,0.05098431152557659
370,370,370,370,2020-07-24,50.408538818359375,50.99944686889648,48.48331832885742,-0.011586558027896654,0.03970892578852325
371,371,371,371,2020-07-27,49.63654327392578,50.42760467529297,47.64460372924805,-0.015687070731613906,0.04180829283411436
372,372,372,372,2020-07-28,49.350616455078125,49.31249237060547,48.6739387512207,0.0007731120987788387,0.01390225901618547
373,373,373,373,2020-07-29,50.13214111328125,50.58009719848633,48.00676727294922,-0.008856370588755658,0.04427237993860156
374,374,374,374,2020-07-30,49.1790657043457,50.932735443115234,47.52069854736328,-0.034431092764065974,0.034897785758126965
375,375,375,375,2020-07-31,49.55076599121094,50.88508224487305,50.16073989868164,-0.026222149887485946,-0.012160384968458837
376,376,376,376,2020-08-03,49.4554557800293,50.408538818359375,50.99944686889648,-0.01890717447225343,-0.030274663425983728
377,377,377,377,2020-08-04,50.78023910522461,49.63654327392578,50.42760467529297,0.02304140771824481,0.006992884793998844
378,378,378,378,2020-08-05,51.02803802490234,49.350616455078125,49.31249237060547,0.033989880781957416,0.0347892708688049
379,379,379,379,2020-08-06,50.90413284301758,50.13214111328125,50.58009719848633,0.015399137411504116,0.006406386355084948
380,380,380,380,2020-08-07,52.84843063354492,49.1790657043457,50.932735443115234,0.07461233507888654,0.03761225808437585
381,381,381,381,2020-08-10,53.86822891235352,49.55076599121094,50.88508224487305,0.08713211258749043,0.05862517138372203
382,382,382,382,2020-08-11,54.8117790222168,49.4554557800293,50.408538818359375,0.10830601311231769,0.08735107795375563
383,383,383,383,2020-08-12,55.02146530151367,50.78023910522461,49.63654327392578,0.08352119389395907,0.10848704749382909
384,384,384,384,2020-08-13,54.43054962158203,51.02803802490234,49.350616455078125,0.06667925572641509,0.10293555646114294
385,385,385,385,2020-08-14,55.15488815307617,50.90413284301758,50.13214111328125,0.08350511191630416,0.1001901560207703
386,386,386,386,2020-08-17,56.62263107299805,52.84843063354492,49.1790657043457,0.07141556322880649,0.15135638024116815
387,387,387,387,2020-08-18,54.75459671020508,53.86822891235352,49.55076599121094,0.016454370521327588,0.1050201871736387
388,388,388,388,2020-08-19,51.8095703125,54.8117790222168,49.4554557800293,-0.05477305723829751,0.04760070441856734
389,389,389,389,2020-08-20,49.22671890258789,55.02146530151367,50.78023910522461,-0.10531792214494817,-0.030593006846966198
390,390,390,390,2020-08-21,49.255313873291016,54.43054962158203,51.02803802490234,-0.09507961584571256,-0.03474019813864304
391,391,391,391,2020-08-24,50.90413284301758,55.15488815307617,50.90413284301758,-0.07706942126799532,0.0
392,392,392,392,2020-08-25,50.66587448120117,56.62263107299805,52.84843063354492,-0.1052009855232161,-0.04129840992777556
393,393,393,393,2020-08-26,50.76117706298828,54.75459671020508,53.86822891235352,-0.07293304831286451,-0.057678745191726666
394,394,394,394,2020-08-27,51.151947021484375,51.8095703125,54.8117790222168,-0.012693085216670119,-0.06677090337186442
395,395,395,395,2020-08-28,52.50532531738281,49.22671890258789,55.02146530151367,0.06660217231383592,-0.04573015222954524
396,396,396,396,2020-08-31,52.21939849853516,49.255313873291016,54.43054962158203,0.060177966439707076,-0.040623347337468974
397,397,397,397,2020-09-01,52.67687225341797,50.90413284301758,55.15488815307617,0.034825058622790284,-0.04492830975888751
398,398,398,398,2020-09-02,54.0683708190918,50.66587448120117,56.62263107299805,0.06715558297830371,-0.045110236057616104
399,399,399,399,2020-09-03,52.91514587402344,50.76117706298828,54.75459671020508,0.04243338976088662,-0.03359445501748726
400,400,400,400,2020-09-04,52.59110641479492,51.151947021484375,51.8095703125,0.02813498756374,0.015084782552353238
401,401,401,401,2020-09-08,52.70545959472656,52.50532531738281,49.22671890258789,0.0038116948354092184,0.0706677343054809
402,402,402,402,2020-09-09,52.1908073425293,52.21939849853516,49.255313873291016,-0.0005475198265002534,0.05959749798346259
403,403,403,403,2020-09-10,51.57129669189453,52.67687225341797,50.90413284301758,-0.020987874075072854,0.01310628060268515
404,404,404,404,2020-09-11,51.60942459106445,54.0683708190918,50.66587448120117,-0.045478459786679526,0.018622990711694376
405,405,405,405,2020-09-14,52.86749649047852,52.91514587402344,50.76117706298828,-0.0009004866708363091,0.04149469238817227
406,406,406,406,2020-09-15,54.19227981567383,52.59110641479492,51.151947021484375,0.03044570669896496,0.059437283842049604
407,407,407,407,2020-09-16,54.63069534301758,52.70545959472656,52.50532531738281,0.036528203398564996,0.04047913259821523
408,408,408,408,2020-09-17,53.31544494628906,52.1908073425293,52.21939849853516,0.021548576483570114,0.020989258384212173
409,409,409,409,2020-09-18,53.391693115234375,51.57129669189453,52.67687225341797,0.035298635871336526,0.013569918471574072
410,410,410,410,2020-09-21,51.62848663330078,51.60942459106445,54.0683708190918,0.00036935196211485,-0.04512590538292083
411,411,411,411,2020-09-22,51.35209655761719,52.86749649047852,52.91514587402344,-0.028664113745848763,-0.029538788764325585
412,412,412,412,2020-09-23,50.38947296142578,54.19227981567383,52.59110641479492,-0.07017248337185056,-0.04186322751996285
413,413,413,413,2020-09-24,50.35135269165039,54.63069534301758,52.70545959472656,-0.07833220178688671,-0.04466533298785069
414,414,414,414,2020-09-25,50.68492889404297,53.31544494628906,52.1908073425293,-0.04933872454588206,-0.02885332734179069
415,415,415,415,2020-09-28,52.99139022827149,53.391693115234375,51.57129669189453,-0.007497475049141333,0.027536510180480978
416,416,416,416,2020-09-29,51.61895751953125,51.62848663330078,51.60942459106445,-0.00018457085208045676,0.00018471293842803327
417,417,417,417,2020-09-30,53.03904342651367,51.35209655761719,52.86749649047852,0.03285059387991551,0.003244846974474136
418,418,418,418,2020-10-01,54.40195846557617,50.38947296142578,54.19227981567383,0.079629439808232,0.0038691608955285783
419,419,419,419,2020-10-02,54.926151275634766,50.35135269165039,54.63069534301758,0.09085751105834738,0.0054082403813837665
420,420,420,420,2020-10-05,54.8213119506836,50.68492889404297,53.31544494628906,0.08160972397313127,0.028244479735873407
421,421,421,421,2020-10-06,53.95400238037109,52.99139022827149,53.391693115234375,0.018165444385454643,0.010531774370276858
422,422,422,422,2020-10-07,55.62190246582031,51.61895751953125,51.62848663330078,0.07754796180791623,0.07734907786244793
423,423,423,423,2020-10-08,55.5647087097168,53.03904342651367,51.35209655761719,0.04761898254636643,0.08203388828288727
424,424,424,424,2020-10-09,55.45987701416016,54.40195846557617,50.38947296142578,0.01944633205169266,0.10062427238752591
425,425,425,425,2020-10-12,55.25019836425781,54.926151275634766,50.35135269165039,0.005899686781199787,0.09729322869651091
426,426,426,426,2020-10-13,54.697410583496094,54.8213119506836,50.68492889404297,-0.002260094893368647,0.07916518335936185
427,427,427,427,2020-10-14,54.71646881103516,53.95400238037109,52.99139022827149,0.014131786281372571,0.032553940844588736
428,428,428,428,2020-10-15,54.71646881103516,55.62190246582031,51.61895751953125,-0.01627836543961325,0.06000724230689669
429,429,429,429,2020-10-16,53.99213409423828,55.5647087097168,53.03904342651367,-0.02830168018506163,0.017969605146539447
430,430,430,430,2020-10-19,52.5434455871582,55.45987701416016,54.40195846557617,-0.05258633058737816,-0.03416260978166763
431,431,431,431,2020-10-20,52.35283660888672,55.25019836425781,54.926151275634766,-0.052440748470605314,-0.04685044567995367
432,432,432,432,2020-10-21,52.40047836303711,54.697410583496094,54.8213119506836,-0.04199343617834883,-0.044158621921055685
433,433,433,433,2020-10-22,53.391693115234375,54.71646881103516,53.95400238037109,-0.024211644585032333,-0.010422012090455901
434,434,434,434,2020-10-23,54.34477233886719,54.71646881103516,55.62190246582031,-0.006793137061743559,-0.022960921333784357
435,435,435,435,2020-10-26,52.4195442199707,53.99213409423828,55.5647087097168,-0.029126277385568167,-0.056603634983082074
436,436,436,436,2020-10-27,51.59036636352539,52.5434455871582,55.45987701416016,-0.0181388794164985,-0.06977135289439607
437,437,437,437,2020-10-28,48.9407958984375,52.35283660888672,55.25019836425781,-0.06517394149890321,-0.11419691969652657
438,438,438,438,2020-10-29,49.30297088623047,52.40047836303711,54.697410583496094,-0.059112198467859756,-0.09862331031248661
439,439,439,439,2020-10-30,48.416595458984375,53.391693115234375,54.71646881103516,-0.09318111799736961,-0.11513669447141361
440,440,440,440,2020-11-02,49.31249237060547,54.34477233886719,54.71646881103516,-0.09259915446665046,-0.09876325278030051
441,441,441,441,2020-11-03,51.45692825317383,52.4195442199707,53.99213409423828,-0.018363684406667136,-0.0469550960263857
442,442,442,442,2020-11-04,50.751651763916016,51.59036636352539,52.5434455871582,-0.016257194098981076,-0.03410118623206748
443,443,443,443,2020-11-05,52.0478401184082,48.9407958984375,52.35283660888672,0.06348577220563545,-0.005825787297010443
444,444,444,444,2020-11-06,51.40927505493164,49.30297088623047,52.40047836303711,0.04272164802323153,-0.01891592098145145
445,445,445,445,2020-11-09,58.04273223876953,48.416595458984375,53.391693115234375,0.19881895223177848,0.08711166198638609
446,446,446,446,2020-11-10,59.33892440795898,49.31249237060547,54.34477233886719,0.203324382024749,0.09189756170015251
447,447,447,447,2020-11-11,57.29932403564453,51.45692825317383,52.4195442199707,0.11353953647845949,0.09309084785622268
448,448,448,448,2020-11-12,56.61311340332031,50.751651763916016,51.59036636352539,0.1154930221122723,0.09735823553573408
449,449,449,449,2020-11-13,56.83232116699219,52.0478401184082,48.9407958984375,0.0919246800193696,0.16124636152079086
450,450,450,450,2020-11-16,58.22381210327149,51.40927505493164,49.30297088623047,0.13255462250845618,0.18093922245834615
451,451,451,451,2020-11-17,58.2714729309082,58.04273223876953,48.416595458984375,0.003940901527476504,0.20354337967179625
452,452,452,452,2020-11-18,59.35798645019531,59.33892440795898,49.31249237060547,0.0003212401038024115,0.20371093807413865
453,453,453,453,2020-11-19,58.67176055908203,57.29932403564453,51.45692825317383,0.023952054348559848,0.14021109597546166
454,454,454,454,2020-11-20,57.83304977416992,56.61311340332031,50.751651763916016,0.02154865361596703,0.13953039485679786
455,455,455,455,2020-11-23,58.900508880615234,56.83232116699219,52.0478401184082,0.03639104775513258,0.13166096319496234
456,456,456,456,2020-11-24,61.31180953979492,58.22381210327149,51.40927505493164,0.0530366756310332,0.19262155465686415
457,457,457,457,2020-11-25,59.85359191894531,58.2714729309082,58.04273223876953,0.027150832276249703,0.03119873256011574
458,458,458,458,2020-11-27,60.25387954711914,59.35798645019531,59.33892440795898,0.015093050665988095,0.015419139262953019
459,459,459,459,2020-11-30,60.53027725219727,58.67176055908203,57.29932403564453,0.03167651141546579,0.056387283287021805
460,460,460,460,2020-12-01,61.83599853515625,57.83304977416992,56.61311340332031,0.06921559171818337,0.09225574814490978
461,461,461,461,2020-12-02,61.95036315917969,58.900508880615234,56.83232116699219,0.051779761100980704,0.09005512861508858
462,462,462,462,2020-12-03,62.81768035888672,61.31180953979492,58.22381210327149,0.024560860793293005,0.07890016283143897
463,463,463,463,2020-12-04,63.5038948059082,59.85359191894531,58.2714729309082,0.06098719842755962,0.0897938838993142
464,464,464,464,2020-12-07,62.78907775878906,60.25387954711914,59.35798645019531,0.042075269355683176,0.05780336419384158
465,465,465,465,2020-12-08,62.35066223144531,60.53027725219727,58.67176055908203,0.030073957395956974,0.06270310686618408
466,466,466,466,2020-12-09,63.58967971801758,61.83599853515625,57.83304977416992,0.028360198337612275,0.09953875796497846
467,467,467,467,2020-12-10,63.399051666259766,61.95036315917969,58.900508880615234,0.023384665290140605,0.07637527877327122
468,468,468,468,2020-12-11,62.96063995361328,62.81768035888672,61.31180953979492,0.0022757859556388205,0.026892542010983567
469,469,469,469,2020-12-14,62.2744140625,63.5038948059082,59.85359191894531,-0.01936071397141792,0.04044572875146746
470,470,470,470,2020-12-15,63.60872650146485,62.78907775878906,60.25387954711914,0.013054001936842585,0.05567852194018785
471,471,471,471,2020-12-16,63.49435424804688,62.35066223144531,60.53027725219727,0.01834290087178525,0.048968501887078464
472,472,472,472,2020-12-17,64.34259796142578,63.58967971801758,61.83599853515625,0.011840258462488595,0.04053624887846574
473,473,473,473,2020-12-18,64.523681640625,63.399051666259766,61.95036315917969,0.017738908466413905,0.041538392193654294
474,474,474,474,2020-12-21,64.08528900146484,62.96063995361328,62.81768035888672,0.017862732155838223,0.020179169866446633
475,475,475,475,2020-12-22,63.82794952392578,62.2744140625,63.5038948059082,0.024946609049851798,0.005102910916062964
476,476,476,476,2020-12-23,64.18057250976562,63.60872650146485,62.78907775878906,0.008990055920827134,0.02216141406507255
477,477,477,477,2020-12-24,63.83747482299805,63.49435424804688,62.35066223144531,0.005403954084023388,0.02384597914988773
478,478,478,478,2020-12-28,65.19085693359375,64.34259796142578,63.58967971801758,0.01318347407539422,0.025179828278369065
479,479,479,479,2020-12-29,64.80007934570312,64.523681640625,63.399051666259766,0.00428366295986593,0.022098558931425982
480,480,480,480,2020-12-30,65.09554290771484,64.08528900146484,62.96063995361328,0.015764209259115702,0.03390853326259813
481,481,481,481,2020-12-31,65.08601379394531,63.82794952392578,62.2744140625,0.019710241037085963,0.04514855376436833
482,482,482,482,2021-01-04,63.67543411254883,64.18057250976562,63.60872650146485,-0.007870581041325764,0.0010487179158105153
483,483,483,483,2021-01-05,63.58967971801758,63.83747482299805,63.49435424804688,-0.0038816558090295494,0.001501321985232007
484,484,484,484,2021-01-06,66.38219451904297,65.19085693359375,64.34259796142578,0.018274611525091133,0.03169900846776419
