,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,VTRS,VTRS_6m,VTRS_12m,VTRS_6m_ret,VTRS_12m_ret
0,0,0,0,2019-02-05,27.7932071685791,,,,
1,1,1,1,2019-02-06,27.694839477539062,,,,
2,2,2,2,2019-02-07,27.14040756225586,,,,
3,3,3,3,2019-02-08,27.24771499633789,,,,
4,4,4,4,2019-02-11,27.757436752319336,,,,
5,5,5,5,2019-02-12,28.38340759277344,,,,
6,6,6,6,2019-02-13,27.94522857666016,27.7932071685791,,0.0054697324838755,
7,7,7,7,2019-02-14,28.186674118041992,27.694839477539062,,0.01775907171810176,
8,8,8,8,2019-02-15,28.472835540771484,27.14040756225586,,0.049093882450336856,
9,9,9,9,2019-02-19,28.70533561706543,27.24771499633789,,0.05349515072817823,
10,10,10,10,2019-02-20,28.276100158691406,27.757436752319336,,0.018685565637782897,
11,11,11,11,2019-02-21,27.775320053100582,28.38340759277344,,-0.021424049867348582,
12,12,12,12,2019-02-22,27.95416831970215,27.94522857666016,27.7932071685791,0.00031990230523493146,0.005791384569140856
13,13,13,13,2019-02-25,27.694839477539062,28.186674118041992,27.694839477539062,-0.017449190296208505,0.0
14,14,14,14,2019-02-26,27.38185310363769,28.472835540771484,27.14040756225586,-0.03831660656247493,0.00889616490938816
15,15,15,15,2019-02-27,23.25937461853028,28.70533561706543,27.24771499633789,-0.18971946787821237,-0.14637338868024885
16,16,16,16,2019-02-28,23.599184036254883,28.276100158691406,27.757436752319336,-0.1654017384359473,-0.14980679783831263
17,17,17,17,2019-03-01,24.547090530395508,27.775320053100582,28.38340759277344,-0.11622654632001994,-0.1351605528630988
18,18,18,18,2019-03-04,25.110462188720703,27.95416831970215,27.94522857666016,-0.1017274453834206,-0.10144008592246945
19,19,19,19,2019-03-05,24.4934310913086,27.694839477539062,28.186674118041992,-0.11559584553024227,-0.13102798192034248
20,20,20,20,2019-03-06,24.19832992553711,27.38185310363769,28.472835540771484,-0.11626397841122194,-0.1501257438555259
21,21,21,21,2019-03-07,23.98371315002441,23.25937461853028,28.70533561706543,0.031141788778665802,-0.16448588269541076
22,22,22,22,2019-03-08,23.7959213256836,23.599184036254883,28.276100158691406,0.00833661405947228,-0.15844401483458126
23,23,23,23,2019-03-11,24.28775787353516,24.547090530395508,27.775320053100582,-0.010564700388391413,-0.12556334806936287
24,24,24,24,2019-03-12,24.475549697875977,25.110462188720703,27.95416831970215,-0.02528477915193139,-0.124440068545142
25,25,25,25,2019-03-13,24.56497383117676,24.4934310913086,27.694839477539062,0.0029208949779824245,-0.11301259387694484
26,26,26,26,2019-03-14,25.03892707824707,24.19832992553711,27.38185310363769,0.03473781683680821,-0.08556491836118141
27,27,27,27,2019-03-15,25.11940574645996,23.98371315002441,23.25937461853028,0.047352659253865115,0.07996909454512302
28,28,28,28,2019-03-18,25.199886322021484,23.7959213256836,23.599184036254883,0.05900023693650991,0.06782871320073935
29,29,29,29,2019-03-19,25.59335899353028,24.28775787353516,24.547090530395508,0.05375552271203077,0.042622911331965385
30,30,30,30,2019-03-20,25.673837661743164,24.475549697875977,25.110462188720703,0.048958572071260864,0.022435886236913616
31,31,31,31,2019-03-21,26.15673446655273,24.56497383117676,24.4934310913086,0.06479797806076948,0.06790814112745291
32,32,32,32,2019-03-22,25.655956268310547,25.03892707824707,24.19832992553711,0.024642796719493987,0.06023665051509064
33,33,33,33,2019-03-25,25.325084686279297,25.11940574645996,23.98371315002441,0.008188049585859503,0.055928434761717494
34,34,34,34,2019-03-26,25.199886322021484,25.199886322021484,23.7959213256836,0.0,0.05900023693650991
35,35,35,35,2019-03-27,25.26248550415039,25.59335899353028,24.28775787353516,-0.01292809941295825,0.040132466557455615
36,36,36,36,2019-03-28,25.25354385375977,25.673837661743164,24.475549697875977,-0.01637050968074316,0.03178658561246972
37,37,37,37,2019-03-29,25.34296607971192,26.15673446655273,24.56497383117676,-0.031111237829836713,0.03167079492459157
38,38,38,38,2019-04-01,25.45922088623047,25.655956268310547,25.03892707824707,-0.007668214742129087,0.01678561572027326
39,39,39,39,2019-04-02,24.690170288085938,25.325084686279297,25.11940574645996,-0.025070573546288832,-0.017087803059772422
40,40,40,40,2019-04-03,24.126792907714844,25.199886322021484,25.199886322021484,-0.04258326409071511,-0.04258326409071511
41,41,41,41,2019-04-04,24.52025985717773,25.26248550415039,25.59335899353028,-0.029380547169466698,-0.04192881194781106
42,42,42,42,2019-04-05,24.708053588867188,25.25354385375977,25.673837661743164,-0.0216005431970836,-0.03761744097630959
43,43,43,43,2019-04-08,24.83324432373047,25.34296607971192,26.15673446655273,-0.02011294788377216,-0.05059844700853777
44,44,44,44,2019-04-09,24.25198554992676,25.45922088623047,25.655956268310547,-0.04741839279758309,-0.0547229931210137
45,45,45,45,2019-04-10,24.341413497924805,24.690170288085938,25.325084686279297,-0.014125329476946669,-0.0388417729117182
46,46,46,46,2019-04-11,24.153621673583984,24.126792907714844,25.199886322021484,0.001111990556381004,-0.04151862572186282
47,47,47,47,2019-04-12,24.11785125732422,24.52025985717773,25.26248550415039,-0.016411269790671312,-0.0453096448739424
48,48,48,48,2019-04-15,24.08207893371582,24.708053588867188,25.25354385375977,-0.02533484286408605,-0.046388139693492536
49,49,49,49,2019-04-16,24.207275390625,24.83324432373047,25.34296607971192,-0.025206893023933086,-0.04481285598200313
50,50,50,50,2019-04-17,23.90323066711425,24.25198554992676,25.45922088623047,-0.014380467203171543,-0.0611169613583018
51,51,51,51,2019-04-18,24.010541915893555,24.341413497924805,24.690170288085938,-0.013592948579566166,-0.02752627317926326
52,52,52,52,2019-04-22,23.89428901672364,24.153621673583984,24.126792907714844,-0.01073680213944761,-0.009636750805651295
53,53,53,53,2019-04-23,23.786975860595703,24.11785125732422,24.52025985717773,-0.01371910761030315,-0.029905229424694535
54,54,54,54,2019-04-24,23.64390182495117,24.08207893371582,24.708053588867188,-0.01819515291726692,-0.043069024441306
55,55,55,55,2019-04-25,23.858518600463867,24.207275390625,24.83324432373047,-0.014407106315492246,-0.03925084095174636
56,56,56,56,2019-04-26,24.18044662475586,23.90323066711425,24.25198554992676,0.011597426368938457,-0.0029498172437727455
57,57,57,57,2019-04-29,24.368242263793945,24.010541915893555,24.341413497924805,0.014897637427484067,0.0011021860284090579
58,58,58,58,2019-04-30,24.13573455810547,23.89428901672364,24.153621673583984,0.010104738467541008,-0.0007405562495035323
59,59,59,59,2019-05-01,24.207275390625,23.786975860595703,24.11785125732422,0.017669313345776816,0.0037077985242828237
60,60,60,60,2019-05-02,24.75276756286621,23.64390182495117,24.08207893371582,0.046898593393111865,0.02785011339745269
61,61,61,61,2019-05-03,25.047866821289062,23.858518600463867,24.207275390625,0.049850044788701586,0.03472474357810662
62,62,62,62,2019-05-06,25.27143287658692,24.18044662475586,23.90323066711425,0.04511853187666581,0.05723921709691848
63,63,63,63,2019-05-07,19.253145217895508,24.368242263793945,24.010541915893555,-0.20990833029834044,-0.19813783106864957
64,64,64,64,2019-05-08,19.5750732421875,24.13573455810547,23.89428901672364,-0.18895887775606846,-0.18076351932937262
65,65,65,65,2019-05-09,20.353065490722656,24.207275390625,23.786975860595703,-0.15921700553689755,-0.1443609473519284
66,66,66,66,2019-05-10,19.8254623413086,24.75276756286621,23.64390182495117,-0.19906078013472284,-0.16149785732966493
67,67,67,67,2019-05-13,17.956485748291016,25.047866821289062,23.858518600463867,-0.2831131738121041,-0.2473763334182073
68,68,68,68,2019-05-14,18.2515869140625,25.27143287658692,24.18044662475586,-0.2777779161476853,-0.24519231603536273
69,69,69,69,2019-05-15,17.929656982421875,19.253145217895508,24.368242263793945,-0.06874140409243212,-0.2642203410353666
70,70,70,70,2019-05-16,18.072736740112305,19.5750732421875,24.13573455810547,-0.0767474268672167,-0.25120419697179
71,71,71,71,2019-05-17,17.563013076782227,20.353065490722656,24.207275390625,-0.1370826628161833,-0.2744737772684639
72,72,72,72,2019-05-20,17.366281509399414,19.8254623413086,24.75276756286621,-0.12404153757288194,-0.29841051246923633
73,73,73,73,2019-05-21,17.58984375,17.956485748291016,25.047866821289062,-0.020418360442600036,-0.2977508274257601
74,74,74,74,2019-05-22,17.571956634521484,18.2515869140625,25.27143287658692,-0.037236777423303,-0.3046711391342881
75,75,75,75,2019-05-23,17.142717361450195,17.929656982421875,19.253145217895508,-0.04389038907677878,-0.10961470619791003
76,76,76,76,2019-05-24,16.97281265258789,18.072736740112305,19.5750732421875,-0.060860958876424065,-0.1329374637532037
77,77,77,77,2019-05-28,15.98020076751709,17.563013076782227,20.353065490722656,-0.09012191144796033,-0.21485042266477294
78,78,78,78,2019-05-29,16.096450805664062,17.366281509399414,19.8254623413086,-0.07312047216602258,-0.18809203394337592
79,79,79,79,2019-05-30,15.389994621276855,17.58984375,17.956485748291016,-0.1250635969249667,-0.14292836376730467
80,80,80,80,2019-05-31,15.023355484008787,17.571956634521484,18.2515869140625,-0.1450379831637969,-0.1768740134901049
81,81,81,81,2019-06-03,15.372112274169922,17.142717361450195,17.929656982421875,-0.10328613894445549,-0.14264325919672383
82,82,82,82,2019-06-04,15.935489654541016,16.97281265258789,18.072736740112305,-0.06111674118365473,-0.11825807658823939
83,83,83,83,2019-06-05,15.890775680541992,15.98020076751709,17.563013076782227,-0.005595992708481545,-0.09521358259710466
84,84,84,84,2019-06-06,15.604615211486816,16.096450805664062,17.366281509399414,-0.030555530539948417,-0.10144176788560666
85,85,85,85,2019-06-07,15.55990219116211,15.389994621276855,17.58984375,0.011040131856209667,-0.11540418366922056
86,86,86,86,2019-06-10,15.711925506591797,15.023355484008787,17.571956634521484,0.045833304238586337,-0.10585224893370782
87,87,87,87,2019-06-11,15.658270835876465,15.372112274169922,17.142717361450195,0.01861543531576859,-0.08659342006722281
88,88,88,88,2019-06-12,15.345282554626465,15.935489654541016,16.97281265258789,-0.0370372742042705,-0.09589041788623476
89,89,89,89,2019-06-13,15.542016983032228,15.890775680541992,15.98020076751709,-0.021947241879250345,-0.027420417982204404
90,90,90,90,2019-06-14,15.220088958740234,15.604615211486816,16.096450805664062,-0.024641828557459444,-0.0544444149523603
91,91,91,91,2019-06-17,15.443649291992188,15.55990219116211,15.389994621276855,-0.007471312977529676,0.0034863345982689697
92,92,92,92,2019-06-18,15.872888565063477,15.711925506591797,15.023355484008787,0.010244642415351946,0.05654749246657653
93,93,93,93,2019-06-19,16.185874938964844,15.658270835876465,15.372112274169922,0.03369491488673981,0.05293759571105294
94,94,94,94,2019-06-20,16.28424072265625,15.345282554626465,15.935489654541016,0.061188718075881665,0.02188518054202704
95,95,95,95,2019-06-21,16.382610321044922,15.542016983032228,15.890775680541992,0.054085215511628926,0.030950952325453418
96,96,96,96,2019-06-24,16.060680389404297,15.220088958740234,15.604615211486816,0.05522907474081129,0.029226300792201787
97,97,97,97,2019-06-25,16.67771339416504,15.443649291992188,15.55990219116211,0.07990754509121989,0.07183921783504754
98,98,98,98,2019-06-26,16.686656951904297,15.872888565063477,15.711925506591797,0.05126781955944293,0.0620376824535962
