,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,RVTY,RVTY_6m,RVTY_12m,RVTY_6m_ret,RVTY_12m_ret
33,33,33,33,2019-03-25,93.42321014404295,92.93896484375,92.14832305908205,0.005210358229264411,0.01383516316562261
34,34,34,34,2019-03-26,94.85623931884766,92.92906951904295,90.79434967041016,0.020738072701887766,0.04473725141688267
35,35,35,35,2019-03-27,93.24532318115234,93.97666931152344,91.83206176757812,-0.007782209517840588,0.015389629573504537
36,36,36,36,2019-03-28,94.13480377197266,93.9074935913086,92.37564086914062,0.0024205755256692107,0.01904357995549999
37,37,37,37,2019-03-29,95.23179626464844,96.35845184326172,92.56341552734376,-0.011692337901463179,0.028827595893070823
38,38,38,38,2019-04-01,96.44739532470705,92.61283111572266,92.01984405517578,0.04140424348104621,0.048115179013740406
39,39,39,39,2019-04-02,96.26950073242188,93.42321014404295,92.93896484375,0.030466632263978166,0.0358357325613774
40,40,40,40,2019-04-03,97.4356689453125,94.85623931884766,92.92906951904295,0.027193041227308257,0.04849504519515335
41,41,41,41,2019-04-04,96.67469024658205,93.24532318115234,93.97666931152344,0.03677789886327387,0.028709476030853276
42,42,42,42,2019-04-05,97.84089660644533,94.13480377197266,93.9074935913086,0.039370059595068785,0.04188593332343804
43,43,43,43,2019-04-08,98.54257202148438,95.23179626464844,96.35845184326172,0.034765444806221124,0.022666617576789116
44,44,44,44,2019-04-09,99.93606567382812,96.44739532470705,92.61283111572266,0.03617174250663657,0.07907364962156116
45,45,45,45,2019-04-10,99.91629791259766,96.26950073242188,93.42321014404295,0.037881126965765954,0.06950186959475535
46,46,46,46,2019-04-11,99.17506408691406,97.4356689453125,94.85623931884766,0.017851728842523062,0.04553021286822467
47,47,47,47,2019-04-12,98.8192901611328,96.67469024658205,93.24532318115234,0.022183675055804652,0.05977744287669662
48,48,48,48,2019-04-15,98.0286636352539,97.84089660644533,94.13480377197266,0.0019191057658010102,0.041364720669238686
49,49,49,49,2019-04-16,95.84455108642578,98.54257202148438,95.23179626464844,-0.027379242085038835,0.00643435119163871
50,50,50,50,2019-04-17,92.56104278564452,99.93606567382812,96.44739532470705,-0.07379741075913726,-0.04029504919213678
51,51,51,51,2019-04-18,93.11488342285156,99.91629791259766,96.26950073242188,-0.06807112184736541,-0.032768605691001484
52,52,52,52,2019-04-22,93.48081970214844,99.17506408691406,97.4356689453125,-0.05741608979224211,-0.040589337415888105
53,53,53,53,2019-04-23,93.7379379272461,98.8192901611328,96.67469024658205,-0.051420651024725594,-0.030377674982411285
54,54,54,54,2019-04-24,93.48081970214844,98.0286636352539,97.84089660644533,-0.046393001439121284,-0.044562928749874775
55,55,55,55,2019-04-25,94.03465270996094,95.84455108642578,98.54257202148438,-0.01888368567591081,-0.04574590675937107
56,56,56,56,2019-04-26,93.04564666748048,92.56104278564452,99.93606567382812,0.00523550585917909,-0.06894827167637985
57,57,57,57,2019-04-29,93.91596221923828,93.11488342285156,99.91629791259766,0.008603123012557168,-0.060053623069663775
58,58,58,58,2019-04-30,94.78628540039062,93.48081970214844,99.17506408691406,0.013965064730943721,-0.04425284447184463
59,59,59,59,2019-05-01,93.08522033691406,93.7379379272461,98.8192901611328,-0.006963216865711663,-0.0580258147459759
60,60,60,60,2019-05-02,93.83683776855467,93.48081970214844,98.0286636352539,0.0038084611104245436,-0.04276122627047352
61,61,61,61,2019-05-03,95.52806091308594,94.03465270996094,95.84455108642578,0.015881466673049127,-0.003302119627587974
62,62,62,62,2019-05-06,95.65662384033205,93.04564666748048,92.56104278564452,0.028061250218212486,0.03344367091732492
63,63,63,63,2019-05-07,92.521484375,93.91596221923828,93.11488342285156,-0.014848145206487917,-0.0063727626136503845
64,64,64,64,2019-05-08,92.3039093017578,94.78628540039062,93.48081970214844,-0.02618919064236902,-0.012589859653996949
65,65,65,65,2019-05-09,91.6313705444336,93.08522033691406,93.7379379272461,-0.015618481507788107,-0.0224729434996479
66,66,66,66,2019-05-10,91.3940200805664,93.83683776855467,93.48081970214844,-0.026032608792864398,-0.022323291860630423
67,67,67,67,2019-05-13,87.14128112792969,95.52806091308594,94.03465270996094,-0.0877938870002477,-0.07330671601769045
68,68,68,68,2019-05-14,88.06107330322266,95.65662384033205,93.04564666748048,-0.07940433429667892,-0.05357126897157605
69,69,69,69,2019-05-15,86.9435043334961,92.521484375,93.91596221923828,-0.060288484120031294,-0.07424145716002584
70,70,70,70,2019-05-16,87.02261352539062,92.3039093017578,94.78628540039062,-0.057216382451383274,-0.08190712234586639
71,71,71,71,2019-05-17,84.99514770507812,91.6313705444336,93.08522033691406,-0.07242304463990801,-0.08691038816425001
72,72,72,72,2019-05-20,83.13581848144531,91.3940200805664,93.83683776855467,-0.09035822684942907,-0.1140385752715054
73,73,73,73,2019-05-21,84.55998229980469,87.14128112792969,95.52806091308594,-0.02962199768827667,-0.11481525437075824
74,74,74,74,2019-05-22,85.3511962890625,88.06107330322266,95.65662384033205,-0.03077270026938206,-0.10773354878665942
