,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,NOC,NOC_6m,NOC_12m,NOC_6m_ret,NOC_12m_ret
57,57,57,57,2019-04-29,264.8598022460937,260.377685546875,250.533432006836,0.0172139048313793,0.05718346699081178
58,58,58,58,2019-04-30,268.4808044433594,261.9797058105469,256.8862609863281,0.02481527572030262,0.04513493019250392
59,59,59,59,2019-05-01,267.9251403808594,270.98126220703125,262.1279602050781,-0.011277982105777462,0.022115840565980704
60,60,60,60,2019-05-02,268.4993591308594,259.3034362792969,259.5072021484375,0.03546394518913165,0.034650895651360036
61,61,61,61,2019-05-03,270.4534606933594,258.5532531738281,260.7943725585937,0.04602613725974125,0.03703718005876655
62,62,62,62,2019-05-06,269.80517578125,262.20196533203125,258.1642761230469,0.028997534170236428,0.045091055327324936
63,63,63,63,2019-05-07,267.0639343261719,264.8598022460937,260.377685546875,0.008321882223676358,0.025679039143671867
64,64,64,64,2019-05-08,269.0828857421875,268.4808044433594,261.9797058105469,0.002242548773929709,0.02711347396037378
65,65,65,65,2019-05-09,273.1946105957031,267.9251403808594,270.98126220703125,0.019667696011479663,0.008167901982022885
66,66,66,66,2019-05-10,278.5658874511719,268.4993591308594,259.3034362792969,0.037491815075083146,0.0742853679390787
67,67,67,67,2019-05-13,273.6391296386719,270.4534606933594,258.5532531738281,0.011778991243615256,0.05834726997111628
68,68,68,68,2019-05-14,273.7873229980469,269.80517578125,262.20196533203125,0.014759343312322093,0.044184862044587936
69,69,69,69,2019-05-15,272.7223205566406,267.0639343261719,264.8598022460937,0.021187384379494745,0.02968558552060485
70,70,70,70,2019-05-16,282.1868896484375,269.0828857421875,268.4808044433594,0.04869876384039218,0.05105052196746396
71,71,71,71,2019-05-17,284.02056884765625,273.1946105957031,267.9251403808594,0.03962727605916916,0.060074349289943374
72,72,72,72,2019-05-20,291.3273010253906,278.5658874511719,268.4993591308594,0.04581111381218794,0.08502047069470109
73,73,73,73,2019-05-21,292.8646850585937,273.6391296386719,270.4534606933594,0.07025879465889351,0.08286536362958286
74,74,74,74,2019-05-22,293.225830078125,273.7873229980469,269.80517578125,0.07099856511697156,0.08680580062653709
75,75,75,75,2019-05-23,288.09521484375,272.7223205566406,267.0639343261719,0.05636830258606085,0.07874998385926602
76,76,76,76,2019-05-24,289.0029602050781,282.1868896484375,269.0828857421875,0.024154455102901595,0.07402951104804334
77,77,77,77,2019-05-28,285.4467163085937,284.02056884765625,273.1946105957031,0.005021282320233578,0.04484753812007769
78,78,78,78,2019-05-29,283.39080810546875,291.3273010253906,278.5658874511719,-0.027242530624447592,0.01732057251677177
79,79,79,79,2019-05-30,286.90985107421875,292.8646850585937,273.6391296386719,-0.020333055804196976,0.04849716286216177
80,80,80,80,2019-05-31,282.0364685058594,293.225830078125,273.7873229980469,-0.03815953584063314,0.030129756986123635
81,81,81,81,2019-06-03,285.4683837890625,288.09521484375,272.7223205566406,-0.009117926710834778,0.04673641382343208
82,82,82,82,2019-06-04,290.4255065917969,289.0029602050781,282.1868896484375,0.00492225541810809,0.029195604918511364
83,83,83,83,2019-06-05,294.61065673828125,285.4467163085937,284.02056884765625,0.03210385653825676,0.037286341385737165
84,84,84,84,2019-06-06,292.7970886230469,283.39080810546875,291.3273010253906,0.03319190407219352,0.005045141984575396
85,85,85,85,2019-06-07,296.0243225097656,286.90985107421875,292.8646850585937,0.03176771868035,0.010788728079453413
86,86,86,86,2019-06-10,289.5326232910156,282.0364685058594,293.225830078125,0.026578671988301883,-0.0125950936386654
87,87,87,87,2019-06-11,279.6927795410156,285.4683837890625,288.09521484375,-0.02023202769913246,-0.029165480264194854
88,88,88,88,2019-06-12,283.5245361328125,290.4255065917969,289.0029602050781,-0.023761585337213287,-0.01895629051127401
89,89,89,89,2019-06-13,286.1100769042969,294.61065673828125,285.4467163085937,-0.028853606071473137,0.002323938436853634
90,90,90,90,2019-06-14,287.7841796875,292.7970886230469,283.39080810546875,-0.017120760862484485,0.015502872557518366
91,91,91,91,2019-06-17,287.8213806152344,296.0243225097656,286.90985107421875,-0.027710364557157807,0.003177059057410503
92,92,92,92,2019-06-18,291.28106689453125,289.5326232910156,282.0364685058594,0.006038848346834547,0.032778024904533964
93,93,93,93,2019-06-19,293.1412353515625,279.6927795410156,285.4683837890625,0.048082956709201374,0.026878113298072215
94,94,94,94,2019-06-20,301.16754150390625,283.5245361328125,290.4255065917969,0.06222743756762261,0.036987229662330146
95,95,95,95,2019-06-21,299.6236267089844,286.1100769042969,294.61065673828125,0.04723199528972821,0.017015575832195484
96,96,96,96,2019-06-24,298.9911804199219,287.7841796875,292.7970886230469,0.03894237947545065,0.021154895446550803
97,97,97,97,2019-06-25,298.684326171875,287.8213806152344,296.0243225097656,0.037741968763475686,0.008985760492777217
98,98,98,98,2019-06-26,296.4057312011719,291.28106689453125,289.5326232910156,0.017593537270639725,0.023738630320935927
99,99,99,99,2019-06-27,296.0150451660156,293.1412353515625,279.6927795410156,0.009803499023283369,0.05835783695162
100,100,100,100,2019-06-28,300.50714111328125,301.16754150390625,283.5245361328125,-0.002192800682727092,0.05989818451731299
101,101,101,101,2019-07-01,296.2568664550781,299.6236267089844,286.1100769042969,-0.011236631406161712,0.03546463536191813
102,102,102,102,2019-07-02,301.04656982421875,298.9911804199219,287.7841796875,0.006874414828591746,0.04608450037496903
103,103,103,103,2019-07-03,302.4975280761719,298.684326171875,287.8213806152344,0.0127666622255318,0.05099046995593737
104,104,104,104,2019-07-05,302.45098876953125,296.4057312011719,291.28106689453125,0.020395211468621888,0.038347572652377204
105,105,105,105,2019-07-08,301.32568359375,296.0150451660156,293.1412353515625,0.017940434158527196,0.027919812210561057
106,106,106,106,2019-07-09,303.018310546875,300.50714111328125,301.16754150390625,0.008356438466955218,0.006145313780252515
107,107,107,107,2019-07-10,301.39068603515625,296.2568664550781,299.6236267089844,0.017328947144779727,0.005897596746895273
108,108,108,108,2019-07-11,302.19989013671875,301.04656982421875,298.9911804199219,0.003831036218660211,0.010731787179442343
109,109,109,109,2019-07-12,306.47808837890625,302.4975280761719,298.684326171875,0.013158984564435983,0.026093643101132713
110,110,110,110,2019-07-15,302.5160827636719,302.45098876953125,296.4057312011719,0.0002152216278261676,0.020614822587060155
111,111,111,111,2019-07-16,301.1767883300781,301.32568359375,296.0150451660156,-0.0004941339944742884,0.017437435185659655
112,112,112,112,2019-07-17,299.474853515625,303.018310546875,300.50714111328125,-0.01169387099035335,-0.003435151636769662
113,113,113,113,2019-07-18,298.6750183105469,301.39068603515625,296.2568664550781,-0.009010456694380387,0.008162348722592139
114,114,114,114,2019-07-19,299.6236267089844,302.19989013671875,301.04656982421875,-0.00852503098716828,-0.004726654470985081
115,115,115,115,2019-07-22,300.5908508300781,306.47808837890625,302.4975280761719,-0.019209326121708226,-0.006303116783201057
116,116,116,116,2019-07-23,301.32568359375,302.5160827636719,302.45098876953125,-0.003934994658951196,-0.003720619927080948
117,117,117,117,2019-07-24,318.9778747558594,301.1767883300781,301.32568359375,0.05910510741708275,0.058581767579786614
118,118,118,118,2019-07-25,329.9059753417969,299.474853515625,303.018310546875,0.10161494853050868,0.0887328054413481
119,119,119,119,2019-07-26,327.8598022460937,298.6750183105469,301.39068603515625,0.09771417810779881,0.0878232720431511
120,120,120,120,2019-07-29,330.5663146972656,299.6236267089844,302.19989013671875,0.1032718558551291,0.09386642909669352
121,121,121,121,2019-07-30,328.2225341796875,300.5908508300781,306.47808837890625,0.09192456547930461,0.07094943040070811
122,122,122,122,2019-07-31,321.3960266113281,301.32568359375,302.5160827636719,0.06660681153431702,0.06240971942772844
123,123,123,123,2019-08-01,320.88446044921875,318.9778747558594,301.1767883300781,0.005977172224934657,0.06543556104842252
124,124,124,124,2019-08-02,317.2945251464844,329.9059753417969,299.474853515625,-0.03822740761893295,0.059503064853923204
125,125,125,125,2019-08-05,318.8291015625,327.8598022460937,298.6750183105469,-0.02754439739707759,0.06747830255759113
126,126,126,126,2019-08-06,329.4688415527344,330.5663146972656,299.6236267089844,-0.003319978762918785,0.09960901672396405
127,127,127,127,2019-08-07,336.1372375488281,328.2225341796875,300.5908508300781,0.02411383297896208,0.11825505207689813
128,128,128,128,2019-08-08,343.1498107910156,321.3960266113281,301.32568359375,0.06768529284276092,0.13880040592110054
129,129,129,129,2019-08-09,344.6192321777344,320.88446044921875,318.9778747558594,0.0739667221506719,0.08038600621281478
130,130,130,130,2019-08-12,347.1024475097656,317.2945251464844,329.9059753417969,0.09394401731173874,0.05212537344966983
131,131,131,131,2019-08-13,344.7308959960937,318.8291015625,327.8598022460937,0.08124037080258861,0.05145825634743861
132,132,132,132,2019-08-14,336.1372375488281,329.4688415527344,330.5663146972656,0.02023983805165508,0.016852663456239814
133,133,133,133,2019-08-15,339.6714172363281,336.1372375488281,328.2225341796875,0.010514097495629704,0.03488146566552586
134,134,134,134,2019-08-16,342.1732788085937,343.1498107910156,321.3960266113281,-0.0028457890743721626,0.06464688570152122
135,135,135,135,2019-08-19,344.19140625,344.6192321777344,320.88446044921875,-0.0012414453048102958,0.07263345120593545
136,136,136,136,2019-08-20,343.1962890625,347.1024475097656,317.2945251464844,-0.011253618276937494,0.08163318892457294
137,137,137,137,2019-08-21,343.3172607421875,344.7308959960937,318.8291015625,-0.004100692076993928,0.07680653698071249
138,138,138,138,2019-08-22,345.9957275390625,336.1372375488281,329.4688415527344,0.02932876482868796,0.05016221233073059
139,139,139,139,2019-08-23,336.211669921875,339.6714172363281,336.1372375488281,-0.010185570933823884,0.00022143447595879273
140,140,140,140,2019-08-26,341.0014038085937,342.1732788085937,343.1498107910156,-0.0034247998677171543,-0.00626084268404381
141,141,141,141,2019-08-27,338.70416259765625,344.19140625,344.6192321777344,-0.01594241910955252,-0.017164072773011907
142,142,142,142,2019-08-28,338.4437561035156,343.1962890625,347.1024475097656,-0.013847856490426302,-0.02494563627646673
143,143,143,143,2019-08-29,342.19189453125,343.3172607421875,344.7308959960937,-0.003277919113372496,-0.007365169453429132
144,144,144,144,2019-08-30,342.1360168457031,345.9957275390625,336.1372375488281,-0.011155370966029143,0.01784622061101926
145,145,145,145,2019-09-03,340.6107482910156,336.211669921875,339.6714172363281,0.013084252459656831,0.0027654109442889485
146,146,146,146,2019-09-04,346.0329284667969,341.0014038085937,342.1732788085937,0.01475514353315499,0.011279810251817457
147,147,147,147,2019-09-05,342.6568603515625,338.70416259765625,344.19140625,0.011670059569364177,-0.004458408520876644
148,148,148,148,2019-09-06,343.2728881835937,338.4437561035156,343.1962890625,0.014268639893598944,0.00022319332561249183
149,149,149,149,2019-09-09,332.1282958984375,342.19189453125,343.3172607421875,-0.029409225623529434,-0.03259074367412096
150,150,150,150,2019-09-10,331.4375915527344,342.1360168457031,345.9957275390625,-0.031269509102263116,-0.04207605709433082
151,151,151,151,2019-09-11,334.94708251953125,340.6107482910156,336.211669921875,-0.01662797137172367,-0.0037612834873863576
152,152,152,152,2019-09-12,340.8927917480469,346.0329284667969,341.0014038085937,-0.014854472785364448,-0.0003185091302667642
153,153,153,153,2019-09-13,339.4552917480469,342.6568603515625,338.70416259765625,-0.009343366422697175,0.0022176555039357115
154,154,154,154,2019-09-16,346.6890869140625,343.2728881835937,338.4437561035156,0.009951845450263841,0.024362484642869164
155,155,155,155,2019-09-17,349.5266418457031,332.1282958984375,342.19189453125,0.05238441337917776,0.021434602723424012
156,156,156,156,2019-09-18,352.2801513671875,331.4375915527344,342.1360168457031,0.062885322442783,0.029649420177996655
157,157,157,157,2019-09-19,350.5627136230469,334.94708251953125,340.6107482910156,0.04662118859508224,0.029218001434083707
158,158,158,158,2019-09-20,343.6556701660156,340.8927917480469,346.0329284667969,0.008104830858408851,-0.006870034916371726
159,159,159,159,2019-09-23,344.5423278808594,339.4552917480469,342.6568603515625,0.014985879603220953,0.00550249461622454
160,160,160,160,2019-09-24,344.8970642089844,346.6890869140625,343.2728881835937,-0.005168961968284647,0.004731442771332528
161,161,161,161,2019-09-25,350.0306396484375,349.5266418457031,332.1282958984375,0.0014419438817967478,0.05390189264534806
162,162,162,162,2019-09-26,356.69500732421875,352.2801513671875,331.4375915527344,0.012532230214780338,0.07620564599554691
163,163,163,163,2019-09-27,346.4557800292969,350.5627136230469,334.94708251953125,-0.01171526073410678,0.034359748480849994
164,164,164,164,2019-09-30,349.8252868652344,343.6556701660156,340.8927917480469,0.017952902381148883,0.026203238476774526
165,165,165,165,2019-10-01,343.29156494140625,344.5423278808594,339.4552917480469,-0.0036302156171813538,0.011301262011866875
166,166,166,166,2019-10-02,338.3539733886719,344.8970642089844,346.6890869140625,-0.018971140955690524,-0.024042041817880277
167,167,167,167,2019-10-03,340.0620422363281,350.0306396484375,349.5266418457031,-0.02847921376860496,-0.027078335314860258
168,168,168,168,2019-10-04,344.4023742675781,356.69500732421875,352.2801513671875,-0.03446258793711465,-0.022362250808159345
169,169,169,169,2019-10-07,343.4129333496094,346.4557800292969,350.5627136230469,-0.008782785149175965,-0.020395153265288513
170,170,170,170,2019-10-08,343.8983459472656,349.8252868652344,343.6556701660156,-0.016942574309249503,0.0007061596892399269
171,171,171,171,2019-10-09,343.14227294921875,343.29156494140625,344.5423278808594,-0.0004348839512353653,-0.004063520845905333
172,172,172,172,2019-10-10,344.1876525878906,338.3539733886719,344.8970642089844,0.017241349763957192,-0.002056879268371725
173,173,173,173,2019-10-11,338.0926513671875,340.0620422363281,350.0306396484375,-0.005791269311298142,-0.03410555228319512
174,174,174,174,2019-10-14,342.0128479003906,344.4023742675781,356.69500732421875,-0.006938182038579654,-0.04116166226706597
175,175,175,175,2019-10-15,337.83123779296875,343.4129333496094,346.4557800292969,-0.01625359738841936,-0.024893630683831658
176,176,176,176,2019-10-16,340.3980407714844,343.8983459472656,349.8252868652344,-0.010178313495924796,-0.026948440972426657
177,177,177,177,2019-10-17,332.5389404296875,343.14227294921875,343.29156494140625,-0.030900688593096803,-0.031322134330781015
178,178,178,178,2019-10-18,326.3319396972656,344.1876525878906,338.3539733886719,-0.05187784267207385,-0.03553093693862541
179,179,179,179,2019-10-21,327.0506286621094,338.0926513671875,340.0620422363281,-0.0326597536516281,-0.038261881533888986
180,180,180,180,2019-10-22,328.9080505371094,342.0128479003906,344.4023742675781,-0.03831668150401746,-0.044989015431208035
181,181,181,181,2019-10-23,329.6734313964844,337.83123779296875,343.4129333496094,-0.024147578683898052,-0.0400086910504841
182,182,182,182,2019-10-24,333.13629150390625,340.3980407714844,343.8983459472656,-0.021333111233895363,-0.031294289635838135
183,183,183,183,2019-10-25,322.01959228515625,332.5389404296875,343.14227294921875,-0.03163343255661655,-0.06155662630115066
184,184,184,184,2019-10-28,323.4477233886719,326.3319396972656,344.1876525878906,-0.008838289967170843,-0.06025762122283762
185,185,185,185,2019-10-29,324.0450744628906,327.0506286621094,338.0926513671875,-0.00918987439808261,-0.04154948901577993
186,186,186,186,2019-10-30,330.4947814941406,328.9080505371094,342.0128479003906,0.004824238733105224,-0.03367729158994803
187,187,187,187,2019-10-31,329.0013427734375,329.6734313964844,337.83123779296875,-0.0020386496424656952,-0.026136999873713318
188,188,188,188,2019-11-01,328.6746520996094,333.13629150390625,340.3980407714844,-0.01339283505905442,-0.03444023545289776
189,189,189,189,2019-11-04,317.9779968261719,322.01959228515625,332.5389404296875,-0.012550775032984407,-0.043787183494061854
190,190,190,190,2019-11-05,315.3459167480469,323.4477233886719,326.3319396972656,-0.025048272270228433,-0.03366517834389837
191,191,191,191,2019-11-06,321.1049499511719,324.0450744628906,327.0506286621094,-0.009073196118138949,-0.018179688983506748
192,192,192,192,2019-11-07,320.5542297363281,330.4947814941406,328.9080505371094,-0.030077787349234497,-0.02539865104286565
193,193,193,193,2019-11-08,326.7892761230469,329.0013427734375,329.6734313964844,-0.006723579398622448,-0.00874852201835108
194,194,194,194,2019-11-11,326.6865234375,328.6746520996094,333.13629150390625,-0.006048926041022584,-0.019360748831325103
195,195,195,195,2019-11-12,328.2640075683594,317.9779968261719,322.01959228515625,0.03234818397768113,0.019391414164867227
196,196,196,196,2019-11-13,330.1588134765625,315.3459167480469,323.4477233886719,0.04697348512158084,0.020748608206545338
197,197,197,197,2019-11-14,331.9975280761719,321.1049499511719,324.0450744628906,0.0339221744375362,0.024541195777971758
198,198,198,198,2019-11-15,332.90289306640625,320.5542297363281,330.4947814941406,0.038522852561438725,0.0072863830447753575
199,199,199,199,2019-11-18,332.9402770996094,326.7892761230469,329.0013427734375,0.018822530070559784,0.011972395896524768
200,200,200,200,2019-11-19,329.9908142089844,326.6865234375,328.6746520996094,0.010114561007033895,0.0040044527345421965
201,201,201,201,2019-11-20,329.4867858886719,328.2640075683594,317.9779968261719,0.003724984439720691,0.036193664899371925
202,202,202,202,2019-11-21,325.0251770019531,330.1588134765625,315.3459167480469,-0.015548991167469772,0.03069410364885017
203,203,203,203,2019-11-22,325.90252685546875,331.9975280761719,321.1049499511719,-0.018358574101505765,0.01494083758293474
204,204,204,204,2019-11-25,326.4532470703125,332.90289306640625,320.5542297363281,-0.019373955980632407,0.01840255653103262
205,205,205,205,2019-11-26,330.2801513671875,332.9402770996094,326.7892761230469,-0.007989798517606284,0.01068234333009821
206,206,206,206,2019-11-27,329.374755859375,329.9908142089844,326.6865234375,-0.001866895450063133,0.008228782729047257
207,207,207,207,2019-11-29,329.57147216796875,329.4867858886719,328.2640075683594,0.0002570248122955032,0.003982966665442511
208,208,208,208,2019-12-02,320.16510009765625,325.0251770019531,330.1588134765625,-0.014952924413814461,-0.03026941269164607
209,209,209,209,2019-12-03,321.49542236328125,325.90252685546875,331.9975280761719,-0.013522768708516208,-0.03163308405862908
210,210,210,210,2019-12-04,321.5516052246094,326.4532470703125,332.90289306640625,-0.015014835630191792,-0.03409789484626846
211,211,211,211,2019-12-05,322.6759948730469,330.2801513671875,332.9402770996094,-0.023023352940415576,-0.030829199506828164
212,212,212,212,2019-12-06,323.0038146972656,329.374755859375,329.9908142089844,-0.019342530199337515,-0.02117331516777876
213,213,213,213,2019-12-09,321.4017333984375,329.57147216796875,329.4867858886719,-0.024788974348385007,-0.024538320917568357
214,214,214,214,2019-12-10,322.7415466308594,320.16510009765625,325.0251770019531,0.008047243539090587,-0.00702601069910358
215,215,215,215,2019-12-11,326.70458984375,321.49542236328125,325.90252685546875,0.016202928931854377,0.0024610517629921613
216,216,216,216,2019-12-12,324.0718994140625,321.5516052246094,326.4532470703125,0.007837915123118933,-0.0072946055143299215
217,217,217,217,2019-12-13,322.9008483886719,322.6759948730469,330.2801513671875,0.0006968399236313427,-0.022342556608288988
218,218,218,218,2019-12-16,322.938232421875,323.0038146972656,329.374755859375,-0.00020303870235116595,-0.019541641619456818
219,219,219,219,2019-12-17,324.0157165527344,321.4017333984375,329.57147216796875,0.008133071115258517,-0.01685751372437616
220,220,220,220,2019-12-18,317.3262939453125,322.7415466308594,320.16510009765625,-0.016778914094195185,-0.008866694563142152
221,221,221,221,2019-12-19,320.6147766113281,326.70458984375,321.49542236328125,-0.01864012144835303,-0.0027392170796074478
222,222,222,222,2019-12-20,324.0813293457031,324.0718994140625,321.5516052246094,2.9098270037275498e-05,0.007867241462926833
223,223,223,223,2019-12-23,326.1517639160156,322.9008483886719,322.6759948730469,0.010067844490240008,0.010771700089857061
224,224,224,224,2019-12-24,325.17742919921875,322.938232421875,323.0038146972656,0.006933823723970001,0.0067293771870475805
225,225,225,225,2019-12-26,326.0019226074219,324.0157165527344,321.4017333984375,0.00612996824913048,0.014312894832093415
226,226,226,226,2019-12-27,324.57781982421875,317.3262939453125,322.7415466308594,0.02285195402104301,0.00568960895344417
227,227,227,227,2019-12-30,327.0419006347656,320.6147766113281,326.70458984375,0.020046250180255853,0.0010324641939587487
228,228,228,228,2019-12-31,322.263671875,324.0813293457031,324.0718994140625,-0.005608646059224842,-0.005579710991085229
229,229,229,229,2020-01-02,333.2534484863281,326.1517639160156,322.9008483886719,0.021774171891773664,0.0320612353585239
230,230,230,230,2020-01-03,351.34490966796875,325.17742919921875,322.938232421875,0.08047139228940337,0.08796319046233059
231,231,231,231,2020-01-06,352.1131286621094,326.0019226074219,324.0157165527344,0.08009525172687759,0.08671620132599989
232,232,232,232,2020-01-07,351.3074951171875,324.57781982421875,317.3262939453125,0.08235213147788323,0.10708599262099372
233,233,233,233,2020-01-08,346.9227905273437,327.0419006347656,320.6147766113281,0.060790038994974704,0.0820549015053913
234,234,234,234,2020-01-09,348.86212158203125,322.263671875,324.0813293457031,0.08253629567451926,0.07646473274581655
235,235,235,235,2020-01-10,350.7640686035156,333.2534484863281,326.1517639160156,0.052544452868297675,0.07546273670878478
236,236,236,236,2020-01-13,353.0500793457031,351.34490966796875,325.17742919921875,0.004853264216481135,0.08571520543453315
237,237,237,237,2020-01-14,351.0263977050781,352.1131286621094,326.0019226074219,-0.003086311950822207,0.07676174084344667
238,238,238,238,2020-01-15,356.2636413574219,351.3074951171875,324.57781982421875,0.01410771563123392,0.09762164756163316
239,239,239,239,2020-01-16,359.5614624023437,346.9227905273437,327.0419006347656,0.03643079157696283,0.09943545981251889
240,240,240,240,2020-01-17,355.9919738769531,348.86212158203125,322.263671875,0.020437450367466692,0.10466057748834845
241,241,241,241,2020-01-21,354.2680053710937,350.7640686035156,333.2534484863281,0.009989440427943919,0.06305878297798828
242,242,242,242,2020-01-22,351.6354064941406,353.0500793457031,351.34490966796875,-0.004007003352567651,0.0008268138179272633
243,243,243,243,2020-01-23,357.42535400390625,351.0263977050781,352.1131286621094,0.018229273754517772,0.015086700578252232
244,244,244,244,2020-01-24,357.5565490722656,356.2636413574219,351.3074951171875,0.0036290756752992426,0.017787989274164584
