,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,HIG,HIG_6m,HIG_12m,HIG_6m_ret,HIG_12m_ret
0,0,0,0,2019-02-05,42.85186767578125,,,,
1,1,1,1,2019-02-06,42.479469299316406,,,,
2,2,2,2,2019-02-07,42.73659896850586,,,,
3,3,3,3,2019-02-08,42.46173858642578,,,,
4,4,4,4,2019-02-11,42.77206039428711,,,,
5,5,5,5,2019-02-12,43.23312377929688,,,,
6,6,6,6,2019-02-13,43.21539688110352,42.85186767578125,,0.008483392324291295,
7,7,7,7,2019-02-14,42.77206039428711,42.479469299316406,,0.0068878236898173295,
8,8,8,8,2019-02-15,43.20651626586914,42.73659896850586,,0.010995664341694189,
9,9,9,9,2019-02-19,43.55231857299805,42.46173858642578,,0.025683827909036783,
10,10,10,10,2019-02-20,43.50799179077149,42.77206039428711,,0.017205890707632898,
11,11,11,11,2019-02-21,43.295188903808594,43.23312377929688,,0.001435591950943671,
12,12,12,12,2019-02-22,43.348392486572266,43.21539688110352,42.85186767578125,0.0030775051270417464,0.011587005134706008
13,13,13,13,2019-02-25,43.59664916992188,42.77206039428711,42.479469299316406,0.019278677904067232,0.026299289728260566
14,14,14,14,2019-02-26,43.45478439331055,43.20651626586914,42.73659896850586,0.005746080658614039,0.016804926974510526
15,15,15,15,2019-02-27,43.51685333251953,43.55231857299805,42.46173858642578,-0.000814313488708307,0.024848599732820498
16,16,16,16,2019-02-28,43.765113830566406,43.50799179077149,42.77206039428711,0.005909765751345386,0.023217339242603607
17,17,17,17,2019-03-01,44.06842422485352,43.295188903808594,43.23312377929688,0.017859613056842694,0.019320844124537828
18,18,18,18,2019-03-04,43.782962799072266,43.348392486572266,43.21539688110352,0.01002506177442708,0.013133419080478603
19,19,19,19,2019-03-05,43.64022445678711,43.59664916992188,42.77206039428711,0.0009995100012247793,0.02029745713666764
20,20,20,20,2019-03-06,43.24771118164063,43.45478439331055,43.20651626586914,-0.004765256911544835,0.0009534421964965123
21,21,21,21,2019-03-07,42.855201721191406,43.51685333251953,43.55231857299805,-0.015204491149034438,-0.016006423415511284
22,22,22,22,2019-03-08,42.91764450073242,43.765113830566406,43.50799179077149,-0.019364038058141575,-0.013568709235719956
23,23,23,23,2019-03-11,42.997928619384766,44.06842422485352,43.295188903808594,-0.024291669699980423,-0.006865896464483989
24,24,24,24,2019-03-12,43.20310592651367,43.782962799072266,43.348392486572266,-0.013243892954884262,-0.003351602025463807
25,25,25,25,2019-03-13,43.35475158691406,43.64022445678711,43.59664916992188,-0.00654150782738816,-0.005548536128659798
26,26,26,26,2019-03-14,43.5421028137207,43.24771118164063,43.45478439331055,0.006807103174631068,0.0020094086676356593
27,27,27,27,2019-03-15,43.55101013183594,42.855201721191406,43.51685333251953,0.01623626497365116,0.0007849096775314202
28,28,28,28,2019-03-18,44.01488876342773,42.91764450073242,43.765113830566406,0.025566274092152952,0.00570716972948615
29,29,29,29,2019-03-19,43.89892578125,42.997928619384766,44.06842422485352,0.020954431778349436,-0.003846256057141506
30,30,30,30,2019-03-20,43.02469253540039,43.20310592651367,43.782962799072266,-0.004129642702465741,-0.017318843111456594
31,31,31,31,2019-03-21,43.6669807434082,43.35475158691406,43.64022445678711,0.007201728647163508,0.0006131106554594368
32,32,32,32,2019-03-22,43.29231262207031,43.5421028137207,43.24771118164063,-0.0057367507655528005,0.0010313017547298742
33,33,33,33,2019-03-25,43.18526840209961,43.55101013183594,42.855201721191406,-0.008398007959612652,0.007701904731555409
34,34,34,34,2019-03-26,43.791873931884766,44.01488876342773,42.91764450073242,-0.0050668043884337655,0.020369930393953073
35,35,35,35,2019-03-27,43.90784454345703,43.89892578125,42.997928619384766,0.00020316584172186403,0.021161854844841343
36,36,36,36,2019-03-28,44.03273391723633,43.02469253540039,43.20310592651367,0.023429368635383696,0.019202971011709424
37,37,37,37,2019-03-29,44.353885650634766,43.6669807434082,43.35475158691406,0.015730533586988393,0.02304554926852065
38,38,38,38,2019-04-01,44.47876739501953,43.29231262207031,43.5421028137207,0.02740566860695659,0.021511698351042163
39,39,39,39,2019-04-02,44.16653823852539,43.18526840209961,43.55101013183594,0.02272232807005259,0.014133497818446639
40,40,40,40,2019-04-03,44.353885650634766,43.791873931884766,44.01488876342773,0.012833698773068392,0.007701868543371404
41,41,41,41,2019-04-04,44.603660583496094,43.90784454345703,43.89892578125,0.01584719193743145,0.016053577387242113
42,42,42,42,2019-04-05,44.54121398925781,44.03273391723633,43.02469253540039,0.01154777427577458,0.03524769997158361
43,43,43,43,2019-04-08,44.50552368164063,44.353885650634766,43.6669807434082,0.003418821796139504,0.01920313527422013
44,44,44,44,2019-04-09,44.32711791992188,44.47876739501953,43.29231262207031,-0.003409480162767098,0.02390274936072667
45,45,45,45,2019-04-10,44.5858154296875,44.16653823852539,43.18526840209961,0.009493096083233121,0.0324311293968893
46,46,46,46,2019-04-11,45.11214828491211,44.353885650634766,43.791873931884766,0.017095743093401117,0.030148843483632115
47,47,47,47,2019-04-12,45.55818176269531,44.603660583496094,43.90784454345703,0.021400063732715413,0.03758638658759228
48,48,48,48,2019-04-15,45.27271270751953,44.54121398925781,44.03273391723633,0.016422963200736662,0.0281603861484927
49,49,49,49,2019-04-16,45.87040710449219,44.50552368164063,44.353885650634766,0.03066773087796726,0.034191400180870524
50,50,50,50,2019-04-17,45.12105941772461,44.32711791992188,44.47876739501953,0.01791096590662633,0.01444041866090462
51,51,51,51,2019-04-18,45.44220733642578,44.5858154296875,44.16653823852539,0.019207721076422324,0.028883157901373746
52,52,52,52,2019-04-22,45.397605895996094,45.11214828491211,44.353885650634766,0.006327732593915503,0.023531652978106
53,53,53,53,2019-04-23,45.59386444091797,45.55818176269531,44.603660583496094,0.0007832331502719558,0.02220005812232073
54,54,54,54,2019-04-24,45.7098274230957,45.27271270751953,44.54121398925781,0.009655147426223643,0.026236676757839028
55,55,55,55,2019-04-25,45.46897888183594,45.87040710449219,44.50552368164063,-0.008751355132772254,0.02164799154116559
56,56,56,56,2019-04-26,45.99529266357422,45.12105941772461,44.32711791992188,0.019375281900100738,0.03763327782027104
57,57,57,57,2019-04-29,46.18263244628906,45.44220733642578,44.5858154296875,0.016293775176492442,0.035814462541786884
58,58,58,58,2019-04-30,46.66435241699219,45.397605895996094,45.11214828491211,0.027903377193461587,0.03440767489672436
59,59,59,59,2019-05-01,45.85256576538086,45.59386444091797,45.55818176269531,0.005674038110941915,0.006461715355958297
60,60,60,60,2019-05-02,46.5126953125,45.7098274230957,45.27271270751953,0.017564448055619408,0.027389182817280533
61,61,61,61,2019-05-03,47.03010940551758,45.46897888183594,45.87040710449219,0.034333969270316844,0.02528214537934237
62,62,62,62,2019-05-06,46.87844467163086,45.99529266357422,45.12105941772461,0.019200921592483988,0.038948226761180704
63,63,63,63,2019-05-07,46.65542602539063,46.18263244628906,45.44220733642578,0.01023747573617495,0.026698058040687478
64,64,64,64,2019-05-08,46.84275817871094,46.66435241699219,45.397605895996094,0.003823170203338888,0.03183322675705913
65,65,65,65,2019-05-09,46.84275817871094,45.85256576538086,45.59386444091797,0.02159513642915223,0.02739170616720421
66,66,66,66,2019-05-10,47.28880310058594,46.5126953125,45.7098274230957,0.016685934514686362,0.03454346180034862
67,67,67,67,2019-05-13,46.35211944580078,47.03010940551758,45.46897888183594,-0.014416082979327616,0.019422924940978747
68,68,68,68,2019-05-14,47.03010940551758,46.87844467163086,45.99529266357422,0.0032352765743206557,0.022498318458638256
69,69,69,69,2019-05-15,47.22636032104492,46.65542602539063,46.18263244628906,0.012237253933627734,0.022600008260025506
70,70,70,70,2019-05-16,47.815128326416016,46.84275817871094,46.66435241699219,0.020758174486552816,0.024660706724064285
71,71,71,71,2019-05-17,47.79728317260742,46.84275817871094,45.85256576538086,0.020377215838889073,0.04241240102412869
72,72,72,72,2019-05-20,47.40476989746094,47.28880310058594,46.5126953125,0.0024523098338591343,0.01917916342984327
73,73,73,73,2019-05-21,47.841896057128906,46.35211944580078,47.03010940551758,0.03214042052748223,0.017260998578839892
74,74,74,74,2019-05-22,48.359283447265625,47.03010940551758,46.87844467163086,0.02826219327467916,0.03158890586084051
75,75,75,75,2019-05-23,47.56534957885742,47.22636032104492,46.65542602539063,0.007177967040187916,0.01950305957921361
76,76,76,76,2019-05-24,47.49397659301758,47.815128326416016,46.84275817871094,-0.006716529781245262,0.013902221808164361
77,77,77,77,2019-05-28,46.79817199707031,47.79728317260742,46.84275817871094,-0.020903095515472758,-0.0009518265656032199
78,78,78,78,2019-05-29,47.44937896728516,47.40476989746094,47.28880310058594,0.0009410249205030752,0.003395642439028901
79,79,79,79,2019-05-30,47.342323303222656,47.841896057128906,46.35211944580078,-0.010442160430048641,0.021362644669996378
80,80,80,80,2019-05-31,47.24364471435547,48.359283447265625,47.03010940551758,-0.0230697945333852,0.004540395749384363
81,81,81,81,2019-06-03,47.9344482421875,47.56534957885742,47.22636032104492,0.007759822362246149,0.014993489151588157
82,82,82,82,2019-06-04,48.356101989746094,47.49397659301758,47.815128326416016,0.018152310220645118,0.01131385990720446
83,83,83,83,2019-06-05,49.29810333251953,46.79817199707031,47.79728317260742,0.053419422784413806,0.03139969597209724
84,84,84,84,2019-06-06,49.333984375,47.44937896728516,47.40476989746094,0.03971823127578156,0.040696632041713476
85,85,85,85,2019-06-07,49.3160514831543,47.342323303222656,47.841896057128906,0.041690564429846866,0.030813064437602344
86,86,86,86,2019-06-10,49.19044494628906,47.24364471435547,48.359283447265625,0.0412076638816572,0.017187217009321465
87,87,87,87,2019-06-11,49.06484222412109,47.9344482421875,47.56534957885742,0.0235820797648969,0.03152489487705101
88,88,88,88,2019-06-12,49.02895736694336,48.356101989746094,47.49397659301758,0.013914590910159452,0.032319483101599156
89,89,89,89,2019-06-13,48.903350830078125,49.29810333251953,46.79817199707031,-0.00800745821352944,0.04498421077514747
90,90,90,90,2019-06-14,49.29810333251953,49.333984375,47.44937896728516,-0.0007273088305158604,0.038962035024926234
91,91,91,91,2019-06-17,48.921295166015625,49.3160514831543,47.342323303222656,-0.008004621320373051,0.033352225928580115
92,92,92,92,2019-06-18,49.32501220703125,49.19044494628906,47.24364471435547,0.0027356382095977683,0.044056031351098035
93,93,93,93,2019-06-19,49.56724548339844,49.06484222412109,47.9344482421875,0.010239577597792815,0.034063127898359635
94,94,94,94,2019-06-20,49.90816116333008,49.02895736694336,48.356101989746094,0.017932337206491455,0.032096449252942305
95,95,95,95,2019-06-21,49.98889923095703,48.903350830078125,49.29810333251953,0.02219783271397513,0.014012626282557505
96,96,96,96,2019-06-24,49.96198272705078,49.29810333251953,49.333984375,0.013466631567006448,0.012729528336434592
97,97,97,97,2019-06-25,50.26701354980469,48.921295166015625,49.3160514831543,0.027507824133076175,0.0192830130971704
98,98,98,98,2019-06-26,49.23530578613281,49.32501220703125,49.19044494628906,-0.0018186801560619026,0.0009119828026100674
99,99,99,99,2019-06-27,49.70182037353516,49.56724548339844,49.06484222412109,0.0027149963413197753,0.012982374354827186
100,100,100,100,2019-06-28,49.98889923095703,49.90816116333008,49.02895736694336,0.001617732766445279,0.01957907970241468
101,101,101,101,2019-07-01,50.14142227172852,49.98889923095703,48.903350830078125,0.003051138215042659,0.025316699584702507
102,102,102,102,2019-07-02,50.49129867553711,49.96198272705078,49.29810333251953,0.010594374354157443,0.024203676457274392
103,103,103,103,2019-07-03,51.28079605102539,50.26701354980469,48.921295166015625,0.020167947718163992,0.048230548210196345
104,104,104,104,2019-07-05,51.09238815307617,49.23530578613281,49.32501220703125,0.03771850986383862,0.03583123180237102
105,105,105,105,2019-07-08,51.235931396484375,49.70182037353516,49.56724548339844,0.03086629446204525,0.03366509267989959
106,106,106,106,2019-07-09,51.209022521972656,49.98889923095703,49.90816116333008,0.024407884746140418,0.026065102947499197
107,107,107,107,2019-07-10,51.28976440429688,50.14142227172852,49.98889923095703,0.022902065409018846,0.026023080991034453
108,108,108,108,2019-07-11,51.01165008544922,50.49129867553711,49.96198272705078,0.010305764033837761,0.021009321510175427
109,109,109,109,2019-07-12,51.57685089111328,51.28079605102539,50.26701354980469,0.005773210692620934,0.02605759222219972
110,110,110,110,2019-07-15,51.78318405151367,51.09238815307617,49.23530578613281,0.013520524747597129,0.0517490086574921
111,111,111,111,2019-07-16,52.07924270629883,51.235931396484375,49.70182037353516,0.016459373077236883,0.04783370739534476
112,112,112,112,2019-07-17,51.72935485839844,51.209022521972656,49.98889923095703,0.010160950371636446,0.03481684242335903
113,113,113,113,2019-07-18,51.94468307495117,51.28976440429688,50.14142227172852,0.012768993545999363,0.03596349528041598
114,114,114,114,2019-07-19,51.235931396484375,51.01165008544922,50.49129867553711,0.004396668421026595,0.01474774348214658
115,115,115,115,2019-07-22,51.17314147949219,51.57685089111328,51.28079605102539,-0.00782733735476382,-0.0020993155298542066
116,116,116,116,2019-07-23,51.04753875732422,51.78318405151367,51.09238815307617,-0.014206258415041417,-0.0008778097359156689
117,117,117,117,2019-07-24,51.61273193359375,52.07924270629883,51.235931396484375,-0.008957710374860262,0.0073542244053990125
118,118,118,118,2019-07-25,51.702449798583984,51.72935485839844,51.209022521972656,-0.0005201120309368257,0.009635553508165584
119,119,119,119,2019-07-26,52.15998840332031,51.94468307495117,51.28976440429688,0.004144896370981366,0.016966816071990465
120,120,120,120,2019-07-29,51.81010818481445,51.235931396484375,51.01165008544922,0.011206525824364766,0.015652465623592793
121,121,121,121,2019-07-30,51.82804870605469,51.17314147949219,51.57685089111328,0.012797870281717083,0.004870359678835756
122,122,122,122,2019-07-31,51.702449798583984,51.04753875732422,51.78318405151367,0.012829434233316395,-0.001559082439762216
123,123,123,123,2019-08-01,51.04753875732422,51.61273193359375,52.07924270629883,-0.010950654133106585,-0.019810271719827188
124,124,124,124,2019-08-02,51.56787490844727,51.702449798583984,51.72935485839844,-0.00260287260392833,-0.003121630849508783
125,125,125,125,2019-08-05,50.74250411987305,52.15998840332031,51.94468307495117,-0.02717570166018357,-0.023143445756392378
126,126,126,126,2019-08-06,51.69347381591797,51.81010818481445,51.235931396484375,-0.0022511894489861684,0.008930108362682931
127,127,127,127,2019-08-07,52.04335784912109,51.82804870605469,51.17314147949219,0.0041542976909576534,0.01700533413563532
128,128,128,128,2019-08-08,52.662391662597656,51.702449798583984,51.04753875732422,0.018566661110900773,0.03163429510187199
129,129,129,129,2019-08-09,52.57267379760742,51.04753875732422,51.61273193359375,0.029876759534550157,0.018598935341162637
130,130,130,130,2019-08-12,52.00747299194336,51.56787490844727,51.702449798583984,0.008524649973971954,0.005899588792168453
131,131,131,131,2019-08-13,52.84182357788086,50.74250411987305,52.15998840332031,0.04137201138218205,0.013071996283594789
132,132,132,132,2019-08-14,51.36153411865234,51.69347381591797,51.81010818481445,-0.006421307618978744,-0.008658041488004309
133,133,133,133,2019-08-15,51.93570709228516,52.04335784912109,51.82804870605469,-0.002068482151901363,0.0020772224484286728
134,134,134,134,2019-08-16,52.456050872802734,52.662391662597656,51.702449798583984,-0.0039181811399096045,0.014575732429595423
135,135,135,135,2019-08-19,53.03919219970703,52.57267379760742,51.04753875732422,0.008873781156644167,0.03901566051697358
136,136,136,136,2019-08-20,52.51885223388672,52.00747299194336,51.56787490844727,0.009832803105480181,0.018441274284189513
137,137,137,137,2019-08-21,52.82387924194336,52.84182357788086,50.74250411987305,-0.00033958585685545106,0.041018376175391724
138,138,138,138,2019-08-22,53.36216735839844,51.36153411865234,51.69347381591797,0.03895197591108479,0.032280545672413785
139,139,139,139,2019-08-23,52.12409973144531,51.93570709228516,52.04335784912109,0.003627420318460084,0.00155143491237264
