,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,HIG,HIG_6m,HIG_12m,HIG_6m_ret,HIG_12m_ret
140,140,140,140,2019-08-26,52.5457649230957,52.456050872802734,52.662391662597656,0.001710270765721722,-0.002214611524846144
141,141,141,141,2019-08-27,52.527828216552734,53.03919219970703,52.57267379760742,-0.009641247574602385,-0.0008530207390122779
142,142,142,142,2019-08-28,52.4022216796875,52.51885223388672,52.00747299194336,-0.002220736920902522,0.007590230115685381
143,143,143,143,2019-08-29,52.626502990722656,52.82387924194336,52.84182357788086,-0.003736496714235704,-0.0040748137096527914
144,144,144,144,2019-08-30,52.55437088012695,53.36216735839844,51.36153411865234,-0.015137999790114431,0.023224321117803814
145,145,145,145,2019-09-03,53.06836318969727,52.12409973144531,51.93570709228516,0.018115678987589368,0.021808812488091744
146,146,146,146,2019-09-04,53.84387969970703,52.5457649230957,52.456050872802734,0.024704460549983542,0.026456982632366843
147,147,147,147,2019-09-05,54.09637069702149,52.527828216552734,53.03919219970703,0.029861171377621787,0.019932024856900155
148,148,148,148,2019-09-06,54.39394760131836,52.4022216796875,52.51885223388672,0.03800842517337211,0.035703281539381626
149,149,149,149,2019-09-09,54.37590789794922,52.626502990722656,52.82387924194336,0.03324189919164788,0.029381194230307717
150,150,150,150,2019-09-10,53.474159240722656,52.55437088012695,53.36216735839844,0.017501652958489045,0.002098713149562448
151,151,151,151,2019-09-11,53.23970031738281,53.06836318969727,52.12409973144531,0.0032286115000961235,0.021402778977197112
152,152,152,152,2019-09-12,54.042266845703125,53.84387969970703,52.5457649230957,0.003684488322582169,0.028479972168977907
153,153,153,153,2019-09-13,54.39394760131836,54.09637069702149,52.527828216552734,0.005500866332854626,0.03552630002276702
154,154,154,154,2019-09-16,54.1324348449707,54.39394760131836,52.4022216796875,-0.004807754683745724,0.033017935305477364
155,155,155,155,2019-09-17,54.763671875,54.37590789794922,52.626502990722656,0.007131172462968793,0.04061012537074893
156,156,156,156,2019-09-18,54.844825744628906,53.474159240722656,52.55437088012695,0.025632315184909604,0.04358257602828752
157,157,157,157,2019-09-19,54.68251419067383,53.23970031738281,53.06836318969727,0.02710033799382483,0.030416445956824356
158,158,158,158,2019-09-20,54.50216293334961,54.042266845703125,53.84387969970703,0.008509933326067642,0.012225776398615551
159,159,159,159,2019-09-23,54.2767219543457,54.39394760131836,54.09637069702149,-0.002155122989635938,0.00333388829972181
160,160,160,160,2019-09-24,54.601356506347656,54.1324348449707,54.39394760131836,0.00866248973872863,0.0038130879293687414
161,161,161,161,2019-09-25,54.42100524902344,54.763671875,54.37590789794922,-0.006257188647954659,0.0008293627236322099
162,162,162,162,2019-09-26,54.65546798706055,54.844825744628906,53.474159240722656,-0.003452609339120838,0.022091207474998154
163,163,163,163,2019-09-27,54.51117706298828,54.68251419067383,53.23970031738281,-0.0031333074241631786,0.023882116879428317
164,164,164,164,2019-09-30,54.65546798706055,54.50216293334961,54.042266845703125,0.002812825133167829,0.01134669541357658
165,165,165,165,2019-10-01,53.60941696166992,54.2767219543457,54.39394760131836,-0.012294496952801937,-0.01442312378940891
166,166,166,166,2019-10-02,52.364990234375,54.601356506347656,54.1324348449707,-0.040958071649972116,-0.03265038078662952
167,167,167,167,2019-10-03,52.491241455078125,54.42100524902344,54.763671875,-0.03545990716479719,-0.04149521648418275
168,168,168,168,2019-10-04,53.66352844238281,54.65546798706055,54.844825744628906,-0.01814895345718326,-0.02153890155010263
169,169,169,169,2019-10-07,53.14952087402344,54.51117706298828,54.68251419067383,-0.02497939436147989,-0.028034433663839176
170,170,170,170,2019-10-08,52.13956069946289,54.65546798706055,54.50216293334961,-0.046032124145260034,-0.043348779327820997
171,171,171,171,2019-10-09,52.374019622802734,53.60941696166992,54.2767219543457,-0.023044409152042866,-0.03505558668674591
172,172,172,172,2019-10-10,52.626502990722656,52.364990234375,54.601356506347656,0.004994038100211151,-0.03616857972009202
173,173,173,173,2019-10-11,52.87899017333984,52.491241455078125,54.42100524902344,0.007386922227654802,-0.02833492451356867
174,174,174,174,2019-10-14,53.356929779052734,53.66352844238281,54.65546798706055,-0.005713352666686156,-0.023758614752237395
175,175,175,175,2019-10-15,53.6454963684082,53.14952087402344,54.51117706298828,0.009331702077998827,-0.015880792549751277
176,176,176,176,2019-10-16,53.11345672607422,52.13956069946289,54.65546798706055,0.0186786388981095,-0.0282133026717728
177,177,177,177,2019-10-17,52.86997604370117,52.374019622802734,53.60941696166992,0.00946951225951942,-0.01379311620750212
178,178,178,178,2019-10-18,53.20362854003906,52.626502990722656,52.364990234375,0.01096644307561423,0.01601524801036902
179,179,179,179,2019-10-21,53.88896179199219,52.87899017333984,52.491241455078125,0.01909967674007418,0.026627686794381322
180,180,180,180,2019-10-22,51.85099792480469,53.356929779052734,53.66352844238281,-0.02822373514525678,-0.03377583565948694
181,181,181,181,2019-10-23,52.18464279174805,53.6454963684082,53.14952087402344,-0.027231616362123012,-0.01815403161511786
182,182,182,182,2019-10-24,51.841983795166016,53.11345672607422,52.13956069946289,-0.02393880965921047,-0.0057073151423759905
183,183,183,183,2019-10-25,51.21976089477539,52.86997604370117,52.374019622802734,-0.03121270846731139,-0.02203876533327609
184,184,184,184,2019-10-28,50.91316604614258,53.20362854003906,52.626502990722656,-0.04305086996411844,-0.03255654180332135
185,185,185,185,2019-10-29,51.228782653808594,53.88896179199219,52.87899017333984,-0.04936408217422539,-0.031207243446249366
186,186,186,186,2019-10-30,51.34601593017578,51.85099792480469,53.356929779052734,-0.009739098857099004,-0.03768796025565946
187,187,187,187,2019-10-31,51.47226333618164,52.18464279174805,53.6454963684082,-0.013651132161798696,-0.04051100612998293
188,188,188,188,2019-11-01,51.8690299987793,51.841983795166016,53.11345672607422,0.0005217046423251492,-0.02342959400501632
189,189,189,189,2019-11-04,51.878047943115234,51.21976089477539,52.86997604370117,0.012852208539048338,-0.018761652166553455
190,190,190,190,2019-11-05,54.457069396972656,50.91316604614258,53.20362854003906,0.06960681540838065,0.0235593114854995
191,191,191,191,2019-11-06,55.07928085327149,51.228782653808594,53.88896179199219,0.07516278935386,0.022088365069526716
192,192,192,192,2019-11-07,55.00714874267578,51.34601593017578,51.85099792480469,0.07130315266288023,0.06086962535317464
193,193,193,193,2019-11-08,55.08829879760742,51.47226333618164,52.18464279174805,0.0702521169082524,0.05564196381389297
194,194,194,194,2019-11-11,55.32275390625,51.8690299987793,51.841983795166016,0.06658547321112396,0.0671419158039348
195,195,195,195,2019-11-12,55.59329605102539,51.878047943115234,51.21976089477539,0.0716150328552061,0.08538765273104021
196,196,196,196,2019-11-13,55.449005126953125,54.457069396972656,50.91316604614258,0.018215003873043756,0.0890897076936783
197,197,197,197,2019-11-14,55.56623077392578,55.07928085327149,51.228782653808594,0.008840891041252075,0.08466818642614604
198,198,198,198,2019-11-15,55.90890121459961,55.00714874267578,51.34601593017578,0.016393368726349333,0.08886542026218325
199,199,199,199,2019-11-18,55.93594741821289,55.08829879760742,51.47226333618164,0.015387090164459494,0.08672018272982318
200,200,200,200,2019-11-19,56.04416275024414,55.32275390625,51.8690299987793,0.01304000240509784,0.08049375034703954
201,201,201,201,2019-11-20,55.818729400634766,55.59329605102539,51.878047943115234,0.004055045583238437,0.0759604806611176
202,202,202,202,2019-11-21,55.57526016235352,55.449005126953125,54.457069396972656,0.002276957631815568,0.0205334362969416
203,203,203,203,2019-11-22,55.5391731262207,55.56623077392578,55.07928085327149,-0.0004869440904704536,0.008349641931134633
204,204,204,204,2019-11-25,55.77363586425781,55.90890121459961,55.00714874267578,-0.002419388458782201,0.013934318340470098
205,205,205,205,2019-11-26,56.4409408569336,55.93594741821289,55.08829879760742,0.009028066244146205,0.024554072077915157
206,206,206,206,2019-11-27,56.377811431884766,56.04416275024414,55.32275390625,0.005953317263878155,0.019070950940415443
207,207,207,207,2019-11-29,56.05162048339844,55.818729400634766,55.59329605102539,0.00417227488451255,0.008244239232593431
208,208,208,208,2019-12-02,55.680118560791016,55.57526016235352,55.449005126953125,0.001886781962534556,0.004168035716939356
209,209,209,209,2019-12-03,54.63809585571289,55.5391731262207,55.56623077392578,-0.016224175114382566,-0.016703218938658226
210,210,210,210,2019-12-04,55.09114837646485,55.77363586425781,55.90890121459961,-0.012236740123129253,-0.014626523154084414
211,211,211,211,2019-12-05,54.83743667602539,56.4409408569336,55.93594741821289,-0.028410302106280816,-0.019638725951566238
212,212,212,212,2019-12-06,55.12738800048828,56.377811431884766,56.04416275024414,-0.022179353891862874,-0.016358077358410772
213,213,213,213,2019-12-09,55.30861282348633,56.05162048339844,55.818729400634766,-0.013255774828707656,-0.009138806680587641
214,214,214,214,2019-12-10,55.4264030456543,55.680118560791016,55.57526016235352,-0.0045566626238361385,-0.0026784780901495386
215,215,215,215,2019-12-11,55.19987106323242,54.63809585571289,55.5391731262207,0.010281749367749837,-0.0061092386488572625
216,216,216,216,2019-12-12,55.52608108520508,55.09114837646485,55.77363586425781,0.007894783854714982,-0.0044385626867725625
217,217,217,217,2019-12-13,55.335784912109375,54.83743667602539,56.4409408569336,0.009087737616697567,-0.019580749860736213
218,218,218,218,2019-12-16,55.32673645019531,55.12738800048828,56.377811431884766,0.003616141757074809,-0.018643415822541365
219,219,219,219,2019-12-17,55.17269134521485,55.30861282348633,56.05162048339844,-0.0024575101658264042,-0.015680708793136655
220,220,220,220,2019-12-18,55.19081878662109,55.4264030456543,55.680118560791016,-0.004250397754282598,-0.00878769274953528
221,221,221,221,2019-12-19,55.073028564453125,55.19987106323242,54.63809585571289,-0.0022978767221031315,0.007960246453112108
222,222,222,222,2019-12-20,55.19081878662109,55.52608108520508,55.09114837646485,-0.006037924737917866,0.0018091910060602512
223,223,223,223,2019-12-23,54.456878662109375,55.335784912109375,54.83743667602539,-0.015883144178689745,-0.006939748408816393
224,224,224,224,2019-12-24,54.42062759399414,55.32673645019531,55.12738800048828,-0.016377413784686934,-0.01282049507747185
225,225,225,225,2019-12-26,54.61090850830078,55.17269134521485,55.30861282348633,-0.010182262695850763,-0.012614749847591034
226,226,226,226,2019-12-27,54.87368392944336,55.19081878662109,55.4264030456543,-0.005746152424442874,-0.00997212674536474
227,227,227,227,2019-12-30,54.99147033691406,55.073028564453125,55.19987106323242,-0.0014809105230814135,-0.0037753842953660577
228,228,228,228,2019-12-31,55.06396484375,55.19081878662109,55.52608108520508,-0.0022984609697770386,-0.00832250777334631
229,229,229,229,2020-01-02,55.22705841064453,54.456878662109375,55.335784912109375,0.014142928633752883,-0.0019648497195356995
230,230,230,230,2020-01-03,54.9461669921875,54.42062759399414,55.32673645019531,0.009656988929164001,-0.006878581359129998
231,231,231,231,2020-01-06,54.80119323730469,54.61090850830078,55.17269134521485,0.0034843721557018537,-0.0067333693327683575
232,232,232,232,2020-01-07,54.311893463134766,54.87368392944336,55.19081878662109,-0.01023788501298628,-0.01592520898964056
233,233,233,233,2020-01-08,54.601844787597656,54.99147033691406,55.073028564453125,-0.0070851997033231084,-0.008555617679605776
234,234,234,234,2020-01-09,54.92804718017578,55.06396484375,55.19081878662109,-0.002468359551657806,-0.004761147093345963
235,235,235,235,2020-01-10,54.14879608154297,55.22705841064453,54.456878662109375,-0.019524167321823827,-0.005657367593136953
236,236,236,236,2020-01-13,53.913211822509766,54.9461669921875,54.42062759399414,-0.018799403602158593,-0.009323960305455459
237,237,237,237,2020-01-14,54.14879608154297,54.80119323730469,54.61090850830078,-0.011904798367010971,-0.008461906959258414
238,238,238,238,2020-01-15,54.00382232666016,54.311893463134766,54.87368392944336,-0.0056722591835932645,-0.01585207225929397
239,239,239,239,2020-01-16,54.61090850830078,54.601844787597656,54.99147033691406,0.00016599660209992706,-0.0069203792202992
240,240,240,240,2020-01-17,55.47171401977539,54.92804718017578,55.06396484375,0.009897800258878098,0.007405009377410954
241,241,241,241,2020-01-21,54.81024932861328,54.14879608154297,55.22705841064453,0.012215474672312654,-0.007547189620928929
242,242,242,242,2020-01-22,54.27565383911133,53.913211822509766,54.9461669921875,0.006722693832353688,-0.012203092404453053
243,243,243,243,2020-01-23,53.28799819946289,54.14879608154297,54.80119323730469,-0.015896897888252215,-0.027612446891242537
