,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ZBH,ZBH_6m,ZBH_12m,ZBH_6m_ret,ZBH_12m_ret
53,53,53,53,2019-04-23,114.98332977294922,119.81643676757812,118.5426025390625,-0.04033759578415974,-0.03002526256280247
54,54,54,54,2019-04-24,116.5662612915039,119.79771423339844,119.15142059326172,-0.026974245398362018,-0.02169642031027541
55,55,55,55,2019-04-25,116.81916809082033,117.56846618652344,120.60321807861328,-0.006373291410592508,-0.03137602833554887
56,56,56,56,2019-04-26,116.0136489868164,112.1078109741211,120.5095672607422,0.03484001675491588,-0.037307563010313904
57,57,57,57,2019-04-29,113.17556762695312,112.39815521240234,120.67816162109376,0.006916594076492366,-0.06217027085395399
58,58,58,58,2019-04-30,115.35797882080078,113.52214813232422,120.39716339111328,0.016171564039967556,-0.04185467853542846
59,59,59,59,2019-05-01,113.5408706665039,114.98332977294922,119.81643676757812,-0.012544941160546053,-0.05237650417903572
60,60,60,60,2019-05-02,115.4048080444336,116.5662612915039,119.79771423339844,-0.009963888643265362,-0.03666936566424195
61,61,61,61,2019-05-03,116.43513488769533,116.81916809082033,117.56846618652344,-0.0032874160071610925,-0.00963975575755216
62,62,62,62,2019-05-06,117.59656524658205,116.0136489868164,112.1078109741211,0.013644224395920057,0.048959606157397584
63,63,63,63,2019-05-07,115.57341766357422,113.17556762695312,112.39815521240234,0.02118699368511079,0.02825012959662443
64,64,64,64,2019-05-08,114.7959976196289,115.35797882080078,113.52214813232422,-0.004871628359966906,0.011221153829998443
65,65,65,65,2019-05-09,114.1871566772461,113.5408706665039,114.98332977294922,0.005692100183382287,-0.006924248039044234
66,66,66,66,2019-05-10,114.2433624267578,115.4048080444336,116.5662612915039,-0.010064100771508655,-0.019927711835392103
67,67,67,67,2019-05-13,111.14305877685548,116.43513488769533,116.81916809082033,-0.04545085223583234,-0.04858885238381416
68,68,68,68,2019-05-14,111.22735595703124,117.59656524658205,116.0136489868164,-0.054161524838719166,-0.04125629244132367
69,69,69,69,2019-05-15,111.04000854492188,115.57341766357422,113.17556762695312,-0.039225361768298384,-0.018869435575268656
70,70,70,70,2019-05-16,110.59980010986328,114.7959976196289,115.35797882080078,-0.0365535175160856,-0.04124707072346456
71,71,71,71,2019-05-17,109.0449447631836,114.1871566772461,113.5408706665039,-0.045033189928681217,-0.03959742317395032
72,72,72,72,2019-05-20,108.57662200927734,114.2433624267578,115.4048080444336,-0.049602360234393794,-0.0591672578539989
73,73,73,73,2019-05-21,108.7545928955078,111.14305877685548,116.43513488769533,-0.0214900139300922,-0.06596412671824192
74,74,74,74,2019-05-22,107.85539245605467,111.22735595703124,117.59656524658205,-0.030315954847287774,-0.08283552134453609
75,75,75,75,2019-05-23,106.74079895019533,111.04000854492188,115.57341766357422,-0.03871766267909893,-0.0764243101219867
76,76,76,76,2019-05-24,107.26531982421876,110.59980010986328,114.7959976196289,-0.03014906249678795,-0.0656005257288036
77,77,77,77,2019-05-28,105.03610229492188,109.0449447631836,114.1871566772461,-0.036763212425554026,-0.08014083762668678
78,78,78,78,2019-05-29,105.11102294921876,108.57662200927734,114.2433624267578,-0.03191846454536462,-0.07993759360325059
79,79,79,79,2019-05-30,105.73857879638672,108.7545928955078,111.14305877685548,-0.02773229174807257,-0.04862633834218533
80,80,80,80,2019-05-31,106.71267700195312,107.85539245605467,111.22735595703124,-0.010594884762643142,-0.040589645561854404
81,81,81,81,2019-06-03,107.05924987792967,106.74079895019533,111.04000854492188,0.002983404011084323,-0.035849769098151296
82,82,82,82,2019-06-04,109.97222900390624,107.26531982421876,110.59980010986328,0.02523564171647852,-0.005674251719565926
83,83,83,83,2019-06-05,111.03064727783205,105.03610229492188,109.0449447631836,0.05707128170158682,0.018209945623438806
84,84,84,84,2019-06-06,112.68853759765624,105.11102294921876,108.57662200927734,0.07209058037707727,0.037871095197892224
85,85,85,85,2019-06-07,113.08191680908205,105.73857879638672,108.7545928955078,0.06944804910642755,0.03978980379920105
86,86,86,86,2019-06-10,113.99983978271484,106.71267700195312,107.85539245605467,0.06828769538438562,0.05696931035843855
87,87,87,87,2019-06-11,112.84774780273438,107.05924987792967,106.74079895019533,0.054068171889909866,0.05721288310188233
88,88,88,88,2019-06-12,113.0444564819336,109.97222900390624,107.26531982421876,0.027936393631870837,0.05387702816889384
89,89,89,89,2019-06-13,112.20148468017578,111.03064727783205,105.03610229492188,0.010545173166593758,0.06821828141656328
90,90,90,90,2019-06-14,110.00971221923828,112.68853759765624,105.11102294921876,-0.023771941987413503,0.04660490529510097
91,91,91,91,2019-06-17,110.27196502685548,113.08191680908205,105.73857879638672,-0.024848816340552915,0.04287353094841939
92,92,92,92,2019-06-18,110.6372528076172,113.99983978271484,106.71267700195312,-0.02949641842924322,0.03677703451851588
93,93,93,93,2019-06-19,111.80806732177734,112.84774780273438,107.05924987792967,-0.009213125660021748,0.044356909368058695
94,94,94,94,2019-06-20,112.12651824951172,113.0444564819336,109.97222900390624,-0.008120152557578808,0.01958939329609266
95,95,95,95,2019-06-21,110.7964859008789,112.20148468017578,111.03064727783205,-0.012522105062172328,-0.0021089796618694034
96,96,96,96,2019-06-24,109.98159790039062,110.00971221923828,112.68853759765624,-0.0002555621524727991,-0.0240214289312235
97,97,97,97,2019-06-25,109.30722045898438,110.27196502685548,113.08191680908205,-0.00874877461044754,-0.033380194257500495
98,98,98,98,2019-06-26,107.3121337890625,110.6372528076172,113.99983978271484,-0.030054244245711903,-0.058664170111108915
99,99,99,99,2019-06-27,108.29769134521484,111.80806732177734,112.84774780273438,-0.03139644625516902,-0.04032031251056378
100,100,100,100,2019-06-28,110.51282501220705,112.12651824951172,113.0444564819336,-0.014391718056506186,-0.02239500766790048
101,101,101,101,2019-07-01,110.10922241210938,110.7964859008789,112.20148468017578,-0.006202935798743425,-0.018647367047149865
102,102,102,102,2019-07-02,109.56483459472656,109.98159790039062,110.00971221923828,-0.003789391258358754,-0.004043984985844906
103,103,103,103,2019-07-03,110.42835235595705,109.30722045898438,110.27196502685548,0.010256704838573327,0.001418196629247248
104,104,104,104,2019-07-05,110.57854461669922,107.3121337890625,110.6372528076172,0.030438410944817473,-0.0005306367378813404
105,105,105,105,2019-07-08,113.2911148071289,108.29769134521484,111.80806732177734,0.046108309419051086,0.013264226105290211
106,106,106,106,2019-07-09,113.28175354003906,110.51282501220705,112.12651824951172,0.025055268721310586,0.010302962301537155
107,107,107,107,2019-07-10,113.36622619628906,110.10922241210938,110.7964859008789,0.029579754654788015,0.023193337536978387
108,108,108,108,2019-07-11,113.57273864746094,109.56483459472656,109.98159790039062,0.036580204474906175,0.03265219650948126
109,109,109,109,2019-07-12,113.1972885131836,110.42835235595705,109.30722045898438,0.025074503948959714,0.03558839057351104
110,110,110,110,2019-07-15,114.41748809814452,110.57854461669922,107.3121337890625,0.034716892818152933,0.06621203081329674
111,111,111,111,2019-07-16,114.59581756591795,113.2911148071289,108.29769134521484,0.011516373203761088,0.05815568312187658
112,112,112,112,2019-07-17,115.46873474121094,113.28175354003906,110.51282501220705,0.019305679271630405,0.044844656974939
113,113,113,113,2019-07-18,116.46367645263672,113.36622619628906,110.10922241210938,0.02732251359399185,0.05771046149744219
114,114,114,114,2019-07-19,115.8723373413086,113.57273864746094,109.56483459472656,0.02024780525004144,0.057568678581162436
115,115,115,115,2019-07-22,115.2716293334961,113.1972885131836,110.42835235595705,0.01832500449046459,0.04385899883688493
116,116,116,116,2019-07-23,117.16764831542967,114.41748809814452,110.57854461669922,0.024036187675490206,0.059587542244930125
117,117,117,117,2019-07-24,118.10626220703124,114.59581756591795,113.2911148071289,0.030633270181034344,0.0425024275566519
118,118,118,118,2019-07-25,116.3041000366211,115.46873474121094,113.28175354003906,0.007234558318166329,0.026679905652359004
119,119,119,119,2019-07-26,126.24405670166016,116.46367645263672,113.36622619628906,0.08397794528666558,0.11359494743234766
120,120,120,120,2019-07-29,126.272216796875,115.8723373413086,113.57273864746094,0.0897529099195864,0.11181801461030427
121,121,121,121,2019-07-30,128.28085327148438,115.2716293334961,113.1972885131836,0.11285711855734148,0.1332502302521501
122,122,122,122,2019-07-31,126.83538055419922,117.16764831542967,114.41748809814452,0.08251195938270284,0.10853141999938809
123,123,123,123,2019-08-01,129.05990600585938,118.10626220703124,114.59581756591795,0.09274397135375634,0.1262182926669324
124,124,124,124,2019-08-02,129.5949249267578,116.3041000366211,115.46873474121094,0.11427649486090163,0.12233779314553472
125,125,125,125,2019-08-05,126.63829803466795,126.24405670166016,116.46367645263672,0.003122850637947039,0.08736304650462445
126,126,126,126,2019-08-06,126.8541488647461,126.272216796875,115.8723373413086,0.004608551925616489,0.09477509279104246
127,127,127,127,2019-08-07,127.83970642089844,128.28085327148438,115.2716293334961,-0.003438914220911249,0.10903009838649225
128,128,128,128,2019-08-08,130.40211486816406,126.83538055419922,117.16764831542967,0.028120973015417494,0.11295324898137049
129,129,129,129,2019-08-09,129.82017517089844,129.05990600585938,118.10626220703124,0.0058908237931347696,0.09918113354001168
130,130,130,130,2019-08-12,130.00790405273438,129.5949249267578,116.3041000366211,0.0031866921193863806,0.11782735098589225
131,131,131,131,2019-08-13,129.6887969970703,126.63829803466795,126.24405670166016,0.024088281426265512,0.027286356169231585
132,132,132,132,2019-08-14,125.70906066894533,126.8541488647461,126.272216796875,-0.009026809182423157,-0.004459857775646614
133,133,133,133,2019-08-15,126.83538055419922,127.83970642089844,128.28085327148438,-0.007856134019837202,-0.011268031669746215
134,134,134,134,2019-08-16,128.60000610351562,130.40211486816406,126.83538055419922,-0.013819628358561209,0.013912723260702142
135,135,135,135,2019-08-19,130.0548553466797,129.82017517089844,129.05990600585938,0.0018077327000391996,0.007709205527975049
136,136,136,136,2019-08-20,129.48228454589844,130.00790405273438,129.5949249267578,-0.004042981160766401,-0.0008691727775839153
137,137,137,137,2019-08-21,128.99417114257812,129.6887969970703,126.63829803466795,-0.0053560976011511885,0.018603164638751224
138,138,138,138,2019-08-22,128.69383239746094,125.70906066894533,126.8541488647461,0.0237434892332542,0.014502352104197591
139,139,139,139,2019-08-23,125.43683624267578,126.83538055419922,127.83970642089844,-0.011026452598735359,-0.018795961329193478
140,140,140,140,2019-08-26,126.55378723144533,128.60000610351562,130.40211486816406,-0.015911499027637777,-0.029511236383009454
141,141,141,141,2019-08-27,126.24405670166016,130.0548553466797,129.82017517089844,-0.029301471558761172,-0.02754670808701798
142,142,142,142,2019-08-28,128.72198486328125,129.48228454589844,130.00790405273438,-0.0058718432817554955,-0.009891084690754837
143,143,143,143,2019-08-29,129.6981964111328,128.99417114257812,129.6887969970703,0.005457806832035228,7.247668480347969e-05
144,144,144,144,2019-08-30,130.65554809570312,128.69383239746094,125.70906066894533,0.015243276711067066,0.03934869452079015
145,145,145,145,2019-09-03,130.83387756347656,125.43683624267578,126.83538055419922,0.043025968148299176,0.03152509175126195
146,146,146,146,2019-09-04,129.5386505126953,126.55378723144533,128.60000610351562,0.023585728618229274,0.007298945292616432
147,147,147,147,2019-09-05,130.97467041015625,126.24405670166016,130.0548553466797,0.03747197160873461,0.007072516139629448
148,148,148,148,2019-09-06,131.16238403320312,128.72198486328125,129.48228454589844,0.018958681941658062,0.012975516250712582
149,149,149,149,2019-09-09,128.6657257080078,129.6981964111328,128.99417114257812,-0.007960563305384416,-0.002546203690144133
150,150,150,150,2019-09-10,130.01731872558594,130.65554809570312,128.69383239746094,-0.00488482409985147,0.010283991885776667
151,151,151,151,2019-09-11,131.67868041992188,130.83387756347656,125.43683624267578,0.006457065036809206,0.049760854659713694
152,152,152,152,2019-09-12,133.85626220703125,129.5386505126953,126.55378723144533,0.03333068298339881,0.057702540045134754
153,153,153,153,2019-09-13,130.27076721191406,130.97467041015625,126.24405670166016,-0.005374346016965514,0.031896238250405995
154,154,154,154,2019-09-16,129.21009826660156,131.16238403320312,128.72198486328125,-0.014884494369264867,0.003791997177784001
155,155,155,155,2019-09-17,130.31765747070312,128.6657257080078,129.6981964111328,0.01283894178970546,0.004776173275429896
156,156,156,156,2019-09-18,130.85267639160156,130.01731872558594,130.65554809570312,0.006424972259108985,0.0015087632999253309
157,157,157,157,2019-09-19,131.08734130859375,131.67868041992188,130.83387756347656,-0.004490773369252743,0.0019372944518456503
158,158,158,158,2019-09-20,133.3024444580078,133.85626220703125,129.5386505126953,-0.00413740634836246,0.029055374055665606
159,159,159,159,2019-09-23,132.9551544189453,130.27076721191406,130.97467041015625,0.0206062132317415,0.01512112229476914
160,160,160,160,2019-09-24,131.46278381347656,129.21009826660156,131.16238403320312,0.017434283984731458,0.0022902891136638015
161,161,161,161,2019-09-25,128.9285125732422,130.31765747070312,128.6657257080078,-0.01065968284285057,0.0020423998993386316
162,162,162,162,2019-09-26,128.4404296875,130.85267639160156,130.01731872558594,-0.0184348289283931,-0.01212829993375042
163,163,163,163,2019-09-27,126.11798858642578,131.08734130859375,131.67868041992188,-0.03790871546070629,-0.04222924938010553
164,164,164,164,2019-09-30,129.0704345703125,133.3024444580078,133.85626220703125,-0.03174742897553129,-0.03575348330970618
165,165,165,165,2019-10-01,125.6290283203125,132.9551544189453,130.27076721191406,-0.055102234513962456,-0.035631469676161154
166,166,166,166,2019-10-02,124.06819152832033,131.46278381347656,129.21009826660156,-0.05624856001564604,-0.03979492939995943
167,167,167,167,2019-10-03,124.99905395507812,128.9285125732422,130.31765747070312,-0.030477809289328417,-0.040812608351409985
168,168,168,168,2019-10-04,126.41886901855467,128.4404296875,130.85267639160156,-0.015739286094447524,-0.03388396397623439
169,169,169,169,2019-10-07,126.46587371826172,126.11798858642578,131.08734130859375,0.002758410086738161,-0.0352548731570701
170,170,170,170,2019-10-08,123.3817901611328,129.0704345703125,133.3024444580078,-0.04407395410201975,-0.07442214835002636
171,171,171,171,2019-10-09,125.45040893554688,125.6290283203125,132.9551544189453,-0.0014218002571045885,-0.05644569039986802
172,172,172,172,2019-10-10,126.06153869628906,124.06819152832033,131.46278381347656,0.016066544884824285,-0.0410857351450199
173,173,173,173,2019-10-11,128.2899932861328,124.99905395507812,128.9285125732422,0.02632771390603783,-0.004952506426742831
174,174,174,174,2019-10-14,127.16165161132812,126.41886901855467,128.4404296875,0.005875567457136688,-0.009956195874485818
175,175,175,175,2019-10-15,129.65338134765625,126.46587371826172,126.11798858642578,0.02520448825977839,0.02803242266116346
176,176,176,176,2019-10-16,128.4215850830078,123.3817901611328,129.0704345703125,0.04084715350047352,-0.005027096170124201
177,177,177,177,2019-10-17,130.23631286621094,125.45040893554688,125.6290283203125,0.038149767476030494,0.036673725869720064
178,178,178,178,2019-10-18,129.3900604248047,126.06153869628906,124.06819152832033,0.026403943367173888,0.042894708393243386
179,179,179,179,2019-10-21,129.38072204589844,128.2899932861328,124.99905395507812,0.008502056410065517,0.03505361002488061
180,180,180,180,2019-10-22,126.76676177978516,127.16165161132812,126.41886901855467,-0.003105416031792041,0.00275190534396752
181,181,181,181,2019-10-23,127.14285278320312,129.65338134765625,126.46587371826172,-0.01936338673436766,0.005353057271794581
182,182,182,182,2019-10-24,126.8325653076172,128.4215850830078,123.3817901611328,-0.012373463342346347,0.02796826940164987
183,183,183,183,2019-10-25,126.06153869628906,130.23631286621094,125.45040893554688,-0.03205537747533238,0.004871484803657955
184,184,184,184,2019-10-28,127.82926940917967,129.3900604248047,126.06153869628906,-0.012062680939329717,0.014022760083465924
185,185,185,185,2019-10-29,129.9354705810547,129.38072204589844,128.2899932861328,0.004287721743889028,0.012826232606091725
186,186,186,186,2019-10-30,129.82261657714844,126.76676177978516,127.16165161132812,0.024106120204220538,0.02092584464028202
187,187,187,187,2019-10-31,129.97305297851562,127.14285278320312,129.65338134765625,0.022260002299448134,0.0024655865318483627
188,188,188,188,2019-11-01,129.963623046875,126.8325653076172,128.4215850830078,0.024686544277203515,0.01200762288419388
189,189,189,189,2019-11-04,128.3745574951172,126.06153869628906,130.23631286621094,0.01834833068633812,-0.01429520945518703
190,190,190,190,2019-11-05,131.9288330078125,127.82926940917967,129.3900604248047,0.032070617453896055,0.0196210788886928
191,191,191,191,2019-11-06,134.6649932861328,129.9354705810547,129.38072204589844,0.036399011631914835,0.040842802209433815
192,192,192,192,2019-11-07,133.45204162597656,129.82261657714844,126.76676177978516,0.027956800937464665,0.052736851145609
193,193,193,193,2019-11-08,135.3984375,129.97305297851562,127.14285278320312,0.04174237964835048,0.06493156741475548
194,194,194,194,2019-11-11,134.75901794433594,129.963623046875,126.8325653076172,0.03689797794980931,0.062495405793410175
195,195,195,195,2019-11-12,135.90614318847656,128.3745574951172,126.06153869628906,0.058668834699943107,0.07809364056633794
196,196,196,196,2019-11-13,135.74632263183594,131.9288330078125,127.82926940917967,0.028935976594270052,0.061934588684176006
197,197,197,197,2019-11-14,136.3668670654297,134.6649932861328,129.9354705810547,0.012637833617833882,0.0494968499026065
198,198,198,198,2019-11-15,138.0123748779297,133.45204162597656,129.82261657714844,0.03417207557404245,0.06308421842595058
199,199,199,199,2019-11-18,136.32928466796875,135.3984375,129.97305297851562,0.006874873781085977,0.04890422702084107
200,200,200,200,2019-11-19,135.90614318847656,134.75901794433594,129.963623046875,0.008512419143737349,0.045724488147412146
201,201,201,201,2019-11-20,134.05384826660156,135.90614318847656,128.3745574951172,-0.013629221449586781,0.04424000271004158
202,202,202,202,2019-11-21,133.81875610351562,135.74632263183594,131.9288330078125,-0.014199769768704185,0.01432532261989472
203,203,203,203,2019-11-22,135.22914123535156,136.3668670654297,134.6649932861328,-0.008343125090145564,0.0041892695009464465
204,204,204,204,2019-11-25,136.41387939453125,138.0123748779297,133.45204162597656,-0.011582261987827414,0.022194023654248607
205,205,205,205,2019-11-26,136.20703125,136.32928466796875,135.3984375,-0.0008967509678239338,0.005971957763545088
206,206,206,206,2019-11-27,137.80548095703125,135.90614318847656,134.75901794433594,0.013975363614878278,0.02260674691139175
207,207,207,207,2019-11-29,136.6019287109375,134.05384826660156,135.90614318847656,0.019007887332472606,0.005119603177142773
208,208,208,208,2019-12-02,135.83096313476562,133.81875610351562,135.74632263183594,0.0150368086645003,0.0006235196747041982
209,209,209,209,2019-12-03,134.83424377441406,135.22914123535156,136.3668670654297,-0.0029202097811907857,-0.011238971195842384
210,210,210,210,2019-12-04,139.50733947753906,136.41387939453125,138.0123748779297,0.022677018619645217,0.010832105461062058
211,211,211,211,2019-12-05,138.80215454101562,136.20703125,136.32928466796875,0.01905278506696484,0.01813894849569242
212,212,212,212,2019-12-06,139.65782165527344,137.80548095703125,135.90614318847656,0.013441705550302219,0.027604921887850242
213,213,213,213,2019-12-09,137.95594787597656,136.6019287109375,134.05384826660156,0.009912152616119219,0.029108449028741434
214,214,214,214,2019-12-10,136.55494689941406,135.83096313476562,133.81875610351562,0.005330034831087405,0.0204469902095179
215,215,215,215,2019-12-11,138.22862243652344,134.83424377441406,135.22914123535156,0.02517445544314678,0.02218073097093476
216,216,216,216,2019-12-12,138.60472106933594,139.50733947753906,136.41387939453125,-0.006470042447827229,0.016060254898758508
217,217,217,217,2019-12-13,139.22523498535156,138.80215454101562,136.20703125,0.0030480826881611467,0.022158942219449917
218,218,218,218,2019-12-16,141.04000854492188,139.65782165527344,137.80548095703125,0.009896952947327176,0.02347169042499231
219,219,219,219,2019-12-17,140.9083709716797,137.95594787597656,136.6019287109375,0.021401201913797685,0.03152548650945497
220,220,220,220,2019-12-18,139.98690795898438,136.55494689941406,135.83096313476562,0.025132455011668497,0.030596446703358815
221,221,221,221,2019-12-19,139.9116668701172,138.22862243652344,134.83424377441406,0.012175802695036042,0.03765677734061357
222,222,222,222,2019-12-20,141.34088134765625,138.60472106933594,139.50733947753906,0.019740743729440346,0.013142977831731795
223,223,223,223,2019-12-23,142.2059326171875,139.22523498535156,138.80215454101562,0.021409176519971762,0.024522516148451245
224,224,224,224,2019-12-24,141.8580322265625,141.04000854492188,139.65782165527344,0.005799940669884984,0.015754295357119252
225,225,225,225,2019-12-26,141.5472412109375,140.9083709716797,137.95594787597656,0.004533940991952923,0.026032174692384613
226,226,226,226,2019-12-27,141.27415466308594,139.98690795898438,136.55494689941406,0.009195479226376868,0.03455903920601311
227,227,227,227,2019-12-30,140.08750915527344,139.9116668701172,138.22862243652344,0.0012568093075431275,0.013447914664733274
228,228,228,228,2019-12-31,140.96334838867188,141.34088134765625,138.60472106933594,-0.0026710811152772518,0.017016933486385666
229,229,229,229,2020-01-02,140.51136779785156,142.2059326171875,139.22523498535156,-0.011916273731684801,0.009237785180504998
230,230,230,230,2020-01-03,140.14402770996094,141.8580322265625,141.04000854492188,-0.012082534134296385,-0.006352671445532199
231,231,231,231,2020-01-06,139.33407592773438,141.5472412109375,140.9083709716797,-0.015635523972558407,-0.011172473523675341
232,232,232,232,2020-01-07,139.21168518066406,141.27415466308594,139.98690795898438,-0.014599057324678366,-0.0055378234266553195
233,233,233,233,2020-01-08,140.87863159179688,140.08750915527344,139.9116668701172,0.005647344586922065,0.006911251529705176
234,234,234,234,2020-01-09,139.94622802734375,140.96334838867188,141.34088134765625,-0.007215495183355514,-0.009867303125711158
235,235,235,235,2020-01-10,141.25531005859375,140.51136779785156,142.2059326171875,0.005294534331289569,-0.006684830520768736
236,236,236,236,2020-01-13,140.34181213378906,140.14402770996094,141.8580322265625,0.0014112939884778353,-0.010688292153608003
237,237,237,237,2020-01-14,139.70138549804688,139.33407592773438,141.5472412109375,0.0026361790385218686,-0.013040562974589442
238,238,238,238,2020-01-15,139.52244567871094,139.21168518066406,141.27415466308594,0.0022322874523326153,-0.012399359164827595
239,239,239,239,2020-01-16,140.10635375976562,140.87863159179688,140.08750915527344,-0.005481866364722809,0.00013452023385829293
240,240,240,240,2020-01-17,140.6808319091797,139.94622802734375,140.96334838867188,0.00524918672114838,-0.0020041839437100473
241,241,241,241,2020-01-21,140.7750244140625,141.25531005859375,140.51136779785156,-0.0034001245286426895,0.0018764077265993606
242,242,242,242,2020-01-22,142.18765258789062,140.34181213378906,140.14402770996094,0.013152462733927894,0.014582318713995734
243,243,243,243,2020-01-23,140.80325317382812,139.70138549804688,139.33407592773438,0.007887306713909803,0.010544278105061311
