,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,STX,STX_6m,STX_12m,STX_6m_ret,STX_12m_ret
0,0,0,0,2019-02-05,36.29562377929688,,,,
1,1,1,1,2019-02-06,36.36798858642578,,,,
2,2,2,2,2019-02-07,35.74885177612305,,,,
3,3,3,3,2019-02-08,36.19913101196289,,,,
4,4,4,4,2019-02-11,35.90163040161133,,,,
5,5,5,5,2019-02-12,36.49663925170898,,,,
6,6,6,6,2019-02-13,36.77805709838867,36.29562377929688,,0.013291776496949792,
7,7,7,7,2019-02-14,36.80218505859375,36.36798858642578,,0.011938974055057505,
8,8,8,8,2019-02-15,36.753936767578125,35.74885177612305,,0.028115168502457655,
9,9,9,9,2019-02-19,36.8986701965332,36.19913101196289,,0.019324750760981946,
10,10,10,10,2019-02-20,36.8986701965332,35.90163040161133,,0.02777143499525092,
11,11,11,11,2019-02-21,36.27149963378906,36.49663925170898,,-0.006168776702073275,
12,12,12,12,2019-02-22,37.79922866821289,36.77805709838867,36.29562377929688,0.027765783469539507,0.04142661655462909
13,13,13,13,2019-02-25,38.63546371459961,36.80218505859375,36.36798858642578,0.04981439697363199,0.062348103821726175
14,14,14,14,2019-02-26,38.17713928222656,36.753936767578125,35.74885177612305,0.03872245097575222,0.06792630771222119
15,15,15,15,2019-02-27,37.64646530151367,36.8986701965332,36.19913101196289,0.020266180352773944,0.03998256999795036
16,16,16,16,2019-02-28,37.43739700317383,36.8986701965332,35.90163040161133,0.014600168617763476,0.04277707124670238
17,17,17,17,2019-03-01,37.26854705810547,36.27149963378906,36.49663925170898,0.027488453314116645,0.021150106481663045
18,18,18,18,2019-03-04,37.324825286865234,37.79922866821289,36.77805709838867,-0.012550610106671356,0.0148666958402357
19,19,19,19,2019-03-05,37.22030258178711,38.63546371459961,36.80218505859375,-0.03662855306374224,0.011361214627002791
20,20,20,20,2019-03-06,37.196170806884766,38.17713928222656,36.753936767578125,-0.025695180251457117,0.012032290366694731
21,21,21,21,2019-03-07,36.335819244384766,37.64646530151367,36.8986701965332,-0.034814584759334855,-0.015253963060200437
22,22,22,22,2019-03-08,37.16401290893555,37.43739700317383,36.8986701965332,-0.007302433291906052,0.00719111856847543
23,23,23,23,2019-03-11,39.10181427001953,37.26854705810547,36.27149963378906,0.049190734724801954,0.07803136525388821
24,24,24,24,2019-03-12,38.65958404541016,37.324825286865234,37.79922866821289,0.035760616380289934,0.022761188720255232
25,25,25,25,2019-03-13,38.33795166015625,37.22030258178711,38.63546371459961,0.030027941764128485,-0.007700491357916173
26,26,26,26,2019-03-14,37.9439582824707,37.196170806884766,38.17713928222656,0.0201038832590672,-0.006107869896485818
27,27,27,27,2019-03-15,38.33795166015625,36.335819244384766,37.64646530151367,0.0551007919294646,0.01836789597919508
28,28,28,28,2019-03-18,38.723907470703125,37.16401290893555,37.43739700317383,0.04197325422283771,0.03436431404192519
29,29,29,29,2019-03-19,38.5039291381836,39.10181427001953,37.26854705810547,-0.0152904703527873,0.033148114901073056
30,30,30,30,2019-03-20,37.64846420288086,38.65958404541016,37.324825286865234,-0.02615444184142346,0.008670875577534654
31,31,31,31,2019-03-21,39.90526580810547,38.33795166015625,37.22030258178711,0.04088153070468015,0.07213706069203707
32,32,32,32,2019-03-22,38.23506927490234,37.9439582824707,37.196170806884766,0.007672130310298231,0.02793025318147202
33,33,33,33,2019-03-25,38.15359878540039,38.33795166015625,36.335819244384766,-0.004808626094321422,0.05002720672925354
34,34,34,34,2019-03-26,38.46319580078125,38.723907470703125,37.16401290893555,-0.00673257651282011,0.03495808956447033
35,35,35,35,2019-03-27,37.33071899414063,38.5039291381836,39.10181427001953,-0.03046988113427418,-0.04529445267292487
36,36,36,36,2019-03-28,37.469234466552734,37.64846420288086,38.65958404541016,-0.004760612155712107,-0.030790542843379454
37,37,37,37,2019-03-29,39.0172004699707,39.90526580810547,38.33795166015625,-0.022254339625383035,0.01771739961058949
38,38,38,38,2019-04-01,39.4571647644043,38.23506927490234,37.9439582824707,0.031962685374396616,0.03988003757195413
39,39,39,39,2019-04-02,39.726016998291016,38.15359878540039,38.33795166015625,0.041212841329461014,0.03620603809090173
40,40,40,40,2019-04-03,40.41038513183594,38.46319580078125,38.723907470703125,0.05062474114579785,0.04355132968977182
41,41,41,41,2019-04-04,40.10078811645508,37.33071899414063,38.5039291381836,0.07420347630457447,0.041472624067550035
