,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,TRMB,TRMB_6m,TRMB_12m,TRMB_6m_ret,TRMB_12m_ret
245,245,245,245,2020-01-27,43.04999923706055,43.93000030517578,41.31999969482422,-0.02003189305718156,0.041868333858023465
246,246,246,246,2020-01-28,43.369998931884766,44.13999938964844,42.34999847412109,-0.01744450540124498,0.02408501758003534
247,247,247,247,2020-01-29,43.41999816894531,44.18000030517578,42.09999847412109,-0.017202402240396375,0.03135391312747027
248,248,248,248,2020-01-30,43.43000030517578,44.2400016784668,42.77000045776367,-0.01830925277033324,0.015431373400705883
249,249,249,249,2020-01-31,42.52000045776367,44.38999938964844,42.720001220703125,-0.042126581608398106,-0.0046816656653682065
250,250,250,250,2020-02-03,43.5099983215332,44.08000183105469,42.650001525878906,-0.012931113562702046,0.020164050759352792
251,251,251,251,2020-02-04,44.310001373291016,43.04999923706055,43.93000030517578,0.02926834282370372,0.008650149453116818
252,252,252,252,2020-02-05,45.0099983215332,43.369998931884766,44.13999938964844,0.037814144109714176,0.019709989667303862
253,253,253,253,2020-02-06,44.54999923706055,43.41999816894531,44.18000030517578,0.026024899027366377,0.008374806005635449
254,254,254,254,2020-02-07,43.38999938964844,43.43000030517578,44.2400016784668,-0.0009210434088479102,-0.01921343256259611
255,255,255,255,2020-02-10,43.83000183105469,42.52000045776367,44.38999938964844,0.030809063010059923,-0.012615399105509795
256,256,256,256,2020-02-11,43.790000915527344,43.5099983215332,44.08000183105469,0.006435362095970731,-0.006578967864811602
257,257,257,257,2020-02-12,44.11000061035156,44.310001373291016,43.04999923706055,-0.004513670881084897,0.024622564275877945
258,258,258,258,2020-02-13,44.900001525878906,45.0099983215332,43.369998931884766,-0.0024438302545253254,0.03527790250576457
259,259,259,259,2020-02-14,45.36000061035156,44.54999923706055,43.41999816894531,0.018181849319027332,0.044679929139052055
260,260,260,260,2020-02-18,45.619998931884766,43.38999938964844,43.43000030517578,0.05139432066386118,0.050425940854713636
261,261,261,261,2020-02-19,45.970001220703125,43.83000183105469,42.52000045776367,0.048824989738699864,0.0811383049340848
262,262,262,262,2020-02-20,46.130001068115234,43.790000915527344,43.5099983215332,0.05343686009739623,0.0602161077373653
263,263,263,263,2020-02-21,45.38999938964844,44.11000061035156,44.310001373291016,0.029018335107356297,0.024373685012079926
264,264,264,264,2020-02-24,44.27000045776367,44.900001525878906,45.0099983215332,-0.0140312037128133,-0.016440744087197867
265,265,265,265,2020-02-25,42.84000015258789,45.36000061035156,44.54999923706055,-0.055555564899807064,-0.038383818490621446
266,266,266,266,2020-02-26,42.72999954223633,45.619998931884766,43.38999938964844,-0.06334939625850267,-0.015210874779813088
267,267,267,267,2020-02-27,40.16999816894531,45.970001220703125,43.83000183105469,-0.1261693038447368,-0.08350452907159511
268,268,268,268,2020-02-28,39.47999954223633,46.130001068115234,43.790000915527344,-0.14415784461091952,-0.09842432708793913
269,269,269,269,2020-03-02,41.0,45.38999938964844,44.11000061035156,-0.09671732647455411,-0.07050556715752387
270,270,270,270,2020-03-03,39.790000915527344,44.27000045776367,44.900001525878906,-0.10119718761942476,-0.11380847297758612
271,271,271,271,2020-03-04,40.56999969482422,42.84000015258789,45.36000061035156,-0.052987872308085104,-0.10559966602897752
272,272,272,272,2020-03-05,40.27000045776367,42.72999954223633,45.619998931884766,-0.05757077254449949,-0.11727309512017259
273,273,273,273,2020-03-06,40.0,40.16999816894531,45.970001220703125,-0.004231968551015153,-0.1298673278697775
274,274,274,274,2020-03-09,36.13999938964844,39.47999954223633,46.130001068115234,-0.08459980221161623,-0.21656192168119903
275,275,275,275,2020-03-10,35.66999816894531,41.0,45.38999938964844,-0.13000004465987047,-0.21414411437334924
276,276,276,276,2020-03-11,33.22999954223633,39.790000915527344,44.27000045776367,-0.16486557482664177,-0.24937882993835048
277,277,277,277,2020-03-12,27.049999237060547,40.56999969482422,42.84000015258789,-0.3332511846059616,-0.36858078569762787
278,278,278,278,2020-03-13,28.350000381469727,40.27000045776367,42.72999954223633,-0.2960019851203126,-0.3365316947067303
279,279,279,279,2020-03-16,24.21999931335449,40.0,40.16999816894531,-0.3945000171661378,-0.39706247405113093
280,280,280,280,2020-03-17,22.09000015258789,36.13999938964844,39.47999954223633,-0.38876589580366405,-0.4404761801236685
281,281,281,281,2020-03-18,21.31999969482422,35.66999816894531,41.0,-0.402298828448339,-0.4800000074433117
282,282,282,282,2020-03-19,25.32999992370605,33.22999954223633,39.790000915527344,-0.23773697644771674,-0.36340790799475786
283,283,283,283,2020-03-20,26.0,27.049999237060547,40.56999969482422,-0.03881697843532539,-0.3591323589948907
284,284,284,284,2020-03-23,26.540000915527344,28.350000381469727,40.27000045776367,-0.06384477748104178,-0.3409485817274014
285,285,285,285,2020-03-24,28.520000457763672,24.21999931335449,40.0,0.1775392760658847,-0.28699998855590825
286,286,286,286,2020-03-25,28.790000915527344,22.09000015258789,36.13999938964844,0.3033046951860041,-0.20337572214310418
287,287,287,287,2020-03-26,30.63999938964844,21.31999969482422,35.66999816894531,0.43714820957932776,-0.14101483144106364
288,288,288,288,2020-03-27,29.850000381469727,25.32999992370605,33.22999954223633,0.17844455078475785,-0.10171529363009835
289,289,289,289,2020-03-30,31.030000686645508,26.0,27.049999237060547,0.19346156487098098,0.14713499304399447
290,290,290,290,2020-03-31,31.82999992370605,26.540000915527344,28.350000381469727,0.19932173420098764,0.12275130495274844
291,291,291,291,2020-04-01,29.100000381469727,28.520000457763672,24.21999931335449,0.020336602889084787,0.20148642470953715
292,292,292,292,2020-04-02,29.88999938964844,28.790000915527344,22.09000015258789,0.03820765679544791,0.35310091367956664
293,293,293,293,2020-04-03,28.459999084472656,30.63999938964844,21.31999969482422,-0.07114883644261061,0.3348967866721775
294,294,294,294,2020-04-06,31.13999938964844,29.850000381469727,25.32999992370605,0.04321604662288436,0.22937226543395606
295,295,295,295,2020-04-07,32.0099983215332,31.030000686645508,26.0,0.031582262752235746,0.23115378159743094
296,296,296,296,2020-04-08,33.2400016784668,31.82999992370605,26.540000915527344,0.044297887469067154,0.2524491534218294
297,297,297,297,2020-04-09,34.459999084472656,29.100000381469727,28.520000457763672,0.18419239287763256,0.2082748433158601
298,298,298,298,2020-04-13,32.189998626708984,29.88999938964844,28.790000915527344,0.07694878835819186,0.11809647805005508
299,299,299,299,2020-04-14,32.56999969482422,28.459999084472656,30.63999938964844,0.14441323761650837,0.06298956735057315
300,300,300,300,2020-04-15,32.189998626708984,31.13999938964844,29.850000381469727,0.033718665948644366,0.07839190001122676
301,301,301,301,2020-04-16,31.34000015258789,32.0099983215332,31.030000686645508,-0.020930902970232368,0.00999031450475596
302,302,302,302,2020-04-17,32.459999084472656,33.2400016784668,31.82999992370605,-0.023465780824536875,0.01979262212619104
303,303,303,303,2020-04-20,32.31999969482422,34.459999084472656,29.100000381469727,-0.062100970589192506,0.11065289591559324
304,304,304,304,2020-04-21,31.68000030517578,32.189998626708984,29.88999938964844,-0.015843378169952516,0.05988628143456087
305,305,305,305,2020-04-22,32.18000030517578,32.56999969482422,28.459999084472656,-0.011974190767659487,0.13070981519225344
306,306,306,306,2020-04-23,32.90999984741211,32.189998626708984,31.13999938964844,0.022367233657031527,0.056840092885552584
307,307,307,307,2020-04-24,32.630001068115234,31.34000015258789,32.0099983215332,0.04116148402190811,0.01936903402350243
308,308,308,308,2020-04-27,34.349998474121094,32.459999084472656,33.2400016784668,0.05822549115697684,0.033393403718549264
309,309,309,309,2020-04-28,34.22999954223633,32.31999969482422,34.459999084472656,0.059096530490313715,-0.006674392000781126
310,310,310,310,2020-04-29,35.709999084472656,31.68000030517578,32.189998626708984,0.12720955620188135,0.10935074892619046
311,311,311,311,2020-04-30,34.630001068115234,32.18000030517578,32.56999969482422,0.07613426785907773,0.06324843084411746
312,312,312,312,2020-05-01,32.86000061035156,32.90999984741211,32.189998626708984,-0.0015192718715396625,0.020813979876552757
313,313,313,313,2020-05-04,32.11000061035156,32.630001068115234,31.34000015258789,-0.015936268487339866,0.024569255073857654
314,314,314,314,2020-05-05,32.83000183105469,34.349998474121094,32.459999084472656,-0.044250268139358284,0.01139872942137643
315,315,315,315,2020-05-06,31.86000061035156,34.22999954223633,32.31999969482422,-0.06923748067715962,-0.01423264507475619
316,316,316,316,2020-05-07,36.45000076293945,35.709999084472656,31.68000030517578,0.020722534232395562,0.15056819481735806
317,317,317,317,2020-05-08,37.0,34.630001068115234,32.18000030517578,0.06843773776452133,0.1497824626822324
318,318,318,318,2020-05-11,37.11000061035156,32.86000061035156,32.90999984741211,0.12933657702553925,0.1276208077305634
319,319,319,319,2020-05-12,35.5,32.11000061035156,32.630001068115234,0.10557456634104123,0.08795583321905598
320,320,320,320,2020-05-13,34.369998931884766,32.83000183105469,34.349998474121094,0.04690822464022393,0.0005822549825944545
321,321,321,321,2020-05-14,34.880001068115234,31.86000061035156,34.22999954223633,0.0947897175112562,0.018989235599517595
322,322,322,322,2020-05-15,35.400001525878906,36.45000076293945,35.709999084472656,-0.0288065628280626,-0.008680973579989315
323,323,323,323,2020-05-18,38.63999938964844,37.0,34.630001068115234,0.044324307828336185,0.11579550094860713
324,324,324,324,2020-05-19,39.2400016784668,37.11000061035156,32.86000061035156,0.05739695589013505,0.19415705872219013
325,325,325,325,2020-05-20,39.52999877929688,35.5,32.11000061035156,0.11352109237455998,0.23108059881360687
326,326,326,326,2020-05-21,39.380001068115234,34.369998931884766,32.83000183105469,0.14576672365220045,0.19951260651057123
327,327,327,327,2020-05-22,39.33000183105469,34.880001068115234,31.86000061035156,0.12758029319578545,0.23446331065907344
328,328,328,328,2020-05-26,41.220001220703125,35.400001525878906,36.45000076293945,0.1644067639536555,0.13086420735040338
329,329,329,329,2020-05-27,42.540000915527344,38.63999938964844,37.0,0.1009317181025553,0.14972975447371195
330,330,330,330,2020-05-28,41.9900016784668,39.2400016784668,37.11000061035156,0.07008154644165265,0.13150096976161185
331,331,331,331,2020-05-29,39.119998931884766,39.52999877929688,35.5,-0.010371865926463109,0.10197180089816249
332,332,332,332,2020-06-01,40.06999969482422,39.380001068115234,34.369998931884766,0.017521549212644816,0.16584233168688312
333,333,333,333,2020-06-02,40.380001068115234,39.33000183105469,34.880001068115234,0.0266971570855985,0.15768348140985866
334,334,334,334,2020-06-03,42.220001220703125,41.220001220703125,35.400001525878906,0.024260067209744385,0.19265535030665215
335,335,335,335,2020-06-04,43.060001373291016,42.540000915527344,38.63999938964844,0.012223799872413066,0.11438928709783269
336,336,336,336,2020-06-05,45.119998931884766,41.9900016784668,39.2400016784668,0.07454148912366176,0.1498470183971643
337,337,337,337,2020-06-08,45.18000030517578,39.119998931884766,39.52999877929688,0.154908014794239,0.14292946370739545
338,338,338,338,2020-06-09,43.93000030517578,40.06999969482422,39.380001068115234,0.0963314359807732,0.11554086118967977
339,339,339,339,2020-06-10,43.9900016784668,40.380001068115234,39.33000183105469,0.08940070616298423,0.1184846079445796
340,340,340,340,2020-06-11,40.97999954223633,42.220001220703125,41.220001220703125,-0.029370005746440997,-0.00582245685005589
341,341,341,341,2020-06-12,41.130001068115234,43.060001373291016,42.540000915527344,-0.04482118540694957,-0.03314527073499551
342,342,342,342,2020-06-15,42.22999954223633,45.119998931884766,41.9900016784668,-0.064051406428695,0.00571559547930689
343,343,343,343,2020-06-16,43.0099983215332,45.18000030517578,39.119998931884766,-0.0480301453958597,0.09943761492482794
344,344,344,344,2020-06-17,43.02000045776367,43.93000030517578,40.06999969482422,-0.020714769885965434,0.0736211825656814
345,345,345,345,2020-06-18,43.0,43.9900016784668,40.380001068115234,-0.02250515209576376,0.06488357757755403
346,346,346,346,2020-06-19,43.0,40.97999954223633,42.220001220703125,0.04929234944675254,0.018474627113804765
347,347,347,347,2020-06-22,43.29999923706055,41.130001068115234,43.060001373291016,0.05275949702387761,0.005573568418843378
348,348,348,348,2020-06-23,43.65999984741211,42.22999954223633,45.119998931884766,0.03386219087560183,-0.032358136503432555
349,349,349,349,2020-06-24,42.66999816894531,43.0099983215332,45.18000030517578,-0.007905142196149906,-0.05555560246295366
350,350,350,350,2020-06-25,43.16999816894531,43.02000045776367,43.93000030517578,0.003486697107985881,-0.017300298906233524
351,351,351,351,2020-06-26,42.369998931884766,43.0,43.9900016784668,-0.014651187630586815,-0.036826612520340696
352,352,352,352,2020-06-29,42.63999938964844,43.0,40.97999954223633,-0.008372107217478164,0.040507561394704794
353,353,353,353,2020-06-30,43.18999862670898,43.29999923706055,41.130001068115234,-0.002540429845029224,0.05008503537800024
354,354,354,354,2020-07-01,42.75,43.65999984741211,42.22999954223633,-0.020842873353011493,0.012313532166714714
355,355,355,355,2020-07-02,42.52000045776367,42.66999816894531,43.0099983215332,-0.003515296874111562,-0.011392650148610017
356,356,356,356,2020-07-06,43.43000030517578,43.16999816894531,43.02000045776367,0.0060227506893317795,0.009530447304728407
357,357,357,357,2020-07-07,42.040000915527344,42.369998931884766,43.0,-0.0077884829992074245,-0.022325560104015207
358,358,358,358,2020-07-08,42.400001525878906,42.63999938964844,43.0,-0.005628467804992376,-0.013953452886537043
359,359,359,359,2020-07-09,42.380001068115234,43.18999862670898,43.29999923706055,-0.018754285351906375,-0.02124707125070535
360,360,360,360,2020-07-10,42.540000915527344,42.75,43.65999984741211,-0.004912259285910103,-0.02565274704074816
361,361,361,361,2020-07-13,41.65999984741211,42.52000045776367,42.66999816894531,-0.020225790242072716,-0.023669987458969866
362,362,362,362,2020-07-14,42.9900016784668,43.43000030517578,43.16999816894531,-0.010131213990724919,-0.00416948107743953
363,363,363,363,2020-07-15,44.310001373291016,42.040000915527344,42.369998931884766,0.05399620381371717,0.0457871722990848
364,364,364,364,2020-07-16,43.5099983215332,42.400001525878906,42.63999938964844,0.026179168766699457,0.020403352353142168
365,365,365,365,2020-07-17,43.95000076293945,42.380001068115234,43.18999862670898,0.0370457681749663,0.01759671591562606
366,366,366,366,2020-07-20,44.36000061035156,42.540000915527344,42.75,0.04278325471685429,0.03766083299067979
367,367,367,367,2020-07-21,44.84000015258789,41.65999984741211,42.52000045776367,0.07633222075907709,0.054562551031219764
368,368,368,368,2020-07-22,44.43999862670898,42.9900016784668,43.43000030517578,0.033728701829022434,0.023255775142438262
369,369,369,369,2020-07-23,45.310001373291016,44.310001373291016,42.040000915527344,0.02256826831431269,0.07778307294365239
370,370,370,370,2020-07-24,44.02999877929688,43.5099983215332,42.400001525878906,0.011951286550758722,0.03844333006504974
371,371,371,371,2020-07-27,45.060001373291016,43.95000076293945,42.380001068115234,0.02525598614522817,0.06323738172796056
372,372,372,372,2020-07-28,44.720001220703125,44.36000061035156,42.540000915527344,0.008115432944055367,0.05124589229569265
373,373,373,373,2020-07-29,45.56999969482422,44.84000015258789,41.65999984741211,0.016280096783054976,0.09385501348375525
374,374,374,374,2020-07-30,45.540000915527344,44.43999862670898,42.9900016784668,0.024752527515994327,0.05931609996511855
375,375,375,375,2020-07-31,44.5099983215332,45.310001373291016,44.310001373291016,-0.01765621336373191,0.004513584789973324
376,376,376,376,2020-08-03,45.540000915527344,44.02999877929688,43.5099983215332,0.03429484846909592,0.04665600258112379
377,377,377,377,2020-08-04,45.130001068115234,45.060001373291016,43.95000076293945,0.0015534774232321968,0.026848698172738272
378,378,378,378,2020-08-05,45.91999816894531,44.720001220703125,44.36000061035156,0.026833562510875986,0.03516676143213848
379,379,379,379,2020-08-06,49.04999923706055,45.56999969482422,44.84000015258789,0.07636602074920762,0.09388936374099632
380,380,380,380,2020-08-07,49.16999816894531,45.540000915527344,44.43999862670898,0.07971008301364102,0.10643563655273258
381,381,381,381,2020-08-10,48.40999984741211,44.5099983215332,45.310001373291016,0.08762079696579428,0.06841753211573409
382,382,382,382,2020-08-11,47.959999084472656,45.540000915527344,44.02999877929688,0.05314005534242727,0.08925733395713098
383,383,383,383,2020-08-12,49.5099983215332,45.130001068115234,45.060001373291016,0.09705289496464209,0.09875714186906115
384,384,384,384,2020-08-13,50.060001373291016,45.91999816894531,44.720001220703125,0.0901568678011293,0.11940966025993172
385,385,385,385,2020-08-14,50.380001068115234,49.04999923706055,45.56999969482422,0.02711522633520813,0.1055519290213498
386,386,386,386,2020-08-17,50.83000183105469,49.16999816894531,45.540000915527344,0.0337604987579152,0.11616163393013146
387,387,387,387,2020-08-18,51.7599983215332,48.40999984741211,44.5099983215332,0.06920054709110213,0.16288475114348788
388,388,388,388,2020-08-19,50.65999984741211,47.959999084472656,45.540000915527344,0.056296931077582046,0.11242860845308078
389,389,389,389,2020-08-20,50.63999938964844,49.5099983215332,45.130001068115234,0.022823694332943845,0.12209169490638616
390,390,390,390,2020-08-21,50.70000076293945,50.060001373291016,45.91999816894531,0.012784645866787736,0.10409413729521333
391,391,391,391,2020-08-24,52.18999862670898,50.380001068115234,49.04999923706055,0.03592690591940584,0.06401629844014245
392,392,392,392,2020-08-25,52.56999969482422,50.83000183105469,49.16999816894531,0.034231709641735275,0.06914788799049165
393,393,393,393,2020-08-26,52.59999847412109,51.7599983215332,48.40999984741211,0.016228751542258557,0.0865523371186907
394,394,394,394,2020-08-27,52.040000915527344,50.65999984741211,47.959999084472656,0.027240447537935086,0.08507093221308293
395,395,395,395,2020-08-28,52.02000045776367,50.63999938964844,49.5099983215332,0.027251206254898408,0.050696873789607855
396,396,396,396,2020-08-31,52.40999984741211,50.70000076293945,50.060001373291016,0.03372779208560939,0.04694363583008032
397,397,397,397,2020-09-01,53.40999984741211,52.18999862670898,50.380001068115234,0.02337614969927926,0.06014288834968906
398,398,398,398,2020-09-02,54.310001373291016,52.56999969482422,50.83000183105469,0.033098757629213216,0.0684634943316138
399,399,399,399,2020-09-03,50.900001525878906,52.59999847412109,51.7599983215332,-0.03231933455432645,-0.016615085462561185
400,400,400,400,2020-09-04,49.959999084472656,52.040000915527344,50.65999984741211,-0.03996928890203133,-0.013817622681560504
401,401,401,401,2020-09-08,49.13999938964844,52.02000045776367,50.63999938964844,-0.05536334184490399,-0.029620853437581585
402,402,402,402,2020-09-09,50.11000061035156,52.40999984741211,50.70000076293945,-0.043884740388414945,-0.011637083702357054
403,403,403,403,2020-09-10,49.15999984741211,53.40999984741211,52.18999862670898,-0.07957311387646304,-0.058057077199197726
404,404,404,404,2020-09-11,50.15999984741211,54.310001373291016,52.56999969482422,-0.0764132097392991,-0.045843634418917145
405,405,405,405,2020-09-14,50.43000030517578,50.900001525878906,52.59999847412109,-0.009233815454095073,-0.041254719237547754
406,406,406,406,2020-09-15,52.08000183105469,49.959999084472656,52.040000915527344,0.04243400291095911,0.0007686570873099985
407,407,407,407,2020-09-16,51.310001373291016,49.13999938964844,52.02000045776367,0.04415958507520257,-0.01364857897394911
408,408,408,408,2020-09-17,49.790000915527344,50.11000061035156,52.40999984741211,-0.006385944740102678,-0.04999043960146343
409,409,409,409,2020-09-18,49.34999847412109,49.15999984741211,53.40999984741211,0.003864902914945345,-0.07601575332129018
410,410,410,410,2020-09-21,47.79999923706055,50.15999984741211,54.310001373291016,-0.04704945409750283,-0.11986746403272985
411,411,411,411,2020-09-22,48.54999923706055,50.43000030517578,50.900001525878906,-0.037279418138775666,-0.04616900232554133
412,412,412,412,2020-09-23,47.63999938964844,52.08000183105469,49.959999084472656,-0.0852535001018132,-0.046437144462343816
413,413,413,413,2020-09-24,47.08000183105469,51.310001373291016,49.13999938964844,-0.08244005903375828,-0.04192099275906169
414,414,414,414,2020-09-25,47.84999847412109,49.790000915527344,50.11000061035156,-0.03896369563635127,-0.045100820369250005
415,415,415,415,2020-09-28,48.70000076293945,49.34999847412109,49.15999984741211,-0.013171179965131952,-0.009357182382026985
416,416,416,416,2020-09-29,48.91999816894531,47.79999923706055,50.15999984741211,0.02343094037157223,-0.024720926679404176
417,417,417,417,2020-09-30,48.70000076293945,48.54999923706055,50.43000030517578,0.0030896298297860003,-0.03430496791130844
418,418,418,418,2020-10-01,48.869998931884766,47.63999938964844,52.08000183105469,0.025818630520461072,-0.06163599820105681
419,419,419,419,2020-10-02,49.33000183105469,47.08000183105469,51.310001373291016,0.04779099219396943,-0.03858895905754156
420,420,420,420,2020-10-05,50.720001220703125,47.84999847412109,49.790000915527344,0.05997916067090858,0.018678455273652306
421,421,421,421,2020-10-06,48.93000030517578,48.70000076293945,49.34999847412109,0.004722783134150532,-0.008510601457577538
422,422,422,422,2020-10-07,50.5099983215332,48.91999816894531,47.79999923706055,0.0325020484893892,0.056694542421070304
423,423,423,423,2020-10-08,51.09999847412109,48.70000076293945,48.54999923706055,0.04928126639800845,0.05252315709850719
424,424,424,424,2020-10-09,51.380001068115234,48.869998931884766,47.63999938964844,0.051360797853278406,0.07850549383674954
425,425,425,425,2020-10-12,52.310001373291016,49.33000183105469,47.08000183105469,0.06040947560558019,0.11108749657665773
426,426,426,426,2020-10-13,51.720001220703125,50.720001220703125,47.84999847412109,0.01971608785355894,0.08087780292563784
427,427,427,427,2020-10-14,50.540000915527344,48.93000030517578,48.70000076293945,0.03290416105272853,0.03778234340374231
428,428,428,428,2020-10-15,52.290000915527344,50.5099983215332,48.91999816894531,0.03524059895356002,0.06888803909893282
429,429,429,429,2020-10-16,52.34000015258789,51.09999847412109,48.70000076293945,0.024266178385402126,0.07474331278488333
430,430,430,430,2020-10-19,51.970001220703125,51.380001068115234,48.869998931884766,0.011483070072453305,0.06343364756645808
431,431,431,431,2020-10-20,51.91999816894531,52.310001373291016,49.33000183105469,-0.007455614492582252,0.05250347135118383
432,432,432,432,2020-10-21,50.7400016784668,51.720001220703125,50.720001220703125,-0.018948173223245046,0.0003943307823799369
433,433,433,433,2020-10-22,50.93999862670898,50.540000915527344,48.93000030517578,0.007914477719345392,0.04107905802159939
434,434,434,434,2020-10-23,50.08000183105469,52.290000915527344,50.5099983215332,-0.0422642770277023,-0.00851309651093779
435,435,435,435,2020-10-26,49.22999954223633,52.34000015258789,51.09999847412109,-0.05941919375783178,-0.03659489212767386
436,436,436,436,2020-10-27,50.65999984741211,51.970001220703125,51.380001068115234,-0.025206875938443396,-0.014013258188698918
437,437,437,437,2020-10-28,47.880001068115234,51.91999816894531,52.310001373291016,-0.07781196539499313,-0.08468744387068006
438,438,438,438,2020-10-29,48.47999954223633,50.7400016784668,51.720001220703125,-0.044540836844110254,-0.06264504257532477
439,439,439,439,2020-10-30,48.130001068115234,50.93999862670898,50.540000915527344,-0.05516289034841859,-0.047684998095670506
440,440,440,440,2020-11-02,50.7400016784668,50.08000183105469,52.290000915527344,0.013178910209281192,-0.029642363930429405
441,441,441,441,2020-11-03,52.68000030517578,49.22999954223633,52.34000015258789,0.07007923613689182,0.0064959906686412605
442,442,442,442,2020-11-04,53.02999877929688,50.65999984741211,51.970001220703125,0.04678245043472584,0.020396335072077942
443,443,443,443,2020-11-05,55.83000183105469,47.880001068115234,51.91999816894531,0.16604011248098338,0.07530823959943911
444,444,444,444,2020-11-06,56.0,48.47999954223633,50.7400016784668,0.15511552245812554,0.10366571043621886
445,445,445,445,2020-11-09,57.540000915527344,48.130001068115234,50.93999862670898,0.1955121470721506,0.12956424159300695
446,446,446,446,2020-11-10,58.25,50.7400016784668,50.08000183105469,0.14800942201624556,0.1631389351084065
447,447,447,447,2020-11-11,57.400001525878906,52.68000030517578,49.22999954223633,0.08959759288838476,0.16595575989459865
448,448,448,448,2020-11-12,56.88999938964844,53.02999877929688,50.65999984741211,0.0727890005507319,0.12297669879591555
449,449,449,449,2020-11-13,58.11000061035156,55.83000183105469,47.880001068115234,0.04083823579652224,0.21365913354268495
450,450,450,450,2020-11-16,58.59000015258789,56.0,48.47999954223633,0.046250002724783856,0.20853961851925384
451,451,451,451,2020-11-17,57.310001373291016,57.540000915527344,48.130001068115234,-0.003997211306513204,0.19073343240079987
452,452,452,452,2020-11-18,56.84999847412109,58.25,50.7400016784668,-0.024034360959294676,0.12041774918283599
453,453,453,453,2020-11-19,57.7400016784668,57.400001525878906,52.68000030517578,0.0059233474485989035,0.09605165801021975
454,454,454,454,2020-11-20,58.310001373291016,56.88999938964844,53.02999877929688,0.024960485127039078,0.09956633444342944
455,455,455,455,2020-11-23,58.959999084472656,58.11000061035156,55.83000183105469,0.014627404322719473,0.05606299750606403
456,456,456,456,2020-11-24,60.59000015258789,58.59000015258789,56.0,0.03413551791758551,0.08196428843906944
457,457,457,457,2020-11-25,59.38999938964844,57.310001373291016,57.540000915527344,0.03629380503429536,0.03215151971994268
458,458,458,458,2020-11-27,60.45000076293945,56.84999847412109,58.25,0.06332458021889198,0.03776825344102064
459,459,459,459,2020-11-30,59.869998931884766,57.7400016784668,57.400001525878906,0.03688945603568139,0.04303131254956938
460,460,460,460,2020-12-01,60.72999954223633,58.310001373291016,56.88999938964844,0.041502282832285964,0.0674986850726984
461,461,461,461,2020-12-02,60.66999816894531,58.959999084472656,58.11000061035156,0.029002698626618306,0.04405433714859952
462,462,462,462,2020-12-03,61.0099983215332,60.59000015258789,58.59000015258789,0.006931806698920573,0.04130394542827842
463,463,463,463,2020-12-04,63.02000045776367,59.38999938964844,57.310001373291016,0.061121419522154996,0.0996335534400068
464,464,464,464,2020-12-07,63.08000183105469,60.45000076293945,56.84999847412109,0.04350704772410241,0.10958669347668648
465,465,465,465,2020-12-08,63.09999847412109,59.869998931884766,57.7400016784668,0.05395021880510065,0.09282986906550805
466,466,466,466,2020-12-09,63.2400016784668,60.72999954223633,58.310001373291016,0.041330514657501594,0.0845481081987074
467,467,467,467,2020-12-10,62.380001068115234,60.66999816894531,58.959999084472656,0.02818531318244233,0.05800546195298795
468,468,468,468,2020-12-11,62.84000015258789,61.0099983215332,60.59000015258789,0.029995113610891577,0.03713484063927508
469,469,469,469,2020-12-14,64.63999938964844,63.02000045776367,59.38999938964844,0.02570610790411676,0.08839872123176118
470,470,470,470,2020-12-15,65.30000305175781,63.08000183105469,60.45000076293945,0.0351934235298359,0.08023163321102533
471,471,471,471,2020-12-16,65.62000274658203,63.09999847412109,59.869998931884766,0.03993667723295524,0.09604148851312244
472,472,472,472,2020-12-17,65.97000122070312,63.2400016784668,60.72999954223633,0.04316887207113873,0.0862835784285243
473,473,473,473,2020-12-18,66.1500015258789,62.380001068115234,60.66999816894531,0.06043604349488629,0.09032476549073976
474,474,474,474,2020-12-21,66.62999725341797,62.84000015258789,61.0099983215332,0.060311856964150534,0.09211603157676551
475,475,475,475,2020-12-22,66.18000030517578,64.63999938964844,63.02000045776367,0.02382427181417901,0.050142809020288004
476,476,476,476,2020-12-23,66.58000183105469,65.30000305175781,63.08000183105469,0.019601818062432885,0.05548509667729484
477,477,477,477,2020-12-24,66.6500015258789,65.62000274658203,63.09999847412109,0.01569641475442518,0.056259954637142506
478,478,478,478,2020-12-28,66.43000030517578,65.97000122070312,63.2400016784668,0.006972852447489464,0.0504427346939047
479,479,479,479,2020-12-29,65.7699966430664,66.1500015258789,62.380001068115234,-0.005744593711972001,0.05434426926747715
480,480,480,480,2020-12-30,66.33000183105469,66.62999725341797,62.84000015258789,-0.004502407845257572,0.05553790054093555
481,481,481,481,2020-12-31,66.7699966430664,66.18000030517578,64.63999938964844,0.008915024707917496,0.032951690493967956
482,482,482,482,2021-01-04,66.29000091552734,66.58000183105469,65.30000305175781,-0.0043556759920676535,0.015160762902029834
483,483,483,483,2021-01-05,66.8499984741211,66.6500015258789,65.62000274658203,0.0030007043310349424,0.018744219385195438
484,484,484,484,2021-01-06,68.41000366210938,66.43000030517578,65.97000122070312,0.029805861024199354,0.036986545342680976
485,485,485,485,2021-01-07,71.83999633789062,65.7699966430664,66.1500015258789,0.09229131830074566,0.08601654846199369
486,486,486,486,2021-01-08,72.31999969482422,66.33000183105469,66.62999725341797,0.09030601083091039,0.08539700849401388
487,487,487,487,2021-01-11,73.08000183105469,66.7699966430664,66.18000030517578,0.09450360199536623,0.10426112865005943
