,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,SCHW,SCHW_6m,SCHW_12m,SCHW_6m_ret,SCHW_12m_ret
29,29,29,29,2019-03-19,42.69369888305664,40.87356948852539,43.69244766235352,0.044530717950685084,-0.022858613621626667
30,30,30,30,2019-03-20,41.59230041503906,41.06025314331055,42.60969543457031,0.012957720203807366,-0.02387707795502836
31,31,31,31,2019-03-21,40.89224243164063,41.4522819519043,42.82438659667969,-0.013510462968322479,-0.045117847997123706
32,32,32,32,2019-03-22,39.01609802246094,42.28300094604492,42.24567794799805,-0.07726279711680595,-0.07644758191625034
33,33,33,33,2019-03-25,39.04411315917969,42.42301940917969,41.0882568359375,-0.07964794342924253,-0.04975007055957459
34,34,34,34,2019-03-26,39.71615219116211,42.843048095703125,40.55621719360352,-0.0729849075527057,-0.020713593637966543
35,35,35,35,2019-03-27,39.11878204345703,42.69369888305664,40.87356948852539,-0.08373406224163782,-0.04293208219950029
36,36,36,36,2019-03-28,39.84683609008789,41.59230041503906,41.06025314331055,-0.04196604437681073,-0.029552108434098723
37,37,37,37,2019-03-29,39.91216659545898,40.89224243164063,41.4522819519043,-0.02396728029332318,-0.03715393420879132
38,38,38,38,2019-04-01,41.1909294128418,39.01609802246094,42.28300094604492,0.055741898872840645,-0.02582767326748303
39,39,39,39,2019-04-02,41.42428207397461,39.04411315917969,42.42301940917969,0.06096101876078386,-0.023542344442106566
40,40,40,40,2019-04-03,41.65763092041016,39.71615219116211,42.843048095703125,0.04888385762808323,-0.027668833754427746
41,41,41,41,2019-04-04,41.881649017333984,39.11878204345703,42.69369888305664,0.07062763280328332,-0.01902036803948426
42,42,42,42,2019-04-05,41.582950592041016,39.84683609008789,41.59230041503906,0.04356969517047782,-0.00022479696734123422
43,43,43,43,2019-04-08,41.797637939453125,39.91216659545898,40.89224243164063,0.04724051598363155,0.02214100900252758
44,44,44,44,2019-04-09,41.4896240234375,41.1909294128418,39.01609802246094,0.0072514656710460645,0.0633975750100022
45,45,45,45,2019-04-10,41.32161331176758,41.42428207397461,39.04411315917969,-0.002478468112584009,0.05833146070709061
46,46,46,46,2019-04-11,41.31227493286133,41.65763092041016,39.71615219116211,-0.008290341527310119,0.04018825222586386
47,47,47,47,2019-04-12,42.32967758178711,41.881649017333984,39.11878204345703,0.010697491024474592,0.08208066229575084
48,48,48,48,2019-04-15,42.03099060058594,41.582950592041016,39.84683609008789,0.010774608395169416,0.05481374996900601
49,49,49,49,2019-04-16,42.61903762817383,41.797637939453125,39.91216659545898,0.019651820753856075,0.06782069888991771
50,50,50,50,2019-04-17,43.02972412109375,41.4896240234375,41.1909294128418,0.03712012663181152,0.044640767626833
51,51,51,51,2019-04-18,42.51635360717773,41.32161331176758,41.42428207397461,0.028913205454877744,0.026363076884541314
52,52,52,52,2019-04-22,42.42301940917969,41.31227493286133,41.65763092041016,0.02688654832307069,0.018373308127671795
53,53,53,53,2019-04-23,42.52569580078125,42.32967758178711,41.881649017333984,0.004630751524516308,0.01537777997186085
54,54,54,54,2019-04-24,42.06831741333008,42.03099060058594,41.582950592041016,0.0008880783491127531,0.011672255440718038
55,55,55,55,2019-04-25,42.29233169555664,42.61903762817383,41.797637939453125,-0.007665727590273286,0.011835447659030773
56,56,56,56,2019-04-26,41.90965270996094,43.02972412109375,41.4896240234375,-0.026030178766211054,0.010123704333550032
57,57,57,57,2019-04-29,42.843048095703125,42.51635360717773,41.32161331176758,0.0076839724202086845,0.03681934614838167
58,58,58,58,2019-04-30,42.73103332519531,42.42301940917969,41.31227493286133,0.007260537328679151,0.03434229643948883
59,59,59,59,2019-05-01,42.52569580078125,42.52569580078125,42.32967758178711,0.0,0.004630751524516308
60,60,60,60,2019-05-02,42.82438659667969,42.06831741333008,42.03099060058594,0.01797241320400511,0.018876452464165583
61,61,61,61,2019-05-03,43.160404205322266,42.29233169555664,42.61903762817383,0.020525529687378974,0.012702458977876141
62,62,62,62,2019-05-06,43.17906951904297,41.90965270996094,43.02972412109375,0.03028936598132015,0.0034707496039001473
63,63,63,63,2019-05-07,42.6376953125,42.843048095703125,42.51635360717773,-0.004793141299013204,0.0028540007556476787
64,64,64,64,2019-05-08,42.54436874389648,42.73103332519531,42.42301940917969,-0.004368361042857649,0.0028604596374046665
65,65,65,65,2019-05-09,42.76837158203125,42.52569580078125,42.52569580078125,0.005706568150862346,0.005706568150862346
66,66,66,66,2019-05-10,42.7963752746582,42.82438659667969,42.06831741333008,-0.000654097448850699,0.017306560045527997
67,67,67,67,2019-05-13,40.89224243164063,43.160404205322266,42.29233169555664,-0.052551912231673215,-0.03310503837893397
68,68,68,68,2019-05-14,41.54816818237305,43.17906951904297,41.90965270996094,-0.03777064570487465,-0.008625328634660256
69,69,69,69,2019-05-15,40.04890441894531,42.6376953125,42.843048095703125,-0.06071601371933766,-0.0652181345854812
70,70,70,70,2019-05-16,40.9859504699707,42.54436874389648,42.73103332519531,-0.03663042418861484,-0.04083877031346361
71,71,71,71,2019-05-17,40.48931503295898,42.76837158203125,42.52569580078125,-0.05328836391867209,-0.047885889448159524
72,72,72,72,2019-05-20,40.80791091918945,42.7963752746582,42.82438659667969,-0.04646338253431981,-0.04708708840318987
73,73,73,73,2019-05-21,41.248313903808594,40.89224243164063,43.160404205322266,0.008707555540961254,-0.044301955385252945
74,74,74,74,2019-05-22,40.826656341552734,41.54816818237305,43.17906951904297,-0.017365671517773795,-0.054480404596323306
75,75,75,75,2019-05-23,39.86150741577149,40.04890441894531,42.6376953125,-0.004679204235239265,-0.06511111532603453
76,76,76,76,2019-05-24,40.526798248291016,40.9859504699707,42.54436874389648,-0.01120267351164872,-0.04742273901748528
77,77,77,77,2019-05-28,40.09575653076172,40.48931503295898,42.76837158203125,-0.009720058288881783,-0.06249045620414517
78,78,78,78,2019-05-29,40.07701873779297,40.80791091918945,42.7963752746582,-0.017910551286093646,-0.06354174902460719
79,79,79,79,2019-05-30,39.87086486816406,41.248313903808594,40.89224243164063,-0.0333940688789548,-0.024977294047495713
80,80,80,80,2019-05-31,38.99005508422852,40.826656341552734,41.54816818237305,-0.044985345896547235,-0.061569816674368116
81,81,81,81,2019-06-03,39.00880813598633,39.86150741577149,40.04890441894531,-0.02139154625767581,-0.025970655079067817
82,82,82,82,2019-06-04,41.07964324951172,40.526798248291016,40.9859504699707,0.013641467500927318,0.002285973082646109
83,83,83,83,2019-06-05,41.02342224121094,40.09575653076172,40.48931503295898,0.023136256569632474,0.013191312518307408
84,84,84,84,2019-06-06,41.16398620605469,40.07701873779297,40.80791091918945,0.02712196422027513,0.008725643603034738
85,85,85,85,2019-06-07,40.29254150390625,39.87086486816406,41.248313903808594,0.010576059414223682,-0.023171187121277526
86,86,86,86,2019-06-10,40.58301162719727,38.99005508422852,40.826656341552734,0.040855457616757684,-0.005967785172441009
87,87,87,87,2019-06-11,40.15198516845703,39.00880813598633,39.86150741577149,0.02930561293966072,0.007287174307176514
88,88,88,88,2019-06-12,39.44919967651367,41.07964324951172,40.526798248291016,-0.03968981821713913,-0.026589778081538507
89,89,89,89,2019-06-13,39.69283676147461,41.02342224121094,40.09575653076172,-0.032434775234321145,-0.010048937946288361
90,90,90,90,2019-06-14,38.42783737182617,41.16398620605469,40.07701873779297,-0.06646948185562418,-0.0411503005439775
91,91,91,91,2019-06-17,38.05302047729492,40.29254150390625,39.87086486816406,-0.055581528070008046,-0.04559330219898605
92,92,92,92,2019-06-18,38.33413314819336,40.58301162719727,38.99005508422852,-0.055414282696969575,-0.01682280095830091
93,93,93,93,2019-06-19,37.378360748291016,40.15198516845703,39.00880813598633,-0.06907813918861838,-0.04179690345861131
94,94,94,94,2019-06-20,37.5095329284668,39.44919967651367,41.07964324951172,-0.0491687224063424,-0.08690704296920493
95,95,95,95,2019-06-21,38.07176208496094,39.69283676147461,41.02342224121094,-0.04084048429834242,-0.07195060760398597
96,96,96,96,2019-06-24,36.68495559692383,38.42783737182617,41.16398620605469,-0.04535466719186643,-0.10880944781951296
97,97,97,97,2019-06-25,36.759910583496094,38.05302047729492,40.29254150390625,-0.03398179375985111,-0.08767456180612676
98,98,98,98,2019-06-26,37.17220306396485,38.33413314819336,40.58301162719727,-0.030310587166186398,-0.08404523041721779
99,99,99,99,2019-06-27,37.6688346862793,37.378360748291016,40.15198516845703,0.007771179157490593,-0.06184377862662871
100,100,100,100,2019-06-28,37.65947723388672,37.5095329284668,39.44919967651367,0.003997498601378879,-0.04536777570401451
101,101,101,101,2019-07-01,38.19358444213867,38.07176208496094,39.69283676147461,0.003199808742917476,-0.03777135729414771
102,102,102,102,2019-07-02,37.65947723388672,36.68495559692383,38.42783737182617,0.02656461268947563,-0.019994883670002905
103,103,103,103,2019-07-03,37.903099060058594,36.759910583496094,38.05302047729492,0.031098782842952533,-0.003939803341650117
104,104,104,104,2019-07-05,38.28728485107422,37.17220306396485,38.33413314819336,0.029997732046996628,-0.0012221039911880505
105,105,105,105,2019-07-08,37.4720573425293,37.6688346862793,37.378360748291016,-0.005223876591586629,0.002506706885013976
106,106,106,106,2019-07-09,37.73442840576172,37.65947723388672,37.5095329284668,0.001990233996332691,0.005995688555328282
107,107,107,107,2019-07-10,37.162845611572266,38.19358444213867,38.07176208496094,-0.026987224310614844,-0.02387376952399356
108,108,108,108,2019-07-11,37.91247177124024,37.65947723388672,36.68495559692383,0.006717951387967602,0.0334610238541313
109,109,109,109,2019-07-12,37.60324478149414,37.903099060058594,36.759910583496094,-0.00791107550570802,0.02294168251803841
110,110,110,110,2019-07-15,37.76254653930664,38.28728485107422,37.17220306396485,-0.013705289205245275,0.01588131524854597
111,111,111,111,2019-07-16,39.00880813598633,37.4720573425293,37.6688346862793,0.0410105796810063,0.035572468882216546
112,112,112,112,2019-07-17,38.61524200439453,37.73442840576172,37.65947723388672,0.023342439142348903,0.025379130054620003
113,113,113,113,2019-07-18,38.86824035644531,37.162845611572266,38.19358444213867,0.045889778266656744,0.017664116216395076
114,114,114,114,2019-07-19,40.03017044067383,37.91247177124024,37.65947723388672,0.055857573260101656,0.0629507731098804
115,115,115,115,2019-07-22,40.44246673583984,37.60324478149414,37.903099060058594,0.0755047063316987,0.06699630739316431
116,116,116,116,2019-07-23,40.7891731262207,37.76254653930664,38.28728485107422,0.0801489005452447,0.06534514747854447
117,117,117,117,2019-07-24,41.491947174072266,39.00880813598633,37.4720573425293,0.06365585509379357,0.10727699829228632
118,118,118,118,2019-07-25,41.295169830322266,38.61524200439453,37.73442840576172,0.06940077769350128,0.0943632002655923
119,119,119,119,2019-07-26,41.27643203735352,38.86824035644531,37.162845611572266,0.06195782620524204,0.11069083537834135
120,120,120,120,2019-07-29,40.95783233642578,40.03017044067383,37.91247177124024,0.023174068097631118,0.08032608856423074
121,121,121,121,2019-07-30,40.31128692626953,40.44246673583984,37.60324478149414,-0.0032436154408468365,0.0720161826595378
122,122,122,122,2019-07-31,40.49868392944336,40.7891731262207,37.76254653930664,-0.007121723107218592,0.0724563791609949
123,123,123,123,2019-08-01,38.690208435058594,41.491947174072266,39.00880813598633,-0.06752487964133047,-0.008167378501211409
124,124,124,124,2019-08-02,38.184207916259766,41.295169830322266,38.61524200439453,-0.07533476498208225,-0.011162278565694628
125,125,125,125,2019-08-05,36.39447784423828,41.27643203735352,38.86824035644531,-0.11827461706712605,-0.06364482903062063
126,126,126,126,2019-08-06,36.92858123779297,40.95783233642578,40.03017044067383,-0.09837559433167087,-0.07748128895622686
127,127,127,127,2019-08-07,35.21381378173828,40.31128692626953,40.44246673583984,-0.12645275140569612,-0.12928620274954594
128,128,128,128,2019-08-08,35.251461029052734,40.49868392944336,40.7891731262207,-0.12956526956610037,-0.13576426469915703
129,129,129,129,2019-08-09,34.705501556396484,38.690208435058594,41.491947174072266,-0.10299005975505215,-0.16356054800716935
130,130,130,130,2019-08-12,34.27250671386719,38.184207916259766,41.295169830322266,-0.10244290547996104,-0.17006015825362875
131,131,131,131,2019-08-13,35.46795654296875,36.39447784423828,41.27643203735352,-0.025457744035643937,-0.14072135617556125
132,132,132,132,2019-08-14,34.44194412231445,36.92858123779297,40.95783233642578,-0.06733638369333494,-0.15908772125902848
133,133,133,133,2019-08-15,34.41370391845703,35.21381378173828,40.31128692626953,-0.02272147709533756,-0.14630103520632676
134,134,134,134,2019-08-16,34.959651947021484,35.251461029052734,40.49868392944336,-0.008277928730124229,-0.13677066622885703
135,135,135,135,2019-08-19,35.486785888671875,34.705501556396484,38.690208435058594,0.022511829457522836,-0.08279672495855517
136,136,136,136,2019-08-20,35.129093170166016,34.27250671386719,38.184207916259766,0.024993399620584,-0.08000990233433147
137,137,137,137,2019-08-21,35.40206527709961,35.46795654296875,36.39447784423828,-0.001857768879053201,-0.027268218310096848
138,138,138,138,2019-08-22,35.64680099487305,34.44194412231445,36.92858123779297,0.03498225501672492,-0.03470970722287425
139,139,139,139,2019-08-23,34.43253707885742,34.41370391845703,35.21381378173828,0.0005472575821834358,-0.022186654013773066
140,140,140,140,2019-08-26,34.51725006103516,34.959651947021484,35.251461029052734,-0.012654642175978892,-0.02082781668006517
141,141,141,141,2019-08-27,33.99953842163086,35.486785888671875,34.705501556396484,-0.041909894903042644,-0.020341533852159865
142,142,142,142,2019-08-28,34.57372283935547,35.129093170166016,34.27250671386719,-0.015809412674569256,0.008788855977272414
143,143,143,143,2019-08-29,35.54325866699219,35.40206527709961,35.46795654296875,0.003988281157820239,0.002123102974151081
144,144,144,144,2019-08-30,36.0233268737793,35.64680099487305,34.44194412231445,0.010562683561994968,0.045914445068746534
145,145,145,145,2019-09-03,35.73151016235352,34.43253707885742,34.41370391845703,0.03772516328149722,0.03829306624532536
146,146,146,146,2019-09-04,36.39983367919922,34.51725006103516,34.959651947021484,0.054540370824303075,0.04119553977139745
147,147,147,147,2019-09-05,37.294063568115234,33.99953842163086,35.486785888671875,0.09689911391233363,0.050928187329027264
148,148,148,148,2019-09-06,37.55763244628906,34.57372283935547,35.129093170166016,0.08630570739512589,0.06913185217617634
149,149,149,149,2019-09-09,38.68718338012695,35.54325866699219,35.40206527709961,0.08845347419015415,0.09279453267243065
150,150,150,150,2019-09-10,39.48728942871094,36.0233268737793,35.64680099487305,0.09615887413921764,0.10773725346042284
151,151,151,151,2019-09-11,40.24972915649414,35.73151016235352,34.43253707885742,0.1264491473663205,0.1689446253790181
152,152,152,152,2019-09-12,40.5415267944336,36.39983367919922,34.51725006103516,0.11378329779570295,0.1745294518753957
153,153,153,153,2019-09-13,41.05924224853516,37.294063568115234,33.99953842163086,0.10095919618796878,0.20764116675221822
154,154,154,154,2019-09-16,41.04041290283203,37.55763244628906,34.57372283935547,0.09273162949032199,0.1870406057665126
155,155,155,155,2019-09-17,40.57917404174805,38.68718338012695,35.54325866699219,0.04890484383499949,0.1416841213670863
156,156,156,156,2019-09-18,40.692138671875,39.48728942871094,36.0233268737793,0.03051233094485406,0.12960523647509192
157,157,157,157,2019-09-19,40.40033721923828,40.24972915649414,35.73151016235352,0.003741840402417651,0.13066414029720486
158,158,158,158,2019-09-20,40.268550872802734,40.5415267944336,36.39983367919922,-0.006733242263296968,0.10628392502283068
159,159,159,159,2019-09-23,40.08030319213867,41.05924224853516,37.294063568115234,-0.023842112099168533,0.07471000361584479
160,160,160,160,2019-09-24,39.33666610717773,41.04041290283203,37.55763244628906,-0.04151388046918836,0.04736809923875929
161,161,161,161,2019-09-25,39.3460807800293,40.57917404174805,38.68718338012695,-0.03038734254300346,0.017031413050369704
162,162,162,162,2019-09-26,38.489505767822266,40.692138671875,39.48728942871094,-0.05412919979001052,-0.025268476902929438
163,163,163,163,2019-09-27,38.978981018066406,40.40033721923828,40.24972915649414,-0.03518179052463544,-0.03157159476743221
164,164,164,164,2019-09-30,39.37432098388672,40.268550872802734,40.5415267944336,-0.02220665679628353,-0.028790376259513306
165,165,165,165,2019-10-01,35.54325866699219,40.08030319213867,41.05924224853516,-0.11319885738879287,-0.13434206964060003
166,166,166,166,2019-10-02,34.36664581298828,39.33666610717773,41.04041290283203,-0.12634574268820842,-0.16261452109764762
167,167,167,167,2019-10-03,33.03940963745117,39.3460807800293,40.57917404174805,-0.1602871497630629,-0.1858037917809744
168,168,168,168,2019-10-04,33.57595443725586,38.489505767822266,40.692138671875,-0.1276595069888946,-0.17487859982000897
169,169,169,169,2019-10-07,33.36886978149414,38.978981018066406,40.40033721923828,-0.1439265750423806,-0.1740447709529469
170,170,170,170,2019-10-08,33.16178512573242,39.37432098388672,40.268550872802734,-0.15778140937837815,-0.17648426856776223
171,171,171,171,2019-10-09,33.57595443725586,35.54325866699219,40.08030319213867,-0.055349574111033806,-0.16228292295350133
172,172,172,172,2019-10-10,34.01836395263672,34.36664581298828,39.33666610717773,-0.0101342988852271,-0.1351996160541572
173,173,173,173,2019-10-11,35.091434478759766,33.03940963745117,39.3460807800293,0.062108399145926585,-0.10813392889258344
174,174,174,174,2019-10-14,35.50560760498047,33.57595443725586,38.489505767822266,0.057471282650522815,-0.07752497994755692
175,175,175,175,2019-10-15,37.407020568847656,33.36886978149414,38.978981018066406,0.12101550977890807,-0.04032841311295854
176,176,176,176,2019-10-16,36.729278564453125,33.16178512573242,39.37432098388672,0.1075784498691672,-0.06717683894830928
177,177,177,177,2019-10-17,37.13405227661133,33.57595443725586,35.54325866699219,0.10597160673435413,0.04475654932271178
178,178,178,178,2019-10-18,37.59527969360352,34.01836395263672,34.36664581298828,0.10514661275148018,0.09394672666586024
179,179,179,179,2019-10-21,38.49892425537109,35.091434478759766,33.03940963745117,0.09710317709222793,0.1652424991193362
180,180,180,180,2019-10-22,38.51774215698242,35.50560760498047,33.57595443725586,0.08483545995082298,0.14718234529896668
181,181,181,181,2019-10-23,38.94132232666016,37.407020568847656,33.36886978149414,0.04101641174518633,0.16699554350073975
182,182,182,182,2019-10-24,38.583641052246094,36.729278564453125,33.16178512573242,0.05048731040384857,0.1634971068643254
183,183,183,183,2019-10-25,38.57422256469727,37.13405227661133,33.57595443725586,0.038783009119449874,0.14886451364418507
184,184,184,184,2019-10-28,39.04487228393555,37.59527969360352,34.01836395263672,0.038557834976784555,0.14775867347110405
185,185,185,185,2019-10-29,38.55539321899414,38.49892425537109,35.091434478759766,0.0014667673114314717,0.09871237216965434
186,186,186,186,2019-10-30,38.87543869018555,38.51774215698242,35.50560760498047,0.009286539479528733,0.09490982727844899
187,187,187,187,2019-10-31,38.32007598876953,38.94132232666016,37.407020568847656,-0.01595339605263768,0.02440866463131952
188,188,188,188,2019-11-01,39.32725143432617,38.583641052246094,36.729278564453125,0.01927268556829964,0.07073302203075071
189,189,189,189,2019-11-04,40.68273162841797,38.57422256469727,37.13405227661133,0.05466109032228128,0.09556402100617922
190,190,190,190,2019-11-05,40.87097930908203,39.04487228393555,37.59527969360352,0.046769445469483806,0.08713060900663638
191,191,191,191,2019-11-06,40.55094528198242,38.55539321899414,38.49892425537109,0.051758052411852606,0.053300736742665
192,192,192,192,2019-11-07,41.1085090637207,38.87543869018555,38.51774215698242,0.057441676512808515,0.06726165038904375
193,193,193,193,2019-11-08,41.14630889892578,38.32007598876953,38.94132232666016,0.07375332217463604,0.05662331016314859
194,194,194,194,2019-11-11,40.85334777832031,39.32725143432617,38.583641052246094,0.03880505980802185,0.058825623092460644
195,195,195,195,2019-11-12,41.0896110534668,40.68273162841797,38.57422256469727,0.010001280857075301,0.06520905209562367
196,196,196,196,2019-11-13,40.45644378662109,40.87097930908203,39.04487228393555,-0.010142539510151427,0.03615254501079024
197,197,197,197,2019-11-14,40.99510955810547,40.55094528198242,38.55539321899414,0.010953240991903535,0.06327821182509452
198,198,198,198,2019-11-15,41.91176986694336,41.1085090637207,38.87543869018555,0.01954001304152264,0.07810410066251827
199,199,199,199,2019-11-18,41.75111770629883,41.14630889892578,38.32007598876953,0.014698980869918055,0.08953640171629185
200,200,200,200,2019-11-19,41.95903015136719,40.85334777832031,39.32725143432617,0.02706466992733536,0.06691997587057186
201,201,201,201,2019-11-20,42.28977966308594,41.0896110534668,40.68273162841797,0.02920856583571574,0.03950196976314646
202,202,202,202,2019-11-21,45.389461517333984,40.45644378662109,40.87097930908203,0.12193404236741734,0.11055478201492197
203,203,203,203,2019-11-22,45.55010986328125,40.99510955810547,40.55094528198242,0.11111082161445718,0.12328108621231215
204,204,204,204,2019-11-25,46.59909057617188,41.91176986694336,41.1085090637207,0.11183781367642753,0.13356313905572303
205,205,205,205,2019-11-26,46.53293991088867,41.75111770629883,41.14630889892578,0.11453159741082652,0.1309140760400873
206,206,206,206,2019-11-27,47.09994888305664,41.95903015136719,40.85334777832031,0.12252234413292173,0.15290304086293793
207,207,207,207,2019-11-29,46.77864837646485,42.28977966308594,41.0896110534668,0.10614547413443187,0.13845439703956663
208,208,208,208,2019-12-02,46.84479522705078,45.389461517333984,40.45644378662109,0.032063251271685855,0.15790689547810222
209,209,209,209,2019-12-03,45.98482131958008,45.55010986328125,40.99510955810547,0.009543587438177736,0.12171480489404018
210,210,210,210,2019-12-04,46.33447265625,46.59909057617188,41.91176986694336,-0.0056786069567029696,0.10552412373295916
211,211,211,211,2019-12-05,46.0604362487793,46.53293991088867,41.75111770629883,-0.010154176009816385,0.10321444740221497
212,212,212,212,2019-12-06,46.25887680053711,47.09994888305664,41.95903015136719,-0.017857176121524265,0.10247726493339404
213,213,213,213,2019-12-09,46.25887680053711,46.77864837646485,42.28977966308594,-0.011111299577207245,0.09385476039535234
214,214,214,214,2019-12-10,46.48569107055664,46.84479522705078,45.389461517333984,-0.0076658282900716745,0.02415163160294398
215,215,215,215,2019-12-11,46.873146057128906,45.98482131958008,45.55010986328125,0.01931778165180309,0.029045730028286476
216,216,216,216,2019-12-12,48.262332916259766,46.33447265625,46.59909057617188,0.04160747170497303,0.03569259226999533
217,217,217,217,2019-12-13,47.20391082763672,46.0604362487793,46.53293991088867,0.024825526460091396,0.014419267685062742
218,218,218,218,2019-12-16,46.986549377441406,46.25887680053711,47.09994888305664,0.01573044196559148,-0.0024076354285816892
219,219,219,219,2019-12-17,46.76920318603516,46.25887680053711,46.77864837646485,0.011031966636339208,-0.0002019124270901118
220,220,220,220,2019-12-18,45.98482131958008,46.48569107055664,46.84479522705078,-0.010774708075573902,-0.018357939303662585
221,221,221,221,2019-12-19,45.55010986328125,46.873146057128906,45.98482131958008,-0.028225888491357987,-0.00945336839035904
222,222,222,222,2019-12-20,45.47451400756836,48.262332916259766,46.33447265625,-0.05776386552901547,-0.018559802224610844
223,223,223,223,2019-12-23,46.03207015991211,47.20391082763672,46.0604362487793,-0.024825075871436564,-0.0006158449892653683
224,224,224,224,2019-12-24,46.03207015991211,46.986549377441406,46.25887680053711,-0.02031388195506756,-0.004902986330666104
225,225,225,225,2019-12-26,45.8997688293457,46.76920318603516,46.25887680053711,-0.01858989030091207,-0.007763006714145648
226,226,226,226,2019-12-27,45.682411193847656,45.98482131958008,46.48569107055664,-0.006576303159487429,-0.017280153488301475
227,227,227,227,2019-12-30,45.19100189208984,45.55010986328125,46.873146057128906,-0.007883800330433344,-0.03588716155277638
228,228,228,228,2019-12-31,44.94529724121094,45.47451400756836,48.262332916259766,-0.01163765634239311,-0.06872928585537363
229,229,229,229,2020-01-02,45.57846450805664,46.03207015991211,47.20391082763672,-0.009854122360338669,-0.0344345688965334
230,230,230,230,2020-01-03,44.42553329467773,46.03207015991211,46.986549377441406,-0.0349003827039146,-0.054505302404548206
231,231,231,231,2020-01-06,44.73740005493164,45.8997688293457,46.76920318603516,-0.025324065982461064,-0.04344318467478614
232,232,232,232,2020-01-07,45.00200271606445,45.682411193847656,45.98482131958008,-0.014894320593017207,-0.021372674184930385
233,233,233,233,2020-01-08,45.27605819702149,45.19100189208984,45.55010986328125,0.001882151343640448,-0.006016487492177869
234,234,234,234,2020-01-09,45.46506881713867,44.94529724121094,45.47451400756836,0.01156453751186115,-0.0002077029438536382
235,235,235,235,2020-01-10,45.17210388183594,45.57846450805664,46.03207015991211,-0.008915627821311833,-0.018681894494180007
236,236,236,236,2020-01-13,45.380008697509766,44.42553329467773,46.03207015991211,0.02148483838113857,-0.01416537340460966
237,237,237,237,2020-01-14,45.0870475769043,44.73740005493164,45.8997688293457,0.007815553017013421,-0.017706434545739946
238,238,238,238,2020-01-15,44.52949142456055,45.00200271606445,45.682411193847656,-0.010499783631523374,-0.02523771708097533
239,239,239,239,2020-01-16,46.30613327026367,45.27605819702149,45.19100189208984,0.02275098836475009,0.024675960511710393
240,240,240,240,2020-01-17,45.682411193847656,45.46506881713867,44.94529724121094,0.004780425552266099,0.016400246474749025
241,241,241,241,2020-01-21,45.78636932373047,45.17210388183594,45.57846450805664,0.01359833589999182,0.004561470376806431
242,242,242,242,2020-01-22,46.23998260498047,45.380008697509766,44.42553329467773,0.018950501160170496,0.040842487995976784
