,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MMC,MMC_6m,MMC_12m,MMC_6m_ret,MMC_12m_ret
0,0,0,0,2019-02-05,85.17095947265625,,,,
1,1,1,1,2019-02-06,83.6541748046875,,,,
2,2,2,2,2019-02-07,82.78482055664062,,,,
3,3,3,3,2019-02-08,83.16401672363281,,,,
4,4,4,4,2019-02-11,83.76516723632812,,,,
5,5,5,5,2019-02-12,84.07962799072266,,,,
6,6,6,6,2019-02-13,84.38481903076172,85.17095947265625,,-0.009230146598817157,
7,7,7,7,2019-02-14,83.37672424316406,83.6541748046875,,-0.0033166373605527655,
8,8,8,8,2019-02-15,84.31085205078125,82.78482055664062,,0.01843371144467887,
9,9,9,9,2019-02-19,84.65302276611328,83.16401672363281,,0.01790445076058167,
10,10,10,10,2019-02-20,85.0414810180664,83.76516723632812,,0.015236808136935842,
11,11,11,11,2019-02-21,85.17095947265625,84.07962799072266,,0.012979737280164994,
12,12,12,12,2019-02-22,85.59639739990234,84.38481903076172,85.17095947265625,0.014357776470421246,0.004995105489949081
13,13,13,13,2019-02-25,85.62415313720703,83.37672424316406,83.6541748046875,0.026955111446792523,0.023549073756557348
14,14,14,14,2019-02-26,85.61491394042969,84.31085205078125,82.78482055664062,0.015467307682562437,0.034186139013887784
15,15,15,15,2019-02-27,85.82762908935547,84.65302276611328,83.16401672363281,0.013875539051777075,0.032028423718087895
16,16,16,16,2019-02-28,86.03109741210938,85.0414810180664,83.76516723632812,0.01163686688185428,0.02705098372678405
17,17,17,17,2019-03-01,85.91085052490234,85.17095947265625,84.07962799072266,0.008687128298509261,0.02177962222170793
18,18,18,18,2019-03-04,85.67037963867188,85.59639739990234,84.38481903076172,0.0008643148662423883,0.015234500976313292
19,19,19,19,2019-03-05,84.50504302978516,85.62415313720703,83.37672424316406,-0.013070028332176076,0.013532779044309828
20,20,20,20,2019-03-06,84.33859252929688,85.61491394042969,84.31085205078125,-0.014907699516241602,0.000329026191064008
21,21,21,21,2019-03-07,83.08999633789062,85.82762908935547,84.65302276611328,-0.03189687027955401,-0.018463917496970184
22,22,22,22,2019-03-08,82.84955596923828,86.03109741210938,85.0414810180664,-0.03698129558467389,-0.025774775116657045
23,23,23,23,2019-03-11,83.95936584472656,85.91085052490234,85.17095947265625,-0.022715229429722816,-0.014225431243599651
24,24,24,24,2019-03-12,84.5235595703125,85.67037963867188,85.59639739990234,-0.013386424493462834,-0.012533679712915857
25,25,25,25,2019-03-13,84.83802032470703,84.50504302978516,85.62415313720703,0.003940324541394702,-0.00918120394417532
26,26,26,26,2019-03-14,85.5408935546875,84.33859252929688,85.61491394042969,0.014255644887279484,-0.0008645734993518728
27,27,27,27,2019-03-15,86.28080749511719,83.08999633789062,85.82762908935547,0.038401869031873925,0.005280099317317877
28,28,28,28,2019-03-18,85.99409484863281,82.84955596923828,86.03109741210938,0.037954806668633045,-0.0004301068403127495
29,29,29,29,2019-03-19,85.72587585449219,83.95936584472656,85.91085052490234,0.02104005898558814,-0.0021531002112071818
30,30,30,30,2019-03-20,85.25418853759766,84.5235595703125,85.67037963867188,0.00864408658366278,-0.004858051322167212
31,31,31,31,2019-03-21,86.08657836914062,84.83802032470703,84.50504302978516,0.01471696345170348,0.018715277605361846
32,32,32,32,2019-03-22,85.1524658203125,85.5408935546875,84.33859252929688,-0.004540842610285201,0.009650069637253011
33,33,33,33,2019-03-25,85.31893920898438,86.28080749511719,83.08999633789062,-0.01114811409463512,0.02682564651982422
34,34,34,34,2019-03-26,85.73511505126953,85.99409484863281,82.84955596923828,-0.003011599782742458,0.0348289021983732
35,35,35,35,2019-03-27,85.09697723388672,85.72587585449219,83.95936584472656,-0.007336158590819597,0.01354954718529
36,36,36,36,2019-03-28,85.94786834716797,85.25418853759766,84.5235595703125,0.008136606792807477,0.016851026910084554
37,37,37,37,2019-03-29,86.844970703125,86.08657836914062,84.83802032470703,0.008809646617994105,0.02365626131699705
38,38,38,38,2019-04-01,87.68658447265625,85.1524658203125,85.5408935546875,0.029759780036096695,0.02508380294855095
39,39,39,39,2019-04-02,87.36292266845703,85.31893920898438,86.28080749511719,0.023956972255199105,0.012541783100501025
40,40,40,40,2019-04-03,87.52937316894531,85.73511505126953,85.99409484863281,0.020927925700021666,0.017853299380787835
41,41,41,41,2019-04-04,87.44612121582031,85.09697723388672,85.72587585449219,0.02760549267780732,0.02006681581472547
42,42,42,42,2019-04-05,86.94670867919922,85.94786834716797,85.25418853759766,0.011621467189816048,0.019852633291502775
43,43,43,43,2019-04-08,86.55826568603516,86.844970703125,86.08657836914062,-0.003301342780918537,0.0054792201738107504
44,44,44,44,2019-04-09,86.1076889038086,87.68658447265625,85.1524658203125,-0.018006124635177367,0.011217797092474058
