,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CARR,CARR_6m,CARR_12m,CARR_6m_ret,CARR_12m_ret
0,0,0,0,2020-03-19,11.393549919128418,,,,
1,1,1,1,2020-03-20,12.105646133422852,,,,
2,2,2,2,2020-03-23,10.956794738769531,,,,
3,3,3,3,2020-03-24,11.108709335327148,,,,
4,4,4,4,2020-03-25,12.770269393920898,,,,
5,5,5,5,2020-03-26,14.669195175170898,,,,
6,6,6,6,2020-03-27,13.814679145812988,11.393549919128418,,0.2124999884908374,
7,7,7,7,2020-03-30,15.096453666687012,12.105646133422852,,0.24705889304055795,
8,8,8,8,2020-03-31,16.37822914123535,10.956794738769531,,0.4948011285894234,
9,9,9,9,2020-04-01,14.289410591125488,11.108709335327148,,0.2863250049835486,
10,10,10,10,2020-04-02,12.608860969543455,12.770269393920898,,-0.012639390712797294,
11,11,11,11,2020-04-03,16.06490707397461,14.669195175170898,,0.09514577194842255,
12,12,12,12,2020-04-06,14.659701347351074,13.814679145812988,11.393549919128418,0.061168427628244926,0.28666670628608704
13,13,13,13,2020-04-07,14.479303359985352,15.096453666687012,12.105646133422852,-0.04088048228594976,0.19607852405407722
14,14,14,14,2020-04-08,13.539335250854492,16.37822914123535,10.956794738769531,-0.17333338457412328,0.23570218970579937
15,15,15,15,2020-04-09,14.033055305480955,14.289410591125488,11.108709335327148,-0.017940228115758905,0.26324804096313903
16,16,16,16,2020-04-13,13.28297996520996,12.608860969543455,12.770269393920898,0.053463909015638356,0.04014876706775894
17,17,17,17,2020-04-14,13.169045448303224,16.06490707397461,14.669195175170898,-0.1802600919094468,-0.10226530555724211
18,18,18,18,2020-04-15,12.684818267822266,14.659701347351074,13.814679145812988,-0.13471509635396894,-0.0817869793474838
19,19,19,19,2020-04-16,12.238570213317873,14.479303359985352,15.096453666687012,-0.15475420957474473,-0.189308265137498
20,20,20,20,2020-04-17,13.045613288879396,13.539335250854492,16.37822914123535,-0.036465746126194465,-0.20347839950324376
21,21,21,21,2020-04-20,13.719732284545898,14.033055305480955,14.289410591125488,-0.022327498475166796,-0.03986716617502695
22,22,22,22,2020-04-21,13.947602272033691,13.28297996520996,12.608860969543455,0.050035632709262146,0.10617464223960815
23,23,23,23,2020-04-22,14.04254913330078,13.169045448303224,16.06490707397461,0.06633006837333855,-0.12588668775744616
24,24,24,24,2020-04-23,14.925549507141112,12.684818267822266,14.659701347351074,0.17664669623237228,0.01813462317484893
25,25,25,25,2020-04-24,15.428766250610352,12.238570213317873,14.479303359985352,0.26066738039554194,0.06557379640576588
26,26,26,26,2020-04-27,15.950967788696287,13.045613288879396,13.539335250854492,0.22270739101959514,0.1781204537120531
27,27,27,27,2020-04-28,16.14086151123047,13.719732284545898,14.033055305480955,0.17647058823529416,0.15020294297039194
28,28,28,28,2020-04-29,16.748519897460938,13.947602272033691,13.28297996520996,0.20081714195732125,0.2609007874232836
29,29,29,29,2020-04-30,16.81498146057129,14.04254913330078,13.169045448303224,0.19743084399796818,0.27685651375269793
30,30,30,30,2020-05-01,15.922486305236816,14.925549507141112,12.684818267822266,0.06679397616943494,0.2552396076203616
31,31,31,31,2020-05-04,15.571184158325195,15.428766250610352,12.238570213317873,0.009230673755862284,0.2723041896986309
32,32,32,32,2020-05-05,15.16291618347168,15.950967788696287,13.045613288879396,-0.049404626456776124,0.16229998910033294
33,33,33,33,2020-05-06,15.46674346923828,16.14086151123047,13.719732284545898,-0.04176468780945508,0.12733566140064112
34,34,34,34,2020-05-07,15.58067798614502,16.748519897460938,13.947602272033691,-0.06972806662712694,0.11708648427592494
35,35,35,35,2020-05-08,17.432132720947266,16.81498146057129,14.04254913330078,0.03670246451493919,0.2413795070588971
36,36,36,36,2020-05-11,17.422636032104492,15.922486305236816,14.925549507141112,0.0942157963341621,0.16730282015872522
37,37,37,37,2020-05-12,16.900436401367188,15.571184158325195,15.428766250610352,0.08536616287665577,0.09538482383182245
38,38,38,38,2020-05-13,15.60916519165039,15.16291618347168,15.950967788696287,0.02943028918574009,-0.021428329714772265
