,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,LLY,LLY_6m,LLY_12m,LLY_6m_ret,LLY_12m_ret
244,244,244,244,2020-01-24,131.19583129882812,133.1203155517578,125.00725555419922,-0.014456728448644984,0.049505732424832916
245,245,245,245,2020-01-27,130.47885131835938,133.42218017578125,126.13928985595705,-0.022060266542969775,0.03440293240399428
246,246,246,246,2020-01-28,131.37509155273438,131.67697143554688,128.2241973876953,-0.0022925791770679327,0.02457331946100716
247,247,247,247,2020-01-29,131.99769592285156,132.93162536621094,130.1864013671875,-0.007025637735087575,0.013913085672867975
248,248,248,248,2020-01-30,134.5919952392578,133.54481506347656,131.0731658935547,0.007841413949942533,0.026846298567021698
249,249,249,249,2020-01-31,131.7335662841797,133.21469116210938,132.68634033203125,-0.01111832985543093,-0.007180649081641399
250,250,250,250,2020-02-03,133.01654052734375,131.19583129882812,133.1203155517578,0.013877797872773545,-0.0007795581311833555
251,251,251,251,2020-02-04,135.3184051513672,130.47885131835938,133.42218017578125,0.037090714580247486,0.014212216987368187
252,252,252,252,2020-02-05,139.0070037841797,131.37509155273438,131.67697143554688,0.05809253596890418,0.055666775053530904
253,253,253,253,2020-02-06,138.95985412597656,131.99769592285156,132.93162536621094,0.05274454341380452,0.04534834162418888
254,254,254,254,2020-02-07,138.12026977539062,134.5919952392578,133.54481506347656,0.026214594187869533,0.03426156762236898
255,255,255,255,2020-02-10,137.27120971679688,131.7335662841797,133.21469116210938,0.042036692612353654,0.03045098494242726
256,256,256,256,2020-02-11,136.0825653076172,133.01654052734375,131.19583129882812,0.023049951292660298,0.037247631730450426
257,257,257,257,2020-02-12,135.38441467285156,135.3184051513672,130.47885131835938,0.0004878088934801017,0.03759661665416525
258,258,258,258,2020-02-13,134.46463012695312,139.0070037841797,131.37509155273438,-0.03267730066521679,0.023516928039426732
259,259,259,259,2020-02-14,133.81980895996094,138.95985412597656,131.99769592285156,-0.03698942545921091,0.013804127597608629
260,260,260,260,2020-02-18,133.7154998779297,138.12026977539062,134.5919952392578,-0.03189082894656892,-0.0065122398978484375
261,261,261,261,2020-02-19,133.54481506347656,137.27120971679688,131.7335662841797,-0.027146221418228977,0.013749333828779742
262,262,262,262,2020-02-20,134.6542510986328,136.0825653076172,133.01654052734375,-0.01049593829860307,0.012312082127503565
263,263,263,263,2020-02-21,134.69219970703125,135.38441467285156,135.3184051513672,-0.005112959032197439,-0.004627644285605248
264,264,264,264,2020-02-24,131.00341796875,134.46463012695312,139.0070037841797,-0.02574068849879152,-0.05757685294660364
265,265,265,265,2020-02-25,128.40516662597656,133.81980895996094,138.95985412597656,-0.040462188491125706,-0.07595494084522758
266,266,266,266,2020-02-26,126.62240600585938,133.7154998779297,138.12026977539062,-0.053046160531469266,-0.0832453034462568
267,267,267,267,2020-02-27,122.5069351196289,133.54481506347656,137.27120971679688,-0.08265300257895547,-0.10755550728829466
268,268,268,268,2020-02-28,119.60523223876952,134.6542510986328,136.0825653076172,-0.1117604437816081,-0.12108335135805492
269,269,269,269,2020-03-02,125.96810913085938,134.69219970703125,135.38441467285156,-0.06477057019744004,-0.0695523599577258
270,270,270,270,2020-03-03,123.56901550292967,131.00341796875,134.46463012695312,-0.05674968318455442,-0.08102959576608726
271,271,271,271,2020-03-04,133.11807250976562,128.40516662597656,133.81980895996094,0.036703397593937925,-0.005243890688898523
272,272,272,272,2020-03-05,132.89993286132812,126.62240600585938,133.7154998779297,0.049576745960570934,-0.006099270595750661
273,273,273,273,2020-03-06,134.14224243164062,122.5069351196289,133.54481506347656,0.09497672356793307,0.004473609610976537
274,274,274,274,2020-03-09,128.69915771484375,119.60523223876952,134.6542510986328,0.0760328399172363,-0.04422506779549806
275,275,275,275,2020-03-10,133.88616943359375,125.96810913085938,134.69219970703125,0.06285765784186581,-0.00598423869526743
276,276,276,276,2020-03-11,132.77667236328125,123.56901550292967,131.00341796875,0.07451428517801273,0.013535939916882622
277,277,277,277,2020-03-12,119.50091552734376,133.11807250976562,128.40516662597656,-0.10229382626782624,-0.06934495965080156
278,278,278,278,2020-03-13,132.1603240966797,132.89993286132812,126.62240600585938,-0.005565155291840318,0.04373568837859598
279,279,279,279,2020-03-16,122.68711853027344,134.14224243164062,122.5069351196289,-0.08539535118629582,0.0014708017180298238
280,280,280,280,2020-03-17,135.79217529296875,128.69915771484375,119.60523223876952,0.055113162386352776,0.1353364125566432
281,281,281,281,2020-03-18,135.68789672851562,133.88616943359375,125.96810913085938,0.013457157692568833,0.07716070094819827
282,282,282,282,2020-03-19,126.20518493652344,132.77667236328125,123.56901550292967,-0.049492785967538144,0.021333579642635048
283,283,283,283,2020-03-20,116.0682144165039,119.50091552734376,133.11807250976562,-0.028725312234569422,-0.12808071640318353
284,284,284,284,2020-03-23,112.89149475097656,132.1603240966797,132.89993286132812,-0.145798895980365,-0.15055265777469562
285,285,285,285,2020-03-24,116.5328369140625,122.68711853027344,134.14224243164062,-0.05016241060949156,-0.13127412512543868
286,286,286,286,2020-03-25,115.6319808959961,135.79217529296875,128.69915771484375,-0.14846359411709442,-0.10153272990177875
287,287,287,287,2020-03-26,127.40001678466795,135.68789672851562,133.88616943359375,-0.06108046586078386,-0.048445277629239114
288,288,288,288,2020-03-27,127.17244720458984,126.20518493652344,132.77667236328125,0.0076642038799983325,-0.0422079048897841
289,289,289,289,2020-03-30,131.27842712402344,116.0682144165039,119.50091552734376,0.13104546136066664,0.09855582733158874
290,290,290,290,2020-03-31,131.54393005371094,112.89149475097656,132.1603240966797,0.16522445153090715,-0.004663987071625519
291,291,291,291,2020-04-01,129.36293029785156,116.5328369140625,122.68711853027344,0.11009852436056855,0.054413306364603065
292,292,292,292,2020-04-02,134.82496643066406,115.6319808959961,135.79217529296875,0.16598336710957917,-0.00712271425226052
293,293,293,293,2020-04-03,132.43531799316406,127.40001678466795,135.68789672851562,0.03952355215939085,-0.023971030679761585
294,294,294,294,2020-04-06,134.28445434570312,127.17244720458984,126.20518493652344,0.05592411955139753,0.0640169372854471
295,295,295,295,2020-04-07,134.54043579101562,131.27842712402344,116.0682144165039,0.024848017594775396,0.15914969888504737
296,296,296,296,2020-04-08,138.656005859375,131.54393005371094,112.89149475097656,0.05406616483755755,0.22822366880012956
297,297,297,297,2020-04-09,138.1912841796875,129.36293029785156,116.5328369140625,0.06824485083562282,0.18585703256840036
298,298,298,298,2020-04-13,136.9490966796875,134.82496643066406,115.6319808959961,0.01575472484998386,0.18435311423804857
299,299,299,299,2020-04-14,143.2930145263672,132.43531799316406,127.40001678466795,0.08198490174474138,0.12474878844452308
300,300,300,300,2020-04-15,143.35939025878906,134.28445434570312,127.17244720458984,0.06757994406205303,0.12728341248445374
301,301,301,301,2020-04-16,146.7257080078125,134.54043579101562,131.27842712402344,0.09056959080855442,0.11766808318929245
302,302,302,302,2020-04-17,149.1533203125,138.656005859375,131.54393005371094,0.07570760738464788,0.13386699220252085
303,303,303,303,2020-04-20,149.62742614746094,138.1912841796875,129.36293029785156,0.08275588461066219,0.1566483984473095
304,304,304,304,2020-04-21,144.7722930908203,136.9490966796875,134.82496643066406,0.05712484858100675,0.07377955970248151
305,305,305,305,2020-04-22,148.6033477783203,143.2930145263672,132.43531799316406,0.03705926118942782,0.12208246282151713
306,306,306,306,2020-04-23,151.65675354003906,143.35939025878906,134.28445434570312,0.057878059234709234,0.1293693993022642
307,307,307,307,2020-04-24,154.50157165527344,146.7257080078125,134.54043579101562,0.05299591839111728,0.1483653278428787
308,308,308,308,2020-04-27,152.9463653564453,149.1533203125,138.656005859375,0.02543051026955534,0.10306340074128206
309,309,309,309,2020-04-28,149.16281127929688,149.62742614746094,138.1912841796875,-0.0031051450935617453,0.0793937704880383
310,310,310,310,2020-04-29,147.13351440429688,144.7722930908203,136.9490966796875,0.016309897861432,0.07436644688814464
311,311,311,311,2020-04-30,146.64039611816406,148.6033477783203,143.2930145263672,-0.013209336730990007,0.023360396198385036
312,312,312,312,2020-05-01,145.68264770507812,151.65675354003906,143.35939025878906,-0.039392283531796024,0.016205826783269428
313,313,313,313,2020-05-04,145.35072326660156,154.50157165527344,146.7257080078125,-0.05922818965938681,-0.00937112357391201
314,314,314,314,2020-05-05,149.72225952148438,152.9463653564453,149.1533203125,-0.02107997681047913,0.0038144588923152423
315,315,315,315,2020-05-06,148.57485961914062,149.16281127929688,149.62742614746094,-0.003941677252618625,-0.0070345828663990195
316,316,316,316,2020-05-07,145.05677795410156,147.13351440429688,144.7722930908203,-0.014114639065093026,0.001965050474836305
317,317,317,317,2020-05-08,145.56884765625,146.64039611816406,148.6033477783203,-0.007307321108506848,-0.020420132974373062
318,318,318,318,2020-05-11,150.34814453125,145.68264770507812,151.65675354003906,0.032025068871735174,-0.00862875525318152
319,319,319,319,2020-05-12,149.56106567382812,145.35072326660156,154.50157165527344,0.0289667798866331,-0.03197705970570097
320,320,320,320,2020-05-13,149.76019287109375,149.72225952148438,152.9463653564453,0.00025335811609172865,-0.020831959477599304
321,321,321,321,2020-05-14,150.89395141601562,148.57485961914062,149.16281127929688,0.015608911243933266,0.011605708700926254
322,322,322,322,2020-05-15,151.70376586914062,145.05677795410156,147.13351440429688,0.04582335281942007,0.031061933668528496
323,323,323,323,2020-05-18,150.4938507080078,145.56884765625,146.64039611816406,0.03383280922431875,0.026278260914806895
324,324,324,324,2020-05-19,149.2933807373047,150.34814453125,145.68264770507812,-0.007015475962365958,0.024784921808506555
325,325,325,325,2020-05-20,145.89210510253906,149.56106567382812,145.35072326660156,-0.02453152198908881,0.003724658699802319
326,326,326,326,2020-05-21,145.082275390625,149.76019287109375,149.72225952148438,-0.031236054059407325,-0.030990609851126116
327,327,327,327,2020-05-22,144.01522827148438,150.89395141601562,148.57485961914062,-0.0455864736788989,-0.030689117656543585
328,328,328,328,2020-05-26,140.9664764404297,151.70376586914062,145.05677795410156,-0.07077800189860084,-0.028197934432034
329,329,329,329,2020-05-27,138.8133087158203,150.4938507080078,145.56884765625,-0.07761474596626805,-0.04640786163522015
330,330,330,330,2020-05-28,143.5293426513672,149.2933807373047,150.34814453125,-0.038608798712113424,-0.04535341557517869
331,331,331,331,2020-05-29,145.7206268310547,145.89210510253906,149.56106567382812,-0.0011753773198615036,-0.025678065514382564
332,332,332,332,2020-06-01,145.2442626953125,145.082275390625,149.76019287109375,0.001116520293408474,-0.030154409454242193
333,333,333,333,2020-06-02,146.58758544921875,144.01522827148438,150.89395141601562,0.017861702603319207,-0.028539023111166295
334,334,334,334,2020-06-03,145.32046508789062,140.9664764404297,151.70376586914062,0.030886695598870695,-0.04207740489946854
335,335,335,335,2020-06-04,143.5864715576172,138.8133087158203,150.4938507080078,0.03438548425906718,-0.045898082332895496
336,336,336,336,2020-06-05,142.15740966796875,143.5293426513672,149.2933807373047,-0.00955855407720263,-0.04779830849897038
337,337,337,337,2020-06-08,142.15740966796875,145.7206268310547,145.89210510253906,-0.024452387013247256,-0.025599023551996947
338,338,338,338,2020-06-09,142.0811767578125,145.2442626953125,145.082275390625,-0.021777699709456977,-0.020685494659717918
339,339,339,339,2020-06-10,143.86277770996094,146.58758544921875,144.01522827148438,-0.018588257190454538,-0.0010585725089853337
340,340,340,340,2020-06-11,137.26988220214844,145.32046508789062,140.9664764404297,-0.05539882411519359,-0.02622321513330428
341,341,341,341,2020-06-12,136.75540161132812,143.5864715576172,138.8133087158203,-0.0475746069402363,-0.014824998579243909
342,342,342,342,2020-06-15,134.8308868408203,142.15740966796875,143.5293426513672,-0.05153810022467842,-0.06060402458384717
343,343,343,343,2020-06-16,155.97201538085938,142.15740966796875,145.7206268310547,0.09717823182876528,0.07034960508157795
344,344,344,344,2020-06-17,152.40879821777344,142.0811767578125,145.2442626953125,0.07268817513783055,0.049327494177793474
345,345,345,345,2020-06-18,153.45680236816406,143.86277770996094,146.58758544921875,0.06668872109188295,0.04686083680206998
346,346,346,346,2020-06-19,152.38018798828125,137.26988220214844,145.32046508789062,0.11007735669125762,0.048580376453659646
347,347,347,347,2020-06-22,152.8661346435547,136.75540161132812,143.5864715576172,0.11780692274236304,0.06462769775781996
348,348,348,348,2020-06-23,151.80857849121094,134.8308868408203,142.15740966796875,0.12591841564043316,0.06789071949034553
349,349,349,349,2020-06-24,149.60775756835938,155.97201538085938,142.15740966796875,-0.04080384418294192,0.05240914221630866
350,350,350,350,2020-06-25,155.16220092773438,152.40879821777344,142.0811767578125,0.0180659039514679,0.09206725667974602
351,351,351,351,2020-06-26,155.1336212158203,153.45680236816406,143.86277770996094,0.010926976333270222,0.07834440350222005
352,352,352,352,2020-06-29,155.02882385253906,152.38018798828125,137.26988220214844,0.01738176005178249,0.12937245494418215
353,353,353,353,2020-06-30,156.41978454589844,152.8661346435547,136.75540161132812,0.023246809442980743,0.14379236726939948
354,354,354,354,2020-07-01,155.58139038085938,151.80857849121094,134.8308868408203,0.024852428809659655,0.15390022291062166
355,355,355,355,2020-07-02,156.12445068359375,149.60775756835938,155.97201538085938,0.04355852411100236,0.000977324697396309
356,356,356,356,2020-07-06,159.00173950195312,155.16220092773438,152.40879821777344,0.024745321677970944,0.043258272234121264
357,357,357,357,2020-07-07,158.86837768554688,155.1336212158203,153.45680236816406,0.02407444911332801,0.035264486382295956
358,358,358,358,2020-07-08,161.13583374023438,155.02882385253906,152.38018798828125,0.03939273830461487,0.057459213481390936
359,359,359,359,2020-07-09,158.58253479003906,156.41978454589844,152.8661346435547,0.013826577311938593,0.037394810562938474
360,360,360,360,2020-07-10,155.63856506347656,155.58139038085938,151.80857849121094,0.00036749049791384714,0.02522905233901107
361,361,361,361,2020-07-13,154.41908264160156,156.12445068359375,149.60775756835938,-0.01092313237628828,0.032159596209733854
362,362,362,362,2020-07-14,156.1339874267578,159.00173950195312,155.16220092773438,-0.01803597925518352,0.006263036314340775
363,363,363,363,2020-07-15,157.62979125976562,158.86837768554688,155.1336212158203,-0.007796305619944266,0.016090451730464528
364,364,364,364,2020-07-16,157.2010498046875,161.13583374023438,155.02882385253906,-0.024419049718575336,0.014011755350828325
365,365,365,365,2020-07-17,158.11569213867188,158.58253479003906,156.41978454589844,-0.0029438465716623563,0.010842027418058509
366,366,366,366,2020-07-20,159.1446075439453,155.63856506347656,155.58139038085938,0.02252682347102608,0.022902592362513685
367,367,367,367,2020-07-21,157.48687744140625,154.41908264160156,156.12445068359375,0.019866681936745234,0.008726543163784406
368,368,368,368,2020-07-22,157.0486297607422,156.1339874267578,159.00173950195312,0.005858060432956336,-0.012283574678671694
369,369,369,369,2020-07-23,153.88555908203125,157.62979125976562,158.86837768554688,-0.023753328275135988,-0.03136444568835639
370,370,370,370,2020-07-24,151.99913024902344,157.2010498046875,161.13583374023438,-0.033090870335326206,-0.05670187244595226
371,371,371,371,2020-07-27,152.91371154785156,158.11569213867188,158.58253479003906,-0.032899837583849845,-0.03574683208143281
372,372,372,372,2020-07-28,154.96212768554688,159.1446075439453,155.63856506347656,-0.026281002686462496,-0.004346206723595869
373,373,373,373,2020-07-29,154.10462951660156,157.48687744140625,154.41908264160156,-0.021476379364135045,-0.0020363618253699256
374,374,374,374,2020-07-30,145.76824951171875,157.0486297607422,156.1339874267578,-0.07182730767029732,-0.06639001594641025
375,375,375,375,2020-07-31,143.18634033203125,153.88555908203125,157.62979125976562,-0.06952711361497288,-0.09162894153638967
376,376,376,376,2020-08-03,145.61582946777344,151.99913024902344,157.2010498046875,-0.04199564017762536,-0.07369683822918471
377,377,377,377,2020-08-04,147.53079223632812,152.91371154785156,158.11569213867188,-0.03520233245949922,-0.06694401902285885
378,378,378,378,2020-08-05,147.04493713378906,154.96212768554688,159.1446075439453,-0.051091132201176115,-0.07602940870500507
379,379,379,379,2020-08-06,145.65390014648438,154.10462951660156,157.48687744140625,-0.05483760868590126,-0.07513627476247597
380,380,380,380,2020-08-07,145.70155334472656,145.76824951171875,157.0486297607422,-0.00045754934435726646,-0.072251992477123
381,381,381,381,2020-08-10,145.76824951171875,143.18634033203125,153.88555908203125,0.01803181206880744,-0.052749001392557116
382,382,382,382,2020-08-11,143.51026916503906,145.61582946777344,151.99913024902344,-0.014459693773885784,-0.05584808985470435
383,383,383,383,2020-08-12,145.3395233154297,147.53079223632812,152.91371154785156,-0.014852959763059226,-0.04953243339497171
384,384,384,384,2020-08-13,144.04710388183594,147.04493713378906,154.96212768554688,-0.020387191224581547,-0.07043671874369195
385,385,385,385,2020-08-14,143.69281005859375,145.65390014648438,154.10462951660156,-0.013464041030953222,-0.06756331390346815
386,386,386,386,2020-08-17,145.0714569091797,145.70155334472656,145.76824951171875,-0.004324569100894071,-0.0047801397414946045
387,387,387,387,2020-08-18,146.58412170410156,145.76824951171875,143.18634033203125,0.005597050078571586,0.023729787102535704
388,388,388,388,2020-08-19,145.79904174804688,143.51026916503906,145.61582946777344,0.01594849341670246,0.0012581893118561727
389,389,389,389,2020-08-20,144.8895263671875,145.3395233154297,147.53079223632812,-0.0030961774056844638,-0.017903149770317817
390,390,390,390,2020-08-21,142.89817810058594,144.04710388183594,147.04493713378906,-0.007976042213194923,-0.028200624339960734
391,391,391,391,2020-08-24,143.1471710205078,143.69281005859375,145.65390014648438,-0.0037972605439579032,-0.017210175103142045
392,392,392,392,2020-08-25,143.30029296875,145.0714569091797,145.70155334472656,-0.01220890710112954,-0.016480677939618382
393,393,393,393,2020-08-26,142.89817810058594,146.58412170410156,145.76824951171875,-0.02514558576102921,-0.019689276785217036
394,394,394,394,2020-08-27,142.6205596923828,145.79904174804688,143.51026916503906,-0.021800431728191683,-0.006199622353387668
395,395,395,395,2020-08-28,141.0600128173828,144.8895263671875,145.3395233154297,-0.026430575389553734,-0.029444919044897877
396,396,396,396,2020-08-31,142.06529235839844,142.89817810058594,144.04710388183594,-0.0058285259704377035,-0.013758079614451746
397,397,397,397,2020-09-01,141.02175903320312,143.1471710205078,143.69281005859375,-0.014847740071651128,-0.018588619878068036
398,398,398,398,2020-09-02,143.1758575439453,143.30029296875,145.0714569091797,-0.0008683542945151501,-0.013066659738732
399,399,399,399,2020-09-03,142.66844177246094,142.89817810058594,146.58412170410156,-0.0016076924925053637,-0.026712851884086897
400,400,400,400,2020-09-04,144.47789001464844,142.6205596923828,145.79904174804688,0.013022879213710148,-0.00906145690368454
401,401,401,401,2020-09-08,142.94606018066406,141.0600128173828,144.8895263671875,0.01337053163126356,-0.01341343460256883
402,402,402,402,2020-09-09,145.49270629882812,142.06529235839844,142.89817810058594,0.024125624799216316,0.018156481998083285
403,403,403,403,2020-09-10,139.98779296875,141.02175903320312,143.1471710205078,-0.007331961191958225,-0.02207083820961564
404,404,404,404,2020-09-11,141.77804565429688,143.1758575439453,143.30029296875,-0.009762902165397547,-0.010622778801890442
405,405,405,405,2020-09-14,142.64926147460938,142.66844177246094,142.89817810058594,-0.00013443966733828194,-0.001741916022199752
406,406,406,406,2020-09-15,143.6832733154297,144.47789001464844,142.6205596923828,-0.00549991904739322,0.007451335384877522
407,407,407,407,2020-09-16,144.52577209472656,142.94606018066406,141.0600128173828,0.011051104955715152,0.024569395735349442
408,408,408,408,2020-09-17,145.9713592529297,145.49270629882812,142.06529235839844,0.0032898759413990675,0.027494871053213465
409,409,409,409,2020-09-18,147.59893798828125,139.98779296875,141.02175903320312,0.054370062261288155,0.04663946188282586
410,410,410,410,2020-09-21,144.73638916015625,141.77804565429688,143.1758575439453,0.020866019786115686,0.010899404710964955
411,411,411,411,2020-09-22,143.47264099121094,142.64926147460938,142.66844177246094,0.005772055936988707,0.005636840276370236
412,412,412,412,2020-09-23,143.4247589111328,143.6832733154297,144.47789001464844,-0.001799196234410383,-0.007289219848163997
413,413,413,413,2020-09-24,142.46737670898438,144.52577209472656,142.94606018066406,-0.01424241058122877,-0.003348699999669136
414,414,414,414,2020-09-25,143.8555908203125,145.9713592529297,145.49270629882812,-0.014494407967737821,-0.011252216830396566
415,415,415,415,2020-09-28,141.7876434326172,147.59893798828125,139.98779296875,-0.03937219762465671,0.012857195800415111
416,416,416,416,2020-09-29,140.0260467529297,144.73638916015625,141.77804565429688,-0.03254428574982893,-0.012357335674094139
417,417,417,417,2020-09-30,141.71107482910156,143.47264099121094,142.64926147460938,-0.012278063259581917,-0.006576876990525449
418,418,418,418,2020-10-01,138.1400146484375,143.4247589111328,143.6832733154297,-0.036846805968624885,-0.03857970756848639
419,419,419,419,2020-10-02,139.02085876464844,142.46737670898438,144.52577209472656,-0.02419162915715134,-0.038089492623295196
420,420,420,420,2020-10-05,140.3802947998047,143.8555908203125,145.9713592529297,-0.024158227015651734,-0.03830247578524748
421,421,421,421,2020-10-06,137.9868621826172,141.7876434326172,147.59893798828125,-0.026806152905745062,-0.06512293338064001
422,422,422,422,2020-10-07,142.61099243164062,140.0260467529297,144.73638916015625,0.018460463168484376,-0.014684605169773768
423,423,423,423,2020-10-08,146.9574737548828,141.71107482910156,143.47264099121094,0.03702179898154201,0.024289179732081223
424,424,424,424,2020-10-09,150.19342041015625,138.1400146484375,143.4247589111328,0.08725499119421931,0.04719311749526711
425,425,425,425,2020-10-12,147.9053192138672,139.02085876464844,142.46737670898438,0.06390739151064695,0.03816973843766913
426,426,426,426,2020-10-13,143.6832733154297,140.3802947998047,143.8555908203125,0.02352879027883037,-0.0011978505937808581
427,427,427,427,2020-10-14,142.13233947753906,137.9868621826172,141.7876434326172,0.03004255064105732,0.002431072529149425
428,428,428,428,2020-10-15,140.52391052246094,142.61099243164062,140.0260467529297,-0.014634789882554844,0.003555508286324116
429,429,429,429,2020-10-16,139.8920440673828,146.9574737548828,141.71107482910156,-0.04807805623608341,-0.012836193387936956
430,430,430,430,2020-10-19,136.71356201171875,150.19342041015625,138.1400146484375,-0.08974999278680773,-0.010326136422882493
431,431,431,431,2020-10-20,137.46986389160156,147.9053192138672,139.02085876464844,-0.07055496974504505,-0.011156562308916484
432,432,432,432,2020-10-21,135.2870330810547,143.6832733154297,140.3802947998047,-0.058435752754202874,-0.03628188504671159
433,433,433,433,2020-10-22,135.61253356933594,142.13233947753906,137.9868621826172,-0.045871375453110264,-0.01720691793207796
434,434,434,434,2020-10-23,136.31146240234375,140.52391052246094,142.61099243164062,-0.029976735663386544,-0.04417282231814279
435,435,435,435,2020-10-26,135.66043090820312,139.8920440673828,146.9574737548828,-0.030249133804503003,-0.07687287048444058
436,436,436,436,2020-10-27,126.27809143066406,136.71356201171875,150.19342041015625,-0.07633090987827662,-0.1592302040540985
437,437,437,437,2020-10-28,125.71326446533205,137.46986389160156,147.9053192138672,-0.08552128512718893,-0.15004230318752776
438,438,438,438,2020-10-29,126.90042114257812,135.2870330810547,143.6832733154297,-0.061991247405447036,-0.11680449495334055
439,439,439,439,2020-10-30,124.89949798583984,135.61253356933594,142.13233947753906,-0.0789973854298558,-0.1212450421560991
440,440,440,440,2020-11-02,126.0196533203125,136.31146240234375,140.52391052246094,-0.07550215440909458,-0.1032155819477435
441,441,441,441,2020-11-03,125.39733123779295,135.66043090820312,139.8920440673828,-0.07565286061456544,-0.103613560915645
442,442,442,442,2020-11-04,142.25672912597656,126.27809143066406,136.71356201171875,0.12653531197916412,0.04054584660578642
443,443,443,443,2020-11-05,139.31761169433594,125.71326446533205,137.46986389160156,0.10821727752329235,0.013441111749345813
444,444,444,444,2020-11-06,136.6561279296875,126.90042114257812,135.2870330810547,0.0768768669108546,0.01011992662898109
445,445,445,445,2020-11-09,136.26358032226562,124.89949798583984,135.61253356933594,0.09098581275093798,0.00480078600254763
446,446,446,446,2020-11-10,140.31329345703125,126.0196533203125,136.31146240234375,0.11342389667100305,0.029357993701773166
447,447,447,447,2020-11-11,138.58999633789062,125.39733123779295,135.66043090820312,0.10520690488284967,0.0215948409574922
448,448,448,448,2020-11-12,135.71273803710938,142.25672912597656,126.27809143066406,-0.04600127620727246,0.07471324993556494
449,449,449,449,2020-11-13,137.01185607910156,139.31761169433594,125.71326446533205,-0.016550352731377727,0.08987589067727475
450,450,450,450,2020-11-16,135.28932189941406,136.6561279296875,126.90042114257812,-0.010001790998912852,0.06610616955644799
451,451,451,451,2020-11-17,135.8763427734375,136.26358032226562,124.89949798583984,-0.0028418271992582955,0.08788541959425755
452,452,452,452,2020-11-18,134.88516235351562,140.31329345703125,126.0196533203125,-0.03868579355367996,0.07035020966665462
453,453,453,453,2020-11-19,138.00302124023438,138.58999633789062,125.39733123779295,-0.0042353352562704005,0.10052598311312577
454,454,454,454,2020-11-20,140.0045928955078,135.71273803710938,142.25672912597656,0.031624554337890354,-0.015831491728411362
455,455,455,455,2020-11-23,137.9741668701172,137.01185607910156,139.31761169433594,0.007023558533942209,-0.00964303656860177
456,456,456,456,2020-11-24,139.4368438720703,135.28932189941406,136.6561279296875,0.0306566838714728,0.02034827112775761
457,457,457,457,2020-11-25,139.29246520996094,135.8763427734375,136.26358032226562,0.025141407008720806,0.022228132275197376
458,458,458,458,2020-11-27,141.88107299804688,134.88516235351562,140.31329345703125,0.05186567983063939,0.011173421294510044
459,459,459,459,2020-11-30,140.15855407714844,138.00302124023438,138.58999633789062,0.015619461208474128,0.011317972297463452
460,460,460,460,2020-12-01,140.0719451904297,140.0045928955078,135.71273803710938,0.00048107203863057,0.03212084006534699
461,461,461,461,2020-12-02,139.68702697753906,137.9741668701172,137.01185607910156,0.012414353688645852,0.019525105162381262
462,462,462,462,2020-12-03,138.67660522460938,139.4368438720703,135.28932189941406,-0.005452207797807307,0.025037329462806568
463,463,463,463,2020-12-04,142.8529510498047,139.29246520996094,135.8763427734375,0.025561223534071864,0.051345275667303625
464,464,464,464,2020-12-07,141.86181640625,141.88107299804688,134.88516235351562,-0.00013572347170742738,0.05172291696880271
465,465,465,465,2020-12-08,143.67095947265625,140.15855407714844,138.00302124023438,0.025060228529287354,0.04107111700515009
466,466,466,466,2020-12-09,152.04290771484375,140.0719451904297,140.0045928955078,0.08546295625536837,0.08598514213259212
467,467,467,467,2020-12-10,154.92979431152344,139.68702697753906,137.9741668701172,0.10912085154790585,0.12288987008247365
468,468,468,468,2020-12-11,154.00601196289062,138.67660522460938,139.4368438720703,0.11054068358143598,0.10448578500663097
469,469,469,469,2020-12-14,151.95631408691406,142.8529510498047,139.29246520996094,0.0637254111322878,0.09091553414511266
470,470,470,470,2020-12-15,161.11737060546875,141.86181640625,141.88107299804688,0.1357345809254027,0.13558043508514128
471,471,471,471,2020-12-16,165.56320190429688,143.67095947265625,140.15855407714844,0.1523776448072458,0.18125649193815718
472,472,472,472,2020-12-17,166.12135314941406,152.04290771484375,140.0719451904297,0.09259521306297569,0.18597162996180172
473,473,473,473,2020-12-18,164.9376678466797,154.92979431152344,139.68702697753906,0.06459618422414626,0.18076582640133654
474,474,474,474,2020-12-21,162.41648864746094,154.00601196289062,138.67660522460938,0.054611353007419705,0.17118881288160281
475,475,475,475,2020-12-22,160.43414306640625,151.95631408691406,142.8529510498047,0.05579122546130688,0.12307195537369053
476,476,476,476,2020-12-23,159.2408905029297,161.11737060546875,141.86181640625,-0.011646665381189969,0.12250706029951841
477,477,477,477,2020-12-24,160.3764190673828,165.56320190429688,143.67095947265625,-0.03132811383964573,0.11627582676446169
478,478,478,478,2020-12-28,160.22244262695312,166.12135314941406,152.04290771484375,-0.03550964647606314,0.05379754330567055
479,479,479,479,2020-12-29,160.29942321777344,164.9376678466797,154.92979431152344,-0.028121196870673604,0.034658465339811206
480,480,480,480,2020-12-30,160.7132110595703,162.41648864746094,154.00601196289062,-0.010487097720649152,0.04355154069112488
481,481,481,481,2020-12-31,162.47422790527344,160.43414306640625,151.95631408691406,0.012716026650404277,0.0692166948215358
482,482,482,482,2021-01-04,159.26014709472656,159.2408905029297,161.11737060546875,0.0001209274309887931,-0.011527146351525408
483,483,483,483,2021-01-05,160.0492401123047,160.3764190673828,165.56320190429688,-0.0020400689638834235,-0.033304271290787835
