,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ADM,ADM_6m,ADM_12m,ADM_6m_ret,ADM_12m_ret
0,0,0,0,2019-02-05,36.62395095825195,,,,
1,1,1,1,2019-02-06,36.64145660400391,,,,
2,2,2,2,2019-02-07,36.23014831542969,,,,
3,3,3,3,2019-02-08,36.545196533203125,,,,
4,4,4,4,2019-02-11,36.76397705078125,,,,
5,5,5,5,2019-02-12,37.05276107788086,,,,
6,6,6,6,2019-02-13,37.105281829833984,36.62395095825195,,0.013142516276594574,
7,7,7,7,2019-02-14,36.96525955200195,36.64145660400391,,0.00883706539009843,
8,8,8,8,2019-02-15,37.04467010498047,36.23014831542969,,0.022481878419578383,
9,9,9,9,2019-02-19,36.92994689941406,36.545196533203125,,0.010528069423880959,
10,10,10,10,2019-02-20,37.03584671020508,36.76397705078125,,0.007395001336452323,
11,11,11,11,2019-02-21,37.565311431884766,37.05276107788086,,0.013832986775980993,
12,12,12,12,2019-02-22,37.49472427368164,37.105281829833984,36.62395095825195,0.010495606680301028,0.023776061638524304
13,13,13,13,2019-02-25,37.44178009033203,36.96525955200195,36.64145660400391,0.012891037263236926,0.021842021592576755
14,14,14,14,2019-02-26,37.344703674316406,37.04467010498047,36.23014831542969,0.008099237177323415,0.03076320166241353
15,15,15,15,2019-02-27,37.60942840576172,36.92994689941406,36.545196533203125,0.01839920074075274,0.02912097822737625
16,16,16,16,2019-02-28,37.5035400390625,37.03584671020508,36.76397705078125,0.012628125732266682,0.020116512075385895
17,17,17,17,2019-03-01,37.44178009033203,37.565311431884766,37.05276107788086,-0.00328844183221344,0.010499055971388893
18,18,18,18,2019-03-04,37.274112701416016,37.49472427368164,37.105281829833984,-0.005883803029336554,0.00455004956858418
19,19,19,19,2019-03-05,37.282936096191406,37.44178009033203,36.96525955200195,-0.004242426341840577,0.00859392164533701
20,20,20,20,2019-03-06,37.17704391479492,37.344703674316406,37.04467010498047,-0.004489519075680626,0.0035733564218367597
21,21,21,21,2019-03-07,37.21232604980469,37.60942840576172,36.92994689941406,-0.010558585248165997,0.007646345963067347
22,22,22,22,2019-03-08,36.991729736328125,37.5035400390625,37.03584671020508,-0.013646986449846854,-0.0011911965783354406
23,23,23,23,2019-03-11,37.80357360839844,37.44178009033203,37.565311431884766,0.009662828989261296,0.006342611505982143
24,24,24,24,2019-03-12,37.865333557128906,37.274112701416016,37.49472427368164,0.015861433388069113,0.009884304808914335
25,25,25,25,2019-03-13,38.18301773071289,37.282936096191406,37.44178009033203,0.024141919300541215,0.019797072644317293
26,26,26,26,2019-03-14,38.253604888916016,37.17704391479492,37.344703674316406,0.02895768089007933,0.024338155753655055
27,27,27,27,2019-03-15,38.10359573364258,37.21232604980469,37.60942840576172,0.023950926438863984,0.013139453292120518
28,28,28,28,2019-03-18,37.48589324951172,36.991729736328125,37.5035400390625,0.013358756584401998,-0.0004705366355389762
29,29,29,29,2019-03-19,37.95358657836914,37.80357360839844,37.44178009033203,0.0039682219338486036,0.013669395173047993
30,30,30,30,2019-03-20,37.32705307006836,37.865333557128906,37.274112701416016,-0.01421565417477233,0.0014202985615356933
31,31,31,31,2019-03-21,37.838863372802734,38.18301773071289,37.282936096191406,-0.009013283348563994,0.014911037992743292
32,32,32,32,2019-03-22,37.60942840576172,38.253604888916016,37.17704391479492,-0.016839628187327982,0.011630416123395104
33,33,33,33,2019-03-25,37.37117767333984,38.10359573364258,37.21232604980469,-0.019221757059953104,0.004268790489542207
34,34,34,34,2019-03-26,37.3182258605957,37.48589324951172,36.991729736328125,-0.004472812953928984,0.008826192410974043
35,35,35,35,2019-03-27,37.49472427368164,37.95358657836914,37.80357360839844,-0.012090090714879098,-0.008169844944187599
36,36,36,36,2019-03-28,37.69768142700195,37.32705307006836,37.865333557128906,0.00992921558093185,-0.00442758888876571
37,37,37,37,2019-03-29,38.059478759765625,37.838863372802734,38.18301773071289,0.00583039148901765,-0.0032354428300698235
38,38,38,38,2019-04-01,37.662384033203125,37.60942840576172,38.253604888916016,0.0014080412727914826,-0.015455297806042823
