,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,INVH,INVH_6m,INVH_12m,INVH_6m_ret,INVH_12m_ret
74,74,74,74,2019-05-22,22.72780990600586,22.12900924682617,22.093212127685547,0.027059533144963233,0.02872365388304421
75,75,75,75,2019-05-23,22.81719207763672,22.316694259643555,21.879838943481445,0.02242705896178543,0.04284095219240802
76,76,76,76,2019-05-24,23.03168678283692,22.620567321777344,21.72869682312012,0.018174586658743275,0.05996631874997549
77,77,77,77,2019-05-28,22.709938049316406,22.656309127807617,21.942068099975582,0.002367063461495844,0.03499533160876833
78,78,78,78,2019-05-29,22.58481216430664,22.459688186645508,22.25324440002441,0.005571046962955295,0.014899749372359716
79,79,79,79,2019-05-30,22.7188777923584,22.73675346374512,22.08432006835937,-0.0007862015751380902,0.028733405512817667
80,80,80,80,2019-05-31,22.90656089782715,22.72780990600586,22.12900924682617,0.007864857747426512,0.0351372102712868
81,81,81,81,2019-06-03,23.058496475219727,22.81719207763672,22.316694259643555,0.010575551836613295,0.033239789322991875
82,82,82,82,2019-06-04,23.31768035888672,23.03168678283692,22.620567321777344,0.012417396031232819,0.030817663730221767
83,83,83,83,2019-06-05,23.523239135742188,22.709938049316406,22.656309127807617,0.035812562969552486,0.038264397040316256
84,84,84,84,2019-06-06,23.764554977416992,22.58481216430664,22.459688186645508,0.05223611356727753,0.058098170372078206
85,85,85,85,2019-06-07,23.818178176879883,22.7188777923584,22.73675346374512,0.048387090003681354,0.047562846422166016
86,86,86,86,2019-06-10,23.943300247192383,22.90656089782715,22.72780990600586,0.04525949373149141,0.05348031095883665
87,87,87,87,2019-06-11,24.077362060546875,23.058496475219727,22.81719207763672,0.04418612403554123,0.05522896851735126
88,88,88,88,2019-06-12,24.10417366027832,23.31768035888672,23.03168678283692,0.03372948291967881,0.04656571129825404
89,89,89,89,2019-06-13,24.21142196655273,23.523239135742188,22.709938049316406,0.029255445087275067,0.06611572052621795
90,90,90,90,2019-06-14,24.40804481506348,23.764554977416992,22.58481216430664,0.02707771461565267,0.08072826275873579
91,91,91,91,2019-06-17,24.559978485107425,23.818178176879883,22.7188777923584,0.031144292511322336,0.08103836419985022
92,92,92,92,2019-06-18,24.5867919921875,23.943300247192383,22.90656089782715,0.026875649486564512,0.07335152150752289
93,93,93,93,2019-06-19,24.801294326782227,24.077362060546875,23.058496475219727,0.03006692611985029,0.07558159108229079
94,94,94,94,2019-06-20,24.738733291625977,24.10417366027832,23.31768035888672,0.026325716047812753,0.060943151757274716
95,95,95,95,2019-06-21,24.26504135131836,24.21142196655273,23.523239135742188,0.0022146317898925627,0.03153486691588525
96,96,96,96,2019-06-24,24.11311149597168,24.40804481506348,23.764554977416992,-0.012083447130914027,0.0146670753517546
97,97,97,97,2019-06-25,24.19355010986328,24.559978485107425,23.818178176879883,-0.014919735188951289,0.01575989272545497
98,98,98,98,2019-06-26,23.6304931640625,24.5867919921875,23.943300247192383,-0.03889481915448201,-0.013064493194356652
99,99,99,99,2019-06-27,23.71092987060547,24.801294326782227,24.077362060546875,-0.04396401420869811,-0.015218950855992674
100,100,100,100,2019-06-28,23.889678955078125,24.738733291625977,24.10417366027832,-0.03432084927465773,-0.008898654159369301
101,101,101,101,2019-07-01,23.97904586791992,24.26504135131836,24.21142196655273,-0.011786317577526129,-0.009597788141226582
102,102,102,102,2019-07-02,24.35441780090332,24.11311149597168,24.40804481506348,0.010007265340765015,-0.0021971040518191653
103,103,103,103,2019-07-03,24.56891632080078,24.19355010986328,24.559978485107425,0.015515135613953124,0.0003639187102209007
104,104,104,104,2019-07-05,24.488481521606445,23.6304931640625,24.5867919921875,0.03630852524266337,-0.0039985074348980465
105,105,105,105,2019-07-08,24.676170349121094,23.71092987060547,24.801294326782227,0.04070867248914767,-0.005045058375280687
106,106,106,106,2019-07-09,24.98004150390625,23.889678955078125,24.738733291625977,0.04564157395662072,0.009754267101539815
107,107,107,107,2019-07-10,25.042600631713867,23.97904586791992,24.26504135131836,0.04435350637603186,0.032044424286681084
108,108,108,108,2019-07-11,24.872791290283203,24.35441780090332,24.11311149597168,0.021284577345168865,0.03150484309909296
109,109,109,109,2019-07-12,24.95322608947754,24.56891632080078,24.19355010986328,0.01564211313428543,0.031399938254805804
110,110,110,110,2019-07-15,25.024721145629883,24.488481521606445,23.6304931640625,0.021897626586209862,0.05900122235653282
111,111,111,111,2019-07-16,24.98897171020508,24.676170349121094,23.71092987060547,0.012676252297598944,0.053900958189919246
112,112,112,112,2019-07-17,24.872791290283203,24.98004150390625,23.889678955078125,-0.0042934361660798,0.041152178606238765
113,113,113,113,2019-07-18,24.75660514831543,25.042600631713867,23.97904586791992,-0.011420358756041193,0.032426614665088005
114,114,114,114,2019-07-19,24.15779685974121,24.872791290283203,24.35441780090332,-0.028746047124245,-0.008073317242460076
115,115,115,115,2019-07-22,24.27398109436035,24.95322608947754,24.56891632080078,-0.02722072860164626,-0.012004405183745459
116,116,116,116,2019-07-23,24.47954559326172,25.024721145629883,24.488481521606445,-0.02178547961416022,-0.0003649033255427314
117,117,117,117,2019-07-24,24.291860580444336,24.98897171020508,24.676170349121094,-0.02789675132874947,-0.015574125289277152
118,118,118,118,2019-07-25,24.399105072021484,24.872791290283203,24.98004150390625,-0.01904435303354024,-0.02325602348554634
119,119,119,119,2019-07-26,24.46167182922364,24.75660514831543,25.042600631713867,-0.011913318378059534,-0.023197622764248416
120,120,120,120,2019-07-29,24.64042091369629,24.15779685974121,24.872791290283203,0.019977982957517515,-0.009342352206271776
121,121,121,121,2019-07-30,24.81022834777832,24.27398109436035,24.95322608947754,0.022091442328038946,-0.005730631429637811
122,122,122,122,2019-07-31,24.551040649414062,24.47954559326172,25.024721145629883,0.0029206038927465094,-0.01892850247798028
123,123,123,123,2019-08-01,24.53316879272461,24.291860580444336,24.98897171020508,0.00993370645616709,-0.018240163011362776
124,124,124,124,2019-08-02,24.729793548583984,24.399105072021484,24.872791290283203,0.013553303516107285,-0.005749163414364489
125,125,125,125,2019-08-05,24.238237380981445,24.46167182922364,24.75660514831543,-0.009134062863817238,-0.020938564242894864
126,126,126,126,2019-08-06,24.47060775756836,24.64042091369629,24.15779685974121,-0.006891649973135849,0.012948651718669213
127,127,127,127,2019-08-07,24.65829467773437,24.81022834777832,24.27398109436035,-0.006123831990347384,0.01583232605645013
128,128,128,128,2019-08-08,24.890663146972656,24.551040649414062,24.47954559326172,0.013833323907054051,0.016794329459453028
129,129,129,129,2019-08-09,24.890663146972656,24.53316879272461,24.291860580444336,0.01457187847474728,0.024650337694197555
130,130,130,130,2019-08-12,24.78341484069824,24.729793548583984,24.399105072021484,0.002168287090990484,0.01575097806015191
131,131,131,131,2019-08-13,24.90853881835937,24.238237380981445,24.46167182922364,0.027654710482531986,0.0182680477546866
132,132,132,132,2019-08-14,24.79181480407715,24.47060775756836,24.64042091369629,0.013126239024833675,0.006144127606874994
133,133,133,133,2019-08-15,25.00731086730957,24.65829467773437,24.81022834777832,0.014154108957516343,0.00794359958194013
134,134,134,134,2019-08-16,25.429338455200195,24.890663146972656,24.551040649414062,0.021641661575941384,0.03577436159746217
135,135,135,135,2019-08-19,25.66280174255371,24.890663146972656,24.53316879272461,0.031021214301193423,0.046045130140876855
136,136,136,136,2019-08-20,25.53708839416504,24.78341484069824,24.729793548583984,0.030410399789989828,0.032644625358276835
137,137,137,137,2019-08-21,25.64484214782715,24.90853881835937,24.238237380981445,0.02956027789655291,0.05803246930609718
138,138,138,138,2019-08-22,26.066871643066406,24.79181480407715,24.47060775756836,0.05143055678116659,0.06523188558749005
139,139,139,139,2019-08-23,25.67178535461425,25.00731086730957,24.65829467773437,0.0265712091488135,0.04110140989575517
140,140,140,140,2019-08-26,26.05788993835449,25.429338455200195,24.890663146972656,0.024717571173219266,0.04689416205947072
141,141,141,141,2019-08-27,26.09380531311035,25.66280174255371,24.890663146972656,0.01679487590172024,0.04833708764742295
142,142,142,142,2019-08-28,25.815448760986328,25.53708839416504,24.78341484069824,0.010900238998463596,0.04164211941420315
143,143,143,143,2019-08-29,25.9770736694336,25.64484214782715,24.90853881835937,0.012955101056631113,0.04289833534059584
144,144,144,144,2019-08-30,25.82442855834961,26.066871643066406,24.79181480407715,-0.009300812465591113,0.04165139835195286
145,145,145,145,2019-09-03,26.15666389465332,25.67178535461425,25.00731086730957,0.018887604946101533,0.04596068059625802
146,146,146,146,2019-09-04,26.07584571838379,26.05788993835449,25.429338455200195,0.0006890726790149682,0.025423676055221334
147,147,147,147,2019-09-05,25.689741134643555,26.09380531311035,25.66280174255371,-0.015485061439612369,0.0010497447768991197
148,148,148,148,2019-09-06,25.84238624572754,25.815448760986328,25.53708839416504,0.0010434637410572378,0.011955076743684678
149,149,149,149,2019-09-09,25.465255737304688,25.9770736694336,25.64484214782715,-0.01970267854809038,-0.0070028276831362035
150,150,150,150,2019-09-10,25.115062713623047,25.82442855834961,26.066871643066406,-0.027468791540682824,-0.0365141219274977
151,151,151,151,2019-09-11,24.9444580078125,26.15666389465332,25.67178535461425,-0.04634405563809718,-0.02833177890648808
152,152,152,152,2019-09-12,25.0881290435791,26.07584571838379,26.05788993835449,-0.037878605567463364,-0.03721563400066408
153,153,153,153,2019-09-13,25.00731086730957,25.689741134643555,26.09380531311035,-0.02656431077904875,-0.04163802223414659
154,154,154,154,2019-09-16,25.312604904174805,25.84238624572754,25.815448760986328,-0.020500480741801552,-0.019478408509072564
155,155,155,155,2019-09-17,25.58198928833008,25.465255737304688,25.9770736694336,0.004584032150691808,-0.015208964109317713
156,156,156,156,2019-09-18,25.590965270996094,25.115062713623047,25.82442855834961,0.018948889867390406,-0.009040404778987154
157,157,157,157,2019-09-19,26.01299476623535,24.9444580078125,26.15666389465332,0.042836639629058704,-0.005492639619356643
158,158,158,158,2019-09-20,26.2644100189209,25.0881290435791,26.07584571838379,0.046885958426734264,0.007231378133372157
159,159,159,159,2019-09-23,25.8962631225586,25.00731086730957,25.689741134643555,0.03554769483075848,0.008039084038746536
160,160,160,160,2019-09-24,26.10278511047364,25.312604904174805,25.84238624572754,0.031216866430389123,0.010076424919511995
161,161,161,161,2019-09-25,26.39909553527832,25.58198928833008,25.465255737304688,0.031940684429923705,0.03667113370495745
162,162,162,162,2019-09-26,26.67745780944824,25.590965270996094,25.115062713623047,0.04245609835137931,0.062209484150629324
163,163,163,163,2019-09-27,26.5876693725586,26.01299476623535,24.9444580078125,0.022091828007022585,0.06587480731116524
164,164,164,164,2019-09-30,26.5876693725586,26.2644100189209,25.0881290435791,0.012307885591369638,0.059770911030262
165,165,165,165,2019-10-01,26.614601135253903,25.8962631225586,25.00731086730957,0.02773906062413878,0.06427281511685612
166,166,166,166,2019-10-02,26.74929428100586,26.10278511047364,25.312604904174805,0.024767823348965656,0.056757863612610704
167,167,167,167,2019-10-03,26.84806632995605,26.39909553527832,25.58198928833008,0.01700705215744036,0.04949095347340804
168,168,168,168,2019-10-04,27.0186710357666,26.67745780944824,25.590965270996094,0.012790320155525281,0.05578944559737331
169,169,169,169,2019-10-07,26.8750057220459,26.5876693725586,26.01299476623535,0.010807128126238075,0.03313770534907534
170,170,170,170,2019-10-08,26.66848373413086,26.5876693725586,26.2644100189209,0.0030395428963649884,0.01538483883395303
171,171,171,171,2019-10-09,27.10846519470215,26.614601135253903,25.8962631225586,0.018556132287628646,0.046809922590243636
172,172,172,172,2019-10-10,27.252132415771484,26.74929428100586,26.10278511047364,0.01879818321497484,0.044031596645090376
173,173,173,173,2019-10-11,27.162342071533203,26.84806632995605,26.39909553527832,0.011705712348695219,0.028911844166589873
174,174,174,174,2019-10-14,27.15336227416992,27.0186710357666,26.67745780944824,0.004985117077928036,0.01783919847689286
175,175,175,175,2019-10-15,27.314990997314453,26.8750057220459,26.5876693725586,0.016371541640552323,0.027355599114923912
176,176,176,176,2019-10-16,27.36886405944824,26.66848373413086,26.5876693725586,0.026262472673728388,0.02938184148234968
177,177,177,177,2019-10-17,27.30600929260254,27.10846519470215,26.614601135253903,0.007287173821223902,0.02597852787028221
178,178,178,178,2019-10-18,27.7280330657959,27.252132415771484,26.74929428100586,0.017462877501248197,0.03658933108695206
179,179,179,179,2019-10-21,27.916603088378903,27.162342071533203,26.84806632995605,0.02776862962918747,0.03979939356863915
180,180,180,180,2019-10-22,27.602325439453125,27.15336227416992,27.0186710357666,0.01653434888652039,0.021601891629454917
181,181,181,181,2019-10-23,27.692121505737305,27.314990997314453,26.8750057220459,0.013806722779441172,0.03040430175689668
182,182,182,182,2019-10-24,27.73701286315918,27.36886405944824,26.66848373413086,0.013451373170303427,0.04006711216434078
183,183,183,183,2019-10-25,27.73701286315918,27.30600929260254,27.10846519470215,0.015784202148990012,0.02318639819490298
184,184,184,184,2019-10-28,27.63824462890625,27.7280330657959,27.252132415771484,-0.0032381826967887717,0.014168146816698757
185,185,185,185,2019-10-29,27.65620231628418,27.916603088378903,27.162342071533203,-0.009327810094600042,0.018181799030819068
186,186,186,186,2019-10-30,27.35090446472168,27.602325439453125,27.15336227416992,-0.009108688153211864,0.007275054505484713
187,187,187,187,2019-10-31,27.647220611572266,27.692121505737305,27.314990997314453,-0.0016214320797247606,0.0121629040364859
188,188,188,188,2019-11-01,27.692121505737305,27.73701286315918,27.36886405944824,-0.0016184640229049974,0.011811138583863512
189,189,189,189,2019-11-04,27.297033309936523,27.73701286315918,27.30600929260254,-0.015862542783294686,-0.00032871821619306907
190,190,190,190,2019-11-05,26.60562324523925,27.63824462890625,27.7280330657959,-0.03736204659636755,-0.04047924416035131
191,191,191,191,2019-11-06,26.93785858154297,27.65620231628418,27.916603088378903,-0.025974055531053364,-0.03505958456827307
192,192,192,192,2019-11-07,26.506851196289062,27.35090446472168,27.602325439453125,-0.030860159287284694,-0.03968775187319029
193,193,193,193,2019-11-08,26.49787330627441,27.647220611572266,27.692121505737305,-0.041571893299711116,-0.04312591937802479
194,194,194,194,2019-11-11,26.45297622680664,27.692121505737305,27.73701286315918,-0.04474721370386647,-0.046293255971266434
195,195,195,195,2019-11-12,26.40788459777832,27.297033309936523,27.73701286315918,-0.03257308961243566,-0.047918940368168905
196,196,196,196,2019-11-13,26.90393829345703,26.60562324523925,27.63824462890625,0.011212481116042339,-0.026568486722243656
197,197,197,197,2019-11-14,27.0572566986084,26.93785858154297,27.65620231628418,0.0044323536967127986,-0.02165682803539215
198,198,198,198,2019-11-15,27.04823875427246,26.506851196289062,27.35090446472168,0.020424438722438376,-0.011066021997174103
199,199,199,199,2019-11-18,27.04823875427246,26.49787330627441,27.647220611572266,0.020770174331980362,-0.021665174438876167
200,200,200,200,2019-11-19,26.994121551513672,26.45297622680664,27.692121505737305,0.020456878653928312,-0.025205723370779642
201,201,201,201,2019-11-20,27.11136817932129,26.40788459777832,27.297033309936523,0.026639149339593438,-0.006801659671479721
202,202,202,202,2019-11-21,26.443958282470703,26.90393829345703,26.60562324523925,-0.017097125557197446,-0.0060763456386039305
203,203,203,203,2019-11-22,26.732568740844727,27.0572566986084,26.93785858154297,-0.012000032426804474,-0.00762086711817922
204,204,204,204,2019-11-25,27.174503326416016,27.04823875427246,26.506851196289062,0.004668125466158468,0.025187908031129025
205,205,205,205,2019-11-26,27.49918937683105,27.04823875427246,26.49787330627441,0.0166720882145186,0.03778854472519266
206,206,206,206,2019-11-27,27.3729248046875,26.994121551513672,26.45297622680664,0.014032805344339483,0.034776751394370864
207,207,207,207,2019-11-29,27.5352725982666,27.11136817932129,26.40788459777832,0.015635670473784335,0.04269134077415382
208,208,208,208,2019-12-02,27.21057891845703,26.443958282470703,26.90393829345703,0.028990388949997392,0.01139761107296966
209,209,209,209,2019-12-03,27.12940788269043,26.732568740844727,27.0572566986084,0.014844781498284165,0.002666611212131631
210,210,210,210,2019-12-04,27.174503326416016,27.174503326416016,27.04823875427246,0.0,0.004668125466158468
211,211,211,211,2019-12-05,26.894914627075195,27.49918937683105,27.04823875427246,-0.021974275004083443,-0.005668543840883111
212,212,212,212,2019-12-06,27.08431434631348,27.3729248046875,26.994121551513672,-0.010543647068529394,0.0033412013288778297
213,213,213,213,2019-12-09,27.18352127075196,27.5352725982666,27.11136817932129,-0.01277457218770317,0.002661359284910736
214,214,214,214,2019-12-10,26.94001007080078,27.21057891845703,26.443958282470703,-0.00994351676482419,0.01875860576663002
215,215,215,215,2019-12-11,26.57022857666016,27.12940788269043,26.732568740844727,-0.02061155586027541,-0.006072748405076656
216,216,216,216,2019-12-12,25.97496795654297,27.174503326416016,27.174503326416016,-0.044141942741856566,-0.044141942741856566
217,217,217,217,2019-12-13,26.18240737915039,26.894914627075195,27.49918937683105,-0.026492266579181578,-0.04788439323197258
218,218,218,218,2019-12-16,26.317689895629883,27.08431434631348,27.3729248046875,-0.028305108295567538,-0.038550316291992015
219,219,219,219,2019-12-17,25.875757217407227,27.18352127075196,27.5352725982666,-0.048108706753595576,-0.060268710794017855
220,220,220,220,2019-12-18,26.020063400268555,26.94001007080078,27.21057891845703,-0.03414797055066143,-0.04375193639783037
221,221,221,221,2019-12-19,26.36278343200684,26.57022857666016,27.12940788269043,-0.007807427928397392,-0.028258060551801578
222,222,222,222,2019-12-20,26.579246520996094,25.97496795654297,27.174503326416016,0.02326388103593069,-0.021904974610567396
223,223,223,223,2019-12-23,26.317689895629883,26.18240737915039,26.894914627075195,0.005166924283181773,-0.021462225831504145
224,224,224,224,2019-12-24,26.33572769165039,26.317689895629883,27.08431434631348,0.0006853867528662239,-0.027639121488965523
225,225,225,225,2019-12-26,26.543169021606445,25.875757217407227,27.18352127075196,0.025792938100000162,-0.02355663354896187
226,226,226,226,2019-12-27,26.61532592773437,26.020063400268555,26.94001007080078,0.022877059072026418,-0.01205211661811223
227,227,227,227,2019-12-30,26.840797424316406,26.36278343200684,26.57022857666016,0.01813215184741135,0.010183158450278507
228,228,228,228,2019-12-31,27.03019905090332,26.579246520996094,25.97496795654297,0.01696633986787388,0.04062492381610605
229,229,229,229,2020-01-02,26.579246520996094,26.317689895629883,26.18240737915039,0.009938434049625355,0.015156709469035023
230,230,230,230,2020-01-03,27.12940788269043,26.33572769165039,26.317689895629883,0.030137013882159502,0.030843056145111625
231,231,231,231,2020-01-06,27.22862243652344,26.543169021606445,25.875757217407227,0.025824098635661263,0.05228311611325953
232,232,232,232,2020-01-07,26.64237594604492,26.61532592773437,26.020063400268555,0.0010163324087779646,0.023916642177356895
233,233,233,233,2020-01-08,26.912954330444336,26.840797424316406,26.36278343200684,0.0026883294481616637,0.020869226493342774
234,234,234,234,2020-01-09,26.90393829345703,27.03019905090332,26.579246520996094,-0.0046710998024289685,0.01221598859864037
235,235,235,235,2020-01-10,27.11136817932129,26.579246520996094,26.317689895629883,0.020020193495885907,0.030157596918231055
236,236,236,236,2020-01-13,27.22862243652344,27.12940788269043,26.33572769165039,0.0036570851181869646,0.033904312625321564
237,237,237,237,2020-01-14,26.94001007080078,27.22862243652344,26.543169021606445,-0.010599594834277304,0.014950778818885624
238,238,238,238,2020-01-15,27.138427734375,26.64237594604492,26.61532592773437,0.018618902057934594,0.019654157460289978
239,239,239,239,2020-01-16,27.5352725982666,26.912954330444336,26.840797424316406,0.023123372491227867,0.025873865182598266
240,240,240,240,2020-01-17,27.49918937683105,26.90393829345703,27.03019905090332,0.022125053844580966,0.017350605707509903
241,241,241,241,2020-01-21,27.877992630004883,27.11136817932129,26.579246520996094,0.028276863255773277,0.0488631650254967
242,242,242,242,2020-01-22,28.09444808959961,27.22862243652344,27.12940788269043,0.031798364206438334,0.0355717386491472
243,243,243,243,2020-01-23,28.28385353088379,26.94001007080078,27.22862243652344,0.049882812090688455,0.03875447965905554
244,244,244,244,2020-01-24,28.26581382751465,27.138427734375,26.64237594604492,0.04154205631122987,0.06093442584690845
