,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ORLY,ORLY_6m,ORLY_12m,ORLY_6m_ret,ORLY_12m_ret
247,247,247,247,2020-01-29,424.1300048828125,440.6000061035156,436.8500061035156,-0.03738084655594309,-0.02911754845595449
248,248,248,248,2020-01-30,419.8800048828125,435.7099914550781,435.5,-0.03633147479450838,-0.03586680853544777
249,249,249,249,2020-01-31,406.1000061035156,436.0499877929688,438.510009765625,-0.06868474378601075,-0.07390938163402905
250,250,250,250,2020-02-03,406.2300109863281,430.7699890136719,438.1499938964844,-0.05696770585976196,-0.07285172510511906
251,251,251,251,2020-02-04,407.5899963378906,426.80999755859375,441.0700073242188,-0.045031750265091985,-0.07590634237280591
252,252,252,252,2020-02-05,419.2099914550781,428.05999755859375,440.6799926757813,-0.02067468615145296,-0.048720163332895305
253,253,253,253,2020-02-06,398.1300048828125,424.1300048828125,440.6000061035156,-0.061301958599188966,-0.09639128604715708
254,254,254,254,2020-02-07,387.6900024414063,419.8800048828125,435.7099914550781,-0.07666476628338215,-0.11021089705403897
255,255,255,255,2020-02-10,391.30999755859375,406.1000061035156,436.0499877929688,-0.036419621577528094,-0.10260289298670289
256,256,256,256,2020-02-11,389.760009765625,406.2300109863281,430.7699890136719,-0.04054353635939867,-0.09520156996532392
257,257,257,257,2020-02-12,392.4700012207031,407.5899963378906,426.80999755859375,-0.037096089828105305,-0.0804573382402467
258,258,258,258,2020-02-13,392.6000061035156,419.2099914550781,428.05999755859375,-0.06347650555560291,-0.08283883487670274
259,259,259,259,2020-02-14,390.8900146484375,398.1300048828125,424.1300048828125,-0.018184990193105488,-0.07837217327635015
260,260,260,260,2020-02-18,395.989990234375,387.6900024414063,419.8800048828125,0.02140882597101057,-0.05689724295184084
261,261,261,261,2020-02-19,392.1499938964844,391.30999755859375,406.1000061035156,0.0021466263145113462,-0.03435117458105963
262,262,262,262,2020-02-20,395.1799926757813,389.760009765625,406.2300109863281,0.013905949236340476,-0.027201383481533892
263,263,263,263,2020-02-21,391.5,392.4700012207031,407.5899963378906,-0.002471529588722987,-0.03947593533319227
264,264,264,264,2020-02-24,387.7699890136719,392.6000061035156,419.2099914550781,-0.012302641402838432,-0.0749982182730855
265,265,265,265,2020-02-25,377.3500061035156,390.8900146484375,398.1300048828125,-0.03463892153167336,-0.05219400327642565
266,266,266,266,2020-02-26,377.6900024414063,395.989990234375,387.6900024414063,-0.046213258527412426,-0.025793804165768597
267,267,267,267,2020-02-27,370.4700012207031,392.1499938964844,391.30999755859375,-0.05528494967031439,-0.053256999483561884
268,268,268,268,2020-02-28,368.7200012207031,395.1799926757813,389.760009765625,-0.0669568094171884,-0.05398195817363072
269,269,269,269,2020-03-02,378.3900146484375,391.5,392.4700012207031,-0.03348655262212641,-0.03587531920521958
270,270,270,270,2020-03-03,364.1700134277344,387.7699890136719,392.6000061035156,-0.06086075832213367,-0.07241465163983007
271,271,271,271,2020-03-04,377.2000122070313,377.3500061035156,390.8900146484375,-0.00039749276284140045,-0.03502264557389334
272,272,272,272,2020-03-05,361.3299865722656,377.6900024414063,395.989990234375,-0.04331598867692754,-0.08752747422124263
273,273,273,273,2020-03-06,368.0799865722656,370.4700012207031,392.1499938964844,-0.006451304128707758,-0.06137959377495872
274,274,274,274,2020-03-09,373.6300048828125,368.7200012207031,395.1799926757813,0.01331634748821342,-0.05453208206987625
275,275,275,275,2020-03-10,393.5199890136719,378.3900146484375,391.5,0.039985131159688825,0.005159614338881013
276,276,276,276,2020-03-11,374.3500061035156,364.1700134277344,387.7699890136719,0.02795395639515319,-0.034608100911293294
277,277,277,277,2020-03-12,330.2900085449219,377.2000122070313,377.3500061035156,-0.12436373845174276,-0.12471179752858974
278,278,278,278,2020-03-13,354.29998779296875,361.3299865722656,377.6900024414063,-0.01945589638431766,-0.061929133673762515
279,279,279,279,2020-03-16,299.6499938964844,368.0799865722656,370.4700012207031,-0.185910658476799,-0.1911625964069047
280,280,280,280,2020-03-17,327.5400085449219,373.6300048828125,368.7200012207031,-0.1233573207064742,-0.11168364216600313
281,281,281,281,2020-03-18,293.7200012207031,393.5199890136719,378.3900146484375,-0.25360843306361613,-0.22376386836317907
282,282,282,282,2020-03-19,290.5299987792969,374.3500061035156,364.1700134277344,-0.22390812330063314,-0.2022132848207464
283,283,283,283,2020-03-20,263.7699890136719,330.2900085449219,377.2000122070313,-0.20139882470045345,-0.30071585239266063
284,284,284,284,2020-03-23,260.9200134277344,354.29998779296875,361.3299865722656,-0.26356188987452045,-0.27788995343858447
285,285,285,285,2020-03-24,277.1300048828125,299.6499938964844,368.0799865722656,-0.07515431160479691,-0.24709298252377765
286,286,286,286,2020-03-25,298.9200134277344,327.5400085449219,373.6300048828125,-0.08737862358961956,-0.1999571514030588
287,287,287,287,2020-03-26,326.739990234375,293.7200012207031,393.5199890136719,0.11241995395764848,-0.16969912747425075
288,288,288,288,2020-03-27,313.42999267578125,290.5299987792969,374.3500061035156,0.0788214435435306,-0.1627354412567813
289,289,289,289,2020-03-30,318.19000244140625,263.7699890136719,330.2900085449219,0.20631616823138144,-0.03663449026757326
290,290,290,290,2020-03-31,301.04998779296875,260.9200134277344,354.29998779296875,0.15380182546383692,-0.1502963641960836
291,291,291,291,2020-04-01,287.25,277.1300048828125,299.6499938964844,0.03651713974986892,-0.04138159235460559
292,292,292,292,2020-04-02,303.489990234375,298.9200134277344,327.5400085449219,0.015288293193340907,-0.07342620041254722
293,293,293,293,2020-04-03,295.3800048828125,326.739990234375,293.7200012207031,-0.09597841185300748,0.005651653463197626
294,294,294,294,2020-04-06,333.42999267578125,313.42999267578125,290.5299987792969,0.0638101026301221,0.1476611505756198
295,295,295,295,2020-04-07,336.2699890136719,318.19000244140625,263.7699890136719,0.05682135338490091,0.27486068552037635
296,296,296,296,2020-04-08,340.0299987792969,301.04998779296875,260.9200134277344,0.12948019454209225,0.3031963102879158
297,297,297,297,2020-04-09,342.44000244140625,287.25,277.1300048828125,0.1921322974461488,0.235665559152322
298,298,298,298,2020-04-13,347.9200134277344,303.489990234375,298.9200134277344,0.14639699701149156,0.1639234504177689
299,299,299,299,2020-04-14,356.3500061035156,295.3800048828125,326.739990234375,0.2064120800759417,0.09062256458996942
300,300,300,300,2020-04-15,353.8900146484375,333.42999267578125,313.42999267578125,0.06136227220732082,0.12908790772460943
301,301,301,301,2020-04-16,367.6799926757813,336.2699890136719,318.19000244140625,0.09340709753564225,0.1555359686182738
302,302,302,302,2020-04-17,373.510009765625,340.0299987792969,301.04998779296875,0.09846193308390716,0.24069099787669423
303,303,303,303,2020-04-20,373.6600036621094,342.44000244140625,287.25,0.09116925884278104,0.3008181154468559
304,304,304,304,2020-04-21,358.29998779296875,347.9200134277344,303.489990234375,0.02983436986843646,0.18059902903639702
305,305,305,305,2020-04-22,368.260009765625,356.3500061035156,295.3800048828125,0.03342220698222653,0.24673303432209814
306,306,306,306,2020-04-23,374.5299987792969,353.8900146484375,333.42999267578125,0.05832316052026387,0.12326427437942034
307,307,307,307,2020-04-24,384.8200073242188,367.6799926757813,336.2699890136719,0.04661666391935415,0.144378088728498
308,308,308,308,2020-04-27,389.5,373.510009765625,340.0299987792969,0.04281007152769112,0.1454871670096749
309,309,309,309,2020-04-28,384.5,373.6600036621094,342.44000244140625,0.02901032016178262,0.12282442839250507
310,310,310,310,2020-04-29,391.0199890136719,358.29998779296875,347.9200134277344,0.09132012932026456,0.12387897770327516
311,311,311,311,2020-04-30,386.3399963378906,368.260009765625,356.3500061035156,0.04909570980507061,0.08415880376234153
312,312,312,312,2020-05-01,376.3699951171875,374.5299987792969,353.8900146484375,0.004912814310970237,0.06352250568889928
313,313,313,313,2020-05-04,388.2099914550781,384.8200073242188,367.6799926757813,0.008809272039754346,0.05583659483316006
314,314,314,314,2020-05-05,390.3800048828125,389.5,373.510009765625,0.0022593193396982514,0.04516611248992586
315,315,315,315,2020-05-06,397.760009765625,384.5,373.6600036621094,0.034486371302015595,0.06449715213648766
316,316,316,316,2020-05-07,386.4500122070313,391.0199890136719,358.29998779296875,-0.01168732273295825,0.07856551876392492
317,317,317,317,2020-05-08,402.510009765625,386.3399963378906,368.260009765625,0.04185436035877621,0.0930049396940984
318,318,318,318,2020-05-11,398.8999938964844,376.3699951171875,374.5299987792969,0.059861304226129564,0.0650682060091754
319,319,319,319,2020-05-12,394.30999755859375,388.2099914550781,384.8200073242188,0.01571316101538689,0.02466085456513034
320,320,320,320,2020-05-13,389.8900146484375,390.3800048828125,389.5,-0.0012551622220561276,0.0010013213053594594
321,321,321,321,2020-05-14,398.6000061035156,397.760009765625,384.5,0.0021118169681904053,0.036671017174293
322,322,322,322,2020-05-15,407.1199951171875,386.4500122070313,391.0199890136719,0.05348682172917818,0.04117438124871087
323,323,323,323,2020-05-18,409.8900146484375,402.510009765625,386.3399963378906,0.01833495988611511,0.06095671826312854
324,324,324,324,2020-05-19,409.7799987792969,398.8999938964844,376.3699951171875,0.02727501892525952,0.08876904135704744
325,325,325,325,2020-05-20,407.1099853515625,394.30999755859375,388.2099914550781,0.03246173790221163,0.04868497543209527
326,326,326,326,2020-05-21,404.2799987792969,389.8900146484375,390.3800048828125,0.03690780371442637,0.03560631621144883
327,327,327,327,2020-05-22,404.989990234375,398.6000061035156,397.760009765625,0.01603106882341576,0.018176740474765696
328,328,328,328,2020-05-26,399.1199951171875,407.1199951171875,386.4500122070313,-0.019650226213274613,0.032785567369496116
329,329,329,329,2020-05-27,415.2799987792969,409.8900146484375,402.510009765625,0.013149830291626863,0.03172589178864804
330,330,330,330,2020-05-28,413.1300048828125,409.7799987792969,398.8999938964844,0.00817513327515984,0.03567312911521592
331,331,331,331,2020-05-29,417.239990234375,407.1099853515625,394.30999755859375,0.02488272272188241,0.05815219704738506
332,332,332,332,2020-06-01,417.6000061035156,404.2799987792969,389.8900146484375,0.032947480371123605,0.07107130322397226
333,333,333,333,2020-06-02,419.739990234375,404.989990234375,398.6000061035156,0.036420653240007095,0.053035584062107066
334,334,334,334,2020-06-03,420.9500122070313,399.1199951171875,407.1199951171875,0.054695373213347054,0.03397037054361052
335,335,335,335,2020-06-04,413.8500061035156,415.2799987792969,409.8900146484375,-0.003443442207630154,0.009661107403347247
336,336,336,336,2020-06-05,422.7000122070313,413.1300048828125,409.7799987792969,0.023164638760463374,0.03152914604476109
337,337,337,337,2020-06-08,419.7300109863281,417.239990234375,407.1099853515625,0.005967838199196551,0.03099905698423866
338,338,338,338,2020-06-09,423.239990234375,417.6000061035156,404.2799987792969,0.01350570892822578,0.046898168379160055
339,339,339,339,2020-06-10,416.4800109863281,419.739990234375,404.989990234375,-0.0077666634676065716,0.028371122815414873
340,340,340,340,2020-06-11,408.9200134277344,420.9500122070313,399.1199951171875,-0.02857821221152579,0.02455406501914159
341,341,341,341,2020-06-12,410.3500061035156,413.8500061035156,415.2799987792969,-0.00845717034766591,-0.011871490777963789
342,342,342,342,2020-06-15,415.7099914550781,422.7000122070313,413.1300048828125,-0.01653659936146301,0.006244975048465662
343,343,343,343,2020-06-16,426.25,419.7300109863281,417.239990234375,0.0155337689538817,0.021594310172818876
344,344,344,344,2020-06-17,426.3299865722656,423.239990234375,417.6000061035156,0.007300813744418377,0.020905125338015473
345,345,345,345,2020-06-18,425.9400024414063,416.4800109863281,419.739990234375,0.022714154834645228,0.01477107817048684
346,346,346,346,2020-06-19,422.1799926757813,408.9200134277344,420.9500122070313,0.032426828750435455,0.0029219157455329103
347,347,347,347,2020-06-22,430.9100036621094,410.3500061035156,413.8500061035156,0.0501035634282585,0.04122265870965469
348,348,348,348,2020-06-23,427.4800109863281,415.7099914550781,422.7000122070313,0.028313054228146672,0.011308253232213517
349,349,349,349,2020-06-24,413.9200134277344,426.25,419.7300109863281,-0.028926654714992672,-0.013842225732062285
350,350,350,350,2020-06-25,417.6000061035156,426.3299865722656,423.239990234375,-0.020477050040368705,-0.013325735424330243
351,351,351,351,2020-06-26,415.4700012207031,425.9400024414063,416.4800109863281,-0.02458092961612235,-0.002425109822757232
352,352,352,352,2020-06-29,422.3900146484375,422.1799926757813,408.9200134277344,0.0004974702172053647,0.0329404303491827
353,353,353,353,2020-06-30,421.6700134277344,430.9100036621094,410.3500061035156,-0.021442969891273145,0.027586224334947618
354,354,354,354,2020-07-01,426.0799865722656,427.4800109863281,415.7099914550781,-0.0032750640452923196,0.024945263116939342
355,355,355,355,2020-07-02,427.8500061035156,413.9200134277344,426.25,0.033653827367333244,0.0037536800082478283
356,356,356,356,2020-07-06,425.8399963378906,417.6000061035156,426.3299865722656,0.019731777092772518,-0.0011493215345103058
357,357,357,357,2020-07-07,422.1700134277344,415.4700012207031,425.9400024414063,0.016126344109913537,-0.008850986035739972
358,358,358,358,2020-07-08,420.489990234375,422.3900146484375,422.1799926757813,-0.004498270196192755,-0.004003037734438886
359,359,359,359,2020-07-09,419.4100036621094,421.6700134277344,430.9100036621094,-0.0053596644144873196,-0.026687707183093212
360,360,360,360,2020-07-10,420.760009765625,426.0799865722656,427.4800109863281,-0.012485864096642652,-0.015720036137357618
361,361,361,361,2020-07-13,419.7900085449219,427.8500061035156,413.9200134277344,-0.018838371961232836,0.014181472088235614
362,362,362,362,2020-07-14,427.8999938964844,425.8399963378906,417.6000061035156,0.004837491960147489,0.024664721365965647
363,363,363,363,2020-07-15,432.9299926757813,422.1700134277344,415.4700012207031,0.025487312944572293,0.0420246742334669
364,364,364,364,2020-07-16,431.6700134277344,420.489990234375,422.3900146484375,0.02658808402817825,0.021970213446027564
365,365,365,365,2020-07-17,431.739990234375,419.4100036621094,421.6700134277344,0.029398408394185838,0.02388117837638548
366,366,366,366,2020-07-20,438.1700134277344,420.760009765625,426.0799865722656,0.04137751511082821,0.028375016983855028
367,367,367,367,2020-07-21,446.4700012207031,419.7900085449219,427.8500061035156,0.0635555685764404,0.04351991317415682
368,368,368,368,2020-07-22,450.7699890136719,427.8999938964844,425.8399963378906,0.05344705642300185,0.05854309808888902
369,369,369,369,2020-07-23,447.8500061035156,432.9299926757813,422.1700134277344,0.034462877786588964,0.06082855688227862
370,370,370,370,2020-07-24,442.3399963378906,431.6700134277344,420.489990234375,0.02471791548694746,0.05196320152909406
371,371,371,371,2020-07-27,450.4500122070313,431.739990234375,419.4100036621094,0.043336319071345164,0.07400874627189102
372,372,372,372,2020-07-28,450.0499877929688,438.1700134277344,420.760009765625,0.02711270511712849,0.06961207659363611
373,373,373,373,2020-07-29,455.7699890136719,446.4700012207031,419.7900085449219,0.02083003957162055,0.08570947315650512
374,374,374,374,2020-07-30,480.5199890136719,450.7699890136719,427.8999938964844,0.06599818249900768,0.12297264750584946
375,375,375,375,2020-07-31,477.3800048828125,447.8500061035156,432.9299926757813,0.06593725215328305,0.10267251740241412
376,376,376,376,2020-08-03,473.7900085449219,442.3399963378906,431.6700134277344,0.07109918268165716,0.09757452175732095
377,377,377,377,2020-08-04,472.8800048828125,450.4500122070313,431.739990234375,0.04979463218545144,0.09528886732522546
378,378,378,378,2020-08-05,468.5299987792969,450.0499877929688,438.1700134277344,0.04106212973575096,0.06928814026788643
379,379,379,379,2020-08-06,466.0700073242188,455.7699890136719,446.4700012207031,0.02259915869589646,0.04389993963743777
380,380,380,380,2020-08-07,465.1799926757813,480.5199890136719,450.7699890136719,-0.03192374238036977,0.03196753114296702
381,381,381,381,2020-08-10,461.1499938964844,477.3800048828125,447.8500061035156,-0.0339980954801663,0.029697415678709538
382,382,382,382,2020-08-11,454.0199890136719,473.7900085449219,442.3399963378906,-0.04172738802991349,0.026405011467376394
383,383,383,383,2020-08-12,463.510009765625,472.8800048828125,450.4500122070313,-0.019814741626704047,0.02899322278759575
384,384,384,384,2020-08-13,461.3399963378906,468.5299987792969,450.0499877929688,-0.01534587424527567,0.025086121211307377
385,385,385,385,2020-08-14,463.5499877929688,466.0700073242188,455.7699890136719,-0.005406954945927134,0.017070011117084727
386,386,386,386,2020-08-17,469.4599914550781,465.1799926757813,480.5199890136719,0.009200737019401162,-0.0230167273192855
387,387,387,387,2020-08-18,470.1000061035156,461.1499938964844,477.3800048828125,0.019408028462514215,-0.015249903022402367
388,388,388,388,2020-08-19,466.05999755859375,454.0199890136719,473.7900085449219,0.026518675028115002,-0.01631526804473593
389,389,389,389,2020-08-20,461.989990234375,463.510009765625,472.8800048828125,-0.003279367218021023,-0.023029129030600948
390,390,390,390,2020-08-21,460.3299865722656,461.3399963378906,468.5299987792969,-0.002189295906798505,-0.017501573492402778
391,391,391,391,2020-08-24,463.9100036621094,463.5499877929688,466.0700073242188,0.0007766495062477841,-0.004634504748568413
392,392,392,392,2020-08-25,465.9400024414063,469.4599914550781,465.1799926757813,-0.007497953132836077,0.0016337971916060567
393,393,393,393,2020-08-26,462.7000122070313,470.1000061035156,461.1499938964844,-0.015741318443750152,0.0033612020623703387
394,394,394,394,2020-08-27,462.5799865722656,466.05999755859375,454.0199890136719,-0.007466873373723981,0.018853790065917142
395,395,395,395,2020-08-28,462.9500122070313,461.989990234375,463.510009765625,0.0020780146603809335,-0.0012081671307958564
396,396,396,396,2020-08-31,465.6300048828125,460.3299865722656,461.3399963378906,0.01151351957323521,0.009299017165162127
397,397,397,397,2020-09-01,473.2000122070313,463.9100036621094,463.5499877929688,0.02002545422945512,0.020817656494842574
398,398,398,398,2020-09-02,482.6199951171875,465.9400024414063,469.4599914550781,0.03579858477139175,0.028032215527717952
399,399,399,399,2020-09-03,471.9500122070313,462.7000122070313,470.1000061035156,0.01999135456227563,0.003935345840238691
400,400,400,400,2020-09-04,471.010009765625,462.5799865722656,466.05999755859375,0.018223925457359513,0.010620976339873245
401,401,401,401,2020-09-08,470.4100036621094,462.9500122070313,461.989990234375,0.01611403231099162,0.018225532166752823
402,402,402,402,2020-09-09,476.2799987792969,465.6300048828125,460.3299865722656,0.022872224265626295,0.03464908364062724
403,403,403,403,2020-09-10,469.2699890136719,473.2000122070313,463.9100036621094,-0.008305205181693864,0.011553933541529116
404,404,404,404,2020-09-11,474.6499938964844,482.6199951171875,465.9400024414063,-0.0165140302957566,0.018693375562175207
405,405,405,405,2020-09-14,478.1199951171875,471.9500122070313,462.7000122070313,0.013073382245087473,0.033326091427152704
406,406,406,406,2020-09-15,477.4100036621094,471.010009765625,462.5799865722656,0.013587808674531132,0.03205935734430421
407,407,407,407,2020-09-16,469.9200134277344,470.4100036621094,462.9500122070313,-0.0010416237549382146,0.015055623797210593
408,408,408,408,2020-09-17,467.3900146484375,476.2799987792969,465.6300048828125,-0.018665457616621195,0.0037798461163771613
409,409,409,409,2020-09-18,463.8999938964844,469.2699890136719,473.2000122070313,-0.011443295422480237,-0.01965346168773563
410,410,410,410,2020-09-21,453.9599914550781,474.6499938964844,482.6199951171875,-0.043590019398417,-0.05938420279323542
411,411,411,411,2020-09-22,455.3999938964844,478.1199951171875,471.9500122070313,-0.04751945422222814,-0.03506731196626578
412,412,412,412,2020-09-23,448.6199951171875,477.4100036621094,471.010009765625,-0.06030457745769868,-0.04753617584386116
413,413,413,413,2020-09-24,443.9700012207031,469.9200134277344,470.4100036621094,-0.055222189873855854,-0.05620629288402168
414,414,414,414,2020-09-25,444.6799926757813,467.3900146484375,476.2799987792969,-0.04858901829500628,-0.06634753965000884
415,415,415,415,2020-09-28,457.3399963378906,463.8999938964844,469.2699890136719,-0.01414097358246047,-0.025422449666675062
416,416,416,416,2020-09-29,453.3200073242188,453.9599914550781,474.6499938964844,-0.0014097809122076699,-0.04493834793331397
417,417,417,417,2020-09-30,461.0799865722656,455.3999938964844,478.1199951171875,0.012472535687104935,-0.03563960662374177
418,418,418,418,2020-10-01,463.55999755859375,448.6199951171875,477.4100036621094,0.033302132325831124,-0.02901071615021722
419,419,419,419,2020-10-02,458.239990234375,443.9700012207031,469.9200134277344,0.03214178654962341,-0.024855343163960764
420,420,420,420,2020-10-05,459.489990234375,444.6799926757813,467.3900146484375,0.03330484348863383,-0.016902424455954135
421,421,421,421,2020-10-06,444.6099853515625,457.3399963378906,463.8999938964844,-0.027834895456908537,-0.04158225651804226
422,422,422,422,2020-10-07,444.8999938964844,453.3200073242188,453.9599914550781,-0.01857410502888379,-0.019957700522360455
423,423,423,423,2020-10-08,453.3599853515625,461.0799865722656,455.3999938964844,-0.01674330147811165,-0.004479597216212494
424,424,424,424,2020-10-09,449.3800048828125,463.55999755859375,448.6199951171875,-0.030589336332863537,0.0016941058666510855
425,425,425,425,2020-10-12,458.4700012207031,458.239990234375,443.9700012207031,0.0005019443768110587,0.032659864315453646
426,426,426,426,2020-10-13,469.4500122070313,459.489990234375,444.6799926757813,0.021676254508995907,0.05570302226147139
427,427,427,427,2020-10-14,464.6300048828125,444.6099853515625,457.3399963378906,0.0450282723979305,0.015940019686220275
428,428,428,428,2020-10-15,469.5,444.8999938964844,453.3200073242188,0.05529333881995813,0.03569220950843466
429,429,429,429,2020-10-16,467.010009765625,453.3599853515625,461.0799865722656,0.030108577852272278,0.012861159378102727
430,430,430,430,2020-10-19,463.75,449.3800048828125,463.55999755859375,0.03197737985902349,0.0004098766986084801
431,431,431,431,2020-10-20,469.4200134277344,458.4700012207031,458.239990234375,0.02388381394175454,0.02439774666467054
432,432,432,432,2020-10-21,466.0,469.4500122070313,459.489990234375,-0.0073490512670597585,0.014167903336271603
433,433,433,433,2020-10-22,457.1300048828125,464.6300048828125,444.6099853515625,-0.016141876162069302,0.02815955543902171
434,434,434,434,2020-10-23,466.4299926757813,469.5,444.8999938964844,-0.006538886739549943,0.0483928952004129
435,435,435,435,2020-10-26,455.9599914550781,467.010009765625,453.3599853515625,-0.023661202285776395,0.005734970415396168
436,436,436,436,2020-10-27,450.2200012207031,463.75,449.3800048828125,-0.02917519952409031,0.001869233897288547
437,437,437,437,2020-10-28,442.3900146484375,469.4200134277344,458.4700012207031,-0.05758169231414345,-0.03507314879807122
438,438,438,438,2020-10-29,436.3299865722656,466.0,469.4500122070313,-0.06366955671187635,-0.07055069714250961
439,439,439,439,2020-10-30,436.6000061035156,457.1300048828125,464.6300048828125,-0.04491063496162284,-0.06032756921578175
440,440,440,440,2020-11-02,441.4599914550781,466.4299926757813,469.5,-0.05353429584889491,-0.05972312789120737
441,441,441,441,2020-11-03,449.0499877929688,455.9599914550781,467.010009765625,-0.015154846459352389,-0.03845746685744411
442,442,442,442,2020-11-04,450.4599914550781,450.2200012207031,463.75,0.0005330510277736789,-0.028657700366408356
443,443,443,443,2020-11-05,450.1099853515625,442.3900146484375,469.4200134277344,0.017450598900293768,-0.041135928430423796
444,444,444,444,2020-11-06,448.510009765625,436.3299865722656,466.0,0.027914705769006565,-0.03753216788492486
445,445,445,445,2020-11-09,455.0400085449219,436.6000061035156,457.1300048828125,0.04223546079620122,-0.004571995527675732
446,446,446,446,2020-11-10,456.5799865722656,441.4599914550781,466.4299926757813,0.03424997827628973,-0.021117866042466238
447,447,447,447,2020-11-11,463.3800048828125,449.0499877929688,455.9599914550781,0.031911852754465286,0.016273387066385592
448,448,448,448,2020-11-12,456.8299865722656,450.4599914550781,450.2200012207031,0.014141089637308646,0.014681678587447289
449,449,449,449,2020-11-13,461.6499938964844,450.1099853515625,442.3900146484375,0.025638197152876963,0.043536197948212285
450,450,450,450,2020-11-16,461.2300109863281,448.510009765625,436.3299865722656,0.02836057377481982,0.057066956616190545
451,451,451,451,2020-11-17,450.3299865722656,455.0400085449219,436.6000061035156,-0.010350786489560448,0.03144750406965113
452,452,452,452,2020-11-18,454.5299987792969,456.5799865722656,441.4599914550781,-0.004489876589551911,0.02960632351108239
453,453,453,453,2020-11-19,451.3900146484375,463.3800048828125,449.0499877929688,-0.02587507036995962,0.005211060948848267
454,454,454,454,2020-11-20,446.7799987792969,456.8299865722656,450.4599914550781,-0.02199940478596174,-0.00816941070369892
455,455,455,455,2020-11-23,442.0899963378906,461.6499938964844,450.1099853515625,-0.04236975591291714,-0.017817842915454962
456,456,456,456,2020-11-24,449.0400085449219,461.2300109863281,448.510009765625,-0.026429334932777326,0.0011816877388619584
457,457,457,457,2020-11-25,444.1400146484375,450.3299865722656,455.0400085449219,-0.013745413604241086,-0.023953924252373304
458,458,458,458,2020-11-27,443.1499938964844,454.5299987792969,456.5799865722656,-0.025036862062735254,-0.029414326231435917
459,459,459,459,2020-11-30,442.4400024414063,451.3900146484375,463.3800048828125,-0.019827669900943312,-0.045189697916943716
460,460,460,460,2020-12-01,453.55999755859375,446.7799987792969,456.8299865722656,0.01517525134925779,-0.007157999933865122
461,461,461,461,2020-12-02,442.4100036621094,442.0899963378906,461.6499938964844,0.000723851086587679,-0.04167657422018545
462,462,462,462,2020-12-03,446.5,449.0400085449219,461.2300109863281,-0.005656530591010345,-0.031936367182240355
463,463,463,463,2020-12-04,450.0,444.1400146484375,450.3299865722656,0.013194004499236689,-0.0007327661539426877
464,464,464,464,2020-12-07,448.6199951171875,443.1499938964844,454.5299987792969,0.012343453223607304,-0.013002450174865232
465,465,465,465,2020-12-08,440.0,442.4400024414063,451.3900146484375,-0.005514877560668707,-0.02523320028979492
466,466,466,466,2020-12-09,444.0199890136719,453.55999755859375,446.7799987792969,-0.021033619799527004,-0.006177558917511927
467,467,467,467,2020-12-10,446.0,442.4100036621094,442.0899963378906,0.008114636441703293,0.008844361316696636
468,468,468,468,2020-12-11,447.9400024414063,446.5,449.0400085449219,0.0032250894544374464,-0.002449683953730686
469,469,469,469,2020-12-14,447.5499877929688,450.0,444.1400146484375,-0.0054444715711804426,0.007677698545650147
470,470,470,470,2020-12-15,449.0799865722656,448.6199951171875,443.1499938964844,0.0010253476440744702,0.013381457198364366
471,471,471,471,2020-12-16,454.9800109863281,440.0,442.4400024414063,0.03404547951438208,0.02834284530269726
472,472,472,472,2020-12-17,451.8299865722656,444.0199890136719,453.55999755859375,0.01758929271617382,-0.0038142935788878507
473,473,473,473,2020-12-18,451.1499938964844,446.0,442.4100036621094,0.011547071516781138,0.019755408245809347
474,474,474,474,2020-12-21,452.5899963378906,447.9400024414063,446.5,0.010380840896415666,0.013639409491356336
475,475,475,475,2020-12-22,453.3900146484375,447.5499877929688,450.0,0.013048881722169225,0.007533365885416643
476,476,476,476,2020-12-23,457.9299926757813,449.0799865722656,448.6199951171875,0.019706970624689735,0.020752524764666047
477,477,477,477,2020-12-24,461.760009765625,454.9800109863281,440.0,0.014901750880437215,0.049454567649147796
478,478,478,478,2020-12-28,457.05999755859375,451.8299865722656,444.0199890136719,0.011575174604954386,0.02936806645549539
479,479,479,479,2020-12-29,452.5799865722656,451.1499938964844,446.0,0.003169661299184945,0.014753333121671819
480,480,480,480,2020-12-30,451.7999877929688,452.5899963378906,447.9400024414063,-0.0017455280746683233,0.00861719277252404
481,481,481,481,2020-12-31,452.5700073242188,453.3900146484375,447.5499877929688,-0.0018086135506414358,0.0112166677872243
482,482,482,482,2021-01-04,453.9700012207031,457.9299926757813,449.0799865722656,-0.008647591375133823,0.010888961420351784
483,483,483,483,2021-01-05,451.2799987792969,461.760009765625,454.9800109863281,-0.022695796008076696,-0.008132252225784953
484,484,484,484,2021-01-06,465.1799926757813,457.05999755859375,451.8299865722656,0.01776570944856437,0.029546525242366783
485,485,485,485,2021-01-07,469.8999938964844,452.5799865722656,451.1499938964844,0.03826949453818407,0.04156045717314627
486,486,486,486,2021-01-08,477.9200134277344,451.7999877929688,452.5899963378906,0.05781324997895898,0.05596680725336478
487,487,487,487,2021-01-11,483.8299865722656,452.5700073242188,453.3900146484375,0.06907214075645163,0.06713860239606628
488,488,488,488,2021-01-12,495.3999938964844,453.9700012207031,457.9299926757813,0.09126152072687188,0.0818247370122187
489,489,489,489,2021-01-13,482.80999755859375,451.2799987792969,461.760009765625,0.06986792870188108,0.045586424436479644
490,490,490,490,2021-01-14,471.5,465.1799926757813,457.05999755859375,0.013586154657824201,0.0315932317825629
