,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,EQIX,EQIX_6m,EQIX_12m,EQIX_6m_ret,EQIX_12m_ret
74,74,74,74,2019-05-22,457.1603698730469,445.6201477050781,440.5838928222656,0.025896993723018014,0.03762388348924128
75,75,75,75,2019-05-23,459.2611999511719,448.0325012207031,437.2694091796875,0.025062241466579316,0.050293458242918865
76,76,76,76,2019-05-24,459.5016784667969,452.7648620605469,440.998291015625,0.014879282759687973,0.041957957271349766
77,77,77,77,2019-05-28,454.6061401367188,451.4021606445313,438.7977600097656,0.007097838184054517,0.03602657435307188
78,78,78,78,2019-05-29,446.5732727050781,442.0478820800781,441.7716064453125,0.010237331312855869,0.01086911469571783
79,79,79,79,2019-05-30,450.9783630371094,448.3316345214844,438.47552490234375,0.005903506047370222,0.028514335292831205
80,80,80,80,2019-05-31,449.5717468261719,457.1603698730469,445.6201477050781,-0.016599477004059504,0.008867640167179003
81,81,81,81,2019-06-03,449.3774719238281,459.2611999511719,448.0325012207031,-0.021520929763704344,0.0030019489645516373
82,82,82,82,2019-06-04,445.1851806640625,459.5016784667969,452.7648620605469,-0.03115657346563727,-0.016740878172367468
83,83,83,83,2019-06-05,458.3634948730469,454.6061401367188,451.4021606445313,0.008265076963540618,0.015421579326461154
84,84,84,84,2019-06-06,457.7804565429688,446.5732727050781,442.0478820800781,0.025095957422628823,0.0355902043662335
85,85,85,85,2019-06-07,462.3521423339844,450.9783630371094,448.3316345214844,0.025220232785179375,0.03127262662931307
86,86,86,86,2019-06-10,468.2934875488281,449.5717468261719,457.1603698730469,0.04164349929644273,0.024352761983443383
87,87,87,87,2019-06-11,466.6461791992188,449.3774719238281,459.2611999511719,0.038428066279027506,0.016080128799977222
88,88,88,88,2019-06-12,466.1187133789063,445.1851806640625,459.5016784667969,0.04702207895513988,0.014400458632029878
89,89,89,89,2019-06-13,469.47802734375,458.3634948730469,454.6061401367188,0.024248293319653502,0.03271378429371552
90,90,90,90,2019-06-14,471.9027404785156,457.7804565429688,446.5732727050781,0.030849468852808704,0.056719623232278193
91,91,91,91,2019-06-17,473.3464965820313,462.3521423339844,450.9783630371094,0.023779178771718756,0.04959912798096111
92,92,92,92,2019-06-18,465.7115173339844,468.2934875488281,449.5717468261719,-0.005513572756175811,0.03590032207707439
93,93,93,93,2019-06-19,473.0595703125,466.6461791992188,449.3774719238281,0.013743584323966385,0.05269978997230673
94,94,94,94,2019-06-20,470.4682922363281,466.1187133789063,445.1851806640625,0.009331483016186137,0.05679234770248187
95,95,95,95,2019-06-21,470.2091064453125,469.47802734375,458.3634948730469,0.0015572168642243867,0.025843270035163846
96,96,96,96,2019-06-24,472.0137939453125,471.9027404785156,457.7804565429688,0.0002353312605989366,0.03109205995780151
97,97,97,97,2019-06-25,462.7685852050781,473.3464965820313,462.3521423339844,-0.022347078627041328,0.0009007049669793599
98,98,98,98,2019-06-26,453.7269287109375,465.7115173339844,468.2934875488281,-0.02573393222408138,-0.031105619072637203
99,99,99,99,2019-06-27,461.0472412109375,473.0595703125,466.6461791992188,-0.025392846599905483,-0.011998251004410432
100,100,100,100,2019-06-28,466.6925048828125,470.4682922363281,466.1187133789063,-0.008025593681495025,0.0012309986435574682
101,101,101,101,2019-07-01,467.29400634765625,470.2091064453125,469.47802734375,-0.006199582393658476,-0.0046520196236886635
102,102,102,102,2019-07-02,476.5484313964844,472.0137939453125,471.9027404785156,0.009607001976084772,0.009844594064569279
103,103,103,103,2019-07-03,480.2594909667969,462.7685852050781,473.3464965820313,0.037796225415706486,0.014604511567495093
104,104,104,104,2019-07-05,479.54693603515625,453.7269287109375,465.7115173339844,0.05690649086571686,0.029708130862586835
105,105,105,105,2019-07-08,480.453857421875,461.0472412109375,473.0595703125,0.04209246792143495,0.015630773740589188
106,106,106,106,2019-07-09,482.6194458007813,466.6925048828125,470.4682922363281,0.03412726956471723,0.025827784284236932
107,107,107,107,2019-07-10,487.8572998046875,467.29400634765625,470.2091064453125,0.044005044314077146,0.03753264902245701
108,108,108,108,2019-07-11,484.8219604492188,476.5484313964844,472.0137939453125,0.017361360373151502,0.02713515297264868
109,109,109,109,2019-07-12,479.3896179199219,480.2594909667969,462.7685852050781,-0.001811256337951539,0.03591651042492017
110,110,110,110,2019-07-15,478.445556640625,479.54693603515625,453.7269287109375,-0.002296708229724831,0.05447908503009602
111,111,111,111,2019-07-16,475.8821105957031,480.453857421875,461.0472412109375,-0.00951547532723318,0.03217646275423314
112,112,112,112,2019-07-17,473.9941711425781,482.6194458007813,466.6925048828125,-0.017871792637554784,0.01564556144221574
113,113,113,113,2019-07-18,473.9849243164063,487.8572998046875,467.29400634765625,-0.028435313961346798,0.014318433101776495
114,114,114,114,2019-07-19,468.8394775390625,484.8219604492188,476.5484313964844,-0.03296567444128873,-0.01617664302205646
115,115,115,115,2019-07-22,468.6451721191406,479.3896179199219,480.2594909667969,-0.022412762811596876,-0.024183423890854927
116,116,116,116,2019-07-23,469.50579833984375,478.445556640625,479.54693603515625,-0.01868500642696147,-0.020938800648653055
117,117,117,117,2019-07-24,470.4220275878906,475.8821105957031,480.453857421875,-0.011473604252485226,-0.020879902781539506
118,118,118,118,2019-07-25,453.912109375,473.9941711425781,482.6194458007813,-0.04236773992213805,-0.05948234509728256
119,119,119,119,2019-07-26,452.3665466308594,473.9849243164063,487.8572998046875,-0.045609842373627196,-0.07274822614735243
120,120,120,120,2019-07-29,450.3028259277344,468.8394775390625,484.8219604492188,-0.03953730967500213,-0.07119961003726039
121,121,121,121,2019-07-30,461.6302795410156,468.6451721191406,479.3896179199219,-0.014968451603597499,-0.037045730059746096
122,122,122,122,2019-07-31,464.6656799316406,469.50579833984375,478.445556640625,-0.010308964075241733,-0.028801347442201974
123,123,123,123,2019-08-01,483.7762756347656,470.4220275878906,475.8821105957031,0.028387803426955793,0.016588488752352415
124,124,124,124,2019-08-02,485.0162963867188,453.912109375,473.9941711425781,0.0685246909463304,0.02325371473993343
125,125,125,125,2019-08-05,474.45697021484375,452.3665466308594,473.9849243164063,0.048833017712095916,0.0009959090979914098
126,126,126,126,2019-08-06,481.1016540527344,450.3028259277344,468.8394775390625,0.06839581355401636,0.026154317418055406
127,127,127,127,2019-08-07,493.3453674316406,461.6302795410156,468.6451721191406,0.06870235618460363,0.05270553668740363
128,128,128,128,2019-08-08,508.2911987304688,464.6656799316406,469.50579833984375,0.09388582088792563,0.08260899125797572
129,129,129,129,2019-08-09,511.2340393066406,483.7762756347656,470.4220275878906,0.056757152127494326,0.08675616643211925
130,130,130,130,2019-08-12,512.048583984375,485.0162963867188,453.912109375,0.05573480272527265,0.1280787038033071
131,131,131,131,2019-08-13,507.4952697753906,474.45697021484375,452.3665466308594,0.0696339217981905,0.12186737404682013
132,132,132,132,2019-08-14,499.6290893554688,481.1016540527344,450.3028259277344,0.038510437756058113,0.1095402040307214
133,133,133,133,2019-08-15,505.607421875,493.3453674316406,461.6302795410156,0.024854909466760944,0.09526485649448624
134,134,134,134,2019-08-16,510.6695556640625,508.2911987304688,464.6656799316406,0.0046791227932609925,0.09900424696566734
135,135,135,135,2019-08-19,514.2973022460938,511.2340393066406,483.7762756347656,0.005991899411877277,0.06308913468582422
136,136,136,136,2019-08-20,508.4690246582031,512.048583984375,485.0162963867188,-0.006990663460717861,0.048354516015653104
137,137,137,137,2019-08-21,513.2096557617188,507.4952697753906,474.45697021484375,0.011259978814890603,0.0816779770973266
138,138,138,138,2019-08-22,515.3661499023438,499.6290893554688,481.1016540527344,0.031497486599861624,0.07122090635309597
139,139,139,139,2019-08-23,510.7184753417969,505.607421875,493.3453674316406,0.010108739005141532,0.03521490026469842
140,140,140,140,2019-08-26,519.326171875,510.6695556640625,508.2911987304688,0.01695150242446042,0.02170994337909571
141,141,141,141,2019-08-27,518.2479858398438,514.2973022460938,511.2340393066406,0.007681711680182168,0.013719639135758133
142,142,142,142,2019-08-28,514.5390625,508.4690246582031,512.048583984375,0.011937871428603142,0.0048637543262906036
143,143,143,143,2019-08-29,518.4338989257812,513.2096557617188,507.4952697753906,0.01017954963514578,0.021554149963273428
144,144,144,144,2019-08-30,517.0953369140625,515.3661499023438,499.6290893554688,0.003355259192025839,0.03495842802332727
145,145,145,145,2019-09-03,526.046875,510.7184753417969,505.607421875,0.030013403466449207,0.040425540133889104
146,146,146,146,2019-09-04,519.1495971679688,519.326171875,510.6695556640625,-0.00034000733372197,0.016605731455596517
147,147,147,147,2019-09-05,512.1871337890625,518.2479858398438,514.2973022460938,-0.011694887807348398,-0.004103012883434398
148,148,148,148,2019-09-06,515.0596313476562,514.5390625,508.4690246582031,0.0010117188093106133,0.012961668006981064
149,149,149,149,2019-09-09,500.2982177734375,518.4338989257812,513.2096557617188,-0.03498166533847746,-0.02515821330196477
150,150,150,150,2019-09-10,494.0050964355469,517.0953369140625,515.3661499023438,-0.04465373951409868,-0.041448305192035906
151,151,151,151,2019-09-11,491.2163696289063,526.046875,510.7184753417969,-0.06621179029168012,-0.03818562800149117
152,152,152,152,2019-09-12,500.9209899902344,519.1495971679688,519.326171875,-0.035112436332752406,-0.035440505180616366
153,153,153,153,2019-09-13,498.9874877929688,512.1871337890625,518.2479858398438,-0.025771139345975413,-0.03716463657000513
154,154,154,154,2019-09-16,511.192626953125,515.0596313476562,514.5390625,-0.00750787706738576,-0.006503754118522331
155,155,155,155,2019-09-17,519.5401000976562,500.2982177734375,518.4338989257812,0.038460825245099084,0.0021337361892559414
156,156,156,156,2019-09-18,521.4827880859375,494.0050964355469,517.0953369140625,0.05562228375507394,0.008484801270996822
157,157,157,157,2019-09-19,528.9471435546875,491.2163696289063,526.046875,0.07681090504839094,0.00551332721953246
158,158,158,158,2019-09-20,526.5489501953125,500.9209899902344,519.1495971679688,0.051161681616850974,0.01425283399565025
159,159,159,159,2019-09-23,540.7340698242188,498.9874877929688,512.1871337890625,0.08366258283528483,0.05573536340901719
160,160,160,160,2019-09-24,531.7451171875,511.192626953125,515.0596313476562,0.04020498174411191,0.03239525061629478
161,161,161,161,2019-09-25,538.4473266601562,519.5401000976562,500.2982177734375,0.03639223720930507,0.07625273792998954
162,162,162,162,2019-09-26,541.95166015625,521.4827880859375,494.0050964355469,0.03925128985645321,0.09705681999367544
163,163,163,163,2019-09-27,536.0023803710938,528.9471435546875,491.2163696289063,0.013338264328252025,0.09117369353147042
164,164,164,164,2019-09-30,536.1699829101562,526.5489501953125,500.9209899902344,0.018271867622706273,0.07036836871341534
165,165,165,165,2019-10-01,529.4677734375,540.7340698242188,498.9874877929688,-0.02083518871000889,0.061084268423936106
166,166,166,166,2019-10-02,521.9663696289062,531.7451171875,511.192626953125,-0.0183899150975102,0.021075700445830625
167,167,167,167,2019-10-03,535.1939086914062,538.4473266601562,519.5401000976562,-0.006042221416401206,0.03013012583784702
168,168,168,168,2019-10-04,540.67822265625,541.95166015625,521.4827880859375,-0.002349725249725876,0.03680933485986726
169,169,169,169,2019-10-07,536.64404296875,536.0023803710938,528.9471435546875,0.0011971263956178646,0.014551358312168805
170,170,170,170,2019-10-08,529.384033203125,536.1699829101562,526.5489501953125,-0.01265634019681472,0.00538427245322759
171,171,171,171,2019-10-09,534.4966430664062,529.4677734375,540.7340698242188,0.009497971134781125,-0.01153510959618309
172,172,172,172,2019-10-10,531.8938598632812,521.9663696289062,531.7451171875,0.019019405869832084,0.00027972551317057004
173,173,173,173,2019-10-11,526.6976318359375,535.1939086914062,538.4473266601562,-0.01587513743615443,-0.02182143775715062
174,174,174,174,2019-10-14,527.5248413085938,540.67822265625,541.95166015625,-0.024327558974053365,-0.026620121144193654
175,175,175,175,2019-10-15,531.3826904296875,536.64404296875,536.0023803710938,-0.00980417579957904,-0.008618786241598175
176,176,176,176,2019-10-16,527.8875122070312,529.384033203125,536.1699829101562,-0.002826909959937396,-0.015447471822593317
177,177,177,177,2019-10-17,531.5592651367188,534.4966430664062,529.4677734375,-0.005495596591282181,0.0039501775257066996
178,178,178,178,2019-10-18,535.8072509765625,531.8938598632812,521.9663696289062,0.00735746623261857,0.026516806738902554
179,179,179,179,2019-10-21,536.6812133789062,526.6976318359375,535.1939086914062,0.018955053031410873,0.0027790015232733722
180,180,180,180,2019-10-22,529.7837524414062,527.5248413085938,540.67822265625,0.004282094331726549,-0.020149637544714216
181,181,181,181,2019-10-23,526.7068481445312,531.3826904296875,536.64404296875,-0.008799387652946078,-0.018517292709047006
182,182,182,182,2019-10-24,523.6581420898438,527.8875122070312,529.384033203125,-0.008011877567448145,-0.010816138670892261
183,183,183,183,2019-10-25,525.888916015625,531.5592651367188,534.4966430664062,-0.010667388366629837,-0.016104361294766445
184,184,184,184,2019-10-28,527.1810913085938,535.8072509765625,531.8938598632812,-0.016099370906695887,-0.008860355251889662
185,185,185,185,2019-10-29,527.5435791015625,536.6812133789062,526.6976318359375,-0.017026186215488792,0.0016061345532849547
186,186,186,186,2019-10-30,530.9271240234375,529.7837524414062,527.5248413085938,0.0021581854421963698,0.006449521327571928
187,187,187,187,2019-10-31,526.8555908203125,526.7068481445312,531.3826904296875,0.00028240125661027626,-0.008519471354466401
188,188,188,188,2019-11-01,522.635498046875,523.6581420898438,527.8875122070312,-0.0019528848322447612,-0.009949116125513635
189,189,189,189,2019-11-04,504.9368286132813,525.888916015625,531.5592651367188,-0.03984127971565987,-0.05008366567853928
190,190,190,190,2019-11-05,490.054443359375,527.1810913085938,535.8072509765625,-0.07042484747899669,-0.08539042264508068
191,191,191,191,2019-11-06,494.4140625,527.5435791015625,536.6812133789062,-0.06279958265814556,-0.0787565314850418
192,192,192,192,2019-11-07,485.69476318359375,530.9271240234375,529.7837524414062,-0.08519504616201712,-0.08322072742819475
193,193,193,193,2019-11-08,492.95458984375,526.8555908203125,526.7068481445312,-0.06434590724144873,-0.06408167734990122
194,194,194,194,2019-11-11,497.3141784667969,522.635498046875,523.6581420898438,-0.04844929147504451,-0.05030756042083473
195,195,195,195,2019-11-12,493.8191223144531,504.9368286132813,525.888916015625,-0.022018014271925845,-0.06098206812219453
196,196,196,196,2019-11-13,502.6406555175781,490.054443359375,527.1810913085938,0.025683293619221725,-0.04655029589566684
197,197,197,197,2019-11-14,506.3403625488281,494.4140625,527.5435791015625,0.024122089061388907,-0.04019235072265437
198,198,198,198,2019-11-15,511.6388244628906,485.69476318359375,530.9271240234375,0.053416390799111646,-0.03632946724284403
199,199,199,199,2019-11-18,518.8893432617188,492.95458984375,526.8555908203125,0.052610836682115414,-0.015120362576375723
200,200,200,200,2019-11-19,527.4885864257812,497.3141784667969,522.635498046875,0.06067473895880271,0.009285799370770897
201,201,201,201,2019-11-20,531.036376953125,493.8191223144531,504.9368286132813,0.07536616740202451,0.051688739780620496
202,202,202,202,2019-11-21,523.0161743164062,502.6406555175781,490.054443359375,0.04053694935967145,0.06726136535172511
203,203,203,203,2019-11-22,520.5980224609375,506.3403625488281,494.4140625,0.028158252761717018,0.05295957770403725
204,204,204,204,2019-11-25,517.1152954101562,511.6388244628906,485.69476318359375,0.010703782991868804,0.06469193124630301
205,205,205,205,2019-11-26,517.8903198242188,518.8893432617188,492.95458984375,-0.0019253111486549068,0.05058423330305639
206,206,206,206,2019-11-27,527.7033081054688,527.4885864257812,497.3141784667969,0.0004070641246334272,0.061106501592937734
207,207,207,207,2019-11-29,529.2530517578125,531.036376953125,493.8191223144531,-0.003358197804723906,0.07175487509938061
208,208,208,208,2019-12-02,513.278076171875,523.0161743164062,502.6406555175781,-0.018619114709519602,0.021163072540050232
209,209,209,209,2019-12-03,515.9481811523438,520.5980224609375,506.3403625488281,-0.008931730640491686,0.018975020192250946
210,210,210,210,2019-12-04,525.593017578125,517.1152954101562,511.6388244628906,0.016394259158868163,0.02727352274308581
211,211,211,211,2019-12-05,522.9133911132812,517.8903198242188,518.8893432617188,0.009699102487120026,0.007755117548314816
212,212,212,212,2019-12-06,522.10107421875,527.7033081054688,527.4885864257812,-0.01061625690168888,-0.01021351427437811
213,213,213,213,2019-12-09,523.52978515625,529.2530517578125,531.036376953125,-0.01081385659006362,-0.01413573932532608
214,214,214,214,2019-12-10,520.7379760742188,513.278076171875,523.0161743164062,0.014533837014783613,-0.004355884873283644
215,215,215,215,2019-12-11,522.0545043945312,515.9481811523438,520.5980224609375,0.011835148306074794,0.0027977093088229488
216,216,216,216,2019-12-12,511.4666442871094,525.593017578125,517.1152954101562,-0.026877018564874455,-0.010923388213776586
217,217,217,217,2019-12-13,515.23876953125,522.9133911132812,517.8903198242188,-0.014676659103512346,-0.005119907037205773
218,218,218,218,2019-12-16,525.4716796875,522.10107421875,527.7033081054688,0.006455848561111699,-0.004228945287420349
219,219,219,219,2019-12-17,520.5420532226562,523.52978515625,529.2530517578125,-0.005706899623107442,-0.01645904261907294
220,220,220,220,2019-12-18,527.9459228515625,520.7379760742188,513.278076171875,0.013841792049974044,0.028576803414404717
221,221,221,221,2019-12-19,537.7214965820312,522.0545043945312,515.9481811523438,0.030010261487294798,0.042200585688775716
222,222,222,222,2019-12-20,539.392822265625,511.4666442871094,525.593017578125,0.054600193952901055,0.026255684961508763
223,223,223,223,2019-12-23,533.7254028320312,515.23876953125,522.9133911132812,0.035879740411615124,0.020676486589358944
224,224,224,224,2019-12-24,535.2192993164062,525.4716796875,522.10107421875,0.018550228310502348,0.02512583433636073
225,225,225,225,2019-12-26,541.073486328125,520.5420532226562,523.52978515625,0.03944241003845783,0.03351041654036746
226,226,226,226,2019-12-27,543.8651123046875,527.9459228515625,520.7379760742188,0.03015306826718467,0.04441223281778184
227,227,227,227,2019-12-30,541.7549438476562,537.7214965820312,522.0545043945312,0.007500996875265731,0.03773636524020274
228,228,228,228,2019-12-31,544.9855346679688,539.392822265625,511.4666442871094,0.010368533231221999,0.06553485110955481
229,229,229,229,2020-01-02,540.924072265625,533.7254028320312,515.23876953125,0.013487590051731502,0.049851261693181215
230,230,230,230,2020-01-03,546.3114013671875,535.2192993164062,525.4716796875,0.02072440598638403,0.039659076759533285
231,231,231,231,2020-01-06,545.7138061523438,541.073486328125,520.5420532226562,0.00857613603599261,0.04835680954852761
232,232,232,232,2020-01-07,543.2862548828125,543.8651123046875,527.9459228515625,-0.0010643400519331214,0.029056635097006067
233,233,233,233,2020-01-08,545.0789794921875,541.7549438476562,537.7214965820312,0.006135681237947388,0.01368270183900644
234,234,234,234,2020-01-09,549.924560546875,544.9855346679688,539.392822265625,0.00906267334584454,0.01952517320681668
235,235,235,235,2020-01-10,554.6023559570312,540.924072265625,533.7254028320312,0.025286882933709398,0.03911553209613716
236,236,236,236,2020-01-13,555.4987182617188,546.3114013671875,535.2192993164062,0.016816996444773524,0.037889924692950716
237,237,237,237,2020-01-14,547.599853515625,545.7138061523438,541.073486328125,0.003456110770917009,0.012061886883036443
238,238,238,238,2020-01-15,547.3570556640625,543.2862548828125,543.8651123046875,0.0074929206190355035,0.006420605551581637
239,239,239,239,2020-01-16,555.6481323242188,545.0789794921875,541.7549438476562,0.01939013102629228,0.02564478392737901
240,240,240,240,2020-01-17,549.0003662109375,549.924560546875,544.9855346679688,-0.0016805838513894722,0.007366858911979746
241,241,241,241,2020-01-21,550.8674926757812,554.6023559570312,540.924072265625,-0.006734308358292251,0.0183822849083215
242,242,242,242,2020-01-22,552.2963256835938,555.4987182617188,546.3114013671875,-0.005764896430627275,0.010955151771367966
243,243,243,243,2020-01-23,556.4791259765625,547.599853515625,545.7138061523438,0.01621489195793613,0.019727043191598126
244,244,244,244,2020-01-24,552.6978759765625,547.3570556640625,543.2862548828125,0.009757470479704322,0.0173235030504868
245,245,245,245,2020-01-27,554.5556640625,555.6481323242188,545.0789794921875,-0.0019661152412212557,0.017385892552931104
