,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,WDC,WDC_6m,WDC_12m,WDC_6m_ret,WDC_12m_ret
94,94,94,94,2019-06-20,38.04136657714844,34.77849197387695,37.56153106689453,0.0938187488325346,0.012774652593350089
95,95,95,95,2019-06-21,38.425235748291016,35.834129333496094,36.371543884277344,0.07230834020495869,0.05646424772475611
96,96,96,96,2019-06-24,39.37531280517578,34.86486053466797,36.45791244506836,0.12936957731475318,0.08002104795503873
97,97,97,97,2019-06-25,39.4424934387207,34.80727767944336,35.45026016235352,0.1331680058970779,0.11261506285380496
98,98,98,98,2019-06-26,42.32150268554688,36.57307434082031,36.44831848144531,0.1571765143711361,0.1611373157609841
99,99,99,99,2019-06-27,43.243648529052734,37.27363204956055,36.8609733581543,0.16016728585918893,0.17315536160377798
100,100,100,100,2019-06-28,46.15567398071289,38.04136657714844,34.77849197387695,0.2133022058266103,0.32713270073301737
101,101,101,101,2019-07-01,48.194095611572266,38.425235748291016,35.834129333496094,0.2542303169529865,0.344921629406596
102,102,102,102,2019-07-02,46.91280364990234,39.37531280517578,34.86486053466797,0.19142681816957574,0.3455612020376351
103,103,103,103,2019-07-03,46.53423690795898,39.4424934387207,34.80727767944336,0.17979957276930936,0.336911129233223
104,104,104,104,2019-07-05,47.09723281860352,42.32150268554688,36.57307434082031,0.11284405869377578,0.28775700887789135
105,105,105,105,2019-07-08,48.40764617919922,43.243648529052734,37.27363204956055,0.1194163264618413,0.2987102012176981
106,106,106,106,2019-07-09,49.97043991088867,46.15567398071289,38.04136657714844,0.08264998863996365,0.3135816193550225
107,107,107,107,2019-07-10,52.45537185668945,48.194095611572266,38.425235748291016,0.0884190519822512,0.3651281725453679
108,108,108,108,2019-07-11,52.66891860961914,46.91280364990234,39.37531280517578,0.12269816578589388,0.3376127034271066
109,109,109,109,2019-07-12,53.67842483520508,46.53423690795898,39.4424934387207,0.15352541272733755,0.3609287891142541
110,110,110,110,2019-07-15,53.03777313232422,47.09723281860352,42.32150268554688,0.12613353180644116,0.2532110101666363
111,111,111,111,2019-07-16,49.98014831542969,48.40764617919922,43.243648529052734,0.03248458167970525,0.15578009755238664
112,112,112,112,2019-07-17,49.98014831542969,49.97043991088867,46.15567398071289,0.00019428295124734873,0.08286032907492435
113,113,113,113,2019-07-18,51.329383850097656,52.45537185668945,48.194095611572266,-0.0214656376789788,0.0650554429695025
114,114,114,114,2019-07-19,50.92169952392578,52.66891860961914,46.91280364990234,-0.03317362747930541,0.08545419506241325
115,115,115,115,2019-07-22,53.688133239746094,53.67842483520508,46.53423690795898,0.0001808623217023353,0.15373404201162577
116,116,116,116,2019-07-23,54.33848190307617,53.03777313232422,47.09723281860352,0.024524196510038454,0.153751051837006
117,117,117,117,2019-07-24,55.678016662597656,49.98014831542969,48.40764617919922,0.11400262982831011,0.15019053924837422
118,118,118,118,2019-07-25,55.29945373535156,49.98014831542969,49.97043991088867,0.10642836404468459,0.10664332421259481
119,119,119,119,2019-07-26,54.84323120117188,51.329383850097656,52.45537185668945,0.0684568387054103,0.04552173133013282
120,120,120,120,2019-07-29,54.154056549072266,50.92169952392578,52.66891860961914,0.0634770059791061,0.028197615949948185
121,121,121,121,2019-07-30,54.93059158325195,53.688133239746094,53.67842483520508,0.023142140889079288,0.023327188752111816
122,122,122,122,2019-07-31,52.30976867675781,54.33848190307617,53.03777313232422,-0.037334742437909574,-0.013726150488070132
123,123,123,123,2019-08-01,53.88226318359375,55.678016662597656,49.98014831542969,-0.03225246850810015,0.07807329509183192
124,124,124,124,2019-08-02,52.79510498046875,55.29945373535156,49.98014831542969,-0.045287043283790074,0.05632149483177984
125,125,125,125,2019-08-05,51.20319747924805,54.84323120117188,51.329383850097656,-0.06637161309062434,-0.002458365197176793
126,126,126,126,2019-08-06,52.00886154174805,54.154056549072266,50.92169952392578,-0.03961282208619643,0.021349680548494954
127,127,127,127,2019-08-07,51.280853271484375,54.93059158325195,53.688133239746094,-0.06644272720485978,-0.04483821326981019
128,128,128,128,2019-08-08,53.581356048583984,52.30976867675781,54.33848190307617,0.024308793634393533,-0.013933511352832384
129,129,129,129,2019-08-09,52.66891860961914,53.88226318359375,55.678016662597656,-0.0225184411768371,-0.05404463437002982
130,130,130,130,2019-08-12,52.58155822753906,52.79510498046875,55.29945373535156,-0.004044821068329929,-0.049148686365323324
131,131,131,131,2019-08-13,53.96962356567383,51.20319747924805,54.84323120117188,0.054028385386420075,-0.0159291787949829
132,132,132,132,2019-08-14,52.83393859863281,52.00886154174805,54.154056549072266,0.0158641629988856,-0.02437708335373201
133,133,133,133,2019-08-15,52.47478485107422,51.280853271484375,54.93059158325195,0.02328220970250028,-0.04470745101034912
134,134,134,134,2019-08-16,53.5716438293457,53.581356048583984,52.30976867675781,-0.00018126116908045997,0.024123126224960156
135,135,135,135,2019-08-19,55.57123947143555,52.66891860961914,53.88226318359375,0.055105001933461795,0.03134568201203658
136,136,136,136,2019-08-20,54.54232406616211,52.58155822753906,52.79510498046875,0.03728999110559106,0.0330943386955993
137,137,137,137,2019-08-21,54.6976318359375,53.96962356567383,51.20319747924805,0.013489222680565627,0.0682464089885344
138,138,138,138,2019-08-22,55.250919342041016,52.83393859863281,52.00886154174805,0.04574674551086266,0.062336642337201154
139,139,139,139,2019-08-23,53.02807235717773,52.47478485107422,51.280853271484375,0.010543873741907905,0.03407156812394385
140,140,140,140,2019-08-26,53.03777313232422,53.5716438293457,53.581356048583984,-0.00996554630136326,-0.01014500110387051
141,141,141,141,2019-08-27,51.11583709716797,55.57123947143555,52.66891860961914,-0.08017460860410941,-0.02948762863279153
142,142,142,142,2019-08-28,51.87296295166016,54.54232406616211,52.58155822753906,-0.04894109593247076,-0.013476117858899461
143,143,143,143,2019-08-29,53.46487045288086,54.6976318359375,53.96962356567383,-0.022537746912960288,-0.009352540919221886
144,144,144,144,2019-08-30,55.59065628051758,55.250919342041016,52.83393859863281,0.006148982542233616,0.052177023992606486
145,145,145,145,2019-09-03,55.7847900390625,53.02807235717773,52.47478485107422,0.05198600588979607,0.06307801351415199
146,146,146,146,2019-09-04,57.59024810791016,53.03777313232422,53.5716438293457,0.08583457989889487,0.07501364511729114
147,147,147,147,2019-09-05,60.1334228515625,51.11583709716797,55.57123947143555,0.17641471345275384,0.08209612424556378
148,148,148,148,2019-09-06,60.414920806884766,51.87296295166016,54.54232406616211,0.16467071416731605,0.10767045301551414
149,149,149,149,2019-09-09,60.90996170043945,53.46487045288086,54.6976318359375,0.1392520207099357,0.11357584699709644
150,150,150,150,2019-09-10,60.44403839111328,55.59065628051758,55.250919342041016,0.0873057170993794,0.0939915409718941
151,151,151,151,2019-09-11,62.41451644897461,55.7847900390625,53.02807235717773,0.11884469593360025,0.1770089628861713
152,152,152,152,2019-09-12,62.80278015136719,57.59024810791016,53.03777313232422,0.09051067176668526,0.18411419715304045
153,153,153,153,2019-09-13,62.70571517944336,60.1334228515625,51.11583709716797,0.0427764162740325,0.22673751894630545
154,154,154,154,2019-09-16,61.14292907714844,60.414920806884766,51.87296295166016,0.012050140272313437,0.17870515964408762
155,155,155,155,2019-09-17,62.03594970703125,60.90996170043945,53.46487045288086,0.018486105969488298,0.1603123542907332
156,156,156,156,2019-09-18,61.69621276855469,60.44403839111328,55.59065628051758,0.02071625938258803,0.10983062436298097
157,157,157,157,2019-09-19,60.812896728515625,62.41451644897461,55.7847900390625,-0.025661013039624314,0.09013400760193346
158,158,158,158,2019-09-20,58.90066146850586,62.80278015136719,57.59024810791016,-0.062132897197487824,0.022754084305042444
159,159,159,159,2019-09-23,59.20157241821289,62.70571517944336,60.1334228515625,-0.05588235061513536,-0.015496381033387241
160,160,160,160,2019-09-24,57.83292007446289,61.14292907714844,60.414920806884766,-0.05413559756859321,-0.04273779884070683
161,161,161,161,2019-09-25,59.25981140136719,62.03594970703125,60.90996170043945,-0.044750476437848574,-0.027091632517975417
162,162,162,162,2019-09-26,59.98781967163086,61.69621276855469,60.44403839111328,-0.02769040464983874,-0.0075477868723856645
163,163,163,163,2019-09-27,58.71623611450195,60.812896728515625,62.41451644897461,-0.03447723635619104,-0.05925352858410893
164,164,164,164,2019-09-30,57.89115905761719,58.90066146850586,62.80278015136719,-0.017139067469190472,-0.0782070647495543
165,165,165,165,2019-10-01,56.8719482421875,59.20157241821289,62.70571517944336,-0.03935071453116845,-0.09303405471991688
166,166,166,166,2019-10-02,55.15385437011719,57.83292007446289,61.14292907714844,-0.046324233687254024,-0.0979520411832806
167,167,167,167,2019-10-03,56.583621978759766,59.25981140136719,62.03594970703125,-0.04516027573023429,-0.08788980831309023
168,168,168,168,2019-10-04,57.35726165771485,59.98781967163086,61.69621276855469,-0.04385153566699873,-0.07032767354970149
169,169,169,169,2019-10-07,56.78927612304688,58.71623611450195,60.812896728515625,-0.032818179756913035,-0.06616393597284498
170,170,170,170,2019-10-08,54.37041473388672,57.89115905761719,58.90066146850586,-0.06081661485178391,-0.07691334225578195
171,171,171,171,2019-10-09,55.35950469970703,56.8719482421875,59.20157241821289,-0.026593840886895093,-0.06489806877703608
172,172,172,172,2019-10-10,56.15273284912109,55.15385437011719,57.83292007446289,0.01811076470378281,-0.02905243627986409
173,173,173,173,2019-10-11,57.14181900024414,56.583621978759766,59.25981140136719,0.009864992765820313,-0.03574078875779518
174,174,174,174,2019-10-14,58.05255889892578,57.35726165771485,59.98781967163086,0.012122218200725676,-0.03226089535006538
175,175,175,175,2019-10-15,59.56067657470703,56.78927612304688,58.71623611450195,0.04880147522316158,0.014381719879972277
176,176,176,176,2019-10-16,58.22883224487305,54.37041473388672,57.89115905761719,0.07096538678012965,0.005832897332730624
177,177,177,177,2019-10-17,58.385520935058594,55.35950469970703,56.8719482421875,0.054661186940994755,0.02661369514590195
178,178,178,178,2019-10-18,56.92637252807617,56.15273284912109,55.15385437011719,0.01377741811843447,0.03213770239998581
179,179,179,179,2019-10-21,57.38663864135742,57.14181900024414,56.583621978759766,0.004284421556692841,0.014191680110175575
180,180,180,180,2019-10-22,57.641258239746094,58.05255889892578,57.35726165771485,-0.00708497036101019,0.004951362283053484
181,181,181,181,2019-10-23,56.45631408691406,59.56067657470703,56.78927612304688,-0.05212100779109119,-0.005863114638252842
182,182,182,182,2019-10-24,58.287593841552734,58.22883224487305,54.37041473388672,0.0010091494954351798,0.07204615095982714
183,183,183,183,2019-10-25,59.96218490600586,58.385520935058594,55.35950469970703,0.027004365906077465,0.08314164354008735
184,184,184,184,2019-10-28,61.431129455566406,56.92637252807617,56.15273284912109,0.07913304023137058,0.09400070733205523
185,185,185,185,2019-10-29,61.48988342285156,57.38663864135742,57.14181900024414,0.07150174463323622,0.0760925098059766
186,186,186,186,2019-10-30,60.87293243408203,57.641258239746094,58.05255889892578,0.05606529581457953,0.04858310449444181
187,187,187,187,2019-10-31,50.58054733276367,56.45631408691406,59.56067657470703,-0.10407634379220532,-0.1507727876576347
188,188,188,188,2019-11-01,52.71540832519531,58.287593841552734,58.22883224487305,-0.0955981393142542,-0.09468546263287259
189,189,189,189,2019-11-04,53.8220100402832,59.96218490600586,58.385520935058594,-0.10240078601784997,-0.07816168840646842
190,190,190,190,2019-11-05,53.018985748291016,61.431129455566406,56.92637252807617,-0.13693617196734043,-0.06863930734139134
191,191,191,191,2019-11-06,52.607688903808594,61.48988342285156,57.38663864135742,-0.14444968870671282,-0.08327634882773449
192,192,192,192,2019-11-07,52.13762664794922,60.87293243408203,57.641258239746094,-0.1435006568082141,-0.09548076776717351
193,193,193,193,2019-11-08,50.94288635253906,50.58054733276367,56.45631408691406,0.007163604169634796,-0.09765830135292075
194,194,194,194,2019-11-11,50.91350936889648,52.71540832519531,58.287593841552734,-0.03418163708764477,-0.12651207549760501
195,195,195,195,2019-11-12,51.45212173461914,53.8220100402832,59.96218490600586,-0.044031954657403394,-0.14192383390843288
196,196,196,196,2019-11-13,49.96359252929688,53.018985748291016,61.431129455566406,-0.05762828496002714,-0.18667306018789842
197,197,197,197,2019-11-14,49.33684539794922,52.607688903808594,61.48988342285156,-0.062174248175775326,-0.19764288608792346
198,198,198,198,2019-11-15,49.29767227172852,52.13762664794922,60.87293243408203,-0.05447034241502824,-0.19015446931011748
199,199,199,199,2019-11-18,48.48485565185547,50.94288635253906,50.58054733276367,-0.04825071519649149,-0.041432760051426154
200,200,200,200,2019-11-19,46.53606414794922,50.91350936889648,52.71540832519531,-0.08597806898813931,-0.11722083492413504
201,201,201,201,2019-11-20,47.49576950073242,51.45212173461914,53.8220100402832,-0.07689385977691798,-0.11754002748719139
202,202,202,202,2019-11-21,46.84943389892578,49.96359252929688,53.018985748291016,-0.06232855710976082,-0.11636495421951942
203,203,203,203,2019-11-22,47.45660018920898,49.33684539794922,52.607688903808594,-0.03811036545961244,-0.09791513031523225
204,204,204,204,2019-11-25,48.729679107666016,49.29767227172852,52.13762664794922,-0.0115217035184082,-0.06536445479758435
205,205,205,205,2019-11-26,47.701419830322266,48.48485565185547,50.94288635253906,-0.01615836143060112,-0.06362942413166262
206,206,206,206,2019-11-27,49.3662223815918,46.53606414794922,50.91350936889648,0.060816450326457216,-0.030390499623464073
207,207,207,207,2019-11-29,49.287879943847656,47.49576950073242,51.45212173461914,0.037732001438309126,-0.04206321756630871
208,208,208,208,2019-12-02,47.49576950073242,46.84943389892578,49.96359252929688,0.01379601732650726,-0.04939242563707591
209,209,209,209,2019-12-03,46.72212600708008,47.45660018920898,49.33684539794922,-0.015476755165784284,-0.05299729582989976
210,210,210,210,2019-12-04,46.45771789550781,48.729679107666016,49.29767227172852,-0.04662376715304051,-0.0576082854494
211,211,211,211,2019-12-05,46.40875625610352,47.701419830322266,48.48485565185547,-0.027099058661499975,-0.042819543707819485
212,212,212,212,2019-12-06,48.06376266479492,49.3662223815918,46.53606414794922,-0.026383621309508,0.032828270822147454
213,213,213,213,2019-12-09,47.064884185791016,49.287879943847656,47.49576950073242,-0.04510227992336535,-0.009072077775995613
214,214,214,214,2019-12-10,48.22045135498047,47.49576950073242,46.84943389892578,0.015257818998740014,0.029264333460518488
215,215,215,215,2019-12-11,50.01255416870117,46.72212600708008,47.45660018920898,0.07042548023440709,0.05385876715360216
216,216,216,216,2019-12-12,52.61747741699219,46.45771789550781,48.729679107666016,0.13258850844414782,0.07978296554623832
217,217,217,217,2019-12-13,53.17567443847656,46.40875625610352,47.701419830322266,0.14581123753953396,0.11476083159844408
218,218,218,218,2019-12-16,55.33012390136719,48.06376266479492,49.3662223815918,0.15118169768041545,0.12080935571037887
219,219,219,219,2019-12-17,56.05480194091797,47.064884185791016,49.287879943847656,0.191011152171092,0.1372938337940217
220,220,220,220,2019-12-18,56.04500961303711,48.22045135498047,47.49576950073242,0.1622663836233147,0.18000003373295903
221,221,221,221,2019-12-19,57.55312347412109,50.01255416870117,46.72212600708008,0.15077352938192767,0.23181730782969345
222,222,222,222,2019-12-20,59.84467315673828,52.61747741699219,46.45771789550781,0.1373535200570477,0.288153526855113
223,223,223,223,2019-12-23,61.40174865722656,53.17567443847656,46.40875625610352,0.15469618966972276,0.32306387006764936
224,224,224,224,2019-12-24,60.94147872924805,55.33012390136719,48.06376266479492,0.10141590931341127,0.2679298363356313
225,225,225,225,2019-12-26,61.49967575073242,56.05480194091797,47.064884185791016,0.09713483272233092,0.3066998212076617
226,226,226,226,2019-12-27,60.84355163574219,56.04500961303711,48.22045135498047,0.08561943437670227,0.261778973984198
227,227,227,227,2019-12-30,61.088375091552734,57.55312347412109,50.01255416870117,0.06142588627741952,0.22146081332880674
228,228,228,228,2019-12-31,62.15580368041992,59.84467315673828,52.61747741699219,0.03861881771212272,0.18127676832237194
229,229,229,229,2020-01-02,64.77154541015625,61.40174865722656,53.17567443847656,0.054881120271370154,0.21806721013187969
230,230,230,230,2020-01-03,63.77459716796875,60.94147872924805,55.33012390136719,0.04648916465102104,0.15261981487073628
231,231,231,231,2020-01-06,62.550628662109375,61.49967575073242,56.05480194091797,0.017088755323469096,0.11588350143557791
232,232,232,232,2020-01-07,66.78516387939453,60.84355163574219,56.04500961303711,0.09765393511581233,0.19163444418178965
233,233,233,233,2020-01-08,67.75248718261719,61.088375091552734,57.55312347412109,0.1090896931057177,0.1772165104658876
234,234,234,234,2020-01-09,67.73274993896484,62.15580368041992,59.84467315673828,0.08972526985926099,0.13180917141224957
235,235,235,235,2020-01-10,67.0615463256836,64.77154541015625,61.40174865722656,0.035355045198107504,0.09217648995719463
236,236,236,236,2020-01-13,68.23615264892578,63.77459716796875,60.94147872924805,0.06995819149129612,0.11969965402524352
237,237,237,237,2020-01-14,68.31511688232422,62.550628662109375,61.49967575073242,0.09215715882495568,0.11082076528689067
238,238,238,238,2020-01-15,65.8079605102539,66.78516387939453,60.84355163574219,-0.014632042692974911,0.08159301587508594
239,239,239,239,2020-01-16,67.7821044921875,67.75248718261719,61.088375091552734,0.0004371398128970583,0.10957452036664783
240,240,240,240,2020-01-17,67.37740325927734,67.73274993896484,62.15580368041992,-0.005246305221738523,0.08400823848573791
241,241,241,241,2020-01-21,67.90055084228516,67.0615463256836,64.77154541015625,0.012510962877696707,0.04830833373381682
242,242,242,242,2020-01-22,67.7821044921875,68.23615264892578,63.77459716796875,-0.006654070300158188,0.06283861446688288
243,243,243,243,2020-01-23,70.01287841796875,68.31511688232422,62.550628662109375,0.024851915844175343,0.11929935662468738
