,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,WDC,WDC_6m,WDC_12m,WDC_6m_ret,WDC_12m_ret
0,0,0,0,2019-02-05,44.9967155456543,,,,
1,1,1,1,2019-02-06,45.556678771972656,,,,
2,2,2,2,2019-02-07,43.52561569213867,,,,
3,3,3,3,2019-02-08,44.33234405517578,,,,
4,4,4,4,2019-02-11,43.5920524597168,,,,
5,5,5,5,2019-02-12,44.85434341430664,,,,
6,6,6,6,2019-02-13,45.2624626159668,44.9967155456543,,0.005905921512046053,
7,7,7,7,2019-02-14,45.53770446777344,45.556678771972656,,-0.0004164988473850384,
8,8,8,8,2019-02-15,45.2244987487793,43.52561569213867,,0.039031798393318606,
9,9,9,9,2019-02-19,45.556678771972656,44.33234405517578,,0.027617188824328176,
10,10,10,10,2019-02-20,45.993263244628906,43.5920524597168,,0.05508368267658548,
11,11,11,11,2019-02-21,44.78791046142578,44.85434341430664,,-0.001481081826730568,
12,12,12,12,2019-02-22,46.97084045410156,45.2624626159668,44.9967155456543,0.03774381108314051,0.04387264458100937
13,13,13,13,2019-02-25,48.74564743041992,45.53770446777344,45.556678771972656,0.07044586458934732,0.0700000251205577
14,14,14,14,2019-02-26,48.37550354003906,45.2244987487793,43.52561569213867,0.06967473113994038,0.11142605959222185
15,15,15,15,2019-02-27,46.06919479370117,45.556678771972656,44.33234405517578,0.01125007431498326,0.039177958565956184
16,16,16,16,2019-02-28,47.73960494995117,45.993263244628906,43.5920524597168,0.037969510796262096,0.09514469395693426
17,17,17,17,2019-03-01,49.03038024902344,44.78791046142578,44.85434341430664,0.0947235480264601,0.0931021728741841
18,18,18,18,2019-03-04,49.93202209472656,46.97084045410156,45.2624626159668,0.06304297755792931,0.10316627087613495
19,19,19,19,2019-03-05,48.15721130371094,48.74564743041992,45.53770446777344,-0.012071562441527184,0.05752391049468253
20,20,20,20,2019-03-06,45.67057037353516,48.37550354003906,45.2244987487793,-0.05591534906226048,0.009863495165171043
21,21,21,21,2019-03-07,44.59809112548828,46.06919479370117,45.556678771972656,-0.03193248058275222,-0.02104164904738659
22,22,22,22,2019-03-08,45.06315231323242,47.73960494995117,45.993263244628906,-0.056063569012032355,-0.02022276450464955
23,23,23,23,2019-03-11,47.13218307495117,49.03038024902344,44.78791046142578,-0.03871471451845554,0.05234163838798489
24,24,24,24,2019-03-12,46.64814376831055,49.93202209472656,46.97084045410156,-0.06576698055981256,-0.006870149281368421
25,25,25,25,2019-03-13,46.49628448486328,48.15721130371094,48.74564743041992,-0.03448968023444632,-0.04614489834743518
26,26,26,26,2019-03-14,45.15806579589844,45.67057037353516,48.37550354003906,-0.011221768711119684,-0.06650964865880193
27,27,27,27,2019-03-15,45.65159225463867,44.59809112548828,46.06919479370117,0.023622112573968623,-0.009064680659875535
28,28,28,28,2019-03-18,45.8319206237793,45.06315231323242,47.73960494995117,0.017059798773134904,-0.03996020344474649
29,29,29,29,2019-03-19,45.44279098510742,47.13218307495117,49.03038024902344,-0.03584370550282434,-0.07317074119545441
30,30,30,30,2019-03-20,44.76892852783203,46.64814376831055,49.93202209472656,-0.04028488785774842,-0.10340245298096629
31,31,31,31,2019-03-21,49.14426803588867,46.49628448486328,48.15721130371094,0.05695043335962535,0.020496550889392395
32,32,32,32,2019-03-22,45.92683029174805,45.15806579589844,45.67057037353516,0.017023857915531737,0.0056110514083129726
33,33,33,33,2019-03-25,45.4522819519043,45.65159225463867,44.59809112548828,-0.0043659003528868645,0.019153080431459024
34,34,34,34,2019-03-26,44.68351364135742,45.8319206237793,45.06315231323242,-0.025056924667172686,-0.008424591986733287
35,35,35,35,2019-03-27,43.070045471191406,45.44279098510742,47.13218307495117,-0.05221390373433743,-0.08618606944855534
36,36,36,36,2019-03-28,43.90496063232422,44.76892852783203,46.64814376831055,-0.019298382246756285,-0.05880583693985808
37,37,37,37,2019-03-29,46.12180709838867,49.14426803588867,46.49628448486328,-0.06150179986998239,-0.00805392066534949
38,38,38,38,2019-04-01,47.32139587402344,45.92683029174805,45.15806579589844,0.030364942962892938,0.04790572935303805
39,39,39,39,2019-04-02,48.34823989868164,45.4522819519043,45.65159225463867,0.06371424761119204,0.059070177202175556
40,40,40,40,2019-04-03,49.912506103515625,44.68351364135742,45.8319206237793,0.11702285778436283,0.08903370018535006
41,41,41,41,2019-04-04,49.32710647583008,43.070045471191406,45.44279098510742,0.14527639653466085,0.08547704501679121
42,42,42,42,2019-04-05,49.94129180908203,43.90496063232422,44.76892852783203,0.13748631338741424,0.11553466771121035
43,43,43,43,2019-04-08,49.50944519042969,46.12180709838867,49.14426803588867,0.0734498126843639,0.007430717134180087
44,44,44,44,2019-04-09,48.08913040161133,47.32139587402344,45.92683029174805,0.016223835189302482,0.04708141398235788
45,45,45,45,2019-04-10,48.64573287963867,48.34823989868164,45.4522819519043,0.006153129495105825,0.07025941912253275
46,46,46,46,2019-04-11,48.78009796142578,49.912506103515625,44.68351364135742,-0.022687863833991684,0.09167999528749493
47,47,47,47,2019-04-12,49.73976516723633,49.32710647583008,43.070045471191406,0.008365759131005346,0.1548575030064956
48,48,48,48,2019-04-15,49.7685546875,49.94129180908203,43.90496063232422,-0.003458803633722196,0.13355197159336063
49,49,49,49,2019-04-16,52.10055541992188,49.50944519042969,46.12180709838867,0.052335674930832354,0.1296295331355759
50,50,50,50,2019-04-17,52.25410461425781,48.08913040161133,47.32139587402344,0.08660947240807104,0.10423844540355431
51,51,51,51,2019-04-18,53.15619659423828,48.64573287963867,48.34823989868164,0.09272064470196373,0.09944429633079044
52,52,52,52,2019-04-22,52.02377700805664,48.78009796142578,49.912506103515625,0.0664959518776671,0.042299436941963364
53,53,53,53,2019-04-23,52.25410461425781,49.73976516723633,49.32710647583008,0.050549885761778546,0.059338533061166654
54,54,54,54,2019-04-24,51.76466369628906,49.7685546875,49.94129180908203,0.040107835586602025,0.03651030682541223
55,55,55,55,2019-04-25,50.81459426879883,52.10055541992188,49.50944519042969,-0.02468229255443477,0.026361617936720982
56,56,56,56,2019-04-26,48.86646270751953,52.25410461425781,48.08913040161133,-0.0648301589271505,0.016164407620108623
57,57,57,57,2019-04-29,48.43461227416992,53.15619659423828,48.64573287963867,-0.08882472077733539,-0.004339961451318097
58,58,58,58,2019-04-30,49.05839538574219,52.02377700805664,48.78009796142578,-0.05700050616961583,0.0057051427927938825
59,59,59,59,2019-05-01,48.75130081176758,52.25410461425781,49.73976516723633,-0.06703404121739509,-0.019872718581306348
60,60,60,60,2019-05-02,47.75323867797852,51.76466369628906,49.7685546875,-0.07749350100767893,-0.04049376201852306
61,61,61,61,2019-05-03,48.75130081176758,50.81459426879883,52.10055541992188,-0.04060434776113431,-0.06428443192514677
62,62,62,62,2019-05-06,47.561309814453125,48.86646270751953,52.25410461425781,-0.026708560856514962,-0.08980719953862215
63,63,63,63,2019-05-07,45.30608367919922,48.43461227416992,53.15619659423828,-0.06459282831173074,-0.14768010915005825
64,64,64,64,2019-05-08,44.816650390625,49.05839538574219,52.02377700805664,-0.08646318253511331,-0.13853524353519187
65,65,65,65,2019-05-09,44.54793930053711,48.75130081176758,52.25410461425781,-0.08622049958133349,-0.1474748322760091
66,66,66,66,2019-05-10,44.01052474975586,47.75323867797852,51.76466369628906,-0.0783761276059507,-0.14979598809001993
67,67,67,67,2019-05-13,41.25626754760742,48.75130081176758,50.81459426879883,-0.1537401697874492,-0.1881019982296781
68,68,68,68,2019-05-14,42.83013153076172,47.561309814453125,48.86646270751953,-0.09947535722100065,-0.12352707444545497
69,69,69,69,2019-05-15,43.65545272827149,45.30608367919922,48.43461227416992,-0.03643287648995275,-0.09867240226566543
70,70,70,70,2019-05-16,43.271575927734375,44.816650390625,49.05839538574219,-0.034475456095528156,-0.1179577809772725
71,71,71,71,2019-05-17,42.83013153076172,44.54793930053711,48.75130081176758,-0.038560880632130146,-0.12145664182106519
72,72,72,72,2019-05-20,40.258209228515625,44.01052474975586,47.75323867797852,-0.08525950423395146,-0.15695332205644186
73,73,73,73,2019-05-21,41.69771957397461,41.25626754760742,48.75130081176758,0.010700241505312569,-0.14468498522793005
74,74,74,74,2019-05-22,40.488529205322266,42.83013153076172,47.561309814453125,-0.0546718453049263,-0.14870870118428814
75,75,75,75,2019-05-23,39.81676864624024,43.65545272827149,45.30608367919922,-0.0879313772308058,-0.12116066071451714
76,76,76,76,2019-05-24,39.32733154296875,43.271575927734375,44.816650390625,-0.09115092991650464,-0.12248391612962972
77,77,77,77,2019-05-28,37.983795166015625,42.83013153076172,44.54793930053711,-0.1131524978218974,-0.14735011849228996
78,78,78,78,2019-05-29,38.0605583190918,40.258209228515625,44.01052474975586,-0.05458888886362068,-0.13519417149637758
79,79,79,79,2019-05-30,37.868629455566406,41.69771957397461,41.25626754760742,-0.09182972492332908,-0.08211208365206257
80,80,80,80,2019-05-31,35.71896743774414,40.488529205322266,42.83013153076172,-0.11780032175017019,-0.16603180608750068
81,81,81,81,2019-06-03,35.58461380004883,39.81676864624024,43.65545272827149,-0.10629076617926503,-0.18487584995301054
82,82,82,82,2019-06-04,37.56153106689453,39.32733154296875,43.271575927734375,-0.04490008365161813,-0.131958329189949
83,83,83,83,2019-06-05,36.371543884277344,37.983795166015625,42.83013153076172,-0.042445766008678776,-0.1507954193847303
84,84,84,84,2019-06-06,36.45791244506836,38.0605583190918,40.258209228515625,-0.04210778676936866,-0.09439805834074322
85,85,85,85,2019-06-07,35.45026016235352,37.868629455566406,41.69771957397461,-0.06386207602391591,-0.14982736407293606
86,86,86,86,2019-06-10,36.44831848144531,35.71896743774414,40.488529205322266,0.020419152512523908,-0.0997865519734874
87,87,87,87,2019-06-11,36.8609733581543,35.58461380004883,39.81676864624024,0.03586829873375552,-0.07423493639946721
88,88,88,88,2019-06-12,34.77849197387695,37.56153106689453,39.32733154296875,-0.07409280223591463,-0.1156661128691574
89,89,89,89,2019-06-13,35.834129333496094,36.371543884277344,37.983795166015625,-0.014775687072595356,-0.056594287725173165
90,90,90,90,2019-06-14,34.86486053466797,36.45791244506836,38.0605583190918,-0.043695642552235125,-0.0839635025222637
91,91,91,91,2019-06-17,34.80727767944336,35.45026016235352,37.868629455566406,-0.01813759560481254,-0.08084136711932288
92,92,92,92,2019-06-18,36.57307434082031,36.44831848144531,35.71896743774414,0.003422815223657283,0.023911858722255097
93,93,93,93,2019-06-19,37.27363204956055,36.8609733581543,35.58461380004883,0.011195002568074042,0.04746484699826636
