,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,TFC,TFC_6m,TFC_12m,TFC_6m_ret,TFC_12m_ret
0,0,0,0,2019-02-05,39.47087860107422,,,,
1,1,1,1,2019-02-06,39.26053237915039,,,,
2,2,2,2,2019-02-07,40.82189178466797,,,,
3,3,3,3,2019-02-08,40.64391326904297,,,,
4,4,4,4,2019-02-11,40.910888671875,,,,
5,5,5,5,2019-02-12,41.44505310058594,,,,
6,6,6,6,2019-02-13,41.151466369628906,39.47087860107422,,0.04257791638083641,
7,7,7,7,2019-02-14,40.56428527832031,39.26053237915039,,0.03320772338436995,
8,8,8,8,2019-02-15,41.3471908569336,40.82189178466797,,0.012868072725206847,
9,9,9,9,2019-02-19,41.68155670166016,40.64391326904297,,0.02553010645772469,
10,10,10,10,2019-02-20,42.22796630859375,40.910888671875,,0.03219381635247154,
11,11,11,11,2019-02-21,42.26874542236328,41.44505310058594,,0.019874321786444993,
12,12,12,12,2019-02-22,41.991455078125,41.151466369628906,39.47087860107422,0.020412120942451484,0.06385914290193129
13,13,13,13,2019-02-25,41.80389022827149,40.56428527832031,39.26053237915039,0.030559023570758903,0.06478154255676305
14,14,14,14,2019-02-26,41.48582458496094,41.3471908569336,40.82189178466797,0.0033529176989803844,0.01626413601297938
15,15,15,15,2019-02-27,41.64078521728516,41.68155670166016,40.64391326904297,-0.000978166066752828,0.024526967707154235
16,16,16,16,2019-02-28,41.5673828125,42.22796630859375,40.910888671875,-0.015643270416252908,0.01604692936128571
17,17,17,17,2019-03-01,42.2442626953125,42.26874542236328,41.44505310058594,-0.0005792158439088535,0.019283594420470562
18,18,18,18,2019-03-04,42.26874542236328,41.991455078125,41.151466369628906,0.006603494537695376,0.02715040680929315
19,19,19,19,2019-03-05,42.1627197265625,41.80389022827149,40.56428527832031,0.008583638898954415,0.03940497009314936
20,20,20,20,2019-03-06,41.2656364440918,41.48582458496094,41.3471908569336,-0.005307551267739852,-0.00197242935134323
21,21,21,21,2019-03-07,40.393028259277344,41.64078521728516,41.68155670166016,-0.029964779758520854,-0.030913635294516184
22,22,22,22,2019-03-08,40.45010757446289,41.5673828125,42.22796630859375,-0.026878652502055678,-0.04210145288879441
23,23,23,23,2019-03-11,40.711082458496094,42.2442626953125,42.26874542236328,-0.03629321803707397,-0.036851412274069295
24,24,24,24,2019-03-12,40.43380737304688,42.26874542236328,41.991455078125,-0.0434112257409367,-0.037094396995296264
25,25,25,25,2019-03-13,40.776329040527344,42.1627197265625,41.80389022827149,-0.03288190835473381,-0.02458051588340504
26,26,26,26,2019-03-14,40.88234329223633,41.2656364440918,41.48582458496094,-0.009288434273266755,-0.014546686699904221
27,27,27,27,2019-03-15,40.760013580322266,40.393028259277344,41.64078521728516,0.009085362916820605,-0.021151657740529073
28,28,28,28,2019-03-18,41.16777801513672,40.45010757446289,41.5673828125,0.017742114513606744,-0.00961342211911198
29,29,29,29,2019-03-19,40.35224533081055,40.711082458496094,42.2442626953125,-0.008814236959957311,-0.0447875579732131
30,30,30,30,2019-03-20,39.16157913208008,40.43380737304688,42.26874542236328,-0.03146446806824499,-0.07350978268305264
31,31,31,31,2019-03-21,38.44392395019531,40.776329040527344,42.1627197265625,-0.05719997717337111,-0.08820104112079719
32,32,32,32,2019-03-22,36.772090911865234,40.88234329223633,41.2656364440918,-0.10053857116237375,-0.10889315952547063
33,33,33,33,2019-03-25,36.59266662597656,40.760013580322266,40.393028259277344,-0.10224105902549496,-0.09408459323492113
34,34,34,34,2019-03-26,36.96781539916992,41.16777801513672,40.45010757446289,-0.102020629202347,-0.08608857637479861
35,35,35,35,2019-03-27,37.02490615844727,40.35224533081055,40.711082458496094,-0.08245734890550738,-0.09054478725312165
36,36,36,36,2019-03-28,37.76702880859375,39.16157913208008,40.43380737304688,-0.035610165738795496,-0.06595417888424726
37,37,37,37,2019-03-29,37.94644165039063,38.44392395019531,40.776329040527344,-0.012940466234642845,-0.06940024903477959
38,38,38,38,2019-04-01,39.16157913208008,36.772090911865234,40.88234329223633,0.06498102666889216,-0.04209064406743601
39,39,39,39,2019-04-02,39.54487609863281,36.59266662597656,40.760013580322266,0.08067762600718797,-0.02981199894094455
40,40,40,40,2019-04-03,39.47964096069336,36.96781539916992,41.16777801513672,0.0679462806877098,-0.04100627082235675
41,41,41,41,2019-04-04,39.51225280761719,37.02490615844727,40.35224533081055,0.06718036336203981,-0.020816500204809962
42,42,42,42,2019-04-05,39.44701385498047,37.76702880859375,39.16157913208008,0.04448284917781109,0.007288641807259744
43,43,43,43,2019-04-08,39.58565902709961,37.94644165039063,38.44392395019531,0.043198184214780166,0.0296987133359079
44,44,44,44,2019-04-09,39.063720703125,39.16157913208008,36.772090911865234,-0.0024988376649733857,0.062319811966969896
45,45,45,45,2019-04-10,39.234981536865234,39.54487609863281,36.59266662597656,-0.00783652883358743,0.07220886463117004
46,46,46,46,2019-04-11,39.50410461425781,39.47964096069336,36.96781539916992,0.0006196523820671818,0.06860803614445765
47,47,47,47,2019-04-12,40.172828674316406,39.51225280761719,37.02490615844727,0.016718253700074293,0.08502175542046397
48,48,48,48,2019-04-15,39.62643051147461,39.44701385498047,37.76702880859375,0.00454829501552978,0.049233465314532765
49,49,49,49,2019-04-16,40.376712799072266,39.58565902709961,37.94644165039063,0.019983342235912138,0.06404477054982616
50,50,50,50,2019-04-17,40.64583969116211,39.063720703125,39.16157913208008,0.040500980438111345,0.0379009373977508
51,51,51,51,2019-04-18,40.2462272644043,39.234981536865234,39.54487609863281,0.025774084450349344,0.01773557626080735
52,52,52,52,2019-04-22,40.15652847290039,39.50410461425781,39.47964096069336,0.01651534353235551,0.017145229686383212
53,53,53,53,2019-04-23,40.40118408203125,40.172828674316406,39.51225280761719,0.005684324834731802,0.02249761051950694
54,54,54,54,2019-04-24,40.64583969116211,39.62643051147461,39.44701385498047,0.0257254859075009,0.03039078802235573
55,55,55,55,2019-04-25,40.94757461547852,40.376712799072266,39.58565902709961,0.014138392574131853,0.03440426714751843
56,56,56,56,2019-04-26,41.37166213989258,40.64583969116211,39.063720703125,0.017857238385169616,0.05908145448579738
57,57,57,57,2019-04-29,41.83651351928711,40.2462272644043,39.234981536865234,0.03951392125366593,0.0663064408473717
58,58,58,58,2019-04-30,41.75495529174805,40.15652847290039,39.50410461425781,0.03980490544461168,0.056977640664657825
59,59,59,59,2019-05-01,41.33088684082031,40.40118408203125,40.172828674316406,0.023011770073406268,0.028826901284257467
60,60,60,60,2019-05-02,41.216705322265625,40.64583969116211,39.62643051147461,0.014044872376634432,0.040131669450532925
61,61,61,61,2019-05-03,41.5673828125,40.94757461547852,40.376712799072266,0.015136627818419957,0.029489027978897075
62,62,62,62,2019-05-06,41.420597076416016,41.37166213989258,40.64583969116211,0.0011828129205437854,0.019061173078000593
63,63,63,63,2019-05-07,40.62953186035156,41.83651351928711,40.2462272644043,-0.02884995802480328,0.00952398825929901
64,64,64,64,2019-05-08,40.229923248291016,41.75495529174805,40.15652847290039,-0.03652337866970301,0.0018277171404434966
65,65,65,65,2019-05-09,40.36855316162109,41.33088684082031,40.40118408203125,-0.023283644575677998,-0.0008076723777181716
66,66,66,66,2019-05-10,40.662147521972656,41.216705322265625,40.64583969116211,-0.013454685326179883,0.00040121771218060154
67,67,67,67,2019-05-13,39.33284378051758,41.5673828125,40.94757461547852,-0.05375702968988605,-0.039434102022505746
68,68,68,68,2019-05-14,39.50966644287109,41.420597076416016,41.37166213989258,-0.04613479207022275,-0.04500654797782622
69,69,69,69,2019-05-15,39.13956832885742,40.62953186035156,41.83651351928711,-0.0366719345085077,-0.06446390876205221
