,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,BWA,BWA_6m,BWA_12m,BWA_6m_ret,BWA_12m_ret
60,60,60,60,2019-05-02,32.93455505371094,35.119972229003906,35.3860969543457,-0.06222718973246044,-0.06927980511096454
61,61,61,61,2019-05-03,33.29743576049805,33.523250579833984,35.37803649902344,-0.006736065728416452,-0.05881052043639623
62,62,62,62,2019-05-06,32.853912353515625,34.289344787597656,35.07965469360352,-0.04186234653866072,-0.06344823971410818
63,63,63,63,2019-05-07,32.07167434692383,33.90227127075195,35.48286819458008,-0.05399629155251939,-0.09613636160836914
64,64,64,64,2019-05-08,31.76523399353028,33.684532165527344,35.24900817871094,-0.05697862041145607,-0.09883325418741074
65,65,65,65,2019-05-09,31.11202812194824,33.10390853881836,35.18449020385742,-0.06017055099504032,-0.11574594539564198
66,66,66,66,2019-05-10,31.03137588500977,32.93455505371094,35.119972229003906,-0.057786697454919045,-0.11641798340083997
67,67,67,67,2019-05-13,29.52335929870605,33.29743576049805,33.523250579833984,-0.11334435747359617,-0.1193169281601254
68,68,68,68,2019-05-14,29.466907501220703,32.853912353515625,34.289344787597656,-0.10309289243393527,-0.14063952858385365
69,69,69,69,2019-05-15,29.82980155944824,32.07167434692383,33.90227127075195,-0.0699019565746688,-0.1201238016998909
70,70,70,70,2019-05-16,29.55561637878418,31.76523399353028,33.684532165527344,-0.06956087951992229,-0.12257601698172571
71,71,71,71,2019-05-17,29.24110984802246,31.11202812194824,33.10390853881836,-0.060134886308036095,-0.11668708805989769
72,72,72,72,2019-05-20,28.983055114746094,31.03137588500977,32.93455505371094,-0.06600805513277774,-0.1199803650761514
73,73,73,73,2019-05-21,29.684642791748047,29.52335929870605,33.29743576049805,0.005462911297125395,-0.10850063634737861
74,74,74,74,2019-05-22,28.475000381469727,29.466907501220703,32.853912353515625,-0.03366173120507765,-0.13328433840474774
75,75,75,75,2019-05-23,28.604028701782227,29.82980155944824,32.07167434692383,-0.04109222299796911,-0.10812175278507719
76,76,76,76,2019-05-24,28.74112129211425,29.55561637878418,31.76523399353028,-0.02755804772370085,-0.09520196520611057
77,77,77,77,2019-05-28,29.386266708374023,29.24110984802246,31.11202812194824,0.004964136488183835,-0.0554692676031866
78,78,78,78,2019-05-29,29.1040153503418,28.983055114746094,31.03137588500977,0.004173481198473272,-0.062110057311349
79,79,79,79,2019-05-30,29.66045379638672,29.684642791748047,29.52335929870605,-0.0008148656371250729,0.004643594121305661
80,80,80,80,2019-05-31,28.763118743896484,28.475000381469727,29.466907501220703,0.010118291784615874,-0.02388403863877009
81,81,81,81,2019-06-03,30.01157760620117,28.604028701782227,29.82980155944824,0.04920806502796027,0.00609377324856375
82,82,82,82,2019-06-04,31.08168601989746,28.74112129211425,29.55561637878418,0.08143609652506467,0.05163382896689428
83,83,83,83,2019-06-05,31.47080612182617,29.386266708374023,29.24110984802246,0.07093583659805702,0.07625210826101725
84,84,84,84,2019-06-06,31.57620429992676,29.1040153503418,28.983055114746094,0.0849432258685201,0.08947121602309327
85,85,85,85,2019-06-07,32.240962982177734,29.66045379638672,29.684642791748047,0.08700167581742724,0.0861159155043063
86,86,86,86,2019-06-10,32.69493865966797,28.763118743896484,28.475000381469727,0.13669657837802496,0.14819800602862832
87,87,87,87,2019-06-11,33.173248291015625,30.01157760620117,28.604028701782227,0.10534836676367099,0.1597404210739275
88,88,88,88,2019-06-12,32.89762496948242,31.08168601989746,28.74112129211425,0.05842472472125415,0.14461870276816935
89,89,89,89,2019-06-13,33.3272819519043,31.47080612182617,29.386266708374023,0.05899041234887825,0.13411078319816738
90,90,90,90,2019-06-14,33.19757080078125,31.57620429992676,29.1040153503418,0.05134773278808091,0.14065260072065544
91,91,91,91,2019-06-17,33.262428283691406,32.240962982177734,29.66045379638672,0.03168222059863157,0.12144030270175721
92,92,92,92,2019-06-18,33.61101531982422,32.69493865966797,28.763118743896484,0.028018913560046155,0.16854558155159904
93,93,93,93,2019-06-19,33.594810485839844,33.173248291015625,30.01157760620117,0.012707896167599264,0.11939501903752925
94,94,94,94,2019-06-20,34.22714614868164,32.89762496948242,31.08168601989746,0.04041389554512076,0.10119979098851206
95,95,95,95,2019-06-21,34.0568962097168,33.3272819519043,31.47080612182617,0.02189240211264254,0.08217425628945296
96,96,96,96,2019-06-24,33.80558013916016,33.19757080078125,31.57620429992676,0.018314874363174916,0.07060303442610327
97,97,97,97,2019-06-25,33.63534164428711,33.262428283691406,32.240962982177734,0.011211248842542876,0.04324866670019012
98,98,98,98,2019-06-26,33.71640396118164,33.61101531982422,32.69493865966797,0.0031355387617602037,0.03124230671133632
99,99,99,99,2019-06-27,34.154178619384766,33.594810485839844,33.173248291015625,0.01665043277385636,0.029569920912291492
100,100,100,100,2019-06-28,34.0325813293457,34.22714614868164,32.89762496948242,-0.005684517736031958,0.0344996443030805
101,101,101,101,2019-07-01,34.00825500488281,34.0568962097168,33.3272819519043,-0.0014282336398026008,0.020432901007686466
102,102,102,102,2019-07-02,33.31106948852539,33.80558013916016,33.19757080078125,-0.014628077630945202,0.0034188853282441922
103,103,103,103,2019-07-03,32.986785888671875,33.63534164428711,33.262428283691406,-0.0192819731838636,-0.008286899340860132
104,104,104,104,2019-07-05,33.05165100097656,33.71640396118164,33.61101531982422,-0.01971601007540491,-0.016642291627463446
105,105,105,105,2019-07-08,32.6381950378418,34.154178619384766,33.594810485839844,-0.044386474593259506,-0.028475095830686636
106,106,106,106,2019-07-09,31.85993766784668,34.0325813293457,34.22714614868164,-0.0638401078211952,-0.06916172533204734
107,107,107,107,2019-07-10,31.803192138671875,34.00825500488281,34.0568962097168,-0.06483904763400361,-0.06617467596480253
108,108,108,108,2019-07-11,31.63294219970703,33.31106948852539,33.80558013916016,-0.05037746654746167,-0.06426861868690026
109,109,109,109,2019-07-12,32.40309524536133,32.986785888671875,33.63534164428711,-0.01769468069063962,-0.03663546551592933
110,110,110,110,2019-07-15,32.2004280090332,33.05165100097656,33.71640396118164,-0.025754325916070187,-0.0449625634422286
111,111,111,111,2019-07-16,32.743587493896484,32.6381950378418,34.154178619384766,0.003229114107949016,-0.04130068947662169
112,112,112,112,2019-07-17,32.005863189697266,31.85993766784668,34.0325813293457,0.004580219941793917,-0.05955228961433012
113,113,113,113,2019-07-18,31.90047073364257,31.803192138671875,34.00825500488281,0.003058768269126322,-0.06197860698638058
114,114,114,114,2019-07-19,32.459842681884766,31.63294219970703,33.31106948852539,0.026140485983165762,-0.0255538720224473
115,115,115,115,2019-07-22,32.41120910644531,32.40309524536133,32.986785888671875,0.00025040388958363913,-0.01744870761792594
116,116,116,116,2019-07-23,33.78936767578125,32.2004280090332,33.05165100097656,0.04934529647563379,0.022320115711705002
117,117,117,117,2019-07-24,34.43791961669922,32.743587493896484,32.6381950378418,0.051745463844441675,0.05514166995971315
118,118,118,118,2019-07-25,32.88950729370117,32.005863189697266,31.85993766784668,0.027608819633033743,0.03231549404108036
119,119,119,119,2019-07-26,31.746442794799805,31.90047073364257,31.803192138671875,-0.004828390782344427,-0.0017843914417340345
120,120,120,120,2019-07-29,31.49513435363769,32.459842681884766,31.63294219970703,-0.029720055568398074,-0.00435646628123687
121,121,121,121,2019-07-30,30.87090301513672,32.41120910644531,32.40309524536133,-0.04752387009845582,-0.04728536637079295
122,122,122,122,2019-07-31,30.643911361694336,33.78936767578125,32.2004280090332,-0.09309012066365008,-0.048338383791116546
123,123,123,123,2019-08-01,29.387348175048828,34.43791961669922,32.743587493896484,-0.14665727482566426,-0.1025006596932383
124,124,124,124,2019-08-02,29.05496597290039,32.88950729370117,32.005863189697266,-0.11658859120504828,-0.09219864495786423
125,125,125,125,2019-08-05,27.936222076416016,31.746442794799805,31.90047073364257,-0.1200203986006243,-0.12426928399667214
126,126,126,126,2019-08-06,27.855154037475582,31.49513435363769,32.459842681884766,-0.11557278261750581,-0.1418580086643172
127,127,127,127,2019-08-07,27.89569091796875,30.87090301513672,32.41120910644531,-0.09637593353550922,-0.13931964628800608
128,128,128,128,2019-08-08,28.357778549194336,30.643911361694336,33.78936767578125,-0.07460316620539909,-0.16074846912509821
129,129,129,129,2019-08-09,27.40928077697754,29.387348175048828,34.43791961669922,-0.06731016988292793,-0.20409591862550946
130,130,130,130,2019-08-12,26.76883125305176,29.05496597290039,32.88950729370117,-0.07868309747741264,-0.18609813719591994
131,131,131,131,2019-08-13,26.94718742370605,27.936222076416016,31.746442794799805,-0.0354033072190143,-0.15117458677543205
132,132,132,132,2019-08-14,25.536592483520508,27.855154037475582,31.49513435363769,-0.08323635729444334,-0.18918928248448552
133,133,133,133,2019-08-15,25.196104049682617,27.89569091796875,30.87090301513672,-0.09677433250263101,-0.1838235494009235
134,134,134,134,2019-08-16,25.94193649291992,28.357778549194336,30.643911361694336,-0.08519151287127369,-0.15343912248264768
135,135,135,135,2019-08-19,26.36349296569824,27.40928077697754,29.387348175048828,-0.03815451488087607,-0.10289649788537159
136,136,136,136,2019-08-20,25.7392635345459,26.76883125305176,29.05496597290039,-0.03846143706361804,-0.11411826953943272
137,137,137,137,2019-08-21,25.990577697753903,26.94718742370605,27.936222076416016,-0.03549942748795365,-0.06964593756951276
138,138,138,138,2019-08-22,25.77979850769043,25.536592483520508,27.855154037475582,0.00952382446197042,-0.07450526128819912
139,139,139,139,2019-08-23,25.03396415710449,25.196104049682617,27.89569091796875,-0.006435117598276863,-0.10258669589075875
140,140,140,140,2019-08-26,25.17988967895508,25.94193649291992,28.357778549194336,-0.029375093650885087,-0.11206409785330451
141,141,141,141,2019-08-27,25.2447452545166,26.36349296569824,27.40928077697754,-0.04243548882681247,-0.0789708982177687
142,142,142,142,2019-08-28,25.796010971069336,25.7392635345459,26.76883125305176,0.00220470319390742,-0.036341529922847116
143,143,143,143,2019-08-29,26.549949645996094,25.990577697753903,26.94718742370605,0.021522105231640554,-0.014741344670371692
144,144,144,144,2019-08-30,26.60957908630371,25.77979850769043,25.536592483520508,0.03218724065534295,0.04201761074722987
145,145,145,145,2019-09-03,26.35677719116211,25.03396415710449,25.196104049682617,0.052840733723037436,0.0460655797892735
146,146,146,146,2019-09-04,27.082569122314453,25.17988967895508,25.94193649291992,0.07556345431289158,0.04396867711498076
147,147,147,147,2019-09-05,28.61569595336914,25.2447452545166,26.36349296569824,0.1335307868971043,0.08542885385488419
148,148,148,148,2019-09-06,28.88480567932129,25.796010971069336,25.7392635345459,0.11973923843171286,0.12220793110702677
149,149,149,149,2019-09-09,29.896020889282227,26.549949645996094,25.990577697753903,0.12602928773504263,0.15026380855958554
150,150,150,150,2019-09-10,31.32313346862793,26.60957908630371,25.77979850769043,0.17713750251503768,0.21502631059291843
151,151,151,151,2019-09-11,31.902137756347656,26.35677719116211,25.03396415710449,0.21039600270419268,0.2743542155825138
152,152,152,152,2019-09-12,32.0,27.082569122314453,25.17988967895508,0.18157180197627087,0.2708554488523056
153,153,153,153,2019-09-13,32.61977005004883,28.61569595336914,25.2447452545166,0.13992579817749484,0.2921409870124454
154,154,154,154,2019-09-16,32.20387649536133,28.88480567932129,25.796010971069336,0.11490715405491447,0.24840528760351832
155,155,155,155,2019-09-17,31.42915153503418,29.896020889282227,26.549949645996094,0.051282097086759126,0.18377443099120527
156,156,156,156,2019-09-18,30.63811683654785,31.32313346862793,26.60957908630371,-0.02186935201633533,0.15139426810090661
157,157,157,157,2019-09-19,30.19775581359864,31.902137756347656,26.35677719116211,-0.05342532076584405,0.14573020800602587
158,158,158,158,2019-09-20,29.985727310180664,32.0,27.082569122314453,-0.06294602155685425,0.10719655785810134
159,159,159,159,2019-09-23,30.01834487915039,32.61977005004883,28.61569595336914,-0.07974995430400167,0.049016767862887
160,160,160,160,2019-09-24,29.54535675048828,32.20387649536133,28.88480567932129,-0.08255278662666532,0.02286846165767642
161,161,161,161,2019-09-25,30.04280471801757,31.42915153503418,29.896020889282227,-0.044110220903394226,0.004909811552478827
162,162,162,162,2019-09-26,29.8226261138916,30.63811683654785,31.32313346862793,-0.026616868360638257,-0.047904126713222306
163,163,163,163,2019-09-27,29.67583465576172,30.19775581359864,31.902137756347656,-0.017283441890800666,-0.0697853892296908
164,164,164,164,2019-09-30,29.912328720092773,29.985727310180664,32.0,-0.0024477842184261744,-0.06523972749710083
165,165,165,165,2019-10-01,29.30070686340332,30.01834487915039,32.61977005004883,-0.02390664837239298,-0.10175004856113445
166,166,166,166,2019-10-02,28.29765892028809,29.54535675048828,32.20387649536133,-0.042229912494780475,-0.12129650216600141
167,167,167,167,2019-10-03,28.395505905151367,30.04280471801757,31.42915153503418,-0.05483172521100432,-0.09652330660282693
168,168,168,168,2019-10-04,28.66461753845215,29.8226261138916,30.63811683654785,-0.03882986598889904,-0.06441320491804958
169,169,169,169,2019-10-07,28.509679794311523,29.67583465576172,30.19775581359864,-0.03929644692314593,-0.055900710957035527
170,170,170,170,2019-10-08,27.82466697692871,29.912328720092773,29.985727310180664,-0.06979268524024118,-0.07206963202517469
171,171,171,171,2019-10-09,28.305803298950195,29.30070686340332,30.01834487915039,-0.033954933889180805,-0.057049833596577226
172,172,172,172,2019-10-10,28.868497848510746,28.29765892028809,29.54535675048828,0.02017265561899162,-0.022909146357366295
173,173,173,173,2019-10-11,30.33638572692871,28.395505905151367,30.04280471801757,0.06835165495062512,0.009772090577650605
174,174,174,174,2019-10-14,30.23037338256836,28.66461753845215,29.8226261138916,0.05462329445058267,0.01367241325829549
175,175,175,175,2019-10-15,30.768600463867188,28.509679794311523,29.67583465576172,0.079233463365884,0.036823422855043475
176,176,176,176,2019-10-16,31.257888793945312,27.82466697692871,29.912328720092773,0.12338770558739531,0.04498346104857753
177,177,177,177,2019-10-17,31.005088806152344,28.305803298950195,29.30070686340332,0.09536155814741565,0.05816862885577012
178,178,178,178,2019-10-18,31.592248916625977,28.868497848510746,28.29765892028809,0.09435028737581996,0.11642623884959691
179,179,179,179,2019-10-21,31.787960052490234,30.33638572692871,28.395505905151367,0.047849283649930685,0.11947151632623054
180,180,180,180,2019-10-22,32.40774154663086,30.23037338256836,28.66461753845215,0.07202584422321512,0.1305834275708544
181,181,181,181,2019-10-23,32.60346984863281,30.768600463867188,28.509679794311523,0.05963447661262289,0.1435929860965368
182,182,182,182,2019-10-24,32.048919677734375,31.257888793945312,27.82466697692871,0.025306599847596978,0.15181682872640567
183,183,183,183,2019-10-25,32.391441345214844,31.005088806152344,28.305803298950195,0.0447137096665049,0.14433923683826966
184,184,184,184,2019-10-28,32.954124450683594,31.592248916625977,28.868497848510746,0.04310790085415239,0.14152543106373017
185,185,185,185,2019-10-29,32.36697006225586,31.787960052490234,30.33638572692871,0.018214758317599777,0.06693560510488439
186,186,186,186,2019-10-30,31.991840362548828,32.40774154663086,30.23037338256836,-0.012833389931958039,0.05826811854716207
187,187,187,187,2019-10-31,33.98979568481445,32.60346984863281,30.768600463867188,0.04252080660794366,0.10469098926777787
188,188,188,188,2019-11-01,35.5963249206543,32.048919677734375,31.257888793945312,0.11068720189605763,0.13879491847028858
189,189,189,189,2019-11-04,36.94189834594727,32.391441345214844,31.005088806152344,0.14048331323807117,0.19147855298569194
190,190,190,190,2019-11-05,36.74617004394531,32.954124450683594,31.592248916625977,0.11507043978475529,0.16313878574839258
191,191,191,191,2019-11-06,36.55045318603516,32.36697006225586,31.787960052490234,0.12925161409092767,0.14982065932135336
192,192,192,192,2019-11-07,37.4882698059082,31.991840362548828,32.40774154663086,0.17180722900185996,0.15676896990699185
193,193,193,193,2019-11-08,37.76553726196289,33.98979568481445,32.60346984863281,0.11108456232454844,0.1583287741242223
194,194,194,194,2019-11-11,37.716609954833984,35.5963249206543,32.048919677734375,0.05956471739444713,0.1768449711906257
195,195,195,195,2019-11-12,37.284400939941406,36.94189834594727,32.391441345214844,0.009271385860756931,0.1510571741028559
196,196,196,196,2019-11-13,36.45259475708008,36.74617004394531,32.954124450683594,-0.007989275794297535,0.10616183451124628
197,197,197,197,2019-11-14,36.15901184082031,36.55045318603516,32.36697006225586,-0.010709616737786698,0.11715776210348694
198,198,198,198,2019-11-15,36.362892150878906,37.4882698059082,31.991840362548828,-0.030019461043569895,0.13663020754026522
199,199,199,199,2019-11-18,35.68602752685547,37.76553726196289,33.98979568481445,-0.05506368731583977,0.04990414940325283
200,200,200,200,2019-11-19,35.48215866088867,37.716609954833984,35.5963249206543,-0.05924316359877224,-0.003207248501639004
201,201,201,201,2019-11-20,34.267066955566406,37.284400939941406,36.94189834594727,-0.08092751682494226,-0.0724064411994223
202,202,202,202,2019-11-21,34.585105895996094,36.45259475708008,36.74617004394531,-0.051230615365762566,-0.05881059564479152
203,203,203,203,2019-11-22,34.89500427246094,36.15901184082031,36.55045318603516,-0.03495691679639379,-0.04529215835295641
204,204,204,204,2019-11-25,35.44953918457031,36.362892150878906,37.4882698059082,-0.025117720629009965,-0.054383161236653876
205,205,205,205,2019-11-26,34.9357795715332,35.68602752685547,37.76553726196289,-0.021023577218217016,-0.07492962885185261
206,206,206,206,2019-11-27,34.65850830078125,35.48215866088867,37.716609954833984,-0.023213084862712008,-0.08108103187733051
207,207,207,207,2019-11-29,34.44807052612305,34.267066955566406,37.284400939941406,0.0052821436626411256,-0.0760728439324313
208,208,208,208,2019-12-02,34.79214096069336,34.585105895996094,36.45259475708008,0.0059862492634794595,-0.045551045335784024
209,209,209,209,2019-12-03,34.05484390258789,34.89500427246094,36.15901184082031,-0.024076809485766404,-0.0581920752562437
210,210,210,210,2019-12-04,34.35795593261719,35.44953918457031,36.362892150878906,-0.030792593558684245,-0.05513687442524451
211,211,211,211,2019-12-05,34.94779586791992,34.9357795715332,35.68602752685547,0.00034395386432173325,-0.020686854494521456
212,212,212,212,2019-12-06,35.51305389404297,34.65850830078125,35.48215866088867,0.02465615616937722,0.0008707258611171387
213,213,213,213,2019-12-09,35.51305389404297,34.44807052612305,34.267066955566406,0.03091561738159787,0.03636106177666787
214,214,214,214,2019-12-10,35.611358642578125,34.79214096069336,34.585105895996094,0.023546055495989204,0.029673257316839452
215,215,215,215,2019-12-11,35.988189697265625,34.05484390258789,34.89500427246094,0.05677153594384299,0.0313278490029425
216,216,216,216,2019-12-12,36.45514678955078,34.35795593261719,35.44953918457031,0.06103945359981844,0.028367296955390753
217,217,217,217,2019-12-13,35.88169479370117,34.94779586791992,34.9357795715332,0.026722684581047318,0.027075829815995656
218,218,218,218,2019-12-16,36.16022872924805,35.51305389404297,34.65850830078125,0.018223575959870786,0.04332905546407906
219,219,219,219,2019-12-17,36.561641693115234,35.51305389404297,34.44807052612305,0.02952682701411269,0.061355284482171424
220,220,220,220,2019-12-18,37.02859878540039,35.611358642578125,34.79214096069336,0.03979741848792506,0.0642805462082281
221,221,221,221,2019-12-19,36.782833099365234,35.988189697265625,34.05484390258789,0.022080671708807564,0.08010576130023139
222,222,222,222,2019-12-20,36.22576522827149,36.45514678955078,34.35795593261719,-0.006292158487345323,0.0543632251964421
223,223,223,223,2019-12-23,36.29130935668945,35.88169479370117,34.94779586791992,0.011415697205589881,0.03844343986233478
224,224,224,224,2019-12-24,35.94723892211914,36.16022872924805,35.51305389404297,-0.0058901675850471236,0.012226068458421224
225,225,225,225,2019-12-26,35.889892578125,36.561641693115234,35.51305389404297,-0.018373056675863864,0.010611272272059935
226,226,226,226,2019-12-27,35.84892654418945,37.02859878540039,35.611358642578125,-0.03185840890301417,0.0066711271534380945
227,227,227,227,2019-12-30,35.55400466918945,36.782833099365234,35.988189697265625,-0.03340766130918249,-0.0120646532023021
228,228,228,228,2019-12-31,35.537635803222656,36.22576522827149,36.45514678955078,-0.018995580099210763,-0.02516821538601277
229,229,229,229,2020-01-02,36.00458526611328,36.29130935668945,35.88169479370117,-0.00790062677976433,0.0034248792627733504
230,230,230,230,2020-01-03,34.702022552490234,35.94723892211914,36.16022872924805,-0.03464011164603509,-0.04032624316832234
231,231,231,231,2020-01-06,34.554569244384766,35.889892578125,36.561641693115234,-0.03720611118669437,-0.05489557787303656
232,232,232,232,2020-01-07,34.76755905151367,35.84892654418945,37.02859878540039,-0.03016457107419457,-0.061061984737542874
233,233,233,233,2020-01-08,34.98054885864258,35.55400466918945,36.782833099365234,-0.01612914820376965,-0.04899797239255499
234,234,234,234,2020-01-09,34.34975814819336,35.537635803222656,36.22576522827149,-0.033425905471223705,-0.05178654110566727
235,235,235,235,2020-01-10,33.93196105957031,36.00458526611328,36.29130935668945,-0.05756556258665413,-0.0650113853410541
236,236,236,236,2020-01-13,33.89918518066406,34.702022552490234,35.94723892211914,-0.023135175208067515,-0.056973881801944626
237,237,237,237,2020-01-14,34.185916900634766,34.554569244384766,35.889892578125,-0.010668700314066526,-0.047477870650658116
238,238,238,238,2020-01-15,33.82545471191406,34.76755905151367,35.84892654418945,-0.027097224116416463,-0.056444419047837924
239,239,239,239,2020-01-16,34.30880355834961,34.98054885864258,35.55400466918945,-0.019203395092727393,-0.03502280889103093
240,240,240,240,2020-01-17,34.02207946777344,34.34975814819336,35.537635803222656,-0.009539475620359061,-0.042646515481251646
241,241,241,241,2020-01-21,33.17827606201172,33.93196105957031,36.00458526611328,-0.02221165455882257,-0.07849859075481758
242,242,242,242,2020-01-22,33.006248474121094,33.89918518066406,34.702022552490234,-0.02634094895744854,-0.048866721696238735
