,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MS,MS_6m,MS_12m,MS_6m_ret,MS_12m_ret
35,35,35,35,2019-03-27,35.35548400878906,37.56039810180664,35.76570129394531,-0.05870316089412064,-0.01146957197301468
36,36,36,36,2019-03-28,35.83407211303711,36.77415466308594,35.91954040527344,-0.025563675322018642,-0.002379437244241056
37,37,37,37,2019-03-29,36.064823150634766,36.85961151123047,36.24428939819336,-0.02156258104764741,-0.004951573076434457
38,38,38,38,2019-04-01,37.20146560668945,35.65460968017578,36.48357772827149,0.043384458289939865,0.019677014238153046
39,39,39,39,2019-04-02,37.34675598144531,35.25293731689453,37.03053665161133,0.059394161846120674,0.008539420662709407
40,40,40,40,2019-04-03,37.92788696289063,35.79133987426758,37.62877655029297,0.05969452655666396,0.00794898054147164
41,41,41,41,2019-04-04,38.39793014526367,35.35548400878906,37.56039810180664,0.08605301898054307,0.022298273867782825
42,42,42,42,2019-04-05,38.37229537963867,35.83407211303711,36.77415466308594,0.07083267730764287,0.04345825842074236
43,43,43,43,2019-04-08,38.44065475463867,36.064823150634766,36.85961151123047,0.06587670190646944,0.042893649134812195
44,44,44,44,2019-04-09,37.8253288269043,37.20146560668945,35.65460968017578,0.01676985597316527,0.06088186538010132
45,45,45,45,2019-04-10,37.98770904541016,37.34675598144531,35.25293731689453,0.017162215221137034,0.07757571245573991
46,46,46,46,2019-04-11,38.28682708740234,37.92788696289063,35.79133987426758,0.009463752221759547,0.0697232129867511
47,47,47,47,2019-04-12,39.90205001831055,38.39793014526367,35.35548400878906,0.03917189982263691,0.12859577904212105
48,48,48,48,2019-04-15,39.38073348999024,38.37229537963867,35.83407211303711,0.026280369740056653,0.09897455599702254
49,49,49,49,2019-04-16,40.18407440185547,38.44065475463867,36.064823150634766,0.045353536726801424,0.1142179800526264
50,50,50,50,2019-04-17,41.243797302246094,37.8253288269043,37.20146560668945,0.09037511586443414,0.10866054951420412
51,51,51,51,2019-04-18,40.63702774047852,37.98770904541016,37.34675598144531,0.06974147063992175,0.08810060399001962
52,52,52,52,2019-04-22,40.41482162475586,38.28682708740234,37.92788696289063,0.05558033138906171,0.06557008209549053
53,53,53,53,2019-04-23,40.466094970703125,39.90205001831055,38.39793014526367,0.01413573869346929,0.0538613622561257
54,54,54,54,2019-04-24,40.49173355102539,39.38073348999024,38.37229537963867,0.028211766581685005,0.05523355197852853
55,55,55,55,2019-04-25,40.41482162475586,40.18407440185547,38.44065475463867,0.005742255516273387,0.05135622383952665
56,56,56,56,2019-04-26,40.92758560180664,41.243797302246094,37.8253288269043,-0.007666891050844948,0.08201532864654903
57,57,57,57,2019-04-29,41.67578506469727,40.63702774047852,37.98770904541016,0.025561843027807063,0.09708603419275463
58,58,58,58,2019-04-30,41.49520111083984,40.41482162475586,38.28682708740234,0.026732259172516093,0.08379837838516435
59,59,59,59,2019-05-01,40.91038513183594,40.466094970703125,39.90205001831055,0.010979318895348644,0.025270258371754784
60,60,60,60,2019-05-02,41.11679458618164,40.49173355102539,39.38073348999024,0.01543675660042032,0.04408402135609468
61,61,61,61,2019-05-03,41.331790924072266,40.41482162475586,40.18407440185547,0.022688935951030498,0.02856147713492696
62,62,62,62,2019-05-06,41.03078842163086,40.92758560180664,41.243797302246094,0.0025215956012725194,-0.0051646282483216455
63,63,63,63,2019-05-07,40.1707878112793,41.67578506469727,40.63702774047852,-0.03611203126903606,-0.01147327831594347
64,64,64,64,2019-05-08,40.01597595214844,41.49520111083984,40.41482162475586,-0.035648101927260645,-0.009868797054472522
65,65,65,65,2019-05-09,39.94718933105469,40.91038513183594,40.466094970703125,-0.023544041388935844,-0.012823220032081584
66,66,66,66,2019-05-10,39.85258483886719,41.11679458618164,40.49173355102539,-0.03074679726467111,-0.015784671489868063
67,67,67,67,2019-05-13,37.99497604370117,41.331790924072266,40.41482162475586,-0.08073240490596989,-0.059875201319023685
68,68,68,68,2019-05-14,37.84877014160156,41.03078842163086,40.92758560180664,-0.07755196530300601,-0.0752259243963116
69,69,69,69,2019-05-15,37.75417709350586,40.1707878112793,41.67578506469727,-0.060158409865561424,-0.09409799875643687
70,70,70,70,2019-05-16,38.08097839355469,40.01597595214844,41.49520111083984,-0.048355625785752254,-0.08227994143624595
71,71,71,71,2019-05-17,37.73698043823242,39.94718933105469,40.91038513183594,-0.05532827039483512,-0.07756966069561666
72,72,72,72,2019-05-20,37.72837066650391,39.85258483886719,41.11679458618164,-0.05330179161406823,-0.08240972949813785
73,73,73,73,2019-05-21,38.17557907104492,37.99497604370117,41.331790924072266,0.004753339681962787,-0.07636281376786691
74,74,74,74,2019-05-22,37.40158081054688,37.84877014160156,41.03078842163086,-0.0118151614803238,-0.08845083779015828
75,75,75,75,2019-05-23,36.730770111083984,37.75417709350586,40.1707878112793,-0.027107119296686077,-0.08563480796932277
76,76,76,76,2019-05-24,36.94577026367188,38.08097839355469,40.01597595214844,-0.029810371943462033,-0.07672449853898211
77,77,77,77,2019-05-28,36.26636505126953,37.73698043823242,39.94718933105469,-0.038970139366873324,-0.09214225935349363
78,78,78,78,2019-05-29,36.28357696533203,37.72837066650391,39.85258483886719,-0.03829462220733004,-0.08955524184856378
79,79,79,79,2019-05-30,35.97397232055664,38.17557907104492,37.99497604370117,-0.05767055285241596,-0.053191340897807304
80,80,80,80,2019-05-31,34.993560791015625,37.40158081054688,37.84877014160156,-0.06438284070742317,-0.07543730852822683
81,81,81,81,2019-06-03,35.02796173095703,36.730770111083984,37.75417709350586,-0.046359179918558535,-0.0722096353946956
82,82,82,82,2019-06-04,36.53296661376953,36.94577026367188,38.08097839355469,-0.011173231657001126,-0.04065052540895753
83,83,83,83,2019-06-05,36.489967346191406,36.26636505126953,37.73698043823242,0.006165555732033479,-0.0330448562009914
84,84,84,84,2019-06-06,36.81678009033203,36.28357696533203,37.72837066650391,0.01469543990961708,-0.024161938617222378
85,85,85,85,2019-06-07,36.72216796875,35.97397232055664,38.17557907104492,0.020798249398936042,-0.038071749994678994
86,86,86,86,2019-06-10,37.22956848144531,34.993560791015625,37.40158081054688,0.0638976897430732,-0.004599065744650632
87,87,87,87,2019-06-11,37.55637741088867,35.02796173095703,36.730770111083984,0.07218278069822937,0.022477266262259876
88,88,88,88,2019-06-12,36.65337371826172,36.53296661376953,36.94577026367188,0.003295847987521583,-0.00791420894255035
89,89,89,89,2019-06-13,36.93717575073242,36.489967346191406,36.26636505126953,0.012255653733482808,0.01849677238164249
90,90,90,90,2019-06-14,36.82537078857422,36.81678009033203,36.28357696533203,0.00023333649007617474,0.01493220538206197
91,91,91,91,2019-06-17,36.55876541137695,36.72216796875,35.97397232055664,-0.004449698000186131,0.016256005469992063
92,92,92,92,2019-06-18,37.2725715637207,37.22956848144531,34.993560791015625,0.0011550787191321188,0.06512657532382926
93,93,93,93,2019-06-19,37.10056686401367,37.55637741088867,35.02796173095703,-0.012136701628279178,0.05917001819791623
94,94,94,94,2019-06-20,37.37575912475586,36.65337371826172,36.53296661376953,0.019708565220947882,0.023069369643490045
95,95,95,95,2019-06-21,37.47896957397461,36.93717575073242,36.489967346191406,0.014667981842966027,0.027103401282885242
96,96,96,96,2019-06-24,37.04037094116211,36.82537078857422,36.81678009033203,0.005838370340444765,0.006073069135363873
97,97,97,97,2019-06-25,36.68777084350586,36.55876541137695,36.72216796875,0.003528714131269872,-0.0009366855811294705
98,98,98,98,2019-06-26,36.9715690612793,37.2725715637207,37.22956848144531,-0.00807571063152479,-0.006929959993884904
99,99,99,99,2019-06-27,37.40158081054688,37.10056686401367,37.55637741088867,0.008113459496091435,-0.004121712769264874
100,100,100,100,2019-06-28,37.6767807006836,37.37575912475586,36.65337371826172,0.008053925404510665,0.027921221939578134
101,101,101,101,2019-07-01,37.797176361083984,37.47896957397461,36.93717575073242,0.00849027576602146,0.02328279281976542
102,102,102,102,2019-07-02,37.69397735595703,37.04037094116211,36.82537078857422,0.0176457848068845,0.023587177773979562
103,103,103,103,2019-07-03,37.831573486328125,36.68777084350586,36.55876541137695,0.031176673221745554,0.034815400920378936
104,104,104,104,2019-07-05,38.02077102661133,36.9715690612793,37.2725715637207,0.02837861610885417,0.020073727985510992
105,105,105,105,2019-07-08,37.40158081054688,37.40158081054688,37.10056686401367,0.0,0.008113459496091435
106,106,106,106,2019-07-09,37.650970458984375,37.6767807006836,37.37575912475586,-0.0006850437117829067,0.007363364401774319
107,107,107,107,2019-07-10,37.246768951416016,37.797176361083984,37.47896957397461,-0.014562130366824633,-0.006195491103358264
108,108,108,108,2019-07-11,37.99497604370117,37.69397735595703,37.04037094116211,0.007985325743200544,0.025772017889762244
109,109,109,109,2019-07-12,38.58837890625,37.831573486328125,36.68777084350586,0.020004598016399644,0.05180494805343483
110,110,110,110,2019-07-15,38.20998001098633,38.02077102661133,36.9715690612793,0.004976463634642547,0.03349630489456379
111,111,111,111,2019-07-16,38.20998001098633,37.40158081054688,37.40158081054688,0.0216140383085488,0.0216140383085488
112,112,112,112,2019-07-17,37.64237594604492,37.650970458984375,37.6767807006836,-0.00022826803226272396,-0.0009131553704654349
113,113,113,113,2019-07-18,38.20998001098633,37.246768951416016,37.797176361083984,0.025860258129415392,0.010921547312390478
114,114,114,114,2019-07-19,38.17557907104492,37.99497604370117,37.69397735595703,0.004753339681962787,0.012776622390891834
115,115,115,115,2019-07-22,38.27017211914063,38.58837890625,37.831573486328125,-0.008246181781371265,0.011593454683321847
116,116,116,116,2019-07-23,38.78617477416992,38.20998001098633,38.02077102661133,0.015079692871284411,0.0201312000491225
117,117,117,117,2019-07-24,39.13017654418945,38.20998001098633,37.40158081054688,0.024082622732033432,0.04621718377088291
118,118,118,118,2019-07-25,38.58837890625,37.64237594604492,37.650970458984375,0.02513132968973686,0.024897324978297775
119,119,119,119,2019-07-26,39.33657455444336,38.20998001098633,37.246768951416016,0.029484300780401096,0.05610703053876298
120,120,120,120,2019-07-29,38.89797592163086,38.17557907104492,37.99497604370117,0.01892300963507476,0.023766296809637932
121,121,121,121,2019-07-30,38.71596908569336,38.27017211914063,38.58837890625,0.011648679424929087,0.003306440515506992
122,122,122,122,2019-07-31,38.6206283569336,38.78617477416992,38.20998001098633,-0.004268181077412336,0.010747148934105777
123,123,123,123,2019-08-01,37.207889556884766,39.13017654418945,38.20998001098633,-0.04912543609747999,-0.026225882709528636
124,124,124,124,2019-08-02,36.505855560302734,38.58837890625,37.64237594604492,-0.05396762976249225,-0.03019257836889022
125,125,125,125,2019-08-05,35.09312438964844,39.33657455444336,38.20998001098633,-0.10787543686402634,-0.08157176791094145
126,126,126,126,2019-08-06,35.72582244873047,38.89797592163086,38.17557907104492,-0.08155060508267686,-0.06417077833332785
127,127,127,127,2019-08-07,35.15378952026367,38.71596908569336,38.27017211914063,-0.09200801761012911,-0.08143111008686366
128,128,128,128,2019-08-08,35.7691535949707,38.6206283569336,38.78617477416992,-0.07383294584462574,-0.07778599453969448
129,129,129,129,2019-08-09,35.96849060058594,37.207889556884766,39.13017654418945,-0.03331011167413811,-0.08079917400917025
130,130,130,130,2019-08-12,34.980445861816406,36.505855560302734,38.58837890625,-0.04178534306548598,-0.0934979169039214
131,131,131,131,2019-08-13,35.26646423339844,35.09312438964844,39.33657455444336,0.004939424652685931,-0.10346885480360601
132,132,132,132,2019-08-14,34.087745666503906,35.72582244873047,38.89797592163086,-0.045851338610254255,-0.12366273928541416
133,133,133,133,2019-08-15,33.888397216796875,35.15378952026367,38.71596908569336,-0.03599590032071476,-0.12469200650024304
134,134,134,134,2019-08-16,34.616432189941406,35.7691535949707,38.6206283569336,-0.03222668945656504,-0.10368024388379271
135,135,135,135,2019-08-19,34.98910903930664,35.96849060058594,37.207889556884766,-0.02722887574446453,-0.059631990526793355
136,136,136,136,2019-08-20,34.581756591796875,34.980445861816406,36.505855560302734,-0.01139748966020837,-0.05270658471015721
137,137,137,137,2019-08-21,34.616432189941406,35.26646423339844,35.09312438964844,-0.018432016296134113,-0.013583635199140076
138,138,138,138,2019-08-22,34.902435302734375,34.087745666503906,35.72582244873047,0.023899780413787264,-0.023047395120930347
139,139,139,139,2019-08-23,34.087745666503906,33.888397216796875,35.15378952026367,0.005882498615432441,-0.03032514753908011
140,140,140,140,2019-08-26,34.80710220336914,34.616432189941406,35.7691535949707,0.005508078139928596,-0.026896118440354444
141,141,141,141,2019-08-27,34.48643112182617,34.98910903930664,35.96849060058594,-0.014366696703130177,-0.04120438344820676
142,142,142,142,2019-08-28,34.997779846191406,34.581756591796875,34.980445861816406,0.012030136563196292,0.0004955335458980414
143,143,143,143,2019-08-29,35.78648376464844,34.616432189941406,35.26646423339844,0.03380046702349104,0.014745439968363083
144,144,144,144,2019-08-30,35.95982360839844,34.902435302734375,34.087745666503906,0.03029554518166311,0.05491938247280803
145,145,145,145,2019-09-03,35.5264778137207,34.087745666503906,33.888397216796875,0.04220672617346355,0.04833750579717333
146,146,146,146,2019-09-04,35.99449920654297,34.80710220336914,34.616432189941406,0.03411364141249584,0.03980962015496181
147,147,147,147,2019-09-05,36.8092041015625,34.48643112182617,34.98910903930664,0.06735324312135815,0.052018902802331235
148,148,148,148,2019-09-06,36.55785751342773,34.997779846191406,34.581756591796875,0.04457647525336084,0.057142872901361
149,149,149,149,2019-09-09,37.36389923095703,35.78648376464844,34.616432189941406,0.04407852631408393,0.07936886811269828
150,150,150,150,2019-09-10,37.77125549316406,35.95982360839844,34.902435302734375,0.05037377002991095,0.08219541603748581
151,151,151,151,2019-09-11,38.08327102661133,35.5264778137207,34.087745666503906,0.07196866591438922,0.11721295386317077
152,152,152,152,2019-09-12,38.4126205444336,35.99449920654297,34.80710220336914,0.06718030230161043,0.10358570845680637
153,153,153,153,2019-09-13,39.140655517578125,36.8092041015625,34.48643112182617,0.06333881628037319,0.1349581340936823
154,154,154,154,2019-09-16,38.78531265258789,36.55785751342773,34.997779846191406,0.06092958643273927,0.10822208788791654
155,155,155,155,2019-09-17,38.31727981567383,37.36389923095703,35.78648376464844,0.02551608917537429,0.07071932709760742
156,156,156,156,2019-09-18,38.4472885131836,37.77125549316406,35.95982360839844,0.017898081787138143,0.0691734456729709
157,157,157,157,2019-09-19,38.152610778808594,38.08327102661133,35.5264778137207,0.0018207404544849926,0.07392044263035968
158,158,158,158,2019-09-20,37.84926223754883,38.4126205444336,35.99449920654297,-0.01466596912421303,0.05152906893808673
159,159,159,159,2019-09-23,37.75392150878906,39.140655517578125,36.8092041015625,-0.0354295039378244,0.025665249501726217
160,160,160,160,2019-09-24,36.869876861572266,38.78531265258789,36.55785751342773,-0.04938559624806382,0.008534946229546758
161,161,161,161,2019-09-25,37.30323028564453,38.31727981567383,37.36389923095703,-0.026464549020896233,-0.0016237316383251876
162,162,162,162,2019-09-26,36.93921661376953,38.4472885131836,37.77125549316406,-0.039224401973027345,-0.022028361740454083
163,163,163,163,2019-09-27,37.12989044189453,38.152610778808594,38.08327102661133,-0.026806038067573645,-0.02503410445102272
164,164,164,164,2019-09-30,36.98253631591797,37.84926223754883,38.4126205444336,-0.02289941389586747,-0.03722954092292119
165,165,165,165,2019-10-01,35.864498138427734,37.75392150878906,39.140655517578125,-0.050045751404168004,-0.08370215919554702
166,166,166,166,2019-10-02,34.86777114868164,36.869876861572266,38.78531265258789,-0.05430193652144588,-0.10100579925697362
167,167,167,167,2019-10-03,34.885108947753906,37.30323028564453,38.31727981567383,-0.0648233764039785,-0.08957240400233157
168,168,168,168,2019-10-04,35.34446716308594,36.93921661376953,38.4472885131836,-0.04317225964367455,-0.0807032555503544
169,169,169,169,2019-10-07,35.25779724121094,37.12989044189453,38.152610778808594,-0.050420111085791586,-0.07587458573622818
170,170,170,170,2019-10-08,34.51242446899414,36.98253631591797,37.84926223754883,-0.06679130457206217,-0.08816123673988907
171,171,171,171,2019-10-09,35.049774169921875,35.864498138427734,37.75392150878906,-0.02271672575373107,-0.07162560154811115
172,172,172,172,2019-10-10,35.578468322753906,34.86777114868164,36.869876861572266,0.02038263848416766,-0.03502611477838524
173,173,173,173,2019-10-11,36.34118270874024,34.885108947753906,37.30323028564453,0.04173912035553751,-0.025789926758019055
174,174,174,174,2019-10-14,36.6185302734375,35.34446716308594,36.93921661376953,0.03604703119367447,-0.008681460240076988
175,175,175,175,2019-10-15,36.8612060546875,35.25779724121094,37.12989044189453,0.04547671547678034,-0.00723633665516743
176,176,176,176,2019-10-16,37.08655548095703,34.51242446899414,36.98253631591797,0.07458563261110451,0.0028126563346140276
177,177,177,177,2019-10-17,37.64991760253906,35.049774169921875,35.864498138427734,0.07418431342843035,0.049782362971316774
178,178,178,178,2019-10-18,37.84059143066406,35.578468322753906,34.86777114868164,0.06358123928745507,0.08525983118639413
179,179,179,179,2019-10-21,38.98464584350586,36.34118270874024,34.885108947753906,0.07274015146815382,0.11751538176050058
180,180,180,180,2019-10-22,39.331336975097656,36.6185302734375,35.34446716308594,0.07408289413592284,0.11280039372543271
181,181,181,181,2019-10-23,39.79068756103516,36.8612060546875,35.25779724121094,0.07947329509515955,0.12856419500098482
182,182,182,182,2019-10-24,39.66068649291992,37.08655548095703,34.51242446899414,0.06940873798011893,0.14917126522220903
183,183,183,183,2019-10-25,40.18937683105469,37.64991760253906,35.049774169921875,0.06744926390873074,0.14663725467148336
184,184,184,184,2019-10-28,40.59673690795898,37.84059143066406,35.578468322753906,0.0728356871045488,0.1410479096424644
185,185,185,185,2019-10-29,40.58806991577149,38.98464584350586,36.34118270874024,0.04112963033452144,0.11686155734303738
186,186,186,186,2019-10-30,40.395957946777344,39.331336975097656,36.6185302734375,0.02706800870648629,0.10315617926588194
187,187,187,187,2019-10-31,40.21256637573242,39.79068756103516,36.8612060546875,0.010602450989321,0.09091835780068691
188,188,188,188,2019-11-01,41.33031845092773,39.66068649291992,37.08655548095703,0.042097908676035134,0.11442860936895993
189,189,189,189,2019-11-04,42.64017868041992,40.18937683105469,37.64991760253906,0.060981334935043874,0.13254374499731503
190,190,190,190,2019-11-05,42.57031631469727,40.59673690795898,37.84059143066406,0.04861423742535753,0.12499077591584595
191,191,191,191,2019-11-06,42.4044075012207,40.58806991577149,38.98464584350586,0.044750528645941534,0.08772073168094496
192,192,192,192,2019-11-07,42.49171829223633,40.395957946777344,39.331336975097656,0.051880446757079035,0.08035275584808232
193,193,193,193,2019-11-08,42.91960906982422,40.21256637573242,39.79068756103516,0.06731832703235408,0.07863451728471849
194,194,194,194,2019-11-11,42.86720657348633,41.33031845092773,39.66068649291992,0.03718548949443434,0.08084882951127992
195,195,195,195,2019-11-12,42.79734802246094,42.64017868041992,40.18937683105469,0.0036859447334629536,0.06489205349885019
196,196,196,196,2019-11-13,42.25594711303711,42.57031631469727,40.59673690795898,-0.00738470438735328,0.04087053126560147
197,197,197,197,2019-11-14,42.448055267333984,42.4044075012207,40.58806991577149,0.0010293214475882717,0.04582591277245607
198,198,198,198,2019-11-15,42.7798957824707,42.49171829223633,40.395957946777344,0.0067819683885794735,0.05901426669555043
199,199,199,199,2019-11-18,42.814823150634766,42.91960906982422,40.21256637573242,-0.0024414462633847167,0.06471252669097893
200,200,200,200,2019-11-19,43.0767822265625,42.86720657348633,41.33031845092773,0.004888950548174842,0.04225623806185719
201,201,201,201,2019-11-20,42.87594223022461,42.79734802246094,42.64017868041992,0.0018364270543684835,0.005529140756461048
202,202,202,202,2019-11-21,42.64889907836914,42.25594711303711,42.57031631469727,0.009299329258456002,0.0018459520735283341
203,203,203,203,2019-11-22,43.00693130493164,42.448055267333984,42.4044075012207,0.013166116423424024,0.014208990037028357
204,204,204,204,2019-11-25,43.62692642211914,42.7798957824707,42.49171829223633,0.01979973593099582,0.02671598550276144
205,205,205,205,2019-11-26,43.14665603637695,42.814823150634766,42.91960906982422,0.0077504205628669,0.005290052064159223
206,206,206,206,2019-11-27,43.4697494506836,43.0767822265625,42.86720657348633,0.009122483245250113,0.014056033162887394
207,207,207,207,2019-11-29,43.20777130126953,42.87594223022461,42.79734802246094,0.007739283471909442,0.009589923155827185
208,208,208,208,2019-12-02,42.858489990234375,42.64889907836914,42.25594711303711,0.0049143334621628565,0.014259362725569158
209,209,209,209,2019-12-03,42.01144409179688,43.00693130493164,42.448055267333984,-0.023147134262532343,-0.010285775703677502
210,210,210,210,2019-12-04,42.64889907836914,43.62692642211914,42.7798957824707,-0.022417974951683406,-0.003062109004838609
211,211,211,211,2019-12-05,42.84975051879883,43.14665603637695,42.814823150634766,-0.006881310044695055,0.0008157774713017929
212,212,212,212,2019-12-06,43.48720932006836,43.4697494506836,43.0767822265625,0.000401655625012598,0.00952780296697231
213,213,213,213,2019-12-09,43.31256103515625,43.20777130126953,42.87594223022461,0.0024252520028413826,0.010183305187491776
214,214,214,214,2019-12-10,43.37369155883789,42.858489990234375,42.64889907836914,0.012020992076970272,0.016994400702745383
215,215,215,215,2019-12-11,43.18157958984375,42.01144409179688,43.00693130493164,0.027852779720927145,0.004060933426609736
216,216,216,216,2019-12-12,44.26439666748047,42.64889907836914,43.62692642211914,0.03787899861477739,0.014611853220953153
217,217,217,217,2019-12-13,43.87144088745117,42.84975051879883,43.14665603637695,0.02384355465976662,0.016798169722890055
218,218,218,218,2019-12-16,44.29059219360352,43.48720932006836,43.4697494506836,0.018474003875995404,0.018883079688581272
219,219,219,219,2019-12-17,44.44777297973633,43.31256103515625,43.20777130126953,0.0262097626519624,0.028698579934169466
220,220,220,220,2019-12-18,44.23819351196289,43.37369155883789,42.858489990234375,0.01993148201259909,0.03219207027692517
221,221,221,221,2019-12-19,44.412845611572266,43.18157958984375,42.01144409179688,0.02851368647056418,0.05716065161978756
222,222,222,222,2019-12-20,44.26439666748047,44.26439666748047,42.64889907836914,0.0,0.03787899861477739
223,223,223,223,2019-12-23,44.29059219360352,43.87144088745117,42.84975051879883,0.009554081144215187,0.03362543905996773
224,224,224,224,2019-12-24,44.26439666748047,44.29059219360352,43.48720932006836,-0.0005914467345242702,0.017871630752205103
225,225,225,225,2019-12-26,44.63115310668945,44.44777297973633,43.31256103515625,0.004125743871053578,0.030443641290639034
226,226,226,226,2019-12-27,44.61369323730469,44.23819351196289,43.37369155883789,0.008488134246265044,0.028588797353914286
227,227,227,227,2019-12-30,44.50016021728516,44.412845611572266,43.18157958984375,0.0019659763861235025,0.030535720090969942
228,228,228,228,2019-12-31,44.6398811340332,44.26439666748047,44.26439666748047,0.0084827648137491,0.0084827648137491
229,229,229,229,2020-01-02,45.44326400756836,44.29059219360352,43.87144088745117,0.026025206638156106,0.03582793471838719
230,230,230,230,2020-01-03,44.70974349975586,44.26439666748047,44.29059219360352,0.010061061842114194,0.009463664525417359
231,231,231,231,2020-01-06,44.55255889892578,44.63115310668945,44.44777297973633,-0.0017609719286391101,0.0023575066232728314
232,232,232,232,2020-01-07,44.46523666381836,44.61369323730469,44.23819351196289,-0.0033276010729861305,0.0051322880486535105
233,233,233,233,2020-01-08,45.03284454345703,44.50016021728516,44.412845611572266,0.011970391197938968,0.013959901090490279
234,234,234,234,2020-01-09,45.460723876953125,44.6398811340332,44.26439666748047,0.01838810324013429,0.02702685000904026
235,235,235,235,2020-01-10,45.59170913696289,45.44326400756836,44.29059219360352,0.003266603591014272,0.02937682426263155
236,236,236,236,2020-01-13,46.0894660949707,44.70974349975586,44.26439666748047,0.030859550675399916,0.041231092365279
237,237,237,237,2020-01-14,46.15932083129883,44.55255889892578,44.63115310668945,0.03606441407817296,0.03423993372871936
238,238,238,238,2020-01-15,46.22917938232422,44.46523666381836,44.61369323730469,0.03967015247984018,0.03621054496489684
239,239,239,239,2020-01-16,49.28551864624024,45.03284454345703,44.50016021728516,0.09443494289327758,0.1075357573004041
240,240,240,240,2020-01-17,50.21986770629883,45.460723876953125,44.6398811340332,0.10468693464334411,0.1250000320455933
241,241,241,241,2020-01-21,48.8314208984375,45.59170913696289,45.44326400756836,0.07105923034695039,0.07455795627499073
242,242,242,242,2020-01-22,48.77903747558594,46.0894660949707,44.70974349975586,0.05835544666699266,0.0910158202059983
243,243,243,243,2020-01-23,48.49086380004883,46.15932083129883,44.55255889892578,0.050510772835484774,0.08839682834060514
244,244,244,244,2020-01-24,47.63508987426758,46.22917938232422,44.46523666381836,0.030411755318350053,0.07128834676884899
