,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,DHR,DHR_6m,DHR_12m,DHR_6m_ret,DHR_12m_ret
28,28,28,28,2019-03-18,110.9943389892578,108.36833953857422,110.0843505859375,0.024232164688182234,0.008266283068181668
29,29,29,29,2019-03-19,112.5456771850586,109.48634338378906,110.7343521118164,0.02794260641754609,0.016357390806903016
30,30,30,30,2019-03-20,112.44168853759766,110.44833374023438,109.10501861572266,0.018047848526637766,0.03058218553288583
31,31,31,31,2019-03-21,114.65168762207033,111.0463409423828,108.6370086669922,0.03246704618172136,0.05536491688127265
32,32,32,32,2019-03-22,112.39835357666016,111.02901458740234,108.02167510986328,0.012333163491961452,0.04051666910687679
33,33,33,33,2019-03-25,112.1990203857422,111.53166198730467,107.8656768798828,0.005983577995219758,0.04017351609154529
34,34,34,34,2019-03-26,113.60302734375,110.9943389892578,108.36833953857422,0.023502895537264035,0.04830458626075451
35,35,35,35,2019-03-27,112.44168853759766,112.5456771850586,109.48634338378906,-0.0009239683838762058,0.026992819948777003
36,36,36,36,2019-03-28,112.69491577148438,112.44168853759766,110.44833374023438,0.0022520760509749937,0.02034056970505116
37,37,37,37,2019-03-29,114.58705139160156,114.65168762207033,111.0463409423828,-0.0005637617012828056,0.03188498080324753
38,38,38,38,2019-04-01,114.41345977783205,112.39835357666016,111.02901458740234,0.017928253724797782,0.030482529301072425
39,39,39,39,2019-04-02,114.23987579345705,112.1990203857422,111.53166198730467,0.018189600949262807,0.024282017840464354
40,40,40,40,2019-04-03,113.67568969726562,113.60302734375,110.9943389892578,0.0006396163483897155,0.024157544721873814
41,41,41,41,2019-04-04,113.2417221069336,112.44168853759766,112.5456771850586,0.007115097431753981,0.006184554922802565
42,42,42,42,2019-04-05,114.2138442993164,112.69491577148438,112.44168853759766,0.013478234731653993,0.015760664792277446
43,43,43,43,2019-04-08,114.52629089355467,114.58705139160156,114.65168762207033,-0.0005302562314762893,-0.001093718994603865
44,44,44,44,2019-04-09,114.4221420288086,114.41345977783205,112.39835357666016,7.588487397724997e-05,0.018005499082049514
45,45,45,45,2019-04-10,114.1357192993164,114.23987579345705,112.1990203857422,-0.0009117350086143006,0.01726128184467024
46,46,46,46,2019-04-11,114.0749740600586,113.67568969726562,113.60302734375,0.0035124868285938415,0.004154349820982617
47,47,47,47,2019-04-12,114.24854278564452,113.2417221069336,112.44168853759766,0.00889089868979731,0.016069255731985033
48,48,48,48,2019-04-15,113.26778411865234,114.2138442993164,112.69491577148438,-0.008283235596069694,0.005083355741882789
49,49,49,49,2019-04-16,111.25411987304688,114.52629089355467,114.58705139160156,-0.028571352437748,-0.02908645853155245
50,50,50,50,2019-04-17,108.38987731933594,114.4221420288086,114.41345977783205,-0.05271938282674249,-0.05264749855648709
51,51,51,51,2019-04-18,110.03030395507812,114.1357192993164,114.23987579345705,-0.03596959277465095,-0.03684853304628699
52,52,52,52,2019-04-22,110.11710357666016,114.0749740600586,113.67568969726562,-0.03469534414546249,-0.03130472425619313
53,53,53,53,2019-04-23,110.90692901611328,114.24854278564452,113.2417221069336,-0.02924863361978136,-0.02061778156831262
54,54,54,54,2019-04-24,112.22622680664062,113.26778411865234,114.2138442993164,-0.009195530045159606,-0.017402596899434575
55,55,55,55,2019-04-25,113.17230224609376,111.25411987304688,114.52629089355467,0.01724145025133228,-0.011822513738084517
56,56,56,56,2019-04-26,113.64099884033205,108.38987731933594,114.4221420288086,0.04844660452493521,-0.006826853392413179
57,57,57,57,2019-04-29,113.9794921875,110.03030395507812,114.1357192993164,0.03589182334744989,-0.0013687836969485945
58,58,58,58,2019-04-30,114.95159149169922,110.11710357666016,114.0749740600586,0.04390315180850579,0.007684572701976755
59,59,59,59,2019-05-01,114.18779754638672,110.90692901611328,114.24854278564452,0.02958217813241193,-0.0005316937772393837
60,60,60,60,2019-05-02,115.88030242919922,112.22622680664062,113.26778411865234,0.03255990802269748,0.023064972365047343
61,61,61,61,2019-05-03,116.80902862548828,113.17230224609376,111.25411987304688,0.032134420765660865,0.04992991503397959
62,62,62,62,2019-05-06,116.12335205078124,113.64099884033205,108.38987731933594,0.02184381724712714,0.07134868054754873
63,63,63,63,2019-05-07,113.46739196777344,113.9794921875,110.03030395507812,-0.0044929154350340506,0.031237648985306565
64,64,64,64,2019-05-08,114.32666778564452,114.95159149169922,110.11710357666016,-0.0054364076038027065,0.0382280687763803
65,65,65,65,2019-05-09,113.99684143066406,114.18779754638672,110.90692901611328,-0.0016722987904647102,0.027860409101237105
66,66,66,66,2019-05-10,114.29195404052734,115.88030242919922,112.22622680664062,-0.013706802237958615,0.0184068135645854
67,67,67,67,2019-05-13,112.36507415771484,116.80902862548828,113.17230224609376,-0.03804461453079622,-0.007132735416335301
68,68,68,68,2019-05-14,113.48474884033205,116.12335205078124,113.64099884033205,-0.022722416842525517,-0.0013749439163196486
69,69,69,69,2019-05-15,113.74515533447266,113.46739196777344,113.9794921875,0.002447957619208463,-0.0020559562823972977
70,70,70,70,2019-05-16,114.80403900146484,114.32666778564452,114.95159149169922,0.004175501876039656,-0.0012836054579116185
71,71,71,71,2019-05-17,113.78853607177734,113.99684143066406,114.18779754638672,-0.0018272906185160531,-0.00349653363308966
72,72,72,72,2019-05-20,113.1115264892578,114.29195404052734,115.88030242919922,-0.010328177177292619,-0.023893413133203478
73,73,73,73,2019-05-21,113.0160675048828,112.36507415771484,116.80902862548828,0.005793555978561571,-0.0324714721562015
74,74,74,74,2019-05-22,114.34402465820312,113.48474884033205,116.12335205078124,0.007571729476002487,-0.01532273535989559
75,75,75,75,2019-05-23,114.24854278564452,113.74515533447266,113.46739196777344,0.0044255726733295475,0.006884363906882962
76,76,76,76,2019-05-24,114.60440063476562,114.80403900146484,114.32666778564452,-0.0017389489815482495,0.0024292919097566035
77,77,77,77,2019-05-28,112.9466323852539,113.78853607177734,113.99684143066406,-0.0073988445197358255,-0.009212615299073246
78,78,78,78,2019-05-29,113.07683563232422,113.1115264892578,114.29195404052734,-0.0003066960371794769,-0.010631705603460495
79,79,79,79,2019-05-30,114.95159149169922,113.0160675048828,112.36507415771484,0.017126095691949228,0.023018872664596346
80,80,80,80,2019-05-31,114.578369140625,114.34402465820312,113.48474884033205,0.0020494685500389576,0.00963671604747196
81,81,81,81,2019-06-03,114.50025939941406,114.24854278564452,113.74515533447266,0.0022032369746878278,0.006638560233365398
82,82,82,82,2019-06-04,114.96027374267578,114.60440063476562,114.80403900146484,0.003105230741045295,0.0013608819216626156
83,83,83,83,2019-06-05,116.47919464111328,112.9466323852539,113.78853607177734,0.03127638408739819,0.023646130464660242
84,84,84,84,2019-06-06,117.10411071777344,113.07683563232422,113.1115264892578,0.035615385440605385,0.03529776630584869
85,85,85,85,2019-06-07,119.36078643798828,114.95159149169922,113.0160675048828,0.03835697173977315,0.05613997260019121
86,86,86,86,2019-06-10,119.75137329101562,114.578369140625,114.34402465820312,0.04514817403310789,0.04729017234591959
87,87,87,87,2019-06-11,119.69931030273438,114.50025939941406,114.24854278564452,0.04540645523940978,0.04770973339517082
88,88,88,88,2019-06-12,120.44573211669922,114.96027374267578,114.60440063476562,0.0477161213646895,0.05096952167264002
89,89,89,89,2019-06-13,121.0098876953125,116.47919464111328,112.9466323852539,0.03889701562720149,0.0713899577152095
90,90,90,90,2019-06-14,121.19216918945312,117.10411071777344,113.07683563232422,0.0349096069012651,0.07176831144723916
91,91,91,91,2019-06-17,120.94913482666016,119.36078643798828,114.95159149169922,0.013307120672307882,0.052174513263646416
92,92,92,92,2019-06-18,122.38996124267578,119.75137329101562,114.578369140625,0.02203388469915879,0.06817684839328986
93,93,93,93,2019-06-19,123.71791076660156,119.69931030273438,114.50025939941406,0.03357246130912239,0.08050332301024166
94,94,94,94,2019-06-20,124.68134307861328,120.44573211669922,114.96027374267578,0.03516613571504723,0.084560248679443
95,95,95,95,2019-06-21,124.7507781982422,121.0098876953125,116.47919464111328,0.030913924260047132,0.07101339928228967
96,96,96,96,2019-06-24,123.3794174194336,121.19216918945312,117.10411071777344,0.018047768635622408,0.05358741604540218
97,97,97,97,2019-06-25,123.42279052734376,120.94913482666016,119.36078643798828,0.02045203303214005,0.03403131137600046
98,98,98,98,2019-06-26,122.30313873291016,122.38996124267578,119.75137329101562,-0.0007093924116331474,0.02130886161692125
99,99,99,99,2019-06-27,123.39979553222656,123.71791076660156,119.69931030273438,-0.0025712949111720285,0.030914841699030804
100,100,100,100,2019-06-28,124.21678924560548,124.68134307861328,120.44573211669922,-0.0037259290085999153,0.03130918018126616
101,101,101,101,2019-07-01,125.15544891357422,124.7507781982422,121.0098876953125,0.0032438331942823417,0.034258037068009894
102,102,102,102,2019-07-02,125.27713012695312,123.3794174194336,121.19216918945312,0.015381112564895494,0.0337064759614476
103,103,103,103,2019-07-03,126.29401397705078,123.42279052734376,120.94913482666016,0.023263316583908455,0.04419113173525968
104,104,104,104,2019-07-05,125.54656219482422,122.30313873291016,122.38996124267578,0.02651954394234446,0.025791338767478633
105,105,105,105,2019-07-08,124.82518768310548,123.39979553222656,123.71791076660156,0.011551009016920633,0.008950013055044614
106,106,106,106,2019-07-09,123.66922760009766,124.21678924560548,124.68134307861328,-0.004408113016229787,-0.008117617708669256
107,107,107,107,2019-07-10,123.93865966796876,125.15544891357422,124.7507781982422,-0.009722223492208526,-0.006509927569212426
108,108,108,108,2019-07-11,124.03425598144533,125.27713012695312,123.3794174194336,-0.009920997904791506,0.00530751867457413
109,109,109,109,2019-07-12,121.70497131347656,126.29401397705078,123.42279052734376,-0.03633618505789282,-0.013918168650437601
110,110,110,110,2019-07-15,122.64364624023438,125.54656219482422,122.30313873291016,-0.023122225761029402,0.002784127299200634
111,111,111,111,2019-07-16,121.53114318847656,124.82518768310548,123.39979553222656,-0.026389261300303724,-0.015143074878612661
112,112,112,112,2019-07-17,121.3747100830078,123.66922760009766,124.21678924560548,-0.018553665787494955,-0.02287999214806813
113,113,113,113,2019-07-18,124.28630065917967,123.93865966796876,125.15544891357422,0.0028049439306689905,-0.006944549853316717
114,114,114,114,2019-07-19,123.07820892333984,124.03425598144533,125.27713012695312,-0.0077079275442141215,-0.01755245511598924
115,115,115,115,2019-07-22,123.0868911743164,121.70497131347656,126.29401397705078,0.011354670609801332,-0.025394099860640673
116,116,116,116,2019-07-23,123.86043548583984,122.64364624023438,125.54656219482422,0.009921339448943245,-0.013430289762676462
117,117,117,117,2019-07-24,124.01687622070312,121.53114318847656,124.82518768310548,0.020453465399988602,-0.006475547743252097
118,118,118,118,2019-07-25,124.46883392333984,121.3747100830078,123.66922760009766,0.02549232734081075,0.006465685431689128
119,119,119,119,2019-07-26,123.66053009033205,124.28630065917967,123.93865966796876,-0.005034911856968249,-0.0022440905717540094
120,120,120,120,2019-07-29,124.00819396972656,123.07820892333984,124.03425598144533,0.007556049560048184,-0.00021011946669524662
121,121,121,121,2019-07-30,124.02557373046876,123.0868911743164,121.70497131347656,0.007626178118537386,0.01906744146888628
122,122,122,122,2019-07-31,122.1134796142578,123.86043548583984,122.64364624023438,-0.014104228398113206,-0.004322821786773123
123,123,123,123,2019-08-01,121.87010955810548,124.01687622070312,121.53114318847656,-0.01731027847191713,0.0027891317462820364
124,124,124,124,2019-08-02,120.97491455078124,124.46883392333984,121.3747100830078,-0.028070636338655697,-0.003293894848054757
125,125,125,125,2019-08-05,117.94161224365234,123.66053009033205,124.28630065917967,-0.04624691356653676,-0.05104897629004068
126,126,126,126,2019-08-06,120.14054870605467,124.00819396972656,123.07820892333984,-0.03118862665330069,-0.023868239901954635
127,127,127,127,2019-08-07,120.11447143554688,124.02557373046876,123.0868911743164,-0.03153464384225679,-0.024148954534565115
128,128,128,128,2019-08-08,122.45242309570312,122.1134796142578,123.86043548583984,0.002775643463080568,-0.011367733244387668
129,129,129,129,2019-08-09,121.94831848144533,121.87010955810548,124.01687622070312,0.0006417399936984314,-0.016679647176216172
130,130,130,130,2019-08-12,120.2969741821289,120.97491455078124,124.46883392333984,-0.0056039747675766804,-0.03351730396848085
131,131,131,131,2019-08-13,122.14824676513672,117.94161224365234,123.66053009033205,0.03566709358520548,-0.012229312975535755
132,132,132,132,2019-08-14,118.5152587890625,120.14054870605467,124.00819396972656,-0.013528237838905999,-0.04429493733297185
133,133,133,133,2019-08-15,119.23664093017578,120.11447143554688,124.02557373046876,-0.007308282631390828,-0.03861246238376814
134,134,134,134,2019-08-16,121.98310089111328,122.45242309570312,122.1134796142578,-0.0038326902214343983,-0.0010676849399130495
135,135,135,135,2019-08-19,123.1651382446289,121.94831848144533,121.87010955810548,0.00997815942307323,0.010626302800736953
136,136,136,136,2019-08-20,121.73975372314452,120.2969741821289,120.97491455078124,0.011993481555331975,0.006322295619743734
137,137,137,137,2019-08-21,121.95703125,122.14824676513672,117.94161224365234,-0.0015654380656349165,0.03404582089358166
138,138,138,138,2019-08-22,121.29649353027344,118.5152587890625,120.14054870605467,0.023467313573191984,0.009621604334827838
139,139,139,139,2019-08-23,117.6808853149414,119.23664093017578,120.11447143554688,-0.013047630351692097,-0.020260557212802843
140,140,140,140,2019-08-26,118.55001068115234,121.98310089111328,122.45242309570312,-0.028143982116223154,-0.03186880517260848
141,141,141,141,2019-08-27,120.15792083740234,123.1651382446289,121.94831848144533,-0.0244161412075361,-0.014681609933927864
142,142,142,142,2019-08-28,121.23563385009766,121.73975372314452,120.2969741821289,-0.004140963470267156,0.007802853516062802
143,143,143,143,2019-08-29,123.13904571533205,121.95703125,122.14824676513672,0.00969205672864426,0.00811144634847194
144,144,144,144,2019-08-30,123.49537658691406,121.29649353027344,118.5152587890625,0.01812816671482609,0.04202089966082223
145,145,145,145,2019-09-03,121.56592559814452,117.6808853149414,119.23664093017578,0.03301335023785579,0.019534973895589225
146,146,146,146,2019-09-04,121.90489196777344,118.55001068115234,121.98310089111328,0.028299291306217222,-0.0006411455584298675
147,147,147,147,2019-09-05,124.24285125732422,120.15792083740234,123.1651382446289,0.03399634740226243,0.008750146576012252
148,148,148,148,2019-09-06,125.44225311279295,121.23563385009766,121.73975372314452,0.034697878248375336,0.030413232131785817
149,149,149,149,2019-09-09,121.12266540527344,123.13904571533205,121.95703125,-0.016374824884707984,-0.0068414738877679016
150,150,150,150,2019-09-10,118.71514129638672,123.49537658691406,121.29649353027344,-0.03870780771426763,-0.021281342590851238
151,151,151,151,2019-09-11,121.2443389892578,121.56592559814452,117.6808853149414,-0.0026453679952207487,0.03028064978250078
152,152,152,152,2019-09-12,123.1912078857422,121.90489196777344,118.55001068115234,0.010551799006629059,0.03914969874673946
153,153,153,153,2019-09-13,122.5654296875,124.24285125732422,120.15792083740234,-0.013501151598252048,0.02003620596394562
154,154,154,154,2019-09-16,122.24383544921876,125.44225311279295,121.23563385009766,-0.025497131821271557,0.008316050051486501
155,155,155,155,2019-09-17,123.70399475097656,121.12266540527344,123.13904571533205,0.02131169535500277,0.004587895190860447
156,156,156,156,2019-09-18,125.11199188232422,118.71514129638672,123.49537658691406,0.053884032955551886,0.013090492454771452
157,157,157,157,2019-09-19,126.67642974853516,121.2443389892578,121.56592559814452,0.04480284031866133,0.04203895232356647
158,158,158,158,2019-09-20,127.3022003173828,123.1912078857422,121.90489196777344,0.033370826556498034,0.044274747817636184
159,159,159,159,2019-09-23,125.67692565917967,122.5654296875,124.24285125732422,0.02538640773024592,0.01154251039269294
160,160,160,160,2019-09-24,125.63346862792967,122.24383544921876,125.44225311279295,0.027728458995537553,0.0015243310000561117
161,161,161,161,2019-09-25,125.11199188232422,123.70399475097656,121.12266540527344,0.011381985959160401,0.03293625073145967
162,162,162,162,2019-09-26,124.24321746826172,125.11199188232422,118.71514129638672,-0.006943973962780792,0.046565889670918015
163,163,163,163,2019-09-27,123.19886016845705,126.67642974853516,121.2443389892578,-0.02745238073871692,0.016120514949340636
164,164,164,164,2019-09-30,125.69660949707033,127.3022003173828,123.1912078857422,-0.012612435734099647,0.020337503417060754
165,165,165,165,2019-10-01,123.51216888427734,125.67692565917967,122.5654296875,-0.01722477506151676,0.007724357505955792
166,166,166,166,2019-10-02,119.32606506347656,125.63346862792967,122.24383544921876,-0.05020480317337117,-0.023868446004005395
167,167,167,167,2019-10-03,120.8055419921875,125.11199188232422,123.70399475097656,-0.03442076035514807,-0.023430551007053713
168,168,168,168,2019-10-04,123.2771987915039,124.24321746826172,125.11199188232422,-0.007775222635429402,-0.014665205654674995
169,169,169,169,2019-10-07,121.56271362304688,123.19886016845705,126.67642974853516,-0.013280533141077577,-0.04036833162759246
170,170,170,170,2019-10-08,118.0293426513672,125.69660949707033,127.3022003173828,-0.06099819936576589,-0.07284129923046911
171,171,171,171,2019-10-09,119.40438079833984,123.51216888427734,125.67692565917967,-0.033258164948801294,-0.049910075600116066
172,172,172,172,2019-10-10,120.76203918457033,119.32606506347656,125.63346862792967,0.012034035651220742,-0.038774933913401255
173,173,173,173,2019-10-11,120.72721862792967,120.8055419921875,125.11199188232422,-0.0006483424763981116,-0.03504678639053804
174,174,174,174,2019-10-14,120.796875,123.2771987915039,124.24321746826172,-0.02011989091104205,-0.02773867691523757
175,175,175,175,2019-10-15,119.74380493164062,121.56271362304688,123.19886016845705,-0.014962718725138768,-0.028044538984306477
176,176,176,176,2019-10-16,119.56975555419922,118.0293426513672,125.69660949707033,0.013051101262014697,-0.04874319178047448
177,177,177,177,2019-10-17,119.90045166015624,119.40438079833984,123.51216888427734,0.004154544904463764,-0.029241792584057458
178,178,178,178,2019-10-18,120.1093292236328,120.76203918457033,119.32606506347656,-0.005404926625493078,0.006564065946024211
179,179,179,179,2019-10-21,120.30078887939452,120.72721862792967,120.8055419921875,-0.003532175704713092,-0.004178228121567651
180,180,180,180,2019-10-22,119.29996490478516,120.796875,123.2771987915039,-0.012391960431218485,-0.03226252645021044
181,181,181,181,2019-10-23,120.49226379394533,119.74380493164062,121.56271362304688,0.00625050175023234,-0.008805741474486206
182,182,182,182,2019-10-24,118.7429656982422,119.56975555419922,118.0293426513672,-0.006914707252890895,0.0060461494645689395
183,183,183,183,2019-10-25,118.24688720703124,119.90045166015624,119.40438079833984,-0.013791144488861762,-0.009693895513460893
184,184,184,184,2019-10-28,118.54279327392578,120.1093292236328,120.76203918457033,-0.013042583451534084,-0.018377015870464808
185,185,185,185,2019-10-29,119.46529388427734,120.30078887939452,120.72721862792967,-0.006945050010892184,-0.010452694578688693
186,186,186,186,2019-10-30,120.31820678710938,119.29996490478516,120.796875,0.00853513983123877,-0.00396258771504332
187,187,187,187,2019-10-31,119.94396209716795,120.49226379394533,119.74380493164062,-0.004550513697003988,0.001671545059400703
188,188,188,188,2019-11-01,118.85609436035156,118.7429656982422,119.56975555419922,0.000952718853231671,-0.005968576171623607
189,189,189,189,2019-11-04,117.68121337890624,118.24688720703124,119.90045166015624,-0.004783836948998088,-0.01850900685128498
190,190,190,190,2019-11-05,116.158203125,118.54279327392578,120.1093292236328,-0.02011585928649018,-0.03289607996458088
191,191,191,191,2019-11-06,117.3678970336914,119.46529388427734,120.30078887939452,-0.017556536985692484,-0.024379655969200886
192,192,192,192,2019-11-07,117.05459594726562,120.31820678710938,119.29996490478516,-0.027124829458424093,-0.01882120383951147
193,193,193,193,2019-11-08,117.68991088867188,119.94396209716795,120.49226379394533,-0.018792535856619885,-0.023257533861806845
194,194,194,194,2019-11-11,117.0719985961914,118.85609436035156,118.7429656982422,-0.015010553508102653,-0.014072135492195548
195,195,195,195,2019-11-12,117.95970916748048,117.68121337890624,118.24688720703124,0.0023665271675739064,-0.002428630861529113
196,196,196,196,2019-11-13,119.2738265991211,116.158203125,118.54279327392578,0.02682224234106223,0.00616683060189116
197,197,197,197,2019-11-14,118.49058532714844,117.3678970336914,119.46529388427734,0.009565548346961883,-0.008158926542072398
198,198,198,198,2019-11-15,124.44339752197266,117.05459594726562,120.31820678710938,0.06312269513993085,0.03428567334088006
199,199,199,199,2019-11-18,122.04136657714844,117.68991088867188,119.94396209716795,0.03697390588215166,0.017486536573482203
200,200,200,200,2019-11-19,124.9742660522461,117.0719985961914,118.85609436035156,0.06749921032194428,0.05147545630554928
201,201,201,201,2019-11-20,124.41726684570312,117.95970916748048,117.68121337890624,0.0547437572014875,0.057239836957733825
202,202,202,202,2019-11-21,124.6087417602539,119.2738265991211,116.158203125,0.04472829717338955,0.07275025274073954
203,203,203,203,2019-11-22,124.7305908203125,118.49058532714844,117.3678970336914,0.05266245816860149,0.06273175180524504
204,204,204,204,2019-11-25,126.14044189453124,124.44339752197266,117.05459594726562,0.013637078433662575,0.07762058271816064
205,205,205,205,2019-11-26,127.04558563232422,122.04136657714844,117.68991088867188,0.04100428564123271,0.07949428012144799
206,206,206,206,2019-11-27,127.57644653320312,124.9742660522461,117.0719985961914,0.020821730450244713,0.08972639113511693
207,207,207,207,2019-11-29,127.04558563232422,124.41726684570312,117.95970916748048,0.021125032346841488,0.0770252531899982
208,208,208,208,2019-12-02,126.7931900024414,124.6087417602539,119.2738265991211,0.01753045742481185,0.06304286210748367
209,209,209,209,2019-12-03,127.66344451904295,124.7305908203125,118.49058532714844,0.023513507628257324,0.07741424490872895
210,210,210,210,2019-12-04,128.2030792236328,126.14044189453124,124.44339752197266,0.01635191139433445,0.030211982126221892
211,211,211,211,2019-12-05,128.0986328125,127.04558563232422,122.04136657714844,0.008288734905149253,0.04963289420003725
212,212,212,212,2019-12-06,128.99501037597656,127.57644653320312,124.9742660522461,0.011119323992177854,0.03217257800937667
213,213,213,213,2019-12-09,128.39451599121094,127.04558563232422,124.41726684570312,0.010617687754933769,0.03196701909904687
214,214,214,214,2019-12-10,129.5345916748047,126.7931900024414,124.6087417602539,0.021621048199122583,0.03953053248886884
215,215,215,215,2019-12-11,130.25694274902344,127.66344451904295,124.7305908203125,0.020315120273866727,0.04430630763765264
216,216,216,216,2019-12-12,131.67552185058594,128.2030792236328,126.14044189453124,0.02708548537196931,0.043880296223178794
217,217,217,217,2019-12-13,129.25613403320312,128.0986328125,127.04558563232422,0.009036015414757514,0.017399647456278755
218,218,218,218,2019-12-16,131.79736328125,128.99501037597656,127.57644653320312,0.0217245062200897,0.03308539203549876
219,219,219,219,2019-12-17,131.21426391601562,128.39451599121094,127.04558563232422,0.02196159160721245,0.03281246068443311
220,220,220,220,2019-12-18,130.5528564453125,129.5345916748047,126.7931900024414,0.007860948626480901,0.029651958774747245
221,221,221,221,2019-12-19,130.92709350585938,130.25694274902344,127.66344451904295,0.005144837140291125,0.02556447539945239
222,222,222,222,2019-12-20,133.02450561523438,131.67552185058594,128.2030792236328,0.01024475730712604,0.03760772690327685
223,223,223,223,2019-12-23,133.3638916015625,129.25613403320312,128.0986328125,0.03177998165490692,0.041103161473778904
224,224,224,224,2019-12-24,133.45095825195312,131.79736328125,128.99501037597656,0.01254649508559913,0.03454356771621625
225,225,225,225,2019-12-26,133.1649169921875,131.21426391601562,128.39451599121094,0.014866166359934763,0.03715424264150902
226,226,226,226,2019-12-27,133.21719360351562,130.5528564453125,129.5345916748047,0.020408110789358336,0.028429486526317715
227,227,227,227,2019-12-30,133.1823272705078,130.92709350585938,130.25694274902344,0.017225111352124456,0.022458568885045604
228,228,228,228,2019-12-31,133.74002075195312,133.02450561523438,131.67552185058594,0.005378821995312144,0.015678684028378465
229,229,229,229,2020-01-02,135.16036987304688,133.3638916015625,129.25613403320312,0.013470499772543665,0.04567857366310424
230,230,230,230,2020-01-03,134.3238525390625,133.45095825195312,131.79736328125,0.006540936824607657,0.019169497741931885
231,231,231,231,2020-01-06,134.72470092773438,133.1649169921875,131.21426391601562,0.011713174691787565,0.026753471055293465
232,232,232,232,2020-01-07,136.04916381835938,133.21719360351562,130.5528564453125,0.021258293604895506,0.04210024600533524
233,233,233,233,2020-01-08,136.1885986328125,133.1823272705078,130.92709350585938,0.022572599712862962,0.04018652660854838
234,234,234,234,2020-01-09,137.39112854003906,133.74002075195312,133.02450561523438,0.027300039042596147,0.032825703088383396
235,235,235,235,2020-01-10,137.78326416015625,135.16036987304688,133.3638916015625,0.019405793943690686,0.0331376994591388
236,236,236,236,2020-01-13,139.04673767089844,134.3238525390625,133.45095825195312,0.03516043534012314,0.04193135435101625
237,237,237,237,2020-01-14,140.63267517089844,134.72470092773438,133.1649169921875,0.043852197870775544,0.056079021016842256
238,238,238,238,2020-01-15,140.11854553222656,136.04916381835938,133.21719360351562,0.029911111539797863,0.051805264335855306
239,239,239,239,2020-01-16,140.73727416992188,136.1885986328125,133.1823272705078,0.03339982629069693,0.056726346912898906
240,240,240,240,2020-01-17,142.08790588378906,137.39112854003906,133.74002075195312,0.034185448461333756,0.06241875158161303
241,241,241,241,2020-01-21,142.654296875,137.78326416015625,135.16036987304688,0.0353528619352621,0.05544470623298836
242,242,242,242,2020-01-22,142.70655822753906,139.04673767089844,134.3238525390625,0.02632079412968924,0.0624066800499099
243,243,243,243,2020-01-23,141.5824737548828,140.63267517089844,134.72470092773438,0.006753754650760779,0.05090211950685197
