,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,QRVO,QRVO_6m,QRVO_12m,QRVO_6m_ret,QRVO_12m_ret
247,247,247,247,2020-01-29,112.56999969482422,114.87000274658205,113.41999816894533,-0.020022660370540124,-0.007494255755982171
248,248,248,248,2020-01-30,111.79000091552734,116.33000183105467,115.73999786376952,-0.03902691347087528,-0.034128192683150704
249,249,249,249,2020-01-31,105.86000061035156,118.68000030517578,115.91000366210938,-0.10802156776085825,-0.08670522590142171
250,250,250,250,2020-02-03,107.55999755859376,113.38999938964844,112.5,-0.05141548516126815,-0.04391113281249992
251,251,251,251,2020-02-04,107.88999938964844,109.9800033569336,113.8000030517578,-0.019003490666409384,-0.051933246956253676
252,252,252,252,2020-02-05,111.31999969482422,113.55999755859376,114.73999786376952,-0.019725236984209804,-0.029806503683273977
253,253,253,253,2020-02-06,109.7699966430664,112.56999969482422,114.87000274658205,-0.024873439276437592,-0.044398067220098425
254,254,254,254,2020-02-07,105.1500015258789,111.79000091552734,116.33000183105467,-0.059397077871623516,-0.09610590672398
255,255,255,255,2020-02-10,105.3499984741211,105.86000061035156,118.68000030517578,-0.0048177038852255105,-0.11231885571939415
256,256,256,256,2020-02-11,108.58999633789062,107.55999755859376,113.38999938964844,0.009576039444736617,-0.04233180243050616
257,257,257,257,2020-02-12,111.7300033569336,107.88999938964844,109.9800033569336,0.03559184344247557,0.01591198351140677
258,258,258,258,2020-02-13,109.16999816894533,111.31999969482422,113.55999755859376,-0.01931370402239463,-0.03865797361771972
259,259,259,259,2020-02-14,106.0199966430664,109.7699966430664,112.56999969482422,-0.03416234048174094,-0.05818604485666501
260,260,260,260,2020-02-18,103.2300033569336,105.1500015258789,111.79000091552734,-0.018259611422571154,-0.07657212173262262
261,261,261,261,2020-02-19,104.23999786376952,105.3499984741211,105.86000061035156,-0.010536313492441551,-0.015303256539218602
262,262,262,262,2020-02-20,101.55999755859376,108.58999633789062,107.55999755859376,-0.06473891717817348,-0.05578282015794467
263,263,263,263,2020-02-21,98.19000244140624,111.7300033569336,107.88999938964844,-0.12118500410558797,-0.08990635835681426
264,264,264,264,2020-02-24,96.33999633789062,109.16999816894533,111.31999969482422,-0.11752314780842732,-0.13456704453826984
265,265,265,265,2020-02-25,96.5999984741211,106.0199966430664,109.7699966430664,-0.088851145700931,-0.11997812309104405
266,266,266,266,2020-02-26,96.12999725341795,103.2300033569336,105.1500015258789,-0.06877851276402924,-0.08578225526930683
267,267,267,267,2020-02-27,94.8000030517578,104.23999786376952,105.3499984741211,-0.090560197673342,-0.10014234053315973
268,268,268,268,2020-02-28,100.58000183105467,101.55999755859376,108.58999633789062,-0.009649426458224308,-0.07376365021610187
269,269,269,269,2020-03-02,100.44000244140624,98.19000244140624,111.7300033569336,0.022914756533819913,-0.1010471724363976
270,270,270,270,2020-03-03,98.3000030517578,96.33999633789062,109.16999816894533,0.020344683292211174,-0.09956943573788224
271,271,271,271,2020-03-04,102.37999725341795,96.5999984741211,106.0199966430664,0.05983435683847671,-0.03433314001983134
272,272,272,272,2020-03-05,97.3000030517578,96.12999725341795,103.2300033569336,0.012171079078005853,-0.05744454240374197
273,273,273,273,2020-03-06,94.36000061035156,94.8000030517578,104.23999786376952,-0.00464137581478774,-0.0947812495768664
274,274,274,274,2020-03-09,89.94999694824219,100.58000183105467,101.55999755859376,-0.10568706193372135,-0.11431666886023051
275,275,275,275,2020-03-10,96.0,100.44000244140624,98.19000244140624,-0.044205519051001674,-0.022303721223686623
276,276,276,276,2020-03-11,89.2699966430664,98.3000030517578,96.33999633789062,-0.09186171035963075,-0.07338592447136705
277,277,277,277,2020-03-12,76.81999969482422,102.37999725341795,96.5999984741211,-0.24965811920590197,-0.2047618953596142
278,278,278,278,2020-03-13,83.80000305175781,97.3000030517578,96.12999725341795,-0.13874614158869847,-0.12826375277173685
279,279,279,279,2020-03-16,70.69999694824219,94.36000061035156,94.8000030517578,-0.2507418769507066,-0.25421946548206087
280,280,280,280,2020-03-17,79.87999725341797,89.94999694824219,100.58000183105467,-0.11195108434098733,-0.2058063650904156
281,281,281,281,2020-03-18,73.0199966430664,96.0,100.44000244140624,-0.23937503496805823,-0.2729988563504452
282,282,282,282,2020-03-19,73.8499984741211,89.2699966430664,98.3000030517578,-0.17273438723874968,-0.2487284213487061
283,283,283,283,2020-03-20,70.8499984741211,76.81999969482422,102.37999725341795,-0.07771415314266605,-0.3079703030392905
284,284,284,284,2020-03-23,69.36000061035156,83.80000305175781,97.3000030517578,-0.1723150586580241,-0.2871531507202916
285,285,285,285,2020-03-24,78.79000091552734,70.69999694824219,94.36000061035156,0.11442721805501144,-0.1650063543250565
286,286,286,286,2020-03-25,77.73999786376953,79.87999725341797,89.94999694824219,-0.02679017855821053,-0.13574207335991761
287,287,287,287,2020-03-26,83.48999786376953,73.0199966430664,96.0,0.1433853971793808,-0.13031252225240075
288,288,288,288,2020-03-27,80.69000244140625,73.8499984741211,89.2699966430664,0.09262023166706035,-0.09611285453460994
289,289,289,289,2020-03-30,81.4800033569336,70.8499984741211,76.81999969482422,0.15003535796398437,0.06066133403569052
290,290,290,290,2020-03-31,80.62999725341797,69.36000061035156,83.80000305175781,0.16248553263975074,-0.03782823010617242
291,291,291,291,2020-04-01,74.58000183105469,78.79000091552734,70.69999694824219,-0.053433164558359336,0.0548798451243635
292,292,292,292,2020-04-02,76.66000366210938,77.73999786376953,79.87999725341797,-0.013892387848437049,-0.040310386855588076
293,293,293,293,2020-04-03,73.44000244140625,83.48999786376953,73.0199966430664,-0.12037364570019315,0.0057519284805351845
294,294,294,294,2020-04-06,82.61000061035156,80.69000244140625,73.8499984741211,0.023794746695410485,0.1186188533138588
295,295,295,295,2020-04-07,81.8499984741211,81.4800033569336,70.8499984741211,0.0045409315407940465,0.15525758979399118
296,296,296,296,2020-04-08,87.0199966430664,80.62999725341797,69.36000061035156,0.07925089429886545,0.25461355071094394
297,297,297,297,2020-04-09,83.11000061035156,74.58000183105469,78.79000091552734,0.11437380758745208,0.054829288547106225
298,298,298,298,2020-04-13,84.7300033569336,76.66000366210938,77.73999786376953,0.10527001447057027,0.08991517475229749
299,299,299,299,2020-04-14,89.83000183105469,73.44000244140625,83.48999786376953,0.22317536553358797,0.0759372874536437
300,300,300,300,2020-04-15,84.55999755859375,82.61000061035156,80.69000244140625,0.02360485333294915,0.04796127153419949
301,301,301,301,2020-04-16,86.81999969482422,81.8499984741211,81.4800033569336,0.0607208468339131,0.06553750758327892
302,302,302,302,2020-04-17,86.2699966430664,87.0199966430664,80.62999725341797,-0.008618708675389941,0.06994914525324947
303,303,303,303,2020-04-20,84.7699966430664,83.11000061035156,74.58000183105469,0.01997348117583919,0.1366317318561483
304,304,304,304,2020-04-21,81.18000030517578,84.7300033569336,76.66000366210938,-0.041897827346979666,0.058961602232488586
305,305,305,305,2020-04-22,86.58000183105469,89.83000183105469,73.44000244140625,-0.03617944933489314,0.17892155436857626
306,306,306,306,2020-04-23,85.94999694824219,84.55999755859375,82.61000061035156,0.01643802542313555,0.04043089593528104
307,307,307,307,2020-04-24,89.88999938964844,86.81999969482422,81.8499984741211,0.03536051261938944,0.09822847972403315
308,308,308,308,2020-04-27,91.27999877929688,86.2699966430664,87.0199966430664,0.05807351722707099,0.04895428982494554
309,309,309,309,2020-04-28,93.13999938964844,84.7699966430664,83.11000061035156,0.09873779731082055,0.12068341602259136
310,310,310,310,2020-04-29,99.38999938964844,81.18000030517578,84.7300033569336,0.22431632195142592,0.1730201280762158
311,311,311,311,2020-04-30,98.02999877929688,86.58000183105469,89.83000183105469,0.1322475942029293,0.09128349973390959
312,312,312,312,2020-05-01,93.1500015258789,85.94999694824219,84.55999755859375,0.08376968974149523,0.1015847234542897
313,313,313,313,2020-05-04,94.13999938964844,89.88999938964844,86.81999969482422,0.04728000922079678,0.08431236720288315
314,314,314,314,2020-05-05,97.70999908447266,91.27999877929688,86.2699966430664,0.07044259850093426,0.1326069651855688
315,315,315,315,2020-05-06,98.3000030517578,93.13999938964844,84.7699966430664,0.05540051208850283,0.15960843393283364
316,316,316,316,2020-05-07,100.81999969482422,99.38999938964844,81.18000030517578,0.01438776852759216,0.2419315017962158
317,317,317,317,2020-05-08,103.0,98.02999877929688,86.58000183105469,0.05069877876763518,0.1896511644916108
318,318,318,318,2020-05-11,101.9000015258789,93.1500015258789,85.94999694824219,0.09393451268563946,0.18557306741082935
319,319,319,319,2020-05-12,100.66999816894533,94.13999938964844,89.88999938964844,0.06936476334856367,0.11992433922007906
320,320,320,320,2020-05-13,97.33000183105467,97.70999908447266,91.27999877929688,-0.0038890313885835415,0.06627961363568713
321,321,321,321,2020-05-14,98.80999755859376,98.3000030517578,93.13999938964844,0.005188143346927854,0.06087608123363908
322,322,322,322,2020-05-15,94.70999908447266,100.81999969482422,99.38999938964844,-0.06060306118673031,-0.04708723547555638
323,323,323,323,2020-05-18,99.04000091552734,103.0,98.02999877929688,-0.03844659305313258,0.010302990398932677
324,324,324,324,2020-05-19,98.33000183105467,101.9000015258789,93.1500015258789,-0.035034343879941754,0.05560923478607416
325,325,325,325,2020-05-20,103.33000183105467,100.66999816894533,94.13999938964844,0.02642300298491418,0.09762059168248483
326,326,326,326,2020-05-21,98.97000122070312,97.33000183105467,97.70999908447266,0.01684988553164901,0.012895324409338826
327,327,327,327,2020-05-22,101.54000091552734,98.80999755859376,98.3000030517578,0.027628817168168673,0.03296030277907103
328,328,328,328,2020-05-26,103.20999908447266,94.70999908447266,100.81999969482422,0.08974765159081866,0.02370560798336463
329,329,329,329,2020-05-27,105.68000030517578,99.04000091552734,103.0,0.06704361195747355,0.026019420438599727
330,330,330,330,2020-05-28,100.7699966430664,98.33000183105467,101.9000015258789,0.024814347265079917,-0.011089350990102997
331,331,331,331,2020-05-29,104.73999786376952,103.33000183105467,100.66999816894533,0.013645562834888825,0.04042912256732012
332,332,332,332,2020-06-01,104.58000183105467,98.97000122070312,97.33000183105467,0.056683849056859525,0.07448885095660995
333,333,333,333,2020-06-02,109.68000030517578,101.54000091552734,98.80999755859376,0.08016544530485303,0.11000913890455433
334,334,334,334,2020-06-03,112.98999786376952,103.20999908447266,94.70999908447266,0.09475824887172402,0.193010230767638
335,335,335,335,2020-06-04,113.4000015258789,105.68000030517578,99.04000091552734,0.07305073049214439,0.1449919272779432
336,336,336,336,2020-06-05,115.66999816894533,100.7699966430664,98.33000183105467,0.14786148677423938,0.1763449203192664
337,337,337,337,2020-06-08,117.55999755859376,104.73999786376952,103.33000183105467,0.12239831923138511,0.13771407602223062
338,338,338,338,2020-06-09,115.52999877929688,104.58000183105467,98.97000122070312,0.10470450140105703,0.16732340461090778
339,339,339,339,2020-06-10,114.87000274658205,109.68000030517578,101.54000091552734,0.0473194969635804,0.13127833081412055
340,340,340,340,2020-06-11,107.38999938964844,112.98999786376952,103.20999908447266,-0.04956189556595014,0.040499954871181076
341,341,341,341,2020-06-12,108.9000015258789,113.4000015258789,105.68000030517578,-0.03968253914858244,0.030469352870974742
342,342,342,342,2020-06-15,109.72000122070312,115.66999816894533,100.7699966430664,-0.05143941421656939,0.08881616429281225
343,343,343,343,2020-06-16,112.58000183105467,117.55999755859376,104.73999786376952,-0.042361311933993395,0.0748520539162345
344,344,344,344,2020-06-17,112.63999938964844,115.52999877929688,104.58000183105467,-0.025015142561970904,0.07707016080965845
345,345,345,345,2020-06-18,111.25,114.87000274658205,109.68000030517578,-0.031513908418442704,0.014314366251420685
346,346,346,346,2020-06-19,111.8000030517578,107.38999938964844,112.98999786376952,0.04106531043089334,-0.010531859762016094
347,347,347,347,2020-06-22,112.25,108.9000015258789,113.4000015258789,0.030762152683028177,-0.010141106793693178
348,348,348,348,2020-06-23,111.91999816894533,109.72000122070312,115.66999816894533,0.020051010971252836,-0.03241981550412776
349,349,349,349,2020-06-24,108.5199966430664,112.58000183105467,117.55999755859376,-0.03606328941156878,-0.07689691309343283
350,350,350,350,2020-06-25,108.97000122070312,112.63999938964844,115.52999877929688,-0.032581660057098505,-0.0567817677478355
351,351,351,351,2020-06-26,107.37000274658205,111.25,114.87000274658205,-0.03487637980600411,-0.06529119718527354
352,352,352,352,2020-06-29,107.43000030517578,111.8000030517578,107.38999938964844,-0.039087680029480154,0.00037248268697909204
353,353,353,353,2020-06-30,110.52999877929688,112.25,108.9000015258789,-0.015322950741230468,0.014967834991541418
354,354,354,354,2020-07-01,108.26000213623048,111.91999816894533,109.72000122070312,-0.03270189503747145,-0.013306590122395656
355,355,355,355,2020-07-02,110.3000030517578,108.5199966430664,112.58000183105467,0.01640256601321144,-0.02025225388358398
356,356,356,356,2020-07-06,113.62999725341795,108.97000122070312,112.63999938964844,0.04276402661753376,0.008789043582509981
357,357,357,357,2020-07-07,113.0199966430664,107.37000274658205,111.25,0.052621716978248134,0.01591008218486656
358,358,358,358,2020-07-08,113.02999877929688,107.43000030517578,111.8000030517578,0.05212695204517548,0.011001750393241583
359,359,359,359,2020-07-09,113.11000061035156,110.52999877929688,112.25,0.02334209589747993,0.007661475370615234
360,360,360,360,2020-07-10,112.01000213623048,108.26000213623048,111.91999816894533,0.034638831756913735,0.0008041812791070857
361,361,361,361,2020-07-13,110.88999938964844,110.3000030517578,108.5199966430664,0.005349014701421018,0.021839318281378306
362,362,362,362,2020-07-14,112.62000274658205,113.62999725341795,108.97000122070312,-0.00888844962816826,0.03349547109287787
363,363,363,363,2020-07-15,112.83999633789062,113.0199966430664,107.37000274658205,-0.0015926412185646166,0.05094526824423218
364,364,364,364,2020-07-16,111.68000030517578,113.02999877929688,107.43000030517578,-0.01194371838185282,0.039560644027990755
365,365,365,365,2020-07-17,113.9800033569336,113.11000061035156,110.52999877929688,0.007691651860024962,0.03121328703283166
366,366,366,366,2020-07-20,116.38999938964844,112.01000213623048,108.26000213623048,0.039103626193050633,0.07509696187875048
367,367,367,367,2020-07-21,116.73999786376952,110.88999938964844,110.3000030517578,0.05275496894508214,0.05838617075096342
368,368,368,368,2020-07-22,118.43000030517578,112.62000274658205,113.62999725341795,0.05158939279789765,0.042242393450497406
369,369,369,369,2020-07-23,118.1500015258789,112.83999633789062,113.0199966430664,0.047057828432463644,0.04539024097668132
370,370,370,370,2020-07-24,111.91999816894533,111.68000030517578,113.02999877929688,0.0021489780006602732,-0.009820407169241374
371,371,371,371,2020-07-27,115.1500015258789,113.9800033569336,113.11000061035156,0.010264942397671284,0.018035548620982444
372,372,372,372,2020-07-28,113.38999938964844,116.38999938964844,112.01000213623048,-0.025775410393780063,0.01232030378625959
373,373,373,373,2020-07-29,115.27999877929688,116.73999786376952,110.88999938964844,-0.012506416919558228,0.03958877638931835
374,374,374,374,2020-07-30,128.6699981689453,118.43000030517578,112.62000274658205,0.08646455997114444,0.14251460691649087
375,375,375,375,2020-07-31,128.14999389648438,118.1500015258789,112.83999633789062,0.08463810614860745,0.13567882005906085
376,376,376,376,2020-08-03,133.3249969482422,111.91999816894533,111.68000030517578,0.19125267270810364,0.19381264849498092
377,377,377,377,2020-08-04,131.25,115.1500015258789,113.9800033569336,0.1398176140753482,0.15151777622768292
378,378,378,378,2020-08-05,133.6199951171875,113.38999938964844,116.38999938964844,0.17841075788369642,0.14803673698679876
379,379,379,379,2020-08-06,135.22999572753906,115.27999877929688,116.73999786376952,0.17305688028706845,0.1583861418718422
380,380,380,380,2020-08-07,130.97000122070312,128.6699981689453,118.43000030517578,0.01787520855279623,0.10588534056585064
381,381,381,381,2020-08-10,129.47000122070312,128.14999389648438,118.1500015258789,0.01030048682862228,0.09581040667481289
382,382,382,382,2020-08-11,127.62000274658205,133.3249969482422,111.91999816894533,-0.04279013187508163,0.1402788137463804
383,383,383,383,2020-08-12,131.42999267578125,131.25,115.1500015258789,0.0013713727678570375,0.14138072891161513
384,384,384,384,2020-08-13,132.0,133.6199951171875,113.38999938964844,-0.012123897443393372,0.16412382670892312
385,385,385,385,2020-08-14,131.67999267578125,135.22999572753906,115.27999877929688,-0.02625159479343875,0.14226226639611705
386,386,386,386,2020-08-17,133.80999755859375,130.97000122070312,128.6699981689453,0.021684327032301276,0.039947147453127
387,387,387,387,2020-08-18,132.61000061035156,129.47000122070312,128.14999389648438,0.024252717695551596,0.034803019323355056
388,388,388,388,2020-08-19,132.4600067138672,127.62000274658205,133.3249969482422,0.037925120381763655,-0.0064878323958319495
389,389,389,389,2020-08-20,130.72000122070312,131.42999267578125,131.25,-0.005402050480437626,-0.004038085937499991
390,390,390,390,2020-08-21,130.6699981689453,132.0,133.6199951171875,-0.01007577144738403,-0.022077511271086148
391,391,391,391,2020-08-24,131.94000244140625,131.67999267578125,135.22999572753906,0.0019745578682190956,-0.02432887221827229
392,392,392,392,2020-08-25,131.97000122070312,133.80999755859375,130.97000122070312,-0.013750813627247171,0.007635336265400694
393,393,393,393,2020-08-26,131.50999450683594,132.61000061035156,129.47000122070312,-0.008295046364925174,0.015756493912866487
394,394,394,394,2020-08-27,127.13999938964844,132.4600067138672,127.62000274658205,-0.040163121354136244,-0.0037611921846355534
395,395,395,395,2020-08-28,129.3000030517578,130.72000122070312,131.42999267578125,-0.010862898987797909,-0.016206267539539576
396,396,396,396,2020-08-31,128.27000427246094,130.6699981689453,132.0,-0.018366831943943174,-0.028257543390447393
397,397,397,397,2020-09-01,131.47999572753906,131.94000244140625,131.67999267578125,-0.0034864840484709614,-0.0015188104447622086
398,398,398,398,2020-09-02,134.6699981689453,131.97000122070312,133.80999755859375,0.020459171957775357,0.006427028069968976
399,399,399,399,2020-09-03,121.44000244140624,131.50999450683594,132.61000061035156,-0.07657206665692817,-0.08423194417867608
400,400,400,400,2020-09-04,118.88999938964844,127.13999938964844,132.4600067138672,-0.06488909894293815,-0.10244607154166863
401,401,401,401,2020-09-08,114.11000061035156,129.3000030517578,130.72000122070312,-0.11747874774083189,-0.12706548695870812
402,402,402,402,2020-09-09,122.70999908447266,128.27000427246094,130.6699981689453,-0.04334610589220966,-0.06091680719380621
403,403,403,403,2020-09-10,121.45999908447266,131.47999572753906,131.94000244140625,-0.07620928634520541,-0.07943006793248852
404,404,404,404,2020-09-11,122.95999908447266,134.6699981689453,131.97000122070312,-0.08695328761928334,-0.0682731079252048
405,405,405,405,2020-09-14,122.83999633789062,121.44000244140624,131.50999450683594,0.011528276254439973,-0.06592653434028273
406,406,406,406,2020-09-15,129.99000549316406,118.88999938964844,127.13999938964844,0.0933636652409815,0.0224162821865459
407,407,407,407,2020-09-16,128.8300018310547,114.11000061035156,129.3000030517578,0.12899834494758378,-0.0036349668183300876
408,408,408,408,2020-09-17,130.3000030517578,122.70999908447266,128.27000427246094,0.061853182494608694,0.015825982004217476
409,409,409,409,2020-09-18,128.02000427246094,121.45999908447266,131.47999572753906,0.05400959358995183,-0.02631572533853843
410,410,410,410,2020-09-21,127.5500030517578,122.95999908447266,134.6699981689453,0.03732924529490145,-0.052869942927120106
411,411,411,411,2020-09-22,131.2100067138672,122.83999633789062,121.44000244140624,0.06813750102168292,0.08045128521118805
412,412,412,412,2020-09-23,125.7699966430664,129.99000549316406,118.88999938964844,-0.032464102406085216,0.05786859524550558
413,413,413,413,2020-09-24,124.98999786376952,128.8300018310547,114.11000061035156,-0.029806752407881554,0.0953465708108232
414,414,414,414,2020-09-25,125.62999725341795,130.3000030517578,122.70999908447266,-0.035840412041163505,0.023795926906781117
415,415,415,415,2020-09-28,128.42999267578125,128.02000427246094,121.45999908447266,0.003202533898122306,0.05738509504236955
416,416,416,416,2020-09-29,130.77000427246094,127.5500030517578,122.95999908447266,0.025245010926393308,0.0635166334266386
417,417,417,417,2020-09-30,129.00999450683594,131.2100067138672,122.83999633789062,-0.016767106885596572,0.050227925373538485
418,418,418,418,2020-10-01,135.08999633789062,125.7699966430664,129.99000549316406,0.07410352185405755,0.03923371512585061
419,419,419,419,2020-10-02,130.57000732421875,124.98999786376952,128.8300018310547,0.044643647938381825,0.0135062133698165
420,420,420,420,2020-10-05,135.3000030517578,125.62999725341795,130.3000030517578,0.0769721086504025,0.03837298451953153
421,421,421,421,2020-10-06,131.0800018310547,128.42999267578125,128.02000427246094,0.020633880763065493,0.023902495363781195
422,422,422,422,2020-10-07,134.63999938964844,130.77000427246094,127.5500030517578,0.029593905259223785,0.05558601464724089
423,423,423,423,2020-10-08,135.41000366210938,129.00999450683594,131.2100067138672,0.04960863055407949,0.032009730457534635
424,424,424,424,2020-10-09,137.8699951171875,135.08999633789062,125.7699966430664,0.020578864865341107,0.09620735308167916
425,425,425,425,2020-10-12,137.75999450683594,130.57000732421875,124.98999786376952,0.05506614673585575,0.10216814834243637
426,426,426,426,2020-10-13,135.1699981689453,135.3000030517578,125.62999725341795,-0.0009608638572075057,0.07593728507597985
427,427,427,427,2020-10-14,135.14999389648438,131.0800018310547,128.42999267578125,0.031049679650412054,0.05232423580111556
428,428,428,428,2020-10-15,135.9600067138672,134.63999938964844,130.77000427246094,0.009803976011605986,0.03968801920808085
429,429,429,429,2020-10-16,134.75999450683594,135.41000366210938,129.00999450683594,-0.004800303801005823,0.04457019025526221
430,430,430,430,2020-10-19,134.5399932861328,137.8699951171875,135.08999633789062,-0.024153201922029743,-0.004071382535107415
431,431,431,431,2020-10-20,135.64999389648438,137.75999450683594,130.57000732421875,-0.015316497491925096,0.038906228745561044
432,432,432,432,2020-10-21,135.25999450683594,135.1699981689453,135.3000030517578,0.0006658011327198565,-0.0002957024687321175
433,433,433,433,2020-10-22,135.0,135.14999389648438,131.0800018310547,-0.0011098328025028747,0.029905386894926167
434,434,434,434,2020-10-23,135.6999969482422,135.9600067138672,134.63999938964844,-0.0019123988878009257,0.007872828010984323
435,435,435,435,2020-10-26,134.4499969482422,134.75999450683594,135.41000366210938,-0.002300367848249052,-0.007089629184729218
436,436,436,436,2020-10-27,131.27999877929688,134.5399932861328,137.8699951171875,-0.024230672435836542,-0.047798626033817015
437,437,437,437,2020-10-28,124.95999908447266,135.64999389648438,137.75999450683594,-0.07880571539258119,-0.09291518534234644
438,438,438,438,2020-10-29,129.7100067138672,135.25999450683594,135.1699981689453,-0.04103199776995603,-0.040393515787829126
439,439,439,439,2020-10-30,127.36000061035156,135.0,135.14999389648438,-0.05659258807146994,-0.05763961256335248
440,440,440,440,2020-11-02,127.94000244140624,135.6999969482422,135.9600067138672,-0.05718492764443994,-0.05898796614021462
441,441,441,441,2020-11-03,128.4600067138672,134.4499969482422,134.75999450683594,-0.044551806398931415,-0.046749688704158965
442,442,442,442,2020-11-04,133.74000549316406,131.27999877929688,134.5399932861328,0.018738625356044203,-0.005946096572692516
443,443,443,443,2020-11-05,146.69000244140625,124.95999908447266,135.64999389648438,0.1738956747450371,0.08138598630049776
444,444,444,444,2020-11-06,147.27000427246094,129.7100067138672,135.25999450683594,0.13537889638175793,0.08879203203736652
445,445,445,445,2020-11-09,149.47999572753906,127.36000061035156,135.0,0.17368086535161043,0.10725922761140039
446,446,446,446,2020-11-10,140.92999267578125,127.94000244140624,135.6999969482422,0.10153188984285144,0.038540868424144836
447,447,447,447,2020-11-11,148.25,128.4600067138672,134.4499969482422,0.15405567687858834,0.10264041178870587
448,448,448,448,2020-11-12,146.6699981689453,133.74000549316406,131.27999877929688,0.0966800668812755,0.1172303437900053
449,449,449,449,2020-11-13,147.6300048828125,146.69000244140625,124.95999908447266,0.0064080879798316115,0.18141810150794724
450,450,450,450,2020-11-16,150.3800048828125,147.27000427246094,129.7100067138672,0.021117678550465868,0.15935546294853054
451,451,451,451,2020-11-17,148.44000244140625,149.47999572753906,127.36000061035156,-0.0069574077860453665,0.16551508896068068
452,452,452,452,2020-11-18,144.3699951171875,140.92999267578125,127.94000244140624,0.024409299795538963,0.12841951197637225
453,453,453,453,2020-11-19,146.86000061035156,148.25,128.4600067138672,-0.009376049845857937,0.1432351933272793
454,454,454,454,2020-11-20,147.38999938964844,146.6699981689453,133.74000549316406,0.004908987725450009,0.10206365586834143
455,455,455,455,2020-11-23,149.1999969482422,147.6300048828125,146.69000244140625,0.010634640747156698,0.017110876440529887
456,456,456,456,2020-11-24,151.75,150.3800048828125,147.27000427246094,0.0091102212575076,0.03042028653201312
457,457,457,457,2020-11-25,148.24000549316406,148.44000244140625,149.47999572753906,-0.001347325147890155,-0.008295359043461348
458,458,458,458,2020-11-27,150.11000061035156,144.3699951171875,140.92999267578125,0.039758992084919065,0.06513878103782722
459,459,459,459,2020-11-30,156.67999267578125,146.86000061035156,148.25,0.06686634907134481,0.05686335700358347
460,460,460,460,2020-12-01,159.77999877929688,147.38999938964844,146.6699981689453,0.0840626870273169,0.08938433745155239
461,461,461,461,2020-12-02,159.5500030517578,149.1999969482422,147.6300048828125,0.0693700155175343,0.08074238145834456
462,462,462,462,2020-12-03,159.1300048828125,151.75,150.3800048828125,0.04863265161655694,0.05818592709063064
463,463,463,463,2020-12-04,165.35000610351562,148.24000549316406,148.44000244140625,0.11542093885810445,0.11391810417669768
464,464,464,464,2020-12-07,166.94000244140625,150.11000061035156,144.3699951171875,0.1121177920366625,0.15633447452774596
465,465,465,465,2020-12-08,169.9600067138672,156.67999267578125,146.86000061035156,0.08475883749603152,0.1572927005822673
466,466,466,466,2020-12-09,160.3800048828125,159.77999877929688,147.38999938964844,0.0037552015777919667,0.0881335609400673
467,467,467,467,2020-12-10,158.3300018310547,159.5500030517578,149.1999969482422,-0.007646513302211333,0.06119306346889353
468,468,468,468,2020-12-11,152.63999938964844,159.1300048828125,151.75,-0.040784297706416006,0.005864905368358819
469,469,469,469,2020-12-14,154.50999450683594,165.35000610351562,148.24000549316406,-0.06555797518322082,0.042296200629599934
470,470,470,470,2020-12-15,158.47999572753906,166.94000244140625,150.11000061035156,-0.05067692937668755,0.05575907723106299
471,471,471,471,2020-12-16,159.0,169.9600067138672,156.67999267578125,-0.06448579831088552,0.014807297885311765
472,472,472,472,2020-12-17,159.60000610351562,160.3800048828125,159.77999877929688,-0.0048634415485072635,-0.0011265031740916864
473,473,473,473,2020-12-18,162.66000366210938,158.3300018310547,159.5500030517578,0.027347955415771397,0.01949232560868519
474,474,474,474,2020-12-21,161.11000061035156,152.63999938964844,159.1300048828125,0.05549005014787456,0.012442629716483689
475,475,475,475,2020-12-22,163.25999450683594,154.50999450683594,165.35000610351562,0.05663064080694702,-0.012639924520905454
476,476,476,476,2020-12-23,165.10000610351562,158.47999572753906,166.94000244140625,0.04177189900583911,-0.011021901946697499
477,477,477,477,2020-12-24,167.11000061035156,159.0,169.9600067138672,0.05100629314686511,-0.01676868669647502
478,478,478,478,2020-12-28,166.44000244140625,159.60000610351562,160.3800048828125,0.042857118272628725,0.037785243634465004
479,479,479,479,2020-12-29,163.77000427246094,162.66000366210938,158.3300018310547,0.0068240537646695465,0.034358633098551916
480,480,480,480,2020-12-30,167.3699951171875,161.11000061035156,152.63999938964844,0.03885540613941085,0.0965015447224773
481,481,481,481,2020-12-31,166.27000427246094,163.25999450683594,154.50999450683594,0.01843690963433775,0.07611164444837715
482,482,482,482,2021-01-04,164.58999633789062,165.10000610351562,158.47999572753906,-0.0030890959828628883,0.03855376561756074
483,483,483,483,2021-01-05,169.25,167.11000061035156,159.0,0.012805932510515872,0.06446540880503138
484,484,484,484,2021-01-06,172.0,166.44000244140625,159.60000610351562,0.03340541622829574,0.077694194375167
485,485,485,485,2021-01-07,178.57000732421875,163.77000427246094,162.66000366210938,0.09037065803048616,0.09781140602430405
486,486,486,486,2021-01-08,179.39999389648438,167.3699951171875,161.11000061035156,0.07187667521214802,0.1135248787588774
487,487,487,487,2021-01-11,182.759994506836,166.27000427246094,163.25999450683594,0.09917597769080144,0.11944138586372155
488,488,488,488,2021-01-12,182.32000732421875,164.58999633789062,165.10000610351562,0.10772228799331018,0.10430042752334234
