,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ABNB,ABNB_6m,ABNB_12m,ABNB_6m_ret,ABNB_12m_ret
492,492,492,492,2022-11-23,96.62999725341795,107.01000213623048,95.45999908447266,-0.09700032404072034,0.01225642342516653
493,493,493,493,2022-11-25,97.66999816894533,104.43000030517578,98.9000015258789,-0.06473237686944078,-0.012436838604210965
494,494,494,494,2022-11-28,95.3000030517578,99.3000030517578,95.79000091552734,-0.040281972578743,-0.005115334158955154
495,495,495,495,2022-11-29,95.37999725341795,97.7699966430664,102.4000015258789,-0.024445120913461182,-0.06855472820170638
496,496,496,496,2022-11-30,102.13999938964844,95.70999908447266,109.56999969482422,0.06718211646309524,-0.06781053505402856
497,497,497,497,2022-12-01,101.2699966430664,95.27999877929688,105.16000366210938,0.06286731675600188,-0.03699131688452573
498,498,498,498,2022-12-02,101.0,96.62999725341795,107.01000213623048,0.04522408021104929,-0.056162994264586374
499,499,499,499,2022-12-05,98.51000213623048,97.66999816894533,104.43000030517578,0.008600429845735835,-0.05668867328971838
500,500,500,500,2022-12-06,93.12000274658205,95.3000030517578,99.3000030517578,-0.02287513363448468,-0.0622356507074282
501,501,501,501,2022-12-07,91.5,95.37999725341795,97.7699966430664,-0.040679360087514715,-0.06413006912495434
502,502,502,502,2022-12-08,94.83000183105467,102.13999938964844,95.70999908447266,-0.07156841200583175,-0.00919441293319112
503,503,503,503,2022-12-09,94.6999969482422,101.2699966430664,95.27999877929688,-0.06487607299900144,-0.006087340874113223
504,504,504,504,2022-12-12,95.58000183105467,101.0,96.62999725341795,-0.0536633482073795,-0.01086614356005422
505,505,505,505,2022-12-13,93.33999633789062,98.51000213623048,97.66999816894533,-0.0524820392470422,-0.044332977498011794
506,506,506,506,2022-12-14,93.93000030517578,93.12000274658205,95.3000030517578,0.008698427133835729,-0.01437568418374513
507,507,507,507,2022-12-15,90.61000061035156,91.5,95.37999725341795,-0.009726769285775316,-0.05001045062302578
508,508,508,508,2022-12-16,89.56999969482422,94.83000183105467,102.13999938964844,-0.055467700460466784,-0.12306637722672775
509,509,509,509,2022-12-19,85.93000030517578,94.6999969482422,101.2699966430664,-0.0926082040726951,-0.1514762204639699
510,510,510,510,2022-12-20,87.62000274658203,95.58000183105467,101.0,-0.08328100996003929,-0.132475220330871
511,511,511,511,2022-12-21,87.06999969482422,93.33999633789062,98.51000213623048,-0.06717373997283038,-0.11613036436224788
512,512,512,512,2022-12-22,84.87000274658203,93.93000030517578,93.12000274658205,-0.09645478046585843,-0.08859535821161502
513,513,513,513,2022-12-23,85.25,90.61000061035156,91.5,-0.059154625033069674,-0.06830601092896171
514,514,514,514,2022-12-27,83.48999786376953,89.56999969482422,94.83000183105467,-0.06787989116635018,-0.11958245015631275
515,515,515,515,2022-12-28,82.48999786376953,85.93000030517578,94.6999969482422,-0.04003261293133087,-0.1289334686161181
516,516,516,516,2022-12-29,85.2300033569336,87.62000274658203,95.58000183105467,-0.0272768696043173,-0.10828623431516071
517,517,517,517,2022-12-30,85.5,87.06999969482422,93.33999633789062,-0.018031465491294196,-0.08399396448988328
518,518,518,518,2023-01-03,84.9000015258789,84.87000274658203,93.93000030517578,0.0003534674010374772,-0.09613540668538989
519,519,519,519,2023-01-04,88.72000122070312,85.25,90.61000061035156,0.040703826635813734,-0.02085861799930855
520,520,520,520,2023-01-05,87.70999908447266,83.48999786376953,89.56999969482422,0.050544991360389036,-0.020765888318508563
521,521,521,521,2023-01-06,88.5199966430664,82.48999786376953,85.93000030517578,0.07309975676390845,0.030140769564673375
522,522,522,522,2023-01-09,89.23999786376953,85.2300033569336,87.62000274658203,0.04704909478933761,0.018488873161450536
523,523,523,523,2023-01-10,88.54000091552734,85.5,87.06999969482422,0.03555556626347767,0.016882981806080277
524,524,524,524,2023-01-11,94.44000244140624,84.9000015258789,84.87000274658203,0.11236749993013118,0.11276068557932994
525,525,525,525,2023-01-12,98.48999786376952,88.72000122070312,85.25,0.1101216919368857,0.15530789283014101
526,526,526,526,2023-01-13,100.37000274658205,87.70999908447266,83.48999786376953,0.14433934322490027,0.20217996544155614
527,527,527,527,2023-01-17,101.2699966430664,88.5199966430664,82.48999786376953,0.1440352517342609,0.22766395036537213
528,528,528,528,2023-01-18,101.11000061035156,89.23999786376953,85.2300033569336,0.1330121361578509,0.1863193315494116
529,529,529,529,2023-01-19,99.0999984741211,88.54000091552734,85.5,0.11926809859273257,0.1590643096388431
530,530,530,530,2023-01-20,101.27999877929688,94.44000244140624,84.9000015258789,0.07242689708880934,0.19293282637250697
531,531,531,531,2023-01-23,105.22000122070312,98.48999786376952,88.72000122070312,0.06833184590218488,0.18597835632298954
532,532,532,532,2023-01-24,104.12999725341795,100.37000274658205,87.70999908447266,0.037461337092211444,0.18720782510932832
533,533,533,533,2023-01-25,104.44000244140624,101.2699966430664,88.5199966430664,0.031302517067446356,0.1798464347274329
534,534,534,534,2023-01-26,109.41999816894533,101.11000061035156,89.23999786376953,0.08218769170636309,0.2261317883039602
535,535,535,535,2023-01-27,115.94000244140624,99.0999984741211,88.54000091552734,0.16992940692812142,0.3094646627801618
536,536,536,536,2023-01-30,109.4800033569336,101.27999877929688,94.44000244140624,0.08096371126055857,0.1592545587327645
537,537,537,537,2023-01-31,111.11000061035156,105.22000122070312,98.48999786376952,0.0559779445097508,0.128134866690097
538,538,538,538,2023-02-01,113.98999786376952,104.12999725341795,100.37000274658205,0.09468933900339582,0.13569786534305228
539,539,539,539,2023-02-02,118.5199966430664,104.44000244140624,101.2699966430664,0.13481418874496343,0.17033672925653298
540,540,540,540,2023-02-03,118.6999969482422,109.41999816894533,101.11000061035156,0.08481081095403131,0.17396890744445104
541,541,541,541,2023-02-06,118.3499984741211,115.94000244140624,99.0999984741211,0.020786579109594472,0.19424823709787375
542,542,542,542,2023-02-07,119.69000244140624,109.4800033569336,101.27999877929688,0.09325903152546822,0.18177334008689416
543,543,543,543,2023-02-08,116.36000061035156,111.11000061035156,105.22000122070312,0.047250472245167874,0.10587340106831822
544,544,544,544,2023-02-09,114.94000244140624,113.98999786376952,104.12999725341795,0.008334104706029466,0.10381259457522418
545,545,545,545,2023-02-10,108.87000274658205,118.5199966430664,104.44000244140624,-0.0814208080476595,0.0424167005133993
546,546,546,546,2023-02-13,116.41999816894533,118.6999969482422,109.41999816894533,-0.019208077825739522,0.0639736804710227
547,547,547,547,2023-02-14,120.87000274658205,118.3499984741211,115.94000244140624,0.021292812040145437,0.04252199587167804
548,548,548,548,2023-02-15,137.00999450683594,119.69000244140624,109.4800033569336,0.1447070909193826,0.25146136559886045
549,549,549,549,2023-02-16,139.4199981689453,116.36000061035156,111.11000061035156,0.19817804604361866,0.2547925245529721
550,550,550,550,2023-02-17,131.60000610351562,114.94000244140624,113.98999786376952,0.14494521757646806,0.15448731090241785
551,551,551,551,2023-02-21,128.77999877929688,108.87000274658205,118.5199966430664,0.18287862157089818,0.08656768838029394
552,552,552,552,2023-02-22,127.20999908447266,116.41999816894533,118.6999969482422,0.09268167913788483,0.07169336440624474
553,553,553,553,2023-02-23,125.5199966430664,120.87000274658205,118.3499984741211,0.03847103326566148,0.06058300178612286
554,554,554,554,2023-02-24,122.77999877929688,137.00999450683594,119.69000244140624,-0.1038610050220028,0.025816662000682333
555,555,555,555,2023-02-27,123.52999877929688,139.4199981689453,116.36000061035156,-0.11397216753936101,0.0616190970379511
556,556,556,556,2023-02-28,123.27999877929688,131.60000610351562,114.94000244140624,-0.06322193722144887,0.07255956290885046
557,557,557,557,2023-03-01,120.83000183105467,128.77999877929688,108.87000274658205,-0.061733165271005364,0.10985578012992292
558,558,558,558,2023-03-02,122.37999725341795,127.20999908447266,116.41999816894533,-0.037968727818694314,0.05119394587022463
559,559,559,559,2023-03-03,125.7300033569336,125.5199966430664,120.87000274658205,0.0016730936861348855,0.0402084925946522
560,560,560,560,2023-03-06,126.33000183105467,122.77999877929688,137.00999450683594,0.028913528970945013,-0.07795046422871288
561,561,561,561,2023-03-07,126.94000244140624,123.52999877929688,139.4199981689453,0.027604660372431367,-0.08951367014376344
562,562,562,562,2023-03-08,125.0,123.27999877929688,131.60000610351562,0.0139519892742892,-0.050152019737173203
563,563,563,563,2023-03-09,119.83999633789062,120.83000183105467,128.77999877929688,-0.008193374808917797,-0.06942073711871688
564,564,564,564,2023-03-10,118.3000030517578,122.37999725341795,127.20999908447266,-0.03333873421496747,-0.070041632708434
565,565,565,565,2023-03-13,115.95999908447266,125.7300033569336,125.5199966430664,-0.07770622772294833,-0.07616314383579004
566,566,566,566,2023-03-14,116.36000061035156,126.33000183105467,122.77999877929688,-0.07892029665317601,-0.05228863196590816
567,567,567,567,2023-03-15,113.58000183105467,126.94000244140624,123.52999877929688,-0.10524657596818898,-0.08054721158072076
568,568,568,568,2023-03-16,119.98999786376952,125.0,123.27999877929688,-0.04008001708984388,-0.026687223784105596
569,569,569,569,2023-03-17,118.1500015258789,119.83999633789062,120.83000183105467,-0.014102093321554765,-0.022179924394298722
570,570,570,570,2023-03-20,118.4000015258789,118.3000030517578,122.37999725341795,0.0008452956174258563,-0.03252161968346412
571,571,571,571,2023-03-21,123.69000244140624,115.95999908447266,125.7300033569336,0.06666094703314496,-0.01622525142018827
572,572,572,572,2023-03-22,121.16999816894533,116.36000061035156,126.33000183105467,0.04133720809009578,-0.04084543328836476
573,573,573,573,2023-03-23,120.3000030517578,113.58000183105467,126.94000244140624,0.0591653558053189,-0.05230817127731957
574,574,574,574,2023-03-24,116.91999816894533,119.98999786376952,125.0,-0.025585463367619243,-0.06464001464843738
575,575,575,575,2023-03-27,117.91000366210938,118.1500015258789,119.83999633789062,-0.002031298016673899,-0.016104745784033647
576,576,576,576,2023-03-28,116.61000061035156,118.4000015258789,118.3000030517578,-0.015118250780901343,-0.014285734554603802
577,577,577,577,2023-03-29,118.8000030517578,123.69000244140624,115.95999908447266,-0.039534313955284284,0.02449123826929589
578,578,578,578,2023-03-30,122.27999877929688,121.16999816894533,116.36000061035156,0.009160688513041748,0.05087657389044953
579,579,579,579,2023-03-31,124.4000015258789,120.3000030517578,113.58000183105467,0.03408144946062164,0.09526324634963923
580,580,580,580,2023-04-03,121.45999908447266,116.91999816894533,119.98999786376952,0.03882997764819662,0.0122510313098938
581,581,581,581,2023-04-04,118.45999908447266,117.91000366210938,118.1500015258789,0.004664535707584072,0.002623762628778614
582,582,582,582,2023-04-05,115.33999633789062,116.61000061035156,118.4000015258789,-0.010891040783925665,-0.025844638078990623
583,583,583,583,2023-04-06,109.69000244140624,118.8000030517578,123.69000244140624,-0.07668350485128017,-0.11318618905058231
584,584,584,584,2023-04-10,112.5999984741211,122.27999877929688,121.16999816894533,-0.07916258097652762,-0.0707270762097002
585,585,585,585,2023-04-11,114.25,124.4000015258789,120.3000030517578,-0.08159165113649458,-0.05029096341049011
586,586,586,586,2023-04-12,112.41999816894533,121.45999908447266,116.91999816894533,-0.07442780325759935,-0.03848785554629974
587,587,587,587,2023-04-13,113.9499969482422,118.45999908447266,117.91000366210938,-0.038071941339577586,-0.03358499356182898
588,588,588,588,2023-04-14,114.6500015258789,115.33999633789062,116.61000061035156,-0.005982268371071964,-0.016808156026187904
589,589,589,589,2023-04-17,116.16999816894533,109.69000244140624,118.8000030517578,0.05907553635984786,-0.02213808767047465
590,590,590,590,2023-04-18,119.19000244140624,112.5999984741211,122.27999877929688,0.05852579091108723,-0.025269842727654646
591,591,591,591,2023-04-19,120.0999984741211,114.25,124.4000015258789,0.05120348773847794,-0.03456594050654638
592,592,592,592,2023-04-20,118.4000015258789,112.41999816894533,121.45999908447266,0.053193412687543296,-0.025193459424164732
593,593,593,593,2023-04-21,115.5,113.9499969482422,118.45999908447266,0.013602484363925305,-0.02498732996242814
594,594,594,594,2023-04-24,116.12000274658205,114.6500015258789,115.33999633789062,0.012821641527595906,0.006762670655948044
595,595,595,595,2023-04-25,112.50499725341795,116.16999816894533,109.69000244140624,-0.031548600958032025,0.025663184878817136
596,596,596,596,2023-04-26,113.68000030517578,119.19000244140624,112.5999984741211,-0.04622872743826956,0.009591490636679856
597,597,597,597,2023-04-27,115.25,120.0999984741211,114.25,-0.04038300196286981,0.00875273522975939
598,598,598,598,2023-04-28,119.66999816894533,118.4000015258789,112.41999816894533,0.010726322860636461,0.06449030526672539
599,599,599,599,2023-05-01,121.41999816894533,115.5,113.9499969482422,0.05125539540212398,0.06555508048057357
600,600,600,600,2023-05-02,120.58000183105467,116.12000274658205,114.6500015258789,0.03840853409387224,0.05172263607722005
601,601,601,601,2023-05-03,118.86000061035156,112.50499725341795,116.16999816894533,0.056486409600268184,0.023155741446205358
602,602,602,602,2023-05-04,117.62999725341795,113.68000030517578,119.19000244140624,0.0347466303451649,-0.013088389596729644
603,603,603,603,2023-05-05,119.9000015258789,115.25,120.0999984741211,0.04034708482324434,-0.0016652535452386097
604,604,604,604,2023-05-08,125.6500015258789,119.66999816894533,118.4000015258789,0.049970781720003465,0.06123310731896692
605,605,605,605,2023-05-09,127.06999969482422,121.41999816894533,115.5,0.04653270969430756,0.10017315753094569
606,606,606,606,2023-05-10,113.19000244140624,120.58000183105467,116.12000274658205,-0.06128710629812906,-0.025232520116023283
607,607,607,607,2023-05-11,111.1999969482422,118.86000061035156,112.50499725341795,-0.06444559669169514,-0.01159948746308781
608,608,608,608,2023-05-12,105.2750015258789,117.62999725341795,113.68000030517578,-0.10503269587707187,-0.07393559778970371
609,609,609,609,2023-05-15,105.77999877929688,119.9000015258789,115.25,-0.11776482541190303,-0.08216920798874727
610,610,610,610,2023-05-16,105.41000366210938,125.6500015258789,119.66999816894533,-0.16108235270972837,-0.11916098207592729
611,611,611,611,2023-05-17,108.33000183105467,127.06999969482422,121.41999816894533,-0.14747775170202393,-0.10780758141403579
612,612,612,612,2023-05-18,111.87000274658205,113.19000244140624,120.58000183105467,-0.01166180463250277,-0.07223419267049158
613,613,613,613,2023-05-19,107.37999725341795,111.1999969482422,118.86000061035156,-0.034352516183991044,-0.09658424447234781
614,614,614,614,2023-05-22,109.93000030517578,105.2750015258789,117.62999725341795,0.04421751329210455,-0.06545946721101736
615,615,615,615,2023-05-23,106.25,105.77999877929688,119.9000015258789,0.0044431955580162,-0.11384488200304754
616,616,616,616,2023-05-24,105.70999908447266,105.41000366210938,125.6500015258789,0.0028459862626029064,-0.15869480461008512
617,617,617,617,2023-05-25,104.41999816894533,108.33000183105467,127.06999969482422,-0.03609345145407794,-0.17824822208448832
618,618,618,618,2023-05-26,106.80999755859376,111.87000274658205,113.19000244140624,-0.045231117044402525,-0.05636544522662357
619,619,619,619,2023-05-30,107.19000244140624,107.37999725341795,111.1999969482422,-0.0017693687546231907,-0.03606110266983553
620,620,620,620,2023-05-31,109.7699966430664,109.93000030517578,105.2750015258789,-0.0014555049728480762,0.04269764950877275
621,621,621,621,2023-06-01,112.16000366210938,106.25,105.77999877929688,0.055623563878676396,0.06031390580863927
622,622,622,622,2023-06-02,118.05999755859376,105.70999908447266,105.41000366210938,0.11682904721484522,0.12000752734089448
623,623,623,623,2023-06-05,115.69000244140624,104.41999816894533,108.33000183105467,0.10792955822721528,0.06794055650280328
624,624,624,624,2023-06-06,117.3000030517578,106.80999755859376,111.87000274658205,0.09821183159759395,0.04853848370305558
625,625,625,625,2023-06-07,116.5500030517578,107.19000244140624,107.37999725341795,0.0873215822106923,0.08539770937690139
626,626,626,626,2023-06-08,115.5,109.7699966430664,109.93000030517578,0.05220008683762245,0.050668604378799165
627,627,627,627,2023-06-09,117.86000061035156,112.16000366210938,106.25,0.05082022790774743,0.10927059397977934
628,628,628,628,2023-06-12,124.58999633789062,118.05999755859376,105.70999908447266,0.05531084968942168,0.17860181077412562
629,629,629,629,2023-06-13,124.9000015258789,115.69000244140624,104.41999816894533,0.07960929112381399,0.19613104497280442
630,630,630,630,2023-06-14,125.13999938964844,117.3000030517578,106.80999755859376,0.06683713669155922,0.17161316590236986
631,631,631,631,2023-06-15,127.8499984741211,116.5500030517578,107.19000244140624,0.09695405513927935,0.19274181884647623
632,632,632,632,2023-06-16,128.67999267578125,115.5,109.7699966430664,0.11411249069940466,0.17226925946079352
633,633,633,633,2023-06-20,126.4499969482422,117.86000061035156,112.16000366210938,0.07288305017314056,0.12740721130129895
634,634,634,634,2023-06-21,127.45999908447266,124.58999633789062,118.05999755859376,0.023035579347787438,0.07962054650402339
635,635,635,635,2023-06-22,127.95999908447266,124.9000015258789,115.69000244140624,0.024499579833549667,0.10605926514074393
636,636,636,636,2023-06-23,124.7300033569336,125.13999938964844,117.3000030517578,-0.0032762988230344847,0.06334185943624715
637,637,637,637,2023-06-26,123.12999725341795,127.8499984741211,116.5500030517578,-0.03691827357869337,0.05645640522839024
638,638,638,638,2023-06-27,127.88999938964844,128.67999267578125,115.5,-0.0061392083548159615,0.10727272198829807
639,639,639,639,2023-06-28,127.62999725341795,126.4499969482422,117.86000061035156,0.009331754319130248,0.08289493121051539
640,640,640,640,2023-06-29,125.0999984741211,127.45999908447266,124.58999633789062,-0.018515617662820616,0.004093443705121658
641,641,641,641,2023-06-30,128.16000366210938,127.95999908447266,124.9000015258789,0.0015630242190349808,0.02610089748922073
642,642,642,642,2023-07-03,132.35000610351562,124.7300033569336,125.13999938964844,0.06109197900665686,0.05761552460470609
643,643,643,643,2023-07-05,131.69000244140625,123.12999725341795,127.8499984741211,0.06952006317656823,0.030035228886314158
644,644,644,644,2023-07-06,128.16000366210938,127.88999938964844,128.67999267578125,0.0021112227206938616,-0.004040946870287998
645,645,645,645,2023-07-07,130.32000732421875,127.62999725341795,126.4499969482422,0.021076628760397176,0.030605065000994802
646,646,646,646,2023-07-10,131.7100067138672,125.0999984741211,127.45999908447266,0.05283779632590058,0.03334385422816366
647,647,647,647,2023-07-11,137.5399932861328,128.16000366210938,127.95999908447266,0.07318967974402946,0.07486710120508788
648,648,648,648,2023-07-12,137.02000427246094,132.35000610351562,124.7300033569336,0.03528521309846222,0.09853283560297577
649,649,649,649,2023-07-13,140.08999633789062,131.69000244140625,123.12999725341795,0.06378611694704639,0.1377405950035615
650,650,650,650,2023-07-14,143.33999633789062,128.16000366210938,127.88999938964844,0.11844563235034644,0.12080692018122519
651,651,651,651,2023-07-17,145.36000061035156,130.32000732421875,127.62999725341795,0.11540816790099861,0.13891721177216265
652,652,652,652,2023-07-18,146.52999877929688,131.7100067138672,125.0999984741211,0.1125198641711811,0.17130296216277663
653,653,653,653,2023-07-19,145.53500366210938,137.5399932861328,128.16000366210938,0.05812862270062835,0.13557271772407842
654,654,654,654,2023-07-20,145.27999877929688,137.02000427246094,132.35000610351562,0.060283128370154815,0.09769544449939982
655,655,655,655,2023-07-21,148.77000427246094,140.08999633789062,131.69000244140625,0.06196022672193191,0.12969854593672903
656,656,656,656,2023-07-24,147.6199951171875,143.33999633789062,128.16000366210938,0.029859068568746094,0.15184137717710988
657,657,657,657,2023-07-25,148.64999389648438,145.36000061035156,130.32000732421875,0.02263341546724318,0.14065366438065863
658,658,658,658,2023-07-26,150.1699981689453,146.52999877929688,131.7100067138672,0.02484132546217377,0.14015633220019086
659,659,659,659,2023-07-27,148.5,145.53500366210938,137.5399932861328,0.020373080449941128,0.07968596225729363
660,660,660,660,2023-07-28,153.3300018310547,145.27999877929688,137.02000427246094,0.05541026376237124,0.11903369617593729
661,661,661,661,2023-07-31,152.19000244140625,148.77000427246094,140.08999633789062,0.022988492778973413,0.0863730917254859
662,662,662,662,2023-08-01,148.91000366210938,147.6199951171875,143.33999633789062,0.008738711472641603,0.038858709826451676
663,663,663,663,2023-08-02,144.55999755859375,148.64999389648438,145.36000061035156,-0.0275142718185295,-0.005503598296633716
664,664,664,664,2023-08-03,140.8800048828125,150.1699981689453,146.52999877929688,-0.06186317772795946,-0.03855861559785023
665,665,665,665,2023-08-04,140.1699981689453,148.5,145.53500366210938,-0.05609428842461073,-0.03686402142552636
666,666,666,666,2023-08-07,143.1999969482422,153.3300018310547,145.27999877929688,-0.0660666846790634,-0.014317193340664391
667,667,667,667,2023-08-08,139.5500030517578,152.19000244140625,148.77000427246094,-0.08305407179761948,-0.06197486694843002
668,668,668,668,2023-08-09,137.8699951171875,148.91000366210938,147.6199951171875,-0.07413879708157611,-0.06604796316555905
669,669,669,669,2023-08-10,135.97000122070312,144.55999755859375,148.64999389648438,-0.059421669085245266,-0.08530099694865267
670,670,670,670,2023-08-11,133.67999267578125,140.8800048828125,150.1699981689453,-0.05110741026038723,-0.10980892118419261
671,671,671,671,2023-08-14,133.24000549316406,140.1699981689453,148.5,-0.049439914149307485,-0.10276090576993901
672,672,672,672,2023-08-15,129.85000610351562,143.1999969482422,153.3300018310547,-0.09322619503652463,-0.1531337340842811
673,673,673,673,2023-08-16,128.8300018310547,139.5500030517578,152.19000244140625,-0.07681835174684426,-0.15349234664310651
674,674,674,674,2023-08-17,127.98999786376952,137.8699951171875,148.91000366210938,-0.07166169292325086,-0.14048757829466774
675,675,675,675,2023-08-18,125.05999755859376,135.97000122070312,144.55999755859375,-0.08023831407047288,-0.13489208860906454
676,676,676,676,2023-08-21,124.0,133.67999267578125,140.8800048828125,-0.0724116786814798,-0.1198183155718493
677,677,677,677,2023-08-22,127.08000183105467,133.24000549316406,140.1699981689453,-0.04623238823286768,-0.0933865770770248
678,678,678,678,2023-08-23,128.1300048828125,129.85000610351562,143.1999969482422,-0.01324606191648503,-0.10523737700131752
679,679,679,679,2023-08-24,124.72000122070312,128.8300018310547,139.5500030517578,-0.031902511464226624,-0.10627016486380425
680,680,680,680,2023-08-25,125.79000091552734,127.98999786376952,137.8699951171875,-0.017188819321520832,-0.08761873235283957
681,681,681,681,2023-08-28,126.15499877929688,125.05999755859376,135.97000122070312,0.008755807149205097,-0.07218505812524623
682,682,682,682,2023-08-29,132.25,124.0,133.67999267578125,0.06653225806451624,-0.010697133109884738
683,683,683,683,2023-08-30,130.61000061035156,127.08000183105467,133.24000549316406,0.027777767771752337,-0.01973885300498157
684,684,684,684,2023-08-31,131.5500030517578,128.1300048828125,129.85000610351562,0.02669162599403041,0.013092005146976726
685,685,685,685,2023-09-01,132.69000244140625,124.72000122070312,128.8300018310547,0.06390315220250442,0.02996196969253706
686,686,686,686,2023-09-05,142.2899932861328,125.79000091552734,127.98999786376952,0.13117093767799415,0.11172744480849173
687,687,687,687,2023-09-06,141.77000427246094,126.15499877929688,125.05999755859376,0.12377635166468415,0.13361592067869754
688,688,688,688,2023-09-07,143.27000427246094,132.25,124.0,0.08332706444204874,0.15540326026178186
689,689,689,689,2023-09-08,145.82000732421875,130.61000061035156,127.08000183105467,0.11645361490536366,0.14746620414813805
690,690,690,690,2023-09-11,147.3300018310547,131.5500030517578,128.1300048828125,0.11995437790365004,0.1498477812890313
691,691,691,691,2023-09-12,147.5,132.69000244140625,124.72000122070312,0.11161351485492355,0.1826491224850586
692,692,692,692,2023-09-13,144.71499633789062,142.2899932861328,125.79000091552734,0.017042681609249488,0.1504491238144765
693,693,693,693,2023-09-14,144.1199951171875,141.77000427246094,126.15499877929688,0.016576079381434017,0.14240415767685644
694,694,694,694,2023-09-15,142.75,143.27000427246094,132.25,-0.0036295404268434917,0.07939508506616266
695,695,695,695,2023-09-18,142.5500030517578,145.82000732421875,130.61000061035156,-0.022424935593305495,0.09141721449819773
696,696,696,696,2023-09-19,141.85000610351562,147.3300018310547,131.5500030517578,-0.03719538219936391,0.07829724677167293
697,697,697,697,2023-09-20,138.00999450683594,147.5,132.69000244140625,-0.06433902029263772,0.0400933903651024
698,698,698,698,2023-09-21,132.75,144.71499633789062,142.2899932861328,-0.08267972663975975,-0.06704612928717146
699,699,699,699,2023-09-22,132.1999969482422,144.1199951171875,141.77000427246094,-0.08270884383012134,-0.067503752809562
700,700,700,700,2023-09-25,134.13999938964844,142.75,143.27000427246094,-0.060315240702988215,-0.06372586452534534
701,701,701,701,2023-09-26,132.27999877929688,142.5500030517578,145.82000732421875,-0.07204492495683812,-0.09285425774816203
702,702,702,702,2023-09-27,134.02999877929688,141.85000610351562,147.3300018310547,-0.05512870629354827,-0.09027355519216718
703,703,703,703,2023-09-28,136.47000122070312,138.00999450683594,147.5,-0.011158563491258877,-0.07477965274099574
704,704,704,704,2023-09-29,137.2100067138672,132.75,144.71499633789062,0.03359703739259645,-0.05186048311468883
705,705,705,705,2023-10-02,136.55999755859375,132.1999969482422,144.1199951171875,0.03298033820725843,-0.052456271265111654
706,706,706,706,2023-10-03,127.7300033569336,134.13999938964844,142.75,-0.04778586597495915,-0.10521889066946699
707,707,707,707,2023-10-04,127.41000366210938,132.27999877929688,142.5500030517578,-0.036815808603936184,-0.10620834139267832
708,708,708,708,2023-10-05,124.98999786376952,134.02999877929688,141.85000610351562,-0.06744759380631837,-0.11885800151071158
709,709,709,709,2023-10-06,126.36000061035156,136.47000122070312,138.00999450683594,-0.07408221968138906,-0.08441413202075976
710,710,710,710,2023-10-09,127.7699966430664,137.2100067138672,132.75,-0.06879972020179725,-0.03751414958142063
711,711,711,711,2023-10-10,131.58999633789062,136.55999755859375,132.1999969482422,-0.03639426852340599,-0.004614225600855226
712,712,712,712,2023-10-11,130.0,127.7300033569336,134.13999938964844,0.017771835773957134,-0.030863272763425376
713,713,713,713,2023-10-12,125.97000122070312,127.41000366210938,132.27999877929688,-0.011302114433848764,-0.04770182655596855
714,714,714,714,2023-10-13,124.08000183105467,124.98999786376952,134.02999877929688,-0.007280550830208621,-0.07423708900144477
715,715,715,715,2023-10-16,125.19000244140624,126.36000061035156,136.47000122070312,-0.009259244723756943,-0.08265551900343693
716,716,716,716,2023-10-17,125.70999908447266,127.7699966430664,137.2100067138672,-0.016122701829197728,-0.0838131846562491
717,717,717,717,2023-10-18,122.16999816894533,131.58999633789062,136.55999755859375,-0.0715859748544796,-0.10537492418652183
718,718,718,718,2023-10-19,119.97000122070312,130.0,127.7300033569336,-0.07715383676382215,-0.060753166306162454
719,719,719,719,2023-10-20,116.48999786376952,125.97000122070312,127.41000366210938,-0.07525603925592061,-0.08570760132226074
720,720,720,720,2023-10-23,120.38999938964844,124.08000183105467,124.98999786376952,-0.029738897380340856,-0.03680293265653756
721,721,721,721,2023-10-24,122.01000213623048,125.19000244140624,126.36000061035156,-0.025401391829703912,-0.034425438850185675
722,722,722,722,2023-10-25,118.5,125.70999908447266,127.7699966430664,-0.05735422111989508,-0.07255221794333089
723,723,723,723,2023-10-26,115.47000122070312,122.16999816894533,131.58999633789062,-0.05484158998657729,-0.12250167615929808
724,724,724,724,2023-10-27,114.08999633789062,119.97000122070312,130.0,-0.04901229326484158,-0.12238464355468748
725,725,725,725,2023-10-30,116.9499969482422,116.48999786376952,125.97000122070312,0.003948829023163292,-0.07160438346473941
726,726,726,726,2023-10-31,118.29000091552734,120.38999938964844,124.08000183105467,-0.01744329665892219,-0.046663449629948395
727,727,727,727,2023-11-01,119.47000122070312,122.01000213623048,125.19000244140624,-0.020817972879725977,-0.04569055922321186
728,728,728,728,2023-11-02,115.5,118.5,125.70999908447266,-0.025316455696202556,-0.08121867121812565
729,729,729,729,2023-11-03,122.63999938964844,115.47000122070312,122.16999816894533,0.062094033888862254,0.0038471083551394614
730,730,730,730,2023-11-06,118.16999816894533,114.08999633789062,119.97000122070312,0.035761258322520195,-0.015003776222744403
731,731,731,731,2023-11-07,121.08000183105467,116.9499969482422,116.48999786376952,0.03531427952614874,0.03940255860123698
732,732,732,732,2023-11-08,117.66000366210938,118.29000091552734,120.38999938964844,-0.005325870729072535,-0.02267626664490041
733,733,733,733,2023-11-09,115.5199966430664,119.47000122070312,122.01000213623048,-0.03306273154161665,-0.05319240537277958
734,734,734,734,2023-11-10,118.1500015258789,115.5,118.5,0.022943736154795724,-0.0029535736212750185
