,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,RSG,RSG_6m,RSG_12m,RSG_6m_ret,RSG_12m_ret
0,0,0,0,2019-02-05,72.09754943847656,,,,
1,1,1,1,2019-02-06,71.35055541992188,,,,
2,2,2,2,2019-02-07,71.68256378173828,,,,
3,3,3,3,2019-02-08,70.7142562866211,,,,
4,4,4,4,2019-02-11,70.9171371459961,,,,
5,5,5,5,2019-02-12,71.5350112915039,,,,
6,6,6,6,2019-02-13,71.21224975585938,72.09754943847656,,-0.012279192420716734,
7,7,7,7,2019-02-14,70.5943603515625,71.35055541992188,,-0.010598306683233472,
8,8,8,8,2019-02-15,71.59032440185547,71.68256378173828,,-0.0012867756817915854,
9,9,9,9,2019-02-19,71.25835418701172,70.7142562866211,,0.007694316944878432,
10,10,10,10,2019-02-20,71.22147369384766,70.9171371459961,,0.004291438714242313,
11,11,11,11,2019-02-21,71.59957122802734,71.5350112915039,,0.0009024942522251056,
12,12,12,12,2019-02-22,71.59032440185547,71.21224975585938,72.09754943847656,0.005309123743348465,-0.007035260429398171
13,13,13,13,2019-02-25,71.64567565917969,70.5943603515625,71.35055541992188,0.014892341291593336,0.004136201008120066
14,14,14,14,2019-02-26,71.47044372558594,71.59032440185547,71.68256378173828,-0.001674537408108523,-0.002959158335885115
15,15,15,15,2019-02-27,71.93155670166016,71.25835418701172,70.7142562866211,0.009447348627806829,0.017214356467316394
16,16,16,16,2019-02-28,72.32808685302734,71.22147369384766,70.9171371459961,0.015537633550473329,0.019895751066862033
17,17,17,17,2019-03-01,72.41107940673828,71.59957122802734,71.5350112915039,0.011333980983300629,0.01224670408821793
18,18,18,18,2019-03-04,71.9776611328125,71.59032440185547,71.21224975585938,0.005410462016945283,0.010748310572650466
19,19,19,19,2019-03-05,71.99610900878906,71.64567565917969,70.5943603515625,0.004891200290669362,0.019856383006316758
20,20,20,20,2019-03-06,72.34654235839844,71.47044372558594,71.59032440185547,0.012258194956453972,0.010563130742334836
21,21,21,21,2019-03-07,72.37420654296875,71.93155670166016,71.25835418701172,0.006153764239310355,0.015659249623259264
22,22,22,22,2019-03-08,71.83934020996094,72.32808685302734,71.22147369384766,-0.006757356157636951,0.008675284069089129
23,23,23,23,2019-03-11,72.37420654296875,72.41107940673828,71.59957122802734,-0.0005092157729401636,0.010818993768473506
24,24,24,24,2019-03-12,72.3373031616211,71.9776611328125,71.59032440185547,0.004996578426534004,0.010434074241270963
25,25,25,25,2019-03-13,72.57708740234375,71.99610900878906,71.64567565917969,0.008069580447517932,0.013000250672417613
26,26,26,26,2019-03-14,72.7891845703125,72.34654235839844,71.47044372558594,0.006118360290409575,0.018451555300117217
27,27,27,27,2019-03-15,72.51253509521484,72.37420654296875,71.93155670166016,0.0019112962870821981,0.008076822193134658
28,28,28,28,2019-03-18,72.83531188964844,71.83934020996094,72.32808685302734,0.0138638756533207,0.007012836350169138
29,29,29,29,2019-03-19,72.6877670288086,72.37420654296875,72.41107940673828,0.004332489443648502,0.0038210674987475546
