,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CPB,CPB_6m,CPB_12m,CPB_6m_ret,CPB_12m_ret
58,58,58,58,2019-04-30,33.36104202270508,33.90427017211914,34.197444915771484,-0.01602241094281931,-0.02445805220613617
59,59,59,59,2019-05-01,33.0420036315918,33.54212188720703,34.326778411865234,-0.014910155573848116,-0.0374277703796797
60,60,60,60,2019-05-02,32.6884765625,33.62834548950195,34.35265350341797,-0.027948711520623615,-0.04844391251326152
61,61,61,61,2019-05-03,32.9988899230957,32.921287536621094,33.999122619628906,0.0023572099477666697,-0.029419367897327242
62,62,62,62,2019-05-06,32.94715118408203,33.31793975830078,33.740440368652344,-0.01112879658552035,-0.023511524328157396
63,63,63,63,2019-05-07,32.96439743041992,33.05924606323242,33.96462631225586,-0.0028690500875634406,-0.029449135481140698
64,64,64,64,2019-05-08,33.274810791015625,33.36104202270508,33.90427017211914,-0.0025847883177859687,-0.018565784719977385
65,65,65,65,2019-05-09,33.59385299682617,33.0420036315918,33.54212188720703,0.016701449808774527,0.0015422730199687873
66,66,66,66,2019-05-10,33.40415954589844,32.6884765625,33.62834548950195,0.021894045200609336,-0.00666657667334547
67,67,67,67,2019-05-13,33.38690948486328,32.9988899230957,32.921287536621094,0.01175856408115128,0.01414349143314153
68,68,68,68,2019-05-14,33.34379959106445,32.94715118408203,33.31793975830078,0.012038928791332282,0.0007761534161856432
69,69,69,69,2019-05-15,33.61109924316406,32.96439743041992,33.05924606323242,0.019618190021800874,0.01669285436443735
70,70,70,70,2019-05-16,33.567989349365234,33.274810791015625,33.36104202270508,0.00881082570809899,0.006203263270952775
71,71,71,71,2019-05-17,33.740440368652344,33.59385299682617,33.0420036315918,0.004363517689978114,0.021137844570441322
72,72,72,72,2019-05-20,33.41278076171875,33.40415954589844,32.6884765625,0.0002580880925462381,0.02215778388551959
73,73,73,73,2019-05-21,33.128231048583984,33.38690948486328,32.9988899230957,-0.007747900008432174,0.003919559893975633
74,74,74,74,2019-05-22,32.64536666870117,33.34379959106445,32.94715118408203,-0.02094641075489334,-0.00915965431107324
75,75,75,75,2019-05-23,32.860923767089844,33.61109924316406,32.96439743041992,-0.02231927824338542,-0.0031389520633127166
76,76,76,76,2019-05-24,32.360816955566406,33.567989349365234,33.274810791015625,-0.03596201074884031,-0.02746804004956216
77,77,77,77,2019-05-28,31.714111328125,33.740440368652344,33.59385299682617,-0.06005638985109307,-0.05595492928062651
78,78,78,78,2019-05-29,31.23124885559082,33.41278076171875,33.40415954589844,-0.0652903426890864,-0.06504910525654639
79,79,79,79,2019-05-30,30.869096755981445,33.128231048583984,33.38690948486328,-0.06819362885055413,-0.07541317144144011
80,80,80,80,2019-05-31,31.308853149414062,32.64536666870117,33.34379959106445,-0.040940373954154285,-0.061029230819744984
81,81,81,81,2019-06-03,32.22285079956055,32.860923767089844,33.61109924316406,-0.01941737767482743,-0.0413032740631315
82,82,82,82,2019-06-04,32.860923767089844,32.360816955566406,33.567989349365234,0.015454084864733764,-0.021063685850125524
83,83,83,83,2019-06-05,36.15478515625,31.714111328125,33.740440368652344,0.14002201676661463,0.0715564100888495
84,84,84,84,2019-06-06,37.08603286743164,31.23124885559082,33.41278076171875,0.18746557458885404,0.10993554029245489
85,85,85,85,2019-06-07,37.14638137817383,30.869096755981445,33.128231048583984,0.20335174274174528,0.12129082062054719
86,86,86,86,2019-06-10,36.22376251220703,31.308853149414062,32.64536666870117,0.15698145631006444,0.10961420283070855
87,87,87,87,2019-06-11,36.67213821411133,32.22285079956055,32.860923767089844,0.13807863997593484,0.1159801371998681
88,88,88,88,2019-06-12,36.585914611816406,32.860923767089844,32.360816955566406,0.11335624254291754,0.13056214439985703
89,89,89,89,2019-06-13,36.76699447631836,36.15478515625,31.714111328125,0.016933009487473782,0.1593260203924527
90,90,90,90,2019-06-14,36.43932723999024,37.08603286743164,31.23124885559082,-0.017437983451967565,0.16675856954939228
91,91,91,91,2019-06-17,35.67191696166992,37.14638137817383,30.869096755981445,-0.039693352671231086,0.1555866776295567
92,92,92,92,2019-06-18,35.23215866088867,36.22376251220703,31.308853149414062,-0.027374402396333042,0.12530978035993745
93,93,93,93,2019-06-19,35.577056884765625,36.67213821411133,32.22285079956055,-0.029861398398752792,0.10409402029850257
94,94,94,94,2019-06-20,35.37873840332031,36.585914611816406,32.860923767089844,-0.032995654784210404,0.07662032431212595
95,95,95,95,2019-06-21,35.08557891845703,36.76699447631836,36.15478515625,-0.04573165638938281,-0.02957302147342833
96,96,96,96,2019-06-24,34.947601318359375,36.43932723999024,37.08603286743164,-0.04093725199168263,-0.057661372320850224
97,97,97,97,2019-06-25,35.387359619140625,35.67191696166992,37.14638137817383,-0.007977068987771507,-0.04735378504638821
98,98,98,98,2019-06-26,34.88724899291992,35.23215866088867,36.22376251220703,-0.009789626326576317,-0.03689604355253595
99,99,99,99,2019-06-27,34.275047302246094,35.577056884765625,36.67213821411133,-0.03659688845923237,-0.06536545259154924
100,100,100,100,2019-06-28,34.550968170166016,35.37873840332031,36.585914611816406,-0.023397392629371128,-0.055621035123532225
101,101,101,101,2019-07-01,34.59408187866211,35.08557891845703,36.76699447631836,-0.014008520165428084,-0.05909954372408177
102,102,102,102,2019-07-02,35.04246139526367,34.947601318359375,36.43932723999024,0.0027143515813905505,-0.03833401850497342
103,103,103,103,2019-07-03,35.93059539794922,35.387359619140625,35.67191696166992,0.015351124939956273,0.007251598969499007
104,104,104,104,2019-07-05,35.84436798095703,34.88724899291992,35.23215866088867,0.02743463631171794,0.017376435147244518
105,105,105,105,2019-07-08,35.78400421142578,34.275047302246094,35.577056884765625,0.0440249402392745,0.005816875952680878
106,106,106,106,2019-07-09,35.74951934814453,34.550968170166016,35.37873840332031,0.03468936592675398,0.010480332582730512
107,107,107,107,2019-07-10,35.69778823852539,34.59408187866211,35.08557891845703,0.03190448481143404,0.017449030027157475
108,108,108,108,2019-07-11,35.5412483215332,35.04246139526367,34.947601318359375,0.014233786851997499,0.016986773935238952
109,109,109,109,2019-07-12,35.5847282409668,35.93059539794922,35.387359619140625,-0.009625979006241625,0.005577376327320582
110,110,110,110,2019-07-15,35.75865936279297,35.84436798095703,34.88724899291992,-0.00239113207992947,0.024977904392802452
111,111,111,111,2019-07-16,35.906490325927734,35.78400421142578,34.275047302246094,0.003422929244537798,0.0475985637392462
112,112,112,112,2019-07-17,35.95866775512695,35.74951934814453,34.550968170166016,0.00585038374769864,0.040742695777088445
113,113,113,113,2019-07-18,36.245643615722656,35.69778823852539,34.59408187866211,0.015347039809206375,0.04774116401913364
114,114,114,114,2019-07-19,35.889095306396484,35.5412483215332,35.04246139526367,0.009787134703778344,0.024160229545041156
115,115,115,115,2019-07-22,35.77605056762695,35.5847282409668,35.93059539794922,0.005376529093171323,-0.004301204269247516
116,116,116,116,2019-07-23,36.06301498413086,35.75865936279297,35.84436798095703,0.008511382327005546,0.006099898407749604
117,117,117,117,2019-07-24,35.23689270019531,35.906490325927734,35.78400421142578,-0.018648373028229748,-0.01528927584509332
118,118,118,118,2019-07-25,35.132530212402344,35.95866775512695,35.74951934814453,-0.022974642674486123,-0.01725866940289955
119,119,119,119,2019-07-26,35.6195182800293,36.245643615722656,35.69778823852539,-0.017274499035844326,-0.0021925716510252657
120,120,120,120,2019-07-29,35.94996643066406,35.889095306396484,35.5412483215332,0.0016960896826152538,0.011499824244587176
121,121,121,121,2019-07-30,36.22825241088867,35.77605056762695,35.5847282409668,0.012639792153885887,0.018084279457304397
122,122,122,122,2019-07-31,35.94996643066406,36.06301498413086,35.75865936279297,-0.003134750478198889,0.005349950788987146
123,123,123,123,2019-08-01,36.61957931518555,35.23689270019531,35.906490325927734,0.03923974303734701,0.01985961264342495
124,124,124,124,2019-08-02,36.81958770751953,35.132530212402344,35.95866775512695,0.048019811978177174,0.023941931282196238
125,125,125,125,2019-08-05,35.8369140625,35.6195182800293,36.245643615722656,0.006103276882118536,-0.011276653204341458
126,126,126,126,2019-08-06,35.880401611328125,35.94996643066406,35.889095306396484,-0.0019350454601982925,-0.00024223778822340947
127,127,127,127,2019-08-07,36.14998245239258,36.22825241088867,35.77605056762695,-0.0021604674056143747,0.010452016889309412
128,128,128,128,2019-08-08,36.55000305175781,35.94996643066406,36.06301498413086,0.01669088126274132,0.013503809036522485
129,129,129,129,2019-08-09,36.34130096435547,36.61957931518555,35.23689270019531,-0.007599168423944147,0.031342385197149714
130,130,130,130,2019-08-12,36.61957931518555,36.81958770751953,35.132530212402344,-0.0054321192818010955,0.04232684334982095
131,131,131,131,2019-08-13,36.75001525878906,35.8369140625,35.6195182800293,0.02547934776684735,0.0317381321631629
132,132,132,132,2019-08-14,36.054325103759766,35.880401611328125,35.94996643066406,0.00484731175296349,0.002902886524163373
133,133,133,133,2019-08-15,36.66305923461914,36.14998245239258,36.22825241088867,0.014193002248403808,0.012001871324043956
134,134,134,134,2019-08-16,37.08046722412109,36.55000305175781,35.94996643066406,0.014513382436988964,0.031446504842706835
135,135,135,135,2019-08-19,37.55876159667969,36.34130096435547,36.61957931518555,0.033500744332690235,0.025646998110234298
136,136,136,136,2019-08-20,37.46310806274414,36.61957931518555,36.81958770751953,0.023034910922878682,0.017477663257298826
137,137,137,137,2019-08-21,37.628326416015625,36.75001525878906,35.8369140625,0.023899613402650344,0.049987907730877135
138,138,138,138,2019-08-22,37.98487854003906,36.054325103759766,35.880401611328125,0.053545682264843686,0.058652546632769864
139,139,139,139,2019-08-23,37.11526107788086,36.66305923461914,36.14998245239258,0.0123339910171687,0.026702049627810975
140,140,140,140,2019-08-26,37.09786987304688,37.08046722412109,36.55000305175781,0.0004693211879076564,0.014989515062782566
141,141,141,141,2019-08-27,36.56740188598633,37.55876159667969,36.34130096435547,-0.026394898781247345,0.006221596795685125
142,142,142,142,2019-08-28,36.49782943725586,37.46310806274414,36.61957931518555,-0.025766111660346147,-0.003324720824392391
143,143,143,143,2019-08-29,37.66312026977539,37.628326416015625,36.75001525878906,0.0009246718383137953,0.024846384540424094
144,144,144,144,2019-08-30,39.13276672363281,37.98487854003906,36.054325103759766,0.0302196091632565,0.08538342101852359
145,145,145,145,2019-09-03,39.5067024230957,37.11526107788086,36.66305923461914,0.06443283101785968,0.07756153599401361
146,146,146,146,2019-09-04,39.193641662597656,37.09786987304688,37.08046722412109,0.056493049243062865,0.0569888838159498
147,147,147,147,2019-09-05,38.80231857299805,36.56740188598633,37.55876159667969,0.061117732508860545,0.0331096373643025
148,148,148,148,2019-09-06,39.115379333496094,36.49782943725586,37.46310806274414,0.07171796067325364,0.04410395603014816
149,149,149,149,2019-09-09,38.77622604370117,37.66312026977539,37.628326416015625,0.029554263320531238,0.03050626315383953
150,150,150,150,2019-09-10,39.90672302246094,39.13276672363281,37.98487854003906,0.019777704558791687,0.05059498822396136
151,151,151,151,2019-09-11,40.57633590698242,39.5067024230957,37.11526107788086,0.02707473462177412,0.09325206744037207
152,152,152,152,2019-09-12,41.00244903564453,39.193641662597656,37.09786987304688,0.04615053096158239,0.1052507644228513
153,153,153,153,2019-09-13,40.245880126953125,38.80231857299805,36.56740188598633,0.03720297155025243,0.1005944653228561
154,154,154,154,2019-09-16,40.645904541015625,39.115379333496094,36.49782943725586,0.039128476665669876,0.11365265188963636
155,155,155,155,2019-09-17,40.60242462158203,38.77622604370117,37.66312026977539,0.04709583072428747,0.07804197662734347
156,156,156,156,2019-09-18,40.50676727294922,39.90672302246094,39.13276672363281,0.015036169473262806,0.03511125494959266
157,157,157,157,2019-09-19,40.53285217285156,40.57633590698242,39.5067024230957,-0.0010716525570604318,0.02597406735612462
158,158,158,158,2019-09-20,40.66329574584961,41.00244903564453,39.193641662597656,-0.008271537378171878,0.037497257741539114
159,159,159,159,2019-09-23,40.57633590698242,40.245880126953125,38.80231857299805,0.008210921937522375,0.04571936418301781
160,160,160,160,2019-09-24,40.13283157348633,40.645904541015625,39.115379333496094,-0.01262299297612035,0.02601156520343273
161,161,161,161,2019-09-25,40.4893684387207,40.60242462158203,38.77622604370117,-0.0027844687580858007,0.04418022509691388
162,162,162,162,2019-09-26,40.61111831665039,40.50676727294922,39.90672302246094,0.0025761385251510394,0.017651043253864573
163,163,163,163,2019-09-27,40.75895309448242,40.53285217285156,40.57633590698242,0.005578213955106159,0.004500583490796961
164,164,164,164,2019-09-30,40.802433013916016,40.66329574584961,41.00244903564453,0.003421691860296505,-0.004878148169994323
165,165,165,165,2019-10-01,40.715476989746094,40.57633590698242,40.245880126953125,0.003429118959450639,0.011668197125063617
166,166,166,166,2019-10-02,40.14152145385742,40.13283157348633,40.645904541015625,0.00021652796551818732,-0.012409198241589925
167,167,167,167,2019-10-03,40.6719970703125,40.4893684387207,40.60242462158203,0.0045105329777668235,0.0017135047815219906
168,168,168,168,2019-10-04,41.16766357421875,40.61111831665039,40.50676727294922,0.013704258356760812,0.016315700949823375
169,169,169,169,2019-10-07,40.87200546264648,40.75895309448242,40.53285217285156,0.0027736818436427946,0.008367367989516206
170,170,170,170,2019-10-08,40.6719970703125,40.802433013916016,40.66329574584961,-0.00319676877011299,0.0002139847325035582
171,171,171,171,2019-10-09,41.03121948242188,40.715476989746094,40.57633590698242,0.007754851865183987,0.011210563134193219
172,172,172,172,2019-10-10,41.46055603027344,40.14152145385742,40.13283157348633,0.03285960593028947,0.03308324891942749
173,173,173,173,2019-10-11,41.06626892089844,40.6719970703125,40.4893684387207,0.009693938802767255,0.014248196611188257
174,174,174,174,2019-10-14,41.03121948242188,41.16766357421875,40.61111831665039,-0.003314351118102188,0.010344486514651141
175,175,175,175,2019-10-15,40.83846282958984,40.87200546264648,40.75895309448242,-0.0008206749993536766,0.0019507305529438135
176,176,176,176,2019-10-16,41.3291130065918,40.6719970703125,40.802433013916016,0.016156470879541418,0.012908053607885384
177,177,177,177,2019-10-17,42.02130126953125,41.03121948242188,40.715476989746094,0.024129962491939327,0.03207193864176072
178,178,178,178,2019-10-18,41.67082977294922,41.46055603027344,40.14152145385742,0.005071657565862031,0.0380979161651791
179,179,179,179,2019-10-21,41.9599723815918,41.06626892089844,40.6719970703125,0.021762470372334253,0.031667373231087925
180,180,180,180,2019-10-22,41.767208099365234,41.03121948242188,41.16766357421875,0.017937283517947877,0.014563481944162238
181,181,181,181,2019-10-23,41.8811149597168,40.83846282958984,40.87200546264648,0.025531130651947453,0.024689502891962478
182,182,182,182,2019-10-24,41.250267028808594,41.3291130065918,40.6719970703125,-0.0019077587697231557,0.01421788946081004
183,183,183,183,2019-10-25,40.70704650878906,42.02130126953125,41.03121948242188,-0.03127591771402671,-0.007900641943427877
184,184,184,184,2019-10-28,40.794654846191406,41.67082977294922,41.46055603027344,-0.021026097429108215,-0.01606107702935311
185,185,185,185,2019-10-29,40.73332977294922,41.9599723815918,41.06626892089844,-0.02923363717895855,-0.008107362969607124
186,186,186,186,2019-10-30,40.540565490722656,41.767208099365234,41.03121948242188,-0.029368556445629856,-0.011958065051160038
187,187,187,187,2019-10-31,40.57560729980469,41.8811149597168,40.83846282958984,-0.031171750350195038,-0.006436469729088179
188,188,188,188,2019-11-01,40.777130126953125,41.250267028808594,41.3291130065918,-0.011469911249908704,-0.01335578819585681
189,189,189,189,2019-11-04,40.60189437866211,40.70704650878906,42.02130126953125,-0.002583143193752746,-0.033778270733808125
190,190,190,190,2019-11-05,40.73332977294922,40.794654846191406,41.67082977294922,-0.0015032624610602507,-0.022497752147200623
191,191,191,191,2019-11-06,40.82969665527344,40.73332977294922,41.9599723815918,0.0023657992818504336,-0.02693699881495204
192,192,192,192,2019-11-07,40.6719856262207,40.540565490722656,41.767208099365234,0.003241694680556906,-0.026222065658278337
193,193,193,193,2019-11-08,40.52304458618164,40.57560729980469,41.8811149597168,-0.0012954264180119468,-0.03242679605930765
194,194,194,194,2019-11-11,40.365325927734375,40.777130126953125,41.250267028808594,-0.01009890097553856,-0.021452978727536154
195,195,195,195,2019-11-12,40.636940002441406,40.60189437866211,40.70704650878906,0.0008631524295998894,-0.0017222204104765382
196,196,196,196,2019-11-13,41.504356384277344,40.73332977294922,40.794654846191406,0.01892864186713661,0.017396924689318638
197,197,197,197,2019-11-14,41.24150466918945,40.82969665527344,40.73332977294922,0.010085992492007145,0.01247565320765176
198,198,198,198,2019-11-15,41.42549896240234,40.6719856262207,40.540565490722656,0.018526593294620364,0.021828345534109284
199,199,199,199,2019-11-18,42.091400146484375,40.52304458618164,40.57560729980469,0.03870280667009762,0.03735724361387405
200,200,200,200,2019-11-19,42.19652938842773,40.365325927734375,40.777130126953125,0.045365754359861565,0.0348087091233622
201,201,201,201,2019-11-20,42.30167388916016,40.636940002441406,40.60189437866211,0.040966024671610146,0.04186453702493642
202,202,202,202,2019-11-21,41.039981842041016,41.504356384277344,40.73332977294922,-0.011188573506279997,0.0075282838599519675
203,203,203,203,2019-11-22,41.03121948242188,41.24150466918945,40.82969665527344,-0.005098872809184196,0.004935692489951737
204,204,204,204,2019-11-25,41.00493240356445,41.42549896240234,40.6719856262207,-0.010152359521839127,0.00818614513693916
205,205,205,205,2019-11-26,41.26778793334961,42.091400146484375,40.52304458618164,-0.019567232505178556,0.01837826734820225
206,206,206,206,2019-11-27,41.23273849487305,42.19652938842773,40.365325927734375,-0.022840525216725416,0.021489051486704103
207,207,207,207,2019-11-29,40.803409576416016,42.30167388916016,40.636940002441406,-0.03541855853434861,0.004096508594510606
208,208,208,208,2019-12-02,41.30283737182617,41.039981842041016,41.504356384277344,0.006404864670673138,-0.004855370134772441
209,209,209,209,2019-12-03,41.6883544921875,41.03121948242188,41.24150466918945,0.016015488158891866,0.01083495441260851
210,210,210,210,2019-12-04,42.4681510925293,41.00493240356445,41.42549896240234,0.035683967834992725,0.02516933184252701
211,211,211,211,2019-12-05,41.73215866088867,41.26778793334961,42.091400146484375,0.011252619798498786,-0.008534795334569245
212,212,212,212,2019-12-06,41.83730316162109,41.23273849487305,42.19652938842773,0.01466224870858901,-0.008513169969498913
213,213,213,213,2019-12-09,42.266632080078125,40.803409576416016,42.30167388916016,0.03586029988307238,-0.0008283787817441324
214,214,214,214,2019-12-10,42.398048400878906,41.30283737182617,41.039981842041016,0.026516605123109827,0.03309130506112212
215,215,215,215,2019-12-11,42.0388069152832,41.6883544921875,41.03121948242188,0.008406482514472513,0.024556604594532683
216,216,216,216,2019-12-12,41.80224990844727,42.4681510925293,41.00493240356445,-0.0156800135384082,0.01944442919782774
217,217,217,217,2019-12-13,41.933685302734375,41.73215866088867,41.26778793334961,0.004829049067010649,0.01613600831864881
218,218,218,218,2019-12-16,42.02130126953125,41.83730316162109,41.23273849487305,0.004397943796696557,0.019124676251039086
219,219,219,219,2019-12-17,41.84606552124024,42.266632080078125,40.803409576416016,-0.009950321048553867,0.025553157337784516
220,220,220,220,2019-12-18,42.24909973144531,42.398048400878906,41.30283737182617,-0.0035131020188775564,0.022910347565240574
221,221,221,221,2019-12-19,42.24909973144531,42.0388069152832,41.6883544921875,0.00500234977138847,0.01345088445174536
222,222,222,222,2019-12-20,43.08146667480469,41.80224990844727,42.4681510925293,0.030601624772807146,0.01444177734366403
223,223,223,223,2019-12-23,43.02889633178711,41.933685302734375,41.73215866088867,0.026117690852736075,0.031072863530391404
224,224,224,224,2019-12-24,43.134033203125,42.02130126953125,41.83730316162109,0.026480187428193025,0.030994589600924716
225,225,225,225,2019-12-26,42.95004653930664,41.84606552124024,42.266632080078125,0.02638195501333418,0.016169125042509336
226,226,226,226,2019-12-27,43.33555603027344,42.24909973144531,42.398048400878906,0.02571548993313799,0.022112046774660055
227,227,227,227,2019-12-30,43.15156555175781,42.24909973144531,42.0388069152832,0.021360592913197918,0.026469795841662425
228,228,228,228,2019-12-31,43.300514221191406,43.08146667480469,41.80224990844727,0.005084496032601971,0.03584171464515773
229,229,229,229,2020-01-02,42.48567199707031,43.02889633178711,41.933685302734375,-0.012624640207550386,0.013163324195117676
230,230,230,230,2020-01-03,42.433101654052734,43.134033203125,42.02130126953125,-0.016250081363165525,0.009799800864807473
231,231,231,231,2020-01-06,42.50318908691406,42.95004653930664,41.84606552124024,-0.010404120330431477,0.01570335364839215
232,232,232,232,2020-01-07,42.52967071533203,43.33555603027344,42.24909973144531,-0.018596399556484955,0.00664087485106557
233,233,233,233,2020-01-08,41.78833770751953,43.15156555175781,42.24909973144531,-0.03159161960423351,-0.010905842416870315
234,234,234,234,2020-01-09,42.0266227722168,43.300514221191406,43.08146667480469,-0.029419776459633007,-0.02448486516372006
235,235,235,235,2020-01-10,42.12369918823242,42.48567199707031,43.02889633178711,-0.008519879569348743,-0.021036959362724428
236,236,236,236,2020-01-13,42.11487579345703,42.433101654052734,43.134033203125,-0.007499472067588275,-0.023627686399474768
237,237,237,237,2020-01-14,41.95602035522461,42.50318908691406,42.95004653930664,-0.012873592392574462,-0.023143774318668764
238,238,238,238,2020-01-15,42.16782760620117,42.52967071533203,43.33555603027344,-0.008508015769809751,-0.026946196865606398
239,239,239,239,2020-01-16,42.44142532348633,41.78833770751953,43.15156555175781,0.015628466021736065,-0.016456882136054007
240,240,240,240,2020-01-17,42.379638671875,42.0266227722168,43.300514221191406,0.008399816030222995,-0.021267081139321187
241,241,241,241,2020-01-21,42.85621643066406,42.12369918823242,42.48567199707031,0.017389670341114716,0.008721632874709062
242,242,242,242,2020-01-22,42.86503219604492,42.11487579345703,42.433101654052734,0.017812148046378207,0.010179094272052547
243,243,243,243,2020-01-23,43.209228515625,41.95602035522461,42.50318908691406,0.029869566984427554,0.01661144596155295
