,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,FOX,FOX_6m,FOX_12m,FOX_6m_ret,FOX_12m_ret
243,243,243,243,2020-02-28,28.711923599243164,34.45431137084961,34.52031707763672,-0.16666674047837293,-0.16826014272494627
244,244,244,244,2020-03-02,29.97543907165528,33.47367477416992,35.03892135620117,-0.10450707088825717,-0.14451022144977532
245,245,245,245,2020-03-03,29.16811180114746,32.31388092041016,35.37837600708008,-0.09735039647545907,-0.17553841942009407
246,246,246,246,2020-03-04,29.13012313842773,30.95607566833496,35.18035888671875,-0.05898527156576894,-0.17197765855012637
247,247,247,247,2020-03-05,27.657947540283203,30.55061912536621,35.095489501953125,-0.09468454872265486,-0.21192301538509695
248,248,248,248,2020-03-06,27.088069915771484,29.22110176086425,35.38779830932617,-0.0729962840740499,-0.23453644448310762
249,249,249,249,2020-03-09,25.767858505249023,28.711923599243164,34.45431137084961,-0.10253806519852071,-0.2521151205752973
250,250,250,250,2020-03-10,27.31602096557617,29.97543907165528,33.47367477416992,-0.08871990497693338,-0.18395511846656676
251,251,251,251,2020-03-11,26.13827896118164,29.16811180114746,32.31388092041016,-0.1038748363494214,-0.19111297632244095
252,252,252,252,2020-03-12,24.27668571472168,29.13012313842773,30.95607566833496,-0.16661232088317257,-0.21576991945544455
253,253,253,253,2020-03-13,24.105722427368164,27.657947540283203,30.55061912536621,-0.12843415469428088,-0.21095797343913214
254,254,254,254,2020-03-16,22.025680541992188,27.088069915771484,29.22110176086425,-0.18688630786617333,-0.24624058592167364
255,255,255,255,2020-03-17,22.59555625915528,25.767858505249023,28.711923599243164,-0.12311082216814917,-0.21302534185654876
256,256,256,256,2020-03-18,20.33504867553711,27.31602096557617,29.97543907165528,-0.25556329374752373,-0.3216096475875847
257,257,257,257,2020-03-19,20.838438034057617,26.13827896118164,29.16811180114746,-0.20276166365026937,-0.2855746653700826
258,258,258,258,2020-03-20,19.043331146240234,24.27668571472168,29.13012313842773,-0.21557121223132514,-0.3462667131290377
259,259,259,259,2020-03-23,18.81538200378418,24.105722427368164,27.657947540283203,-0.2194640894718698,-0.319711559349081
260,260,260,260,2020-03-24,20.5629997253418,22.025680541992188,27.088069915771484,-0.06640797381319374,-0.24088354064054573
261,261,261,261,2020-03-25,22.16814994812012,22.59555625915528,25.767858505249023,-0.01891550294815081,-0.13969762199662916
262,262,262,262,2020-03-26,23.364887237548828,20.33504867553711,27.31602096557617,0.14899588441391787,-0.14464528830925216
263,263,263,263,2020-03-27,20.93341827392578,20.838438034057617,26.13827896118164,0.00455793470282817,-0.19912790337059594
264,264,264,264,2020-03-30,22.57655906677246,19.043331146240234,24.27668571472168,0.18553623278403153,-0.07003125006138056
265,265,265,265,2020-03-31,21.731245040893555,18.81538200378418,24.105722427368164,0.1549723006698951,-0.09850264366185402
266,266,266,266,2020-04-01,20.48226547241211,20.5629997253418,22.025680541992188,-0.0039261904395297975,-0.07007343390082954
267,267,267,267,2020-04-02,20.74345970153809,22.16814994812012,22.59555625915528,-0.06426743999459672,-0.08196729199205965
268,268,268,268,2020-04-03,20.506010055541992,23.364887237548828,20.33504867553711,-0.1223578420448117,0.00840722747866085
269,269,269,269,2020-04-06,23.2224178314209,20.93341827392578,20.838438034057617,0.10934666892631895,0.11440299860608505
270,270,270,270,2020-04-07,23.71630859375,22.57655906677246,19.043331146240234,0.05048375722830989,0.24538655614526572
271,271,271,271,2020-04-08,24.523632049560547,21.731245040893555,18.81538200378418,0.12849641166036818,0.3033820968730965
272,272,272,272,2020-04-09,24.3526668548584,20.48226547241211,20.5629997253418,0.188963539587913,0.1842954423058334
273,273,273,273,2020-04-13,24.124717712402344,20.74345970153809,22.16814994812012,0.16300357122267028,0.08826030899561577
274,274,274,274,2020-04-14,24.704090118408203,20.506010055541992,23.364887237548828,0.20472437356147832,0.057316898953708284
275,275,275,275,2020-04-15,23.906269073486328,23.2224178314209,20.93341827392578,0.029447891560203887,0.14201458933553468
276,276,276,276,2020-04-16,23.86827278137207,23.71630859375,22.57655906677246,0.006407581813221874,0.057214817846211075
277,277,277,277,2020-04-17,24.91304588317871,24.523632049560547,21.731245040893555,0.015879125605505084,0.14641594792648505
278,278,278,278,2020-04-20,24.40015983581543,24.3526668548584,20.48226547241211,0.0019502168382661278,0.19128227630290184
279,279,279,279,2020-04-21,23.79229164123535,24.124717712402344,20.74345970153809,-0.013779480246357223,0.14697798648656457
280,280,280,280,2020-04-22,23.35539054870605,24.704090118408203,20.506010055541992,-0.054594181094618444,0.13895343294216222
281,281,281,281,2020-04-23,23.2224178314209,23.906269073486328,23.2224178314209,-0.02860551932898081,0.0
282,282,282,282,2020-04-24,23.288902282714844,23.86827278137207,23.71630859375,-0.02427366671916853,-0.018021620411356576
283,283,283,283,2020-04-27,24.704090118408203,24.91304588317871,24.523632049560547,-0.008387403360887058,0.007358537613146421
284,284,284,284,2020-04-28,25.61589241027832,24.40015983581543,24.3526668548584,0.04982477912617589,0.051872165087656796
285,285,285,285,2020-04-29,26.546688079833984,23.79229164123535,24.124717712402344,0.11576843795176428,0.1003937288014991
286,286,286,286,2020-04-30,24.27668571472168,23.35539054870605,24.704090118408203,0.0394467891296586,-0.01730095711430568
287,287,287,287,2020-05-01,23.76379776000977,23.2224178314209,23.906269073486328,0.023312814906652823,-0.005959579599753129
288,288,288,288,2020-05-04,23.39337730407715,23.288902282714844,23.86827278137207,0.004486043184604993,-0.019896516251714402
289,289,289,289,2020-05-05,22.65254020690918,24.704090118408203,24.91304588317871,-0.0830449493045815,-0.09073582117856671
290,290,290,290,2020-05-06,23.37438201904297,25.61589241027832,24.40015983581543,-0.08750467699247322,-0.04203979906995481
291,291,291,291,2020-05-07,23.75429916381836,26.546688079833984,23.79229164123535,-0.10518784518875046,-0.0015968397659998912
292,292,292,292,2020-05-08,24.43814849853516,24.27668571472168,23.35539054870605,0.006650940153480889,0.046360087516887916
293,293,293,293,2020-05-11,24.172208786010746,23.76379776000977,23.2224178314209,0.017186269220328843,0.04089974444025124
294,294,294,294,2020-05-12,23.640323638916016,23.39337730407715,23.288902282714844,0.010556249815020458,0.015089648792163013
295,295,295,295,2020-05-13,22.85199546813965,22.65254020690918,24.704090118408203,0.008804984315605946,-0.07497117446509272
296,296,296,296,2020-05-14,23.85877799987793,23.37438201904297,25.61589241027832,0.020723370587522938,-0.06859469825440678
297,297,297,297,2020-05-15,24.219697952270508,23.75429916381836,26.546688079833984,0.01959219193303019,-0.08765651370768013
298,298,298,298,2020-05-18,25.50666618347168,24.43814849853516,24.27668571472168,0.043723348558937225,0.05066509008699338
299,299,299,299,2020-05-19,25.58739852905273,24.172208786010746,23.76379776000977,0.05854614923982471,0.07673860834280277
300,300,300,300,2020-05-20,25.99580955505371,23.640323638916016,23.39337730407715,0.09963848008663301,0.11124653858863698
301,301,301,301,2020-05-21,25.862838745117188,22.85199546813965,22.65254020690918,0.1317540641549344,0.14171914093894178
302,302,302,302,2020-05-22,25.99580955505371,23.85877799987793,23.37438201904297,0.08957003393831475,0.11214959753267828
303,303,303,303,2020-05-26,27.154556274414062,24.219697952270508,23.75429916381836,0.12117650384935641,0.14314280910357668
304,304,304,304,2020-05-27,27.828907012939453,25.50666618347168,24.43814849853516,0.09104446707239955,0.1387485845995058
305,305,305,305,2020-05-28,27.22104263305664,25.58739852905273,24.172208786010746,0.06384565051226376,0.12612971673529305
306,306,306,306,2020-05-29,27.335018157958984,25.99580955505371,23.640323638916016,0.05151632612437429,0.15628781464568742
307,307,307,307,2020-06-01,27.67694091796875,25.862838745117188,22.85199546813965,0.07014319621793486,0.21113891154739917
308,308,308,308,2020-06-02,27.42049789428711,25.99580955505371,23.85877799987793,0.05480453825514475,0.14928341654494637
309,309,309,309,2020-06-03,28.702713012695312,27.154556274414062,24.219697952270508,0.05701277983098452,0.1850978930149927
310,310,310,310,2020-06-04,28.441524505615234,27.828907012939453,25.50666618347168,0.02201371014646525,0.11506240372743592
311,311,311,311,2020-06-05,28.73120880126953,27.22104263305664,25.58739852905273,0.055477895853224046,0.12286556871528842
312,312,312,312,2020-06-08,30.089412689208984,27.335018157958984,25.99580955505371,0.10076432052590456,0.15747165424819243
313,313,313,313,2020-06-09,28.807191848754883,27.67694091796875,25.862838745117188,0.040837278011903955,0.1138449314344343
314,314,314,314,2020-06-10,28.237319946289062,27.42049789428711,25.99580955505371,0.02978873888982636,0.08622583522503113
315,315,315,315,2020-06-11,26.23325729370117,28.702713012695312,27.154556274414062,-0.086035620322786,-0.033927970370886684
316,316,316,316,2020-06-12,26.546688079833984,28.441524505615234,27.828907012939453,-0.06662218213398341,-0.04607507339434069
317,317,317,317,2020-06-15,27.41100311279297,28.73120880126953,27.22104263305664,-0.04595023124882336,0.006978442460747081
318,318,318,318,2020-06-16,26.61317443847656,30.089412689208984,27.335018157958984,-0.11553027925929293,-0.026407288823119046
319,319,319,319,2020-06-17,26.366226196289062,28.807191848754883,27.67694091796875,-0.08473459215606693,-0.04735764424126543
320,320,320,320,2020-06-18,27.22104263305664,28.237319946289062,27.42049789428711,-0.03599057258852856,-0.007273947468037223
321,321,321,321,2020-06-19,26.4232177734375,26.23325729370117,28.702713012695312,0.00724120827275021,-0.07941741389566848
322,322,322,322,2020-06-22,26.214262008666992,26.546688079833984,28.441524505615234,-0.012522318044619563,-0.07831023602509468
323,323,323,323,2020-06-23,26.41371726989746,27.41100311279297,28.73120880126953,-0.03638268321636373,-0.08066112175794249
324,324,324,324,2020-06-24,25.653884887695312,26.61317443847656,30.089412689208984,-0.0360456642629724,-0.14741157786387749
325,325,325,325,2020-06-25,25.40694046020508,26.366226196289062,28.807191848754883,-0.0363831262366624,-0.11803480902970309
326,326,326,326,2020-06-26,24.45714569091797,27.22104263305664,28.237319946289062,-0.10153530779097553,-0.13387156651415433
327,327,327,327,2020-06-29,25.44493103027344,26.4232177734375,26.23325729370117,-0.03702375507601885,-0.03005064352481346
328,328,328,328,2020-06-30,25.49241828918457,26.214262008666992,26.546688079833984,-0.027536297578919622,-0.0397137973474847
329,329,329,329,2020-07-01,25.56365203857422,26.41371726989746,27.41100311279297,-0.03218271864717892,-0.06739450820596105
330,330,330,330,2020-07-02,25.21697998046875,25.653884887695312,26.61317443847656,-0.017030750279702134,-0.052462529835945904
331,331,331,331,2020-07-06,25.197982788085938,25.40694046020508,26.366226196289062,-0.008224432707528706,-0.044308328370768146
332,332,332,332,2020-07-07,24.47614097595215,24.45714569091797,27.22104263305664,0.0007766762840699659,-0.10083749157246258
333,333,333,333,2020-07-08,24.115219116210938,25.44493103027344,26.4232177734375,-0.05225842084148158,-0.08734737294360595
334,334,334,334,2020-07-09,23.22336769104004,25.49241828918457,26.214262008666992,-0.08900884068371029,-0.11409416433840858
335,335,335,335,2020-07-10,24.115219116210938,25.56365203857422,26.41371726989746,-0.056659859091246934,-0.08701910943470348
336,336,336,336,2020-07-13,23.79229164123535,25.21697998046875,25.653884887695312,-0.05649718326051967,-0.07256574412060524
337,337,337,337,2020-07-14,23.86827278137207,25.197982788085938,25.40694046020508,-0.05277049428506553,-0.060560919613403597
338,338,338,338,2020-07-15,24.93204116821289,24.47614097595215,24.45714569091797,0.018626310115988698,0.01941745301338549
339,339,339,339,2020-07-16,25.06976318359375,24.115219116210938,25.44493103027344,0.03958264126827449,-0.014744305898621968
340,340,340,340,2020-07-17,23.991748809814453,23.22336769104004,25.49241828918457,0.033086550107496615,-0.05886728604350544
341,341,341,341,2020-07-20,23.57383918762207,24.115219116210938,25.56365203857422,-0.02244972048480942,-0.07783758157674903
342,342,342,342,2020-07-21,24.07723045349121,23.79229164123535,25.21697998046875,0.011976097828341192,-0.04519770122593214
343,343,343,343,2020-07-22,24.571121215820312,23.86827278137207,25.197982788085938,0.02944697510733918,-0.024877450609340657
344,344,344,344,2020-07-23,24.818065643310547,24.93204116821289,24.47614097595215,-0.0045714478061931185,0.01396971310527828
345,345,345,345,2020-07-24,25.15999412536621,25.06976318359375,24.115219116210938,0.0035991940215658325,0.04332430089565076
346,346,346,346,2020-07-27,24.40015983581543,23.991748809814453,23.22336769104004,0.0170229785764473,0.05067276031759227
347,347,347,347,2020-07-28,24.41915512084961,23.57383918762207,24.115219116210938,0.03585822090749602,0.012603493386230902
348,348,348,348,2020-07-29,24.61861038208008,24.07723045349121,23.79229164123535,0.022485141288763666,0.034730523368863064
349,349,349,349,2020-07-30,24.58061981201172,24.571121215820312,23.86827278137207,0.00038657561077393154,0.029844934200500495
350,350,350,350,2020-07-31,24.47614097595215,24.818065643310547,24.93204116821289,-0.01377724889089249,-0.018285714722867996
351,351,351,351,2020-08-03,24.93204116821289,25.15999412536621,25.06976318359375,-0.00906013554762719,-0.005493550711758943
352,352,352,352,2020-08-04,25.368946075439453,24.40015983581543,23.991748809814453,0.03970409399540098,0.05740295451332922
353,353,353,353,2020-08-05,23.602333068847656,24.41915512084961,23.57383918762207,-0.033450053777844824,0.0012087077119176115
354,354,354,354,2020-08-06,23.89676856994629,24.61861038208008,24.07723045349121,-0.02932098119799731,-0.00749512631419591
355,355,355,355,2020-08-07,23.640323638916016,24.58061981201172,24.571121215820312,-0.038253558302716706,-0.03788177058460784
356,356,356,356,2020-08-10,23.44087219238281,24.47614097595215,24.818065643310547,-0.042297059188639796,-0.0554915709677376
357,357,357,357,2020-08-11,23.68781471252441,24.93204116821289,25.15999412536621,-0.04990471687792686,-0.058512708926173995
358,358,358,358,2020-08-12,23.94425773620605,25.368946075439453,24.40015983581543,-0.05615875153019034,-0.018684389884208397
359,359,359,359,2020-08-13,24.40015983581543,23.602333068847656,24.41915512084961,0.03380287722576081,-0.000777884613131441
360,360,360,360,2020-08-14,24.523632049560547,23.89676856994629,24.61861038208008,0.02623214422399478,-0.003857989181577426
361,361,361,361,2020-08-17,24.41915512084961,23.640323638916016,24.58061981201172,0.03294504313179125,-0.006568780299152865
362,362,362,362,2020-08-18,24.442901611328125,23.44087219238281,24.47614097595215,0.04274710474599708,-0.0013580312622272217
363,363,363,363,2020-08-19,24.61861038208008,23.68781471252441,24.93204116821289,0.03929428192730389,-0.012571404965126431
364,364,364,364,2020-08-20,24.61861038208008,23.94425773620605,25.368946075439453,0.028163439155365566,-0.029576935956586614
365,365,365,365,2020-08-21,24.704090118408203,24.40015983581543,23.602333068847656,0.012456077527273068,0.046680006012403075
366,366,366,366,2020-08-24,25.691877365112305,24.523632049560547,23.89676856994629,0.04763753236840351,0.07511931121196147
367,367,367,367,2020-08-25,25.606395721435547,24.41915512084961,23.640323638916016,0.048619233331797185,0.08316603920273913
368,368,368,368,2020-08-26,25.78685569763184,24.442901611328125,23.44087219238281,0.054983410221675744,0.10008089656371078
369,369,369,369,2020-08-27,26.25225257873535,24.61861038208008,23.68781471252441,0.06635801823503407,0.10825979083900261
370,370,370,370,2020-08-28,26.518198013305664,24.61861038208008,23.94425773620605,0.0771606358662833,0.10749718389505825
371,371,371,371,2020-08-31,26.40421867370605,24.704090118408203,24.40015983581543,0.06881971961521471,0.08213302090542007
372,372,372,372,2020-09-01,26.327600479125977,25.691877365112305,24.523632049560547,0.024744128464389226,0.07356041005344305
373,373,373,373,2020-09-02,26.80646133422852,25.606395721435547,24.41915512084961,0.046865854368890236,0.09776366960954253
374,374,374,374,2020-09-03,26.346755981445312,25.78685569763184,24.442901611328125,0.02171262329842305,0.0778898675939046
375,375,375,375,2020-09-04,26.586185455322266,26.25225257873535,24.61861038208008,0.012720160892303989,0.07992226379578216
376,376,376,376,2020-09-08,26.66280174255371,26.518198013305664,24.61861038208008,0.005452999829607341,0.0830343926301218
377,377,377,377,2020-09-09,27.09377670288086,26.40421867370605,24.704090118408203,0.02611544911425412,0.09673242661513726
378,378,378,378,2020-09-10,26.95969581604004,26.327600479125977,25.691877365112305,0.024008847194989302,0.049347053658653106
379,379,379,379,2020-09-11,26.95011711120605,26.80646133422852,25.606395721435547,0.00535899816042118,0.05247600655666096
380,380,380,380,2020-09-14,27.486438751220703,26.346755981445312,25.78685569763184,0.04325704350767179,0.06590889069678041
381,381,381,381,2020-09-15,27.42897224426269,26.586185455322266,26.25225257873535,0.031700177159928344,0.04482356940602106
382,382,382,382,2020-09-16,28.21430015563965,26.66280174255371,26.518198013305664,0.05818962418378382,0.06395993202415018
383,383,383,383,2020-09-17,27.55348014831543,27.09377670288086,26.40421867370605,0.016967123132217043,0.043525676287245796
384,384,384,384,2020-09-18,26.816038131713867,26.95969581604004,26.327600479125977,-0.005328609243458238,0.018552304186443047
385,385,385,385,2020-09-21,25.752973556518555,26.95011711120605,26.80646133422852,-0.04442071808993053,-0.03929977047603783
386,386,386,386,2020-09-22,25.81043815612793,27.486438751220703,26.346755981445312,-0.060975545441234735,-0.02035612375561846
387,387,387,387,2020-09-23,24.88145065307617,27.42897224426269,26.586185455322266,-0.09287703412654802,-0.06412107540251988
388,388,388,388,2020-09-24,25.11130142211914,28.21430015563965,26.66280174255371,-0.10997964565498042,-0.058189695719725654
389,389,389,389,2020-09-25,25.647624969482425,27.55348014831543,27.09377670288086,-0.06916930887039052,-0.05337578991874792
390,390,390,390,2020-09-28,26.72026634216309,26.816038131713867,26.95969581604004,-0.0035714369542723112,-0.00888101540576347
391,391,391,391,2020-09-29,26.643648147583008,25.752973556518555,26.95011711120605,0.03458531066751336,-0.011371711757631298
392,392,392,392,2020-09-30,26.78730583190918,25.81043815612793,27.486438751220703,0.03784777576700393,-0.025435558445361495
393,393,393,393,2020-10-01,27.01715850830078,24.88145065307617,27.42897224426269,0.08583534316398755,-0.015013823058866116
394,394,394,394,2020-10-02,26.978849411010746,25.11130142211914,28.21430015563965,0.07437081645026122,-0.04378810524499055
395,395,395,395,2020-10-05,27.66840362548828,25.647624969482425,27.55348014831543,0.07879008907882645,0.004170924201017057
396,396,396,396,2020-10-06,26.930965423583984,26.72026634216309,26.816038131713867,0.007885366063452137,0.004285767021422915
397,397,397,397,2020-10-07,27.879100799560547,26.643648147583008,25.752973556518555,0.04636950034523002,0.0825585145876806
398,398,398,398,2020-10-08,28.37711334228516,26.78730583190918,25.81043815612793,0.05934928732109346,0.09944330160655745
399,399,399,399,2020-10-09,27.965295791625977,27.01715850830078,24.88145065307617,0.03509389349860337,0.1239415330540039
400,400,400,400,2020-10-12,27.89825439453125,26.978849411010746,25.11130142211914,0.03407873217696489,0.11098401176281691
401,401,401,401,2020-10-13,26.30844688415528,27.66840362548828,25.647624969482425,-0.04915197709781138,0.025765423327078096
402,402,402,402,2020-10-14,25.982824325561523,26.930965423583984,26.72026634216309,-0.03520635384248627,-0.027598602766841562
403,403,403,403,2020-10-15,26.04986572265625,27.879100799560547,26.643648147583008,-0.06561313042539485,-0.022286078154076794
404,404,404,404,2020-10-16,25.97324752807617,28.37711334228516,26.78730583190918,-0.08471142872122073,-0.030389704322683397
405,405,405,405,2020-10-19,25.140033721923828,27.965295791625977,27.01715850830078,-0.101027433814884,-0.06947898631901739
406,406,406,406,2020-10-20,25.072996139526367,27.89825439453125,26.978849411010746,-0.1012700728529704,-0.0706424963663036
407,407,407,407,2020-10-21,25.618894577026367,26.30844688415528,27.66840362548828,-0.02621030082715403,-0.07407398981898239
408,408,408,408,2020-10-22,26.2509822845459,25.982824325561523,26.930965423583984,0.010320585461549125,-0.025249118564558026
409,409,409,409,2020-10-23,25.796066284179688,26.04986572265625,27.879100799560547,-0.009742830968062388,-0.07471670375443717
410,410,410,410,2020-10-26,25.072996139526367,25.97324752807617,28.37711334228516,-0.03466071724672326,-0.11643598708947178
411,411,411,411,2020-10-27,24.89581871032715,25.140033721923828,27.965295791625977,-0.009714187908336336,-0.10976022224724558
412,412,412,412,2020-10-28,23.96204376220703,25.072996139526367,27.89825439453125,-0.04430872047110368,-0.14109164597394352
413,413,413,413,2020-10-29,24.31639862060547,25.618894577026367,26.30844688415528,-0.05084122394527146,-0.07571896099839925
414,414,414,414,2020-10-30,25.034687042236328,26.2509822845459,25.982824325561523,-0.04633332304009097,-0.03649092459869463
415,415,415,415,2020-11-02,25.752973556518555,25.796066284179688,26.04986572265625,-0.001670515464893274,-0.011397070883151672
416,416,416,416,2020-11-03,25.571008682250977,25.072996139526367,25.97324752807617,0.019862506257858792,-0.015486659702079408
417,417,417,417,2020-11-04,24.354707717895508,24.89581871032715,25.140033721923828,-0.02173501497290309,-0.031238064861602077
418,418,418,418,2020-11-05,25.25496482849121,23.96204376220703,25.072996139526367,0.0539570446959694,0.007257556613985194
419,419,419,419,2020-11-06,24.522306442260746,24.31639862060547,25.618894577026367,0.008467858455025956,-0.042803881778294306
420,420,420,420,2020-11-09,25.08257293701172,25.034687042236328,26.2509822845459,0.0019127818412350006,-0.044509166737811134
421,421,421,421,2020-11-10,25.571008682250977,25.752973556518555,25.796066284179688,-0.007065781117206904,-0.008724493085472296
422,422,422,422,2020-11-11,26.00197982788086,25.571008682250977,25.072996139526367,0.016853896965316917,0.037051163857118485
423,423,423,423,2020-11-12,24.37386131286621,24.354707717895508,24.89581871032715,0.0007864432286588396,-0.02096566509959452
424,424,424,424,2020-11-13,25.101726531982425,25.25496482849121,23.96204376220703,-0.006067650362985733,0.04756200185114867
425,425,425,425,2020-11-16,25.618894577026367,24.522306442260746,24.31639862060547,0.0447179851270354,0.05356450915051125
426,426,426,426,2020-11-17,26.480836868286133,25.08257293701172,25.034687042236328,0.05574643138827051,0.05776584399117857
427,427,427,427,2020-11-18,25.982824325561523,25.571008682250977,25.752973556518555,0.01610478680867966,0.008925212792943338
428,428,428,428,2020-11-19,26.116905212402344,26.00197982788086,25.571008682250977,0.004419870536098713,0.02134825954403108
429,429,429,429,2020-11-20,26.279714584350582,24.37386131286621,24.354707717895508,0.07819250495522967,0.07904044214994244
430,430,430,430,2020-11-23,26.854347229003903,25.101726531982425,25.25496482849121,0.06982072308008136,0.06332942498135496
431,431,431,431,2020-11-24,27.97487068176269,25.618894577026367,24.522306442260746,0.09196244192554026,0.14079280216284773
432,432,432,432,2020-11-25,27.735445022583008,26.480836868286133,25.08257293701172,0.0473779646971586,0.10576554854373499
433,433,433,433,2020-11-27,27.515167236328125,25.982824325561523,25.571008682250977,0.05897522500119834,0.07602979523551623
434,434,434,434,2020-11-30,27.179969787597656,26.116905212402344,26.00197982788086,0.040704079084013634,0.04530385637995482
435,435,435,435,2020-12-01,28.44415664672852,26.279714584350582,24.37386131286621,0.08236170356533656,0.1669942764347201
436,436,436,436,2020-12-02,28.779354095458984,26.854347229003903,25.101726531982425,0.07168324927205783,0.14650894864904407
437,437,437,437,2020-12-03,28.51119613647461,27.97487068176269,25.618894577026367,0.019171686647386554,0.11289720369285172
438,438,438,438,2020-12-04,28.017969131469727,27.735445022583008,26.480836868286133,0.010186391768968628,0.058046966975748626
439,439,439,439,2020-12-07,28.07064437866211,27.515167236328125,25.982824325561523,0.020188034387106812,0.08035385325861655
440,440,440,440,2020-12-08,27.67319297790528,27.179969787597656,26.116905212402344,0.01814656874757392,0.059589287200992436
441,441,441,441,2020-12-09,27.515167236328125,28.44415664672852,26.279714584350582,-0.0326601144107832,0.04701164649304257
442,442,442,442,2020-12-10,27.47207260131836,28.779354095458984,26.854347229003903,-0.04542428192809567,0.023002807219506094
443,443,443,443,2020-12-11,27.505590438842773,28.51119613647461,27.97487068176269,-0.0352705545154367,-0.016775063887099595
444,444,444,444,2020-12-14,27.141658782958984,28.017969131469727,27.735445022583008,-0.03127672617521993,-0.021408931392322916
445,445,445,445,2020-12-15,27.01715850830078,28.07064437866211,27.515167236328125,-0.0375298071590453,-0.01809942580940682
446,446,446,446,2020-12-16,26.92138862609864,27.67319297790528,27.179969787597656,-0.027167242768367683,-0.009513666259371889
447,447,447,447,2020-12-17,26.96927261352539,27.515167236328125,28.44415664672852,-0.01983977121105751,-0.05185191642420384
448,448,448,448,2020-12-18,26.61491775512696,27.47207260131836,28.779354095458984,-0.031200953005280918,-0.07520795404763947
449,449,449,449,2020-12-21,26.231830596923828,27.505590438842773,28.51119613647461,-0.046309125584890976,-0.07994633156182351
450,450,450,450,2020-12-22,25.839168548583984,27.141658782958984,28.017969131469727,-0.04798860102068536,-0.07776440086224945
451,451,451,451,2020-12-23,26.57660865783692,27.01715850830078,28.07064437866211,-0.016306298470599945,-0.05322413339256571
452,452,452,452,2020-12-24,26.816038131713867,26.92138862609864,27.67319297790528,-0.0039132637564854855,-0.030974193938364092
453,453,453,453,2020-12-28,27.65882682800293,26.96927261352539,27.515167236328125,0.025568142840149077,0.005221105524851444
454,454,454,454,2020-12-29,27.567846298217773,26.61491775512696,27.47207260131836,0.035804301627317514,0.003486220289575792
455,455,455,455,2020-12-30,27.486438751220703,26.231830596923828,27.505590438842773,0.04782770114579815,-0.00069628345789019
456,456,456,456,2020-12-31,27.65882682800293,25.839168548583984,27.141658782958984,0.07042247802972224,0.019054400807980487
457,457,457,457,2021-01-04,27.20870018005371,26.57660865783692,27.01715850830078,0.023783753990387346,0.007089630528468893
458,458,458,458,2021-01-05,27.788116455078125,26.816038131713867,26.92138862609864,0.03624988592981726,0.03219476680854583
459,459,459,459,2021-01-06,30.12973403930664,27.65882682800293,26.96927261352539,0.0893352139144985,0.11718749226466874
460,460,460,460,2021-01-07,28.95174217224121,27.567846298217773,26.61491775512696,0.05019963689049245,0.08780130145861897
461,461,461,461,2021-01-08,28.36753845214844,27.486438751220703,26.231830596923828,0.032055797002389363,0.08141665322720804
462,462,462,462,2021-01-11,28.44415664672852,27.65882682800293,25.839168548583984,0.028393460923313185,0.10081547683109537
463,463,463,463,2021-01-12,27.94614028930664,27.20870018005371,26.57660865783692,0.02710309953702006,0.05153146697917266
464,464,464,464,2021-01-13,28.07064437866211,27.788116455078125,26.816038131713867,0.010167221086780476,0.04678566762121683
465,465,465,465,2021-01-14,29.05708885192871,30.12973403930664,27.65882682800293,-0.03560088469345857,0.0505539165714044
466,466,466,466,2021-01-15,29.10497665405273,28.95174217224121,27.567846298217773,0.005292755126786064,0.05575808640279356
467,467,467,467,2021-01-19,27.93656349182129,28.36753845214844,27.486438751220703,-0.015192539918616466,0.01637624810819105
468,468,468,468,2021-01-20,28.67400550842285,28.44415664672852,27.65882682800293,0.008080705803621191,0.03670360593140254
469,469,469,469,2021-01-21,28.58781242370605,27.94614028930664,27.20870018005371,0.022961028884727286,0.05068644347308249
470,470,470,470,2021-01-22,27.93656349182129,28.07064437866211,27.788116455078125,-0.004776551796678463,0.005342105031952871
471,471,471,471,2021-01-25,29.38271713256836,29.05708885192871,30.12973403930664,0.011206500496282024,-0.024793345529161903
472,472,472,472,2021-01-26,31.987707138061523,29.10497665405273,28.95174217224121,0.09904596448481895,0.10486294564791954
473,473,473,473,2021-01-27,31.09702491760254,27.93656349182129,28.36753845214844,0.11312992833590663,0.09621865746505676
474,474,474,474,2021-01-28,29.325252532958984,28.67400550842285,28.44415664672852,0.022712105022956397,0.030976340665449298
475,475,475,475,2021-01-29,28.62611961364746,28.58781242370605,27.94614028930664,0.0013399832548797175,0.02433177953382737
476,476,476,476,2021-02-01,29.353984832763672,27.93656349182129,28.07064437866211,0.050737140284178084,0.04571823990891688
477,477,477,477,2021-02-02,28.300498962402344,29.38271713256836,29.05708885192871,-0.03683179350920085,-0.026038048525158675
478,478,478,478,2021-02-03,27.917409896850582,31.987707138061523,29.10497665405273,-0.12724567045844237,-0.04080287613069722
479,479,479,479,2021-02-04,28.08979797363281,31.09702491760254,27.93656349182129,-0.09670465106993187,0.00548508702068462
480,480,480,480,2021-02-05,29.02836036682129,29.325252532958984,28.67400550842285,-0.010124112854749123,0.012358052253786056
481,481,481,481,2021-02-08,30.21592712402344,28.62611961364746,28.58781242370605,0.05553695477531795,0.05695135661962358
482,482,482,482,2021-02-09,28.434579849243164,29.353984832763672,27.93656349182129,-0.03132130062608418,0.017826686434345262
