,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,KIM,KIM_6m,KIM_12m,KIM_6m_ret,KIM_12m_ret
49,49,49,49,2019-04-16,14.041473388671877,14.80178165435791,14.737077713012695,-0.0513659965698916,-0.047200967375411684
50,50,50,50,2019-04-17,13.92823600769043,14.688547134399414,14.704723358154297,-0.051762173600437,-0.052805301504246005
51,51,51,51,2019-04-18,14.178977966308594,14.931198120117188,14.817960739135742,-0.050379088654319615,-0.043122180175544034
52,52,52,52,2019-04-22,13.8149995803833,14.777521133422852,14.704723358154297,-0.06513416860305354,-0.060505985464705314
53,53,53,53,2019-04-23,14.14662265777588,14.753251075744627,14.69663429260254,-0.04111828741029733,-0.03742432613319535
54,54,54,54,2019-04-24,14.356919288635254,14.470159530639648,14.92310905456543,-0.00782577702509879,-0.037940469634037854
55,55,55,55,2019-04-25,14.348834991455078,14.041473388671877,14.80178165435791,0.021889554911749487,-0.030600820460655598
56,56,56,56,2019-04-26,14.405452728271484,13.92823600769043,14.688547134399414,0.03426253836577442,-0.019273138693543412
57,57,57,57,2019-04-29,14.009119987487791,14.178977966308594,14.931198120117188,-0.011979564339856585,-0.061755133460258405
58,58,58,58,2019-04-30,14.065739631652832,13.8149995803833,14.777521133422852,0.0181498413959833,-0.04816650203667494
59,59,59,59,2019-05-01,14.073826789855955,14.14662265777588,14.753251075744627,-0.005145812515180981,-0.04605251292751955
60,60,60,60,2019-05-02,14.55104637145996,14.356919288635254,14.470159530639648,0.013521499906903767,0.005589906638488573
61,61,61,61,2019-05-03,14.72089958190918,14.348834991455078,14.041473388671877,0.025929951154617825,0.04838710115602529
62,62,62,62,2019-05-06,14.785604476928713,14.405452728271484,13.92823600769043,0.026389434322404925,0.06155614169410173
63,63,63,63,2019-05-07,14.526776313781738,14.009119987487791,14.178977966308594,0.0369513807260049,0.024529154943294662
64,64,64,64,2019-05-08,14.55104637145996,14.065739631652832,13.8149995803833,0.03450275296686267,0.05327881385691913
65,65,65,65,2019-05-09,14.567221641540527,14.073826789855955,14.14662265777588,0.03505761858886869,0.029731406141200623
66,66,66,66,2019-05-10,14.834138870239258,14.55104637145996,14.356919288635254,0.019455129999073284,0.03323969244444824
67,67,67,67,2019-05-13,14.631928443908691,14.72089958190918,14.348834991455078,-0.0060438655603510805,0.019729368455501772
68,68,68,68,2019-05-14,14.728986740112305,14.785604476928713,14.405452728271484,-0.003829247353718479,0.022459135297141053
69,69,69,69,2019-05-15,14.648107528686523,14.526776313781738,14.009119987487791,0.008352246381716277,0.04561225414368941
70,70,70,70,2019-05-16,14.672368049621582,14.55104637145996,14.065739631652832,0.008337660059937635,0.043128085252170045
71,71,71,71,2019-05-17,14.631928443908691,14.567221641540527,14.073826789855955,0.004441945345545095,0.0396552879601304
72,72,72,72,2019-05-20,14.526776313781738,14.834138870239258,14.55104637145996,-0.020719946007392465,-0.0016679252514666398
73,73,73,73,2019-05-21,14.753251075744627,14.631928443908691,14.72089958190918,0.008291636492142818,0.0021976573955577727
74,74,74,74,2019-05-22,14.672368049621582,14.728986740112305,14.785604476928713,-0.003844031601748288,-0.007658559207628146
75,75,75,75,2019-05-23,14.567221641540527,14.648107528686523,14.526776313781738,-0.005521934283155061,0.00278419154292453
76,76,76,76,2019-05-24,14.704723358154297,14.672368049621582,14.55104637145996,0.0022051865399839166,0.010561232695660783
77,77,77,77,2019-05-28,14.381185531616213,14.631928443908691,14.567221641540527,-0.017136696181484057,-0.01277087110378039
78,78,78,78,2019-05-29,13.992942810058594,14.526776313781738,14.834138870239258,-0.03674824284426337,-0.05670676724405621
79,79,79,79,2019-05-30,14.090004920959473,14.753251075744627,14.631928443908691,-0.04495593217928606,-0.03703705393493928
80,80,80,80,2019-05-31,14.073826789855955,14.672368049621582,14.728986740112305,-0.04079377355730007,-0.044480992604339464
81,81,81,81,2019-06-03,14.14662265777588,14.567221641540527,14.648107528686523,-0.028872972081735115,-0.03423547171049546
82,82,82,82,2019-06-04,14.251774787902832,14.704723358154297,14.672368049621582,-0.030802930406731432,-0.028665670074272565
83,83,83,83,2019-06-05,14.834138870239258,14.381185531616213,14.631928443908691,0.031496244703001164,0.013819806945184032
84,84,84,84,2019-06-06,14.842226028442385,13.992942810058594,14.526776313781738,0.06069368180175072,0.021715052799524015
85,85,85,85,2019-06-07,14.826047897338867,14.090004920959473,14.753251075744627,0.052238659993971925,0.004934290158860266
86,86,86,86,2019-06-10,14.745161056518556,14.073826789855955,14.672368049621582,0.04770090442966657,0.004961230978584474
87,87,87,87,2019-06-11,14.8098726272583,14.14662265777588,14.567221641540527,0.04688397969799918,0.01665732777936313
88,88,88,88,2019-06-12,14.866491317749023,14.251774787902832,14.704723358154297,0.04313263007551682,0.011001088266310077
89,89,89,89,2019-06-13,15.14958381652832,14.834138870239258,14.381185531616213,0.021264796632173733,0.053430802573461555
90,90,90,90,2019-06-14,15.14958381652832,14.842226028442385,13.992942810058594,0.020708334955749974,0.08265888184994896
91,91,91,91,2019-06-17,15.376056671142578,14.826047897338867,14.090004920959473,0.037097463707940204,0.09127404549518991
92,92,92,92,2019-06-18,15.359878540039062,14.745161056518556,14.073826789855955,0.04168943839706318,0.0913789667434346
93,93,93,93,2019-06-19,15.432677268981934,14.8098726272583,14.14662265777588,0.04205334221290524,0.09090894995344745
94,94,94,94,2019-06-20,15.473121643066406,14.866491317749023,14.251774787902832,0.04080521169061124,0.08569787786713245
95,95,95,95,2019-06-21,15.28708839416504,15.14958381652832,14.834138870239258,0.009076459083100508,0.030534264771816755
96,96,96,96,2019-06-24,15.084877014160156,15.14958381652832,14.842226028442385,-0.00427119339724491,0.01634869225497404
97,97,97,97,2019-06-25,15.052522659301758,15.376056671142578,14.826047897338867,-0.02104141645419544,0.015275464070471534
98,98,98,98,2019-06-26,14.680460929870604,15.359878540039062,14.745161056518556,-0.04423326710542663,-0.0043878887724559945
99,99,99,99,2019-06-27,14.882670402526855,15.432677268981934,14.8098726272583,-0.03563910894194189,0.004915489626464931
100,100,100,100,2019-06-28,14.94737434387207,15.473121643066406,14.866491317749023,-0.03397810159593273,0.005440626466211462
101,101,101,101,2019-07-01,14.74205207824707,15.28708839416504,15.14958381652832,-0.03565337635687427,-0.02690052368545126
102,102,102,102,2019-07-02,14.963800430297852,15.084877014160156,15.14958381652832,-0.008026355385506334,-0.012263266666624695
103,103,103,103,2019-07-03,15.103416442871094,15.052522659301758,15.376056671142578,0.0033810800170352984,-0.017731479149863505
104,104,104,104,2019-07-05,15.152694702148438,14.680460929870604,15.359878540039062,0.03216750308683913,-0.013488637774742296
105,105,105,105,2019-07-08,15.308737754821776,14.882670402526855,15.432677268981934,0.02862842089297235,-0.00803097946001008
106,106,106,106,2019-07-09,15.308737754821776,14.94737434387207,15.473121643066406,0.02417571157558207,-0.010623834804419863
107,107,107,107,2019-07-10,15.34980583190918,14.74205207824707,15.28708839416504,0.041225858546442895,0.004102641139177132
108,108,108,108,2019-07-11,15.086993217468262,14.963800430297852,15.084877014160156,0.008232720540764182,0.00014028641440821943
109,109,109,109,2019-07-12,15.1116304397583,15.103416442871094,15.052522659301758,0.0005438502552237434,0.003926769073489211
110,110,110,110,2019-07-15,15.086993217468262,15.152694702148438,14.680460929870604,-0.004335960432889863,0.027692065633339924
111,111,111,111,2019-07-16,15.029501914978027,15.308737754821776,14.882670402526855,-0.01824029154564344,0.009865938603749624
112,112,112,112,2019-07-17,14.94737434387207,15.308737754821776,14.94737434387207,-0.023605042867488324,0.0
113,113,113,113,2019-07-18,14.972013473510742,15.34980583190918,14.74205207824707,-0.02461219135509085,0.015599008472029219
114,114,114,114,2019-07-19,14.692777633666992,15.086993217468262,14.963800430297852,-0.02612949963713329,-0.0181118959647516
115,115,115,115,2019-07-22,14.914522171020508,15.1116304397583,15.103416442871094,-0.013043481279108482,-0.012506724724507312
116,116,116,116,2019-07-23,15.316949844360352,15.086993217468262,15.152694702148438,0.015242044824798961,0.010839995488632459
117,117,117,117,2019-07-24,15.440143585205078,15.029501914978027,15.308737754821776,0.02732237385843206,0.008583714247891727
118,118,118,118,2019-07-25,15.308737754821776,14.94737434387207,15.308737754821776,0.02417571157558207,0.0
119,119,119,119,2019-07-26,15.390864372253418,14.972013473510742,15.34980583190918,0.027975589220763597,0.0026748573104999895
120,120,120,120,2019-07-29,15.546911239624023,14.692777633666992,15.086993217468262,0.058132888637739466,0.030484405708040674
121,121,121,121,2019-07-30,15.908276557922363,14.914522171020508,15.1116304397583,0.06662998489034799,0.05271741665069496
122,122,122,122,2019-07-31,15.776870727539062,15.316949844360352,15.086993217468262,0.03002692362722925,0.04572664016790551
123,123,123,123,2019-08-01,15.60440158843994,15.440143585205078,15.029501914978027,0.010638372779917304,0.03825141223668771
124,124,124,124,2019-08-02,15.653678894042969,15.308737754821776,14.94737434387207,0.02253230440978382,0.04725275047790989
125,125,125,125,2019-08-05,15.399080276489258,15.390864372253418,14.972013473510742,0.0005338169473216858,0.02852434001172277
126,126,126,126,2019-08-06,15.431929588317873,15.546911239624023,14.692777633666992,-0.007395787467616044,0.05030716268087998
127,127,127,127,2019-08-07,15.489422798156738,15.908276557922363,14.914522171020508,-0.02632929835237463,0.038546365786581216
128,128,128,128,2019-08-08,15.67010498046875,15.776870727539062,15.316949844360352,-0.006767232166258963,0.02305649229754647
129,129,129,129,2019-08-09,15.56334114074707,15.60440158843994,15.440143585205078,-0.0026313375402545747,0.007979042089999888
130,130,130,130,2019-08-12,15.579764366149902,15.653678894042969,15.308737754821776,-0.0047218630453186305,0.01770404690894667
131,131,131,131,2019-08-13,15.522272109985352,15.399080276489258,15.390864372253418,0.007999947482849157,0.0085380349377151
132,132,132,132,2019-08-14,15.119842529296877,15.431929588317873,15.546911239624023,-0.020223463127854724,-0.027469682160317976
133,133,133,133,2019-08-15,15.210186958312988,15.489422798156738,15.908276557922363,-0.018027517453844677,-0.043882163920624384
134,134,134,134,2019-08-16,15.333379745483398,15.67010498046875,15.776870727539062,-0.021488384117722692,-0.028110199399779323
135,135,135,135,2019-08-19,15.538697242736816,15.56334114074707,15.60440158843994,-0.00158345806259641,-0.00421062899020741
136,136,136,136,2019-08-20,15.14448356628418,15.579764366149902,15.653678894042969,-0.027938856431709347,-0.0325287960233146
137,137,137,137,2019-08-21,15.218398094177246,15.522272109985352,15.399080276489258,-0.019576645329688946,-0.011733309981367568
138,138,138,138,2019-08-22,15.275887489318848,15.119842529296877,15.431929588317873,0.010320541349528645,-0.010111638865767714
139,139,139,139,2019-08-23,14.9063081741333,15.210186958312988,15.489422798156738,-0.01997863570070091,-0.03764598795074725
140,140,140,140,2019-08-26,15.09520435333252,15.333379745483398,15.67010498046875,-0.015533130732057643,-0.03668773297005912
141,141,141,141,2019-08-27,14.95558738708496,15.538697242736816,15.56334114074707,-0.03752630265863621,-0.03905033939472835
142,142,142,142,2019-08-28,15.004864692687988,15.14448356628418,15.579764366149902,-0.009219124111106813,-0.036900408757849834
143,143,143,143,2019-08-29,15.136270523071287,15.218398094177246,15.522272109985352,-0.005396597631217248,-0.024867595683092825
144,144,144,144,2019-08-30,15.09520435333252,15.275887489318848,15.119842529296877,-0.011827995991242068,-0.0016295259634230286
145,145,145,145,2019-09-03,15.38265609741211,14.9063081741333,15.210186958312988,0.03195613009701548,0.011339054514702074
146,146,146,146,2019-09-04,15.456571578979492,15.09520435333252,15.333379745483398,0.023939207260032624,0.008034225691982977
147,147,147,147,2019-09-05,15.530484199523926,14.95558738708496,15.538697242736816,0.038440269683785555,-0.0005285541692839901
148,148,148,148,2019-09-06,15.891852378845217,15.004864692687988,15.14448356628418,0.059113341194570346,0.04934924385436856
149,149,149,149,2019-09-09,16.22857666015625,15.136270523071287,15.218398094177246,0.07216481334817759,0.0663787712561883
150,150,150,150,2019-09-10,16.51602554321289,15.09520435333252,15.275887489318848,0.09412401161476835,0.08118271719146719
151,151,151,151,2019-09-11,16.581729888916016,15.38265609741211,14.9063081741333,0.0779497236309945,0.11239682523738836
152,152,152,152,2019-09-12,16.745986938476562,15.456571578979492,15.09520435333252,0.08342182177389446,0.10935808131538183
153,153,153,153,2019-09-13,16.524242401123047,15.530484199523926,14.95558738708496,0.06398758653188574,0.10488755629837154
154,154,154,154,2019-09-16,16.433897018432617,15.891852378845217,15.004864692687988,0.0341083359362786,0.09523793483062937
155,155,155,155,2019-09-17,16.49138832092285,16.22857666015625,15.136270523071287,0.016194375284423135,0.08952785270229158
156,156,156,156,2019-09-18,16.5653076171875,16.51602554321289,15.09520435333252,0.0029838942695787907,0.0973887619832341
157,157,157,157,2019-09-19,16.60637092590332,16.581729888916016,15.38265609741211,0.0014860353625574252,0.07955159503936926
158,158,158,158,2019-09-20,16.647432327270508,16.745986938476562,15.456571578979492,-0.005885267411717021,0.07704559463306548
159,159,159,159,2019-09-23,16.589942932128906,16.524242401123047,15.530484199523926,0.003976008667204933,0.06821801039773479
160,160,160,160,2019-09-24,16.589942932128906,16.433897018432617,15.891852378845217,0.009495368841685226,0.04392757600825492
161,161,161,161,2019-09-25,16.663860321044922,16.49138832092285,16.22857666015625,0.010458306891194313,0.026822047922253178
162,162,162,162,2019-09-26,17.0662899017334,16.5653076171875,16.51602554321289,0.030242860327332588,0.03331699609453764
163,163,163,163,2019-09-27,17.123777389526367,16.60637092590332,16.581729888916016,0.03115710626552204,0.03268944218978498
164,164,164,164,2019-09-30,17.14841651916504,16.647432327270508,16.745986938476562,0.030093781554159538,0.024031404190566485
165,165,165,165,2019-10-01,17.05684471130371,16.589942932128906,16.524242401123047,0.02814366397069268,0.0322315720897719
166,166,166,166,2019-10-02,17.031877517700195,16.589942932128906,16.433897018432617,0.026638704387307754,0.036387017552615086
167,167,167,167,2019-10-03,16.956954956054688,16.663860321044922,16.49138832092285,0.017588639688704832,0.028230893971562532
168,168,168,168,2019-10-04,17.06517219543457,17.0662899017334,16.5653076171875,-6.54920492539901e-05,0.030175387611180327
169,169,169,169,2019-10-07,17.173389434814453,17.123777389526367,16.60637092590332,0.0028972605844801436,0.03414463710591176
170,170,170,170,2019-10-08,17.106794357299805,17.14841651916504,16.647432327270508,-0.002427172317555848,0.02759356644308486
171,171,171,171,2019-10-09,17.04019546508789,17.05684471130371,16.589942932128906,-0.0009761035231086179,0.027140089318029137
172,172,172,172,2019-10-10,17.098464965820312,17.031877517700195,16.589942932128906,0.00390957767579736,0.030652428147090127
173,173,173,173,2019-10-11,17.26495933532715,16.956954956054688,16.663860321044922,0.018163896765113652,0.03607201468936316
174,174,174,174,2019-10-14,17.289936065673828,17.06517219543457,17.0662899017334,0.013170911354729142,0.013104556715499927
175,175,175,175,2019-10-15,17.223337173461914,17.173389434814453,17.123777389526367,0.0029084380131860765,0.00581412510048418
176,176,176,176,2019-10-16,17.23166275024414,17.106794357299805,17.14841651916504,0.007299344946591457,0.004854455861045048
177,177,177,177,2019-10-17,17.140092849731445,17.04019546508789,17.05684471130371,0.0058624553250123945,0.004880629438606787
178,178,178,178,2019-10-18,17.414798736572266,17.098464965820312,17.031877517700195,0.018500711694547034,0.022482619339771803
179,179,179,179,2019-10-21,17.6728572845459,17.26495933532715,16.956954956054688,0.02362576947309214,0.04221880227591157
180,180,180,180,2019-10-22,17.806049346923828,17.289936065673828,17.06517219543457,0.029850502586568517,0.04341457226475942
181,181,181,181,2019-10-23,17.697826385498047,17.223337173461914,17.173389434814453,0.027549202994599398,0.030537766157007873
182,182,182,182,2019-10-24,17.614587783813477,17.23166275024414,17.106794357299805,0.02222217548703531,0.029683727757970457
183,183,183,183,2019-10-25,17.60626220703125,17.140092849731445,17.04019546508789,0.027197598133612777,0.033219498162631034
184,184,184,184,2019-10-28,17.448097229003906,17.414798736572266,17.098464965820312,0.001912080233331226,0.020448166773011867
185,185,185,185,2019-10-29,17.581287384033203,17.6728572845459,17.26495933532715,-0.005181386294154544,0.01832196894080096
186,186,186,186,2019-10-30,18.09740447998047,17.806049346923828,17.289936065673828,0.01636270502119963,0.046701642576326696
187,187,187,187,2019-10-31,17.94756507873535,17.697826385498047,17.223337173461914,0.014111263597994528,0.04204922065796546
188,188,188,188,2019-11-01,18.089080810546875,17.614587783813477,17.23166275024414,0.02693750387786098,0.04975828930325288
189,189,189,189,2019-11-04,17.81437110900879,17.60626220703125,17.140092849731445,0.011820163730972277,0.03933924192761351
190,190,190,190,2019-11-05,17.714479446411133,17.448097229003906,17.414798736572266,0.015267121331970834,0.017208393526220833
191,191,191,191,2019-11-06,17.806049346923828,17.581287384033203,17.6728572845459,0.012784158405529933,0.007536532448230604
192,192,192,192,2019-11-07,17.38982582092285,18.09740447998047,17.806049346923828,-0.039098350254609615,-0.023375400005441582
193,193,193,193,2019-11-08,17.35652732849121,17.94756507873535,17.697826385498047,-0.03293136131008734,-0.019284800832180315
194,194,194,194,2019-11-11,17.38982582092285,18.089080810546875,17.614587783813477,-0.038656192481395846,-0.012759989938405769
195,195,195,195,2019-11-12,17.256633758544922,17.81437110900879,17.60626220703125,-0.031308281782780334,-0.019858187068615862
196,196,196,196,2019-11-13,17.52301597595215,17.714479446411133,17.448097229003906,-0.010808303514545203,0.004293806136276279
197,197,197,197,2019-11-14,17.94756507873535,17.806049346923828,17.581287384033203,0.007947621005328198,0.02083338305673732
198,198,198,198,2019-11-15,17.922592163085938,17.38982582092285,18.09740447998047,0.030636669259911598,-0.009659524220056559
199,199,199,199,2019-11-18,18.12237930297852,17.35652732849121,17.94756507873535,0.04412472379945154,0.009740275267216658
200,200,200,200,2019-11-19,18.039134979248047,17.38982582092285,18.089080810546875,0.03733845094319288,-0.002761103884820204
201,201,201,201,2019-11-20,17.847673416137695,17.256633758544922,17.81437110900879,0.034249997181525105,0.0018694068359261795
202,202,202,202,2019-11-21,17.764423370361328,17.52301597595215,17.714479446411133,0.0137765893006363,0.0028193842275345826
203,203,203,203,2019-11-22,17.731130599975586,17.94756507873535,17.806049346923828,-0.012059266970771532,-0.004207488448929042
204,204,204,204,2019-11-25,17.83934783935547,17.922592163085938,17.38982582092285,-0.004644658706340565,0.025849713680959896
205,205,205,205,2019-11-26,17.96422004699707,18.12237930297852,17.35652732849121,-0.008727289796624849,0.035012344751032876
206,206,206,206,2019-11-27,18.03080940246582,18.039134979248047,17.38982582092285,-0.00046152860388282146,0.036859689576175025
207,207,207,207,2019-11-29,17.997509002685547,17.847673416137695,17.256633758544922,0.00839524475007325,0.04293277904062642
208,208,208,208,2019-12-02,17.514690399169922,17.764423370361328,17.52301597595215,-0.014058039824026425,-0.00047512236441782374
209,209,209,209,2019-12-03,17.614587783813477,17.731130599975586,17.94756507873535,-0.00657277975056314,-0.018552783815582452
210,210,210,210,2019-12-04,17.706157684326172,17.83934783935547,17.922592163085938,-0.007466088795884396,-0.012076070067896905
211,211,211,211,2019-12-05,17.639558792114258,17.96422004699707,18.12237930297852,-0.018072660768652882,-0.0266422252173536
212,212,212,212,2019-12-06,17.631237030029297,18.03080940246582,18.039134979248047,-0.022160534422923872,-0.022611835306293182
213,213,213,213,2019-12-09,17.6728572845459,17.997509002685547,17.847673416137695,-0.018038702916676086,-0.009794897492562238
214,214,214,214,2019-12-10,17.622909545898438,17.514690399169922,17.764423370361328,0.00617876446926191,-0.007966136671736623
215,215,215,215,2019-12-11,17.33987808227539,17.614587783813477,17.731130599975586,-0.015595579352161937,-0.02206585279456086
216,216,216,216,2019-12-12,16.99857521057129,17.706157684326172,17.83934783935547,-0.03996250831885728,-0.047130233479126815
217,217,217,217,2019-12-13,16.907005310058594,17.639558792114258,17.96422004699707,-0.041529013887986355,-0.058851134876585
218,218,218,218,2019-12-16,16.98192596435547,17.631237030029297,18.03080940246582,-0.03682731192189914,-0.05817173343127402
219,219,219,219,2019-12-17,16.98192596435547,17.6728572845459,17.997509002685547,-0.039095620423224786,-0.05642908905774324
220,220,220,220,2019-12-18,17.13176918029785,17.622909545898438,17.514690399169922,-0.02786942555208738,-0.021862859699205317
221,221,221,221,2019-12-19,17.098464965820312,17.33987808227539,17.614587783813477,-0.01392242294378343,-0.02930087404415127
222,222,222,222,2019-12-20,17.090147018432617,16.99857521057129,17.706157684326172,0.005387028426028229,-0.03479075906111795
223,223,223,223,2019-12-23,16.915328979492188,16.907005310058594,17.639558792114258,0.0004923207440314936,-0.04105713873897099
224,224,224,224,2019-12-24,16.94862937927246,16.98192596435547,17.631237030029297,-0.001960707233849446,-0.03871581157886017
225,225,225,225,2019-12-26,17.031877517700195,16.98192596435547,17.6728572845459,0.0029414539581418264,-0.036269164432522816
226,226,226,226,2019-12-27,17.28160858154297,17.13176918029785,17.622909545898438,0.008746288819804882,-0.019366890777403056
227,227,227,227,2019-12-30,17.289936065673828,17.098464965820312,17.33987808227539,0.01119814557834653,-0.0028801826843646294
228,228,228,228,2019-12-31,17.475574493408203,17.090147018432617,16.99857521057129,0.022552613184654513,0.028061133178989728
229,229,229,229,2020-01-02,16.538928985595703,16.915328979492188,16.907005310058594,-0.02225200552426876,-0.021770639904153177
230,230,230,230,2020-01-03,16.71613311767578,16.94862937927246,16.98192596435547,-0.013717702853365488,-0.015651513687998553
231,231,231,231,2020-01-06,16.93552589416504,17.031877517700195,16.98192596435547,-0.0056571345957029395,-0.0027323208385092723
232,232,232,232,2020-01-07,16.73301124572754,17.28160858154297,17.13176918029785,-0.03174457593035296,-0.023275934340097115
233,233,233,233,2020-01-08,16.665502548217773,17.289936065673828,17.098464965820312,-0.036115432415956605,-0.02532171270742889
234,234,234,234,2020-01-09,16.31110191345215,17.475574493408203,17.090147018432617,-0.06663429464909976,-0.04558445893649876
235,235,235,235,2020-01-10,16.37016487121582,16.538928985595703,16.915328979492188,-0.010204053389845535,-0.03222899826171355
236,236,236,236,2020-01-13,16.665502548217773,16.71613311767578,16.94862937927246,-0.003028844595911351,-0.016704998659121117
237,237,237,237,2020-01-14,16.910215377807617,16.93552589416504,17.031877517700195,-0.0014945220193098852,-0.0071432019027932725
238,238,238,238,2020-01-15,17.070537567138672,16.73301124572754,17.28160858154297,0.020171283964045328,-0.012213620821717064
239,239,239,239,2020-01-16,17.163360595703125,16.665502548217773,17.289936065673828,0.029873569431519753,-0.0073207598622644365
240,240,240,240,2020-01-17,17.104291915893555,16.31110191345215,17.475574493408203,0.04862884228485154,-0.02124580096950157
241,241,241,241,2020-01-21,17.222427368164062,16.37016487121582,16.538928985595703,0.052061937289758387,0.04132664111222928
242,242,242,242,2020-01-22,17.163360595703125,16.665502548217773,16.71613311767578,0.029873569431519753,0.026754242436275
