,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,NKE,NKE_6m,NKE_12m,NKE_6m_ret,NKE_12m_ret
244,244,244,244,2020-01-24,97.97976684570312,98.7095947265625,97.73969268798828,-0.007393687339929733,0.0024562606154412414
245,245,245,245,2020-01-27,96.26083374023438,99.26658630371094,97.51882934570312,-0.030279600371068582,-0.012900027757810406
246,246,246,246,2020-01-28,96.424072265625,100.3805160522461,97.45159912109376,-0.039414459520828116,-0.010543971209666436
247,247,247,247,2020-01-29,95.87670135498048,100.42855834960938,96.89464569091795,-0.04532432875102199,-0.010505682008318473
248,248,248,248,2020-01-30,94.29222106933594,100.34211730957033,98.10462188720705,-0.06029269067115217,-0.03886056278015426
249,249,249,249,2020-01-31,92.47723388671876,98.9304656982422,98.83443450927734,-0.06522997507367545,-0.06432171797332276
250,250,250,250,2020-02-03,95.32933044433594,97.97976684570312,98.7095947265625,-0.027050854341601482,-0.03424453612225131
251,251,251,251,2020-02-04,97.3555679321289,96.26083374023438,99.26658630371094,0.011372581655055392,-0.01925137594371562
252,252,252,252,2020-02-05,96.54891204833984,96.424072265625,100.3805160522461,0.0012946951915797644,-0.03817079404046875
253,253,253,253,2020-02-06,96.28963470458984,95.87670135498048,100.42855834960938,0.004306920698913919,-0.0412126163417702
254,254,254,254,2020-02-07,95.49258422851562,94.29222106933594,100.34211730957033,0.01273024588419669,-0.04832998556421897
255,255,255,255,2020-02-10,96.04954528808594,92.47723388671876,98.9304656982422,0.0386290901146884,-0.029120659544286887
256,256,256,256,2020-02-11,96.04954528808594,95.32933044433594,97.97976684570312,0.007555018380943634,-0.019700205662428916
257,257,257,257,2020-02-12,98.91126251220705,97.3555679321289,96.26083374023438,0.015979513171374915,0.027533823144779923
258,258,258,258,2020-02-13,99.26658630371094,96.54891204833984,96.424072265625,0.0281481603232403,0.02947929880264244
259,259,259,259,2020-02-14,99.42982482910156,96.28963470458984,95.87670135498048,0.032611922707419305,0.03705930037127314
260,260,260,260,2020-02-18,97.95095825195312,95.49258422851562,94.29222106933594,0.02574413545615828,0.03880211051478799
261,261,261,261,2020-02-19,98.39269256591795,96.04954528808594,92.47723388671876,0.024395193863792963,0.06396664812061115
262,262,262,262,2020-02-20,98.45992279052734,96.04954528808594,95.32933044433594,0.02509514745969743,0.03283976014097156
263,263,263,263,2020-02-21,96.27042388916016,98.91126251220705,97.3555679321289,-0.02669906900360286,-0.011146193957034423
264,264,264,264,2020-02-24,92.10269927978516,99.26658630371094,96.54891204833984,-0.07216816141946825,-0.04605140207409664
265,265,265,265,2020-02-25,89.21219635009766,99.42982482910156,96.28963470458984,-0.10276220939306502,-0.07350155991561602
266,266,266,266,2020-02-26,88.34793090820312,97.95095825195312,95.49258422851562,-0.09803913626907801,-0.07481893361703573
267,267,267,267,2020-02-27,85.0348892211914,98.39269256591795,96.04954528808594,-0.13576011588236103,-0.11467681636448934
268,268,268,268,2020-02-28,86.07005310058594,98.45992279052734,96.04954528808594,-0.12583667891250283,-0.10389942146595321
269,269,269,269,2020-03-02,89.24785614013672,96.27042388916016,98.91126251220705,-0.07294626392326675,-0.09769773559282724
270,270,270,270,2020-03-03,87.56266784667969,92.10269927978516,99.26658630371094,-0.04929314198831436,-0.11790390797989714
271,271,271,271,2020-03-04,90.31676483154295,89.21219635009766,99.42982482910156,0.012381361816389047,-0.09165318367222308
272,272,272,272,2020-03-05,87.22561645507812,88.34793090820312,97.95095825195312,-0.01270334734031442,-0.10949705840842183
273,273,273,273,2020-03-06,85.08784484863281,85.0348892211914,98.39269256591795,0.0006227517660857274,-0.13522190896820507
274,274,274,274,2020-03-09,80.9952163696289,86.07005310058594,98.45992279052734,-0.05896170094174702,-0.1773788352247082
275,275,275,275,2020-03-10,85.03005981445312,89.24785614013672,96.27042388916016,-0.04725935734591569,-0.11675822771538324
276,276,276,276,2020-03-11,80.88929748535156,87.56266784667969,92.10269927978516,-0.07621250614489095,-0.12174889424651991
277,277,277,277,2020-03-12,71.45221710205078,90.31676483154295,89.21219635009766,-0.20887094178669874,-0.19907568667350084
278,278,278,278,2020-03-13,72.7811050415039,87.22561645507812,88.34793090820312,-0.16559941907677145,-0.17619909947719936
279,279,279,279,2020-03-16,64.3166275024414,85.08784484863281,85.0348892211914,-0.24411497768150558,-0.2436442489488989
280,280,280,280,2020-03-17,67.25366973876953,80.9952163696289,86.07005310058594,-0.16965874340218567,-0.2186170762533004
281,281,281,281,2020-03-18,65.52032470703125,85.03005981445312,89.24785614013672,-0.22944515327867232,-0.2658610801345028
282,282,282,282,2020-03-19,67.73514556884766,80.88929748535156,87.56266784667969,-0.16261918851361046,-0.22643807875463073
283,283,283,283,2020-03-20,64.9521713256836,71.45221710205078,90.31676483154295,-0.09097052603817146,-0.280840368376446
284,284,284,284,2020-03-23,60.4743766784668,72.7811050415039,87.22561645507812,-0.1690923537918133,-0.30669017731033665
285,285,285,285,2020-03-24,69.6514663696289,64.3166275024414,85.08784484863281,0.08294649570960466,-0.18141696392081008
286,286,286,286,2020-03-25,76.08409118652344,67.25366973876953,80.9952163696289,0.13130021725288032,-0.060634756016862856
287,287,287,287,2020-03-26,81.1781997680664,65.52032470703125,85.03005981445312,0.23897737276254438,-0.045299980439764354
288,288,288,288,2020-03-27,80.14783477783203,67.73514556884766,80.88929748535156,0.18325330380175853,-0.00916638826853211
289,289,289,289,2020-03-30,82.21820068359375,64.9521713256836,71.45221710205078,0.2658268231147305,0.1506738911427561
290,290,290,290,2020-03-31,79.67596435546875,60.4743766784668,72.7811050415039,0.31751609080807763,0.09473419385475124
291,291,291,291,2020-04-01,76.29593658447266,69.6514663696289,64.3166275024414,0.09539598462410881,0.18625524296305063
292,292,292,292,2020-04-02,77.17224884033203,76.08409118652344,67.25366973876953,0.014302039188993199,0.14748011729454769
293,293,293,293,2020-04-03,75.93964385986328,81.1781997680664,65.52032470703125,-0.06453156048261921,0.15902422949552153
294,294,294,294,2020-04-06,81.4959716796875,80.14783477783203,67.73514556884766,0.01682062785092664,0.20315636727838737
295,295,295,295,2020-04-07,81.04337310791016,82.21820068359375,64.9521713256836,-0.01428914237864154,0.2477392434125405
296,296,296,296,2020-04-08,82.14115142822266,79.67596435546875,60.4743766784668,0.030940159842379078,0.35828024925258606
297,297,297,297,2020-04-09,83.57596588134766,76.29593658447266,69.6514663696289,0.09541830958211994,0.19991681779998305
298,298,298,298,2020-04-13,81.33226776123047,77.17224884033203,76.08409118652344,0.0539056329627694,0.06897863262690351
299,299,299,299,2020-04-14,84.23078918457031,75.93964385986328,81.1781997680664,0.10918072436588266,0.03760356136531029
300,300,300,300,2020-04-15,81.89080047607422,81.4959716796875,80.14783477783203,0.004844764572395688,0.02174688440521999
301,301,301,301,2020-04-16,83.10411834716797,81.04337310791016,82.21820068359375,0.025427683476524354,0.010775201308327764
302,302,302,302,2020-04-17,86.58043670654297,82.14115142822266,79.67596435546875,0.05404459520146232,0.08665690345799137
303,303,303,303,2020-04-20,84.64485168457031,83.57596588134766,76.29593658447266,0.012789392164969327,0.1094280439280535
304,304,304,304,2020-04-21,82.04484558105469,81.33226776123047,77.17224884033203,0.008761317487373521,0.06313923481488759
305,305,305,305,2020-04-22,85.48265075683594,84.23078918457031,75.93964385986328,0.014862279985558446,0.1256656788459929
306,306,306,306,2020-04-23,84.115234375,81.89080047607422,81.4959716796875,0.027163416232274917,0.03213978116129801
307,307,307,307,2020-04-24,85.09746551513672,83.10411834716797,81.04337310791016,0.023986141813592488,0.05002373731197607
308,308,308,308,2020-04-27,86.06043243408203,86.58043670654297,82.14115142822266,-0.006006025058795328,0.04771397694959467
309,309,309,309,2020-04-28,85.51155853271484,84.64485168457031,83.57596588134766,0.010239333295476882,0.02315968030947002
310,310,310,310,2020-04-29,84.80857849121094,82.04484558105469,81.33226776123047,0.033685637294860626,0.042742085345338854
311,311,311,311,2020-04-30,83.9515380859375,85.48265075683594,84.23078918457031,-0.017911385027750804,-0.0033153090614039815
312,312,312,312,2020-05-01,82.37224578857422,84.115234375,81.89080047607422,-0.020721437672696075,0.005879113523144408
313,313,313,313,2020-05-04,82.57447814941406,85.09746551513672,83.10411834716797,-0.02964820809233004,-0.006373212402559059
314,314,314,314,2020-05-05,83.9708023071289,86.06043243408203,86.58043670654297,-0.02428096243362099,-0.030141155423588306
315,315,315,315,2020-05-06,85.16488647460938,85.51155853271484,84.64485168457031,-0.004054095891292131,0.006143726165142027
316,316,316,316,2020-05-07,85.28043365478516,84.80857849121094,82.04484558105469,0.005563766920384294,0.0394368232497182
317,317,317,317,2020-05-08,87.11006927490234,83.9515380859375,85.48265075683594,0.037623267672971084,0.0190379978119275
318,318,318,318,2020-05-11,87.56266784667969,82.37224578857422,84.115234375,0.06301178277241326,0.04098465037035326
319,319,319,319,2020-05-12,84.99153900146484,82.57447814941406,85.09746551513672,0.02927128219541686,-0.0012447669625722524
320,320,320,320,2020-05-13,82.83450317382812,83.9708023071289,86.06043243408203,-0.013532074269633543,-0.03748446491626456
321,321,321,321,2020-05-14,83.34485626220703,85.16488647460938,85.51155853271484,-0.02137066445741065,-0.02533812162573179
322,322,322,322,2020-05-15,83.76856994628906,85.28043365478516,84.80857849121094,-0.017728142830700344,-0.012263011164957316
323,323,323,323,2020-05-18,87.66858673095703,87.11006927490234,83.9515380859375,0.00641162911135007,0.04427612322259722
324,324,324,324,2020-05-19,88.12118530273438,87.56266784667969,82.37224578857422,0.006378488342002608,0.06979219103623846
325,325,325,325,2020-05-20,89.50784301757812,84.99153900146484,82.57447814941406,0.05313827787064129,0.08396498559298804
326,326,326,326,2020-05-21,90.76934814453124,82.83450317382812,83.9708023071289,0.09579154418360969,0.0809632116236807
327,327,327,327,2020-05-22,90.27822875976562,83.34485626220703,85.16488647460938,0.08318896700410483,0.06004049904629083
328,328,328,328,2020-05-26,93.0419464111328,83.76856994628906,85.28043365478516,0.11070233705540944,0.09101164738169842
329,329,329,329,2020-05-27,96.1716079711914,87.66858673095703,87.11006927490234,0.09699051344729659,0.10402400975819015
330,330,330,330,2020-05-28,94.81380462646484,88.12118530273438,87.56266784667969,0.07594790402260743,0.0828108251850177
331,331,331,331,2020-05-29,95.16618347167967,89.50784301757812,84.99153900146484,0.06321614132730602,0.11971361608170739
332,332,332,332,2020-06-01,96.0929183959961,90.76934814453124,82.83450317382812,0.058649426929762605,0.16005909028445786
333,333,333,333,2020-06-02,97.2513656616211,90.27822875976562,83.34485626220703,0.07724051521226993,0.16685504088774827
334,334,334,334,2020-06-03,100.50466918945312,93.0419464111328,83.76856994628906,0.08020815413022553,0.1997897212987514
335,335,335,335,2020-06-04,97.77267456054688,96.1716079711914,87.66858673095703,0.016648017259262904,0.11525323044841485
336,336,336,336,2020-06-05,99.15315246582033,94.81380462646484,88.12118530273438,0.04576704686043431,0.1251908621653961
337,337,337,337,2020-06-08,100.67842864990234,95.16618347167967,89.50784301757812,0.05792230997540271,0.12480007623611789
338,338,338,338,2020-06-09,99.07591247558594,96.0929183959961,90.76934814453124,0.03104280866251785,0.09151287853062717
339,339,339,339,2020-06-10,98.58358764648438,97.2513656616211,90.27822875976562,0.013698748349700862,0.09199736194226493
340,340,340,340,2020-06-11,91.87425994873048,100.50466918945312,93.0419464111328,-0.0858707292937223,-0.012550107853962489
341,341,341,341,2020-06-12,93.09062957763672,97.77267456054688,96.1716079711914,-0.047887050282241606,-0.03203625746257255
342,342,342,342,2020-06-15,94.45179748535156,99.15315246582033,94.81380462646484,-0.04741508326817345,-0.003818084745564998
343,343,343,343,2020-06-16,95.61023712158205,100.67842864990234,95.16618347167967,-0.050340391643818316,0.004666086562507887
344,344,344,344,2020-06-17,95.77434539794922,99.07591247558594,96.0929183959961,-0.03332361009998552,-0.003315259889745903
345,345,345,345,2020-06-18,95.0406723022461,98.58358764648438,97.2513656616211,-0.03593818635352364,-0.02273174617482432
346,346,346,346,2020-06-19,92.46314239501952,91.87425994873048,100.50466918945312,0.00640965648722136,-0.08001147468358094
347,347,347,347,2020-06-22,96.06395721435548,93.09062957763672,97.77267456054688,0.03194013887551428,-0.017476430443081004
348,348,348,348,2020-06-23,98.39051055908205,94.45179748535156,99.15315246582033,0.041700774136578245,-0.007691554809628243
349,349,349,349,2020-06-24,96.61425018310548,95.61023712158205,100.67842864990234,0.01050110418873551,-0.04036791715263632
350,350,350,350,2020-06-25,97.88851165771484,95.77434539794922,99.07591247558594,0.022074452725112437,-0.011984757830655224
351,351,351,351,2020-06-26,90.42619323730467,95.0406723022461,98.58358764648438,-0.04855267700828714,-0.08274596820752456
352,352,352,352,2020-06-29,92.55003356933594,92.46314239501952,91.87425994873048,0.0009397384954235033,0.007355418383588219
353,353,353,353,2020-06-30,94.65453338623048,96.06395721435548,93.09062957763672,-0.014671723599518516,0.016799798386683884
354,354,354,354,2020-07-01,94.02703094482422,98.39051055908205,94.45179748535156,-0.04434858188521773,-0.004497177945112396
355,355,355,355,2020-07-02,95.02136993408205,96.61425018310548,95.61023712158205,-0.016487011450221578,-0.006159039086485851
356,356,356,356,2020-07-06,96.4887237548828,97.88851165771484,95.77434539794922,-0.014299818018754462,0.007458974049525446
357,357,357,357,2020-07-07,93.70845794677734,90.42619323730467,95.0406723022461,0.03629772073738691,-0.01401730778199961
358,358,358,358,2020-07-08,95.41716003417967,92.55003356933594,92.46314239501952,0.03097920502314855,0.03194805587008975
359,359,359,359,2020-07-09,93.6312255859375,94.65453338623048,96.06395721435548,-0.010810975065689177,-0.025324083027202682
360,360,360,360,2020-07-10,94.59659576416016,94.02703094482422,98.39051055908205,0.006057458303348584,-0.038559763267451475
361,361,361,361,2020-07-13,93.11959838867188,95.02136993408205,96.61425018310548,-0.02001414573089677,-0.036171183731286694
362,362,362,362,2020-07-14,93.40919494628906,96.4887237548828,97.88851165771484,-0.031915945084079245,-0.04575937089623483
363,363,363,363,2020-07-15,95.12755584716795,93.70845794677734,90.42619323730467,0.015143754699246115,0.051991159215621696
364,364,364,364,2020-07-16,93.8918914794922,95.41716003417967,92.55003356933594,-0.015985264643603947,0.014498729588801051
365,365,365,365,2020-07-17,92.94581604003906,93.6312255859375,94.65453338623048,-0.007320309454556306,-0.018052144837259254
366,366,366,366,2020-07-20,92.3376235961914,94.59659576416016,94.02703094482422,-0.02388005773062507,-0.01796725188126136
367,367,367,367,2020-07-21,94.9538116455078,93.11959838867188,95.02136993408205,0.019697392263013258,-0.0007109799471541889
368,368,368,368,2020-07-22,95.48474884033205,93.40919494628906,96.4887237548828,0.022220016939835885,-0.010405100984662408
369,369,369,369,2020-07-23,94.89586639404295,95.12755584716795,93.70845794677734,-0.0024355661307774445,0.012671304952430296
370,370,370,370,2020-07-24,95.02136993408205,93.8918914794922,95.41716003417967,0.01202956332854943,-0.004147997068408404
371,371,371,371,2020-07-27,93.84362030029295,92.94581604003906,93.6312255859375,0.009659437062418563,0.0022684175394085404
372,372,372,372,2020-07-28,92.93616485595705,92.3376235961914,94.59659576416016,0.006482095124985765,-0.017552755411439414
373,373,373,373,2020-07-29,93.61193084716795,94.9538116455078,93.11959838867188,-0.014131931884414528,0.005287098172837235
374,374,374,374,2020-07-30,93.46711730957033,95.48474884033205,93.40919494628906,-0.02113040621948503,0.000620092736208333
375,375,375,375,2020-07-31,94.22975158691406,94.89586639404295,95.12755584716795,-0.007019429111516096,-0.009437898958492119
376,376,376,376,2020-08-03,94.9248275756836,95.02136993408205,93.8918914794922,-0.0010160068042107673,0.011001334406145258
377,377,377,377,2020-08-04,93.95945739746094,93.84362030029295,92.94581604003906,0.001234363047773579,0.010905723362364395
378,378,378,378,2020-08-05,97.44445037841795,92.93616485595705,92.3376235961914,0.04850948529507715,0.05530602351820968
379,379,379,379,2020-08-06,96.9714126586914,93.61193084716795,94.9538116455078,0.03588732527062377,0.021248236149970845
380,380,380,380,2020-08-07,98.33258056640624,93.46711730957033,95.48474884033205,0.05205534734446893,0.029824990489699
381,381,381,381,2020-08-10,101.75965118408205,94.22975158691406,94.89586639404295,0.07991000156911876,0.0723296498662871
382,382,382,382,2020-08-11,101.4796905517578,94.9248275756836,95.02136993408205,0.06905319865709547,0.06796703333319654
383,383,383,383,2020-08-12,101.57624053955078,93.95945739746094,93.84362030029295,0.08106457139135914,0.08239899755054192
384,384,384,384,2020-08-13,102.83119201660156,97.44445037841795,92.93616485595705,0.05528012747021105,0.10647122329591441
385,385,385,385,2020-08-14,102.74432373046876,96.9714126586914,93.61193084716795,0.05953209212385269,0.09755586494856594
386,386,386,386,2020-08-17,102.00099182128906,98.33258056640624,93.46711730957033,0.03730616275655918,0.09130349536141025
387,387,387,387,2020-08-18,103.265625,101.75965118408205,94.22975158691406,0.014799321719309644,0.09589193711024047
388,388,388,388,2020-08-19,104.6364517211914,101.4796905517578,94.9248275756836,0.031107319624940732,0.10230857820378692
389,389,389,389,2020-08-20,104.26960754394533,101.57624053955078,93.95945739746094,0.026515718538980826,0.10972977528883643
390,390,390,390,2020-08-21,105.9493637084961,102.83119201660156,97.44445037841795,0.030323208656291012,0.08727960696632775
391,391,391,391,2020-08-24,107.95732879638672,102.74432373046876,96.9714126586914,0.050737645415753985,0.11329025572064477
392,392,392,392,2020-08-25,107.6484146118164,102.00099182128906,98.33258056640624,0.0553663517353038,0.09473802062093739
393,393,393,393,2020-08-26,107.6677017211914,103.265625,101.75965118408205,0.042628674558367274,0.058058871746933916
394,394,394,394,2020-08-27,107.0016098022461,104.6364517211914,101.4796905517578,0.022603576881188303,0.05441403319683902
395,395,395,395,2020-08-28,108.64154052734376,104.26960754394533,101.57624053955078,0.041929120923907215,0.06955662023189335
396,396,396,396,2020-08-31,108.2545166015625,105.9493637084961,102.83119201660156,0.021757118800719732,0.0527400731101646
397,397,397,397,2020-09-01,111.10867309570312,107.95732879638672,102.74432373046876,0.02919064721636455,0.08140935734003873
398,398,398,398,2020-09-02,113.00499725341795,107.6484146118164,102.00099182128906,0.04975997705974167,0.10788135718727587
399,399,399,399,2020-09-03,109.18333435058594,107.6677017211914,103.265625,0.014076947916277671,0.05730570410614311
400,400,400,400,2020-09-04,108.74795532226562,107.0016098022461,104.6364517211914,0.016320740624809593,0.03929322462146856
401,401,401,401,2020-09-08,109.05756378173828,108.64154052734376,104.26960754394533,0.003829320280025028,0.04591900123700987
402,402,402,402,2020-09-09,111.1667251586914,108.2545166015625,105.9493637084961,0.026901497032659316,0.04924391490023572
403,403,403,403,2020-09-10,111.060302734375,111.10867309570312,107.95732879638672,-0.0004353428043053498,0.028742596473840587
404,404,404,404,2020-09-11,114.16600799560548,113.00499725341795,107.6484146118164,0.010273976995759826,0.060545186915123006
405,405,405,405,2020-09-14,115.4043960571289,109.18333435058594,107.6677017211914,0.056978125311389016,0.07185715133004233
406,406,406,406,2020-09-15,115.39474487304688,108.74795532226562,107.0016098022461,0.06112105309092053,0.07843933456994212
407,407,407,407,2020-09-16,114.73682403564452,109.05756378173828,108.64154052734376,0.05207580342865903,0.0561045386388519
408,408,408,408,2020-09-17,112.57929229736328,111.1667251586914,108.2545166015625,0.012706744186764762,0.03995007166045905
409,409,409,409,2020-09-18,110.93453216552734,111.060302734375,111.10867309570312,-0.0011324529624997526,-0.0015673027615565882
410,410,410,410,2020-09-21,109.68643188476562,114.16600799560548,113.00499725341795,-0.03923738939012644,-0.029366536430334378
411,411,411,411,2020-09-22,113.07272338867188,115.4043960571289,109.18333435058594,-0.02020436610840004,0.03562255229902744
412,412,412,412,2020-09-23,122.98001098632812,115.39474487304688,108.74795532226562,0.06573320233626134,0.1308719379770127
413,413,413,413,2020-09-24,120.69668579101562,114.73682403564452,109.05756378173828,0.051943757424552706,0.10672457375419864
414,414,414,414,2020-09-25,120.1935806274414,112.57929229736328,111.1667251586914,0.06763489248063492,0.08120105594425042
415,415,415,415,2020-09-28,120.28064727783205,110.93453216552734,111.060302734375,0.08424892528828809,0.08302106438075829
416,416,416,416,2020-09-29,122.24469757080078,109.68643188476562,114.16600799560548,0.11449242600241227,0.07076265271100901
417,417,417,417,2020-09-30,121.46102905273438,113.07272338867188,115.4043960571289,0.0741850502285053,0.052481822205518336
418,418,418,418,2020-10-01,122.52528381347656,122.98001098632812,115.39474487304688,-0.0036975697855655687,0.0617925794478289
419,419,419,419,2020-10-02,122.52528381347656,120.69668579101562,114.73682403564452,0.01515035819315802,0.06788108214859134
420,420,420,420,2020-10-05,123.7540283203125,120.1935806274414,112.57929229736328,0.029622611076936423,0.09926102567275552
421,421,421,421,2020-10-06,123.5024642944336,120.28064727783205,110.93453216552734,0.026785830385162246,0.11329143309635481
422,422,422,422,2020-10-07,125.83416748046876,122.24469757080078,109.68643188476562,0.02936299063269443,0.14721725666733
423,423,423,423,2020-10-08,125.49553680419922,121.46102905273438,113.07272338867188,0.03321647925206683,0.10986569566230076
424,424,424,424,2020-10-09,126.72425079345705,122.52528381347656,122.98001098632812,0.034270208150447345,0.03044592187867967
425,425,425,425,2020-10-12,125.25365447998048,122.52528381347656,120.69668579101562,0.022267817560475134,0.03775554116585411
426,426,426,426,2020-10-13,125.0020980834961,123.7540283203125,120.1935806274414,0.010085083937253492,0.04000644153334143
427,427,427,427,2020-10-14,123.51213073730467,123.5024642944336,120.28064727783205,7.826923070974878e-05,0.026866196122210306
428,428,428,428,2020-10-15,124.80860900878906,125.83416748046876,122.24469757080078,-0.00815007952302682,0.020973600400977288
429,429,429,429,2020-10-16,123.8410873413086,125.49553680419922,121.46102905273438,-0.013183333089143545,0.019595242252894662
430,430,430,430,2020-10-19,123.28960418701172,126.72425079345705,122.52528381347656,-0.027103309626531735,0.006238062461448424
431,431,431,431,2020-10-20,124.31517028808594,125.25365447998048,122.52528381347656,-0.007492669142396546,0.014608303028574632
432,432,432,432,2020-10-21,125.22462463378906,125.0020980834961,123.7540283203125,0.001780182522571172,0.011883219749988516
433,433,433,433,2020-10-22,125.79547119140624,123.51213073730467,123.5024642944336,0.018486770817337295,0.018566486993377262
434,434,434,434,2020-10-23,125.76644134521484,124.80860900878906,125.83416748046876,0.007674409193666465,-0.0005382173745809293
435,435,435,435,2020-10-26,124.19906616210938,123.8410873413086,125.49553680419922,0.002890630472374589,-0.010330810761123965
436,436,436,436,2020-10-27,123.83140563964844,123.28960418701172,126.72425079345705,0.004394542883071395,-0.022827873399887344
437,437,437,437,2020-10-28,118.11344909667967,124.31517028808594,125.25365447998048,-0.04988708278349696,-0.057005964520117414
438,438,438,438,2020-10-29,118.86809539794922,125.22462463378906,125.0020980834961,-0.05076101648880227,-0.049071197840612424
439,439,439,439,2020-10-30,116.17842864990234,125.79547119140624,123.51213073730467,-0.07644983122540971,-0.059376370916960575
440,440,440,440,2020-11-02,118.41336059570312,125.76644134521484,124.80860900878906,-0.05846615894400897,-0.05124044297806074
441,441,441,441,2020-11-03,120.5418701171875,124.19906616210938,123.8410873413086,-0.029446244307089753,-0.026640732045806303
442,442,442,442,2020-11-04,123.20254516601562,123.83140563964844,123.28960418701172,-0.005078360133153992,-0.0007061343214634919
443,443,443,443,2020-11-05,125.48584747314452,118.11344909667967,124.31517028808594,0.06241794167258874,0.009417009865696047
444,444,444,444,2020-11-06,124.71185302734376,118.86809539794922,125.22462463378906,0.049161699864296526,-0.0040948144819348276
445,445,445,445,2020-11-09,124.76022338867188,116.17842864990234,125.79547119140624,0.0738673679657893,-0.008229611073670262
446,446,446,446,2020-11-10,123.56051635742188,118.41336059570312,125.76644134521484,0.04346769431950004,-0.017539853749522494
447,447,447,447,2020-11-11,123.51213073730467,120.5418701171875,124.19906616210938,0.024640903755927868,-0.0055309226231063935
448,448,448,448,2020-11-12,122.52528381347656,123.20254516601562,123.83140563964844,-0.005497137673791119,-0.010547581362136182
449,449,449,449,2020-11-13,124.11199188232422,125.48584747314452,118.11344909667967,-0.010948291129916576,0.050786280745510615
450,450,450,450,2020-11-16,125.88253021240234,124.71185302734376,118.86809539794922,0.009387056295297791,0.05901023980379305
451,451,451,451,2020-11-17,127.91429901123048,124.76022338867188,116.17842864990234,0.025281099511440974,0.10101591575742153
452,452,452,452,2020-11-18,127.35314178466795,123.56051635742188,118.41336059570312,0.030694476998422315,0.0754963894613867
453,453,453,453,2020-11-19,127.6240692138672,123.51213073730467,120.5418701171875,0.033291778321824284,0.058753021583243914
454,454,454,454,2020-11-20,128.65927124023438,122.52528381347656,123.20254516601562,0.05006303381509203,0.04429069275205144
455,455,455,455,2020-11-23,129.7718963623047,124.11199188232422,125.48584747314452,0.04560320396232842,0.03415563567897517
456,456,456,456,2020-11-24,130.32339477539062,125.88253021240234,124.71185302734376,0.03527784638182263,0.0449960578070836
457,457,457,457,2020-11-25,131.13609313964844,127.91429901123048,124.76022338867188,0.02518713039372633,0.05110498825505849
458,458,458,458,2020-11-27,129.88804626464844,127.35314178466795,123.56051635742188,0.01990453038266282,0.05120996653108012
459,459,459,459,2020-11-30,130.32339477539062,127.6240692138672,123.51213073730467,0.021150599398300107,0.05514651878666621
460,460,460,460,2020-12-01,131.03932189941406,128.65927124023438,122.52528381347656,0.018498866317496976,0.06948800950258271
461,461,461,461,2020-12-02,131.1748046875,129.7718963623047,124.11199188232422,0.010810571198548224,0.05690677184419313
462,462,462,462,2020-12-03,132.5099639892578,130.32339477539062,125.88253021240234,0.0167780252934302,0.05264776427414475
463,463,463,463,2020-12-04,132.99957275390625,131.13609313964844,127.91429901123048,0.0142102724707025,0.03975531885007855
464,464,464,464,2020-12-07,134.51190185546875,129.88804626464844,127.35314178466795,0.03559877697597469,0.05621188429654156
465,465,465,465,2020-12-08,134.87060546875,130.32339477539062,127.6240692138672,0.034891745271034225,0.05678032599586946
466,466,466,466,2020-12-09,134.55067443847656,131.03932189941406,128.65927124023438,0.026796174523535887,0.04579073969136416
467,467,467,467,2020-12-10,133.37762451171875,131.1748046875,129.7718963623047,0.016793010132293062,0.027785123362514375
468,468,468,468,2020-12-11,133.21282958984375,132.5099639892578,130.32339477539062,0.0053042471632014365,0.022171267249698312
469,469,469,469,2020-12-14,132.11734008789062,132.99957275390625,131.13609313964844,-0.006633349624724394,0.0074826611404172905
470,470,470,470,2020-12-15,135.13235473632812,134.51190185546875,129.88804626464844,0.004612624402010379,0.04037560516534633
471,471,471,471,2020-12-16,134.11439514160156,134.87060546875,130.32339477539062,-0.005606932099994522,0.029089177524454835
472,472,472,472,2020-12-17,136.2084503173828,134.55067443847656,131.03932189941406,0.01232082920300992,0.03944715481614436
473,473,473,473,2020-12-18,133.08677673339844,133.37762451171875,131.1748046875,-0.002180633966042511,0.014575756757964076
474,474,474,474,2020-12-21,139.6209259033203,133.21282958984375,132.5099639892578,0.04810419787048148,0.053663601588775256
475,475,475,475,2020-12-22,138.098876953125,132.11734008789062,132.99957275390625,0.04527442696965567,0.03834075624178257
476,476,476,476,2020-12-23,137.42994689941406,135.13235473632812,134.51190185546875,0.01700253183309819,0.021693582528337974
477,477,477,477,2020-12-24,137.27487182617188,134.11439514160156,134.87060546875,0.02356552912335319,0.017826466701663657
478,478,478,478,2020-12-28,138.07949829101562,136.2084503173828,134.55067443847656,0.013736651208299033,0.02622672734466769
479,479,479,479,2020-12-29,137.24575805664062,133.08677673339844,133.37762451171875,0.03125014689906824,0.02900136780125373
480,480,480,480,2020-12-30,137.2554473876953,139.6209259033203,133.21282958984375,-0.016942148895810694,0.030347060491835443
481,481,481,481,2020-12-31,137.14881896972656,138.098876953125,132.11734008789062,-0.006879548946085334,0.038083410387226735
482,482,482,482,2021-01-04,135.8206787109375,137.42994689941406,135.13235473632812,-0.011709734484976586,0.005093702214783669
483,483,483,483,2021-01-05,136.91612243652344,137.27487182617188,134.11439514160156,-0.0026133653222617514,0.020890578464479725
484,484,484,484,2021-01-06,138.00198364257812,138.07949829101562,136.2084503173828,-0.000561376956006443,0.013167562812851585
