,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,EW,EW_6m,EW_12m,EW_6m_ret,EW_12m_ret
0,0,0,0,2019-02-05,56.70333480834961,,,,
1,1,1,1,2019-02-06,56.86000061035156,,,,
2,2,2,2,2019-02-07,56.75,,,,
3,3,3,3,2019-02-08,57.310001373291016,,,,
4,4,4,4,2019-02-11,57.77000045776367,,,,
5,5,5,5,2019-02-12,59.1966667175293,,,,
6,6,6,6,2019-02-13,58.74333190917969,56.70333480834961,,0.03597666888067552,
7,7,7,7,2019-02-14,58.706668853759766,56.86000061035156,,0.03247745732651319,
8,8,8,8,2019-02-15,59.2599983215332,56.75,,0.04422904531336047,
9,9,9,9,2019-02-19,59.0099983215332,57.310001373291016,,0.029663181076705847,
10,10,10,10,2019-02-20,58.893333435058594,57.77000045776367,,0.019444918961290414,
11,11,11,11,2019-02-21,57.97999954223633,59.1966667175293,,-0.020552967637495145,
12,12,12,12,2019-02-22,57.50333404541016,58.74333190917969,56.70333480834961,-0.021108742447340734,0.014108504195819327
13,13,13,13,2019-02-25,56.81333160400391,58.706668853759766,56.86000061035156,-0.03225080364331723,-0.0008207704158756934
14,14,14,14,2019-02-26,56.04333114624024,59.2599983215332,56.75,-0.05428058161324867,-0.012452314603696224
15,15,15,15,2019-02-27,56.1966667175293,59.0099983215332,57.310001373291016,-0.04767550727038916,-0.019426533398768764
16,16,16,16,2019-02-28,56.43000030517578,58.893333435058594,57.77000045776367,-0.041827028395312715,-0.023195432611560762
17,17,17,17,2019-03-01,57.9033317565918,57.97999954223633,59.1966667175293,-0.0013223143540848081,-0.02184810450745389
18,18,18,18,2019-03-04,57.06999969482422,57.50333404541016,58.74333190917969,-0.007535812623381877,-0.028485483542924128
19,19,19,19,2019-03-05,57.526668548583984,56.81333160400391,58.706668853759766,0.01255580203520057,-0.02009993631413831
20,20,20,20,2019-03-06,57.206668853759766,56.04333114624024,59.2599983215332,0.020757825841649202,-0.034649502631310836
21,21,21,21,2019-03-07,56.98666763305664,56.1966667175293,59.0099983215332,0.014057789574927204,-0.03428792994454688
22,22,22,22,2019-03-08,56.41999816894531,56.43000030517578,58.893333435058594,-0.0001772485588583672,-0.041996863173666577
23,23,23,23,2019-03-11,57.85333251953125,57.9033317565918,57.97999954223633,-0.0008634949931849434,-0.0021846675354456613
24,24,24,24,2019-03-12,58.47999954223633,57.06999969482422,57.50333404541016,0.024706498246923614,0.01698450208217306
25,25,25,25,2019-03-13,59.3033332824707,57.526668548583984,56.81333160400391,0.030884192996266435,0.043827770844744984
26,26,26,26,2019-03-14,59.34000015258789,57.206668853759766,56.04333114624024,0.0372916539552699,0.0588235734550695
27,27,27,27,2019-03-15,59.91666793823242,56.98666763305664,56.1966667175293,0.051415540281147365,0.06619611870222819
28,28,28,28,2019-03-18,63.630001068115234,56.41999816894531,56.43000030517578,0.1277916188082837,0.12759171936915736
29,29,29,29,2019-03-19,63.119998931884766,57.85333251953125,57.9033317565918,0.09103479753003851,0.09009269444498069
30,30,30,30,2019-03-20,62.970001220703125,58.47999954223633,57.06999969482422,0.07677841507546446,0.10338183909985177
31,31,31,31,2019-03-21,64.05000305175781,59.3033332824707,57.526668548583984,0.08004052228696845,0.11339670222106757
32,32,32,32,2019-03-22,62.99666595458984,59.34000015258789,57.206668853759766,0.06162227490055838,0.10121192540735646
33,33,33,33,2019-03-25,63.133331298828125,59.91666793823242,56.98666763305664,0.05368561823083584,0.10786143357864897
34,34,34,34,2019-03-26,63.426666259765625,63.630001068115234,56.41999816894531,-0.003195580778506346,0.12418766958905936
35,35,35,35,2019-03-27,62.51666641235352,63.119998931884766,57.85333251953125,-0.009558500154322247,0.08060614124947652
36,36,36,36,2019-03-28,62.91999816894531,62.970001220703125,58.47999954223633,-0.0007940773509366172,0.07592336972407576
37,37,37,37,2019-03-29,63.776668548583984,64.05000305175781,59.3033332824707,-0.004267517410622923,0.07543143055393053
38,38,38,38,2019-04-01,63.33333206176758,62.99666595458984,59.34000015258789,0.005344189284880896,0.0672957852866729
39,39,39,39,2019-04-02,63.33333206176758,63.133331298828125,59.91666793823242,0.003167910813905772,0.05702360029528619
40,40,40,40,2019-04-03,63.56999969482422,63.426666259765625,63.630001068115234,0.002259829240773392,-0.0009429730046175422
41,41,41,41,2019-04-04,63.09999847412109,62.51666641235352,63.119998931884766,0.009330824806299987,-0.00031686403837338784
42,42,42,42,2019-04-05,62.77000045776367,62.91999816894531,62.970001220703125,-0.002383943349440143,-0.003176127664957007
43,43,43,43,2019-04-08,62.84333419799805,63.776668548583984,64.05000305175781,-0.014634416814590101,-0.01883948159666249
44,44,44,44,2019-04-09,63.31999969482422,63.33333206176758,62.99666595458984,-0.00021051106122693675,0.005132553212696234
45,45,45,45,2019-04-10,62.94333267211914,63.33333206176758,63.133331298828125,-0.00615788522334626,-0.003009482040630229
46,46,46,46,2019-04-11,63.45333480834961,63.56999969482422,63.426666259765625,-0.0018352192391800637,0.00042046271949347513
47,47,47,47,2019-04-12,63.9033317565918,63.09999847412109,62.51666641235352,0.012731114134656885,0.022180730736536258
48,48,48,48,2019-04-15,63.07666778564453,62.77000045776367,62.91999816894531,0.004885571541252576,0.002489981266028396
49,49,49,49,2019-04-16,63.46333312988281,62.84333419799805,63.776668548583984,0.009865786718625813,-0.004913010131008644
50,50,50,50,2019-04-17,59.163333892822266,63.31999969482422,63.33333206176758,-0.06564538569228262,-0.06584207767370276
51,51,51,51,2019-04-18,59.08666610717773,62.94333267211914,63.33333206176758,-0.06127204266465114,-0.06705262168186843
52,52,52,52,2019-04-22,59.42333221435547,63.45333480834961,63.56999969482422,-0.06351128126151451,-0.06522994337541843
53,53,53,53,2019-04-23,60.32666778564453,63.9033317565918,63.09999847412109,-0.05596991381561767,-0.04395135904185432
54,54,54,54,2019-04-24,59.24333190917969,63.07666778564453,62.77000045776367,-0.06077264400668392,-0.056183981565477104
55,55,55,55,2019-04-25,59.073333740234375,63.46333312988281,62.84333419799805,-0.0691737917493862,-0.059990458906678645
56,56,56,56,2019-04-26,58.706668853759766,59.163333892822266,63.31999969482422,-0.007718717134666098,-0.07285740466359392
57,57,57,57,2019-04-29,58.11000061035156,59.08666610717773,62.94333267211914,-0.016529372211567694,-0.0767886264768518
58,58,58,58,2019-04-30,58.68999862670898,59.42333221435547,63.45333480834961,-0.0123408358353444,-0.07506833480111819
59,59,59,59,2019-05-01,58.46333312988281,60.32666778564453,63.9033317565918,-0.0308874122201247,-0.08512856023579451
60,60,60,60,2019-05-02,59.5533332824707,59.24333190917969,63.07666778564453,0.005232679582678701,-0.055857968197484564
61,61,61,61,2019-05-03,60.50333404541016,59.073333740234375,63.46333312988281,0.024207205089592287,-0.04664109082349599
62,62,62,62,2019-05-06,60.99666595458984,58.706668853759766,59.163333892822266,0.03900744405264289,0.0309876394911881
63,63,63,63,2019-05-07,59.44333267211914,58.11000061035156,59.08666610717773,0.022944967264895588,0.006036329149024189
64,64,64,64,2019-05-08,59.25666809082031,58.68999862670898,59.42333221435547,0.009655298643225008,-0.002804691647616764
65,65,65,65,2019-05-09,60.4466667175293,58.46333312988281,60.32666778564453,0.033924401526000736,0.0019891523316213355
66,66,66,66,2019-05-10,60.36666870117188,59.5533332824707,59.24333190917969,0.013657261044371927,0.018961404698072615
67,67,67,67,2019-05-13,59.38999938964844,60.50333404541016,59.073333740234375,-0.018401211657627425,0.005360551527471724
68,68,68,68,2019-05-14,59.630001068115234,60.99666595458984,58.706668853759766,-0.02240556701069596,0.015727893140309535
69,69,69,69,2019-05-15,59.08333206176758,59.44333267211914,58.11000061035156,-0.006056198301284232,0.01674980969183859
70,70,70,70,2019-05-16,59.04666519165039,59.25666809082031,58.68999862670898,-0.003543953886304574,0.0060771268237702625
71,71,71,71,2019-05-17,57.706668853759766,60.4466667175293,58.46333312988281,-0.045329180458762,-0.012942544251488886
72,72,72,72,2019-05-20,57.59333419799805,60.36666870117188,59.5533332824707,-0.04594148663234088,-0.03291166046367344
73,73,73,73,2019-05-21,57.33333206176758,59.38999938964844,60.50333404541016,-0.0346298593873926,-0.05239383967275868
74,74,74,74,2019-05-22,57.5533332824707,59.630001068115234,60.99666595458984,-0.034825888788302395,-0.05645116201404499
75,75,75,75,2019-05-23,56.65666580200195,59.08333206176758,59.44333267211914,-0.04107192629604428,-0.04687938486706389
76,76,76,76,2019-05-24,56.459999084472656,59.04666519165039,59.25666809082031,-0.0438071497989273,-0.04719585316645403
77,77,77,77,2019-05-28,56.426666259765625,57.706668853759766,60.4466667175293,-0.02218119013658404,-0.06650491542485482
78,78,78,78,2019-05-29,55.7400016784668,57.59333419799805,60.36666870117188,-0.032179635809236995,-0.07664274213321409
79,79,79,79,2019-05-30,56.67333221435547,57.33333206176758,59.38999938964844,-0.01151162550087037,-0.04574283891584752
80,80,80,80,2019-05-31,56.900001525878906,57.5533332824707,59.630001068115234,-0.011351762258238973,-0.04578231583658454
81,81,81,81,2019-06-03,56.27333450317383,56.65666580200195,59.08333206176758,-0.006765864058569049,-0.047559903284670746
82,82,82,82,2019-06-04,58.01333236694336,56.459999084472656,59.04666519165039,0.027512102509011482,-0.017500274085811562
83,83,83,83,2019-06-05,59.09999847412109,56.426666259765625,57.706668853759766,0.047377107165050614,0.024145036406317155
84,84,84,84,2019-06-06,59.93000030517578,55.7400016784668,57.59333419799805,0.07517040725758783,0.04057181511916985
85,85,85,85,2019-06-07,61.27000045776367,56.67333221435547,57.33333206176758,0.0811081343518365,0.06866282238323351
86,86,86,86,2019-06-10,61.74333190917969,56.900001525878906,57.5533332824707,0.08512003960312664,0.07280201489190108
87,87,87,87,2019-06-11,61.86666870117188,56.27333450317383,56.65666580200195,0.09939581948325071,0.09195745682206802
88,88,88,88,2019-06-12,61.59999847412109,58.01333236694336,56.459999084472656,0.061824859232210816,0.09103789360602388
89,89,89,89,2019-06-13,61.54666519165039,59.09999847412109,56.426666259765625,0.04139876109473439,0.09073722180067056
90,90,90,90,2019-06-14,61.310001373291016,59.93000030517578,55.7400016784668,0.023026882380910774,0.09992822976494442
