,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,VFC,VFC_6m,VFC_12m,VFC_6m_ret,VFC_12m_ret
74,74,74,74,2019-05-22,72.0057373046875,72.02169799804688,74.81964874267578,-0.00022160951217520264,-0.03760925753161515
75,75,75,75,2019-05-23,71.18754577636719,72.3006820678711,74.644287109375,-0.015395930711399997,-0.04630952303078073
76,76,76,76,2019-05-24,71.14521789550781,72.77897644042969,74.70804595947266,-0.022448220967481225,-0.04769001809922313
77,77,77,77,2019-05-28,70.05313873291016,72.38040924072266,74.96311950683594,-0.03215332065991039,-0.06549861860375272
78,78,78,78,2019-05-29,69.6129379272461,72.22891998291016,74.0623550415039,-0.03621793121485162,-0.060076635583143356
79,79,79,79,2019-05-30,70.03621673583984,73.41668701171875,71.83834075927734,-0.046044985322469256,-0.025085824705726845
80,80,80,80,2019-05-31,69.31664276123047,72.0057373046875,72.02169799804688,-0.03734555945282947,-0.037558892833792434
81,81,81,81,2019-06-03,70.23092651367188,71.18754577636719,72.3006820678711,-0.013438014364204887,-0.028627054337554747
82,82,82,82,2019-06-04,72.04256439208984,71.14521789550781,72.77897644042969,0.012612885632032,-0.010118472179154736
83,83,83,83,2019-06-05,72.58434295654297,70.05313873291016,72.38040924072266,0.03613263116280163,0.0028175264268273104
84,84,84,84,2019-06-06,71.50077819824219,69.6129379272461,72.22891998291016,0.027119100661562534,-0.010081028275658155
85,85,85,85,2019-06-07,72.14805603027344,70.03621673583984,73.41668701171875,0.030153531884781204,-0.017279872370743354
86,86,86,86,2019-06-10,72.98273468017578,69.31664276123047,72.0057373046875,0.052889057705428844,0.01356832680365705
87,87,87,87,2019-06-11,72.80387878417969,70.23092651367188,71.18754577636719,0.036635601980943955,0.0227052778710779
88,88,88,88,2019-06-12,72.19916534423828,72.04256439208984,71.14521789550781,0.0021737281768059447,0.014814030793727007
89,89,89,89,2019-06-13,73.95368957519531,72.58434295654297,70.05313873291016,0.01886559225964457,0.055679886909231646
90,90,90,90,2019-06-14,74.31990814208984,71.50077819824219,69.6129379272461,0.039427961693387026,0.06761631321699291
91,91,91,91,2019-06-17,74.25177764892578,72.14805603027344,70.03621673583984,0.029158396419851185,0.06019115694078736
92,92,92,92,2019-06-18,75.20570373535156,72.98273468017578,69.31664276123047,0.03045883474930422,0.08495883152342909
93,93,93,93,2019-06-19,75.2482681274414,72.80387878417969,70.23092651367188,0.03357498781772161,0.07144062968887077
94,94,94,94,2019-06-20,75.46974182128906,72.19916534423828,72.04256439208984,0.0452993668480377,0.04757156353495273
95,95,95,95,2019-06-21,75.26531219482422,73.95368957519531,72.58434295654297,0.01773572930793743,0.03693591660513307
96,96,96,96,2019-06-24,74.82242584228516,74.31990814208984,71.50077819824219,0.006761548994847599,0.04645610478299145
97,97,97,97,2019-06-25,72.7442626953125,74.25177764892578,72.14805603027344,-0.020302745622347906,0.008263655292235272
98,98,98,98,2019-06-26,72.99124908447266,75.20570373535156,72.98273468017578,-0.029445301897201293,0.00011666326747250544
99,99,99,99,2019-06-27,73.84296417236328,75.2482681274414,72.80387878417969,-0.018675565432258012,0.01427239050358664
100,100,100,100,2019-06-28,74.39657592773438,75.46974182128906,72.19916534423828,-0.014219816679589603,0.030435401476167634
101,101,101,101,2019-07-01,75.23125457763672,75.26531219482422,73.95368957519531,-0.0004525008426105037,0.01727520303287089
102,102,102,102,2019-07-02,73.86000061035156,74.82242584228516,74.31990814208984,-0.01286279108301358,-0.006188214480284282
103,103,103,103,2019-07-03,74.89908599853516,72.7442626953125,74.25177764892578,0.02962190038612511,0.00871774885538712
104,104,104,104,2019-07-05,74.78837585449219,72.99124908447266,75.20570373535156,0.02462112640297076,-0.005549151994215129
105,105,105,105,2019-07-08,75.25679779052734,73.84296417236328,75.2482681274414,0.0191464905832317,0.00011335361328845828
106,106,106,106,2019-07-09,73.89405822753906,74.39657592773438,75.46974182128906,-0.006754581026463313,-0.020878348802109148
107,107,107,107,2019-07-10,73.96219635009766,75.23125457763672,75.26531219482422,-0.016868763317371305,-0.01731363103036687
108,108,108,108,2019-07-11,74.83944702148438,73.86000061035156,74.82242584228516,0.013260850298389304,0.00022748766840430257
109,109,109,109,2019-07-12,75.6996841430664,74.89908599853516,72.7442626953125,0.010689024223164756,0.04062755382005334
110,110,110,110,2019-07-15,75.32493591308594,74.78837585449219,72.99124908447266,0.0071743777353538984,0.03197214539940951
111,111,111,111,2019-07-16,75.21419525146484,75.25679779052734,73.84296417236328,-0.0005660955596473727,0.018569556280282118
112,112,112,112,2019-07-17,73.62152099609375,73.89405822753906,74.39657592773438,-0.003688215777865378,-0.010417884452014081
113,113,113,113,2019-07-18,74.2347412109375,73.96219635009766,75.23125457763672,0.003684921139304187,-0.013246002240609234
114,114,114,114,2019-07-19,74.38804626464844,74.83944702148438,73.86000061035156,-0.006031588618049977,0.007149277686613997
115,115,115,115,2019-07-22,73.96219635009766,75.6996841430664,74.89908599853516,-0.022952378370364568,-0.012508692675579858
116,116,116,116,2019-07-23,75.18013000488281,75.32493591308594,74.78837585449219,-0.0019224166134068632,0.005238168978997759
117,117,117,117,2019-07-24,76.08296203613281,75.21419525146484,75.25679779052734,0.011550569433913527,0.010977935148198226
118,118,118,118,2019-07-25,76.09146881103516,73.62152099609375,73.89405822753906,0.033549263605576085,0.029737310904344838
119,119,119,119,2019-07-26,75.46974182128906,74.2347412109375,73.96219635009766,0.016636423731070993,0.0203826487798644
120,120,120,120,2019-07-29,75.23125457763672,74.38804626464844,74.83944702148438,0.01133526628711845,0.0052353080059486246
121,121,121,121,2019-07-30,75.0864486694336,73.96219635009766,75.6996841430664,0.015200364170019132,-0.00810089871014319
122,122,122,122,2019-07-31,74.43063354492188,75.18013000488281,75.32493591308594,-0.009969342430137584,-0.01187259381403205
123,123,123,123,2019-08-01,71.00679016113281,76.08296203613281,75.21419525146484,-0.06671890445838924,-0.055938976362977066
124,124,124,124,2019-08-02,70.5042724609375,76.09146881103516,73.62152099609375,-0.07342736889430856,-0.042341539443631504
125,125,125,125,2019-08-05,68.5283203125,75.46974182128906,74.2347412109375,-0.09197621909488196,-0.07686995071785518
126,126,126,126,2019-08-06,69.53331756591797,75.23125457763672,74.38804626464844,-0.07573896040559347,-0.06526221540298194
127,127,127,127,2019-08-07,69.6099853515625,75.0864486694336,73.96219635009766,-0.07293544194613732,-0.05884372305460084
128,128,128,128,2019-08-08,71.24524688720703,74.43063354492188,75.18013000488281,-0.04279671562640042,-0.0523394029435732
129,129,129,129,2019-08-09,70.47019958496094,71.00679016113281,76.08296203613281,-0.0075568910375221066,-0.07377160800477645
130,130,130,130,2019-08-12,69.78031921386719,70.5042724609375,76.09146881103516,-0.010268218106518456,-0.08294161876203254
131,131,131,131,2019-08-13,70.5042724609375,68.5283203125,75.46974182128906,0.02883409573482676,-0.0657941744667645
132,132,132,132,2019-08-14,67.62549591064453,69.53331756591797,75.23125457763672,-0.0274375180425529,-0.10109838935549376
133,133,133,133,2019-08-15,65.990234375,69.6099853515625,75.0864486694336,-0.052000455944374746,-0.12114322165480851
134,134,134,134,2019-08-16,67.09744262695312,71.24524688720703,74.43063354492188,-0.058218680423980596,-0.09852382774013169
135,135,135,135,2019-08-19,68.12801361083984,70.47019958496094,71.00679016113281,-0.0332365452051443,-0.04054227129208743
136,136,136,136,2019-08-20,68.0513687133789,69.78031921386719,70.5042724609375,-0.02477705060633617,-0.034790852553192586
137,137,137,137,2019-08-21,68.99674987792969,70.5042724609375,68.5283203125,-0.021382003251548265,0.006835561754521047
138,138,138,138,2019-08-22,68.99674987792969,67.62549591064453,69.53331756591797,0.020277174293805267,-0.007716699084285961
139,139,139,139,2019-08-23,66.73121643066406,65.990234375,69.6099853515625,0.011228662281350887,-0.04135568922129962
140,140,140,140,2019-08-26,67.87249755859375,67.09744262695312,71.24524688720703,0.011551184386411784,-0.04733999074987982
141,141,141,141,2019-08-27,67.76177215576172,68.12801361083984,70.47019958496094,-0.005375783553152824,-0.038433656285219664
142,142,142,142,2019-08-28,69.1670913696289,68.0513687133789,69.78031921386719,0.01639530074625295,-0.008787977056379237
143,143,143,143,2019-08-29,70.94715881347656,68.99674987792969,70.5042724609375,0.0282681276871386,0.006281695237468687
144,144,144,144,2019-08-30,69.79735565185547,68.99674987792969,67.62549591064453,0.011603528794359663,0.032115989863951366
145,145,145,145,2019-09-03,68.94564056396484,66.73121643066406,65.990234375,0.03318423148485006,0.044785508294610255
146,146,146,146,2019-09-04,69.93362426757812,67.87249755859375,67.09744262695312,0.03036762728828446,0.042269593736881106
147,147,147,147,2019-09-05,73.68113708496094,67.76177215576172,68.12801361083984,0.0873555212752195,0.08151013334751833
148,148,148,148,2019-09-06,74.61801147460938,69.1670913696289,68.0513687133789,0.07880799954201856,0.09649538114197354
149,149,149,149,2019-09-09,76.7149887084961,70.94715881347656,68.99674987792969,0.08129754582820481,0.11186380292146603
150,150,150,150,2019-09-10,76.87761688232422,69.79735565185547,68.99674987792969,0.10144025034106763,0.11422084400116672
151,151,151,151,2019-09-11,77.73351287841797,68.94564056396484,66.73121643066406,0.12746088429333113,0.16487480726783477
152,152,152,152,2019-09-12,77.33124542236328,69.93362426757812,67.87249755859375,0.10578060599977746,0.13936053930539205
153,153,153,153,2019-09-13,77.28846740722656,73.68113708496094,67.76177215576172,0.048958667916675136,0.14059099914869622
154,154,154,154,2019-09-16,75.67932891845703,74.61801147460938,69.1670913696289,0.014223341293526648,0.09415225390969129
155,155,155,155,2019-09-17,75.25138092041016,76.7149887084961,70.94715881347656,-0.01907851141903183,0.060667998252750266
156,156,156,156,2019-09-18,74.96893310546875,76.87761688232422,69.79735565185547,-0.02482756170469058,0.07409417456169498
157,157,157,157,2019-09-19,74.51531219482422,77.73351287841797,68.94564056396484,-0.04140042774893371,0.08078352141339629
158,158,158,158,2019-09-20,73.32559967041016,77.33124542236328,69.93362426757812,-0.05179854184521826,0.04850278300826716
159,159,159,159,2019-09-23,74.97750854492188,77.28846740722656,73.68113708496094,-0.02990043585841129,0.017594346548508222
160,160,160,160,2019-09-24,73.9846420288086,75.67932891845703,74.61801147460938,-0.022392995734336285,-0.008488157661723505
161,161,161,161,2019-09-25,74.4810791015625,75.25138092041016,76.7149887084961,-0.010236381172358366,-0.029119597676303788
162,162,162,162,2019-09-26,75.37977600097656,74.96893310546875,76.87761688232422,0.005480175300478507,-0.019483445794637233
163,163,163,163,2019-09-27,75.99603271484375,74.51531219482422,77.73351287841797,0.01987135900535586,-0.022351751506352047
164,164,164,164,2019-09-30,76.1672134399414,73.32559967041016,77.33124542236328,0.038753365568150455,-0.015052544105092713
165,165,165,165,2019-10-01,76.18431854248047,74.97750854492188,77.28846740722656,0.01609562682168275,-0.014286075294111189
166,166,166,166,2019-10-02,74.21574401855469,73.9846420288086,75.67932891845703,0.0031236481438419172,-0.01933929543005497
167,167,167,167,2019-10-03,74.6094741821289,74.4810791015625,75.25138092041016,0.0017238617124668565,-0.008530165565468706
168,168,168,168,2019-10-04,75.91043853759766,75.37977600097656,74.96893310546875,0.007039852925726731,0.012558607854327608
169,169,169,169,2019-10-07,75.57662963867188,75.99603271484375,74.51531219482422,-0.005518749613490748,0.01424294433703488
170,170,170,170,2019-10-08,74.43826293945312,76.1672134399414,73.32559967041016,-0.022699405983278798,0.015174281206621565
171,171,171,171,2019-10-09,75.70501708984375,76.18431854248047,74.97750854492188,-0.006291340026484016,0.009703023733924176
172,172,172,172,2019-10-10,75.85052490234375,74.21574401855469,73.9846420288086,0.02202741352805604,0.025219867561278475
173,173,173,173,2019-10-11,77.79344940185547,74.6094741821289,74.4810791015625,0.04267521323034895,0.044472641108975086
174,174,174,174,2019-10-14,77.83621978759766,75.91043853759766,75.37977600097656,0.025369122970435587,0.032587570790728604
175,175,175,175,2019-10-15,78.33265686035156,75.57662963867188,75.99603271484375,0.0364666595329286,0.030746659556235123
176,176,176,176,2019-10-16,78.19569396972656,74.43826293945312,76.1672134399414,0.050477145514930655,0.026631938312731362
177,177,177,177,2019-10-17,78.34977722167969,75.70501708984375,76.18431854248047,0.03493507079850788,0.028423942362781007
178,178,178,178,2019-10-18,79.1457748413086,75.85052490234375,74.21574401855469,0.0434439965077027,0.06642836891214543
179,179,179,179,2019-10-21,79.95886993408203,77.79344940185547,74.6094741821289,0.02783551248692806,0.07169861214803275
180,180,180,180,2019-10-22,79.7363510131836,77.83621978759766,75.91043853759766,0.02441191556798472,0.05040034742640831
181,181,181,181,2019-10-23,78.30697631835938,78.33265686035156,75.57662963867188,-0.0003278395374481935,0.036126864782686896
182,182,182,182,2019-10-24,77.73351287841797,78.19569396972656,74.43826293945312,-0.005910569595910631,0.04426822723745105
183,183,183,183,2019-10-25,72.02462005615234,78.34977722167969,75.70501708984375,-0.08072974027266477,-0.04861496866612758
184,184,184,184,2019-10-28,71.42549133300781,79.1457748413086,75.85052490234375,-0.0975451124684843,-0.058338865486205815
185,185,185,185,2019-10-29,69.48257446289062,79.95886993408203,77.79344940185547,-0.13102105469759695,-0.1068325804147543
186,186,186,186,2019-10-30,70.46685028076172,79.7363510131836,77.83621978759766,-0.11625188028593458,-0.09467789580410946
187,187,187,187,2019-10-31,70.43263244628906,78.30697631835938,78.33265686035156,-0.1005573735864469,-0.10085224644105151
188,188,188,188,2019-11-01,70.94617462158203,77.73351287841797,78.19569396972656,-0.08731547058026223,-0.09270995601050847
189,189,189,189,2019-11-04,72.58094787597656,72.02462005615234,78.34977722167969,0.007724134044587716,-0.07362917356332788
190,190,190,190,2019-11-05,73.77922058105469,71.42549133300781,79.1457748413086,0.03295363047729083,-0.0678059475823457
191,191,191,191,2019-11-06,73.70219421386719,69.48257446289062,79.95886993408203,0.06072917970577185,-0.07824867616779518
192,192,192,192,2019-11-07,73.95897674560547,70.46685028076172,79.7363510131836,0.04955701086298081,-0.07245596511712571
193,193,193,193,2019-11-08,74.52385711669922,70.43263244628906,78.30697631835938,0.05808706175408207,-0.048311394201709046
194,194,194,194,2019-11-11,73.95040893554688,70.94617462158203,77.73351287841797,0.04234526146038253,-0.04866760555113725
195,195,195,195,2019-11-12,72.51248931884766,72.58094787597656,72.02462005615234,-0.0009432028532595504,0.006773645766058323
196,196,196,196,2019-11-13,73.40264129638672,73.77922058105469,71.42549133300781,-0.005104137475324122,0.027681293141699426
197,197,197,197,2019-11-14,73.47109985351562,73.70219421386719,69.48257446289062,-0.003135515337317929,0.05740324709406375
198,198,198,198,2019-11-15,74.3612289428711,73.95897674560547,70.46685028076172,0.005438855632754924,0.055265399923410286
199,199,199,199,2019-11-18,74.66936492919922,74.52385711669922,70.43263244628906,0.0019524997514841491,0.06015297647920548
200,200,200,200,2019-11-19,73.89051055908203,73.95040893554688,70.94617462158203,-0.0008099803277227258,0.04150098230390453
201,201,201,201,2019-11-20,73.18009185791016,72.51248931884766,72.58094787597656,0.00920672487365537,0.008254838211225746
202,202,202,202,2019-11-21,72.58094787597656,73.40264129638672,73.77922058105469,-0.011194330420513099,-0.016241330494426776
203,203,203,203,2019-11-22,74.0445785522461,73.47109985351562,73.70219421386719,0.007805500392315423,0.004645510788802154
204,204,204,204,2019-11-25,74.07878112792969,74.3612289428711,73.95897674560547,-0.003798320965867852,0.0016198761475068046
205,205,205,205,2019-11-26,75.02029418945312,74.66936492919922,74.52385711669922,0.0046997756119482315,0.006661451674146779
206,206,206,206,2019-11-27,76.21858215332031,73.89051055908203,73.95040893554688,0.031507044363657144,0.030671543949815305
207,207,207,207,2019-11-29,75.78205871582031,73.18009185791016,72.51248931884766,0.03555566537088062,0.045089741473305356
208,208,208,208,2019-12-02,75.311279296875,72.58094787597656,73.40264129638672,0.037617742683161426,0.02600230682137905
209,209,209,209,2019-12-03,73.59947204589844,74.0445785522461,73.47109985351562,-0.006011331485040294,0.0017472474570103813
210,210,210,210,2019-12-04,75.35409545898438,74.07878112792969,74.3612289428711,0.017215649496882257,0.013351937968589356
211,211,211,211,2019-12-05,76.3384017944336,75.02029418945312,74.66936492919922,0.017570013810553453,0.022352364544909964
212,212,212,212,2019-12-06,77.39115142822266,76.21858215332031,73.89051055908203,0.01538429660818963,0.04737605468758477
213,213,213,213,2019-12-09,78.1741943359375,75.78205871582031,73.18009185791016,0.03156598884556039,0.06824400395293462
214,214,214,214,2019-12-10,77.67511749267578,75.311279296875,72.58094787597656,0.03138757192641228,0.07018604421375052
215,215,215,215,2019-12-11,78.87116241455078,73.59947204589844,74.0445785522461,0.07162674163429861,0.06518483806210118
216,216,216,216,2019-12-12,80.333984375,75.35409545898438,74.07878112792969,0.06608650645572678,0.08443987808422415
217,217,217,217,2019-12-13,80.15327453613281,76.3384017944336,75.02029418945312,0.04997318062764822,0.0684212239119868
218,218,218,218,2019-12-16,80.91910552978516,77.39115142822266,76.21858215332031,0.04558601385889105,0.06167161922547093
219,219,219,219,2019-12-17,81.76239013671875,78.1741943359375,75.78205871582031,0.04590000359148849,0.0789148714384289
220,220,220,220,2019-12-18,83.0358657836914,77.67511749267578,75.311279296875,0.06901500073715505,0.10256878596320607
221,221,221,221,2019-12-19,83.38006591796875,78.87116241455078,73.59947204589844,0.05716796057498108,0.13288945695114363
222,222,222,222,2019-12-20,83.6726303100586,80.333984375,75.35409545898438,0.041559571096010384,0.11039260441527077
223,223,223,223,2019-12-23,84.62774658203125,80.15327453613281,76.3384017944336,0.05582394570643978,0.10858682645622397
224,224,224,224,2019-12-24,85.10101318359375,80.91910552978516,77.39115142822266,0.05168010232477527,0.09962200604447258
225,225,225,225,2019-12-26,85.53124237060547,81.76239013671875,78.1741943359375,0.046095181752694,0.09411095435218142
226,226,226,226,2019-12-27,86.01313018798828,83.0358657836914,77.67511749267578,0.03585516181709547,0.10734470657348827
227,227,227,227,2019-12-30,85.6689224243164,83.38006591796875,78.87116241455078,0.02745088386712813,0.08618815548877357
228,228,228,228,2019-12-31,85.7549819946289,83.6726303100586,80.333984375,0.02488689164968183,0.06748075128856579
229,229,229,229,2020-01-02,86.24544525146484,84.62774658203125,80.15327453613281,0.019115464310107022,0.0760065106583474
230,230,230,230,2020-01-03,85.70335388183594,85.10101318359375,80.91910552978516,0.0070779497882442755,0.05912384128232562
231,231,231,231,2020-01-06,85.36776733398438,85.53124237060547,81.76239013671875,-0.0019112903319322694,0.044095790145529
232,232,232,232,2020-01-07,84.94615173339844,86.01313018798828,83.0358657836914,-0.012404832288487544,0.023005552259590223
233,233,233,233,2020-01-08,83.50052642822266,85.6689224243164,83.38006591796875,-0.02531134902518939,0.001444715939328045
234,234,234,234,2020-01-09,82.41632080078125,85.7549819946289,83.6726303100586,-0.03893256247265919,-0.015014581286878936
235,235,235,235,2020-01-10,81.7967758178711,86.24544525146484,84.62774658203125,-0.05158149999252504,-0.0334520400045869
236,236,236,236,2020-01-13,82.54541778564453,85.70335388183594,85.10101318359375,-0.036847287219884395,-0.03003014068041554
237,237,237,237,2020-01-14,83.06169891357422,85.36776733398438,85.53124237060547,-0.027013338786150087,-0.028872998784827186
238,238,238,238,2020-01-15,82.3561019897461,84.94615173339844,86.01313018798828,-0.030490489454791936,-0.04251709233519896
239,239,239,239,2020-01-16,81.85702514648438,83.50052642822266,85.6689224243164,-0.019682525991630007,-0.04449568373174795
240,240,240,240,2020-01-17,81.11701965332031,82.41632080078125,85.7549819946289,-0.01576509524856906,-0.054083882165575914
241,241,241,241,2020-01-21,81.42679595947266,81.7967758178711,86.24544525146484,-0.004523159436286783,-0.05587134808038274
242,242,242,242,2020-01-22,81.37515258789062,82.54541778564453,85.70335388183594,-0.01417722787221054,-0.05050212270470589
243,243,243,243,2020-01-23,73.49320983886719,83.06169891357422,85.36776733398438,-0.11519736773820455,-0.1390988410023698
