,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MKC,MKC_6m,MKC_12m,MKC_6m_ret,MKC_12m_ret
244,244,244,244,2020-01-24,80.54154205322266,78.18130493164062,78.49385070800781,0.03018927764950652,0.026087283611962553
245,245,245,245,2020-01-27,80.56019592285156,77.96673583984375,78.07403564453125,0.033263673989574194,0.031843624551953775
246,246,246,246,2020-01-28,77.45832824707031,78.68041229248047,75.6764907836914,-0.01553225268910996,0.023545455727750353
247,247,247,247,2020-01-29,78.0880126953125,79.83253479003906,76.60472106933594,-0.02185226987110811,0.019362927052942513
248,248,248,248,2020-01-30,77.20176696777344,80.47624969482422,77.10383605957031,-0.04068880867918201,0.0012701171978974912
249,249,249,249,2020-01-31,76.20358276367188,80.58819580078125,77.84547424316406,-0.05440763369300883,-0.02109167546932078
250,250,250,250,2020-02-03,76.10562133789062,80.54154205322266,78.18130493164062,-0.05507618307581852,-0.026549615609062993
251,251,251,251,2020-02-04,74.95816802978516,80.56019592285156,77.96673583984375,-0.06953840949482282,-0.03858783848843794
252,252,252,252,2020-02-05,75.56920623779297,77.45832824707031,78.68041229248047,-0.02438888176428977,-0.03954232017903192
253,253,253,253,2020-02-06,75.6205062866211,78.0880126953125,79.83253479003906,-0.03159904220279286,-0.05276080127601701
254,254,254,254,2020-02-07,76.08229064941406,77.20176696777344,80.47624969482422,-0.01450065668609224,-0.05459945091965124
255,255,255,255,2020-02-10,76.31553649902344,76.20358276367188,80.58819580078125,0.0014691400494746265,-0.05301842607718976
256,256,256,256,2020-02-11,76.1475830078125,76.10562133789062,80.54154205322266,0.0005513609794416396,-0.054555188954621525
257,257,257,257,2020-02-12,76.98251342773438,74.95816802978516,80.56019592285156,0.027006335015349325,-0.0444100520627253
258,258,258,258,2020-02-13,77.9341049194336,75.56920623779297,77.45832824707031,0.031294475612182904,0.006142356582311992
259,259,259,259,2020-02-14,77.82215881347656,75.6205062866211,78.0880126953125,0.029114490697941697,-0.0034045415251282574
260,260,260,260,2020-02-18,76.92190551757812,76.08229064941406,77.20176696777344,0.011035615003141652,-0.0036250653474309003
261,261,261,261,2020-02-19,76.51142883300781,76.31553649902344,76.20358276367188,0.002566873574778361,0.00403978472102362
262,262,262,262,2020-02-20,76.41813659667969,76.1475830078125,76.10562133789062,0.003553016106097928,0.004106336079979789
263,263,263,263,2020-02-21,75.6578369140625,76.98251342773438,74.95816802978516,-0.017207498881098293,0.009334124654691633
264,264,264,264,2020-02-24,75.09342956542969,77.9341049194336,75.56920623779297,-0.03644970782612478,-0.0062959067065777585
265,265,265,265,2020-02-25,73.87134552001953,77.82215881347656,75.6205062866211,-0.05076720247412181,-0.023130773020373585
266,266,266,266,2020-02-26,71.41783142089844,76.92190551757812,76.08229064941406,-0.07155405290137928,-0.06130808087797168
267,267,267,267,2020-02-27,70.08844757080078,76.51142883300781,76.31553649902344,-0.08394799783736484,-0.08159660815989078
268,268,268,268,2020-02-28,68.19001770019531,76.41813659667969,76.1475830078125,-0.10767233097963136,-0.10450187639968511
269,269,269,269,2020-03-02,71.11929321289062,75.6578369140625,76.98251342773438,-0.059987753896890705,-0.07616301356992872
270,270,270,270,2020-03-03,69.92052459716797,75.09342956542969,77.9341049194336,-0.06888625274138682,-0.10282507678185149
271,271,271,271,2020-03-04,71.77699279785156,73.87134552001953,77.82215881347656,-0.02835135474282635,-0.07767923825030343
272,272,272,272,2020-03-05,71.61839294433594,71.41783142089844,76.92190551757812,0.0028082835819460694,-0.06894671339141789
273,273,273,273,2020-03-06,70.26570892333984,70.08844757080078,76.51142883300781,0.0025291094136448145,-0.08163120209530716
274,274,274,274,2020-03-09,67.18248748779297,68.19001770019531,76.41813659667969,-0.014775332906233563,-0.12085676935085066
275,275,275,275,2020-03-10,70.68084716796875,71.11929321289062,75.6578369140625,-0.0061649381639581335,-0.06578287126747973
276,276,276,276,2020-03-11,68.38589477539062,69.92052459716797,75.09342956542969,-0.021948202342856882,-0.08932252567043453
277,277,277,277,2020-03-12,61.18862533569336,71.77699279785156,73.87134552001953,-0.14751756864457455,-0.17168660046795936
278,278,278,278,2020-03-13,62.97045516967773,71.61839294433594,71.41783142089844,-0.12075023494843928,-0.11828105226881502
279,279,279,279,2020-03-16,56.14632034301758,70.26570892333984,70.08844757080078,-0.20094280406003695,-0.19892190098374452
280,280,280,280,2020-03-17,64.69630432128906,67.18248748779297,68.19001770019531,-0.03700641728926224,-0.05123496806037997
281,281,281,281,2020-03-18,65.78312683105469,70.68084716796875,71.11929321289062,-0.0692934583151632,-0.07503120659344154
282,282,282,282,2020-03-19,58.5998420715332,68.38589477539062,69.92052459716797,-0.14310045567143814,-0.1619078602578633
283,283,283,283,2020-03-20,58.09141159057617,61.18862533569336,71.77699279785156,-0.05061747552139373,-0.190668077246126
284,284,284,284,2020-03-23,53.09575271606445,62.97045516967773,71.61839294433594,-0.15681484955135372,-0.25862965457306286
285,285,285,285,2020-03-24,58.2733268737793,56.14632034301758,70.26570892333984,0.03788327565844196,-0.1706719000393817
286,286,286,286,2020-03-25,57.92815780639648,64.69630432128906,67.18248748779297,-0.10461411337008086,-0.13774913712562364
287,287,287,287,2020-03-26,61.4031867980957,65.78312683105469,70.68084716796875,-0.06658151176376303,-0.13126130686896342
288,288,288,288,2020-03-27,61.70637893676758,58.5998420715332,68.38589477539062,0.05301271736265445,-0.09767388231976082
289,289,289,289,2020-03-30,66.77200317382812,58.09141159057617,61.18862533569336,0.1494298614127696,0.09124862353914986
290,290,290,290,2020-03-31,65.86709594726562,53.09575271606445,62.97045516967773,0.2405341779312815,0.04599999745567551
291,291,291,291,2020-04-01,64.65898895263672,58.2733268737793,56.14632034301758,0.10958121702385104,0.15161578813379495
292,292,292,292,2020-04-02,67.73287963867188,57.92815780639648,64.69630432128906,0.16925657924500315,0.046935838905153515
293,293,293,293,2020-04-03,68.51187896728516,61.4031867980957,65.78312683105469,0.11577073666492366,0.041481034236005465
294,294,294,294,2020-04-06,70.90473175048828,61.70637893676758,58.5998420715332,0.14906648181619175,0.20998161844761332
295,295,295,295,2020-04-07,70.10712432861328,66.77200317382812,58.09141159057617,0.04994789726620619,0.20684146604532416
296,296,296,296,2020-04-08,69.54737091064453,65.86709594726562,53.09575271606445,0.05587425573347571,0.3098481018351311
297,297,297,297,2020-04-09,72.27342987060547,64.65898895263672,58.2733268737793,0.1177630680793107,0.2402489054237551
298,298,298,298,2020-04-13,69.6457290649414,67.73287963867188,57.92815780639648,0.028241076364593276,0.20227764358926437
299,299,299,299,2020-04-14,71.75350952148438,68.51187896728516,61.4031867980957,0.04731486864850276,0.16856328251206776
300,300,300,300,2020-04-15,71.45841217041016,70.90473175048828,61.70637893676758,0.007808793662322344,0.15803930487698503
301,301,301,301,2020-04-16,72.79802703857422,70.10712432861328,66.77200317382812,0.038382728370769614,0.09024776221043562
302,302,302,302,2020-04-17,73.4865493774414,69.54737091064453,65.86709594726562,0.05664022112148559,0.11567920705470369
303,303,303,303,2020-04-20,73.12590026855469,72.27342987060547,64.65898895263672,0.011795073230583375,0.13094716532174755
304,304,304,304,2020-04-21,70.81202697753906,69.6457290649414,67.73287963867188,0.016746151246548546,0.04546015694730854
305,305,305,305,2020-04-22,71.83781433105469,71.75350952148438,68.51187896728516,0.001174922455117855,0.048545382405256854
306,306,306,306,2020-04-23,71.01812744140625,71.45841217041016,70.90473175048828,-0.006161412150523793,0.001599268315646496
307,307,307,307,2020-04-24,72.25469207763672,72.79802703857422,70.10712432861328,-0.0074635945923314795,0.030632660654531074
308,308,308,308,2020-04-27,73.47720336914062,73.4865493774414,69.54737091064453,-0.00012717984964538687,0.056505837777033996
309,309,309,309,2020-04-28,73.39757537841797,73.12590026855469,72.27342987060547,0.0037151694388111167,0.015554063364989101
310,310,310,310,2020-04-29,73.28517150878906,70.81202697753906,69.6457290649414,0.034925487050871507,0.05225650578593344
311,311,311,311,2020-04-30,73.46316528320312,71.83781433105469,71.75350952148438,0.02262528401348951,0.023826789422848327
312,312,312,312,2020-05-01,72.32962799072266,71.01812744140625,71.45841217041016,0.0184671237691878,0.012191928057887269
313,313,313,313,2020-05-04,73.72077178955078,72.25469207763672,72.79802703857422,0.0202904430114903,0.012675408778422215
314,314,314,314,2020-05-05,75.04165649414062,73.47720336914062,73.4865493774414,0.02129168032077078,0.021161792598423546
315,315,315,315,2020-05-06,75.04633331298828,73.39757537841797,73.12590026855469,0.022463384193139424,0.026262008910397094
316,316,316,316,2020-05-07,75.34611511230469,73.28517150878906,70.81202697753906,0.02812224575702138,0.06402991593792118
317,317,317,317,2020-05-08,76.83091735839844,73.46316528320312,71.83781433105469,0.04584273032903652,0.06950521913617425
318,318,318,318,2020-05-11,77.21500396728516,72.32962799072266,71.01812744140625,0.0675432200092212,0.08725767278208885
319,319,319,319,2020-05-12,78.98084259033203,73.72077178955078,72.25469207763672,0.07135127146792586,0.09308946338693347
320,320,320,320,2020-05-13,78.93401336669922,75.04165649414062,73.47720336914062,0.05186928240133559,0.07426534690146336
321,321,321,321,2020-05-14,82.2127914428711,75.04633331298828,73.39757537841797,0.09549378115509488,0.1201022788423769
322,322,322,322,2020-05-15,83.36502838134766,75.34611511230469,73.28517150878906,0.10642769381129535,0.13754292532903079
323,323,323,323,2020-05-18,82.59219360351562,76.83091735839844,73.46316528320312,0.0749864305048209,0.1242667435458269
324,324,324,324,2020-05-19,80.8075942993164,77.21500396728516,72.32962799072266,0.046527101566340434,0.11721291183304827
325,325,325,325,2020-05-20,81.30877685546875,78.98084259033203,73.72077178955078,0.029474669917255003,0.10292899655987453
326,326,326,326,2020-05-21,79.8895263671875,78.93401336669922,75.04165649414062,0.01210521243927265,0.06460238352314907
327,327,327,327,2020-05-22,80.50313568115234,82.2127914428711,75.04633331298828,-0.020795495831166022,0.07271244479601591
328,328,328,328,2020-05-26,80.10969543457031,83.36502838134766,75.34611511230469,-0.0390491433876331,0.06322264014760992
329,329,329,329,2020-05-27,80.56402587890625,82.59219360351562,76.83091735839844,-0.024556409463412532,0.04858862354973237
330,330,330,330,2020-05-28,80.80290222167969,80.8075942993164,77.21500396728516,-5.806481033621136e-05,0.046466335168676265
331,331,331,331,2020-05-29,82.04415893554688,81.30877685546875,78.98084259033203,0.009044313646302982,0.038785561722911144
332,332,332,332,2020-06-01,82.70460510253906,79.8895263671875,78.93401336669922,0.035237143883078303,0.047768909434808826
333,333,333,333,2020-06-02,82.16593170166016,80.50313568115234,82.2127914428711,0.02065504661947104,-0.0005699811475626815
334,334,334,334,2020-06-03,81.64134216308594,80.10969543457031,83.36502838134766,0.01911936776449985,-0.020676370556449997
335,335,335,335,2020-06-04,79.9878921508789,80.56402587890625,82.59219360351562,-0.007151252953685794,-0.031532053321391196
336,336,336,336,2020-06-05,80.01599884033203,80.80290222167969,80.8075942993164,-0.009738553439439745,-0.009796052782517606
337,337,337,337,2020-06-08,80.92469787597656,82.04415893554688,81.30877685546875,-0.013644616193210668,-0.004723708735342447
338,338,338,338,2020-06-09,80.14248657226562,82.70460510253906,79.8895263671875,-0.030979151972213237,0.003166375075444483
339,339,339,339,2020-06-10,80.75607299804688,82.16593170166016,80.50313568115234,-0.01715867725728948,0.0031419560835037608
340,340,340,340,2020-06-11,78.61551666259766,81.64134216308594,80.10969543457031,-0.03706241740176097,-0.018651659625806838
341,341,341,341,2020-06-12,78.00658416748047,79.9878921508789,80.56402587890625,-0.024770098700202636,-0.0317442144123955
342,342,342,342,2020-06-15,79.81459045410156,80.01599884033203,80.80290222167969,-0.0025171014440795725,-0.012231141956593694
343,343,343,343,2020-06-16,81.01838684082031,80.92469787597656,82.04415893554688,0.0011577301775946847,-0.012502682799544584
344,344,344,344,2020-06-17,81.56639099121094,80.14248657226562,82.70460510253906,0.01776716046439808,-0.01376240307195642
345,345,345,345,2020-06-18,81.4446029663086,80.75607299804688,82.16593170166016,0.008526045691676698,-0.00877892723191731
346,346,346,346,2020-06-19,80.65769958496094,78.61551666259766,81.64134216308594,0.02597684285569124,-0.012048339138767239
347,347,347,347,2020-06-22,80.89189147949219,78.00658416748047,79.9878921508789,0.03698799713902301,0.011301702098963862
348,348,348,348,2020-06-23,80.75607299804688,79.81459045410156,80.01599884033203,0.011795870135883568,0.009249077290050867
349,349,349,349,2020-06-24,80.69048309326172,81.01838684082031,80.92469787597656,-0.004047275690675423,-0.002894231166284955
350,350,350,350,2020-06-25,83.6273193359375,81.56639099121094,80.14248657226562,0.025266881612411085,0.04348296281685182
351,351,351,351,2020-06-26,82.55472564697266,81.4446029663086,80.75607299804688,0.01363040201845278,0.02227266114053461
352,352,352,352,2020-06-29,84.02079010009766,80.65769958496094,78.61551666259766,0.04169583973312063,0.06875580886529531
353,353,353,353,2020-06-30,84.03483581542969,80.89189147949219,78.00658416748047,0.03885363883145576,0.07727875425241715
354,354,354,354,2020-07-01,84.07697296142578,80.75607299804688,79.81459045410156,0.04112260341657792,0.05340355044201295
355,355,355,355,2020-07-02,85.36015319824219,80.69048309326172,81.01838684082031,0.05787138614083265,0.05358988899584349
356,356,356,356,2020-07-06,85.34133911132812,83.6273193359375,81.56639099121094,0.020495931102433973,0.04628068097954641
357,357,357,357,2020-07-07,86.07927703857422,82.55472564697266,81.4446029663086,0.042693514683502576,0.05690584647067243
358,358,358,358,2020-07-08,86.31428527832031,84.02079010009766,80.65769958496094,0.027296758046315928,0.07013075902816945
359,359,359,359,2020-07-09,86.41299438476562,84.03483581542969,80.89189147949219,0.02829967532225819,0.06825285951773252
360,360,360,360,2020-07-10,87.38123321533203,84.07697296142578,80.75607299804688,0.039300418860491515,0.08203915781597493
361,361,361,361,2020-07-13,85.97117614746094,85.36015319824219,80.69048309326172,0.007158175405328704,0.06544381507910679
362,362,362,362,2020-07-14,89.0309829711914,85.34133911132812,83.6273193359375,0.043233957871813056,0.06461600919607347
363,363,363,363,2020-07-15,88.9275894165039,86.07927703857422,82.55472564697266,0.03308940869302712,0.07719562653243406
364,364,364,364,2020-07-16,89.1719970703125,86.31428527832031,84.02079010009766,0.033108213579913226,0.06130871852166564
365,365,365,365,2020-07-17,89.72191619873047,86.41299438476562,84.03483581542969,0.038291947148960226,0.06767527214299118
366,366,366,366,2020-07-20,90.03683471679688,87.38123321533203,84.07697296142578,0.03039098217944236,0.07088577936916751
367,367,367,367,2020-07-21,90.98625946044922,85.97117614746094,85.36015319824219,0.05833447368902145,0.06591021748919368
368,368,368,368,2020-07-22,91.0990753173828,89.0309829711914,85.34133911132812,0.0232289061310329,0.06746714155192346
369,369,369,369,2020-07-23,92.07201385498048,88.9275894165039,86.07927703857422,0.03535938013285467,0.06961880980622981
370,370,370,370,2020-07-24,90.9580535888672,89.1719970703125,86.31428527832031,0.020029343036316538,0.0538006923833414
371,371,371,371,2020-07-27,92.13311004638672,89.72191619873047,86.41299438476562,0.026874078818329705,0.06619508677307828
372,372,372,372,2020-07-28,90.7089614868164,90.03683471679688,87.38123321533203,0.007465019979141285,0.03808287144773881
373,373,373,373,2020-07-29,91.34347534179688,90.98625946044922,85.97117614746094,0.0039260420580640165,0.06248953934422352
374,374,374,374,2020-07-30,91.10845947265624,91.0990753173828,89.0309829711914,0.0001030104338681781,0.023334309384599905
375,375,375,375,2020-07-31,91.60668182373048,92.07201385498048,88.9275894165039,-0.0050540007953223665,0.030126673002218718
376,376,376,376,2020-08-03,92.26002502441406,90.9580535888672,89.1719970703125,0.0143139764339264,0.03463001901445173
377,377,377,377,2020-08-04,93.18595886230467,92.13311004638672,89.72191619873047,0.011427475045484359,0.03860865672888081
378,378,378,378,2020-08-05,92.71123504638672,90.7089614868164,90.03683471679688,0.022073602505760404,0.029703402368618903
379,379,379,379,2020-08-06,93.5572738647461,91.34347534179688,90.98625946044922,0.02423597870198657,0.028257172231753058
380,380,380,380,2020-08-07,94.73233032226562,91.10845947265624,91.0990753173828,0.039775349847694486,0.039882457557607776
381,381,381,381,2020-08-10,94.85923767089844,91.60668182373048,92.07201385498048,0.03550566162222224,0.030272215184822704
382,382,382,382,2020-08-11,92.9556655883789,92.26002502441406,90.9580535888672,0.00753999973206998,0.021961903544472916
383,383,383,383,2020-08-12,94.78402709960938,93.18595886230467,92.13311004638672,0.017149238542107703,0.028772686083081256
384,384,384,384,2020-08-13,94.9626235961914,92.71123504638672,90.7089614868164,0.024283880466895225,0.04689351569737932
385,385,385,385,2020-08-14,94.73233032226562,93.5572738647461,91.34347534179688,0.012559755206402068,0.03710013186807304
386,386,386,386,2020-08-17,95.0848388671875,94.73233032226562,91.10845947265624,0.0037211007448321176,0.04364445867647082
387,387,387,387,2020-08-18,95.17413330078124,94.85923767089844,91.60668182373048,0.0033196095352914234,0.038943136090391794
388,388,388,388,2020-08-19,95.18824768066406,92.9556655883789,92.26002502441406,0.024017708637269708,0.0317388018860294
389,389,389,389,2020-08-20,95.36214447021484,94.78402709960938,93.18595886230467,0.00609931217627957,0.023353149277841156
390,390,390,390,2020-08-21,95.48434448242188,94.9626235961914,92.71123504638672,0.005493960323263325,0.029911255465938646
391,391,391,391,2020-08-24,95.3386459350586,94.73233032226562,93.5572738647461,0.006400302945471337,0.01904044439011554
392,392,392,392,2020-08-25,95.3104476928711,95.0848388671875,94.73233032226562,0.002372710816691992,0.006102640657511538
393,393,393,393,2020-08-26,96.5889129638672,95.17413330078124,94.85923767089844,0.01486516991559883,0.01823412601068597
394,394,394,394,2020-08-27,96.56539154052734,95.18824768066406,92.9556655883789,0.01446758285206906,0.03883276967896521
395,395,395,395,2020-08-28,96.1611785888672,95.36214447021484,94.78402709960938,0.008378944528684817,0.014529362503352683
396,396,396,396,2020-08-31,96.91790771484376,95.48434448242188,94.9626235961914,0.015013594534188712,0.02059003895013256
397,397,397,397,2020-09-01,96.79100799560548,95.3386459350586,94.73233032226562,0.015233718145485131,0.021731521502073692
398,398,398,398,2020-09-02,98.6005859375,95.3104476928711,95.0848388671875,0.034520226525753595,0.036974843857318085
399,399,399,399,2020-09-03,95.88856506347656,96.5889129638672,95.17413330078124,-0.007250810459505153,0.0075065749265874615
400,400,400,400,2020-09-04,94.8733367919922,96.56539154052734,95.18824768066406,-0.017522372369038752,-0.0033082958909834703
401,401,401,401,2020-09-08,92.83815002441406,96.1611785888672,95.36214447021484,-0.03455686185649409,-0.026467467356390273
402,402,402,402,2020-09-09,95.26814270019533,96.91790771484376,95.48434448242188,-0.017022292923434268,-0.0022642641932401064
403,403,403,403,2020-09-10,93.15306091308594,96.79100799560548,95.3386459350586,-0.03758558938331047,-0.022924439512822525
404,404,404,404,2020-09-11,93.36457061767578,98.6005859375,95.3104476928711,-0.05310328807927345,-0.020416199087278653
405,405,405,405,2020-09-14,94.05078887939452,95.88856506347656,96.5889129638672,-0.019165749147100786,-0.026277592392225935
406,406,406,406,2020-09-15,94.16829681396484,94.8733367919922,96.56539154052734,-0.007431381691287431,-0.024823538623114927
407,407,407,407,2020-09-16,93.38337707519533,92.83815002441406,96.1611785888672,0.00587287715920537,-0.028886932901979523
408,408,408,408,2020-09-17,90.58675384521484,95.26814270019533,96.91790771484376,-0.04913907967863518,-0.06532491279379171
409,409,409,409,2020-09-18,89.28482818603516,93.15306091308594,96.79100799560548,-0.04152555685378856,-0.07755038370827927
410,410,410,410,2020-09-21,89.49160766601562,93.36457061767578,98.6005859375,-0.041482148164315835,-0.09238259777947255
411,411,411,411,2020-09-22,90.42694091796876,94.05078887939452,95.88856506347656,-0.03853075561197872,-0.05695803396257204
412,412,412,412,2020-09-23,87.18382263183594,94.16829681396484,94.8733367919922,-0.07417012326268524,-0.08105031845791788
413,413,413,413,2020-09-24,88.7630844116211,93.38337707519533,92.83815002441406,-0.049476607168038256,-0.04389430004498507
414,414,414,414,2020-09-25,90.04153442382812,90.58675384521484,95.26814270019533,-0.006018754379015889,-0.054862078006654436
415,415,415,415,2020-09-28,91.7383041381836,89.28482818603516,93.15306091308594,0.02747920337637133,-0.015187442699519549
416,416,416,416,2020-09-29,89.25189971923828,89.49160766601562,93.36457061767578,-0.0026785522467306366,-0.044049588309881704
417,417,417,417,2020-09-30,91.2306900024414,90.42694091796876,94.05078887939452,0.008888380789103145,-0.029984850850846678
418,418,418,418,2020-10-01,90.8076629638672,87.18382263183594,94.16829681396484,0.0415655132183661,-0.03568752928320218
419,419,419,419,2020-10-02,90.93025970458984,88.7630844116211,93.38337707519533,0.02441527699644719,-0.02626931524044318
420,420,420,420,2020-10-05,91.98649597167967,90.04153442382812,90.58675384521484,0.021600715273204507,0.015451951494548144
421,421,421,421,2020-10-06,90.36441040039062,91.7383041381836,89.28482818603516,-0.014976227767667272,0.012091440800065634
422,422,422,422,2020-10-07,91.56211853027344,89.25189971923828,89.49160766601562,0.025884253649529843,0.023136369077031205
423,423,423,423,2020-10-08,91.63286590576172,91.2306900024414,90.42694091796876,0.004408340036774261,0.013335903830772322
424,424,424,424,2020-10-09,92.47217559814452,90.8076629638672,87.18382263183594,0.018330089994053056,0.06065750281036064
425,425,425,425,2020-10-12,94.73081970214844,90.93025970458984,88.7630844116211,0.0417964273928797,0.06723217574158591
426,426,426,426,2020-10-13,94.41487884521484,91.98649597167967,90.04153442382812,0.02639934098895136,0.04857030091025827
427,427,427,427,2020-10-14,93.36808013916016,90.36441040039062,91.7383041381836,0.033239521239177394,0.017765490830544017
428,428,428,428,2020-10-15,93.90563201904295,91.56211853027344,89.25189971923828,0.025594793200363508,0.05214154896919876
429,429,429,429,2020-10-16,94.01880645751952,91.63286590576172,91.2306900024414,0.026038043535728583,0.030561168122300808
430,430,430,430,2020-10-19,93.14175415039062,92.47217559814452,90.8076629638672,0.007240865134998886,0.025703680838611298
431,431,431,431,2020-10-20,92.39202117919922,94.73081970214844,90.93025970458984,-0.024688887210126964,0.01607563290106384
432,432,432,432,2020-10-21,92.10909271240234,94.41487884521484,91.98649597167967,-0.024421851312150022,0.001332768896430414
433,433,433,433,2020-10-22,91.77430725097656,93.36808013916016,90.36441040039062,-0.017069783225789337,0.015602346591306215
434,434,434,434,2020-10-23,92.63722229003906,93.90563201904295,91.56211853027344,-0.013507280678827338,0.011741796465862153
435,435,435,435,2020-10-26,91.50553131103516,94.01880645751952,91.63286590576172,-0.026731621482771417,-0.0013896170709919442
436,436,436,436,2020-10-27,90.63318634033205,93.14175415039062,92.47217559814452,-0.02693279542500493,-0.01988694702938698
437,437,437,437,2020-10-28,87.54937744140625,92.39202117919922,94.73081970214844,-0.052414090264357394,-0.07580893191172622
438,438,438,438,2020-10-29,86.71476745605469,92.10909271240234,94.41487884521484,-0.058564524929049955,-0.08155612212121599
439,439,439,439,2020-10-30,85.11627960205078,91.77430725097656,93.36808013916016,-0.07254783880545101,-0.08837924614933179
440,440,440,440,2020-11-02,87.31360626220703,92.63722229003906,93.90563201904295,-0.05746735379396695,-0.0701984067952297
441,441,441,441,2020-11-03,88.49716186523438,91.50553131103516,94.01880645751952,-0.03287636717364195,-0.05872915005339896
442,442,442,442,2020-11-04,89.11014556884766,90.63318634033205,93.14175415039062,-0.016804449153594803,-0.04328465378731605
443,443,443,443,2020-11-05,88.90267944335938,87.54937744140625,92.39202117919922,0.01545758566768618,-0.03776669988712644
444,444,444,444,2020-11-06,88.95925903320312,86.71476745605469,92.10909271240234,0.025883614094749152,-0.03419677239720653
445,445,445,445,2020-11-09,84.08362579345703,85.11627960205078,91.77430725097656,-0.012132271445859488,-0.08379994017811232
446,446,446,446,2020-11-10,85.79058074951172,87.31360626220703,92.63722229003906,-0.017443163533087724,-0.07390810487701271
447,447,447,447,2020-11-11,88.12464141845703,88.49716186523438,91.50553131103516,-0.004209405577826675,-0.03694738278810916
448,448,448,448,2020-11-12,87.22400665283203,89.11014556884766,90.63318634033205,-0.0211663767798288,-0.0376151366310612
449,449,449,449,2020-11-13,87.05425262451172,88.90267944335938,87.54937744140625,-0.02079157602921633,-0.005655377929168037
450,450,450,450,2020-11-16,86.84678649902344,88.95925903320312,86.71476745605469,-0.023746516744156176,0.0015224516750926842
451,451,451,451,2020-11-17,86.13006591796875,84.08362579345703,85.11627960205078,0.024338152704530103,0.011910604183568374
452,452,452,452,2020-11-18,85.90846252441406,85.79058074951172,87.31360626220703,0.001374064307205547,-0.01609306725429771
453,453,453,453,2020-11-19,86.403564453125,88.12464141845703,88.49716186523438,-0.019530030847553226,-0.023657226604595016
454,454,454,454,2020-11-20,86.60630798339844,87.22400665283203,89.11014556884766,-0.0070817506915515915,-0.028098232467982265
455,455,455,455,2020-11-23,86.29039001464844,87.05425262451172,88.90267944335938,-0.008774558241950836,-0.029383697376356932
456,456,456,456,2020-11-24,87.95960998535156,86.84678649902344,88.95925903320312,0.012813640333607879,-0.011237155735283832
457,457,457,457,2020-11-25,87.51165771484375,86.13006591796875,84.08362579345703,0.01604076093696305,0.040769316130673694
458,458,458,458,2020-11-27,87.93132019042969,85.90846252441406,85.79058074951172,0.023546663583238425,0.024953082520427605
459,459,459,459,2020-11-30,88.16708374023438,86.403564453125,88.12464141845703,0.020410260829761384,0.00048161695859616493
460,460,460,460,2020-12-01,88.30853271484375,86.60630798339844,87.22400665283203,0.019654743067579084,0.01243380238571623
461,461,461,461,2020-12-02,86.2149429321289,86.29039001464844,87.05425262451172,-0.0008743393384446074,-0.009641225638946982
462,462,462,462,2020-12-03,87.37490844726562,87.95960998535156,86.84678649902344,-0.006647386660574184,0.006081076451206702
463,463,463,463,2020-12-04,88.60088348388672,87.51165771484375,86.13006591796875,0.012446636225223795,0.028687050678344983
464,464,464,464,2020-12-07,87.36548614501953,87.93132019042969,85.90846252441406,-0.006434954509778157,0.016960187364445156
465,465,465,465,2020-12-08,88.11994171142578,88.16708374023438,86.403564453125,-0.0005346896688506186,0.019864658005306346
466,466,466,466,2020-12-09,87.81814575195312,88.30853271484375,86.60630798339844,-0.005553109623892549,0.013992488500802702
467,467,467,467,2020-12-10,87.75213623046875,86.2149429321289,86.29039001464844,0.01782977806469077,0.016939849449888467
468,468,468,468,2020-12-11,88.10106658935547,87.37490844726562,87.95960998535156,0.00831083150751577,0.0016081995364403134
469,469,469,469,2020-12-14,87.96903991699219,88.60088348388672,87.51165771484375,-0.007131346122631443,0.005226528831608013
470,470,470,470,2020-12-15,86.5450210571289,87.36548614501953,87.93132019042969,-0.009391180935326315,-0.015765703622992566
471,471,471,471,2020-12-16,87.43148040771484,88.11994171142578,88.16708374023438,-0.007812775296260455,-0.008343287554875123
472,472,472,472,2020-12-17,89.2138900756836,87.81814575195312,88.30853271484375,0.015893575431128015,0.010252207040550854
473,473,473,473,2020-12-18,88.05392456054688,87.75213623046875,86.2149429321289,0.003439099525571976,0.02133019597154595
474,474,474,474,2020-12-21,88.35568237304688,88.10106658935547,87.37490844726562,0.0028900420113888714,0.01122489217111089
475,475,475,475,2020-12-22,87.66726684570312,87.96903991699219,88.60088348388672,-0.0034304463430977483,-0.010537328765501397
476,476,476,476,2020-12-23,87.68612670898438,86.5450210571289,87.36548614501953,0.013185110338146622,0.003670105645982469
477,477,477,477,2020-12-24,88.1482162475586,87.43148040771484,88.11994171142578,0.008197686193821996,0.00032086421737997917
478,478,478,478,2020-12-28,88.10106658935547,89.2138900756836,87.81814575195312,-0.01247365724534677,0.0032216671734504043
479,479,479,479,2020-12-29,89.4213638305664,88.05392456054688,87.75213623046875,0.015529566420168672,0.01902207367024844
480,480,480,480,2020-12-30,89.49708557128906,88.35568237304688,88.10106658935547,0.012918277213038287,0.0158456535882876
481,481,481,481,2020-12-31,90.48139190673828,87.66726684570312,87.96903991699219,0.032100066105495095,0.028559502208012733
482,482,482,482,2021-01-04,88.95759582519531,87.68612670898438,86.5450210571289,0.01450023126726463,0.027876528754598784
483,483,483,483,2021-01-05,89.18474578857422,88.1482162475586,87.43148040771484,0.01175893949010387,0.02005302177983781
