,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,STT,STT_6m,STT_12m,STT_6m_ret,STT_12m_ret
244,244,244,244,2020-01-24,68.83809661865234,71.3600082397461,71.97511291503906,-0.03534068567678639,-0.04358473601965329
245,245,245,245,2020-01-27,66.29862976074219,71.29849243164062,71.60603332519531,-0.07012578387533497,-0.07411950247753296
246,246,246,246,2020-01-28,67.2212905883789,72.54627227783203,72.86258697509766,-0.07340117586000738,-0.07742377289797275
247,247,247,247,2020-01-29,66.98402404785156,71.4478759765625,71.78177642822266,-0.062477041727247995,-0.06683802796617255
248,248,248,248,2020-01-30,68.19664001464844,70.7712631225586,72.12448120117188,-0.03637949916834937,-0.05445919500714025
249,249,249,249,2020-01-31,66.45679473876953,70.70096588134766,71.64118957519531,-0.06002988912062124,-0.07236611880912713
250,250,250,250,2020-02-03,66.86100769042969,68.83809661865234,71.3600082397461,-0.028720854081356828,-0.06304652508168507
251,251,251,251,2020-02-04,68.31087493896484,66.29862976074219,71.29849243164062,0.03035123328316769,-0.041902954617732524
252,252,252,252,2020-02-05,70.3319091796875,67.2212905883789,72.54627227783203,0.04627430631101803,-0.030523458044324325
253,253,253,253,2020-02-06,70.53401184082031,66.98402404785156,71.4478759765625,0.05299752953678527,-0.012790641054773566
254,254,254,254,2020-02-07,69.54106903076172,68.19664001464844,70.7712631225586,0.019714006669895978,-0.01738267818770567
255,255,255,255,2020-02-10,69.53227996826172,66.45679473876953,70.70096588134766,0.046277965128793896,-0.0165299851072368
256,256,256,256,2020-02-11,70.10345458984375,66.86100769042969,68.83809661865234,0.04849533399835648,0.018381652505606194
257,257,257,257,2020-02-12,70.67462158203125,68.31087493896484,66.29862976074219,0.034602786820962184,0.06600425735918058
258,258,258,258,2020-02-13,69.28626251220703,70.3319091796875,67.2212905883789,-0.014867315272346748,0.030719016337736216
259,259,259,259,2020-02-14,68.40753936767578,70.53401184082031,66.98402404785156,-0.030148185501535196,0.02125156468365197
260,260,260,260,2020-02-18,67.55518341064453,69.54106903076172,68.19664001464844,-0.0285570188637555,-0.009405985454211896
261,261,261,261,2020-02-19,69.2071533203125,69.53227996826172,66.45679473876953,-0.004675909492650399,0.041385664059697236
262,262,262,262,2020-02-20,68.44268035888672,70.10345458984375,66.86100769042969,-0.023690333674335595,0.023656129679951343
263,263,263,263,2020-02-21,67.77485656738281,70.67462158203125,68.31087493896484,-0.041029791879150124,-0.007846750199890673
264,264,264,264,2020-02-24,65.0333023071289,69.28626251220703,70.3319091796875,-0.0613824451034406,-0.07533716821224701
265,265,265,265,2020-02-25,62.256568908691406,68.40753936767578,70.53401184082031,-0.08991655767537898,-0.11735392211645734
266,266,266,266,2020-02-26,61.63268661499024,67.55518341064453,69.54106903076172,-0.08766902103800811,-0.1137224740142142
267,267,267,267,2020-02-27,60.96486282348633,69.2071533203125,69.53227996826172,-0.11909593302701316,-0.12321496071588656
268,268,268,268,2020-02-28,59.848899841308594,68.44268035888672,70.10345458984375,-0.1255617178128573,-0.14627745249548352
269,269,269,269,2020-03-02,60.35855102539063,67.77485656738281,70.67462158203125,-0.1094256176642554,-0.14596569922439373
270,270,270,270,2020-03-03,57.86301803588867,65.0333023071289,69.28626251220703,-0.11025557701771871,-0.16487026521752102
271,271,271,271,2020-03-04,58.87353515625,62.256568908691406,68.40753936767578,-0.05434018950519315,-0.13937066439683732
272,272,272,272,2020-03-05,54.83147811889648,61.63268661499024,67.55518341064453,-0.1103506738004113,-0.1883453592954527
273,273,273,273,2020-03-06,52.836795806884766,60.96486282348633,69.2071533203125,-0.13332379735086153,-0.23654140833766946
274,274,274,274,2020-03-09,46.27285003662109,59.848899841308594,68.44268035888672,-0.22683875293756217,-0.3239182072650528
275,275,275,275,2020-03-10,49.84918594360352,60.35855102539063,67.77485656738281,-0.17411559593877934,-0.26448850697245385
276,276,276,276,2020-03-11,47.61726760864258,57.86301803588867,65.0333023071289,-0.17706906371339493,-0.2678017889394061
277,277,277,277,2020-03-12,42.28350067138672,58.87353515625,62.256568908691406,-0.2817910363431282,-0.32081864753257106
278,278,278,278,2020-03-13,51.72084045410156,54.83147811889648,61.63268661499024,-0.05673087378840702,-0.16082125744098152
279,279,279,279,2020-03-16,41.93202590942383,52.836795806884766,60.96486282348633,-0.20638590457523576,-0.31219354940843436
280,280,280,280,2020-03-17,43.87397003173828,46.27285003662109,59.848899841308594,-0.05184206295882554,-0.26692102698509723
281,281,281,281,2020-03-18,39.73524475097656,49.84918594360352,60.35855102539063,-0.202890799542229,-0.3416799430082177
282,282,282,282,2020-03-19,40.9742317199707,47.61726760864258,57.86301803588867,-0.1395089685378369,-0.29187530981261556
283,283,283,283,2020-03-20,41.00937271118164,42.28350067138672,58.87353515625,-0.030132981895401145,-0.30343281404211553
284,284,284,284,2020-03-23,37.96904373168945,51.72084045410156,54.83147811889648,-0.2658850204612552,-0.30753200471164666
285,285,285,285,2020-03-24,42.67892456054688,41.93202590942383,52.836795806884766,0.017812128913981207,-0.1922499479995774
286,286,286,286,2020-03-25,43.39067459106445,43.87397003173828,46.27285003662109,-0.011015539289565446,-0.06228653396701589
287,287,287,287,2020-03-26,43.42582321166992,39.73524475097656,49.84918594360352,0.0928792180297986,-0.12885592031935322
288,288,288,288,2020-03-27,42.75800323486328,40.9742317199707,47.61726760864258,0.04353398318932178,-0.10204836643960091
289,289,289,289,2020-03-30,45.49078750610352,41.00937271118164,42.28350067138672,0.10927781867046149,0.07585197024349455
290,290,290,290,2020-03-31,47.283790588378906,37.96904373168945,51.72084045410156,0.24532476831686023,-0.08578843318797591
291,291,291,291,2020-04-01,44.736305236816406,42.67892456054688,41.93202590942383,0.048206010283853296,0.06687679086743925
292,292,292,292,2020-04-02,46.5293197631836,43.39067459106445,43.87397003173828,0.07233455579336612,0.06052221236246558
293,293,293,293,2020-04-03,46.29854202270508,43.42582321166992,39.73524475097656,0.06615231672253397,0.16517571020038102
294,294,294,294,2020-04-06,49.307579040527344,42.75800323486328,40.9742317199707,0.15317777515681041,0.2033801970347866
295,295,295,295,2020-04-07,49.8223991394043,45.49078750610352,41.00937271118164,0.09521953500408409,0.2149027367546077
296,296,296,296,2020-04-08,51.97933197021485,47.283790588378906,37.96904373168945,0.09930551936311938,0.36899239121032257
297,297,297,297,2020-04-09,54.10075759887695,44.736305236816406,42.67892456054688,0.2093255648290313,0.26762232544370645
298,298,298,298,2020-04-13,52.76044464111328,46.5293197631836,43.39067459106445,0.1339182457350272,0.21593971834626347
299,299,299,299,2020-04-14,53.79896545410156,46.29854202270508,43.42582321166992,0.1620012878098458,0.23887036503303505
300,300,300,300,2020-04-15,50.656768798828125,49.307579040527344,42.75800323486328,0.027362725661137066,0.1847318622569467
301,301,301,301,2020-04-16,51.92607498168945,49.8223991394043,45.49078750610352,0.042223495428211244,0.1414635320332167
302,302,302,302,2020-04-17,51.91720199584961,51.97933197021485,47.283790588378906,-0.0011952822787496542,0.09799153895689305
303,303,303,303,2020-04-20,51.64202880859375,54.10075759887695,44.736305236816406,-0.04544721551799935,0.15436508525282
304,304,304,304,2020-04-21,49.6981315612793,52.76044464111328,46.5293197631836,-0.05804183608884328,0.06810354877792602
305,305,305,305,2020-04-22,51.01182556152344,53.79896545410156,46.29854202270508,-0.05180657042477821,0.10180198625924186
306,306,306,306,2020-04-23,50.63903045654297,50.656768798828125,49.307579040527344,-0.0003501672669964373,0.02700297686327824
307,307,307,307,2020-04-24,50.95856857299805,51.92607498168945,49.8223991394043,-0.018632380919077263,0.02280439025858061
308,308,308,308,2020-04-27,54.40255355834961,51.91720199584961,51.97933197021485,0.04787144659102949,0.0466189444205114
309,309,309,309,2020-04-28,55.698490142822266,51.64202880859375,54.10075759887695,0.07854961216305822,0.029532535492229117
310,310,310,310,2020-04-29,57.21632766723633,49.6981315612793,52.76044464111328,0.15127723859571796,0.08445499382032917
311,311,311,311,2020-04-30,55.95589447021485,51.01182556152344,53.79896545410156,0.09692005440441576,0.040092388355561726
312,312,312,312,2020-05-01,52.44089889526367,50.63903045654297,50.656768798828125,0.035582601453379326,0.035219974324079306
313,313,313,313,2020-05-04,51.83732604980469,50.95856857299805,51.92607498168945,0.017244547902632412,-0.0017091400017440472
314,314,314,314,2020-05-05,51.55327224731445,54.40255355834961,51.91720199584961,-0.052374036229368426,-0.007009810516449777
315,315,315,315,2020-05-06,49.99992752075195,55.698490142822266,51.64202880859375,-0.10231089940603488,-0.03179776871137441
316,316,316,316,2020-05-07,51.69529724121094,57.21632766723633,49.6981315612793,-0.09649396686440759,0.040185930882916
317,317,317,317,2020-05-08,53.45279693603516,55.95589447021485,51.01182556152344,-0.04473340222471256,0.0478510884023895
318,318,318,318,2020-05-11,52.15685272216797,52.44089889526367,50.63903045654297,-0.005416500843416272,0.029973367419179775
319,319,319,319,2020-05-12,49.99992752075195,51.83732604980469,50.95856857299805,-0.035445472771635345,-0.01881216602214486
320,320,320,320,2020-05-13,47.283790588378906,51.55327224731445,54.40255355834961,-0.0828168896525856,-0.13085347110288592
321,321,321,321,2020-05-14,48.55309677124024,49.99992752075195,55.698490142822266,-0.028936656936376925,-0.1282870209454472
322,322,322,322,2020-05-15,48.29569625854492,51.69529724121094,57.21632766723633,-0.06576228717292087,-0.15591059007793695
323,323,323,323,2020-05-18,51.89056396484375,53.45279693603516,55.95589447021485,-0.029226402746723945,-0.07265240854178578
324,324,324,324,2020-05-19,50.36385726928711,52.15685272216797,52.44089889526367,-0.03437698709375525,-0.03960728495758403
325,325,325,325,2020-05-20,51.819557189941406,49.99992752075195,51.83732604980469,0.03639264613802151,-0.0003427811813867532
326,326,326,326,2020-05-21,51.56214904785156,47.283790588378906,51.55327224731445,0.09048256085721196,0.00017218694663112544
327,327,327,327,2020-05-22,49.10343551635742,48.55309677124024,49.99992752075195,0.011334781542568173,-0.017929866078754797
328,328,328,328,2020-05-26,53.71908187866211,48.29569625854492,51.69529724121094,0.1122954225793491,0.03914833157856057
329,329,329,329,2020-05-27,57.10980987548828,51.89056396484375,53.45279693603516,0.1005817919840033,0.06841574527576766
330,330,330,330,2020-05-28,55.44107055664063,50.36385726928711,52.15685272216797,0.1008106519762082,0.06296809840055384
331,331,331,331,2020-05-29,54.10963439941406,51.819557189941406,49.99992752075195,0.044193299473372916,0.0821942567208005
332,332,332,332,2020-06-01,55.34343338012695,51.56214904785156,47.283790588378906,0.07333449831127514,0.17045255237487011
333,333,333,333,2020-06-02,55.75174331665039,49.10343551635742,48.55309677124024,0.13539394403632454,0.1482633863567311
334,334,334,334,2020-06-03,58.49449920654297,53.71908187866211,48.29569625854492,0.08889610843810258,0.21117415708016796
335,335,335,335,2020-06-04,61.27276611328125,57.10980987548828,51.89056396484375,0.07289389067953667,0.18080748081277376
336,336,336,336,2020-06-05,62.755104064941406,55.44107055664063,50.36385726928711,0.13192446384722123,0.24603450703547924
337,337,337,337,2020-06-08,63.04802703857422,54.10963439941406,51.819557189941406,0.16519040903475313,0.21668401772472778
338,338,338,338,2020-06-09,62.55983352661133,55.34343338012695,51.56214904785156,0.13039306934426076,0.21328987797916477
339,339,339,339,2020-06-10,58.70752716064453,55.75174331665039,49.10343551635742,0.05301688643539482,0.1955889958267334
340,340,340,340,2020-06-11,54.26053237915039,58.49449920654297,53.71908187866211,-0.0723823074789054,0.010079295504552332
341,341,341,341,2020-06-12,56.02690505981445,61.27276611328125,57.10980987548828,-0.08561488873814238,-0.018961800398824558
342,342,342,342,2020-06-15,55.60972213745117,62.755104064941406,55.44107055664063,-0.11386136687935244,0.00304199718939846
343,343,343,343,2020-06-16,57.04767227172852,63.04802703857422,54.10963439941406,-0.09517117424109944,0.054297869592448755
344,344,344,344,2020-06-17,56.10678482055664,62.55983352661133,55.34343338012695,-0.10315003001582046,0.013792990311724873
345,345,345,345,2020-06-18,56.27544021606445,58.70752716064453,55.75174331665039,-0.041427174030427616,0.009393372624056706
346,346,346,346,2020-06-19,58.050689697265625,54.26053237915039,58.49449920654297,0.06985108976873211,-0.007587200767550151
347,347,347,347,2020-06-22,56.58610534667969,56.02690505981445,61.27276611328125,0.009980924098310195,-0.07648848034601297
348,348,348,348,2020-06-23,57.42047882080078,55.60972213745117,62.755104064941406,0.03256187252426734,-0.08500703366884943
349,349,349,349,2020-06-24,54.704349517822266,57.04767227172852,63.04802703857422,-0.041076570885216546,-0.13233843964137215
350,350,350,350,2020-06-25,56.950042724609375,56.10678482055664,62.55983352661133,0.015029517495070976,-0.08967080770148939
351,351,351,351,2020-06-26,53.72795104980469,56.27544021606445,58.70752716064453,-0.04526822280694587,-0.0848200622931019
352,352,352,352,2020-06-29,54.642208099365234,58.050689697265625,54.26053237915039,-0.058715608990618784,0.007034131503683927
353,353,353,353,2020-06-30,56.88912582397461,56.58610534667969,56.02690505981445,0.005355033279608845,0.015389405558626557
354,354,354,354,2020-07-01,55.61796188354492,57.42047882080078,55.60972213745117,-0.031391534418951816,0.00014817096322450318
355,355,355,355,2020-07-02,56.51314926147461,54.704349517822266,57.04767227172852,0.03306500780277166,-0.009369760219275602
356,356,356,356,2020-07-06,57.721656799316406,56.950042724609375,56.10678482055664,0.013548963930339664,0.02878211581584167
357,357,357,357,2020-07-07,56.54895782470703,53.72795104980469,56.27544021606445,0.0525053853679871,0.004860337077638777
358,358,358,358,2020-07-08,58.142391204833984,54.642208099365234,58.050689697265625,0.06405639938824903,0.0015796798978027216
359,359,359,359,2020-07-09,55.197227478027344,56.88912582397461,56.58610534667969,-0.029740276747832417,-0.024544503639952975
360,360,360,360,2020-07-10,57.39938735961914,55.61796188354492,57.42047882080078,0.03202967918537247,-0.00036731601015493887
361,361,361,361,2020-07-13,57.82011795043945,56.51314926147461,54.704349517822266,0.023126806876710537,0.05695650272931396
362,362,362,362,2020-07-14,58.17819595336914,57.721656799316406,56.950042724609375,0.007909321723733598,0.021565448768821716
363,363,363,363,2020-07-15,57.8648796081543,56.54895782470703,53.72795104980469,0.0232704869208451,0.07699769817231195
364,364,364,364,2020-07-16,57.75746154785156,58.142391204833984,54.642208099365234,-0.006620464845113139,0.05701185140288123
365,365,365,365,2020-07-17,55.24198913574219,55.197227478027344,56.88912582397461,0.0008109403272593685,-0.02895345401033167
366,366,366,366,2020-07-20,54.033485412597656,57.39938735961914,55.61796188354492,-0.058640032618003546,-0.028488574864805494
367,367,367,367,2020-07-21,55.32255172729492,57.82011795043945,56.51314926147461,-0.04319545361850219,-0.021067619655578573
368,368,368,368,2020-07-22,54.96448516845703,58.17819595336914,57.721656799316406,-0.055239093138741424,-0.04776667517436939
369,369,369,369,2020-07-23,55.86862182617188,57.8648796081543,56.54895782470703,-0.03449860771335822,-0.012030920192094174
370,370,370,370,2020-07-24,55.81490707397461,57.75746154785156,58.142391204833984,-0.0336329613840034,-0.0400307603906368
371,371,371,371,2020-07-27,56.26249313354492,55.24198913574219,55.197227478027344,0.018473339098907582,0.019299260201821378
372,372,372,372,2020-07-28,56.47734069824219,54.033485412597656,57.39938735961914,0.045228533139836324,-0.01606370213675168
373,373,373,373,2020-07-29,57.64108657836914,55.32255172729492,57.82011795043945,0.04190939822340667,-0.003096350862233921
374,374,374,374,2020-07-30,56.84436798095703,54.96448516845703,58.17819595336914,0.034201772412467246,-0.02292659561807653
375,375,375,375,2020-07-31,57.10396957397461,55.86862182617188,57.8648796081543,0.02211165601411036,-0.013149773045971425
376,376,376,376,2020-08-03,57.578426361083984,55.81490707397461,57.75746154785156,0.03159584740994159,-0.0030997758898951844
377,377,377,377,2020-08-04,58.10659408569336,56.26249313354492,55.24198913574219,0.03277673720877017,0.05185557208869107
378,378,378,378,2020-08-05,59.74477005004883,56.47734069824219,54.033485412597656,0.05785381024337677,0.10569898635707142
379,379,379,379,2020-08-06,59.565731048583984,57.64108657836914,55.32255172729492,0.033390149014593806,0.07669890828979198
380,380,380,380,2020-08-07,62.27815628051758,56.84436798095703,54.96448516845703,0.09559061860589035,0.13306175960068312
381,381,381,381,2020-08-10,62.54670333862305,57.10396957397461,55.86862182617188,0.09531270427001948,0.11953188201472309
382,382,382,382,2020-08-11,62.97638702392578,57.578426361083984,55.81490707397461,0.09374970807625549,0.12830765695730117
383,383,383,383,2020-08-12,63.71940231323242,58.10659408569336,56.26249313354492,0.09659503049277873,0.1325378376316837
384,384,384,384,2020-08-13,62.97638702392578,59.74477005004883,56.47734069824219,0.05409037428999719,0.11507351878354055
385,385,385,385,2020-08-14,63.13752365112305,59.565731048583984,57.64108657836914,0.059963884261334366,0.09535623630690782
386,386,386,386,2020-08-17,61.95588684082031,62.27815628051758,56.84436798095703,-0.005174678554157541,0.0899212893276542
387,387,387,387,2020-08-18,62.36767578125,62.54670333862305,57.10396957397461,-0.00286230205297644,0.09217758846793633
388,388,388,388,2020-08-19,63.06592178344727,62.97638702392578,57.578426361083984,0.0014217195325523235,0.09530471339995095
389,389,389,389,2020-08-20,60.81005096435547,63.71940231323242,58.10659408569336,-0.04565879847044296,0.04652581899181962
390,390,390,390,2020-08-21,60.469871520996094,62.97638702392578,59.74477005004883,-0.039800878097014714,0.012136651799644405
391,391,391,391,2020-08-24,61.71419906616211,63.13752365112305,59.565731048583984,-0.02254324374243366,0.03606886006025434
392,392,392,392,2020-08-25,61.83055114746094,61.95588684082031,62.27815628051758,-0.002022982798735362,-0.007187193067188846
393,393,393,393,2020-08-26,60.85481643676758,62.36767578125,62.54670333862305,-0.02425710635407774,-0.027049977241737633
394,394,394,394,2020-08-27,61.9916877746582,63.06592178344727,62.97638702392578,-0.01703350999098563,-0.01563600733229542
395,395,395,395,2020-08-28,62.76155090332031,60.81005096435547,63.71940231323242,0.03209173332396542,-0.015032335130883645
396,396,396,396,2020-08-31,60.95327377319336,60.469871520996094,62.97638702392578,0.00799410086441843,-0.032124949466596275
397,397,397,397,2020-09-01,61.39192199707031,61.71419906616211,63.13752365112305,-0.005222089469982261,-0.027647610376649312
398,398,398,398,2020-09-02,62.55567169189453,61.83055114746094,61.95588684082031,0.011727544571036308,0.009680837151362365
399,399,399,399,2020-09-03,60.33560180664063,60.85481643676758,62.36767578125,-0.008532021958630787,-0.03258216614864273
400,400,400,400,2020-09-04,61.18601608276367,61.9916877746582,63.06592178344727,-0.012996447117606724,-0.02980858199676728
401,401,401,401,2020-09-08,58.67950820922852,62.76155090332031,60.81005096435547,-0.065040500678192,-0.03503602975724829
402,402,402,402,2020-09-09,58.89434814453125,60.95327377319336,60.469871520996094,-0.033778753809407425,-0.026054683710015736
403,403,403,403,2020-09-10,57.49786376953125,61.39192199707031,61.71419906616211,-0.06342948878070453,-0.06832034378523877
404,404,404,404,2020-09-11,58.10659408569336,62.55567169189453,61.83055114746094,-0.07112189008399139,-0.060228430648891274
405,405,405,405,2020-09-14,57.676883697509766,60.33560180664063,60.85481643676758,-0.04406549416133021,-0.052221548356158554
406,406,406,406,2020-09-15,56.5758171081543,61.18601608276367,61.9916877746582,-0.07534726510667666,-0.08736446547786814
407,407,407,407,2020-09-16,56.68323516845703,58.67950820922852,62.76155090332031,-0.03401993475564846,-0.09684776184429367
408,408,408,408,2020-09-17,55.83281326293945,58.89434814453125,60.95327377319336,-0.05198350908101668,-0.08400632473502734
409,409,409,409,2020-09-18,55.45683288574219,57.49786376953125,61.39192199707031,-0.03549750808082419,-0.09667540807097319
410,410,410,410,2020-09-21,53.639591217041016,58.10659408569336,62.55567169189453,-0.07687600588092602,-0.14253032912455788
411,411,411,411,2020-09-22,52.7086067199707,57.676883697509766,60.33560180664063,-0.08613983036246409,-0.12640953033189917
412,412,412,412,2020-09-23,51.71495056152344,56.5758171081543,61.18601608276367,-0.08591774357122384,-0.154791341675672
413,413,413,413,2020-09-24,51.634376525878906,56.68323516845703,58.67950820922852,-0.08907146226875395,-0.12006119168942919
414,414,414,414,2020-09-25,52.36843490600586,55.83281326293945,58.89434814453125,-0.062049145555650664,-0.11080712231520584
415,415,415,415,2020-09-28,54.14985656738281,55.45683288574219,57.49786376953125,-0.023567453284830342,-0.05822837550223181
416,416,416,416,2020-09-29,53.61274337768555,53.639591217041016,58.10659408569336,-0.0005005228180586796,-0.0773380505038801
417,417,417,417,2020-09-30,53.57662582397461,52.7086067199707,57.676883697509766,0.01646826121994649,-0.07109014237036848
418,418,418,418,2020-10-01,53.05287170410156,51.71495056152344,56.5758171081543,0.025871070706844135,-0.062269456883283225
419,419,419,419,2020-10-02,53.89268493652344,51.634376525878906,56.68323516845703,0.043736529083733044,-0.04923060978506877
420,420,420,420,2020-10-05,55.43686294555664,52.36843490600586,55.83281326293945,0.05859308274265196,-0.007091713532651922
421,421,421,421,2020-10-06,55.10274505615234,54.14985656738281,55.45683288574219,0.017597248620294437,-0.006384926999336238
422,422,422,422,2020-10-07,57.2609748840332,53.61274337768555,53.639591217041016,0.06804784229463823,0.06751325997879154
423,423,423,423,2020-10-08,58.69679641723633,53.57662582397461,52.7086067199707,0.09556724624809299,0.11360933384332395
424,424,424,424,2020-10-09,59.98811721801758,53.05287170410156,51.71495056152344,0.1307232820985984,0.15997630407964625
425,425,425,425,2020-10-12,60.70151138305664,53.89268493652344,51.634376525878906,0.12634045705002195,0.17560267920797545
426,426,426,426,2020-10-13,59.68109130859375,55.43686294555664,52.36843490600586,0.07655967775819628,0.139638628034485
427,427,427,427,2020-10-14,59.626914978027344,55.10274505615234,54.14985656738281,0.0821042566439234,0.1011463142811655
428,428,428,428,2020-10-15,60.45767974853516,57.2609748840332,53.61274337768555,0.05582693747313994,0.12767368240474308
429,429,429,429,2020-10-16,60.123573303222656,58.69679641723633,53.57662582397461,0.024307576785695728,0.12219783121016192
430,430,430,430,2020-10-19,58.10982131958008,59.98811721801758,53.05287170410156,-0.03131113269668262,0.09531905536958063
431,431,431,431,2020-10-20,58.31752014160156,60.70151138305664,53.89268493652344,-0.03927400137388526,0.0821045603923769
432,432,432,432,2020-10-21,57.79376220703125,59.68109130859375,55.43686294555664,-0.031623568875502994,0.04251501864002072
433,433,433,433,2020-10-22,59.23860549926758,59.626914978027344,55.10274505615234,-0.006512318789306137,0.07505724876139297
434,434,434,434,2020-10-23,58.97673034667969,60.45767974853516,57.2609748840332,-0.024495637411413473,0.029963783643594866
435,435,435,435,2020-10-26,57.35127639770508,60.123573303222656,58.69679641723633,-0.046109982378059744,-0.022923227529605628
436,436,436,436,2020-10-27,55.67165756225586,58.10982131958008,59.98811721801758,-0.041957860168168826,-0.07195524473745707
437,437,437,437,2020-10-28,52.809043884277344,58.31752014160156,60.70151138305664,-0.0944566271670848,-0.13002093883583743
438,438,438,438,2020-10-29,53.09801483154297,57.79376220703125,59.68109130859375,-0.08125007260588046,-0.11030422421419184
439,439,439,439,2020-10-30,53.188323974609375,59.23860549926758,59.626914978027344,-0.10213409775037674,-0.10798128673587426
440,440,440,440,2020-11-02,53.89268493652344,58.97673034667969,60.45767974853516,-0.08620426022722838,-0.10858826933679655
441,441,441,441,2020-11-03,56.33085632324219,57.35127639770508,60.123573303222656,-0.017792456219923314,-0.06308202875521995
442,442,442,442,2020-11-04,54.5609245300293,55.67165756225586,58.10982131958008,-0.019951499216355528,-0.061072237170259225
443,443,443,443,2020-11-05,56.73722839355469,52.809043884277344,58.31752014160156,0.07438469285460525,-0.02709806151238503
444,444,444,444,2020-11-06,56.19540023803711,53.09801483154297,57.79376220703125,0.05833335608347712,-0.027656305939530612
445,445,445,445,2020-11-09,63.30222702026367,53.188323974609375,59.23860549926758,0.19015269310765248,0.06859752161192145
446,446,446,446,2020-11-10,63.2570915222168,53.89268493652344,58.97673034667969,0.17376025330196598,0.07257711898194597
447,447,447,447,2020-11-11,61.839332580566406,56.33085632324219,57.35127639770508,0.09778790199309317,0.07825555880811952
448,448,448,448,2020-11-12,60.41255187988281,54.5609245300293,55.67165756225586,0.10724941705547697,0.08515813117878457
449,449,449,449,2020-11-13,61.87543869018555,56.73722839355469,52.809043884277344,0.09056153150432267,0.1716826160643199
450,450,450,450,2020-11-16,63.040340423583984,56.19540023803711,53.09801483154297,0.12180605808575984,0.18724477032867837
451,451,451,451,2020-11-17,63.717620849609375,63.30222702026367,53.188323974609375,0.006562072914318318,0.1979625618589973
452,452,452,452,2020-11-18,62.47145462036133,63.2570915222168,53.89268493652344,-0.012419744299807745,0.15918245108667795
453,453,453,453,2020-11-19,62.552711486816406,61.839332580566406,56.33085632324219,0.011536005912104352,0.11045198972072212
454,454,454,454,2020-11-20,61.360721588134766,60.41255187988281,54.5609245300293,0.015694912377434145,0.12462759963612768
455,455,455,455,2020-11-23,63.717620849609375,61.87543869018555,56.73722839355469,0.02977242987557238,0.123030198226032
456,456,456,456,2020-11-24,66.30027770996094,63.040340423583984,56.19540023803711,0.05171192389623225,0.17981680758782304
457,457,457,457,2020-11-25,65.2347183227539,63.717620849609375,63.30222702026367,0.023809700565017744,0.03052801447051179
458,458,458,458,2020-11-27,64.64773559570312,62.47145462036133,63.2570915222168,0.0348364063005584,0.02198400274217338
459,459,459,459,2020-11-30,63.6453857421875,62.552711486816406,61.839332580566406,0.01746805581084021,0.029205573318051403
460,460,460,460,2020-12-01,65.25277709960938,61.360721588134766,60.41255187988281,0.06342910270186941,0.0801195292883885
461,461,461,461,2020-12-02,66.87821960449219,63.717620849609375,61.87543869018555,0.0496032135654072,0.08085245163845856
462,462,462,462,2020-12-03,66.71566772460938,66.30027770996094,63.040340423583984,0.006265283178233716,0.05830119692136715
463,463,463,463,2020-12-04,68.9732437133789,65.2347183227539,63.717620849609375,0.057308830125215815,0.08248303677524627
464,464,464,464,2020-12-07,68.5939712524414,64.64773559570312,62.47145462036133,0.06104213272708314,0.09800502756477458
465,465,465,465,2020-12-08,68.4856185913086,63.6453857421875,62.552711486816406,0.07605001985105009,0.09484652165306384
466,466,466,466,2020-12-09,65.70428466796875,65.25277709960938,61.360721588134766,0.0069193617257108375,0.07078735333311159
467,467,467,467,2020-12-10,64.77417755126953,66.87821960449219,63.717620849609375,-0.031460796439642835,0.016581860521031055
468,468,468,468,2020-12-11,65.74039459228516,66.71566772460938,66.30027770996094,-0.01461835226396857,-0.008444657202267836
469,469,469,469,2020-12-14,63.84403991699219,68.9732437133789,65.2347183227539,-0.07436512363694725,-0.02131807174948208
470,470,470,470,2020-12-15,64.82836151123047,68.5939712524414,64.64773559570312,-0.054897094780423705,0.00279400220074133
471,471,471,471,2020-12-16,64.29556274414062,68.4856185913086,63.6453857421875,-0.06118154341530213,0.010215618844496177
472,472,472,472,2020-12-17,63.880157470703125,65.70428466796875,65.25277709960938,-0.027762682547777584,-0.021035420865090915
473,473,473,473,2020-12-18,63.80794143676758,64.77417755126953,66.87821960449219,-0.014916995491562446,-0.04590849137255415
474,474,474,474,2020-12-21,63.51895904541016,65.74039459228516,66.71566772460938,-0.03379102849400428,-0.04791541160008572
475,475,475,475,2020-12-22,63.38349914550781,63.84403991699219,68.9732437133789,-0.007213528029917149,-0.08104221676306111
476,476,476,476,2020-12-23,64.63871765136719,64.82836151123047,68.5939712524414,-0.0029253224274444767,-0.05766182550530552
477,477,477,477,2020-12-24,64.81932067871094,64.29556274414062,68.4856185913086,0.008146097681026143,-0.05353383656321298
478,478,478,478,2020-12-28,65.12635040283203,63.880157470703125,65.70428466796875,0.01950829461715764,-0.008795990521124453
479,479,479,479,2020-12-29,64.96380615234375,63.80794143676758,64.77417755126953,0.018114746997779374,0.0029275339069203543
480,480,480,480,2020-12-30,65.39724731445312,63.51895904541016,65.74039459228516,0.029570514020863525,-0.005219732555002077
481,481,481,481,2020-12-31,66.19768524169922,63.38349914550781,63.84403991699219,0.04439934894933706,0.03686554497126382
482,482,482,482,2021-01-04,65.71560668945312,64.63871765136719,64.82836151123047,0.0166601237959918,0.013686065134763004
483,483,483,483,2021-01-05,66.10671997070312,64.81932067871094,64.29556274414062,0.019861351191466925,0.02816924137937571
