,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,LHX,LHX_6m,LHX_12m,LHX_6m_ret,LHX_12m_ret
47,47,47,47,2019-04-12,153.18350219726562,148.1363525390625,145.0332794189453,0.034070972936047106,0.0561955353348762
48,48,48,48,2019-04-15,151.23947143554688,150.13510131835938,145.96420288085938,0.007355842221371756,0.03614083762025766
49,49,49,49,2019-04-16,151.61367797851562,149.68792724609375,145.76339721679688,0.01286510387211015,0.04013545837586041
50,50,50,50,2019-04-17,151.6501922607422,148.93038940429688,149.0399169921875,0.018262242295371545,0.017513933993210218
51,51,51,51,2019-04-18,151.1846923828125,148.4832000732422,147.7621612548828,0.01819392569824574,0.02316243278295027
52,52,52,52,2019-04-22,150.46368408203125,150.7922821044922,146.02809143066406,-0.0021791435070478427,0.030374927234279925
53,53,53,53,2019-04-23,152.89138793945312,153.18350219726562,148.1363525390625,-0.0019069563864411165,0.03209904469017322
54,54,54,54,2019-04-24,151.87831115722656,151.23947143554688,150.13510131835938,0.004224027733077174,0.011610941235992156
55,55,55,55,2019-04-25,150.36331176757812,151.61367797851562,149.68792724609375,-0.00824705414187421,0.0045119505220618805
56,56,56,56,2019-04-26,151.91485595703125,151.6501922607422,148.93038940429688,0.0017452249307670087,0.020039338946684193
57,57,57,57,2019-04-29,150.74659729003906,151.1846923828125,148.4832000732422,-0.0028977476877364294,0.015243456604386196
58,58,58,58,2019-04-30,153.78582763671875,150.46368408203125,150.7922821044922,0.022079371344359,0.019852113718606512
59,59,59,59,2019-05-01,163.98037719726562,152.89138793945312,153.18350219726562,0.07252854073248316,0.07048327558209277
60,60,60,60,2019-05-02,162.25546264648438,151.87831115722656,151.23947143554688,0.06832543376463573,0.07283807002480924
61,61,61,61,2019-05-03,162.35585021972656,150.36331176757812,151.61367797851562,0.07975707844667412,0.07085226336065231
62,62,62,62,2019-05-06,162.91256713867188,151.91485595703125,151.6501922607422,0.07239391508063764,0.07426548367683927
63,63,63,63,2019-05-07,161.2606658935547,150.74659729003906,151.1846923828125,0.06974663967562988,0.06664678382404587
64,64,64,64,2019-05-08,163.71572875976562,153.78582763671875,150.46368408203125,0.06456967638463951,0.08807470559148012
65,65,65,65,2019-05-09,165.3585662841797,163.98037719726562,152.89138793945312,0.008404597613872467,0.08154271154673354
66,66,66,66,2019-05-10,165.8331298828125,162.25546264648438,151.87831115722656,0.022049594990357857,0.09188157689704424
67,67,67,67,2019-05-13,165.6232452392578,162.35585021972656,150.36331176757812,0.020124898579935824,0.10148708014138119
68,68,68,68,2019-05-14,166.2164764404297,162.91256713867188,151.91485595703125,0.020280260508972914,0.09414234304671032
69,69,69,69,2019-05-15,167.50332641601562,161.2606658935547,150.74659729003906,0.03871161320009442,0.11115825781285338
70,70,70,70,2019-05-16,168.9095458984375,163.71572875976562,153.78582763671875,0.03172460690257317,0.09834273088834178
71,71,71,71,2019-05-17,168.2407989501953,165.3585662841797,163.98037719726562,0.017430198693560994,0.025981290113782807
72,72,72,72,2019-05-20,167.6636962890625,165.8331298828125,162.25546264648438,0.011038604937044783,0.03333159669552299
73,73,73,73,2019-05-21,172.01512145996094,165.6232452392578,162.35585021972656,0.038592869083500236,0.059494445239650195
74,74,74,74,2019-05-22,172.5373077392578,166.2164764404297,162.91256713867188,0.0380277060023797,0.05907917829563947
75,75,75,75,2019-05-23,172.72048950195312,167.50332641601562,161.2606658935547,0.031146623757071,0.07106397300853806
76,76,76,76,2019-05-24,171.3829803466797,168.9095458984375,163.71572875976562,0.014643544478708304,0.046832712073529015
77,77,77,77,2019-05-28,170.83335876464844,168.2407989501953,165.3585662841797,0.01540981635031713,0.03310861120469544
78,78,78,78,2019-05-29,170.46690368652344,167.6636962890625,165.8331298828125,0.01671922699728645,0.027942388876007085
79,79,79,79,2019-05-30,171.06234741210938,172.01512145996094,165.6232452392578,-0.005538897044428337,0.032840210110569146
80,80,80,80,2019-05-31,171.48377990722656,172.5373077392578,166.2164764404297,-0.006106087117247472,0.03168941839941253
81,81,81,81,2019-06-03,173.92974853515625,172.72048950195312,167.50332641601562,0.007001248298277085,0.03836593730192428
82,82,82,82,2019-06-04,175.98179626464844,171.3829803466797,168.9095458984375,0.026833562519837706,0.04187004546482753
83,83,83,83,2019-06-05,181.1119384765625,170.83335876464844,168.2407989501953,0.060167286917741425,0.0765042701097578
84,84,84,84,2019-06-06,181.102767944336,170.46690368652344,167.6636962890625,0.06239254675131045,0.08015492890067089
85,85,85,85,2019-06-07,181.5791473388672,171.06234741210938,172.01512145996094,0.061479338298928043,0.05559991352930216
86,86,86,86,2019-06-10,180.0859375,171.48377990722656,172.5373077392578,0.05016309762606852,0.043750710264645054
87,87,87,87,2019-06-11,172.38153076171875,173.92974853515625,172.72048950195312,-0.008901397181773962,-0.001962469775368181
88,88,88,88,2019-06-12,172.89456176757812,175.98179626464844,171.3829803466797,-0.017542919566678417,0.008819903924186301
89,89,89,89,2019-06-13,173.90228271484375,181.1119384765625,170.83335876464844,-0.039807733396060696,0.01796443020489491
90,90,90,90,2019-06-14,174.607666015625,181.102767944336,170.46690368652344,-0.03586417812624121,0.024290711214630445
91,91,91,91,2019-06-17,175.95433044433594,181.5791473388672,171.06234741210938,-0.03097721834784306,0.02859766106471806
92,92,92,92,2019-06-18,179.8935089111328,180.0859375,171.48377990722656,-0.0010685375634462702,0.0490409589085099
93,93,93,93,2019-06-19,181.73486328125,172.38153076171875,173.92974853515625,0.054259481733343495,0.04487509935378364
94,94,94,94,2019-06-20,182.66929626464844,172.89456176757812,175.98179626464844,0.05653581233058369,0.03800108955555315
95,95,95,95,2019-06-21,180.67218017578125,173.90228271484375,181.1119384765625,0.03892931912825115,-0.0024281022249571516
96,96,96,96,2019-06-24,180.7363128662109,174.607666015625,181.102767944336,0.035099529078164826,-0.0020234648110829534
97,97,97,97,2019-06-25,179.25225830078125,175.95433044433594,181.5791473388672,0.01874309002862895,-0.012814737111544239
98,98,98,98,2019-06-26,175.17567443847656,179.8935089111328,180.0859375,-0.026225707093116113,-0.02726622150340552
99,99,99,99,2019-06-27,173.56332397460938,181.73486328125,172.38153076171875,-0.044964071059907074,0.006855683481104435
100,100,100,100,2019-06-28,173.260986328125,182.66929626464844,172.89456176757812,-0.05150460492765474,0.002119352724578194
101,101,101,101,2019-07-01,163.20230102539062,180.67218017578125,173.90228271484375,-0.09669379720438243,-0.06152870176522307
102,102,102,102,2019-07-02,170.1829376220703,180.7363128662109,174.607666015625,-0.05839100663712593,-0.025340974394324367
103,103,103,103,2019-07-03,168.8362579345703,179.25225830078125,175.95433044433594,-0.05810805657317364,-0.040454091080284416
104,104,104,104,2019-07-05,169.4408721923828,175.17567443847656,179.8935089111328,-0.03273743494624237,-0.05810457965947835
105,105,105,105,2019-07-08,169.18434143066406,173.56332397460938,181.73486328125,-0.025229884077271558,-0.06905951683669498
106,106,106,106,2019-07-09,175.21229553222656,173.260986328125,182.66929626464844,0.011262253814058987,-0.04082240904688372
107,107,107,107,2019-07-10,176.44900512695312,163.20230102539062,180.67218017578125,0.08116738562100068,-0.023374794308228752
108,108,108,108,2019-07-11,178.13462829589844,170.1829376220703,180.7363128662109,0.046724370756172195,-0.014394918923892996
109,109,109,109,2019-07-12,179.29806518554688,168.8362579345703,179.25225830078125,0.06196422130506396,0.0002555442547829134
110,110,110,110,2019-07-15,175.4779510498047,169.4408721923828,175.17567443847656,0.035629413253771336,0.0017255627089609593
111,111,111,111,2019-07-16,176.41238403320312,169.18434143066406,173.56332397460938,0.04272288168879568,0.01641510425906878
112,112,112,112,2019-07-17,177.69491577148438,175.21229553222656,173.260986328125,0.014169212450054314,0.02559104353107111
113,113,113,113,2019-07-18,177.85064697265625,176.44900512695312,163.20230102539062,0.00794360866299404,0.08975575623156606
114,114,114,114,2019-07-19,177.24598693847656,178.13462829589844,170.1829376220703,-0.004988594109539224,0.04150268772590682
115,115,115,115,2019-07-22,178.5560760498047,179.29806518554688,168.8362579345703,-0.004138299735551132,0.05756949504887232
116,116,116,116,2019-07-23,178.2170867919922,175.4779510498047,169.4408721923828,0.015609572175880215,0.05179514532742058
117,117,117,117,2019-07-24,181.34097290039065,176.41238403320312,169.18434143066406,0.027937884827064607,0.07185435346396218
118,118,118,118,2019-07-25,183.832748413086,177.69491577148438,175.21229553222656,0.03454140831747199,0.049200045320300534
119,119,119,119,2019-07-26,183.06320190429688,177.85064697265625,176.44900512695312,0.029308608207885944,0.037485032984940325
120,120,120,120,2019-07-29,184.49234008789065,177.24598693847656,178.13462829589844,0.040883030835159984,0.035690487878816235
121,121,121,121,2019-07-30,183.21893310546875,178.5560760498047,179.29806518554688,0.02611424466095147,0.021867876353625748
122,122,122,122,2019-07-31,190.18125915527344,178.2170867919922,175.4779510498047,0.06713257734509681,0.08379006033239822
123,123,123,123,2019-08-01,187.6620178222656,181.34097290039065,176.41238403320312,0.034857235079173376,0.06376895732526999
124,124,124,124,2019-08-02,187.2681121826172,183.832748413086,177.69491577148438,0.018687441705498964,0.05387434057732943
125,125,125,125,2019-08-05,184.49234008789065,183.06320190429688,177.85064697265625,0.007806802070144725,0.037344216781260986
126,126,126,126,2019-08-06,187.90933227539065,184.49234008789065,177.24598693847656,0.018521051800157062,0.060161279367162424
127,127,127,127,2019-08-07,190.05300903320312,183.21893310546875,178.5560760498047,0.037300053067116146,0.06438836043972862
128,128,128,128,2019-08-08,196.45654296875,190.18125915527344,178.2170867919922,0.032996331191356365,0.10234403729226127
129,129,129,129,2019-08-09,193.85479736328125,187.6620178222656,181.34097290039065,0.032999642724085065,0.0690071541072208
130,130,130,130,2019-08-12,191.7569274902344,187.2681121826172,183.832748413086,0.023969992837007403,0.043105372386329055
131,131,131,131,2019-08-13,192.2241668701172,184.49234008789065,183.06320190429688,0.04190866015653083,0.05004263484154259
132,132,132,132,2019-08-14,190.291244506836,187.90933227539065,184.49234008789065,0.012675859163580716,0.03143168120791784
133,133,133,133,2019-08-15,192.01345825195312,190.05300903320312,183.21893310546875,0.010315275873414409,0.048000089278010805
134,134,134,134,2019-08-16,193.17691040039065,196.45654296875,190.18125915527344,-0.01669393403141084,0.01575155858375843
135,135,135,135,2019-08-19,195.1739654541016,193.85479736328125,187.6620178222656,0.00680492878568395,0.040029131728459566
136,136,136,136,2019-08-20,194.7525634765625,191.7569274902344,187.2681121826172,0.015622048316771497,0.03996650154003123
137,137,137,137,2019-08-21,196.20916748046875,192.2241668701172,184.49234008789065,0.020731007319408246,0.06350847621639089
138,138,138,138,2019-08-22,195.4122009277344,190.291244506836,187.90933227539065,0.02691115103151498,0.03992813215550095
139,139,139,139,2019-08-23,191.36300659179688,192.01345825195312,190.05300903320312,-0.003387531614074457,0.006892800936210808
140,140,140,140,2019-08-26,193.86395263671875,193.17691040039065,196.45654296875,0.0035565442831861915,-0.013196762463867917
141,141,141,141,2019-08-27,192.81964111328125,195.1739654541016,193.85479736328125,-0.012062696658043714,-0.005339853664080962
142,142,142,142,2019-08-28,194.322021484375,194.7525634765625,191.7569274902344,-0.002210712837365625,0.013376799616646062
143,143,143,143,2019-08-29,195.4030303955078,196.20916748046875,192.2241668701172,-0.004108559734046002,0.016537273003443653
144,144,144,144,2019-08-30,193.67156982421875,195.4122009277344,190.291244506836,-0.008907484257645537,0.017763956119701163
145,145,145,145,2019-09-03,193.5520935058593,191.36300659179688,192.01345825195312,0.011439446698974676,0.008013163597559991
146,146,146,146,2019-09-04,196.4204559326172,193.86395263671875,193.17691040039065,0.013187099825046289,0.016790544612727
147,147,147,147,2019-09-05,195.0230255126953,192.81964111328125,195.1739654541016,0.011427178199753918,-0.0007733610425708637
148,148,148,148,2019-09-06,197.38577270507807,194.322021484375,194.7525634765625,0.015766361410301633,0.013520793675367848
149,149,149,149,2019-09-09,191.97999572753903,195.4030303955078,196.20916748046875,-0.017517817717772055,-0.021554404451314402
150,150,150,150,2019-09-10,191.796127319336,193.67156982421875,195.4122009277344,-0.009683623190460788,-0.01850485072698027
151,151,151,151,2019-09-11,191.06060791015625,193.5520935058593,191.36300659179688,-0.012872429073610747,-0.0015802358409098272
152,152,152,152,2019-09-12,192.5407867431641,196.4204559326172,193.86395263671875,-0.01975185919934952,-0.006825229113295417
153,153,153,153,2019-09-13,190.720443725586,195.0230255126953,192.81964111328125,-0.022061916923903135,-0.010886844180266753
154,154,154,154,2019-09-16,196.7422790527344,197.38577270507807,194.322021484375,-0.0032600812283727354,0.012454880563055548
155,155,155,155,2019-09-17,196.9812927246093,191.97999572753903,195.4030303955078,0.026051136099451533,0.008076959328148448
156,156,156,156,2019-09-18,197.38577270507807,191.796127319336,193.67156982421875,0.02914368222062924,0.019177842593161243
157,157,157,157,2019-09-19,196.79739379882807,191.06060791015625,193.5520935058593,0.030026000395484198,0.016767063761418566
158,158,158,158,2019-09-20,194.8851776123047,192.5407867431641,196.4204559326172,0.012176074009024651,-0.007816285289751979
159,159,159,159,2019-09-23,196.0987091064453,190.720443725586,195.0230255126953,0.02819973189973135,0.005515674833380002
160,160,160,160,2019-09-24,194.82080078125,196.7422790527344,197.38577270507807,-0.009766473585321123,-0.012994715316490879
161,161,161,161,2019-09-25,195.4551544189453,196.9812927246093,191.97999572753903,-0.007747630673728967,0.01810167084459291
162,162,162,162,2019-09-26,196.0251922607422,197.38577270507807,191.796127319336,-0.006893001586131375,0.022049793186725397
163,163,163,163,2019-09-27,192.0718994140625,196.79739379882807,191.06060791015625,-0.024011976447188665,0.005293040333995913
164,164,164,164,2019-09-30,191.8144989013672,194.8851776123047,192.5407867431641,-0.01575634816643756,-0.0037721246187994995
165,165,165,165,2019-10-01,187.26370239257807,196.0987091064453,190.720443725586,-0.04505387492924018,-0.01812465022355747
166,166,166,166,2019-10-02,186.8775634765625,194.82080078125,196.7422790527344,-0.04077201855671653,-0.0501402932997832
167,167,167,167,2019-10-03,189.5804901123047,195.4551544189453,196.9812927246093,-0.030056328389522324,-0.03757109373148104
168,168,168,168,2019-10-04,191.01467895507807,196.0251922607422,197.38577270507807,-0.02556055804806656,-0.03227737066703029
169,169,169,169,2019-10-07,189.1759185791016,192.0718994140625,196.79739379882807,-0.015077587319099917,-0.0387275210947019
170,170,170,170,2019-10-08,192.3752899169922,191.8144989013672,194.8851776123047,0.0029236111912132046,-0.012878802411056323
171,171,171,171,2019-10-09,192.0903167724609,187.26370239257807,196.0987091064453,0.025774425680019863,-0.02044068700018109
172,172,172,172,2019-10-10,193.0004425048828,186.8775634765625,194.82080078125,0.03276412060610068,-0.009343757283962417
173,173,173,173,2019-10-11,192.0903167724609,189.5804901123047,195.4551544189453,0.013238844665236504,-0.017215394787042038
174,174,174,174,2019-10-14,189.97579956054688,191.01467895507807,196.0251922607422,-0.00543874114918419,-0.030860281938398737
175,175,175,175,2019-10-15,188.94610595703125,189.1759185791016,192.0718994140625,-0.0012148090718758775,-0.01627408000111852
176,176,176,176,2019-10-16,190.1044921875,192.3752899169922,191.8144989013672,-0.011803998998374587,-0.008914898110733982
177,177,177,177,2019-10-17,184.73545837402344,192.0903167724609,187.26370239257807,-0.038288543233283345,-0.013500982765226155
178,178,178,178,2019-10-18,182.1060943603516,193.0004425048828,186.8775634765625,-0.056447270291909324,-0.025532594857538005
179,179,179,179,2019-10-21,183.55870056152344,192.0903167724609,189.5804901123047,-0.04441460847317735,-0.03176376191038455
180,180,180,180,2019-10-22,184.4872436523437,189.97579956054688,191.01467895507807,-0.028890816203428704,-0.03417242768169382
181,181,181,181,2019-10-23,184.2206268310547,188.94610595703125,189.1759185791016,-0.025009666656222063,-0.026194093758159287
182,182,182,182,2019-10-24,187.640625,190.1044921875,192.3752899169922,-0.012960594245557844,-0.024611606402439423
183,183,183,183,2019-10-25,184.7538146972656,184.73545837402344,192.0903167724609,9.936545698230326e-05,-0.03819298233489676
184,184,184,184,2019-10-28,184.4136657714844,182.1060943603516,193.0004425048828,0.012671577078395835,-0.04449096914988249
185,185,185,185,2019-10-29,186.6201171875,183.55870056152344,192.0903167724609,0.01667813411519803,-0.02847722715476908
186,186,186,186,2019-10-30,191.06060791015625,184.4872436523437,189.97579956054688,0.035630454050252336,0.005710244947613186
187,187,187,187,2019-10-31,189.67239379882807,184.2206268310547,188.94610595703125,0.0295936837343036,0.0038438889127567766
188,188,188,188,2019-11-01,185.1675720214844,187.640625,190.1044921875,-0.013179731087101243,-0.025969508185773482
189,189,189,189,2019-11-04,179.21009826660156,184.7538146972656,184.73545837402344,-0.030005964638661897,-0.029909580738068153
190,190,190,190,2019-11-05,177.4724884033203,184.4136657714844,182.1060943603516,-0.03763917028125907,-0.025444540850249053
191,191,191,191,2019-11-06,180.1478729248047,186.6201171875,183.55870056152344,-0.0346813856953726,-0.018581672382102843
192,192,192,192,2019-11-07,179.16416931152344,191.06060791015625,184.4872436523437,-0.06226526089682993,-0.028853346363889032
193,193,193,193,2019-11-08,180.2122497558593,189.67239379882807,184.2206268310547,-0.04987623055468193,-0.021758568213272933
194,194,194,194,2019-11-11,179.42156982421875,185.1675720214844,187.640625,-0.031031363291834757,-0.04380210935548334
195,195,195,195,2019-11-12,182.2072296142578,179.21009826660156,184.7538146972656,0.016724120887415372,-0.013783667131206823
196,196,196,196,2019-11-13,183.1633453369141,177.4724884033203,184.4136657714844,0.032066135910941096,-0.006779977120131897
197,197,197,197,2019-11-14,183.650619506836,180.1478729248047,186.6201171875,0.019443729893460215,-0.015911991297704042
198,198,198,198,2019-11-15,186.1880340576172,179.16416931152344,191.06060791015625,0.03920351247174292,-0.025502765357212298
199,199,199,199,2019-11-18,186.3902587890625,180.2122497558593,189.67239379882807,0.034281848440229856,-0.01730423149109772
200,200,200,200,2019-11-19,186.7672271728516,179.42156982421875,185.1675720214844,0.04094077069902724,0.008638959478183272
201,201,201,201,2019-11-20,188.2933349609375,182.2072296142578,179.21009826660156,0.03340210681850708,0.05068484857824962
202,202,202,202,2019-11-21,183.67970275878903,183.1633453369141,177.4724884033203,0.0028191089266531577,0.034975642767584025
203,203,203,203,2019-11-22,183.2921295166016,183.650619506836,180.1478729248047,-0.0019520216767962006,0.017453753634434133
204,204,204,204,2019-11-25,181.3082733154297,186.1880340576172,179.16416931152344,-0.02620877741626204,0.011967258923173185
205,205,205,205,2019-11-26,184.27944946289065,186.3902587890625,180.2122497558593,-0.011324676192228766,0.022568941415144428
206,206,206,206,2019-11-27,185.0084228515625,186.7672271728516,179.42156982421875,-0.009417092858916454,0.031138134800722472
207,207,207,207,2019-11-29,185.5528106689453,188.2933349609375,182.2072296142578,-0.014554547523207506,0.018361406744234365
208,208,208,208,2019-12-02,179.25979614257812,183.67970275878903,183.1633453369141,-0.024063119385679732,-0.021311847013689933
209,209,209,209,2019-12-03,179.87803649902344,183.2921295166016,183.650619506836,-0.018626511823405467,-0.020542174145359415
210,210,210,210,2019-12-04,178.71533203125,181.3082733154297,186.1880340576172,-0.014301284970425154,-0.0401352431921308
211,211,211,211,2019-12-05,178.44776916503906,184.27944946289065,186.3902587890625,-0.031645852615952985,-0.042612149774479025
212,212,212,212,2019-12-06,177.6173095703125,185.0084228515625,186.7672271728516,-0.03995014479519188,-0.04899102343084483
213,213,213,213,2019-12-09,178.6599884033203,185.5528106689453,188.2933349609375,-0.03714749585724597,-0.05116137838663104
214,214,214,214,2019-12-10,181.741943359375,179.25979614257812,183.67970275878903,0.013846647548469981,-0.01054966537025992
215,215,215,215,2019-12-11,183.14450073242188,179.87803649902344,183.2921295166016,0.01815932782553009,-0.000805428932322716
216,216,216,216,2019-12-12,181.1144561767578,178.71533203125,181.3082733154297,0.01342427713526173,-0.001068992247996725
217,217,217,217,2019-12-13,184.7131500244141,178.44776916503906,184.27944946289065,0.03511044653957218,0.0023534939071476746
218,218,218,218,2019-12-16,185.78347778320312,177.6173095703125,185.0084228515625,0.045976195859773084,0.004189295382851066
219,219,219,219,2019-12-17,183.6981658935547,178.6599884033203,185.5528106689453,0.0281998086715467,-0.009995239461500827
220,220,220,220,2019-12-18,182.44317626953125,181.741943359375,179.25979614257812,0.0038583988769704813,0.01775847231479144
221,221,221,221,2019-12-19,182.1571655273437,183.14450073242188,179.87803649902344,-0.005391017481440552,0.012670413090331012
222,222,222,222,2019-12-20,184.537841796875,181.1144561767578,178.71533203125,0.018901780080857522,0.03257979995027438
223,223,223,223,2019-12-23,186.14337158203125,184.7131500244141,178.44776916503906,0.007742933069075697,0.04312523744622898
224,224,224,224,2019-12-24,185.6727600097656,185.78347778320312,177.6173095703125,-0.0005959505912938035,0.04535284572737108
225,225,225,225,2019-12-26,186.0326538085937,183.6981658935547,178.6599884033203,0.012708281020027856,0.04126646078488361
226,226,226,226,2019-12-27,186.1249542236328,182.44317626953125,181.741943359375,0.020180409206767447,0.02411667215195834
227,227,227,227,2019-12-30,184.6208648681641,182.1571655273437,183.14450073242188,0.01352512998150801,0.008061198287898419
228,228,228,228,2019-12-31,182.58160400390625,184.537841796875,181.1144561767578,-0.010600740606482306,0.008100666606737139
229,229,229,229,2020-01-02,187.6013336181641,186.14337158203125,184.7131500244141,0.007832468186976582,0.01563604753298975
230,230,230,230,2020-01-03,194.2081298828125,185.6727600097656,185.78347778320312,0.04596996281305876,0.04534661639524473
231,231,231,231,2020-01-06,195.3615264892578,186.0326538085937,183.6981658935547,0.050146425854153964,0.06349198174608639
232,232,232,232,2020-01-07,196.29348754882807,186.1249542236328,182.44317626953125,0.05463283183928991,0.07591575394869876
233,233,233,233,2020-01-08,194.96473693847656,184.6208648681641,182.1571655273437,0.05602764388358228,0.07031055503117334
234,234,234,234,2020-01-09,195.88748168945312,182.58160400390625,184.537841796875,0.07287633252067494,0.06150304881678914
235,235,235,235,2020-01-10,194.1158447265625,187.6013336181641,186.14337158203125,0.03472529210084274,0.04282974503348291
236,236,236,236,2020-01-13,196.17352294921875,194.2081298828125,185.6727600097656,0.010120034972749048,0.05655521541717179
237,237,237,237,2020-01-14,196.339599609375,195.3615264892578,186.0326538085937,0.005006477670878473,0.05540396048634544
238,238,238,238,2020-01-15,196.6902618408203,196.29348754882807,186.1249542236328,0.002021331919600966,0.05676459484574581
239,239,239,239,2020-01-16,197.7883453369141,194.96473693847656,184.6208648681641,0.014482662058670437,0.0713217353745621
240,240,240,240,2020-01-17,202.42965698242188,195.88748168945312,182.58160400390625,0.033397618043506716,0.10870784648211873
241,241,241,241,2020-01-21,203.4262084960937,194.1158447265625,187.6013336181641,0.04796292534824276,0.08435374404181428
242,242,242,242,2020-01-22,202.9187164306641,196.17352294921875,194.2081298828125,0.03438381173993288,0.044851812089986565
243,243,243,243,2020-01-23,205.59461975097656,196.339599609375,195.3615264892578,0.047137817129171866,0.05238028922896154
244,244,244,244,2020-01-24,205.75146484375,196.6902618408203,196.29348754882807,0.04606838649827427,0.04818283791798872
