,Unnamed: 0,Date,BXP
0,0,2019-02-05,105.86849975585938
1,1,2019-02-06,105.50773620605467
2,2,2019-02-07,106.3175048828125
3,3,2019-02-08,106.1491241455078
4,4,2019-02-11,106.88672637939452
5,5,2019-02-12,106.3816146850586
6,6,2019-02-13,107.19940185546876
7,7,2019-02-14,106.71835327148438
8,8,2019-02-15,107.12721252441406
9,9,2019-02-19,107.9209442138672
10,10,2019-02-20,107.3276596069336
11,11,2019-02-21,107.880859375
12,12,2019-02-22,108.77078247070312
13,13,2019-02-25,108.01714324951172
14,14,2019-02-26,107.43990325927734
15,15,2019-02-27,106.1491241455078
16,16,2019-02-28,106.3816146850586
17,17,2019-03-01,105.69213104248048
18,18,2019-03-04,106.06896209716795
19,19,2019-03-05,106.8626708984375
20,20,2019-03-06,106.2292938232422
21,21,2019-03-07,106.19723510742188
22,22,2019-03-08,106.17317199707033
23,23,2019-03-11,106.7905044555664
24,24,2019-03-12,108.23360443115234
25,25,2019-03-13,108.26568603515624
26,26,2019-03-14,108.45008850097656
27,27,2019-03-15,106.42169952392578
28,28,2019-03-18,106.54196166992188
29,29,2019-03-19,106.02084350585938
30,30,2019-03-20,105.740234375
31,31,2019-03-21,106.55801391601562
32,32,2019-03-22,105.43556213378906
33,33,2019-03-25,105.11490631103516
34,34,2019-03-26,106.44576263427734
35,35,2019-03-27,106.07696533203124
36,36,2019-03-28,107.88582611083984
37,37,2019-03-29,108.1119384765625
38,38,2019-04-01,109.3878173828125
39,39,2019-04-02,111.12400817871094
40,40,2019-04-03,111.73772430419922
41,41,2019-04-04,111.37434387207033
42,42,2019-04-05,111.7458267211914
43,43,2019-04-08,111.4551010131836
44,44,2019-04-09,110.85755157470705
45,45,2019-04-10,111.75389862060548
46,46,2019-04-11,111.80235290527344
47,47,2019-04-12,111.35012817382812
48,48,2019-04-15,110.67181396484376
49,49,2019-04-16,108.41878509521484
50,50,2019-04-17,106.4242172241211
51,51,2019-04-18,107.39324951171876
52,52,2019-04-22,106.23038482666016
53,53,2019-04-23,108.84676361083984
54,54,2019-04-24,109.77545928955078
55,55,2019-04-25,109.7350845336914
56,56,2019-04-26,110.5910415649414
57,57,2019-04-29,109.32322692871094
58,58,2019-04-30,111.132080078125
59,59,2019-05-01,111.37434387207033
60,60,2019-05-02,109.2101821899414
61,61,2019-05-03,108.79832458496094
62,62,2019-05-06,108.05538940429688
63,63,2019-05-07,106.25463104248048
64,64,2019-05-08,105.43903350830078
65,65,2019-05-09,105.6812744140625
66,66,2019-05-10,106.76336669921876
67,67,2019-05-13,105.7539520263672
68,68,2019-05-14,107.4093780517578
69,69,2019-05-15,108.12003326416016
70,70,2019-05-16,108.78217315673828
71,71,2019-05-17,107.92620086669922
72,72,2019-05-20,106.70684051513672
73,73,2019-05-21,107.19944763183594
74,74,2019-05-22,106.96525573730467
75,75,2019-05-23,106.25463104248048
76,76,2019-05-24,106.60993194580078
77,77,2019-05-28,107.19944763183594
78,78,2019-05-29,106.23038482666016
79,79,2019-05-30,105.63282012939452
80,80,2019-05-31,105.64896392822266
81,81,2019-06-03,106.4564971923828
82,82,2019-06-04,106.6826171875
83,83,2019-06-05,109.16173553466795
84,84,2019-06-06,109.7350845336914
85,85,2019-06-07,109.9531021118164
86,86,2019-06-10,108.71760559082033
87,87,2019-06-11,107.95849609375
88,88,2019-06-12,108.41878509521484
89,89,2019-06-13,109.17787170410156
90,90,2019-06-14,109.17787170410156
91,91,2019-06-17,110.46993255615234
92,92,2019-06-18,110.10652923583984
93,93,2019-06-19,110.87368774414062
94,94,2019-06-20,112.06076049804688
95,95,2019-06-21,109.8804168701172
96,96,2019-06-24,107.9665985107422
97,97,2019-06-25,105.6247329711914
98,98,2019-06-26,103.76744842529295
99,99,2019-06-27,104.1579360961914
100,100,2019-06-28,104.94705963134766
101,101,2019-07-01,105.02842712402344
102,102,2019-07-02,106.74500274658205
103,103,2019-07-03,108.2337875366211
104,104,2019-07-05,107.28192138671876
105,105,2019-07-08,107.67243194580078
106,106,2019-07-09,107.4283676147461
107,107,2019-07-10,108.90901184082033
108,108,2019-07-11,107.78636169433594
109,109,2019-07-12,107.63176727294922
110,110,2019-07-15,107.46906280517578
111,111,2019-07-16,106.91584777832033
112,112,2019-07-17,105.87451171875
113,113,2019-07-18,106.06974029541016
114,114,2019-07-19,104.1904754638672
115,115,2019-07-22,104.45895385742188
116,116,2019-07-23,105.80128479003906
117,117,2019-07-24,106.0128173828125
118,118,2019-07-25,106.24876403808594
119,119,2019-07-26,106.8182373046875
120,120,2019-07-29,107.62360382080078
121,121,2019-07-30,108.20938110351562
122,122,2019-07-31,108.16056060791016
123,123,2019-08-01,106.0372085571289
124,124,2019-08-02,105.88265228271484
125,125,2019-08-05,103.59658813476562
126,126,2019-08-06,103.47457122802734
127,127,2019-08-07,104.51589965820312
128,128,2019-08-08,106.4927978515625
129,129,2019-08-09,105.22367095947266
130,130,2019-08-12,103.21421813964844
131,131,2019-08-13,103.54778289794922
132,132,2019-08-14,102.1972885131836
133,133,2019-08-15,103.39320373535156
134,134,2019-08-16,104.30438232421876
135,135,2019-08-19,104.4508056640625
136,136,2019-08-20,103.79998016357422
137,137,2019-08-21,103.86505889892578
138,138,2019-08-22,104.07656860351562
139,139,2019-08-23,102.3681640625
140,140,2019-08-26,103.34439849853516
141,141,2019-08-27,102.70166778564452
142,142,2019-08-28,103.02711486816406
143,143,2019-08-29,104.20673370361328
144,144,2019-08-30,104.47521209716795
145,145,2019-09-03,104.7843780517578
146,146,2019-09-04,105.53282165527344
147,147,2019-09-05,105.45146942138672
148,148,2019-09-06,105.89889526367188
149,149,2019-09-09,106.0535125732422
150,150,2019-09-10,106.5009307861328
151,151,2019-09-11,107.40397644042967
152,152,2019-09-12,108.55106353759766
153,153,2019-09-13,106.89958190917967
154,154,2019-09-16,107.41211700439452
155,155,2019-09-17,106.73686981201172
156,156,2019-09-18,106.11857604980467
157,157,2019-09-19,105.7850112915039
158,158,2019-09-20,105.85013580322266
159,159,2019-09-23,105.9640121459961
160,160,2019-09-24,105.3700942993164
161,161,2019-09-25,105.89889526367188
162,162,2019-09-26,107.86767578125
163,163,2019-09-27,106.62218475341795
164,164,2019-09-30,106.24524688720705
165,165,2019-10-01,105.44220733642578
166,166,2019-10-02,102.78732299804688
167,167,2019-10-03,104.7948989868164
168,168,2019-10-04,105.4668197631836
169,169,2019-10-07,105.00792694091795
170,170,2019-10-08,104.13117218017578
171,171,2019-10-09,104.7703094482422
172,172,2019-10-10,104.21311950683594
173,173,2019-10-11,105.04889678955078
174,174,2019-10-14,104.5326690673828
175,175,2019-10-15,105.58151245117188
176,176,2019-10-16,105.16362762451172
177,177,2019-10-17,104.6064224243164
178,178,2019-10-18,105.18000793457033
179,179,2019-10-21,106.5074691772461
180,180,2019-10-22,107.21214294433594
181,181,2019-10-23,107.31869506835938
182,182,2019-10-24,108.46585845947266
183,183,2019-10-25,108.31018829345705
184,184,2019-10-28,108.7198715209961
185,185,2019-10-29,109.22792053222656
186,186,2019-10-30,113.84123229980467
187,187,2019-10-31,112.4236297607422
188,188,2019-11-01,112.62030029296876
189,189,2019-11-04,113.5134506225586
190,190,2019-11-05,111.70254516601562
191,191,2019-11-06,113.01359558105467
192,192,2019-11-07,113.04640197753906
193,193,2019-11-08,113.35774993896484
194,194,2019-11-11,113.54623413085938
195,195,2019-11-12,111.12894439697266
196,196,2019-11-13,112.0221176147461
197,197,2019-11-14,112.9234848022461
198,198,2019-11-15,112.7186279296875
199,199,2019-11-18,113.65276336669922
200,200,2019-11-19,113.3004150390625
201,201,2019-11-20,113.12014770507812
202,202,2019-11-21,112.05490112304688
203,203,2019-11-22,112.74321746826172
