,Unnamed: 0.1,Unnamed: 0,Date,MCD,MCD_6m,MCD_12m
69,69,69,2019-05-15,178.455322265625,177.531982421875,176.70721435546875
70,70,70,2019-05-16,179.2800750732422,177.52297973632812,177.11062622070312
71,71,71,2019-05-17,178.58981323242188,177.25408935546875,174.06272888183594
72,72,72,2019-05-20,178.3835906982422,179.2800750732422,174.4571533203125
73,73,73,2019-05-21,179.1455535888672,178.41944885253906,177.0658416748047
74,74,74,2019-05-22,179.2531280517578,177.5050811767578,178.3029022216797
75,75,75,2019-05-23,178.3656768798828,178.455322265625,177.531982421875
76,76,76,2019-05-24,177.28993225097656,179.2800750732422,177.52297973632812
77,77,77,2019-05-28,176.30381774902344,178.58981323242188,177.25408935546875
78,78,78,2019-05-29,175.7211456298828,178.3835906982422,179.2800750732422
79,79,79,2019-05-30,178.6077117919922,179.1455535888672,178.41944885253906
80,80,80,2019-05-31,178.77902221679688,179.2531280517578,177.5050811767578
81,81,81,2019-06-03,179.23887634277344,178.3656768798828,178.455322265625
82,82,82,2019-06-04,180.0053253173828,177.28993225097656,179.2800750732422
83,83,83,2019-06-05,180.4561920166016,176.30381774902344,178.58981323242188
84,84,84,2019-06-06,183.089111328125,175.7211456298828,178.3835906982422
85,85,85,2019-06-07,185.2802124023437,178.6077117919922,179.1455535888672
86,86,86,2019-06-10,181.5111389160156,178.77902221679688,179.2531280517578
87,87,87,2019-06-11,183.27850341796875,179.23887634277344,178.3656768798828
88,88,88,2019-06-12,184.78428649902344,180.0053253173828,177.28993225097656
89,89,89,2019-06-13,184.3875732421875,180.4561920166016,176.30381774902344
90,90,90,2019-06-14,185.10890197753903,183.089111328125,175.7211456298828
91,91,91,2019-06-17,183.7743988037109,185.2802124023437,178.6077117919922
92,92,92,2019-06-18,184.40562438964844,181.5111389160156,178.77902221679688
93,93,93,2019-06-19,184.4416961669922,183.27850341796875,179.23887634277344
94,94,94,2019-06-20,184.95562744140625,184.78428649902344,180.0053253173828
95,95,95,2019-06-21,184.18017578125,184.3875732421875,180.4561920166016
96,96,96,2019-06-24,183.87359619140625,185.10890197753903,183.089111328125
97,97,97,2019-06-25,185.48765563964844,183.7743988037109,185.2802124023437
98,98,98,2019-06-26,184.4416961669922,184.40562438964844,181.5111389160156
99,99,99,2019-06-27,185.99256896972656,184.4416961669922,183.27850341796875
100,100,100,2019-06-28,187.24594116210932,184.95562744140625,184.78428649902344
101,101,101,2019-07-01,186.0196533203125,184.18017578125,184.3875732421875
102,102,102,2019-07-02,188.97720336914065,183.87359619140625,185.10890197753903
103,103,103,2019-07-03,191.88967895507807,185.48765563964844,183.7743988037109
104,104,104,2019-07-05,190.4740295410156,184.4416961669922,184.40562438964844
105,105,105,2019-07-08,191.3035888671875,185.99256896972656,184.4416961669922
106,106,106,2019-07-09,191.24041748046875,187.24594116210932,184.95562744140625
107,107,107,2019-07-10,192.0609741210937,186.0196533203125,184.18017578125
108,108,108,2019-07-11,191.781478881836,188.97720336914065,183.87359619140625
109,109,109,2019-07-12,192.052001953125,191.88967895507807,185.48765563964844
110,110,110,2019-07-15,193.1520233154297,190.4740295410156,184.4416961669922
111,111,111,2019-07-16,192.710189819336,191.3035888671875,185.99256896972656
112,112,112,2019-07-17,192.7012176513672,191.24041748046875,187.24594116210932
113,113,113,2019-07-18,194.68492126464844,192.0609741210937,186.0196533203125
114,114,114,2019-07-19,192.84548950195312,191.781478881836,188.97720336914065
115,115,115,2019-07-22,193.8643798828125,192.052001953125,191.88967895507807
116,116,116,2019-07-23,193.24220275878903,193.1520233154297,190.4740295410156
117,117,117,2019-07-24,191.86264038085932,192.710189819336,191.3035888671875
118,118,118,2019-07-25,193.35940551757807,192.7012176513672,191.24041748046875
119,119,119,2019-07-26,194.3873443603516,194.68492126464844,192.0609741210937
120,120,120,2019-07-29,193.84634399414065,192.84548950195312,191.781478881836
121,121,121,2019-07-30,191.4658660888672,193.8643798828125,192.052001953125
122,122,122,2019-07-31,190.005111694336,193.24220275878903,193.1520233154297
123,123,123,2019-08-01,190.48301696777344,191.86264038085932,192.710189819336
124,124,124,2019-08-02,193.3954925537109,193.35940551757807,192.7012176513672
125,125,125,2019-08-05,189.7616424560547,194.3873443603516,194.68492126464844
126,126,126,2019-08-06,193.03485107421875,193.84634399414065,192.84548950195312
127,127,127,2019-08-07,195.5144805908203,191.4658660888672,193.8643798828125
128,128,128,2019-08-08,196.57846069335932,190.005111694336,193.24220275878903
129,129,129,2019-08-09,199.40982055664065,190.48301696777344,191.86264038085932
130,130,130,2019-08-12,195.81202697753903,193.3954925537109,193.35940551757807
131,131,131,2019-08-13,198.1293792724609,189.7616424560547,194.3873443603516
132,132,132,2019-08-14,195.19888305664065,193.03485107421875,193.84634399414065
133,133,133,2019-08-15,196.8128967285156,195.5144805908203,191.4658660888672
134,134,134,2019-08-16,196.99327087402344,196.57846069335932,190.005111694336
135,135,135,2019-08-19,197.27276611328125,199.40982055664065,190.48301696777344
136,136,136,2019-08-20,196.99327087402344,195.81202697753903,193.3954925537109
137,137,137,2019-08-21,199.01304626464844,198.1293792724609,189.7616424560547
138,138,138,2019-08-22,197.91297912597656,195.19888305664065,193.03485107421875
139,139,139,2019-08-23,193.5578155517578,196.8128967285156,195.5144805908203
140,140,140,2019-08-26,195.58660888671875,196.99327087402344,196.57846069335932
141,141,141,2019-08-27,194.8111724853516,197.27276611328125,199.40982055664065
142,142,142,2019-08-28,196.63259887695312,196.99327087402344,195.81202697753903
143,143,143,2019-08-29,198.8597717285156,199.01304626464844,198.1293792724609
144,144,144,2019-08-30,197.5816650390625,197.91297912597656,195.19888305664065
145,145,145,2019-09-03,196.8202514648437,193.5578155517578,196.8128967285156
146,146,146,2019-09-04,198.06207275390625,195.58660888671875,196.99327087402344
147,147,147,2019-09-05,198.9594573974609,194.8111724853516,197.27276611328125
148,148,148,2019-09-06,199.448974609375,196.63259887695312,196.99327087402344
149,149,149,2019-09-09,196.9380340576172,198.8597717285156,199.01304626464844
150,150,150,2019-09-10,190.06704711914065,197.5816650390625,197.91297912597656
151,151,151,2019-09-11,190.53842163085932,196.8202514648437,193.5578155517578
152,152,152,2019-09-12,192.3060607910156,198.06207275390625,195.58660888671875
153,153,153,2019-09-13,190.18492126464844,198.9594573974609,194.8111724853516
154,154,154,2019-09-16,188.00035095214844,199.448974609375,196.63259887695312
155,155,155,2019-09-17,190.2211761474609,196.9380340576172,198.8597717285156
156,156,156,2019-09-18,190.7469024658203,190.06704711914065,197.5816650390625
157,157,157,2019-09-19,190.82850646972656,190.53842163085932,196.8202514648437
158,158,158,2019-09-20,189.80419921875,192.3060607910156,198.06207275390625
159,159,159,2019-09-23,191.7530517578125,190.18492126464844,198.9594573974609
160,160,160,2019-09-24,192.18820190429688,188.00035095214844,199.448974609375
161,161,161,2019-09-25,192.7411499023437,190.2211761474609,196.9380340576172
162,162,162,2019-09-26,192.7139587402344,190.7469024658203,190.06704711914065
163,163,163,2019-09-27,193.2215881347656,190.82850646972656,190.53842163085932
164,164,164,2019-09-30,194.6265869140625,189.80419921875,192.3060607910156
165,165,165,2019-10-01,189.4687957763672,191.7530517578125,190.18492126464844
166,166,166,2019-10-02,186.9760284423828,192.18820190429688,188.00035095214844
167,167,167,2019-10-03,190.3843231201172,192.7411499023437,190.2211761474609
168,168,168,2019-10-04,191.8890686035156,192.7139587402344,190.7469024658203
169,169,169,2019-10-07,192.09751892089844,193.2215881347656,190.82850646972656
170,170,170,2019-10-08,191.36334228515625,194.6265869140625,189.80419921875
171,171,171,2019-10-09,192.92242431640625,189.4687957763672,191.7530517578125
172,172,172,2019-10-10,191.95252990722656,186.9760284423828,192.18820190429688
173,173,173,2019-10-11,189.4687957763672,190.3843231201172,192.7411499023437
174,174,174,2019-10-14,188.88868713378903,191.8890686035156,192.7139587402344
175,175,175,2019-10-15,187.8371734619141,192.09751892089844,193.2215881347656
176,176,176,2019-10-16,188.816162109375,191.36334228515625,194.6265869140625
177,177,177,2019-10-17,187.50181579589844,192.92242431640625,189.4687957763672
178,178,178,2019-10-18,188.99742126464844,191.95252990722656,186.9760284423828
179,179,179,2019-10-21,190.2211761474609,189.4687957763672,190.3843231201172
180,180,180,2019-10-22,180.6307983398437,188.88868713378903,191.8890686035156
181,181,181,2019-10-23,180.576416015625,187.8371734619141,192.09751892089844
182,182,182,2019-10-24,177.68478393554688,188.816162109375,191.36334228515625
183,183,183,2019-10-25,176.40667724609375,187.50181579589844,192.92242431640625
184,184,184,2019-10-28,173.84141540527344,188.99742126464844,191.95252990722656
185,185,185,2019-10-29,174.6028289794922,190.2211761474609,189.4687957763672
186,186,186,2019-10-30,178.47344970703125,180.6307983398437,188.88868713378903
187,187,187,2019-10-31,178.30120849609375,180.576416015625,187.8371734619141
188,188,188,2019-11-01,175.7993621826172,177.68478393554688,188.816162109375
189,189,189,2019-11-04,171.01324462890625,176.40667724609375,187.50181579589844
190,190,190,2019-11-05,174.2039794921875,173.84141540527344,188.99742126464844
191,191,191,2019-11-06,176.0169219970703,174.6028289794922,190.2211761474609
192,192,192,2019-11-07,175.019775390625,178.47344970703125,180.6307983398437
193,193,193,2019-11-08,175.50021362304688,178.30120849609375,180.576416015625
194,194,194,2019-11-11,174.62095642089844,175.7993621826172,177.68478393554688
195,195,195,2019-11-12,175.2010498046875,171.01324462890625,176.40667724609375
196,196,196,2019-11-13,176.7601776123047,174.2039794921875,173.84141540527344
197,197,197,2019-11-14,175.8537139892578,176.0169219970703,174.6028289794922
198,198,198,2019-11-15,175.82652282714844,175.019775390625,178.47344970703125
199,199,199,2019-11-18,176.10755920410156,175.50021362304688,178.30120849609375
200,200,200,2019-11-19,175.3461456298828,174.62095642089844,175.7993621826172
201,201,201,2019-11-20,175.9716033935547,175.2010498046875,171.01324462890625
202,202,202,2019-11-21,174.3580780029297,176.7601776123047,174.2039794921875
203,203,203,2019-11-22,175.07420349121094,175.8537139892578,176.0169219970703
204,204,204,2019-11-25,173.94113159179688,175.82652282714844,175.019775390625
205,205,205,2019-11-26,175.86279296875,176.10755920410156,175.50021362304688
206,206,206,2019-11-27,177.9385986328125,175.3461456298828,174.62095642089844
207,207,207,2019-11-29,177.41859436035156,175.9716033935547,175.2010498046875
208,208,208,2019-12-02,178.05718994140625,174.3580780029297,176.7601776123047
209,209,209,2019-12-03,176.17794799804688,175.07420349121094,175.8537139892578
210,210,210,2019-12-04,177.26351928710938,173.94113159179688,175.82652282714844
211,211,211,2019-12-05,177.17230224609375,175.86279296875,176.10755920410156
212,212,212,2019-12-06,178.2122802734375,177.9385986328125,175.3461456298828
213,213,213,2019-12-09,177.60105895996094,177.41859436035156,175.9716033935547
214,214,214,2019-12-10,177.84739685058594,178.05718994140625,174.3580780029297
215,215,215,2019-12-11,177.6375732421875,176.17794799804688,175.07420349121094
216,216,216,2019-12-12,179.08807373046875,177.26351928710938,173.94113159179688
217,217,217,2019-12-13,179.82699584960938,177.17230224609375,175.86279296875
218,218,218,2019-12-16,180.5203399658203,178.2122802734375,177.9385986328125
219,219,219,2019-12-17,179.27964782714844,177.60105895996094,177.41859436035156
220,220,220,2019-12-18,178.4677276611328,177.84739685058594,178.05718994140625
221,221,221,2019-12-19,179.7722930908203,177.6375732421875,176.17794799804688
222,222,222,2019-12-20,179.8452606201172,179.08807373046875,177.26351928710938
223,223,223,2019-12-23,178.9877166748047,179.82699584960938,177.17230224609375
224,224,224,2019-12-24,179.41647338867188,180.5203399658203,178.2122802734375
225,225,225,2019-12-26,179.7722930908203,179.27964782714844,177.60105895996094
226,226,226,2019-12-27,180.784896850586,178.4677276611328,177.84739685058594
227,227,227,2019-12-30,179.6354217529297,179.7722930908203,177.6375732421875
228,228,228,2019-12-31,180.2740020751953,179.8452606201172,179.08807373046875
229,229,229,2020-01-02,183.175048828125,178.9877166748047,179.82699584960938
230,230,230,2020-01-03,182.52734375,179.41647338867188,180.5203399658203
231,231,231,2020-01-06,184.57994079589844,179.7722930908203,179.27964782714844
232,232,232,2020-01-07,184.8536529541016,180.784896850586,178.4677276611328
233,233,233,2020-01-08,187.8459014892578,179.6354217529297,179.7722930908203
234,234,234,2020-01-09,190.07183837890625,180.2740020751953,179.8452606201172
235,235,235,2020-01-10,189.0865631103516,183.175048828125,178.9877166748047
236,236,236,2020-01-13,188.3932342529297,182.52734375,179.41647338867188
237,237,237,2020-01-14,189.13218688964844,184.57994079589844,179.7722930908203
238,238,238,2020-01-15,191.3672637939453,184.8536529541016,180.784896850586
239,239,239,2020-01-16,192.3525390625,187.8459014892578,179.6354217529297
240,240,240,2020-01-17,193.3833923339844,190.07183837890625,180.2740020751953
241,241,241,2020-01-21,192.6352996826172,189.0865631103516,183.175048828125
242,242,242,2020-01-22,192.8907470703125,188.3932342529297,182.52734375
243,243,243,2020-01-23,194.697006225586,189.13218688964844,184.57994079589844
244,244,244,2020-01-24,192.7082977294922,191.3672637939453,184.8536529541016
245,245,245,2020-01-27,190.97496032714844,192.3525390625,187.8459014892578
246,246,246,2020-01-28,191.932861328125,193.3833923339844,190.07183837890625
247,247,247,2020-01-29,195.6275634765625,192.6352996826172,189.0865631103516
248,248,248,2020-01-30,197.21487426757807,192.8907470703125,188.3932342529297
249,249,249,2020-01-31,195.1988067626953,194.697006225586,189.13218688964844
250,250,250,2020-02-03,196.3026428222656,192.7082977294922,191.3672637939453
251,251,251,2020-02-04,195.7917633056641,190.97496032714844,192.3525390625
252,252,252,2020-02-05,195.563720703125,191.932861328125,193.3833923339844
253,253,253,2020-02-06,194.1952972412109,195.6275634765625,192.6352996826172
254,254,254,2020-02-07,193.0458374023437,197.21487426757807,192.8907470703125
255,255,255,2020-02-10,194.5054626464844,195.1988067626953,194.697006225586
256,256,256,2020-02-11,196.804428100586,196.3026428222656,192.7082977294922
257,257,257,2020-02-12,198.3825836181641,195.7917633056641,190.97496032714844
258,258,258,2020-02-13,198.34616088867188,195.563720703125,191.932861328125
259,259,259,2020-02-14,198.04507446289065,194.1952972412109,195.6275634765625
260,260,260,2020-02-18,197.1875457763672,193.0458374023437,197.21487426757807
261,261,261,2020-02-19,196.7131805419922,194.5054626464844,195.1988067626953
262,262,262,2020-02-20,196.21144104003903,196.804428100586,196.3026428222656
263,263,263,2020-02-21,196.93209838867188,198.3825836181641,195.7917633056641
264,264,264,2020-02-24,194.78826904296875,198.34616088867188,195.563720703125
265,265,265,2020-02-25,193.4928436279297,198.04507446289065,194.1952972412109
266,266,266,2020-02-26,191.66830444335932,197.1875457763672,193.0458374023437
267,267,267,2020-02-27,183.3666381835937,196.7131805419922,194.5054626464844
268,268,268,2020-02-28,178.24427795410156,196.21144104003903,196.804428100586
269,269,269,2020-03-02,185.9369659423828,196.93209838867188,198.3825836181641
270,270,270,2020-03-03,183.14633178710932,194.78826904296875,198.34616088867188
271,271,271,2020-03-04,190.0403289794922,193.4928436279297,198.04507446289065
272,272,272,2020-03-05,182.05392456054688,191.66830444335932,197.1875457763672
273,273,273,2020-03-06,182.5496368408203,183.3666381835937,196.7131805419922
274,274,274,2020-03-09,171.53384399414062,178.24427795410156,196.21144104003903
275,275,275,2020-03-10,183.4675750732422,185.9369659423828,196.93209838867188
276,276,276,2020-03-11,172.80984497070312,183.14633178710932,194.78826904296875
277,277,277,2020-03-12,156.17605590820312,190.0403289794922,193.4928436279297
278,278,278,2020-03-13,162.60191345214844,182.05392456054688,191.66830444335932
279,279,279,2020-03-16,136.7882843017578,182.5496368408203,183.3666381835937
280,280,280,2020-03-17,135.5122833251953,171.53384399414062,178.24427795410156
281,281,281,2020-03-18,126.03874969482422,183.4675750732422,185.9369659423828
282,282,282,2020-03-19,137.2381134033203,172.80984497070312,183.14633178710932
283,283,283,2020-03-20,136.31092834472656,156.17605590820312,190.0403289794922
284,284,284,2020-03-23,125.85514068603516,162.60191345214844,182.05392456054688
285,285,285,2020-03-24,148.6669464111328,136.7882843017578,182.5496368408203
286,286,286,2020-03-25,149.61248779296875,135.5122833251953,171.53384399414062
287,287,287,2020-03-26,153.6240692138672,126.03874969482422,183.4675750732422
288,288,288,2020-03-27,150.55799865722656,137.2381134033203,172.80984497070312
289,289,289,2020-03-30,154.34010314941406,136.31092834472656,156.17605590820312
290,290,290,2020-03-31,151.78810119628906,125.85514068603516,162.60191345214844
291,291,291,2020-04-01,145.1969757080078,148.6669464111328,136.7882843017578
292,292,292,2020-04-02,148.2538604736328,149.61248779296875,135.5122833251953
293,293,293,2020-04-03,147.17987060546875,153.6240692138672,126.03874969482422
294,294,294,2020-04-06,162.51930236816406,150.55799865722656,137.2381134033203
295,295,295,2020-04-07,161.18820190429688,154.34010314941406,136.31092834472656
296,296,296,2020-04-08,162.93238830566406,151.78810119628906,125.85514068603516
297,297,297,2020-04-09,168.633056640625,145.1969757080078,148.6669464111328
298,298,298,2020-04-13,165.34666442871094,148.2538604736328,149.61248779296875
299,299,299,2020-04-14,168.8992462158203,147.17987060546875,153.6240692138672
300,300,300,2020-04-15,163.253662109375,162.51930236816406,150.55799865722656
301,301,301,2020-04-16,164.7775421142578,161.18820190429688,154.34010314941406
302,302,302,2020-04-17,170.836181640625,162.93238830566406,151.78810119628906
303,303,303,2020-04-20,166.75115966796875,168.633056640625,145.1969757080078
304,304,304,2020-04-21,163.01498413085938,165.34666442871094,148.2538604736328
305,305,305,2020-04-22,171.1850128173828,168.8992462158203,147.17987060546875
306,306,306,2020-04-23,167.10919189453125,163.253662109375,162.51930236816406
307,307,307,2020-04-24,168.92678833007812,164.7775421142578,161.18820190429688
308,308,308,2020-04-27,170.64340209960938,170.836181640625,162.93238830566406
309,309,309,2020-04-28,170.6801300048828,166.75115966796875,168.633056640625
310,310,310,2020-04-29,172.4151153564453,163.01498413085938,165.34666442871094
311,311,311,2020-04-30,172.1764373779297,171.1850128173828,168.8992462158203
312,312,312,2020-05-01,167.67831420898438,167.10919189453125,163.253662109375
313,313,313,2020-05-04,166.95314025878906,168.92678833007812,164.7775421142578
314,314,314,2020-05-05,164.53884887695312,170.64340209960938,170.836181640625
315,315,315,2020-05-06,162.45501708984375,170.6801300048828,166.75115966796875
316,316,316,2020-05-07,166.26463317871094,172.4151153564453,163.01498413085938
317,317,317,2020-05-08,166.36561584472656,172.1764373779297,171.1850128173828
318,318,318,2020-05-11,166.04434204101562,167.67831420898438,167.10919189453125
319,319,319,2020-05-12,162.06027221679688,166.95314025878906,168.92678833007812
320,320,320,2020-05-13,158.6454315185547,164.53884887695312,170.64340209960938
321,321,321,2020-05-14,161.02294921875,162.45501708984375,170.6801300048828
322,322,322,2020-05-15,159.55419921875,166.26463317871094,172.4151153564453
323,323,323,2020-05-18,165.08042907714844,166.36561584472656,172.1764373779297
324,324,324,2020-05-19,164.84178161621094,166.04434204101562,167.67831420898438
325,325,325,2020-05-20,169.000244140625,162.06027221679688,166.95314025878906
326,326,326,2020-05-21,169.89987182617188,158.6454315185547,164.53884887695312
327,327,327,2020-05-22,169.28480529785156,161.02294921875,162.45501708984375
328,328,328,2020-05-26,169.6795196533203,159.55419921875,166.26463317871094
329,329,329,2020-05-27,172.32330322265625,165.08042907714844,166.36561584472656
330,330,330,2020-05-28,173.25047302246094,164.84178161621094,166.04434204101562
331,331,331,2020-05-29,172.17848205566406,169.000244140625,162.06027221679688
332,332,332,2020-06-01,173.18580627441406,169.89987182617188,158.6454315185547
333,333,333,2020-06-02,173.35211181640625,169.28480529785156,161.02294921875
334,334,334,2020-06-03,178.61952209472656,169.6795196533203,159.55419921875
335,335,335,2020-06-04,178.57333374023438,172.32330322265625,165.08042907714844
336,336,336,2020-06-05,182.19580078125,173.25047302246094,164.84178161621094
337,337,337,2020-06-08,187.2690887451172,172.17848205566406,169.000244140625
338,338,338,2020-06-09,184.3766632080078,173.18580627441406,169.89987182617188
339,339,339,2020-06-10,180.93899536132807,173.35211181640625,169.28480529785156
340,340,340,2020-06-11,173.27821350097656,178.61952209472656,169.6795196533203
341,341,341,2020-06-12,174.81222534179688,178.57333374023438,172.32330322265625
342,342,342,2020-06-15,175.10794067382812,182.19580078125,173.25047302246094
343,343,343,2020-06-16,175.87493896484375,187.2690887451172,172.17848205566406
344,344,344,2020-06-17,176.30926513671875,184.3766632080078,173.18580627441406
345,345,345,2020-06-18,175.10794067382812,180.93899536132807,173.35211181640625
346,346,346,2020-06-19,172.4002685546875,173.27821350097656,178.61952209472656
347,347,347,2020-06-22,173.2319793701172,174.81222534179688,178.57333374023438
348,348,348,2020-06-23,172.4557342529297,175.10794067382812,182.19580078125
349,349,349,2020-06-24,170.3025665283203,175.87493896484375,187.2690887451172
350,350,350,2020-06-25,168.88870239257812,176.30926513671875,184.3766632080078
351,351,351,2020-06-26,166.0979461669922,175.10794067382812,180.93899536132807
352,352,352,2020-06-29,168.92572021484375,172.4002685546875,173.27821350097656
353,353,353,2020-06-30,170.4689178466797,173.2319793701172,174.81222534179688
354,354,354,2020-07-01,170.64453125,172.4557342529297,175.10794067382812
355,355,355,2020-07-02,169.59103393554688,170.3025665283203,175.87493896484375
356,356,356,2020-07-06,174.19305419921875,168.88870239257812,176.30926513671875
357,357,357,2020-07-07,171.71649169921875,166.0979461669922,175.10794067382812
358,358,358,2020-07-08,171.74420166015625,168.92572021484375,172.4002685546875
359,359,359,2020-07-09,170.33958435058594,170.4689178466797,173.2319793701172
360,360,360,2020-07-10,170.8478240966797,170.64453125,172.4557342529297
361,361,361,2020-07-13,170.88475036621094,169.59103393554688,170.3025665283203
362,362,362,2020-07-14,176.24456787109375,174.19305419921875,168.88870239257812
363,363,363,2020-07-15,177.21490478515625,171.71649169921875,166.0979461669922
364,364,364,2020-07-16,176.4293975830078,171.74420166015625,168.92572021484375
365,365,365,2020-07-17,176.94688415527344,170.33958435058594,170.4689178466797
366,366,366,2020-07-20,177.06700134277344,170.8478240966797,170.64453125
367,367,367,2020-07-21,178.3330535888672,170.88475036621094,169.59103393554688
368,368,368,2020-07-22,183.54498291015625,176.24456787109375,174.19305419921875
369,369,369,2020-07-23,182.55618286132807,177.21490478515625,171.71649169921875
370,370,370,2020-07-24,183.6373443603516,176.4293975830078,171.74420166015625
371,371,371,2020-07-27,185.9753570556641,176.94688415527344,170.33958435058594
372,372,372,2020-07-28,181.3456115722656,177.06700134277344,170.8478240966797
373,373,373,2020-07-29,181.31787109375,178.3330535888672,170.88475036621094
374,374,374,2020-07-30,180.57858276367188,183.54498291015625,176.24456787109375
375,375,375,2020-07-31,179.5343475341797,182.55618286132807,177.21490478515625
376,376,376,2020-08-03,179.64527893066406,183.6373443603516,176.4293975830078
377,377,377,2020-08-04,184.2287750244141,185.9753570556641,176.94688415527344
378,378,378,2020-08-05,184.1363525390625,181.3456115722656,177.06700134277344
379,379,379,2020-08-06,187.7588653564453,181.31787109375,178.3330535888672
380,380,380,2020-08-07,189.07110595703125,180.57858276367188,183.54498291015625
381,381,381,2020-08-10,188.6275329589844,179.5343475341797,182.55618286132807
