,Unnamed: 0,Date,TT
0,0,2019-02-05,72.34744262695312
1,1,2019-02-06,72.03314971923828
2,2,2019-02-07,72.29745483398438
3,3,2019-02-08,72.79743194580078
4,4,2019-02-11,73.21884155273438
5,5,2019-02-12,74.10453033447266
6,6,2019-02-13,74.70452117919922
7,7,2019-02-14,73.92597198486328
8,8,2019-02-15,74.80450439453125
9,9,2019-02-19,74.99734497070312
10,10,2019-02-20,75.40447235107422
11,11,2019-02-21,75.39020538330078
12,12,2019-02-22,75.94733428955078
13,13,2019-02-25,76.37588500976562
14,14,2019-02-26,75.96162414550781
15,15,2019-02-27,76.3973159790039
16,16,2019-02-28,75.3973388671875
17,17,2019-03-01,75.74732208251953
18,18,2019-03-04,75.35448455810547
19,19,2019-03-05,75.71160888671875
20,20,2019-03-06,75.97589111328125
21,21,2019-03-07,74.92069244384766
22,22,2019-03-08,74.87042999267578
23,23,2019-03-11,75.63850402832031
24,24,2019-03-12,76.07640075683594
25,25,2019-03-13,76.38507080078125
26,26,2019-03-14,76.05486297607422
27,27,2019-03-15,76.16252899169922
28,28,2019-03-18,76.84447479248047
29,29,2019-03-19,76.47119903564453
30,30,2019-03-20,75.30831909179688
31,31,2019-03-21,76.32763671875
32,32,2019-03-22,74.8201675415039
33,33,2019-03-25,75.1575698852539
34,34,2019-03-26,75.9112777709961
35,35,2019-03-27,75.99024963378906
36,36,2019-03-28,77.1100845336914
37,37,2019-03-29,77.49052429199219
38,38,2019-04-01,79.09129333496094
39,39,2019-04-02,79.14873504638672
40,40,2019-04-03,79.46458435058594
41,41,2019-04-04,80.64183807373047
42,42,2019-04-05,80.82847595214844
43,43,2019-04-08,80.7782211303711
44,44,2019-04-09,79.83786010742188
45,45,2019-04-10,79.67276000976562
46,46,2019-04-11,80.88591766357422
47,47,2019-04-12,82.12776947021484
48,48,2019-04-15,81.819091796875
49,49,2019-04-16,81.6683349609375
50,50,2019-04-17,80.99357604980469
51,51,2019-04-18,80.96487426757812
52,52,2019-04-22,81.02228546142578
53,53,2019-04-23,81.4027328491211
54,54,2019-04-24,81.32378387451172
55,55,2019-04-25,80.29008483886719
56,56,2019-04-26,81.19456481933594
57,57,2019-04-29,86.47068786621094
58,58,2019-04-30,88.0140151977539
59,59,2019-05-01,87.6120376586914
60,60,2019-05-02,88.48779296875
61,61,2019-05-03,89.50712585449219
62,62,2019-05-06,88.60982513427734
63,63,2019-05-07,87.5761489868164
64,64,2019-05-08,87.21721649169922
65,65,2019-05-09,87.24593353271484
66,66,2019-05-10,88.15758514404297
67,67,2019-05-13,86.44197082519531
68,68,2019-05-14,87.0162353515625
69,69,2019-05-15,87.0880126953125
70,70,2019-05-16,87.50436401367188
71,71,2019-05-17,86.72909545898438
72,72,2019-05-20,87.10237884521484
73,73,2019-05-21,88.68878173828125
74,74,2019-05-22,87.7843246459961
75,75,2019-05-23,86.68602752685547
76,76,2019-05-24,86.27685546875
77,77,2019-05-28,85.13550567626953
78,78,2019-05-29,84.89862060546875
79,79,2019-05-30,85.9179458618164
80,80,2019-05-31,84.94886779785156
81,81,2019-06-03,86.66447448730469
82,82,2019-06-04,88.40882110595703
83,83,2019-06-05,89.06925201416016
84,84,2019-06-06,90.0785140991211
85,85,2019-06-07,90.36688995361328
86,86,2019-06-10,90.36688995361328
87,87,2019-06-11,88.9106674194336
88,88,2019-06-12,89.37925720214844
89,89,2019-06-13,89.64598846435547
90,90,2019-06-14,89.88387298583984
91,91,2019-06-17,88.5069351196289
92,92,2019-06-18,88.86017608642578
93,93,2019-06-19,89.19180297851562
94,94,2019-06-20,90.91480255126952
95,95,2019-06-21,90.2299346923828
96,96,2019-06-24,90.5399169921875
97,97,2019-06-25,90.02085876464844
98,98,2019-06-26,89.7613296508789
99,99,2019-06-27,89.64598846435547
100,100,2019-06-28,91.3185043334961
101,101,2019-07-01,92.05384826660156
102,102,2019-07-02,90.66246795654295
103,103,2019-07-03,90.5110855102539
104,104,2019-07-05,89.97758483886719
105,105,2019-07-08,90.36688995361328
106,106,2019-07-09,89.42249298095703
107,107,2019-07-10,89.54505157470703
108,108,2019-07-11,89.7901611328125
109,109,2019-07-12,91.28246307373048
110,110,2019-07-15,91.6789779663086
111,111,2019-07-16,92.37105560302734
112,112,2019-07-17,90.23712158203124
113,113,2019-07-18,90.29479217529295
114,114,2019-07-19,89.89830017089844
115,115,2019-07-22,89.7757339477539
116,116,2019-07-23,89.71806335449219
117,117,2019-07-24,89.45854187011719
118,118,2019-07-25,88.25459289550781
119,119,2019-07-26,88.36994171142578
120,120,2019-07-29,88.11044311523438
121,121,2019-07-30,91.26803588867188
122,122,2019-07-31,89.1485366821289
123,123,2019-08-01,87.7571792602539
124,124,2019-08-02,87.14439392089844
125,125,2019-08-05,85.06815338134766
126,126,2019-08-06,86.14231872558594
127,127,2019-08-07,85.94766235351562
128,128,2019-08-08,87.19486236572266
129,129,2019-08-09,86.07022857666016
130,130,2019-08-12,84.88072967529297
131,131,2019-08-13,86.66858673095703
132,132,2019-08-14,83.83539581298828
133,133,2019-08-15,83.95794677734375
134,134,2019-08-16,84.98164367675781
135,135,2019-08-19,85.47908782958984
136,136,2019-08-20,85.16907501220703
137,137,2019-08-21,85.54397583007812
138,138,2019-08-22,85.06095123291016
139,139,2019-08-23,82.87657928466797
140,140,2019-08-26,83.10726928710938
141,141,2019-08-27,83.99401092529297
142,142,2019-08-28,84.70769500732422
143,143,2019-08-29,86.6397705078125
144,144,2019-08-30,87.29579162597656
145,145,2019-09-03,85.4935073852539
146,146,2019-09-04,86.07022857666016
147,147,2019-09-05,87.9167709350586
148,148,2019-09-06,88.05437469482422
149,149,2019-09-09,87.82262420654297
150,150,2019-09-10,87.74298095703125
151,151,2019-09-11,89.40847778320312
152,152,2019-09-12,89.43020629882812
153,153,2019-09-13,90.02399444580078
154,154,2019-09-16,89.74156951904297
155,155,2019-09-17,90.1036376953125
156,156,2019-09-18,89.74156951904297
157,157,2019-09-19,89.77054595947266
158,158,2019-09-20,89.17676544189453
159,159,2019-09-23,89.12605285644531
160,160,2019-09-24,88.88710021972656
161,161,2019-09-25,89.23468017578125
162,162,2019-09-26,89.41571807861328
163,163,2019-09-27,89.47364807128906
164,164,2019-09-30,89.2201919555664
165,165,2019-10-01,86.9681625366211
166,166,2019-10-02,84.44818115234375
167,167,2019-10-03,85.1650619506836
168,168,2019-10-04,85.85298919677734
169,169,2019-10-07,84.32506561279297
170,170,2019-10-08,81.84130859375
171,171,2019-10-09,82.62338256835938
172,172,2019-10-10,82.61614227294922
173,173,2019-10-11,83.55025482177734
174,174,2019-10-14,83.5140609741211
175,175,2019-10-15,84.0354232788086
176,176,2019-10-16,84.04991912841797
177,177,2019-10-17,84.6219482421875
178,178,2019-10-18,84.94058990478516
179,179,2019-10-21,85.41851806640625
180,180,2019-10-22,85.65746307373047
181,181,2019-10-23,85.97608947753906
182,182,2019-10-24,86.71471405029297
183,183,2019-10-25,87.66333770751953
184,184,2019-10-28,88.4019546508789
185,185,2019-10-29,92.59466552734376
186,186,2019-10-30,92.53672790527344
187,187,2019-10-31,91.88500213623048
188,188,2019-11-01,93.31877136230467
189,189,2019-11-04,95.00602722167967
190,190,2019-11-05,94.68739318847656
191,191,2019-11-06,95.1870574951172
192,192,2019-11-07,93.4853286743164
193,193,2019-11-08,94.4556655883789
194,194,2019-11-11,94.144287109375
195,195,2019-11-12,93.81119537353516
196,196,2019-11-13,92.5584487915039
197,197,2019-11-14,92.45706939697266
198,198,2019-11-15,93.19567108154295
199,199,2019-11-18,94.36878204345705
200,200,2019-11-19,94.32532501220705
201,201,2019-11-20,94.0211944580078
202,202,2019-11-21,93.75326538085938
203,203,2019-11-22,94.20947265625
204,204,2019-11-25,94.75257873535156
205,205,2019-11-26,94.60774230957033
206,206,2019-11-27,95.42601013183594
207,207,2019-11-29,94.94084930419922
208,208,2019-12-02,93.62290954589844
209,209,2019-12-03,92.75397491455078
210,210,2019-12-04,93.1087875366211
211,211,2019-12-05,93.81410217285156
212,212,2019-12-06,95.75553131103516
213,213,2019-12-09,95.47923278808594
214,214,2019-12-10,95.32653045654295
215,215,2019-12-11,96.71533203125
216,216,2019-12-12,97.7187957763672
217,217,2019-12-13,97.29705047607422
218,218,2019-12-16,96.95531463623048
219,219,2019-12-17,97.151611328125
220,220,2019-12-18,96.81714630126952
221,221,2019-12-19,97.10797119140624
222,222,2019-12-20,98.16960906982422
223,223,2019-12-23,98.01692199707033
224,224,2019-12-24,97.8642120361328
225,225,2019-12-26,97.34793853759766
226,226,2019-12-27,97.689697265625
227,227,2019-12-30,96.62809753417967
228,228,2019-12-31,96.64991760253906
229,229,2020-01-02,97.689697265625
230,230,2020-01-03,96.81714630126952
231,231,2020-01-06,95.97367095947266
232,232,2020-01-07,95.5810317993164
233,233,2020-01-08,95.42832946777344
234,234,2020-01-09,94.90481567382812
235,235,2020-01-10,95.3847198486328
236,236,2020-01-13,95.50831604003906
237,237,2020-01-14,95.16656494140624
238,238,2020-01-15,95.47923278808594
239,239,2020-01-16,96.62809753417967
240,240,2020-01-17,97.37703704833984
241,241,2020-01-21,96.23543548583984
242,242,2020-01-22,95.71918487548828
243,243,2020-01-23,96.19181823730467
244,244,2020-01-24,94.96295928955078
245,245,2020-01-27,93.82138061523438
246,246,2020-01-28,95.09386444091795
247,247,2020-01-29,97.64604949951172
248,248,2020-01-30,98.2641372680664
249,249,2020-01-31,96.87532043457033
250,250,2020-02-03,99.02760314941406
251,251,2020-02-04,100.72908020019533
252,252,2020-02-05,103.07771301269533
253,253,2020-02-06,103.55037689208984
254,254,2020-02-07,103.11408233642578
255,255,2020-02-10,104.7864761352539
256,256,2020-02-11,104.96826934814452
257,257,2020-02-12,105.86262512207033
258,258,2020-02-13,105.88442993164062
259,259,2020-02-14,106.5606689453125
260,260,2020-02-18,105.41180419921876
261,261,2020-02-19,106.0371322631836
262,262,2020-02-20,106.16800689697266
263,263,2020-02-21,105.89895629882812
264,264,2020-02-24,103.31040954589844
265,265,2020-02-25,100.35099792480467
266,266,2020-02-26,100.8963394165039
267,267,2020-02-27,96.35179138183594
268,268,2020-02-28,93.82865142822266
269,269,2020-03-02,94.24235534667967
270,270,2020-03-03,99.40670776367188
271,271,2020-03-04,110.4289779663086
272,272,2020-03-05,105.3770980834961
273,273,2020-03-06,105.4708251953125
274,274,2020-03-09,98.67562866210938
275,275,2020-03-10,100.35333251953124
276,276,2020-03-11,100.2877426147461
277,277,2020-03-12,90.73654174804688
278,278,2020-03-13,97.43367004394533
279,279,2020-03-16,86.83690643310547
280,280,2020-03-17,87.79769134521484
281,281,2020-03-18,78.18994903564453
282,282,2020-03-19,76.98428344726562
283,283,2020-03-20,71.28557586669922
284,284,2020-03-23,67.12223815917969
285,285,2020-03-24,72.34998321533203
286,286,2020-03-25,80.17742919921875
287,287,2020-03-26,81.83525085449219
288,288,2020-03-27,77.86970520019531
289,289,2020-03-30,79.40504455566406
290,290,2020-03-31,77.79434967041016
291,291,2020-04-01,76.19306945800781
292,292,2020-04-02,78.04865264892578
293,293,2020-04-03,75.38298797607422
294,294,2020-04-06,81.98595428466797
295,295,2020-04-07,83.05034637451172
296,296,2020-04-08,82.76774597167969
297,297,2020-04-09,86.28116607666016
298,298,2020-04-13,84.59510040283203
299,299,2020-04-14,86.7803955078125
300,300,2020-04-15,81.6845474243164
301,301,2020-04-16,80.78968048095703
302,302,2020-04-17,84.6893081665039
303,303,2020-04-20,80.08322143554688
304,304,2020-04-21,75.8257064819336
305,305,2020-04-22,77.08789825439453
306,306,2020-04-23,78.83045959472656
307,307,2020-04-24,79.15072631835938
308,308,2020-04-27,81.3548583984375
309,309,2020-04-28,82.55111694335938
310,310,2020-04-29,85.09432983398438
311,311,2020-04-30,82.34387969970703
312,312,2020-05-01,81.76930236816406
313,313,2020-05-04,80.20570373535156
314,314,2020-05-05,77.38931274414062
315,315,2020-05-06,75.1851806640625
316,316,2020-05-07,76.32493591308594
317,317,2020-05-08,79.48981475830078
318,318,2020-05-11,76.27783966064453
319,319,2020-05-12,72.30286407470703
320,320,2020-05-13,72.19925689697266
321,321,2020-05-14,73.77227020263672
322,322,2020-05-15,72.72675323486328
323,323,2020-05-18,76.66402435302734
324,324,2020-05-19,75.74092864990234
325,325,2020-05-20,75.1192398071289
326,326,2020-05-21,76.6357650756836
327,327,2020-05-22,78.51962280273438
328,328,2020-05-26,83.76619720458984
329,329,2020-05-27,85.65949249267578
330,330,2020-05-28,85.05664825439453
331,331,2020-05-29,84.97187805175781
332,332,2020-06-01,85.17910766601562
333,333,2020-06-02,86.13045501708984
334,334,2020-06-03,88.8526611328125
335,335,2020-06-04,90.50086975097656
