,Unnamed: 0,Date,ANSS
0,0,2019-02-05,170.22000122070312
1,1,2019-02-06,170.77999877929688
2,2,2019-02-07,169.5500030517578
3,3,2019-02-08,171.72999572753906
4,4,2019-02-11,171.22999572753906
5,5,2019-02-12,175.00999450683594
6,6,2019-02-13,173.11000061035156
7,7,2019-02-14,173.1999969482422
8,8,2019-02-15,174.49000549316406
9,9,2019-02-19,174.4600067138672
10,10,2019-02-20,174.66000366210938
11,11,2019-02-21,174.49000549316406
12,12,2019-02-22,175.47999572753906
13,13,2019-02-25,175.00999450683594
14,14,2019-02-26,174.8300018310547
15,15,2019-02-27,176.8300018310547
16,16,2019-02-28,177.25999450683594
17,17,2019-03-01,182.22999572753903
18,18,2019-03-04,180.1300048828125
19,19,2019-03-05,178.75
20,20,2019-03-06,178.67999267578125
21,21,2019-03-07,178.7899932861328
22,22,2019-03-08,177.42999267578125
23,23,2019-03-11,178.72999572753906
24,24,2019-03-12,180.9600067138672
25,25,2019-03-13,180.80999755859372
26,26,2019-03-14,180.6199951171875
27,27,2019-03-15,180.3800048828125
28,28,2019-03-18,180.8999938964844
29,29,2019-03-19,181.1199951171875
30,30,2019-03-20,180.22999572753903
31,31,2019-03-21,182.3300018310547
32,32,2019-03-22,177.17999267578125
33,33,2019-03-25,177.44000244140625
34,34,2019-03-26,179.69000244140625
35,35,2019-03-27,178.5500030517578
36,36,2019-03-28,180.2899932861328
37,37,2019-03-29,182.7100067138672
38,38,2019-04-01,187.4499969482422
39,39,2019-04-02,187.6100006103516
40,40,2019-04-03,188.5399932861328
41,41,2019-04-04,184.97999572753903
42,42,2019-04-05,185.8300018310547
43,43,2019-04-08,186.41000366210935
44,44,2019-04-09,186.66000366210935
45,45,2019-04-10,187.9199981689453
46,46,2019-04-11,188.58999633789065
47,47,2019-04-12,189.5500030517578
48,48,2019-04-15,189.9600067138672
49,49,2019-04-16,189.3999938964844
50,50,2019-04-17,187.08999633789065
51,51,2019-04-18,186.58999633789065
52,52,2019-04-22,189.0399932861328
53,53,2019-04-23,192.1999969482422
54,54,2019-04-24,192.91000366210935
55,55,2019-04-25,191.92999267578125
56,56,2019-04-26,194.66000366210935
57,57,2019-04-29,193.58999633789065
58,58,2019-04-30,195.8000030517578
59,59,2019-05-01,192.50999450683597
60,60,2019-05-02,191.3800048828125
61,61,2019-05-03,192.4900054931641
62,62,2019-05-06,192.6000061035156
63,63,2019-05-07,188.9199981689453
64,64,2019-05-08,190.92999267578125
65,65,2019-05-09,190.50999450683597
66,66,2019-05-10,191.8800048828125
67,67,2019-05-13,183.97000122070312
68,68,2019-05-14,186.02999877929688
69,69,2019-05-15,186.9499969482422
70,70,2019-05-16,191.44000244140625
71,71,2019-05-17,187.52999877929688
72,72,2019-05-20,184.6699981689453
73,73,2019-05-21,185.8600006103516
74,74,2019-05-22,185.52999877929688
75,75,2019-05-23,180.11000061035156
76,76,2019-05-24,182.1499938964844
77,77,2019-05-28,180.3999938964844
78,78,2019-05-29,179.36000061035156
79,79,2019-05-30,180.69000244140625
80,80,2019-05-31,179.5
81,81,2019-06-03,175.24000549316406
82,82,2019-06-04,182.3600006103516
83,83,2019-06-05,185.8500061035156
84,84,2019-06-06,189.1999969482422
85,85,2019-06-07,193.2899932861328
86,86,2019-06-10,195.0800018310547
87,87,2019-06-11,194.80999755859372
88,88,2019-06-12,197.7700042724609
89,89,2019-06-13,198.47000122070312
90,90,2019-06-14,197.1300048828125
91,91,2019-06-17,198.72000122070312
92,92,2019-06-18,201.88999938964844
93,93,2019-06-19,204.0500030517578
94,94,2019-06-20,203.6999969482422
95,95,2019-06-21,200.9600067138672
96,96,2019-06-24,201.38999938964844
97,97,2019-06-25,196.4499969482422
98,98,2019-06-26,198.67999267578125
99,99,2019-06-27,200.8699951171875
100,100,2019-06-28,204.82000732421875
101,101,2019-07-01,208.1100006103516
102,102,2019-07-02,206.58999633789065
103,103,2019-07-03,209.3300018310547
104,104,2019-07-05,209.50999450683597
105,105,2019-07-08,207.92999267578125
106,106,2019-07-09,206.72000122070312
107,107,2019-07-10,209.5500030517578
108,108,2019-07-11,211.3000030517578
109,109,2019-07-12,212.27999877929688
110,110,2019-07-15,210.9199981689453
111,111,2019-07-16,209.7400054931641
112,112,2019-07-17,209.6999969482422
113,113,2019-07-18,207.55999755859372
114,114,2019-07-19,208.1000061035156
115,115,2019-07-22,211.5
116,116,2019-07-23,213.2400054931641
117,117,2019-07-24,214.9499969482422
118,118,2019-07-25,213.2400054931641
119,119,2019-07-26,213.1499938964844
120,120,2019-07-29,210.66000366210935
121,121,2019-07-30,207.8000030517578
122,122,2019-07-31,203.1199951171875
123,123,2019-08-01,201.2100067138672
124,124,2019-08-02,195.3500061035156
125,125,2019-08-05,190.1499938964844
126,126,2019-08-06,198.33999633789065
127,127,2019-08-07,201.88999938964844
128,128,2019-08-08,211.3300018310547
129,129,2019-08-09,208.2700042724609
130,130,2019-08-12,207.0399932861328
131,131,2019-08-13,213.4199981689453
132,132,2019-08-14,205.05999755859372
133,133,2019-08-15,204.1199951171875
134,134,2019-08-16,209.57000732421875
135,135,2019-08-19,212.9900054931641
136,136,2019-08-20,213.17999267578125
137,137,2019-08-21,218.0399932861328
138,138,2019-08-22,217.1000061035156
139,139,2019-08-23,210.7100067138672
140,140,2019-08-26,211.8000030517578
141,141,2019-08-27,211.0399932861328
142,142,2019-08-28,204.13999938964844
143,143,2019-08-29,209.17999267578125
144,144,2019-08-30,206.55999755859372
145,145,2019-09-03,206.00999450683597
146,146,2019-09-04,212.4900054931641
147,147,2019-09-05,218.08999633789065
148,148,2019-09-06,217.58999633789065
149,149,2019-09-09,214.5800018310547
150,150,2019-09-10,210.3800048828125
151,151,2019-09-11,214.58999633789065
152,152,2019-09-12,211.0800018310547
153,153,2019-09-13,212.1300048828125
154,154,2019-09-16,212.1300048828125
155,155,2019-09-17,216.1300048828125
156,156,2019-09-18,217.58999633789065
157,157,2019-09-19,219.0500030517578
158,158,2019-09-20,216.57000732421875
159,159,2019-09-23,216.72999572753903
160,160,2019-09-24,213.8600006103516
161,161,2019-09-25,215.63999938964844
162,162,2019-09-26,220.0800018310547
163,163,2019-09-27,217.08999633789065
164,164,2019-09-30,221.3600006103516
165,165,2019-10-01,216.72999572753903
166,166,2019-10-02,216.0399932861328
167,167,2019-10-03,220.2400054931641
168,168,2019-10-04,224.6300048828125
169,169,2019-10-07,223.1199951171875
170,170,2019-10-08,216.6300048828125
171,171,2019-10-09,220.4900054931641
172,172,2019-10-10,220.6699981689453
173,173,2019-10-11,224.16000366210935
174,174,2019-10-14,225.25999450683597
175,175,2019-10-15,226.82000732421875
176,176,2019-10-16,222.17999267578125
177,177,2019-10-17,220.8699951171875
178,178,2019-10-18,218.42999267578125
179,179,2019-10-21,218.77999877929688
180,180,2019-10-22,214.32000732421875
181,181,2019-10-23,216.0800018310547
182,182,2019-10-24,221.5200042724609
183,183,2019-10-25,220.25
184,184,2019-10-28,223.6300048828125
185,185,2019-10-29,222.3000030517578
186,186,2019-10-30,225.19000244140625
187,187,2019-10-31,220.1499938964844
188,188,2019-11-01,220.0
189,189,2019-11-04,217.47000122070312
190,190,2019-11-05,217.9600067138672
191,191,2019-11-06,218.72999572753903
192,192,2019-11-07,225.22000122070312
193,193,2019-11-08,224.30999755859372
194,194,2019-11-11,227.3500061035156
195,195,2019-11-12,230.2100067138672
196,196,2019-11-13,229.0
197,197,2019-11-14,229.3699951171875
198,198,2019-11-15,235.1499938964844
199,199,2019-11-18,238.6699981689453
200,200,2019-11-19,242.4199981689453
201,201,2019-11-20,245.4900054931641
202,202,2019-11-21,246.3800048828125
203,203,2019-11-22,246.3800048828125
204,204,2019-11-25,249.4199981689453
205,205,2019-11-26,252.47999572753903
206,206,2019-11-27,255.4499969482422
207,207,2019-11-29,254.69000244140625
208,208,2019-12-02,250.6999969482422
209,209,2019-12-03,250.3699951171875
210,210,2019-12-04,252.13999938964844
211,211,2019-12-05,252.9900054931641
212,212,2019-12-06,256.6300048828125
213,213,2019-12-09,255.0800018310547
214,214,2019-12-10,252.57000732421875
215,215,2019-12-11,251.6300048828125
216,216,2019-12-12,251.0200042724609
217,217,2019-12-13,253.92999267578125
218,218,2019-12-16,257.94000244140625
219,219,2019-12-17,257.07000732421875
220,220,2019-12-18,254.6699981689453
221,221,2019-12-19,255.75
222,222,2019-12-20,258.8900146484375
223,223,2019-12-23,255.72999572753903
224,224,2019-12-24,256.489990234375
225,225,2019-12-26,258.3299865722656
226,226,2019-12-27,258.67999267578125
227,227,2019-12-30,256.79998779296875
228,228,2019-12-31,257.4100036621094
229,229,2020-01-02,259.5899963378906
230,230,2020-01-03,256.9700012207031
231,231,2020-01-06,254.58999633789065
232,232,2020-01-07,256.6700134277344
233,233,2020-01-08,257.7300109863281
234,234,2020-01-09,261.42999267578125
235,235,2020-01-10,260.79998779296875
236,236,2020-01-13,264.04998779296875
237,237,2020-01-14,262.8699951171875
238,238,2020-01-15,264.2799987792969
239,239,2020-01-16,266.8099975585937
240,240,2020-01-17,270.2799987792969
241,241,2020-01-21,273.82000732421875
242,242,2020-01-22,274.7300109863281
243,243,2020-01-23,277.7099914550781
