,Unnamed: 0,Date,MRO
197,197,2019-11-14,11.22454833984375
198,198,2019-11-15,11.4227933883667
199,199,2019-11-18,11.120704650878906
200,200,2019-11-19,10.86472988128662
201,201,2019-11-20,11.082781791687012
202,202,2019-11-21,11.27239227294922
203,203,2019-11-22,11.566290855407717
204,204,2019-11-25,11.480965614318848
205,205,2019-11-26,11.215510368347168
206,206,2019-11-27,11.262911796569824
207,207,2019-11-29,11.0448579788208
208,208,2019-12-02,11.338757514953612
209,209,2019-12-03,11.149147033691406
210,210,2019-12-04,11.537851333618164
211,211,2019-12-05,11.41460132598877
212,212,2019-12-06,11.803304672241213
213,213,2019-12-09,11.936034202575684
214,214,2019-12-10,11.936034202575684
215,215,2019-12-11,11.954994201660156
216,216,2019-12-12,12.353178024291992
217,217,2019-12-13,12.059280395507812
218,218,2019-12-16,12.44798469543457
219,219,2019-12-17,12.675515174865724
220,220,2019-12-18,12.722918510437012
221,221,2019-12-19,12.49538516998291
222,222,2019-12-20,12.523828506469728
223,223,2019-12-23,12.855647087097168
224,224,2019-12-24,12.912531852722168
225,225,2019-12-26,12.978894233703612
226,226,2019-12-27,12.779803276062012
227,227,2019-12-30,12.722918510437012
228,228,2019-12-31,12.874608039855955
229,229,2020-01-02,12.969414710998535
230,230,2020-01-03,13.035778045654297
231,231,2020-01-06,13.234870910644531
232,232,2020-01-07,13.073699951171877
233,233,2020-01-08,12.590191841125488
234,234,2020-01-09,12.751361846923828
235,235,2020-01-10,12.49538516998291
236,236,2020-01-13,12.504865646362305
237,237,2020-01-14,12.590191841125488
238,238,2020-01-15,12.552268981933594
239,239,2020-01-16,12.64707374572754
240,240,2020-01-17,12.523828506469728
241,241,2020-01-21,12.182527542114258
242,242,2020-01-22,11.803304672241213
243,243,2020-01-23,11.585249900817873
244,244,2020-01-24,11.31031608581543
245,245,2020-01-27,11.082781791687012
246,246,2020-01-28,11.158625602722168
247,247,2020-01-29,11.139666557312012
248,248,2020-01-30,11.24394989013672
249,249,2020-01-31,10.779404640197754
250,250,2020-02-03,10.874208450317385
251,251,2020-02-04,11.158625602722168
252,252,2020-02-05,11.528368949890137
253,253,2020-02-06,11.30083465576172
254,254,2020-02-07,11.073299407958984
255,255,2020-02-10,10.788884162902832
256,256,2020-02-11,10.969016075134276
257,257,2020-02-12,11.006936073303224
258,258,2020-02-13,10.532906532287598
259,259,2020-02-14,10.087323188781738
260,260,2020-02-18,9.811087608337402
261,261,2020-02-19,9.97301959991455
262,262,2020-02-20,9.763461112976074
263,263,2020-02-21,9.63010597229004
264,264,2020-02-24,9.010960578918455
265,265,2020-02-25,8.49659252166748
266,266,2020-02-26,8.010801315307617
267,267,2020-02-27,7.553584098815918
268,268,2020-02-28,7.886970520019531
269,269,2020-03-02,7.944124221801758
270,270,2020-03-03,7.696464061737059
271,271,2020-03-04,7.725040912628174
272,272,2020-03-05,7.429755687713623
273,273,2020-03-06,6.505799770355225
274,274,2020-03-09,3.457694292068481
275,275,2020-03-10,4.191143989562988
276,276,2020-03-11,3.895859479904175
277,277,2020-03-12,3.791080474853516
278,278,2020-03-13,4.314972877502441
279,279,2020-03-16,3.810130834579468
280,280,2020-03-17,3.4481685161590576
281,281,2020-03-18,3.2862377166748047
282,282,2020-03-19,3.648200511932373
283,283,2020-03-20,3.3910164833068848
284,284,2020-03-23,3.1909844875335693
285,285,2020-03-24,3.438643217086792
286,286,2020-03-25,3.410067558288574
287,287,2020-03-26,3.6958274841308594
288,288,2020-03-27,3.3529152870178223
289,289,2020-03-30,3.0862069129943848
290,290,2020-03-31,3.1338329315185547
291,291,2020-04-01,2.9719021320343018
292,292,2020-04-02,3.305288791656494
293,293,2020-04-03,3.4767444133758545
294,294,2020-04-06,3.4481685161590576
295,295,2020-04-07,3.505320310592652
296,296,2020-04-08,3.762504577636719
297,297,2020-04-09,3.9244346618652335
298,298,2020-04-13,4.181618690490723
299,299,2020-04-14,4.048264980316162
300,300,2020-04-15,4.029214382171631
301,301,2020-04-16,3.705353021621704
302,302,2020-04-17,4.143517971038818
303,303,2020-04-20,4.010162830352783
304,304,2020-04-21,4.038738250732422
305,305,2020-04-22,4.314972877502441
306,306,2020-04-23,4.610259056091309
307,307,2020-04-24,4.695985794067383
308,308,2020-04-27,4.619784355163574
309,309,2020-04-28,4.753138065338135
310,310,2020-04-29,5.572316646575928
311,311,2020-04-30,5.829501152038574
312,312,2020-05-01,5.2389302253723145
313,313,2020-05-04,5.534216403961182
314,314,2020-05-05,5.2675065994262695
315,315,2020-05-06,5.334183692932129
316,316,2020-05-07,5.2484564781188965
317,317,2020-05-08,5.505639553070068
318,318,2020-05-11,5.47706413269043
319,319,2020-05-12,5.677094459533691
320,320,2020-05-13,5.29608154296875
321,321,2020-05-14,5.372283935546875
322,322,2020-05-15,5.3437089920043945
323,323,2020-05-18,5.7913994789123535
324,324,2020-05-19,5.543740272521973
325,325,2020-05-20,5.667570114135742
326,326,2020-05-21,5.65804386138916
327,327,2020-05-22,5.610418319702148
328,328,2020-05-26,5.743772029876709
329,329,2020-05-27,5.8580756187438965
330,330,2020-05-28,5.429436206817627
331,331,2020-05-29,5.0865254402160645
332,332,2020-06-01,5.419911861419678
333,333,2020-06-02,5.581841468811035
334,334,2020-06-03,5.667570114135742
335,335,2020-06-04,5.934279441833496
336,336,2020-06-05,6.972540378570557
337,337,2020-06-08,8.029850959777832
338,338,2020-06-09,7.296401023864746
339,339,2020-06-10,6.77250862121582
340,340,2020-06-11,5.962855339050293
341,341,2020-06-12,6.267665863037109
342,342,2020-06-15,6.286716461181641
343,343,2020-06-16,6.420070171356201
344,344,2020-06-17,6.067634105682373
345,345,2020-06-18,6.1819376945495605
346,346,2020-06-19,6.058109283447266
347,347,2020-06-22,5.972381114959717
348,348,2020-06-23,6.029532432556152
349,349,2020-06-24,5.515164375305176
350,350,2020-06-25,5.696146488189697
351,351,2020-06-26,5.467537879943848
352,352,2020-06-29,5.677094459533691
353,353,2020-06-30,5.829501152038574
354,354,2020-07-01,5.667570114135742
355,355,2020-07-02,5.829501152038574
356,356,2020-07-06,5.581841468811035
357,357,2020-07-07,5.30560827255249
358,358,2020-07-08,5.400860786437988
359,359,2020-07-09,5.019848823547363
360,360,2020-07-10,5.096050262451172
361,361,2020-07-13,4.88649320602417
362,362,2020-07-14,5.115100860595703
363,363,2020-07-15,5.419911861419678
364,364,2020-07-16,5.448486804962158
365,365,2020-07-17,5.2484564781188965
366,366,2020-07-20,5.229404926300049
367,367,2020-07-21,5.581841468811035
368,368,2020-07-22,5.515164375305176
369,369,2020-07-23,5.486588954925537
370,370,2020-07-24,5.448486804962158
371,371,2020-07-27,5.362759113311768
372,372,2020-07-28,5.2675065994262695
373,373,2020-07-29,5.467537879943848
374,374,2020-07-30,5.2484564781188965
375,375,2020-07-31,5.229404926300049
376,376,2020-08-03,5.257981300354004
377,377,2020-08-04,5.505639553070068
378,378,2020-08-05,5.696146488189697
379,379,2020-08-06,5.410386085510254
380,380,2020-08-07,5.467537879943848
381,381,2020-08-10,5.753299236297607
382,382,2020-08-11,5.65804386138916
383,383,2020-08-12,5.696146488189697
384,384,2020-08-13,5.610418319702148
385,385,2020-08-14,5.76282262802124
386,386,2020-08-17,5.638993740081787
387,387,2020-08-18,5.667570114135742
388,388,2020-08-19,5.45801305770874
389,389,2020-08-20,5.2484564781188965
390,390,2020-08-21,5.019848823547363
391,391,2020-08-24,5.191303730010986
392,392,2020-08-25,5.229404926300049
393,393,2020-08-26,5.0484232902526855
394,394,2020-08-27,5.1055755615234375
395,395,2020-08-28,5.134151935577393
396,396,2020-08-31,5.0293731689453125
397,397,2020-09-01,5.067474365234375
398,398,2020-09-02,4.876967906951904
399,399,2020-09-03,4.753138065338135
400,400,2020-09-04,4.695985794067383
401,401,2020-09-08,4.286397933959961
402,402,2020-09-09,4.324499607086182
403,403,2020-09-10,4.153042316436768
404,404,2020-09-11,4.257821559906006
405,405,2020-09-14,4.191143989562988
406,406,2020-09-15,4.1339921951293945
407,407,2020-09-16,4.343550205230713
408,408,2020-09-17,4.457852840423584
409,409,2020-09-18,4.591208457946777
410,410,2020-09-21,4.343550205230713
411,411,2020-09-22,4.257821559906006
412,412,2020-09-23,4.010162830352783
413,413,2020-09-24,4.105416774749756
414,414,2020-09-25,3.9434852600097656
415,415,2020-09-28,4.086366176605225
416,416,2020-09-29,3.962536811828613
417,417,2020-09-30,3.895859479904175
418,418,2020-10-01,3.762504577636719
419,419,2020-10-02,3.9244346618652335
420,420,2020-10-05,4.029214382171631
421,421,2020-10-06,3.8482320308685294
422,422,2020-10-07,3.933960199356079
423,423,2020-10-08,4.172092914581299
424,424,2020-10-09,4.0577898025512695
425,425,2020-10-12,4.086366176605225
426,426,2020-10-13,4.029214382171631
427,427,2020-10-14,4.000638008117676
428,428,2020-10-15,4.067315101623535
429,429,2020-10-16,3.876808881759644
430,430,2020-10-19,3.791080474853516
431,431,2020-10-20,3.953011989593506
432,432,2020-10-21,3.905384540557861
433,433,2020-10-22,4.162568092346191
434,434,2020-10-23,4.229245662689209
435,435,2020-10-26,3.933960199356079
436,436,2020-10-27,3.933960199356079
437,437,2020-10-28,3.6672513484954834
438,438,2020-10-29,3.800605297088623
439,439,2020-10-30,3.772030115127564
440,440,2020-11-02,3.953011989593506
441,441,2020-11-03,3.9434852600097656
442,442,2020-11-04,4.067315101623535
443,443,2020-11-05,4.086366176605225
444,444,2020-11-06,3.933960199356079
445,445,2020-11-09,4.848391532897949
446,446,2020-11-10,4.829340934753418
447,447,2020-11-11,4.829340934753418
448,448,2020-11-12,4.591208457946777
449,449,2020-11-13,4.819815635681152
450,450,2020-11-16,5.219879627227783
451,451,2020-11-17,5.267768383026123
452,452,2020-11-18,5.258190155029297
453,453,2020-11-19,5.449746131896973
454,454,2020-11-20,5.363545894622803
455,455,2020-11-23,5.909478187561035
456,456,2020-11-24,6.1776556968688965
457,457,2020-11-25,6.158499717712402
458,458,2020-11-27,6.081877708435059
459,459,2020-11-30,5.670033931732178
460,460,2020-12-01,5.612566947937012
461,461,2020-12-02,5.804123878479004
462,462,2020-12-03,5.928633213043213
463,463,2020-12-04,6.560766220092773
464,464,2020-12-07,6.407521724700928
465,465,2020-12-08,6.771476745605469
466,466,2020-12-09,6.848099231719971
467,467,2020-12-10,6.991765022277832
468,468,2020-12-11,6.761898994445801
469,469,2020-12-14,6.436254024505615
470,470,2020-12-15,6.618232727050781
471,471,2020-12-16,6.675699234008789
472,472,2020-12-17,6.618232727050781
473,473,2020-12-18,6.445833683013916
474,474,2020-12-21,6.273433685302734
475,475,2020-12-22,6.043567180633545
476,476,2020-12-23,6.522454738616943
477,477,2020-12-24,6.350055694580078
478,478,2020-12-28,6.350055694580078
479,479,2020-12-29,6.29258918762207
480,480,2020-12-30,6.512876510620117
481,481,2020-12-31,6.388366222381592
482,482,2021-01-04,6.541611671447754
483,483,2021-01-05,7.135431289672852
484,484,2021-01-06,7.183320999145508
485,485,2021-01-07,7.365298748016357
486,486,2021-01-08,7.231209754943848
487,487,2021-01-11,7.317409992218018
488,488,2021-01-12,8.035740852355957
489,489,2021-01-13,7.700519561767578
490,490,2021-01-14,8.303916931152344
491,491,2021-01-15,7.901653289794922
492,492,2021-01-19,8.208139419555664
493,493,2021-01-20,8.256030082702637
494,494,2021-01-21,7.901653289794922
495,495,2021-01-22,7.805875301361084
496,496,2021-01-25,7.489809513092041
497,497,2021-01-26,7.154586315155029
498,498,2021-01-27,7.221632480621338
499,499,2021-01-28,7.240787029266357
500,500,2021-01-29,6.934298515319824
501,501,2021-02-01,7.030076503753662
502,502,2021-02-02,7.068386554718018
503,503,2021-02-03,7.470654010772705
504,504,2021-02-04,7.480231761932373
505,505,2021-02-05,7.60474157333374
506,506,2021-02-08,8.600828170776367
507,507,2021-02-09,8.514629364013672
508,508,2021-02-10,8.706184387207031
509,509,2021-02-11,8.38054084777832
510,510,2021-02-12,8.5912504196167
511,511,2021-02-16,9.17745590209961
512,512,2021-02-17,9.206286430358888
513,513,2021-02-18,8.764229774475098
514,514,2021-02-19,9.081355094909668
515,515,2021-02-22,9.80210018157959
516,516,2021-02-23,10.724648475646973
517,517,2021-02-24,11.378121376037598
518,518,2021-02-25,10.859188079833984
519,519,2021-02-26,10.66698932647705
520,520,2021-03-01,10.76308822631836
521,521,2021-03-02,10.791919708251951
522,522,2021-03-03,11.176314353942873
523,523,2021-03-04,11.877837181091309
524,524,2021-03-05,12.473650932312012
525,525,2021-03-08,11.897055625915527
526,526,2021-03-09,11.531880378723145
527,527,2021-03-10,11.743298530578612
528,528,2021-03-11,12.021987915039062
529,529,2021-03-12,11.724077224731444
530,530,2021-03-15,11.57992935180664
531,531,2021-03-16,11.012946128845217
532,532,2021-03-17,11.205143928527832
533,533,2021-03-18,10.263376235961914
534,534,2021-03-19,10.59011173248291
535,535,2021-03-22,10.407522201538086
536,536,2021-03-23,9.773269653320312
537,537,2021-03-24,10.03273582458496
538,538,2021-03-25,10.119226455688477
539,539,2021-03-26,10.657381057739258
540,540,2021-03-29,10.474791526794434
541,541,2021-03-30,10.55167007446289
542,542,2021-03-31,10.263376235961914
543,543,2021-04-01,11.330072402954102
544,544,2021-04-05,10.75347900390625
545,545,2021-04-06,10.705431938171388
546,546,2021-04-07,10.513230323791504
547,547,2021-04-08,10.474791526794434
548,548,2021-04-09,10.484400749206545
549,549,2021-04-12,10.34986400604248
550,550,2021-04-13,10.340254783630373
551,551,2021-04-14,10.657381057739258
552,552,2021-04-15,10.417133331298828
553,553,2021-04-16,10.119226455688477
554,554,2021-04-19,10.215326309204102
555,555,2021-04-20,9.71561050415039
556,556,2021-04-21,10.03273582458496
557,557,2021-04-22,9.927026748657228
558,558,2021-04-23,10.25376319885254
559,559,2021-04-26,10.359471321105955
560,560,2021-04-27,10.609330177307127
561,561,2021-04-28,11.291633605957031
562,562,2021-04-29,11.272414207458496
563,563,2021-04-30,10.82074737548828
564,564,2021-05-03,10.695818901062012
565,565,2021-05-04,10.87840747833252
566,566,2021-05-05,11.24358367919922
567,567,2021-05-06,11.051386833190918
568,568,2021-05-07,11.426172256469728
569,569,2021-05-10,11.195533752441406
570,570,2021-05-11,11.041775703430176
571,571,2021-05-12,11.089824676513672
572,572,2021-05-13,10.63815975189209
573,573,2021-05-14,11.339683532714844
574,574,2021-05-17,11.772128105163574
575,575,2021-05-18,11.502169609069824
576,576,2021-05-19,11.193644523620604
577,577,2021-05-20,11.11651611328125
578,578,2021-05-21,11.184005737304688
579,579,2021-05-24,11.540736198425291
580,580,2021-05-25,11.241851806640623
581,581,2021-05-26,11.473246574401855
582,582,2021-05-27,11.656432151794434
583,583,2021-05-28,11.675714492797852
584,584,2021-06-01,13.2665433883667
585,585,2021-06-02,13.391881942749023
586,586,2021-06-03,13.305108070373535
587,587,2021-06-04,13.305108070373535
588,588,2021-06-07,13.189413070678713
589,589,2021-06-08,13.102641105651855
590,590,2021-06-09,12.880887031555176
591,591,2021-06-10,12.986943244934082
592,592,2021-06-11,12.977301597595217
593,593,2021-06-14,12.93873691558838
594,594,2021-06-15,13.343674659729004
595,595,2021-06-16,13.170129776000977
596,596,2021-06-17,12.427742004394531
597,597,2021-06-18,12.119216918945312
598,598,2021-06-21,12.95801830291748
599,599,2021-06-22,12.986943244934082
600,600,2021-06-23,13.07371711730957
601,601,2021-06-24,13.353314399719238
602,602,2021-06-25,13.56542682647705
603,603,2021-06-28,12.909811973571776
604,604,2021-06-29,12.851964950561523
605,605,2021-06-30,13.131562232971191
606,606,2021-07-01,13.661839485168455
607,607,2021-07-02,13.353314399719238
608,608,2021-07-06,12.73626708984375
609,609,2021-07-07,12.466307640075684
610,610,2021-07-08,12.485591888427734
611,611,2021-07-09,12.784473419189451
612,612,2021-07-12,12.851964950561523
613,613,2021-07-13,12.649495124816896
614,614,2021-07-14,12.071011543273926
615,615,2021-07-15,11.801053047180176
616,616,2021-07-16,11.328624725341797
617,617,2021-07-19,10.721217155456545
618,618,2021-07-20,10.933329582214355
619,619,2021-07-21,11.444321632385254
620,620,2021-07-22,11.280418395996094
621,621,2021-07-23,11.087592124938965
622,622,2021-07-26,11.405755043029783
623,623,2021-07-27,10.962254524230955
624,624,2021-07-28,11.357549667358398
625,625,2021-07-29,11.386473655700684
626,626,2021-07-30,11.174362182617188
627,627,2021-08-02,10.894763946533203
628,628,2021-08-03,11.135798454284668
629,629,2021-08-04,10.653727531433104
630,630,2021-08-05,11.36719036102295
631,631,2021-08-06,11.531094551086426
632,632,2021-08-09,11.396113395690918
633,633,2021-08-10,11.907109260559082
634,634,2021-08-11,11.955312728881836
635,635,2021-08-12,11.955312728881836
636,636,2021-08-13,11.666072845458984
637,637,2021-08-16,11.251495361328123
638,638,2021-08-17,11.125616073608398
639,639,2021-08-18,10.786717414855955
640,640,2021-08-19,10.34130573272705
641,641,2021-08-20,10.380035400390623
642,642,2021-08-23,10.941643714904783
643,643,2021-08-24,11.241809844970703
644,644,2021-08-25,11.425786972045898
645,645,2021-08-26,11.154664993286133
646,646,2021-08-27,11.62912654876709
647,647,2021-08-30,11.387054443359377
648,648,2021-08-31,11.377370834350586
649,649,2021-09-01,10.902911186218262
650,650,2021-09-02,11.348320960998535
651,651,2021-09-03,11.261176109313965
652,652,2021-09-07,11.212761878967283
653,653,2021-09-08,10.835129737854004
654,654,2021-09-09,10.990056991577148
655,655,2021-09-10,10.91259479522705
656,656,2021-09-13,11.696907043457031
657,657,2021-09-14,11.358004570007324
658,658,2021-09-15,12.229463577270508
659,659,2021-09-16,11.92929458618164
660,660,2021-09-17,11.619441986083984
661,661,2021-09-20,11.115934371948242
662,662,2021-09-21,11.0481538772583
663,663,2021-09-22,11.63881015777588
664,664,2021-09-23,12.326292037963867
665,665,2021-09-24,12.442487716674805
666,666,2021-09-27,13.226799964904783
667,667,2021-09-28,13.323628425598145
668,668,2021-09-29,13.352678298950195
669,669,2021-09-30,13.23648166656494
670,670,2021-10-01,13.788406372070312
671,671,2021-10-04,14.359696388244627
672,672,2021-10-05,14.892253875732422
673,673,2021-10-06,14.611449241638184
674,674,2021-10-07,14.872886657714844
675,675,2021-10-08,15.56037139892578
676,676,2021-10-11,15.44417667388916
677,677,2021-10-12,15.376397132873535
678,678,2021-10-13,15.289251327514648
679,679,2021-10-14,15.628151893615724
680,680,2021-10-15,15.666885375976562
681,681,2021-10-18,15.90895652770996
682,682,2021-10-19,15.87022304534912
683,683,2021-10-20,15.967047691345217
684,684,2021-10-21,15.666885375976562
685,685,2021-10-22,16.054197311401367
686,686,2021-10-25,16.247854232788086
687,687,2021-10-26,16.315635681152344
688,688,2021-10-27,15.686248779296877
689,689,2021-10-28,15.92832088470459
690,690,2021-10-29,15.802441596984863
691,691,2021-11-01,16.489925384521484
692,692,2021-11-02,16.383413314819336
693,693,2021-11-03,15.967047691345217
694,694,2021-11-04,16.044513702392578
695,695,2021-11-05,16.528657913208008
696,696,2021-11-08,16.67390251159668
697,697,2021-11-09,16.712631225585938
698,698,2021-11-10,16.073564529418945
699,699,2021-11-11,16.19944190979004
700,700,2021-11-12,16.151025772094727
701,701,2021-11-15,16.21880531311035
702,702,2021-11-16,16.24795913696289
703,703,2021-11-17,15.635744094848633
704,704,2021-11-18,15.664898872375488
705,705,2021-11-19,14.877767562866213
706,706,2021-11-22,15.217885971069336
707,707,2021-11-23,16.043888092041016
708,708,2021-11-24,16.354854583740234
709,709,2021-11-26,15.256755828857422
710,710,2021-11-29,15.402520179748535
711,711,2021-11-30,15.05268383026123
712,712,2021-12-01,14.693130493164062
713,713,2021-12-02,15.140142440795898
714,714,2021-12-03,14.858330726623535
715,715,2021-12-06,15.159578323364258
716,716,2021-12-07,15.849535942077637
717,717,2021-12-08,15.73292064666748
718,718,2021-12-09,15.587157249450684
719,719,2021-12-10,15.762073516845703
720,720,2021-12-13,14.955507278442385
721,721,2021-12-14,14.751437187194824
722,722,2021-12-15,14.722282409667969
723,723,2021-12-16,14.92635440826416
724,724,2021-12-17,14.722282409667969
725,725,2021-12-20,14.440469741821287
726,726,2021-12-21,15.31506061553955
727,727,2021-12-22,15.587157249450684
728,728,2021-12-23,15.54828643798828
729,729,2021-12-27,16.092477798461914
730,730,2021-12-28,16.014734268188477
731,731,2021-12-29,16.102191925048828
732,732,2021-12-30,15.888404846191406
