,Date,INCY
0,2019-02-04 00:00:00-05:00,81.5999984741211
1,2019-02-05 00:00:00-05:00,81.4000015258789
2,2019-02-06 00:00:00-05:00,81.41999816894531
3,2019-02-07 00:00:00-05:00,79.83000183105469
4,2019-02-08 00:00:00-05:00,80.87000274658203
5,2019-02-11 00:00:00-05:00,80.20999908447266
6,2019-02-12 00:00:00-05:00,81.4000015258789
7,2019-02-13 00:00:00-05:00,81.05999755859375
8,2019-02-14 00:00:00-05:00,83.41999816894531
9,2019-02-15 00:00:00-05:00,84.1500015258789
10,2019-02-19 00:00:00-05:00,84.08000183105469
11,2019-02-20 00:00:00-05:00,83.73999786376953
12,2019-02-21 00:00:00-05:00,83.33000183105469
13,2019-02-22 00:00:00-05:00,84.8499984741211
14,2019-02-25 00:00:00-05:00,86.87999725341797
15,2019-02-26 00:00:00-05:00,85.69999694824219
16,2019-02-27 00:00:00-05:00,87.0
17,2019-02-28 00:00:00-05:00,86.2300033569336
18,2019-03-01 00:00:00-05:00,88.16999816894531
19,2019-03-04 00:00:00-05:00,85.41000366210938
20,2019-03-05 00:00:00-05:00,85.04000091552734
21,2019-03-06 00:00:00-05:00,83.37000274658203
22,2019-03-07 00:00:00-05:00,82.44999694824219
23,2019-03-08 00:00:00-05:00,82.12000274658203
24,2019-03-11 00:00:00-04:00,84.16999816894531
25,2019-03-12 00:00:00-04:00,84.9000015258789
26,2019-03-13 00:00:00-04:00,85.05999755859375
27,2019-03-14 00:00:00-04:00,84.30999755859375
28,2019-03-15 00:00:00-04:00,84.80000305175781
29,2019-03-18 00:00:00-04:00,85.62000274658203
30,2019-03-19 00:00:00-04:00,85.66999816894531
31,2019-03-20 00:00:00-04:00,86.30999755859375
32,2019-03-21 00:00:00-04:00,87.08000183105469
33,2019-03-22 00:00:00-04:00,85.33999633789062
34,2019-03-25 00:00:00-04:00,86.0199966430664
35,2019-03-26 00:00:00-04:00,87.12000274658203
36,2019-03-27 00:00:00-04:00,86.0199966430664
37,2019-03-28 00:00:00-04:00,85.73999786376953
38,2019-03-29 00:00:00-04:00,86.01000213623047
39,2019-04-01 00:00:00-04:00,85.94999694824219
40,2019-04-02 00:00:00-04:00,86.69999694824219
41,2019-04-03 00:00:00-04:00,84.3499984741211
42,2019-04-04 00:00:00-04:00,83.22000122070312
43,2019-04-05 00:00:00-04:00,84.76000213623047
44,2019-04-08 00:00:00-04:00,84.43000030517578
45,2019-04-09 00:00:00-04:00,82.7300033569336
46,2019-04-10 00:00:00-04:00,83.41000366210938
47,2019-04-11 00:00:00-04:00,81.05999755859375
48,2019-04-12 00:00:00-04:00,79.4000015258789
49,2019-04-15 00:00:00-04:00,78.1500015258789
50,2019-04-16 00:00:00-04:00,76.9800033569336
51,2019-04-17 00:00:00-04:00,74.31999969482422
52,2019-04-18 00:00:00-04:00,73.95999908447266
53,2019-04-22 00:00:00-04:00,73.66000366210938
54,2019-04-23 00:00:00-04:00,75.41000366210938
55,2019-04-24 00:00:00-04:00,73.5199966430664
56,2019-04-25 00:00:00-04:00,73.94000244140625
57,2019-04-26 00:00:00-04:00,75.02999877929688
58,2019-04-29 00:00:00-04:00,74.37999725341797
