,Unnamed: 0,Date,KEY
0,0,2019-02-05,12.919968605041504
1,1,2019-02-06,13.022631645202637
2,2,2019-02-07,13.480669975280762
3,3,2019-02-08,13.401700973510742
4,4,2019-02-11,13.441187858581545
5,5,2019-02-12,13.607028007507324
6,6,2019-02-13,13.567544937133787
7,7,2019-02-14,13.441187858581545
8,8,2019-02-15,13.828152656555176
9,9,2019-02-19,14.009790420532228
10,10,2019-02-20,14.175636291503906
11,11,2019-02-21,13.978200912475586
12,12,2019-02-22,13.938716888427734
13,13,2019-02-25,13.907130241394045
14,14,2019-02-26,13.74917984008789
15,15,2019-02-27,13.922921180725098
16,16,2019-02-28,13.946612358093262
17,17,2019-03-01,13.828152656555176
18,18,2019-03-04,13.75638198852539
19,19,2019-03-05,13.724483489990234
20,20,2019-03-06,13.493218421936035
21,21,2019-03-07,13.317774772644045
22,22,2019-03-08,13.373595237731934
23,23,2019-03-11,13.525117874145508
24,24,2019-03-12,13.612833976745604
25,25,2019-03-13,13.812206268310549
26,26,2019-03-14,13.891952514648438
27,27,2019-03-15,13.86005401611328
28,28,2019-03-18,14.131193161010742
29,29,2019-03-19,13.923847198486328
30,30,2019-03-20,13.182201385498049
31,31,2019-03-21,12.71169376373291
32,32,2019-03-22,11.938148498535156
33,33,2019-03-25,11.962069511413574
34,34,2019-03-26,12.28903579711914
35,35,2019-03-27,12.257135391235352
36,36,2019-03-28,12.52030086517334
37,37,2019-03-29,12.560173988342283
38,38,2019-04-01,13.03865909576416
39,39,2019-04-02,13.134353637695312
40,40,2019-04-03,13.102456092834473
41,41,2019-04-04,13.142328262329102
42,42,2019-04-05,13.230050086975098
43,43,2019-04-08,13.182201385498049
44,44,2019-04-09,12.966886520385742
45,45,2019-04-10,13.070556640625
46,46,2019-04-11,13.110432624816896
47,47,2019-04-12,13.461318969726562
48,48,2019-04-15,13.285874366760254
49,49,2019-04-16,13.541060447692873
50,50,2019-04-17,13.692585945129396
51,51,2019-04-18,13.389548301696776
52,52,2019-04-22,13.549039840698242
53,53,2019-04-23,13.700560569763184
54,54,2019-04-24,13.660685539245604
55,55,2019-04-25,13.668661117553713
56,56,2019-04-26,13.78828239440918
57,57,2019-04-29,13.987650871276855
58,58,2019-04-30,13.995625495910645
59,59,2019-05-01,13.836130142211914
60,60,2019-05-02,14.043475151062012
61,61,2019-05-03,14.131193161010742
62,62,2019-05-06,14.09929370880127
63,63,2019-05-07,13.836130142211914
64,64,2019-05-08,13.700560569763184
65,65,2019-05-09,13.78828239440918
66,66,2019-05-10,13.796255111694336
67,67,2019-05-13,13.182201385498049
68,68,2019-05-14,13.493218421936035
69,69,2019-05-15,13.214098930358888
70,70,2019-05-16,13.373595237731934
71,71,2019-05-17,13.357646942138672
72,72,2019-05-20,13.453344345092772
73,73,2019-05-21,13.517142295837402
74,74,2019-05-22,13.325745582580566
75,75,2019-05-23,13.174230575561523
76,76,2019-05-24,13.399843215942385
77,77,2019-05-28,13.174229621887209
78,78,2019-05-29,13.278976440429688
79,79,2019-05-30,13.13393783569336
80,80,2019-05-31,12.868037223815918
81,81,2019-06-03,13.117825508117676
82,82,2019-06-04,13.649627685546877
83,83,2019-06-05,13.609339714050291
84,84,2019-06-06,13.649627685546877
85,85,2019-06-07,13.464301109313965
86,86,2019-06-10,13.633514404296877
87,87,2019-06-11,13.891356468200684
88,88,2019-06-12,13.71409034729004
89,89,2019-06-13,13.754375457763672
90,90,2019-06-14,13.81883716583252
91,91,2019-06-17,13.60128402709961
92,92,2019-06-18,13.859128952026367
93,93,2019-06-19,13.665745735168455
94,94,2019-06-20,13.60128402709961
95,95,2019-06-21,13.738261222839355
96,96,2019-06-24,13.778550148010254
97,97,2019-06-25,13.722147941589355
98,98,2019-06-26,13.834954261779783
99,99,2019-06-27,13.971935272216797
100,100,2019-06-28,14.302294731140137
101,101,2019-07-01,14.374815940856934
102,102,2019-07-02,14.237837791442873
103,103,2019-07-03,14.33452606201172
104,104,2019-07-05,14.50373649597168
105,105,2019-07-08,14.350641250610352
106,106,2019-07-09,14.374815940856934
107,107,2019-07-10,14.189492225646973
108,108,2019-07-11,14.3667573928833
109,109,2019-07-12,14.398990631103516
110,110,2019-07-15,14.173375129699709
111,111,2019-07-16,14.004165649414062
112,112,2019-07-17,13.80272388458252
113,113,2019-07-18,13.947762489318848
114,114,2019-07-19,14.06056785583496
115,115,2019-07-22,13.996106147766112
116,116,2019-07-23,14.479565620422363
117,117,2019-07-24,14.858272552490234
118,118,2019-07-25,14.600428581237791
119,119,2019-07-26,14.914678573608398
120,120,2019-07-29,14.777695655822754
121,121,2019-07-30,14.938852310180664
122,122,2019-07-31,14.801870346069336
123,123,2019-08-01,13.955819129943848
124,124,2019-08-02,13.859128952026367
125,125,2019-08-05,13.254804611206056
126,126,2019-08-06,13.41595458984375
127,127,2019-08-07,13.021132469177246
128,128,2019-08-08,13.311209678649902
129,129,2019-08-09,13.270919799804688
130,130,2019-08-12,13.053364753723145
131,131,2019-08-13,13.254804611206056
132,132,2019-08-14,12.892210006713867
133,133,2019-08-15,12.827750205993652
134,134,2019-08-16,13.238689422607422
135,135,2019-08-19,13.327322959899902
136,136,2019-08-20,13.101710319519045
137,137,2019-08-21,13.198400497436523
138,138,2019-08-22,13.351492881774902
139,139,2019-08-23,12.876093864440918
140,140,2019-08-26,13.01060390472412
141,141,2019-08-27,12.888325691223145
142,142,2019-08-28,13.165491104125977
143,143,2019-08-29,13.410052299499512
144,144,2019-08-30,13.53233242034912
145,145,2019-09-03,13.22255516052246
146,146,2019-09-04,13.36928939819336
147,147,2019-09-05,13.891020774841309
148,148,2019-09-06,13.695368766784668
149,149,2019-09-09,14.404597282409668
150,150,2019-09-10,14.771437644958496
151,151,2019-09-11,14.673612594604492
152,152,2019-09-12,14.69806957244873
153,153,2019-09-13,14.893718719482422
154,154,2019-09-16,14.95078182220459
155,155,2019-09-17,14.779586791992188
156,156,2019-09-18,14.844805717468262
157,157,2019-09-19,14.71437168121338
158,158,2019-09-20,14.48612117767334
159,159,2019-09-23,14.502422332763672
160,160,2019-09-24,14.388293266296388
161,161,2019-09-25,14.592093467712402
162,162,2019-09-26,14.494270324707031
163,163,2019-09-27,14.559483528137209
164,164,2019-09-30,14.543180465698242
165,165,2019-10-01,14.16818904876709
166,166,2019-10-02,13.899171829223633
167,167,2019-10-03,13.948084831237791
168,168,2019-10-04,14.07851505279541
169,169,2019-10-07,14.086668014526367
170,170,2019-10-08,13.646461486816406
171,171,2019-10-09,13.68722152709961
172,172,2019-10-10,14.01330280303955
173,173,2019-10-11,14.184491157531738
174,174,2019-10-14,14.33937931060791
175,175,2019-10-15,14.494270324707031
176,176,2019-10-16,14.42090129852295
177,177,2019-10-17,14.274162292480469
178,178,2019-10-18,14.48612117767334
179,179,2019-10-21,14.779586791992188
180,180,2019-10-22,14.779586791992188
181,181,2019-10-23,14.86110782623291
182,182,2019-10-24,14.820351600646973
183,183,2019-10-25,14.836654663085938
184,184,2019-10-28,14.983386993408203
185,185,2019-10-29,15.040453910827637
186,186,2019-10-30,14.893718719482422
187,187,2019-10-31,14.64915657043457
188,188,2019-11-01,14.910024642944336
189,189,2019-11-04,15.45620822906494
190,190,2019-11-05,15.643702507019045
191,191,2019-11-06,15.594786643981934
192,192,2019-11-07,15.73337459564209
193,193,2019-11-08,15.782288551330566
194,194,2019-11-11,15.651854515075684
195,195,2019-11-12,15.651854515075684
196,196,2019-11-13,15.390987396240234
197,197,2019-11-14,15.382837295532228
198,198,2019-11-15,15.464356422424316
199,199,2019-11-18,15.464356422424316
200,200,2019-11-19,15.578486442565918
201,201,2019-11-20,15.554033279418944
202,202,2019-11-21,15.570332527160645
203,203,2019-11-22,15.700769424438477
204,204,2019-11-25,15.831198692321776
205,205,2019-11-26,15.725225448608398
206,206,2019-11-27,15.8556547164917
207,207,2019-11-29,15.806742668151855
208,208,2019-12-02,15.687399864196776
209,209,2019-12-03,15.448712348937988
210,210,2019-12-04,15.71208953857422
